Time,Miami,Score,Indiana,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
8:49.0, ,5-7,Personal foul by N. Jović (drawn by T. Haliburton),,1,5,7,-2,191.0
8:46.0, ,5-7,P. Siakam misses 2-pt layup from 2 ft,,1,5,7,-2,194.0
8:43.0,Defensive rebound by D. Robinson,5-7, ,,1,5,7,-2,197.0
8:34.0,J. Butler misses 3-pt jump shot from 24 ft,5-7, ,,1,5,7,-2,206.0
8:31.0, ,5-7,Defensive rebound by M. Turner,,1,5,7,-2,209.0
8:19.0, ,5-7,A. Nembhard misses 2-pt jump shot from 12 ft,,1,5,7,-2,221.0
8:15.0, ,5-7,Offensive rebound by P. Siakam,,1,5,7,-2,225.0
8:12.0, ,5-10,A. Nesmith makes 3-pt jump shot from 27 ft (assist by P. Siakam),,1,5,10,-5,228.0
7:49.0,T. Rozier makes 2-pt jump shot from 22 ft,7-10, ,,1,7,10,-3,251.0
7:30.0, ,7-12,A. Nembhard makes 2-pt jump shot from 16 ft (assist by M. Turner),,1,7,12,-5,270.0
7:18.0,Personal foul by A. Nembhard (drawn by T. Rozier),7-12, ,,1,7,12,-5,282.0
7:15.0,Personal foul by M. Turner (drawn by B. Adebayo),7-12, ,,1,7,12,-5,285.0
7:04.0,T. Rozier misses 2-pt jump shot from 21 ft,7-12, ,,1,7,12,-5,296.0
7:01.0, ,7-12,Defensive rebound by T. Haliburton,,1,7,12,-5,299.0
6:53.0, ,7-12,Shooting foul by D. Robinson (drawn by M. Turner),,1,7,12,-5,307.0
6:53.0, ,7-12,Indiana full timeout,,1,7,12,-5,307.0
6:53.0, ,7-13,M. Turner makes free throw 1 of 2,,1,7,13,-6,307.0
6:53.0, ,7-14,M. Turner makes free throw 2 of 2,,1,7,14,-7,307.0
6:40.0,D. Robinson misses 3-pt jump shot from 26 ft,7-14, ,,1,7,14,-7,320.0
6:35.0, ,7-14,Defensive rebound by M. Turner,,1,7,14,-7,325.0
6:22.0, ,7-16,P. Siakam makes 2-pt jump shot from 7 ft,,1,7,16,-9,338.0
6:09.0,B. Adebayo makes 2-pt jump shot from 6 ft,9-16, ,,1,9,16,-7,351.0
5:54.0, ,9-18,M. Turner makes 2-pt layup from 4 ft (assist by T. Haliburton),,1,9,18,-9,366.0
5:42.0,J. Butler makes 2-pt jump shot from 11 ft,11-18, ,,1,11,18,-7,378.0
5:42.0,Shooting foul by P. Siakam (drawn by J. Butler),11-18, ,,1,11,18,-7,378.0
5:42.0,T. Herro enters the game for N. Jović,11-18, ,,1,11,18,-7,378.0
5:42.0,C. Martin enters the game for D. Robinson,11-18, ,,1,11,18,-7,378.0
5:42.0, ,11-18,T. McConnell enters the game for A. Nembhard,,1,11,18,-7,378.0
5:42.0, ,11-18,J. Smith enters the game for P. Siakam,,1,11,18,-7,378.0
5:42.0, ,11-18,O. Toppin enters the game for M. Turner,,1,11,18,-7,378.0
5:42.0,J. Butler makes free throw 1 of 1,12-18, ,,1,12,18,-6,378.0
5:27.0, ,12-21,T. Haliburton makes 3-pt jump shot from 28 ft,,1,12,21,-9,393.0
5:16.0,C. Martin makes 2-pt layup from 3 ft (assist by J. Butler),14-21, ,,1,14,21,-7,404.0
5:05.0, ,14-23,T. McConnell makes 2-pt jump shot from 12 ft,,1,14,23,-9,415.0
4:50.0,Shooting foul by O. Toppin (drawn by J. Butler),14-23, ,,1,14,23,-9,430.0
4:50.0,J. Butler makes free throw 1 of 2,15-23, ,,1,15,23,-8,430.0
4:50.0,K. Love enters the game for B. Adebayo,15-23, ,,1,15,23,-8,430.0
4:50.0,J. Butler makes free throw 2 of 2,16-23, ,,1,16,23,-7,430.0
4:33.0, ,16-25,A. Nesmith makes 2-pt jump shot from 15 ft (assist by O. Toppin),,1,16,25,-9,447.0
4:10.0,C. Martin makes 2-pt layup from 1 ft (assist by K. Love),18-25, ,,1,18,25,-7,470.0
3:56.0, ,18-25,O. Toppin misses 3-pt jump shot from 23 ft,,1,18,25,-7,484.0
3:54.0, ,18-25,Offensive rebound by Team,,1,18,25,-7,486.0
3:54.0,H. Highsmith enters the game for T. Rozier,18-25, ,,1,18,25,-7,486.0
3:47.0, ,18-27,J. Smith makes 2-pt layup from 2 ft (assist by T. McConnell),,1,18,27,-9,493.0
3:24.0,K. Love makes 2-pt jump shot from 8 ft (assist by C. Martin),20-27, ,,1,20,27,-7,516.0
3:15.0, ,20-29,O. Toppin makes 2-pt layup from 1 ft (assist by T. McConnell),,1,20,29,-9,525.0
2:54.0,K. Love misses 2-pt layup from 3 ft,20-29, ,,1,20,29,-9,546.0
2:52.0, ,20-29,Defensive rebound by A. Nesmith,,1,20,29,-9,548.0
2:52.0, ,20-29,Turnover by A. Nesmith (bad pass),,1,20,29,-9,548.0
2:52.0,Miami full timeout,20-29, ,,1,20,29,-9,548.0
2:52.0, ,20-29,B. Sheppard enters the game for A. Nesmith,,1,20,29,-9,548.0
2:44.0,K. Love misses 3-pt jump shot from 28 ft,20-29, ,,1,20,29,-9,556.0
2:40.0,Offensive rebound by C. Martin,20-29, ,,1,20,29,-9,560.0
2:38.0,C. Martin makes 2-pt layup from 4 ft,22-29, ,,1,22,29,-7,562.0
2:38.0, ,22-29,Violation by Team (def goaltending),,1,22,29,-7,562.0
2:26.0, ,22-31,T. McConnell makes 2-pt layup from 2 ft,,1,22,31,-9,574.0
2:14.0,T. Herro misses 2-pt jump shot from 7 ft,22-31, ,,1,22,31,-9,586.0
2:11.0, ,22-31,Defensive rebound by J. Smith,,1,22,31,-9,589.0
2:04.0, ,22-31,T. McConnell misses 2-pt jump shot from 5 ft,,1,22,31,-9,596.0
2:03.0, ,22-31,Offensive rebound by Team,,1,22,31,-9,597.0
1:55.0, ,22-33,J. Smith makes 2-pt dunk from 3 ft (assist by T. Haliburton),,1,22,33,-11,605.0
1:37.0,J. Butler misses 3-pt jump shot from 24 ft,22-33, ,,1,22,33,-11,623.0
1:33.0, ,22-33,Defensive rebound by B. Sheppard,,1,22,33,-11,627.0
1:29.0, ,22-33,J. Smith misses 3-pt jump shot from 26 ft,,1,22,33,-11,631.0
1:25.0,Defensive rebound by T. Herro,22-33, ,,1,22,33,-11,635.0
1:22.0,Shooting foul by J. Smith (drawn by J. Butler),22-33, ,,1,22,33,-11,638.0
1:22.0,J. Butler makes free throw 1 of 2,23-33, ,,1,23,33,-10,638.0
1:22.0,J. Butler makes free throw 2 of 2,24-33, ,,1,24,33,-9,638.0
1:02.0, ,24-36,O. Toppin makes 3-pt jump shot from 26 ft (assist by J. Smith),,1,24,36,-12,658.0
0:48.0,J. Butler misses 2-pt jump shot from 16 ft,24-36, ,,1,24,36,-12,672.0
0:45.0, ,24-36,Defensive rebound by Team,,1,24,36,-12,675.0
0:45.0,Loose ball foul by H. Highsmith (drawn by T. McConnell),24-36, ,,1,24,36,-12,675.0
0:31.0, ,24-38,T. McConnell makes 2-pt jump shot from 10 ft (assist by J. Smith),,1,24,38,-14,689.0
0:20.0,K. Love misses 2-pt jump shot from 4 ft,24-38, ,,1,24,38,-14,700.0
0:17.0, ,24-38,Defensive rebound by T. Haliburton,,1,24,38,-14,703.0
0:01.0, ,24-38,T. Haliburton misses 3-pt jump shot from 32 ft,,1,24,38,-14,719.0
0:01.0, ,24-38,Offensive rebound by Team,,1,24,38,-14,719.0
0:00.0,End of 1st quarter,24-38,,,1,24,38,-14,720.0
12:00.0,Start of 2nd quarter,24-38,,,2,24,38,-14,720.0
11:41.0, ,24-38,M. Turner misses 2-pt jump shot from 17 ft (block by H. Highsmith),,2,24,38,-14,739.0
11:36.0,Defensive rebound by H. Highsmith,24-38, ,,2,24,38,-14,744.0
11:23.0,B. Adebayo makes 2-pt hook shot from 7 ft (assist by C. Martin),26-38, ,,2,26,38,-12,757.0
10:58.0, ,26-40,O. Toppin makes 2-pt jump shot from 10 ft (assist by M. Turner),,2,26,40,-14,782.0
10:32.0,B. Adebayo makes 2-pt jump shot from 15 ft,28-40, ,,2,28,40,-12,808.0
10:14.0, ,28-40,A. Nesmith misses 3-pt jump shot from 26 ft,,2,28,40,-12,826.0
10:12.0,Defensive rebound by B. Adebayo,28-40, ,,2,28,40,-12,828.0
10:03.0,B. Adebayo misses 3-pt jump shot from 25 ft,28-40, ,,2,28,40,-12,837.0
10:00.0, ,28-40,Defensive rebound by O. Toppin,,2,28,40,-12,840.0
9:53.0, ,28-42,T. McConnell makes 2-pt layup from 5 ft,,2,28,42,-14,847.0
9:41.0,Personal foul by O. Toppin (drawn by B. Adebayo),28-42, ,,2,28,42,-14,859.0
9:41.0, ,28-42,P. Siakam enters the game for O. Toppin,,2,28,42,-14,859.0
9:37.0,H. Highsmith misses 3-pt jump shot from 25 ft,28-42, ,,2,28,42,-14,863.0
9:33.0, ,28-42,Defensive rebound by M. Turner,,2,28,42,-14,867.0
9:20.0, ,28-42,A. Nesmith misses 3-pt jump shot from 26 ft,,2,28,42,-14,880.0
9:17.0,Defensive rebound by H. Highsmith,28-42, ,,2,28,42,-14,883.0
9:12.0,Personal foul by T. McConnell (drawn by C. Martin),28-42, ,,2,28,42,-14,888.0
9:05.0,T. Herro makes 2-pt jump shot from 8 ft,30-42, ,,2,30,42,-12,895.0
8:47.0, ,30-44,T. McConnell makes 2-pt jump shot from 10 ft,,2,30,44,-14,913.0
8:33.0,T. Herro misses 3-pt jump shot from 27 ft,30-44, ,,2,30,44,-14,927.0
8:29.0, ,30-44,Defensive rebound by M. Turner,,2,30,44,-14,931.0
8:26.0, ,30-44,B. Sheppard misses 3-pt jump shot from 23 ft,,2,30,44,-14,934.0
8:22.0,Defensive rebound by C. Martin,30-44, ,,2,30,44,-14,938.0
8:15.0,T. Herro makes 3-pt jump shot from 27 ft (assist by B. Adebayo),33-44, ,,2,33,44,-11,945.0
7:58.0, ,33-46,T. McConnell makes 2-pt jump shot from 8 ft (assist by B. Sheppard),,2,33,46,-13,962.0
7:38.0,B. Adebayo misses 3-pt jump shot from 23 ft,33-46, ,,2,33,46,-13,982.0
7:35.0, ,33-46,Defensive rebound by P. Siakam,,2,33,46,-13,985.0
7:18.0, ,33-46,M. Turner misses 3-pt jump shot from 29 ft,,2,33,46,-13,1002.0
7:14.0,Defensive rebound by T. Herro,33-46, ,,2,33,46,-13,1006.0
7:08.0,T. Herro misses 3-pt jump shot from 27 ft,33-46, ,,2,33,46,-13,1012.0
7:04.0, ,33-46,Defensive rebound by A. Nesmith,,2,33,46,-13,1016.0
6:51.0, ,33-46,M. Turner misses 2-pt layup from 3 ft,,2,33,46,-13,1029.0
6:49.0,Defensive rebound by J. Jaquez,33-46, ,,2,33,46,-13,1031.0
6:42.0,T. Herro misses 2-pt layup from 2 ft,33-46, ,,2,33,46,-13,1038.0
6:40.0,Offensive rebound by B. Adebayo,33-46, ,,2,33,46,-13,1040.0
6:40.0,B. Adebayo misses 2-pt layup from 2 ft (block by A. Nesmith),33-46, ,,2,33,46,-13,1040.0
6:39.0, ,33-46,Defensive rebound by P. Siakam,,2,33,46,-13,1041.0
6:38.0, ,33-46,Indiana full timeout,,2,33,46,-13,1042.0
6:38.0,J. Butler enters the game for T. Herro,33-46, ,,2,33,46,-13,1042.0
6:38.0,D. Robinson enters the game for J. Jaquez,33-46, ,,2,33,46,-13,1042.0
6:38.0,T. Rozier enters the game for C. Martin,33-46, ,,2,33,46,-13,1042.0
6:38.0, ,33-46,A. Nembhard enters the game for A. Nesmith,,2,33,46,-13,1042.0
6:23.0, ,33-48,T. McConnell makes 2-pt jump shot from 10 ft (assist by A. Nembhard),,2,33,48,-15,1057.0
6:05.0,Turnover by D. Robinson (bad pass; steal by A. Nembhard),33-48, ,,2,33,48,-15,1075.0
6:02.0, ,33-48,Shooting foul by D. Robinson (drawn by P. Siakam),,2,33,48,-15,1078.0
6:02.0, ,33-49,P. Siakam makes free throw 1 of 2,,2,33,49,-16,1078.0
6:02.0, ,33-50,P. Siakam makes free throw 2 of 2,,2,33,50,-17,1078.0
5:45.0,D. Robinson misses 3-pt jump shot from 25 ft,33-50, ,,2,33,50,-17,1095.0
5:41.0, ,33-50,Defensive rebound by Team,,2,33,50,-17,1099.0
5:41.0,J. Jaquez enters the game for B. Adebayo,33-50, ,,2,33,50,-17,1099.0
5:41.0,K. Love enters the game for H. Highsmith,33-50, ,,2,33,50,-17,1099.0
5:41.0,C. Martin enters the game for D. Robinson,33-50, ,,2,33,50,-17,1099.0
5:27.0, ,33-50,Shooting foul by C. Martin (drawn by M. Turner),,2,33,50,-17,1113.0
5:27.0, ,33-51,M. Turner makes free throw 1 of 2,,2,33,51,-18,1113.0
5:27.0, ,33-52,M. Turner makes free throw 2 of 2,,2,33,52,-19,1113.0
5:21.0,Turnover by K. Love (bad pass; steal by T. McConnell),33-52, ,,2,33,52,-19,1119.0
5:15.0, ,33-52,Turnover by T. McConnell (bad pass; steal by T. Rozier),,2,33,52,-19,1125.0
5:12.0,T. Rozier misses 2-pt layup from 3 ft (block by M. Turner),33-52, ,,2,33,52,-19,1128.0
5:07.0,Offensive rebound by J. Butler,33-52, ,,2,33,52,-19,1133.0
5:06.0,J. Butler misses 2-pt layup from 3 ft,33-52, ,,2,33,52,-19,1134.0
5:03.0, ,33-52,Defensive rebound by M. Turner,,2,33,52,-19,1137.0
5:01.0, ,33-54,P. Siakam makes 2-pt layup from 2 ft (assist by T. McConnell),,2,33,54,-21,1139.0
4:44.0,T. Rozier misses 2-pt jump shot from 17 ft,33-54, ,,2,33,54,-21,1156.0
4:40.0, ,33-54,Defensive rebound by M. Turner,,2,33,54,-21,1160.0
4:31.0, ,33-54,Personal foul by T. Rozier (drawn by P. Siakam),,2,33,54,-21,1169.0
4:31.0, ,33-54,J. Smith enters the game for M. Turner,,2,33,54,-21,1169.0
4:24.0, ,33-54,J. Smith misses 2-pt layup from 4 ft,,2,33,54,-21,1176.0
4:20.0,Defensive rebound by J. Butler,33-54, ,,2,33,54,-21,1180.0
4:00.0,J. Butler makes 2-pt jump shot from 15 ft (assist by T. Rozier),35-54, ,,2,35,54,-19,1200.0
3:42.0, ,35-54,B. Sheppard misses 3-pt jump shot from 24 ft,,2,35,54,-19,1218.0
3:41.0, ,35-54,Offensive rebound by Team,,2,35,54,-19,1219.0
3:41.0,Loose ball foul by K. Love (drawn by J. Smith),35-54, ,,2,35,54,-19,1219.0
3:41.0, ,35-54,T. Haliburton enters the game for T. McConnell,,2,35,54,-19,1219.0
3:41.0, ,35-54,A. Nesmith enters the game for B. Sheppard,,2,35,54,-19,1219.0
3:36.0, ,35-54,J. Smith misses 3-pt jump shot from 26 ft,,2,35,54,-19,1224.0
3:32.0,Defensive rebound by J. Jaquez,35-54, ,,2,35,54,-19,1228.0
3:26.0,J. Butler makes 2-pt layup from 3 ft (assist by J. Jaquez),37-54, ,,2,37,54,-17,1234.0
3:11.0, ,37-56,A. Nesmith makes 2-pt jump shot from 7 ft (assist by T. Haliburton),,2,37,56,-19,1249.0
3:02.0,Shooting foul by A. Nesmith (drawn by C. Martin),37-56, ,,2,37,56,-19,1258.0
3:02.0,C. Martin makes free throw 1 of 2,38-56, ,,2,38,56,-18,1258.0
3:02.0,B. Adebayo enters the game for J. Jaquez,38-56, ,,2,38,56,-18,1258.0
3:02.0,T. Herro enters the game for K. Love,38-56, ,,2,38,56,-18,1258.0
3:02.0, ,38-56,M. Turner enters the game for J. Smith,,2,38,56,-18,1258.0
3:02.0,C. Martin makes free throw 2 of 2,39-56, ,,2,39,56,-17,1258.0
2:46.0, ,39-56,A. Nesmith misses 2-pt layup from 4 ft,,2,39,56,-17,1274.0
2:45.0,Defensive rebound by Team,39-56, ,,2,39,56,-17,1275.0
2:45.0,Miami full timeout,39-56, ,,2,39,56,-17,1275.0
2:30.0,T. Rozier misses 3-pt jump shot from 24 ft,39-56, ,,2,39,56,-17,1290.0
2:27.0, ,39-56,Defensive rebound by T. Haliburton,,2,39,56,-17,1293.0
2:15.0, ,39-59,M. Turner makes 3-pt jump shot from 27 ft (assist by T. Haliburton),,2,39,59,-20,1305.0
2:02.0,C. Martin makes 2-pt jump shot from 15 ft,41-59, ,,2,41,59,-18,1318.0
1:41.0, ,41-59,Turnover by T. Haliburton (bad pass; steal by J. Butler),,2,41,59,-18,1339.0
1:29.0,Turnover by T. Herro (bad pass; steal by A. Nembhard),41-59, ,,2,41,59,-18,1351.0
1:26.0, ,41-59,T. Haliburton misses 3-pt jump shot from 27 ft,,2,41,59,-18,1354.0
1:22.0, ,41-59,Offensive rebound by A. Nesmith,,2,41,59,-18,1358.0
1:12.0, ,41-59,Shooting foul by T. Rozier (drawn by T. Haliburton),,2,41,59,-18,1368.0
1:12.0, ,41-60,T. Haliburton makes free throw 1 of 2,,2,41,60,-19,1368.0
1:12.0, ,41-61,T. Haliburton makes free throw 2 of 2,,2,41,61,-20,1368.0
0:58.0,C. Martin misses 2-pt jump shot from 15 ft,41-61, ,,2,41,61,-20,1382.0
0:55.0, ,41-61,Defensive rebound by M. Turner,,2,41,61,-20,1385.0
0:39.0, ,41-63,P. Siakam makes 2-pt jump shot from 8 ft,,2,41,63,-22,1401.0
0:28.0,T. Rozier makes 2-pt jump shot from 12 ft,43-63, ,,2,43,63,-20,1412.0
0:17.0, ,43-63,T. Haliburton misses 3-pt jump shot from 26 ft,,2,43,63,-20,1423.0
0:15.0,Defensive rebound by Team,43-63, ,,2,43,63,-20,1425.0
0:15.0,D. Robinson enters the game for C. Martin,43-63, ,,2,43,63,-20,1425.0
0:15.0, ,43-63,T. McConnell enters the game for T. Haliburton,,2,43,63,-20,1425.0
0:15.0, ,43-63,O. Toppin enters the game for P. Siakam,,2,43,63,-20,1425.0
0:07.0,Personal take foul by A. Nembhard (drawn by T. Rozier),43-63, ,,2,43,63,-20,1433.0
0:01.0,B. Adebayo makes 3-pt jump shot from 25 ft (assist by T. Rozier),46-63, ,,2,46,63,-17,1439.0
0:00.0,End of 2nd quarter,46-63,,,2,46,63,-17,1440.0
12:00.0,Start of 3rd quarter,46-63,,,3,46,63,-17,1440.0
11:45.0, ,46-63,A. Nesmith misses 2-pt layup from 1 ft,,3,46,63,-17,1455.0
11:42.0,Defensive rebound by D. Robinson,46-63, ,,3,46,63,-17,1458.0
11:31.0,Turnover by D. Robinson (bad pass; steal by A. Nembhard),46-63, ,,3,46,63,-17,1469.0
11:26.0, ,46-65,A. Nembhard makes 2-pt layup from 2 ft (assist by A. Nesmith),,3,46,65,-19,1474.0
11:07.0,Offensive foul by B. Adebayo (drawn by A. Nesmith),46-65, ,,3,46,65,-19,1493.0
11:07.0,Turnover by B. Adebayo (offensive foul),46-65, ,,3,46,65,-19,1493.0
10:59.0, ,46-65,Personal foul by D. Robinson (drawn by A. Nesmith),,3,46,65,-19,1501.0
10:55.0, ,46-65,P. Siakam misses 2-pt jump shot from 12 ft,,3,46,65,-19,1505.0
10:51.0,Defensive rebound by D. Robinson,46-65, ,,3,46,65,-19,1509.0
10:37.0,J. Butler makes 3-pt jump shot from 23 ft (assist by T. Rozier),49-65, ,,3,49,65,-16,1523.0
10:19.0, ,49-65,P. Siakam misses 2-pt layup from 4 ft,,3,49,65,-16,1541.0
10:18.0,Defensive rebound by B. Adebayo,49-65, ,,3,49,65,-16,1542.0
10:11.0,B. Adebayo makes 2-pt layup from 2 ft,51-65, ,,3,51,65,-14,1549.0
9:49.0, ,51-67,A. Nembhard makes 2-pt layup from 3 ft,,3,51,67,-16,1571.0
9:37.0,B. Adebayo makes 2-pt jump shot from 17 ft,53-67, ,,3,53,67,-14,1583.0
9:22.0, ,53-67,M. Turner misses 3-pt jump shot from 26 ft,,3,53,67,-14,1598.0
9:20.0,Defensive rebound by B. Adebayo,53-67, ,,3,53,67,-14,1600.0
9:05.0,J. Butler misses 2-pt layup from 6 ft (block by A. Nesmith),53-67, ,,3,53,67,-14,1615.0
9:03.0, ,53-67,Defensive rebound by A. Nesmith,,3,53,67,-14,1617.0
8:58.0, ,53-69,A. Nembhard makes 2-pt layup from 2 ft (assist by A. Nesmith),,3,53,69,-16,1622.0
8:46.0,Shooting foul by M. Turner (drawn by J. Butler),53-69, ,,3,53,69,-16,1634.0
8:46.0,J. Butler makes free throw 1 of 2,54-69, ,,3,54,69,-15,1634.0
8:46.0,J. Butler makes free throw 2 of 2,55-69, ,,3,55,69,-14,1634.0
8:26.0, ,55-69,P. Siakam misses 2-pt jump shot from 10 ft,,3,55,69,-14,1654.0
8:22.0, ,55-69,Offensive rebound by M. Turner,,3,55,69,-14,1658.0
8:22.0, ,55-69,Personal foul by B. Adebayo (drawn by M. Turner),,3,55,69,-14,1658.0
8:16.0, ,55-69,A. Nesmith misses 3-pt jump shot from 23 ft,,3,55,69,-14,1664.0
8:14.0,Defensive rebound by B. Adebayo,55-69, ,,3,55,69,-14,1666.0
8:09.0,Shooting foul by A. Nembhard (drawn by B. Adebayo),55-69, ,,3,55,69,-14,1671.0
8:09.0,B. Adebayo makes free throw 1 of 2,56-69, ,,3,56,69,-13,1671.0
8:09.0,B. Adebayo makes free throw 2 of 2,57-69, ,,3,57,69,-12,1671.0
7:56.0, ,57-72,P. Siakam makes 3-pt jump shot from 23 ft (assist by A. Nesmith),,3,57,72,-15,1684.0
7:43.0,B. Adebayo misses 2-pt layup from 3 ft,57-72, ,,3,57,72,-15,1697.0
7:41.0, ,57-72,Defensive rebound by P. Siakam,,3,57,72,-15,1699.0
7:34.0, ,57-75,M. Turner makes 3-pt jump shot from 26 ft (assist by T. Haliburton),,3,57,75,-18,1706.0
7:33.0,Miami full timeout,57-75, ,,3,57,75,-18,1707.0
7:33.0,C. Martin enters the game for D. Robinson,57-75, ,,3,57,75,-18,1707.0
7:20.0,N. Jović makes 3-pt jump shot from 26 ft,60-75, ,,3,60,75,-15,1720.0
7:00.0, ,60-75,Turnover by T. Haliburton (bad pass; steal by T. Rozier),,3,60,75,-15,1740.0
6:56.0,N. Jović makes 2-pt layup from 2 ft (assist by T. Rozier),62-75, ,,3,62,75,-13,1744.0
6:38.0, ,62-77,P. Siakam makes 2-pt jump shot from 11 ft,,3,62,77,-15,1762.0
6:17.0,Def 3 sec tech foul by Team,62-77, ,,3,62,77,-15,1783.0
6:17.0,J. Butler makes technical free throw,63-77, ,,3,63,77,-14,1783.0
6:13.0,N. Jović makes 2-pt layup from 4 ft (assist by J. Butler),65-77, ,,3,65,77,-12,1787.0
6:13.0,Shooting foul by T. Haliburton (drawn by N. Jović),65-77, ,,3,65,77,-12,1787.0
6:13.0,N. Jović makes free throw 1 of 1,66-77, ,,3,66,77,-11,1787.0
6:05.0, ,66-77,Personal foul by N. Jović (drawn by P. Siakam),,3,66,77,-11,1795.0
5:50.0, ,66-77,P. Siakam misses 3-pt jump shot from 25 ft,,3,66,77,-11,1810.0
5:46.0,Defensive rebound by J. Butler,66-77, ,,3,66,77,-11,1814.0
5:37.0,N. Jović misses 3-pt jump shot from 28 ft,66-77, ,,3,66,77,-11,1823.0
5:34.0, ,66-77,Defensive rebound by T. Haliburton,,3,66,77,-11,1826.0
5:14.0, ,66-77,A. Nembhard misses 3-pt jump shot from 23 ft,,3,66,77,-11,1846.0
5:09.0,Defensive rebound by N. Jović,66-77, ,,3,66,77,-11,1851.0
4:59.0,J. Butler makes 2-pt jump shot from 13 ft,68-77, ,,3,68,77,-9,1861.0
4:59.0, ,68-77,Indiana full timeout,,3,68,77,-9,1861.0
4:59.0,T. Herro enters the game for N. Jović,68-77, ,,3,68,77,-9,1861.0
4:59.0,H. Highsmith enters the game for T. Rozier,68-77, ,,3,68,77,-9,1861.0
4:59.0, ,68-77,T. McConnell enters the game for A. Nembhard,,3,68,77,-9,1861.0
4:36.0, ,68-77,Shooting foul by T. Herro (drawn by T. Haliburton),,3,68,77,-9,1884.0
4:36.0, ,68-78,T. Haliburton makes free throw 1 of 2,,3,68,78,-10,1884.0
4:36.0, ,68-79,T. Haliburton makes free throw 2 of 2,,3,68,79,-11,1884.0
4:21.0,J. Butler misses 2-pt layup from 4 ft (block by M. Turner),68-79, ,,3,68,79,-11,1899.0
4:18.0,Offensive rebound by H. Highsmith,68-79, ,,3,68,79,-11,1902.0
4:14.0,C. Martin misses 2-pt jump shot from 20 ft,68-79, ,,3,68,79,-11,1906.0
4:10.0,Offensive rebound by J. Butler,68-79, ,,3,68,79,-11,1910.0
4:08.0,J. Butler misses 2-pt layup from 3 ft,68-79, ,,3,68,79,-11,1912.0
4:06.0, ,68-79,Defensive rebound by Team,,3,68,79,-11,1914.0
3:49.0, ,68-81,M. Turner makes 2-pt jump shot from 13 ft (assist by T. McConnell),,3,68,81,-13,1931.0
3:30.0,C. Martin makes 2-pt layup from 3 ft (assist by J. Butler),70-81, ,,3,70,81,-11,1950.0
3:30.0,Shooting foul by A. Nesmith (drawn by C. Martin),70-81, ,,3,70,81,-11,1950.0
3:30.0,N. Jović enters the game for B. Adebayo,70-81, ,,3,70,81,-11,1950.0
3:30.0, ,70-81,B. Sheppard enters the game for A. Nesmith,,3,70,81,-11,1950.0
3:30.0, ,70-81,J. Smith enters the game for P. Siakam,,3,70,81,-11,1950.0
3:30.0, ,70-81,O. Toppin enters the game for M. Turner,,3,70,81,-11,1950.0
3:30.0,C. Martin misses free throw 1 of 1,70-81, ,,3,70,81,-11,1950.0
3:29.0, ,70-81,Defensive rebound by O. Toppin,,3,70,81,-11,1951.0
