Time,Milwaukee,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
0:36.0,P. Connaughton makes 2-pt layup from 1 ft (assist by M. Beauchamp),28-20, ,,1,20,28,-8,684.0
0:29.0, ,28-20,C. Martin misses 2-pt layup from 2 ft,,1,20,28,-8,691.0
0:27.0, ,28-20,Offensive rebound by B. Adebayo,,1,20,28,-8,693.0
0:27.0, ,28-22,B. Adebayo makes 2-pt dunk at rim,,1,22,28,-6,693.0
0:11.0,G. Antetokounmpo misses 2-pt jump shot from 21 ft,28-22, ,,1,22,28,-6,709.0
0:07.0,Offensive rebound by M. Beauchamp,28-22, ,,1,22,28,-6,713.0
0:07.0,K. Middleton enters the game for M. Beauchamp,28-22, ,,1,22,28,-6,713.0
0:02.0,Shooting foul by C. Martin (drawn by D. Lillard),28-22, ,,1,22,28,-6,718.0
0:02.0,D. Lillard makes free throw 1 of 3,29-22, ,,1,22,29,-7,718.0
0:02.0,D. Lillard makes free throw 2 of 3,30-22, ,,1,22,30,-8,718.0
0:02.0,D. Lillard makes free throw 3 of 3,31-22, ,,1,22,31,-9,718.0
0:00.0, ,31-22,D. Robinson misses 3-pt jump shot from 36 ft,,1,22,31,-9,720.0
0:00.0, ,31-22,Offensive rebound by Team,,1,22,31,-9,720.0
0:00.0,End of 1st quarter,31-22,,,1,22,31,-9,720.0
12:00.0,Start of 2nd quarter,31-22,,,2,22,31,-9,720.0
11:45.0, ,31-24,J. Jaquez makes 2-pt jump shot from 3 ft (assist by C. Martin),,2,24,31,-7,735.0
11:31.0,Turnover by C. Payne (step out of bounds),31-24, ,,2,24,31,-7,749.0
11:22.0, ,31-24,Shooting foul by K. Middleton (drawn by J. Cain),,2,24,31,-7,758.0
11:22.0, ,31-25,J. Cain makes free throw 1 of 2,,2,25,31,-6,758.0
11:22.0, ,31-25,J. Cain misses free throw 2 of 2,,2,25,31,-6,758.0
11:19.0,Defensive rebound by K. Middleton,31-25, ,,2,25,31,-6,761.0
11:08.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by K. Middleton),33-25, ,,2,25,33,-8,772.0
10:50.0, ,33-27,B. Adebayo makes 2-pt jump shot from 12 ft,,2,27,33,-6,790.0
10:31.0,K. Middleton misses 3-pt jump shot from 26 ft,33-27, ,,2,27,33,-6,809.0
10:26.0, ,33-27,Defensive rebound by J. Jaquez,,2,27,33,-6,814.0
10:09.0, ,33-29,J. Jaquez makes 2-pt jump shot from 13 ft,,2,29,33,-4,831.0
9:50.0,B. Portis makes 2-pt dunk from 1 ft (assist by C. Payne),35-29, ,,2,29,35,-6,850.0
9:34.0, ,35-31,J. Jaquez makes 2-pt layup from 1 ft,,2,31,35,-4,866.0
9:15.0,B. Portis misses 2-pt jump shot from 14 ft,35-31, ,,2,31,35,-4,885.0
9:13.0, ,35-31,Defensive rebound by D. Robinson,,2,31,35,-4,887.0
9:02.0, ,35-33,B. Adebayo makes 2-pt jump shot from 11 ft,,2,33,35,-2,898.0
8:49.0,Shooting foul by D. Robinson (drawn by G. Antetokounmpo),35-33, ,,2,33,35,-2,911.0
8:49.0,G. Antetokounmpo misses free throw 1 of 2,35-33, ,,2,33,35,-2,911.0
8:49.0,Offensive rebound by Team,35-33, ,,2,33,35,-2,911.0
8:49.0,M. Beasley enters the game for P. Connaughton,35-33, ,,2,33,35,-2,911.0
8:49.0,G. Antetokounmpo makes free throw 2 of 2,36-33, ,,2,33,36,-3,911.0
8:35.0, ,36-35,D. Robinson makes 2-pt jump shot from 10 ft,,2,35,36,-1,925.0
8:35.0,M. Beauchamp enters the game for G. Antetokounmpo,36-35, ,,2,35,36,-1,925.0
8:35.0,B. Lopez enters the game for B. Portis,36-35, ,,2,35,36,-1,925.0
8:35.0, ,36-35,K. Love enters the game for B. Adebayo,,2,35,36,-1,925.0
8:22.0,C. Payne misses 3-pt jump shot from 24 ft,36-35, ,,2,35,36,-1,938.0
8:19.0, ,36-35,Defensive rebound by K. Love,,2,35,36,-1,941.0
8:05.0, ,36-35,C. Martin misses 2-pt jump shot from 12 ft,,2,35,36,-1,955.0
8:01.0,Defensive rebound by M. Beasley,36-35, ,,2,35,36,-1,959.0
7:54.0,Shooting foul by C. Martin (drawn by K. Middleton),36-35, ,,2,35,36,-1,966.0
7:54.0,K. Middleton makes free throw 1 of 2,37-35, ,,2,35,37,-2,966.0
7:54.0,K. Middleton makes free throw 2 of 2,38-35, ,,2,35,38,-3,966.0
7:43.0, ,38-37,J. Jaquez makes 2-pt layup from 2 ft,,2,37,38,-1,977.0
7:33.0,K. Middleton makes 3-pt jump shot from 23 ft,41-37, ,,2,37,41,-4,987.0
7:24.0, ,41-37,Shooting foul by M. Beauchamp (drawn by J. Cain),,2,37,41,-4,996.0
7:24.0, ,41-38,J. Cain makes free throw 1 of 2,,2,38,41,-3,996.0
7:24.0, ,41-38,K. Lowry enters the game for D. Robinson,,2,38,41,-3,996.0
7:24.0, ,41-38,J. Cain misses free throw 2 of 2,,2,38,41,-3,996.0
7:21.0,Defensive rebound by M. Beauchamp,41-38, ,,2,38,41,-3,999.0
7:11.0,K. Middleton misses 2-pt jump shot from 16 ft,41-38, ,,2,38,41,-3,1009.0
7:11.0, ,41-38,Defensive rebound by Team,,2,38,41,-3,1009.0
7:11.0,Loose ball foul by M. Beauchamp (drawn by C. Martin),41-38, ,,2,38,41,-3,1009.0
7:11.0,P. Connaughton enters the game for M. Beauchamp,41-38, ,,2,38,41,-3,1009.0
6:59.0, ,41-41,K. Love makes 3-pt jump shot from 26 ft (assist by J. Jaquez),Tie,2,41,41,0,1021.0
6:46.0,M. Beasley misses 3-pt jump shot from 28 ft,41-41, ,,2,41,41,0,1034.0
6:42.0, ,41-41,Defensive rebound by K. Love,,2,41,41,0,1038.0
6:38.0, ,41-41,K. Love misses 3-pt jump shot from 25 ft,,2,41,41,0,1042.0
6:34.0,Defensive rebound by C. Payne,41-41, ,,2,41,41,0,1046.0
6:25.0,Offensive foul by B. Lopez (drawn by J. Jaquez),41-41, ,,2,41,41,0,1055.0
6:25.0,Turnover by B. Lopez (offensive foul),41-41, ,,2,41,41,0,1055.0
6:25.0, ,41-41,Miami full timeout,,2,41,41,0,1055.0
6:25.0,G. Antetokounmpo enters the game for K. Middleton,41-41, ,,2,41,41,0,1055.0
6:10.0, ,41-44,J. Cain makes 3-pt jump shot from 23 ft (assist by J. Jaquez),Lead change,2,44,41,3,1070.0
5:53.0,Personal foul by J. Jaquez (drawn by G. Antetokounmpo),41-44, ,,2,44,41,3,1087.0
5:53.0,D. Lillard enters the game for C. Payne,41-44, ,,2,44,41,3,1087.0
5:53.0, ,41-44,B. Adebayo enters the game for J. Cain,,2,44,41,3,1087.0
5:53.0, ,41-44,J. Richardson enters the game for C. Martin,,2,44,41,3,1087.0
5:46.0,M. Beasley makes 3-pt jump shot from 25 ft (assist by D. Lillard),44-44, ,Tie,2,44,44,0,1094.0
5:32.0, ,44-46,J. Richardson makes 2-pt jump shot from 13 ft (assist by K. Lowry),,2,46,44,2,1108.0
5:08.0, ,44-46,Violation by Team (kicked ball),,2,46,44,2,1132.0
5:08.0, ,44-46,D. Robinson enters the game for J. Jaquez,,2,46,44,2,1132.0
5:06.0,Shooting foul by B. Adebayo (drawn by G. Antetokounmpo),44-46, ,,2,46,44,2,1134.0
5:06.0,G. Antetokounmpo makes free throw 1 of 2,45-46, ,,2,46,45,1,1134.0
5:06.0,G. Antetokounmpo misses free throw 2 of 2,45-46, ,,2,46,45,1,1134.0
5:05.0, ,45-46,Defensive rebound by Team,,2,46,45,1,1135.0
5:05.0,Loose ball foul by B. Lopez (drawn by J. Richardson),45-46, ,,2,46,45,1,1135.0
4:51.0, ,45-46,B. Adebayo misses 2-pt layup from 1 ft,,2,46,45,1,1149.0
4:47.0,Defensive rebound by B. Lopez,45-46, ,,2,46,45,1,1153.0
4:27.0,B. Lopez makes 2-pt hook shot from 5 ft,47-46, ,Lead change,2,46,47,-1,1173.0
4:08.0, ,47-46,Shooting foul by G. Antetokounmpo (drawn by K. Lowry),,2,46,47,-1,1192.0
4:08.0, ,47-47,K. Lowry makes free throw 1 of 2,Tie,2,47,47,0,1192.0
4:08.0, ,47-48,K. Lowry makes free throw 2 of 2,Lead change,2,48,47,1,1192.0
3:57.0,B. Lopez misses 3-pt jump shot from 28 ft,47-48, ,,2,48,47,1,1203.0
3:53.0, ,47-48,Defensive rebound by K. Love,,2,48,47,1,1207.0
3:37.0, ,47-51,J. Richardson makes 3-pt jump shot from 23 ft (assist by B. Adebayo),,2,51,47,4,1223.0
3:33.0,Milwaukee full timeout,47-51, ,,2,51,47,4,1227.0
3:12.0,D. Lillard makes 2-pt jump shot from 7 ft,49-51, ,,2,51,49,2,1248.0
3:03.0, ,49-51,Personal foul by M. Beasley (drawn by D. Robinson),,2,51,49,2,1257.0
3:03.0, ,49-51,D. Robinson misses free throw 1 of 2,,2,51,49,2,1257.0
3:03.0, ,49-51,Offensive rebound by Team,,2,51,49,2,1257.0
3:03.0, ,49-51,D. Robinson misses free throw 2 of 2,,2,51,49,2,1257.0
2:59.0,Defensive rebound by G. Antetokounmpo,49-51, ,,2,51,49,2,1261.0
2:42.0,P. Connaughton makes 2-pt layup from 2 ft,51-51, ,Tie,2,51,51,0,1278.0
2:36.0, ,51-51,K. Love misses 2-pt layup from 3 ft,,2,51,51,0,1284.0
2:35.0, ,51-51,Offensive rebound by K. Love,,2,51,51,0,1285.0
2:35.0, ,51-51,K. Love misses 2-pt layup from 4 ft,,2,51,51,0,1285.0
2:34.0, ,51-51,Offensive rebound by K. Love,,2,51,51,0,1286.0
2:34.0, ,51-51,K. Love misses 2-pt layup from 3 ft,,2,51,51,0,1286.0
2:33.0,Defensive rebound by B. Lopez,51-51, ,,2,51,51,0,1287.0
2:24.0,Personal foul by K. Love (drawn by D. Lillard),51-51, ,,2,51,51,0,1296.0
2:24.0,B. Lopez makes free throw 1 of 2,52-51, ,Lead change,2,51,52,-1,1296.0
2:24.0,C. Payne enters the game for P. Connaughton,52-51, ,,2,51,52,-1,1296.0
2:24.0,B. Lopez makes free throw 2 of 2,53-51, ,,2,51,53,-2,1296.0
2:11.0, ,53-53,B. Adebayo makes 2-pt dunk from 2 ft (assist by D. Robinson),Tie,2,53,53,0,1309.0
1:52.0,Offensive foul by B. Lopez (drawn by K. Love),53-53, ,,2,53,53,0,1328.0
1:52.0,Turnover by B. Lopez (offensive foul),53-53, ,,2,53,53,0,1328.0
1:52.0,Milwaukee full timeout,53-53, ,,2,53,53,0,1328.0
1:52.0,Instant Replay (Challenge: Stands),53-53, ,,2,53,53,0,1328.0
1:52.0,B. Portis enters the game for B. Lopez,53-53, ,,2,53,53,0,1328.0
1:43.0, ,53-53,Personal foul by C. Payne (drawn by K. Lowry),,2,53,53,0,1337.0
1:43.0, ,53-54,K. Lowry makes free throw 1 of 2,Lead change,2,54,53,1,1337.0
1:43.0, ,53-54,J. Jaquez enters the game for K. Love,,2,54,53,1,1337.0
1:43.0, ,53-55,K. Lowry makes free throw 2 of 2,,2,55,53,2,1337.0
1:29.0,D. Lillard misses 3-pt jump shot from 27 ft,53-55, ,,2,55,53,2,1351.0
1:27.0, ,53-55,Defensive rebound by K. Lowry,,2,55,53,2,1353.0
1:14.0, ,53-57,K. Lowry makes 2-pt layup from 1 ft (assist by B. Adebayo),,2,57,53,4,1366.0
1:05.0,Shooting foul by J. Richardson (drawn by G. Antetokounmpo),53-57, ,,2,57,53,4,1375.0
1:05.0,G. Antetokounmpo misses free throw 1 of 2,53-57, ,,2,57,53,4,1375.0
1:05.0,Offensive rebound by Team,53-57, ,,2,57,53,4,1375.0
1:05.0,G. Antetokounmpo makes free throw 2 of 2,54-57, ,,2,57,54,3,1375.0
0:56.0, ,54-57,Shooting foul by B. Portis (drawn by B. Adebayo),,2,57,54,3,1384.0
0:56.0, ,54-57,B. Adebayo misses free throw 1 of 2,,2,57,54,3,1384.0
0:56.0, ,54-57,Offensive rebound by Team,,2,57,54,3,1384.0
0:56.0, ,54-58,B. Adebayo makes free throw 2 of 2,,2,58,54,4,1384.0
0:43.0,B. Portis misses 2-pt jump shot from 9 ft,54-58, ,,2,58,54,4,1397.0
0:41.0,Offensive rebound by G. Antetokounmpo,54-58, ,,2,58,54,4,1399.0
0:41.0,G. Antetokounmpo makes 2-pt layup at rim,56-58, ,,2,58,56,2,1399.0
0:31.0, ,56-60,B. Adebayo makes 2-pt jump shot from 13 ft (assist by K. Lowry),,2,60,56,4,1409.0
0:22.0,D. Lillard makes 3-pt jump shot from 28 ft,59-60, ,,2,60,59,1,1418.0
0:01.0, ,59-62,K. Lowry makes 2-pt jump shot from 18 ft,,2,62,59,3,1439.0
0:00.0,End of 2nd quarter,59-62,,,2,62,59,3,1440.0
12:00.0,Start of 3rd quarter,59-62,,,3,62,59,3,1440.0
11:44.0, ,59-62,K. Lowry misses 3-pt jump shot from 24 ft,,3,62,59,3,1456.0
11:40.0,Defensive rebound by G. Antetokounmpo,59-62, ,,3,62,59,3,1460.0
11:30.0,Personal foul by K. Lowry (drawn by D. Lillard),59-62, ,,3,62,59,3,1470.0
11:18.0,K. Middleton makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),61-62, ,,3,62,61,1,1482.0
11:04.0, ,61-65,K. Love makes 3-pt jump shot from 22 ft (assist by B. Adebayo),,3,65,61,4,1496.0
10:46.0,G. Antetokounmpo makes 2-pt jump shot from 21 ft,63-65, ,,3,65,63,2,1514.0
10:33.0, ,63-65,B. Adebayo misses 2-pt layup from 2 ft (block by M. Beasley),,3,65,63,2,1527.0
10:31.0,Defensive rebound by K. Middleton,63-65, ,,3,65,63,2,1529.0
10:30.0,Shooting foul by K. Love (drawn by G. Antetokounmpo),63-65, ,,3,65,63,2,1530.0
10:30.0,G. Antetokounmpo makes free throw 1 of 2,64-65, ,,3,65,64,1,1530.0
10:30.0,G. Antetokounmpo makes free throw 2 of 2,65-65, ,Tie,3,65,65,0,1530.0
10:18.0, ,65-65,J. Richardson misses 2-pt jump shot from 3 ft,,3,65,65,0,1542.0
10:16.0,Defensive rebound by B. Lopez,65-65, ,,3,65,65,0,1544.0
10:05.0,B. Lopez makes 2-pt layup from 2 ft (assist by D. Lillard),67-65, ,Lead change,3,65,67,-2,1555.0
9:48.0, ,67-68,J. Richardson makes 3-pt jump shot from 28 ft (assist by K. Lowry),Lead change,3,68,67,1,1572.0
9:38.0,G. Antetokounmpo makes 3-pt jump shot from 27 ft,70-68, ,Lead change,3,68,70,-2,1582.0
9:11.0, ,70-70,B. Adebayo makes 2-pt layup from 2 ft,Tie,3,70,70,0,1609.0
8:42.0,G. Antetokounmpo misses 2-pt layup from 2 ft,70-70, ,,3,70,70,0,1638.0
8:40.0, ,70-70,Defensive rebound by B. Adebayo,,3,70,70,0,1640.0
8:30.0, ,70-70,D. Robinson misses 2-pt jump shot from 6 ft,,3,70,70,0,1650.0
8:23.0,Defensive rebound by Team,70-70, ,,3,70,70,0,1657.0
8:23.0,Jump ball: B. Lopez vs. B. Adebayo (K. Middleton gains possession),70-70,,,3,70,70,0,1657.0
8:19.0,K. Middleton makes 2-pt layup from 2 ft,72-70, ,,3,70,72,-2,1661.0
8:10.0, ,72-70,Personal foul by K. Middleton (drawn by B. Adebayo),,3,70,72,-2,1670.0
7:57.0, ,72-70,K. Lowry misses 3-pt jump shot from 25 ft,,3,70,72,-2,1683.0
7:54.0,Defensive rebound by M. Beasley,72-70, ,,3,70,72,-2,1686.0
7:45.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),75-70, ,,3,70,75,-5,1695.0
7:32.0, ,75-70,B. Adebayo misses 2-pt jump shot from 8 ft,,3,70,75,-5,1708.0
7:27.0, ,75-70,Offensive rebound by K. Love,,3,70,75,-5,1713.0
7:27.0, ,75-70,K. Love misses 2-pt layup at rim,,3,70,75,-5,1713.0
7:25.0, ,75-73,J. Richardson makes 3-pt jump shot from 26 ft (assist by D. Robinson),,3,73,75,-2,1715.0
7:05.0,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by B. Lopez),77-73, ,,3,73,77,-4,1735.0
6:52.0, ,77-76,K. Lowry makes 3-pt jump shot from 27 ft (assist by J. Richardson),,3,76,77,-1,1748.0
6:39.0,Personal foul by K. Lowry (drawn by K. Middleton),77-76, ,,3,76,77,-1,1761.0
6:39.0, ,77-76,Miami full timeout,,3,76,77,-1,1761.0
6:39.0, ,77-76,J. Jaquez enters the game for D. Robinson,,3,76,77,-1,1761.0
6:32.0, ,77-76,Violation by Team (kicked ball),,3,76,77,-1,1768.0
6:32.0,M. Beauchamp enters the game for K. Middleton,77-76, ,,3,76,77,-1,1768.0
6:21.0,M. Beasley makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),80-76, ,,3,76,80,-4,1779.0
6:03.0, ,80-78,B. Adebayo makes 2-pt layup from 2 ft (assist by J. Richardson),,3,78,80,-2,1797.0
5:47.0,G. Antetokounmpo misses 2-pt jump shot from 14 ft,80-78, ,,3,78,80,-2,1813.0
5:47.0, ,80-78,Defensive rebound by Team,,3,78,80,-2,1813.0
5:47.0, ,80-78,Miami full timeout,,3,78,80,-2,1813.0
5:47.0, ,80-78,Instant Replay (Challenge: Ruling Stands),,3,78,80,-2,1813.0
5:47.0,B. Portis enters the game for B. Lopez,80-78, ,,3,78,80,-2,1813.0
5:31.0, ,80-81,K. Lowry makes 3-pt jump shot from 23 ft (assist by J. Jaquez),Lead change,3,81,80,1,1829.0
