Time,Miami,Score,New Orleans,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
6:34.0, ,18-8,J. Valančiūnas misses 2-pt layup at rim,,1,18,8,10,326.0
6:33.0, ,18-8,Offensive rebound by J. Valančiūnas,,1,18,8,10,327.0
6:32.0, ,18-8,J. Valančiūnas misses 2-pt layup at rim,,1,18,8,10,328.0
6:31.0,Defensive rebound by T. Herro,18-8, ,,1,18,8,10,329.0
6:25.0,B. Adebayo makes 2-pt jump shot from 4 ft,20-8, ,,1,20,8,12,335.0
6:25.0, ,20-8,Violation by Team (def goaltending),,1,20,8,12,335.0
6:14.0, ,20-10,J. Valančiūnas makes 2-pt jump shot from 10 ft (assist by C. McCollum),,1,20,10,10,346.0
6:00.0,Turnover by J. Butler (bad pass; steal by T. Murphy),20-10, ,,1,20,10,10,360.0
5:56.0, ,20-12,H. Jones makes 2-pt dunk from 1 ft (assist by T. Murphy),,1,20,12,8,364.0
5:44.0,C. Martin misses 3-pt jump shot from 25 ft,20-12, ,,1,20,12,8,376.0
5:42.0, ,20-12,Defensive rebound by C. McCollum,,1,20,12,8,378.0
5:37.0, ,20-12,Personal foul by C. Martin (drawn by Z. Williamson),,1,20,12,8,383.0
5:37.0,D. Robinson enters the game for J. Butler,20-12, ,,1,20,12,8,383.0
5:37.0, ,20-12,J. Hawkins enters the game for Z. Williamson,,1,20,12,8,383.0
5:31.0, ,20-12,T. Murphy misses 3-pt jump shot from 25 ft,,1,20,12,8,389.0
5:29.0,Defensive rebound by Team,20-12, ,,1,20,12,8,391.0
5:13.0,T. Herro makes 2-pt jump shot from 9 ft,22-12, ,,1,22,12,10,407.0
5:00.0, ,22-12,T. Murphy misses 3-pt jump shot from 23 ft,,1,22,12,10,420.0
5:00.0,Defensive rebound by Team,22-12, ,,1,22,12,10,420.0
5:00.0, ,22-12,Loose ball foul by J. Valančiūnas (drawn by B. Adebayo),,1,22,12,10,420.0
5:00.0, ,22-12,L. Nance enters the game for J. Valančiūnas,,1,22,12,10,420.0
4:49.0,D. Robinson misses 3-pt jump shot from 26 ft,22-12, ,,1,22,12,10,431.0
4:46.0, ,22-12,Defensive rebound by L. Nance,,1,22,12,10,434.0
4:32.0, ,22-12,J. Hawkins misses 3-pt jump shot from 25 ft (block by D. Robinson),,1,22,12,10,448.0
4:32.0, ,22-12,Offensive rebound by T. Murphy,,1,22,12,10,448.0
4:27.0, ,22-15,J. Hawkins makes 3-pt jump shot from 25 ft (assist by T. Murphy),,1,22,15,7,453.0
4:14.0,Personal foul by H. Jones (drawn by B. Adebayo),22-15, ,,1,22,15,7,466.0
4:14.0,J. Jaquez enters the game for T. Herro,22-15, ,,1,22,15,7,466.0
4:14.0, ,22-15,N. Marshall enters the game for T. Murphy,,1,22,15,7,466.0
4:05.0,D. Robinson misses 2-pt jump shot from 13 ft,22-15, ,,1,22,15,7,475.0
4:02.0, ,22-15,Defensive rebound by L. Nance,,1,22,15,7,478.0
3:44.0, ,22-15,C. McCollum misses 2-pt layup from 3 ft (block by B. Adebayo),,1,22,15,7,496.0
3:43.0,Defensive rebound by N. Jović,22-15, ,,1,22,15,7,497.0
3:36.0,Shooting foul by H. Jones (drawn by C. Martin),22-15, ,,1,22,15,7,504.0
3:36.0,C. Martin makes free throw 1 of 2,23-15, ,,1,23,15,8,504.0
3:36.0,H. Highsmith enters the game for B. Adebayo,23-15, ,,1,23,15,8,504.0
3:36.0,K. Love enters the game for N. Jović,23-15, ,,1,23,15,8,504.0
3:36.0, ,23-15,J. Alvarado enters the game for H. Jones,,1,23,15,8,504.0
3:36.0, ,23-15,J. Robinson-Earl enters the game for C. McCollum,,1,23,15,8,504.0
3:36.0,C. Martin makes free throw 2 of 2,24-15, ,,1,24,15,9,504.0
3:26.0, ,24-15,Shooting foul by H. Highsmith (drawn by J. Hawkins),,1,24,15,9,514.0
3:26.0, ,24-16,J. Hawkins makes free throw 1 of 3,,1,24,16,8,514.0
3:26.0, ,24-17,J. Hawkins makes free throw 2 of 3,,1,24,17,7,514.0
3:26.0, ,24-18,J. Hawkins makes free throw 3 of 3,,1,24,18,6,514.0
3:08.0,C. Martin misses 2-pt layup from 6 ft,24-18, ,,1,24,18,6,532.0
3:06.0, ,24-18,Defensive rebound by N. Marshall,,1,24,18,6,534.0
2:54.0, ,24-20,L. Nance makes 2-pt dunk from 4 ft (assist by J. Alvarado),,1,24,20,4,546.0
2:53.0,Miami full timeout,24-20, ,,1,24,20,4,547.0
2:46.0,D. Robinson misses 3-pt jump shot from 28 ft,24-20, ,,1,24,20,4,554.0
2:42.0, ,24-20,Defensive rebound by J. Robinson-Earl,,1,24,20,4,558.0
2:28.0, ,24-20,N. Marshall misses 3-pt jump shot from 22 ft,,1,24,20,4,572.0
2:26.0, ,24-20,Offensive rebound by L. Nance,,1,24,20,4,574.0
2:25.0, ,24-22,L. Nance makes 2-pt layup from 2 ft,,1,24,22,2,575.0
2:12.0,Turnover by D. Robinson (bad pass),24-22, ,,1,24,22,2,588.0
2:12.0,J. Butler enters the game for C. Martin,24-22, ,,1,24,22,2,588.0
1:54.0, ,24-22,J. Hawkins misses 2-pt jump shot from 17 ft,,1,24,22,2,606.0
1:50.0,Defensive rebound by J. Butler,24-22, ,,1,24,22,2,610.0
1:32.0,Turnover by J. Butler (lost ball; steal by L. Nance),24-22, ,,1,24,22,2,628.0
1:27.0, ,24-22,Turnover by J. Alvarado (lost ball; steal by J. Butler),,1,24,22,2,633.0
1:22.0,J. Butler makes 2-pt layup from 3 ft,26-22, ,,1,26,22,4,638.0
1:22.0,Shooting foul by N. Marshall (drawn by J. Butler),26-22, ,,1,26,22,4,638.0
1:22.0,J. Butler makes free throw 1 of 1,27-22, ,,1,27,22,5,638.0
1:06.0, ,27-22,J. Alvarado misses 2-pt layup from 5 ft,,1,27,22,5,654.0
1:05.0,Defensive rebound by K. Love,27-22, ,,1,27,22,5,655.0
1:05.0,Personal foul by J. Alvarado (drawn by J. Butler),27-22, ,,1,27,22,5,655.0
1:05.0,J. Butler misses free throw 1 of 2,27-22, ,,1,27,22,5,655.0
1:05.0,Offensive rebound by Team,27-22, ,,1,27,22,5,655.0
1:05.0, ,27-22,Z. Williamson enters the game for J. Robinson-Earl,,1,27,22,5,655.0
1:05.0,J. Butler misses free throw 2 of 2,27-22, ,,1,27,22,5,655.0
1:02.0, ,27-22,Defensive rebound by L. Nance,,1,27,22,5,658.0
0:53.0, ,27-22,J. Hawkins misses 3-pt jump shot from 26 ft,,1,27,22,5,667.0
0:49.0,Defensive rebound by J. Jaquez,27-22, ,,1,27,22,5,671.0
0:41.0,Personal foul by J. Alvarado (drawn by J. Butler),27-22, ,,1,27,22,5,679.0
0:41.0,J. Butler makes free throw 1 of 2,28-22, ,,1,28,22,6,679.0
0:41.0,J. Butler misses free throw 2 of 2,28-22, ,,1,28,22,6,679.0
0:39.0, ,28-22,Defensive rebound by Z. Williamson,,1,28,22,6,681.0
0:28.0, ,28-22,J. Alvarado misses 3-pt jump shot from 26 ft (block by H. Highsmith),,1,28,22,6,692.0
0:24.0, ,28-22,Offensive rebound by J. Hawkins,,1,28,22,6,696.0
0:23.0, ,28-24,Z. Williamson makes 2-pt layup from 14 ft (assist by L. Nance),,1,28,24,4,697.0
0:02.0,D. Robinson makes 3-pt jump shot from 27 ft (assist by J. Butler),31-24, ,,1,31,24,7,718.0
0:00.0, ,31-24,N. Marshall misses 3-pt jump shot from 61 ft,,1,31,24,7,720.0
0:00.0, ,31-24,Offensive rebound by Team,,1,31,24,7,720.0
0:00.0,End of 1st quarter,31-24,,,1,31,24,7,720.0
12:00.0,Start of 2nd quarter,31-24,,,2,31,24,7,720.0
11:43.0,J. Butler misses 2-pt jump shot from 12 ft,31-24, ,,2,31,24,7,737.0
11:41.0, ,31-24,Defensive rebound by L. Nance,,2,31,24,7,739.0
11:26.0, ,31-24,Z. Williamson misses 2-pt jump shot from 9 ft,,2,31,24,7,754.0
11:23.0,Defensive rebound by K. Love,31-24, ,,2,31,24,7,757.0
11:15.0,D. Robinson makes 3-pt jump shot from 26 ft (assist by J. Butler),34-24, ,,2,34,24,10,765.0
11:02.0, ,34-24,Turnover by Z. Williamson (bad pass; steal by J. Jaquez),,2,34,24,10,778.0
11:00.0,J. Jaquez makes 2-pt layup from 4 ft,36-24, ,,2,36,24,12,780.0
10:42.0, ,36-24,C. McCollum misses 3-pt jump shot from 28 ft,,2,36,24,12,798.0
10:39.0,Defensive rebound by J. Butler,36-24, ,,2,36,24,12,801.0
10:26.0,D. Robinson misses 3-pt jump shot from 25 ft,36-24, ,,2,36,24,12,814.0
10:23.0, ,36-24,Defensive rebound by C. McCollum,,2,36,24,12,817.0
10:18.0, ,36-24,Z. Williamson misses 2-pt layup from 8 ft (block by K. Love),,2,36,24,12,822.0
10:16.0,Defensive rebound by J. Butler,36-24, ,,2,36,24,12,824.0
10:09.0,K. Love makes 3-pt jump shot from 27 ft (assist by J. Butler),39-24, ,,2,39,24,15,831.0
10:07.0, ,39-24,New Orleans full timeout,,2,39,24,15,833.0
10:07.0, ,39-24,H. Jones enters the game for L. Nance,,2,39,24,15,833.0
9:48.0, ,39-24,C. McCollum misses 2-pt jump shot from 5 ft,,2,39,24,15,852.0
9:46.0,Defensive rebound by K. Love,39-24, ,,2,39,24,15,854.0
9:34.0,J. Butler misses 2-pt layup from 6 ft,39-24, ,,2,39,24,15,866.0
9:33.0, ,39-24,Defensive rebound by T. Murphy,,2,39,24,15,867.0
9:23.0, ,39-24,N. Marshall misses 3-pt jump shot from 23 ft,,2,39,24,15,877.0
9:22.0,Defensive rebound by Team,39-24, ,,2,39,24,15,878.0
9:04.0,J. Butler makes 2-pt layup from 6 ft,41-24, ,,2,41,24,17,896.0
8:52.0, ,41-24,C. McCollum misses 3-pt jump shot from 26 ft,,2,41,24,17,908.0
8:48.0,Defensive rebound by H. Highsmith,41-24, ,,2,41,24,17,912.0
8:39.0,J. Jaquez misses 2-pt hook shot from 13 ft,41-24, ,,2,41,24,17,921.0
8:37.0,Offensive rebound by J. Butler,41-24, ,,2,41,24,17,923.0
8:36.0,J. Butler makes 2-pt layup at rim,43-24, ,,2,43,24,19,924.0
8:24.0, ,43-24,Shooting foul by K. Love (drawn by Z. Williamson),,2,43,24,19,936.0
8:24.0, ,43-25,Z. Williamson makes free throw 1 of 2,,2,43,25,18,936.0
8:24.0, ,43-26,Z. Williamson makes free throw 2 of 2,,2,43,26,17,936.0
8:24.0, ,43-26,J. Robinson-Earl enters the game for N. Marshall,,2,43,26,17,936.0
8:18.0,J. Jaquez misses 2-pt layup from 7 ft (block by C. McCollum),43-26, ,,2,43,26,17,942.0
8:16.0, ,43-26,Defensive rebound by J. Robinson-Earl,,2,43,26,17,944.0
7:58.0, ,43-28,Z. Williamson makes 2-pt jump shot from 9 ft,,2,43,28,15,962.0
7:44.0,J. Butler makes 2-pt layup from 10 ft,45-28, ,,2,45,28,17,976.0
7:44.0,Shooting foul by J. Robinson-Earl (drawn by J. Butler),45-28, ,,2,45,28,17,976.0
7:44.0,J. Butler makes free throw 1 of 1,46-28, ,,2,46,28,18,976.0
7:33.0, ,46-30,H. Jones makes 2-pt layup from 5 ft,,2,46,30,16,987.0
7:24.0,D. Robinson makes 3-pt jump shot from 26 ft (assist by J. Butler),49-30, ,,2,49,30,19,996.0
7:04.0, ,49-33,H. Jones makes 3-pt jump shot from 23 ft (assist by Z. Williamson),,2,49,33,16,1016.0
6:51.0,K. Love misses 3-pt jump shot from 26 ft,49-33, ,,2,49,33,16,1029.0
6:48.0, ,49-33,Defensive rebound by H. Jones,,2,49,33,16,1032.0
6:41.0, ,49-35,H. Jones makes 2-pt layup from 6 ft,,2,49,35,14,1039.0
6:41.0,Miami full timeout,49-35, ,,2,49,35,14,1039.0
6:41.0,B. Adebayo enters the game for J. Butler,49-35, ,,2,49,35,14,1039.0
6:41.0,T. Herro enters the game for K. Love,49-35, ,,2,49,35,14,1039.0
6:16.0,D. Robinson makes 3-pt jump shot from 23 ft (assist by T. Herro),52-35, ,,2,52,35,17,1064.0
6:02.0, ,52-37,Z. Williamson makes 2-pt layup from 2 ft (assist by H. Jones),,2,52,37,15,1078.0
5:47.0,T. Herro makes 3-pt jump shot from 25 ft (assist by H. Highsmith),55-37, ,,2,55,37,18,1093.0
5:38.0, ,55-37,Shooting foul by B. Adebayo (drawn by Z. Williamson),,2,55,37,18,1102.0
5:38.0, ,55-38,Z. Williamson makes free throw 1 of 2,,2,55,38,17,1102.0
5:38.0, ,55-38,J. Alvarado enters the game for C. McCollum,,2,55,38,17,1102.0
5:38.0, ,55-39,Z. Williamson makes free throw 2 of 2,,2,55,39,16,1102.0
5:25.0,T. Herro misses 2-pt jump shot from 19 ft,55-39, ,,2,55,39,16,1115.0
5:20.0, ,55-39,Defensive rebound by H. Jones,,2,55,39,16,1120.0
5:14.0, ,55-39,Z. Williamson misses 2-pt jump shot from 9 ft,,2,55,39,16,1126.0
5:13.0, ,55-39,Offensive rebound by Z. Williamson,,2,55,39,16,1127.0
5:12.0, ,55-41,Z. Williamson makes 2-pt layup at rim,,2,55,41,14,1128.0
5:12.0,C. Martin enters the game for H. Highsmith,55-41, ,,2,55,41,14,1128.0
5:12.0, ,55-41,J. Valančiūnas enters the game for Z. Williamson,,2,55,41,14,1128.0
4:54.0,D. Robinson misses 3-pt jump shot from 25 ft,55-41, ,,2,55,41,14,1146.0
4:51.0, ,55-41,Defensive rebound by J. Alvarado,,2,55,41,14,1149.0
4:51.0,Technical foul by D. Robinson,55-41, ,,2,55,41,14,1149.0
4:51.0, ,55-42,H. Jones makes technical free throw,,2,55,42,13,1149.0
4:42.0, ,55-42,T. Murphy misses 3-pt jump shot from 24 ft,,2,55,42,13,1158.0
4:39.0,Defensive rebound by T. Herro,55-42, ,,2,55,42,13,1161.0
4:25.0,J. Jaquez makes 2-pt layup from 8 ft,57-42, ,,2,57,42,15,1175.0
4:15.0, ,57-42,T. Murphy misses 2-pt hook shot from 5 ft,,2,57,42,15,1185.0
4:14.0, ,57-42,Offensive rebound by J. Robinson-Earl,,2,57,42,15,1186.0
4:12.0, ,57-44,J. Robinson-Earl makes 2-pt layup at rim,,2,57,44,13,1188.0
3:54.0,D. Robinson misses 3-pt jump shot from 25 ft,57-44, ,,2,57,44,13,1206.0
3:52.0, ,57-44,Defensive rebound by T. Murphy,,2,57,44,13,1208.0
3:45.0, ,57-47,T. Murphy makes 3-pt jump shot from 26 ft,,2,57,47,10,1215.0
3:24.0,Turnover by B. Adebayo (lost ball; steal by J. Robinson-Earl),57-47, ,,2,57,47,10,1236.0
3:20.0, ,57-50,J. Alvarado makes 3-pt jump shot from 25 ft (assist by J. Robinson-Earl),,2,57,50,7,1240.0
3:20.0,Miami full timeout,57-50, ,,2,57,50,7,1240.0
3:20.0,J. Butler enters the game for J. Jaquez,57-50, ,,2,57,50,7,1240.0
3:20.0,N. Jović enters the game for D. Robinson,57-50, ,,2,57,50,7,1240.0
3:04.0,B. Adebayo misses 2-pt jump shot from 15 ft,57-50, ,,2,57,50,7,1256.0
3:00.0, ,57-50,Defensive rebound by J. Valančiūnas,,2,57,50,7,1260.0
2:54.0, ,57-50,J. Alvarado misses 3-pt jump shot from 27 ft,,2,57,50,7,1266.0
2:51.0,Defensive rebound by N. Jović,57-50, ,,2,57,50,7,1269.0
2:37.0,C. Martin misses 2-pt jump shot from 13 ft (block by J. Valančiūnas),57-50, ,,2,57,50,7,1283.0
2:34.0, ,57-50,Defensive rebound by T. Murphy,,2,57,50,7,1286.0
2:31.0, ,57-52,J. Alvarado makes 2-pt layup from 4 ft,,2,57,52,5,1289.0
2:19.0,T. Herro misses 3-pt jump shot from 27 ft,57-52, ,,2,57,52,5,1301.0
2:15.0, ,57-52,Defensive rebound by J. Valančiūnas,,2,57,52,5,1305.0
2:10.0, ,57-54,H. Jones makes 2-pt layup from 2 ft,,2,57,54,3,1310.0
1:46.0,T. Herro misses 2-pt jump shot from 11 ft,57-54, ,,2,57,54,3,1334.0
1:44.0, ,57-54,Defensive rebound by J. Alvarado,,2,57,54,3,1336.0
1:44.0, ,57-54,J. Hawkins enters the game for T. Murphy,,2,57,54,3,1336.0
1:27.0, ,57-54,J. Alvarado misses 2-pt layup from 6 ft (block by N. Jović),,2,57,54,3,1353.0
1:26.0,Defensive rebound by T. Herro,57-54, ,,2,57,54,3,1354.0
1:19.0,T. Herro misses 2-pt layup from 6 ft,57-54, ,,2,57,54,3,1361.0
1:17.0, ,57-54,Defensive rebound by J. Valančiūnas,,2,57,54,3,1363.0
1:13.0, ,57-54,J. Hawkins misses 3-pt jump shot from 23 ft,,2,57,54,3,1367.0
1:10.0,Defensive rebound by C. Martin,57-54, ,,2,57,54,3,1370.0
0:56.0,Shooting foul by J. Valančiūnas (drawn by C. Martin),57-54, ,,2,57,54,3,1384.0
0:56.0,C. Martin makes free throw 1 of 2,58-54, ,,2,58,54,4,1384.0
0:56.0, ,58-54,Z. Williamson enters the game for J. Robinson-Earl,,2,58,54,4,1384.0
0:56.0,C. Martin misses free throw 2 of 2,58-54, ,,2,58,54,4,1384.0
0:54.0, ,58-54,Defensive rebound by Z. Williamson,,2,58,54,4,1386.0
0:35.0, ,58-56,J. Valančiūnas makes 2-pt hook shot from 4 ft,,2,58,56,2,1405.0
0:20.0,J. Butler misses 2-pt jump shot from 11 ft,58-56, ,,2,58,56,2,1420.0
0:18.0, ,58-56,Defensive rebound by J. Valančiūnas,,2,58,56,2,1422.0
0:03.0, ,58-58,J. Valančiūnas makes 2-pt layup from 4 ft (assist by Z. Williamson),Tie,2,58,58,0,1437.0
0:00.0,End of 2nd quarter,58-58,,,2,58,58,0,1440.0
12:00.0,Start of 3rd quarter,58-58,,,3,58,58,0,1440.0
11:40.0,B. Adebayo misses 2-pt layup from 3 ft,58-58, ,,3,58,58,0,1460.0
11:37.0, ,58-58,Defensive rebound by Z. Williamson,,3,58,58,0,1463.0
11:24.0, ,58-60,Z. Williamson makes 2-pt layup from 10 ft,Lead change,3,58,60,-2,1476.0
11:15.0,N. Jović makes 3-pt jump shot from 22 ft (assist by J. Butler),61-60, ,Lead change,3,61,60,1,1485.0
10:50.0, ,61-60,J. Alvarado misses 2-pt jump shot from 6 ft,,3,61,60,1,1510.0
10:49.0, ,61-60,Offensive rebound by Team,,3,61,60,1,1511.0
10:38.0, ,61-62,J. Valančiūnas makes 2-pt layup from 3 ft (assist by Z. Williamson),Lead change,3,61,62,-1,1522.0
10:21.0,J. Butler misses 2-pt layup from 4 ft (block by T. Murphy),61-62, ,,3,61,62,-1,1539.0
10:15.0,Offensive rebound by J. Butler,61-62, ,,3,61,62,-1,1545.0
10:15.0,J. Butler makes 2-pt layup from 1 ft,63-62, ,Lead change,3,63,62,1,1545.0
10:02.0, ,63-62,Turnover by J. Valančiūnas (bad pass; steal by J. Butler),,3,63,62,1,1558.0
9:59.0,N. Jović misses 2-pt layup from 2 ft,63-62, ,,3,63,62,1,1561.0
9:56.0, ,63-62,Defensive rebound by Z. Williamson,,3,63,62,1,1564.0
9:48.0, ,63-62,Personal foul by N. Jović (drawn by J. Valančiūnas),,3,63,62,1,1572.0
9:39.0, ,63-62,Z. Williamson misses 2-pt jump shot from 18 ft,,3,63,62,1,1581.0
9:39.0, ,63-62,Offensive rebound by J. Alvarado,,3,63,62,1,1581.0
9:34.0, ,63-62,J. Alvarado misses 2-pt jump shot from 15 ft,,3,63,62,1,1586.0
9:34.0, ,63-62,Offensive rebound by Team,,3,63,62,1,1586.0
9:27.0, ,63-64,H. Jones makes 2-pt layup from 4 ft (assist by J. Alvarado),Lead change,3,63,64,-1,1593.0
9:10.0,B. Adebayo makes 2-pt dunk from 2 ft (assist by C. Martin),65-64, ,Lead change,3,65,64,1,1610.0
8:45.0, ,65-64,J. Valančiūnas misses 2-pt dunk from 4 ft (block by J. Butler),,3,65,64,1,1635.0
8:43.0,Defensive rebound by J. Butler,65-64, ,,3,65,64,1,1637.0
8:41.0,C. Martin makes 2-pt layup from 5 ft (assist by J. Butler),67-64, ,,3,67,64,3,1639.0
8:41.0,Shooting foul by H. Jones (drawn by C. Martin),67-64, ,,3,67,64,3,1639.0
8:41.0,C. Martin misses free throw 1 of 1,67-64, ,,3,67,64,3,1639.0
8:39.0, ,67-64,Defensive rebound by J. Valančiūnas,,3,67,64,3,1641.0
8:20.0, ,67-64,J. Alvarado misses 2-pt jump shot from 13 ft (block by T. Herro),,3,67,64,3,1660.0
8:18.0,Defensive rebound by T. Herro,67-64, ,,3,67,64,3,1662.0
8:12.0,Turnover by C. Martin (lost ball; steal by J. Alvarado),67-64, ,,3,67,64,3,1668.0
7:56.0, ,67-64,Turnover by Z. Williamson (lost ball; steal by J. Butler),,3,67,64,3,1684.0
7:50.0,B. Adebayo makes 2-pt layup from 1 ft,69-64, ,,3,69,64,5,1690.0
7:42.0, ,69-64,New Orleans full timeout,,3,69,64,5,1698.0
7:32.0, ,69-64,Turnover by J. Valančiūnas (bad pass),,3,69,64,5,1708.0
7:18.0,J. Butler makes 2-pt dunk from 3 ft (assist by N. Jović),71-64, ,,3,71,64,7,1722.0
6:59.0, ,71-64,T. Murphy misses 3-pt jump shot from 23 ft,,3,71,64,7,1741.0
6:57.0,Defensive rebound by Team,71-64, ,,3,71,64,7,1743.0
6:49.0,Def 3 sec tech foul by Team,71-64, ,,3,71,64,7,1751.0
6:49.0,J. Butler makes technical free throw,72-64, ,,3,72,64,8,1751.0
6:38.0,T. Herro misses 2-pt jump shot from 9 ft (block by J. Alvarado),72-64, ,,3,72,64,8,1762.0
6:37.0, ,72-64,Defensive rebound by H. Jones,,3,72,64,8,1763.0
6:19.0, ,72-64,T. Murphy misses 2-pt layup from 7 ft,,3,72,64,8,1781.0
6:18.0, ,72-64,Offensive rebound by T. Murphy,,3,72,64,8,1782.0
6:17.0, ,72-66,T. Murphy makes 2-pt layup at rim,,3,72,66,6,1783.0
5:58.0,B. Adebayo makes 2-pt jump shot from 15 ft (assist by C. Martin),74-66, ,,3,74,66,8,1802.0
5:46.0, ,74-66,Turnover by Z. Williamson (bad pass; steal by C. Martin),,3,74,66,8,1814.0
5:42.0,T. Herro makes 3-pt jump shot from 24 ft (assist by C. Martin),77-66, ,,3,77,66,11,1818.0
5:14.0, ,77-68,J. Valančiūnas makes 2-pt layup from 2 ft,,3,77,68,9,1846.0
4:56.0,N. Jović misses 2-pt jump shot from 7 ft,77-68, ,,3,77,68,9,1864.0
4:56.0, ,77-68,Defensive rebound by H. Jones,,3,77,68,9,1864.0
4:53.0, ,77-70,H. Jones makes 2-pt jump shot from 7 ft,,3,77,70,7,1867.0
4:53.0, ,77-70,Shooting foul by C. Martin (drawn by H. Jones),,3,77,70,7,1867.0
4:53.0,D. Robinson enters the game for J. Butler,77-70, ,,3,77,70,7,1867.0
4:53.0, ,77-70,L. Nance enters the game for J. Valančiūnas,,3,77,70,7,1867.0
4:53.0, ,77-70,J. Robinson-Earl enters the game for Z. Williamson,,3,77,70,7,1867.0
4:53.0, ,77-71,H. Jones makes free throw 1 of 1,,3,77,71,6,1867.0
4:43.0,T. Herro misses 2-pt jump shot from 8 ft,77-71, ,,3,77,71,6,1877.0
4:43.0,Offensive rebound by Team,77-71, ,,3,77,71,6,1877.0
4:43.0,Turnover by B. Adebayo (off goaltending),77-71, ,,3,77,71,6,1877.0
4:27.0, ,77-71,H. Jones misses 2-pt jump shot from 14 ft,,3,77,71,6,1893.0
4:24.0,Defensive rebound by B. Adebayo,77-71, ,,3,77,71,6,1896.0
4:12.0,Shooting foul by H. Jones (drawn by B. Adebayo),77-71, ,,3,77,71,6,1908.0
4:12.0,B. Adebayo misses free throw 1 of 2,77-71, ,,3,77,71,6,1908.0
