Time,Miami,Score,Atlanta,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
1:51.0,Defensive rebound by J. Jaquez,75-75, ,,3,75,75,0,2049.0
1:41.0,T. Herro makes 2-pt jump shot from 9 ft,77-75, ,,3,77,75,2,2059.0
1:41.0,Shooting foul by D. Murray (drawn by T. Herro),77-75, ,,3,77,75,2,2059.0
1:41.0,T. Herro misses free throw 1 of 1,77-75, ,,3,77,75,2,2059.0
1:38.0, ,77-75,Defensive rebound by B. Fernando,,3,77,75,2,2062.0
1:22.0, ,77-77,D. Hunter makes 2-pt jump shot from 20 ft,Tie,3,77,77,0,2078.0
1:07.0,Offensive foul by J. Jaquez (drawn by G. Mathews),77-77, ,,3,77,77,0,2093.0
1:07.0,Turnover by J. Jaquez (offensive foul),77-77, ,,3,77,77,0,2093.0
0:56.0, ,77-77,D. Murray misses 3-pt jump shot from 25 ft,,3,77,77,0,2104.0
0:54.0,Defensive rebound by B. Adebayo,77-77, ,,3,77,77,0,2106.0
0:43.0,J. Jaquez makes 3-pt jump shot from 23 ft (assist by H. Highsmith),80-77, ,,3,80,77,3,2117.0
0:31.0, ,80-80,G. Mathews makes 3-pt jump shot from 23 ft (assist by D. Murray),Tie,3,80,80,0,2129.0
0:16.0,B. Adebayo misses 2-pt dunk from 1 ft,80-80, ,,3,80,80,0,2144.0
0:14.0, ,80-80,Defensive rebound by D. Hunter,,3,80,80,0,2146.0
0:03.0, ,80-80,D. Murray misses 3-pt jump shot from 25 ft,,3,80,80,0,2157.0
0:00.0,Defensive rebound by D. Wright,80-80, ,,3,80,80,0,2160.0
0:00.0,End of 3rd quarter,80-80,,,3,80,80,0,2160.0
12:00.0,Start of 4th quarter,80-80,,,4,80,80,0,2160.0
11:51.0,Personal foul by B. Fernando (drawn by D. Wright),80-80, ,,4,80,80,0,2169.0
11:46.0,Personal foul by B. Fernando (drawn by D. Wright),80-80, ,,4,80,80,0,2174.0
11:34.0,T. Herro makes 2-pt jump shot from 9 ft (assist by B. Adebayo),82-80, ,,4,82,80,2,2186.0
11:13.0, ,82-80,K. Bufkin misses 2-pt jump shot from 12 ft,,4,82,80,2,2207.0
11:13.0, ,82-80,Offensive rebound by Team,,4,82,80,2,2207.0
11:13.0,Loose ball foul by T. Herro (drawn by B. Fernando),82-80, ,,4,82,80,2,2207.0
11:01.0, ,82-80,Turnover by B. Bogdanović (bad pass; steal by B. Adebayo),,4,82,80,2,2219.0
10:59.0,Turnover by T. Herro (lost ball; steal by G. Mathews),82-80, ,,4,82,80,2,2221.0
10:58.0, ,82-80,G. Mathews misses 3-pt jump shot from 25 ft,,4,82,80,2,2222.0
10:56.0, ,82-80,Offensive rebound by G. Mathews,,4,82,80,2,2224.0
10:56.0, ,82-82,G. Mathews makes 2-pt layup at rim,Tie,4,82,82,0,2224.0
10:42.0,T. Herro makes 3-pt jump shot from 26 ft,85-82, ,,4,85,82,3,2238.0
10:19.0, ,85-82,Shooting foul by J. Jaquez (drawn by W. Matthews),,4,85,82,3,2261.0
10:19.0, ,85-83,W. Matthews makes free throw 1 of 2,,4,85,83,2,2261.0
10:19.0, ,85-84,W. Matthews makes free throw 2 of 2,,4,85,84,1,2261.0
10:02.0,T. Herro misses 2-pt jump shot from 17 ft,85-84, ,,4,85,84,1,2278.0
9:59.0, ,85-84,Defensive rebound by B. Bogdanović,,4,85,84,1,2281.0
9:52.0, ,85-84,K. Bufkin misses 3-pt jump shot from 23 ft,,4,85,84,1,2288.0
9:48.0,Defensive rebound by J. Jaquez,85-84, ,,4,85,84,1,2292.0
9:33.0,Turnover by B. Adebayo (traveling),85-84, ,,4,85,84,1,2307.0
9:18.0, ,85-84,K. Bufkin misses 2-pt layup from 1 ft (block by B. Adebayo),,4,85,84,1,2322.0
9:17.0, ,85-84,Offensive rebound by Team,,4,85,84,1,2323.0
9:16.0, ,85-84,Shooting foul by B. Adebayo (drawn by B. Fernando),,4,85,84,1,2324.0
9:16.0, ,85-85,B. Fernando makes free throw 1 of 2,Tie,4,85,85,0,2324.0
9:16.0, ,85-86,B. Fernando makes free throw 2 of 2,Lead change,4,85,86,-1,2324.0
9:05.0,H. Highsmith makes 3-pt jump shot from 25 ft (assist by T. Herro),88-86, ,Lead change,4,88,86,2,2335.0
8:46.0, ,88-88,K. Bufkin makes 2-pt jump shot from 19 ft (assist by W. Matthews),Tie,4,88,88,0,2354.0
8:21.0,T. Herro makes 3-pt jump shot from 25 ft,91-88, ,,4,91,88,3,2379.0
8:09.0,Miami full timeout,91-88, ,,4,91,88,3,2391.0
8:09.0,Instant Replay (Challenge: Ruling Stands),91-88, ,,4,91,88,3,2391.0
8:09.0, ,91-88,Turnover by K. Bufkin (bad pass),,4,91,88,3,2391.0
8:09.0, ,91-88,D. Murray enters the game for K. Bufkin,,4,91,88,3,2391.0
7:54.0,Turnover by H. Highsmith (bad pass),91-88, ,,4,91,88,3,2406.0
7:32.0, ,91-88,B. Bogdanović misses 3-pt jump shot from 25 ft,,4,91,88,3,2428.0
7:29.0,Defensive rebound by T. Herro,91-88, ,,4,91,88,3,2431.0
7:22.0,Turnover by T. Herro (lost ball; steal by W. Matthews),91-88, ,,4,91,88,3,2438.0
7:18.0, ,91-88,Shooting foul by H. Highsmith (drawn by D. Murray),,4,91,88,3,2442.0
7:18.0, ,91-89,D. Murray makes free throw 1 of 2,,4,91,89,2,2442.0
7:18.0,J. Butler enters the game for J. Jaquez,91-89, ,,4,91,89,2,2442.0
7:18.0, ,91-89,C. Capela enters the game for B. Fernando,,4,91,89,2,2442.0
7:18.0, ,91-89,D. Hunter enters the game for G. Mathews,,4,91,89,2,2442.0
7:18.0, ,91-89,V. Krejci enters the game for W. Matthews,,4,91,89,2,2442.0
7:18.0, ,91-90,D. Murray makes free throw 2 of 2,,4,91,90,1,2442.0
7:01.0,Turnover by B. Adebayo (out of bounds lost ball),91-90, ,,4,91,90,1,2459.0
6:41.0, ,91-92,D. Murray makes 2-pt layup from 3 ft,Lead change,4,91,92,-1,2479.0
6:26.0,T. Herro misses 3-pt jump shot from 26 ft,91-92, ,,4,91,92,-1,2494.0
6:26.0, ,91-92,Defensive rebound by D. Hunter,,4,91,92,-1,2494.0
6:11.0, ,91-92,D. Hunter misses 3-pt jump shot from 25 ft,,4,91,92,-1,2509.0
6:08.0,Defensive rebound by T. Herro,91-92, ,,4,91,92,-1,2512.0
5:48.0,J. Butler makes 3-pt jump shot from 22 ft (assist by H. Highsmith),94-92, ,Lead change,4,94,92,2,2532.0
5:31.0, ,94-92,D. Hunter misses 2-pt layup from 1 ft,,4,94,92,2,2549.0
5:29.0,Defensive rebound by B. Adebayo,94-92, ,,4,94,92,2,2551.0
5:25.0,Miami full timeout,94-92, ,,4,94,92,2,2555.0
5:25.0,N. Jović enters the game for H. Highsmith,94-92, ,,4,94,92,2,2555.0
5:25.0,C. Martin enters the game for D. Wright,94-92, ,,4,94,92,2,2555.0
5:16.0,J. Butler misses 2-pt layup from 1 ft,94-92, ,,4,94,92,2,2564.0
5:14.0, ,94-92,Defensive rebound by D. Hunter,,4,94,92,2,2566.0
5:06.0, ,94-92,D. Murray misses 2-pt jump shot from 12 ft,,4,94,92,2,2574.0
5:02.0,Defensive rebound by B. Adebayo,94-92, ,,4,94,92,2,2578.0
4:54.0,J. Butler makes 2-pt jump shot from 10 ft,96-92, ,,4,96,92,4,2586.0
4:54.0,Shooting foul by D. Hunter (drawn by J. Butler),96-92, ,,4,96,92,4,2586.0
4:54.0,J. Butler makes free throw 1 of 1,97-92, ,,4,97,92,5,2586.0
4:43.0, ,97-95,D. Murray makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),,4,97,95,2,2597.0
4:27.0,Personal foul by C. Capela (drawn by B. Adebayo),97-95, ,,4,97,95,2,2613.0
4:13.0,C. Martin misses 3-pt jump shot from 23 ft,97-95, ,,4,97,95,2,2627.0
4:09.0, ,97-95,Defensive rebound by D. Murray,,4,97,95,2,2631.0
4:01.0, ,97-95,D. Murray misses 3-pt jump shot from 23 ft,,4,97,95,2,2639.0
3:59.0,Defensive rebound by N. Jović,97-95, ,,4,97,95,2,2641.0
3:44.0,C. Martin misses 3-pt jump shot from 23 ft,97-95, ,,4,97,95,2,2656.0
3:41.0, ,97-95,Defensive rebound by D. Hunter,,4,97,95,2,2659.0
3:27.0, ,97-97,C. Capela makes 2-pt dunk from 1 ft (assist by D. Hunter),Tie,4,97,97,0,2673.0
3:05.0,Shooting foul by V. Krejci (drawn by J. Butler),97-97, ,,4,97,97,0,2695.0
3:05.0,J. Butler makes free throw 1 of 2,98-97, ,,4,98,97,1,2695.0
3:05.0,H. Highsmith enters the game for C. Martin,98-97, ,,4,98,97,1,2695.0
3:05.0,J. Butler misses free throw 2 of 2,98-97, ,,4,98,97,1,2695.0
3:02.0, ,98-97,Defensive rebound by D. Hunter,,4,98,97,1,2698.0
2:45.0, ,98-97,D. Hunter misses 2-pt jump shot from 9 ft,,4,98,97,1,2715.0
2:41.0, ,98-97,Offensive rebound by C. Capela,,4,98,97,1,2719.0
2:41.0, ,98-97,C. Capela misses 2-pt layup at rim,,4,98,97,1,2719.0
2:40.0,Defensive rebound by N. Jović,98-97, ,,4,98,97,1,2720.0
2:21.0,B. Adebayo misses 2-pt jump shot from 11 ft,98-97, ,,4,98,97,1,2739.0
2:18.0, ,98-97,Defensive rebound by D. Murray,,4,98,97,1,2742.0
2:12.0, ,98-99,D. Murray makes 2-pt jump shot from 16 ft,Lead change,4,98,99,-1,2748.0
1:55.0,T. Herro misses 3-pt jump shot from 25 ft,98-99, ,,4,98,99,-1,2765.0
1:53.0,Offensive rebound by Team,98-99, ,,4,98,99,-1,2767.0
1:43.0,Shooting foul by B. Bogdanović (drawn by H. Highsmith),98-99, ,,4,98,99,-1,2777.0
1:43.0,H. Highsmith misses free throw 1 of 2,98-99, ,,4,98,99,-1,2777.0
1:43.0,Offensive rebound by Team,98-99, ,,4,98,99,-1,2777.0
1:43.0,H. Highsmith misses free throw 2 of 2,98-99, ,,4,98,99,-1,2777.0
1:40.0, ,98-99,Defensive rebound by C. Capela,,4,98,99,-1,2780.0
1:23.0, ,98-99,D. Murray misses 2-pt jump shot from 21 ft,,4,98,99,-1,2797.0
1:20.0,Defensive rebound by N. Jović,98-99, ,,4,98,99,-1,2800.0
1:15.0,T. Herro misses 2-pt jump shot from 17 ft,98-99, ,,4,98,99,-1,2805.0
1:11.0,Offensive rebound by H. Highsmith,98-99, ,,4,98,99,-1,2809.0
1:04.0,Personal foul by D. Hunter (drawn by J. Butler),98-99, ,,4,98,99,-1,2816.0
1:04.0,J. Butler makes free throw 1 of 2,99-99, ,Tie,4,99,99,0,2816.0
1:04.0,J. Butler makes free throw 2 of 2,100-99, ,Lead change,4,100,99,1,2816.0
0:46.0, ,100-99,Turnover by B. Bogdanović (bad pass; steal by J. Butler),,4,100,99,1,2834.0
0:27.0,Shooting foul by B. Bogdanović (drawn by J. Butler),100-99, ,,4,100,99,1,2853.0
0:27.0, ,100-99,Atlanta full timeout,,4,100,99,1,2853.0
0:27.0, ,100-99,Instant Replay (Challenge: Ruling Stands),,4,100,99,1,2853.0
0:27.0,C. Martin enters the game for T. Herro,100-99, ,,4,100,99,1,2853.0
0:27.0,J. Butler makes free throw 1 of 2,101-99, ,,4,101,99,2,2853.0
0:27.0,J. Butler misses free throw 2 of 2,101-99, ,,4,101,99,2,2853.0
0:25.0, ,101-99,Defensive rebound by D. Hunter,,4,101,99,2,2855.0
0:17.0, ,101-101,D. Murray makes 2-pt layup from 3 ft,Tie,4,101,101,0,2863.0
0:17.0,Violation by Team (def goaltending),101-101, ,,4,101,101,0,2863.0
0:17.0,Instant Replay (Request: Ruling Stands),101-101, ,,4,101,101,0,2863.0
0:17.0,Miami full timeout,101-101, ,,4,101,101,0,2863.0
0:17.0,T. Herro enters the game for H. Highsmith,101-101, ,,4,101,101,0,2863.0
0:00.0,T. Herro misses 3-pt jump shot from 28 ft,101-101, ,,4,101,101,0,2880.0
0:00.0,Offensive rebound by Team,101-101, ,,4,101,101,0,2880.0
0:00.0,End of 4th quarter,101-101,,,4,101,101,0,2880.0
5:00.0,Start of 1st overtime,101-101,,,5,101,101,0,2880.0
5:00.0,Jump ball: B. Adebayo vs. C. Capela (D. Hunter gains possession),101-101,,,5,101,101,0,2880.0
4:44.0, ,101-101,D. Murray misses 2-pt jump shot from 15 ft,,5,101,101,0,2896.0
4:39.0,Defensive rebound by J. Butler,101-101, ,,5,101,101,0,2901.0
4:23.0,B. Adebayo misses 2-pt jump shot from 16 ft,101-101, ,,5,101,101,0,2917.0
4:20.0, ,101-101,Defensive rebound by D. Murray,,5,101,101,0,2920.0
4:10.0, ,101-103,D. Hunter makes 2-pt jump shot from 16 ft,Lead change,5,101,103,-2,2930.0
3:56.0,Turnover by N. Jović (bad pass; steal by V. Krejci),101-103, ,,5,101,103,-2,2944.0
3:44.0, ,101-105,D. Murray makes 2-pt jump shot from 11 ft,,5,101,105,-4,2956.0
3:17.0,J. Butler misses 3-pt jump shot from 26 ft,101-105, ,,5,101,105,-4,2983.0
3:13.0, ,101-105,Defensive rebound by C. Capela,,5,101,105,-4,2987.0
2:55.0, ,101-105,D. Hunter misses 3-pt jump shot from 25 ft,,5,101,105,-4,3005.0
2:50.0,Defensive rebound by J. Butler,101-105, ,,5,101,105,-4,3010.0
2:50.0,Jump ball: J. Butler vs. C. Capela (N. Jović gains possession),101-105,,,5,101,105,-4,3010.0
2:38.0,N. Jović makes 3-pt jump shot from 22 ft (assist by J. Butler),104-105, ,,5,104,105,-1,3022.0
2:13.0, ,104-105,Turnover by D. Murray (lost ball),,5,104,105,-1,3047.0
2:13.0, ,104-105,Loose ball foul by V. Krejci (drawn by H. Highsmith),,5,104,105,-1,3047.0
1:51.0,J. Butler misses 2-pt layup from 3 ft (block by B. Bogdanović),104-105, ,,5,104,105,-1,3069.0
1:48.0, ,104-105,Defensive rebound by V. Krejci,,5,104,105,-1,3072.0
1:46.0, ,104-105,Shooting foul by N. Jović (drawn by B. Bogdanović),,5,104,105,-1,3074.0
1:46.0, ,104-106,B. Bogdanović makes free throw 1 of 2,,5,104,106,-2,3074.0
1:46.0, ,104-107,B. Bogdanović makes free throw 2 of 2,,5,104,107,-3,3074.0
1:21.0,N. Jović misses 3-pt jump shot from 24 ft,104-107, ,,5,104,107,-3,3099.0
1:18.0, ,104-107,Defensive rebound by D. Murray,,5,104,107,-3,3102.0
0:58.0, ,104-107,D. Hunter misses 3-pt jump shot from 23 ft,,5,104,107,-3,3122.0
0:55.0,Defensive rebound by N. Jović,104-107, ,,5,104,107,-3,3125.0
0:46.0,H. Highsmith makes 3-pt jump shot from 25 ft (assist by N. Jović),107-107, ,Tie,5,107,107,0,3134.0
0:32.0, ,107-107,D. Murray misses 2-pt jump shot from 12 ft,,5,107,107,0,3148.0
0:28.0,Defensive rebound by H. Highsmith,107-107, ,,5,107,107,0,3152.0
0:06.0,Turnover by J. Butler (bad pass; steal by D. Murray),107-107, ,,5,107,107,0,3174.0
0:01.0, ,107-107,D. Murray misses 3-pt jump shot from 24 ft,,5,107,107,0,3179.0
0:01.0,Defensive rebound by B. Adebayo,107-107, ,,5,107,107,0,3179.0
0:00.0,End of 1st overtime,107-107,,,5,107,107,0,3180.0
5:00.0,Start of 2nd overtime,107-107,,,6,107,107,0,3180.0
5:00.0,Jump ball: B. Adebayo vs. C. Capela (J. Butler gains possession),107-107,,,6,107,107,0,3180.0
4:43.0,B. Adebayo misses 2-pt jump shot from 11 ft,107-107, ,,6,107,107,0,3197.0
4:39.0, ,107-107,Defensive rebound by C. Capela,,6,107,107,0,3201.0
4:19.0, ,107-107,Personal foul by T. Herro (drawn by D. Hunter),,6,107,107,0,3221.0
4:05.0, ,107-107,Turnover by Team (shot clock),,6,107,107,0,3235.0
3:52.0,T. Herro misses 2-pt jump shot from 11 ft,107-107, ,,6,107,107,0,3248.0
3:49.0, ,107-107,Defensive rebound by D. Murray,,6,107,107,0,3251.0
3:37.0, ,107-107,D. Hunter misses 2-pt jump shot from 4 ft,,6,107,107,0,3263.0
3:33.0, ,107-107,Offensive rebound by C. Capela,,6,107,107,0,3267.0
3:33.0, ,107-107,C. Capela misses 2-pt layup at rim,,6,107,107,0,3267.0
3:32.0,Defensive rebound by T. Herro,107-107, ,,6,107,107,0,3268.0
3:11.0,N. Jović misses 3-pt jump shot from 22 ft,107-107, ,,6,107,107,0,3289.0
3:07.0, ,107-107,Defensive rebound by D. Hunter,,6,107,107,0,3293.0
2:56.0, ,107-107,B. Bogdanović misses 2-pt jump shot from 2 ft,,6,107,107,0,3304.0
2:55.0, ,107-107,Offensive rebound by C. Capela,,6,107,107,0,3305.0
2:55.0, ,107-107,C. Capela misses 2-pt layup at rim,,6,107,107,0,3305.0
2:54.0, ,107-107,Offensive rebound by Team,,6,107,107,0,3306.0
2:54.0,Loose ball foul by B. Adebayo (drawn by C. Capela),107-107, ,,6,107,107,0,3306.0
2:46.0, ,107-107,B. Bogdanović misses 3-pt jump shot from 25 ft,,6,107,107,0,3314.0
2:43.0,Defensive rebound by J. Butler,107-107, ,,6,107,107,0,3317.0
2:26.0,Shooting foul by D. Murray (drawn by T. Herro),107-107, ,,6,107,107,0,3334.0
2:26.0,T. Herro makes free throw 1 of 2,108-107, ,Lead change,6,108,107,1,3334.0
2:26.0,T. Herro makes free throw 2 of 2,109-107, ,,6,109,107,2,3334.0
2:16.0, ,109-107,Personal foul by T. Herro (drawn by D. Murray),,6,109,107,2,3344.0
2:07.0, ,109-107,D. Murray misses 3-pt jump shot from 27 ft,,6,109,107,2,3353.0
2:04.0,Defensive rebound by N. Jović,109-107, ,,6,109,107,2,3356.0
1:50.0,T. Herro makes 2-pt jump shot from 12 ft,111-107, ,,6,111,107,4,3370.0
1:49.0, ,111-107,Turnover by B. Bogdanović (bad pass),,6,111,107,4,3371.0
1:35.0,H. Highsmith makes 2-pt jump shot from 5 ft (assist by T. Herro),113-107, ,,6,113,107,6,3385.0
1:24.0, ,113-109,D. Hunter makes 2-pt jump shot from 8 ft (assist by D. Murray),,6,113,109,4,3396.0
1:04.0,N. Jović makes 2-pt layup from 1 ft (assist by B. Adebayo),115-109, ,,6,115,109,6,3416.0
0:57.0, ,115-109,C. Capela misses 2-pt layup from 3 ft,,6,115,109,6,3423.0
0:54.0,Defensive rebound by J. Butler,115-109, ,,6,115,109,6,3426.0
0:46.0,Miami full timeout,115-109, ,,6,115,109,6,3434.0
0:37.0,T. Herro misses 3-pt jump shot from 26 ft,115-109, ,,6,115,109,6,3443.0
0:34.0, ,115-109,Defensive rebound by Team,,6,115,109,6,3446.0
0:34.0, ,115-109,Atlanta full timeout,,6,115,109,6,3446.0
0:32.0, ,115-109,B. Bogdanović misses 3-pt jump shot from 24 ft,,6,115,109,6,3448.0
0:29.0, ,115-109,Offensive rebound by D. Hunter,,6,115,109,6,3451.0
0:28.0, ,115-109,D. Murray misses 3-pt jump shot from 26 ft,,6,115,109,6,3452.0
0:23.0,Defensive rebound by J. Butler,115-109, ,,6,115,109,6,3457.0
0:15.0,H. Highsmith makes 2-pt dunk from 1 ft (assist by B. Adebayo),117-109, ,,6,117,109,8,3465.0
0:06.0, ,117-109,V. Krejci misses 3-pt jump shot from 23 ft,,6,117,109,8,3474.0
0:03.0, ,117-109,Offensive rebound by C. Capela,,6,117,109,8,3477.0
0:01.0, ,117-111,C. Capela makes 2-pt jump shot from 13 ft,,6,117,111,6,3479.0
0:00.0,End of 2nd overtime,117-111,,,6,117,111,6,3480.0
