Time,Miami,Score,Detroit,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
4:20.0, ,13-14,E. Fournier misses 3-pt jump shot from 23 ft,,1,13,14,-1,460.0
4:18.0,Defensive rebound by B. Adebayo,13-14, ,,1,13,14,-1,462.0
4:13.0,H. Highsmith misses 3-pt jump shot from 24 ft,13-14, ,,1,13,14,-1,467.0
4:09.0, ,13-14,Defensive rebound by E. Fournier,,1,13,14,-1,471.0
3:58.0, ,13-14,C. Cunningham misses 3-pt jump shot from 25 ft,,1,13,14,-1,482.0
3:55.0,Defensive rebound by B. Adebayo,13-14, ,,1,13,14,-1,485.0
3:48.0,B. Adebayo makes 2-pt layup from 3 ft,15-14, ,Lead change,1,15,14,1,492.0
3:35.0, ,15-14,J. Duren misses 2-pt layup from 4 ft,,1,15,14,1,505.0
3:32.0,Defensive rebound by D. Robinson,15-14, ,,1,15,14,1,508.0
3:28.0,Personal foul by E. Fournier (drawn by C. Martin),15-14, ,,1,15,14,1,512.0
3:28.0,T. Bryant enters the game for B. Adebayo,15-14, ,,1,15,14,1,512.0
3:28.0, ,15-14,M. Sasser enters the game for C. Cunningham,,1,15,14,1,512.0
3:28.0, ,15-14,S. Umude enters the game for J. Duren,,1,15,14,1,512.0
3:28.0, ,15-14,J. Wiseman enters the game for I. Stewart,,1,15,14,1,512.0
3:15.0,T. Bryant misses 2-pt jump shot from 17 ft,15-14, ,,1,15,14,1,525.0
3:12.0, ,15-14,Defensive rebound by S. Fontecchio,,1,15,14,1,528.0
3:03.0, ,15-14,Turnover by E. Fournier (out of bounds lost ball),,1,15,14,1,537.0
3:03.0,J. Jaquez enters the game for H. Highsmith,15-14, ,,1,15,14,1,537.0
2:49.0,D. Robinson makes 3-pt jump shot from 25 ft (assist by T. Rozier),18-14, ,,1,18,14,4,551.0
2:33.0, ,18-14,Turnover by E. Fournier (bad pass; steal by C. Martin),,1,18,14,4,567.0
2:26.0,Turnover by C. Martin (bad pass),18-14, ,,1,18,14,4,574.0
2:26.0, ,18-14,J. Ivey enters the game for S. Fontecchio,,1,18,14,4,574.0
2:13.0, ,18-17,E. Fournier makes 3-pt jump shot from 26 ft (assist by J. Wiseman),,1,18,17,1,587.0
2:00.0,T. Rozier misses 2-pt jump shot from 12 ft,18-17, ,,1,18,17,1,600.0
1:57.0, ,18-17,Defensive rebound by M. Sasser,,1,18,17,1,603.0
1:52.0, ,18-19,M. Sasser makes 2-pt jump shot from 15 ft,Lead change,1,18,19,-1,608.0
1:28.0,C. Martin makes 3-pt jump shot from 26 ft (assist by J. Jaquez),21-19, ,Lead change,1,21,19,2,632.0
1:28.0,P. Mills enters the game for D. Robinson,21-19, ,,1,21,19,2,632.0
1:28.0,D. Wright enters the game for T. Rozier,21-19, ,,1,21,19,2,632.0
1:03.0, ,21-19,S. Umude misses 3-pt jump shot from 24 ft,,1,21,19,2,657.0
0:59.0,Defensive rebound by C. Martin,21-19, ,,1,21,19,2,661.0
0:54.0,Personal foul by J. Ivey (drawn by C. Martin),21-19, ,,1,21,19,2,666.0
0:42.0,C. Martin misses 2-pt jump shot from 17 ft,21-19, ,,1,21,19,2,678.0
0:40.0, ,21-19,Defensive rebound by S. Umude,,1,21,19,2,680.0
0:33.0, ,21-19,Shooting foul by J. Jaquez (drawn by E. Fournier),,1,21,19,2,687.0
0:33.0, ,21-20,E. Fournier makes free throw 1 of 2,,1,21,20,1,687.0
0:33.0, ,21-20,E. Fournier misses free throw 2 of 2,,1,21,20,1,687.0
0:31.0,Defensive rebound by T. Bryant,21-20, ,,1,21,20,1,689.0
0:20.0,P. Mills misses 3-pt jump shot from 26 ft,21-20, ,,1,21,20,1,700.0
0:19.0, ,21-20,Defensive rebound by E. Fournier,,1,21,20,1,701.0
0:04.0, ,21-23,S. Umude makes 3-pt jump shot from 24 ft (assist by M. Sasser),Lead change,1,21,23,-2,716.0
0:00.0,End of 1st quarter,21-23,,,1,21,23,-2,720.0
12:00.0,Start of 2nd quarter,21-23,,,2,21,23,-2,720.0
11:47.0, ,21-23,J. Wiseman misses 2-pt layup from 2 ft,,2,21,23,-2,733.0
11:45.0,Defensive rebound by P. Mills,21-23, ,,2,21,23,-2,735.0
11:33.0,B. Adebayo misses 2-pt jump shot from 8 ft (block by S. Umude),21-23, ,,2,21,23,-2,747.0
11:31.0,Offensive rebound by B. Adebayo,21-23, ,,2,21,23,-2,749.0
11:26.0,C. Martin misses 3-pt jump shot from 29 ft,21-23, ,,2,21,23,-2,754.0
11:25.0,Offensive rebound by J. Jaquez,21-23, ,,2,21,23,-2,755.0
11:24.0,J. Jaquez makes 2-pt layup at rim,23-23, ,Tie,2,23,23,0,756.0
10:56.0, ,23-23,E. Fournier misses 3-pt jump shot from 22 ft,,2,23,23,0,784.0
10:55.0, ,23-23,Offensive rebound by Team,,2,23,23,0,785.0
10:55.0,Loose ball foul by P. Mills (drawn by J. Ivey),23-23, ,,2,23,23,0,785.0
10:49.0, ,23-23,Def 3 sec tech foul by Team,,2,23,23,0,791.0
10:49.0, ,23-24,E. Fournier makes technical free throw,,2,23,24,-1,791.0
10:39.0, ,23-24,Turnover by J. Ivey (lost ball; steal by P. Mills),,2,23,24,-1,801.0
10:33.0,D. Wright makes 2-pt layup from 4 ft (assist by P. Mills),25-24, ,Lead change,2,25,24,1,807.0
10:23.0, ,25-26,J. Ivey makes 2-pt jump shot from 12 ft (assist by M. Sasser),Lead change,2,25,26,-1,817.0
10:00.0,P. Mills misses 3-pt jump shot from 24 ft,25-26, ,,2,25,26,-1,840.0
9:57.0, ,25-26,Defensive rebound by J. Ivey,,2,25,26,-1,843.0
9:53.0, ,25-29,J. Ivey makes 3-pt jump shot from 24 ft (assist by M. Sasser),,2,25,29,-4,847.0
9:36.0,Personal foul by J. Ivey (drawn by J. Jaquez),25-29, ,,2,25,29,-4,864.0
9:32.0,Turnover by B. Adebayo (bad pass),25-29, ,,2,25,29,-4,868.0
9:19.0, ,25-32,M. Sasser makes 3-pt jump shot from 28 ft,,2,25,32,-7,881.0
9:02.0,C. Martin makes 3-pt jump shot from 23 ft (assist by J. Jaquez),28-32, ,,2,28,32,-4,898.0
8:46.0, ,28-32,E. Fournier misses 2-pt layup from 6 ft,,2,28,32,-4,914.0
8:43.0, ,28-32,Offensive rebound by S. Umude,,2,28,32,-4,917.0
8:39.0, ,28-34,J. Ivey makes 2-pt layup from 4 ft (assist by S. Umude),,2,28,34,-6,921.0
8:24.0,C. Martin misses 3-pt jump shot from 25 ft,28-34, ,,2,28,34,-6,936.0
8:23.0, ,28-34,Defensive rebound by Team,,2,28,34,-6,937.0
8:23.0, ,28-34,I. Stewart enters the game for S. Umude,,2,28,34,-6,937.0
8:10.0, ,28-34,M. Sasser misses 2-pt jump shot from 10 ft,,2,28,34,-6,950.0
8:09.0,Defensive rebound by B. Adebayo,28-34, ,,2,28,34,-6,951.0
8:09.0,Personal foul by J. Wiseman (drawn by B. Adebayo),28-34, ,,2,28,34,-6,951.0
7:44.0,B. Adebayo misses 2-pt jump shot from 16 ft,28-34, ,,2,28,34,-6,976.0
7:40.0, ,28-34,Defensive rebound by J. Wiseman,,2,28,34,-6,980.0
7:35.0, ,28-34,Offensive foul by J. Wiseman (drawn by P. Mills),,2,28,34,-6,985.0
7:35.0, ,28-34,Turnover by J. Wiseman (offensive foul),,2,28,34,-6,985.0
7:35.0,D. Robinson enters the game for P. Mills,28-34, ,,2,28,34,-6,985.0
7:20.0,D. Wright makes 2-pt layup from 2 ft,30-34, ,,2,30,34,-4,1000.0
7:03.0, ,30-36,E. Fournier makes 2-pt jump shot from 21 ft (assist by M. Sasser),,2,30,36,-6,1017.0
6:47.0,D. Robinson makes 2-pt jump shot from 9 ft (assist by B. Adebayo),32-36, ,,2,32,36,-4,1033.0
6:32.0, ,32-36,J. Ivey misses 2-pt layup from 3 ft,,2,32,36,-4,1048.0
6:30.0,Defensive rebound by D. Wright,32-36, ,,2,32,36,-4,1050.0
6:22.0,C. Martin makes 2-pt layup from 4 ft,34-36, ,,2,34,36,-2,1058.0
6:13.0, ,34-36,Detroit full timeout,,2,34,36,-2,1067.0
6:13.0,T. Bryant enters the game for B. Adebayo,34-36, ,,2,34,36,-2,1067.0
6:13.0,H. Highsmith enters the game for J. Jaquez,34-36, ,,2,34,36,-2,1067.0
6:13.0,T. Rozier enters the game for C. Martin,34-36, ,,2,34,36,-2,1067.0
6:13.0, ,34-36,C. Cunningham enters the game for J. Ivey,,2,34,36,-2,1067.0
6:13.0, ,34-36,J. Duren enters the game for J. Wiseman,,2,34,36,-2,1067.0
6:01.0, ,34-36,C. Cunningham misses 2-pt layup from 5 ft,,2,34,36,-2,1079.0
5:56.0,Defensive rebound by T. Bryant,34-36, ,,2,34,36,-2,1084.0
5:46.0,H. Highsmith misses 3-pt jump shot from 25 ft,34-36, ,,2,34,36,-2,1094.0
5:44.0, ,34-36,Defensive rebound by C. Cunningham,,2,34,36,-2,1096.0
5:35.0, ,34-36,C. Cunningham misses 2-pt jump shot from 17 ft,,2,34,36,-2,1105.0
5:32.0,Defensive rebound by T. Bryant,34-36, ,,2,34,36,-2,1108.0
5:22.0,D. Robinson makes 3-pt jump shot from 25 ft (assist by T. Rozier),37-36, ,Lead change,2,37,36,1,1118.0
5:02.0, ,37-36,Personal foul by H. Highsmith (drawn by J. Duren),,2,37,36,1,1138.0
5:02.0, ,37-36,S. Fontecchio enters the game for E. Fournier,,2,37,36,1,1138.0
4:55.0, ,37-36,J. Duren misses 2-pt layup from 5 ft,,2,37,36,1,1145.0
4:52.0,Defensive rebound by D. Robinson,37-36, ,,2,37,36,1,1148.0
4:44.0,D. Robinson makes 3-pt jump shot from 28 ft (assist by T. Rozier),40-36, ,,2,40,36,4,1156.0
4:25.0, ,40-38,C. Cunningham makes 2-pt layup from 7 ft (assist by S. Fontecchio),,2,40,38,2,1175.0
4:14.0,Shooting foul by J. Duren (drawn by T. Bryant),40-38, ,,2,40,38,2,1186.0
4:14.0,T. Bryant makes free throw 1 of 2,41-38, ,,2,41,38,3,1186.0
4:14.0, ,41-38,J. Ivey enters the game for M. Sasser,,2,41,38,3,1186.0
4:14.0,T. Bryant makes free throw 2 of 2,42-38, ,,2,42,38,4,1186.0
4:06.0, ,42-38,S. Fontecchio misses 3-pt jump shot from 27 ft,,2,42,38,4,1194.0
4:03.0,Defensive rebound by T. Rozier,42-38, ,,2,42,38,4,1197.0
3:58.0,T. Rozier makes 2-pt jump shot from 12 ft,44-38, ,,2,44,38,6,1202.0
3:42.0, ,44-41,S. Fontecchio makes 3-pt jump shot from 24 ft (assist by C. Cunningham),,2,44,41,3,1218.0
3:32.0,Personal foul by S. Fontecchio (drawn by H. Highsmith),44-41, ,,2,44,41,3,1228.0
3:27.0,D. Robinson makes 3-pt jump shot from 28 ft (assist by T. Bryant),47-41, ,,2,47,41,6,1233.0
3:09.0, ,47-43,C. Cunningham makes 2-pt layup from 6 ft,,2,47,43,4,1251.0
3:02.0,T. Rozier makes 2-pt layup from 2 ft,49-43, ,,2,49,43,6,1258.0
2:43.0, ,49-43,J. Ivey misses 3-pt jump shot from 24 ft,,2,49,43,6,1277.0
2:43.0, ,49-43,Offensive rebound by S. Fontecchio,,2,49,43,6,1277.0
2:37.0, ,49-43,C. Cunningham misses 3-pt jump shot from 26 ft,,2,49,43,6,1283.0
2:33.0,Defensive rebound by T. Rozier,49-43, ,,2,49,43,6,1287.0
2:26.0,T. Rozier makes 3-pt jump shot from 24 ft,52-43, ,,2,52,43,9,1294.0
2:13.0,Miami full timeout,52-43, ,,2,52,43,9,1307.0
2:13.0,B. Adebayo enters the game for T. Bryant,52-43, ,,2,52,43,9,1307.0
2:05.0, ,52-46,I. Stewart makes 3-pt jump shot from 23 ft (assist by J. Ivey),,2,52,46,6,1315.0
1:45.0,D. Robinson makes 2-pt layup from 4 ft (assist by B. Adebayo),54-46, ,,2,54,46,8,1335.0
1:39.0, ,54-46,Turnover by J. Ivey (lost ball; steal by D. Wright),,2,54,46,8,1341.0
1:27.0,T. Rozier misses 3-pt jump shot from 26 ft,54-46, ,,2,54,46,8,1353.0
1:24.0,Offensive rebound by H. Highsmith,54-46, ,,2,54,46,8,1356.0
1:23.0,H. Highsmith misses 2-pt jump shot from 8 ft,54-46, ,,2,54,46,8,1357.0
1:20.0, ,54-46,Defensive rebound by I. Stewart,,2,54,46,8,1360.0
1:15.0, ,54-48,C. Cunningham makes 2-pt jump shot from 12 ft,,2,54,48,6,1365.0
1:00.0,Shooting foul by J. Ivey (drawn by D. Robinson),54-48, ,,2,54,48,6,1380.0
1:00.0,D. Robinson makes free throw 1 of 2,55-48, ,,2,55,48,7,1380.0
1:00.0,C. Martin enters the game for H. Highsmith,55-48, ,,2,55,48,7,1380.0
1:00.0, ,55-48,E. Fournier enters the game for J. Ivey,,2,55,48,7,1380.0
1:00.0,D. Robinson makes free throw 2 of 2,56-48, ,,2,56,48,8,1380.0
0:46.0, ,56-50,C. Cunningham makes 2-pt layup from 6 ft (assist by E. Fournier),,2,56,50,6,1394.0
0:36.0,B. Adebayo makes 2-pt jump shot from 9 ft (assist by T. Rozier),58-50, ,,2,58,50,8,1404.0
0:24.0, ,58-50,J. Duren misses 2-pt layup from 4 ft,,2,58,50,8,1416.0
0:20.0,Defensive rebound by T. Rozier,58-50, ,,2,58,50,8,1420.0
0:01.0,D. Wright makes 2-pt jump shot from 8 ft (assist by T. Rozier),60-50, ,,2,60,50,10,1439.0
0:00.0,End of 2nd quarter,60-50,,,2,60,50,10,1440.0
12:00.0,Start of 3rd quarter,60-50,,,3,60,50,10,1440.0
11:46.0, ,60-52,J. Duren makes 2-pt dunk from 3 ft (assist by C. Cunningham),,3,60,52,8,1454.0
11:21.0,J. Jaquez makes 2-pt jump shot from 10 ft (assist by D. Robinson),62-52, ,,3,62,52,10,1479.0
11:08.0, ,62-52,Turnover by J. Duren (bad pass; steal by T. Rozier),,3,62,52,10,1492.0
11:01.0,T. Rozier makes 2-pt layup from 4 ft,64-52, ,,3,64,52,12,1499.0
10:44.0, ,64-52,C. Cunningham misses 3-pt jump shot from 27 ft,,3,64,52,12,1516.0
10:42.0, ,64-52,Offensive rebound by J. Duren,,3,64,52,12,1518.0
10:41.0, ,64-54,J. Duren makes 2-pt dunk from 2 ft,,3,64,54,10,1519.0
10:18.0,T. Rozier makes 2-pt jump shot from 21 ft,66-54, ,,3,66,54,12,1542.0
9:59.0, ,66-54,I. Stewart misses 3-pt jump shot from 26 ft,,3,66,54,12,1561.0
9:55.0,Defensive rebound by B. Adebayo,66-54, ,,3,66,54,12,1565.0
9:46.0,Turnover by D. Robinson (out of bounds lost ball),66-54, ,,3,66,54,12,1574.0
9:30.0, ,66-54,J. Ivey misses 3-pt jump shot from 23 ft,,3,66,54,12,1590.0
9:27.0,Defensive rebound by B. Adebayo,66-54, ,,3,66,54,12,1593.0
9:15.0,B. Adebayo makes 2-pt hook shot from 5 ft,68-54, ,,3,68,54,14,1605.0
9:01.0, ,68-56,C. Cunningham makes 2-pt jump shot from 13 ft,,3,68,56,12,1619.0
8:52.0,Offensive foul by B. Adebayo (drawn by S. Fontecchio),68-56, ,,3,68,56,12,1628.0
8:52.0,Turnover by B. Adebayo (offensive foul),68-56, ,,3,68,56,12,1628.0
8:47.0, ,68-56,Offensive foul by J. Duren (drawn by H. Highsmith),,3,68,56,12,1633.0
8:47.0, ,68-56,Turnover by J. Duren (offensive foul),,3,68,56,12,1633.0
8:26.0,D. Robinson makes 2-pt jump shot from 10 ft (assist by T. Rozier),70-56, ,,3,70,56,14,1654.0
8:10.0, ,70-56,C. Cunningham misses 3-pt jump shot from 25 ft,,3,70,56,14,1670.0
8:10.0,Defensive rebound by Team,70-56, ,,3,70,56,14,1670.0
8:10.0, ,70-56,Loose ball foul by J. Duren (drawn by B. Adebayo),,3,70,56,14,1670.0
7:47.0,B. Adebayo misses 2-pt jump shot from 10 ft,70-56, ,,3,70,56,14,1693.0
7:44.0, ,70-56,Defensive rebound by C. Cunningham,,3,70,56,14,1696.0
7:39.0, ,70-56,C. Cunningham misses 2-pt jump shot from 8 ft,,3,70,56,14,1701.0
7:35.0,Defensive rebound by B. Adebayo,70-56, ,,3,70,56,14,1705.0
7:29.0,Shooting foul by C. Cunningham (drawn by H. Highsmith),70-56, ,,3,70,56,14,1711.0
7:29.0,H. Highsmith makes free throw 1 of 2,71-56, ,,3,71,56,15,1711.0
7:29.0,H. Highsmith misses free throw 2 of 2,71-56, ,,3,71,56,15,1711.0
7:24.0, ,71-56,Defensive rebound by S. Fontecchio,,3,71,56,15,1716.0
7:09.0, ,71-56,C. Cunningham misses 2-pt jump shot from 18 ft,,3,71,56,15,1731.0
7:07.0,Defensive rebound by B. Adebayo,71-56, ,,3,71,56,15,1733.0
7:01.0,T. Rozier misses 3-pt jump shot from 26 ft,71-56, ,,3,71,56,15,1739.0
6:59.0, ,71-56,Defensive rebound by S. Fontecchio,,3,71,56,15,1741.0
6:55.0, ,71-56,Turnover by C. Cunningham (step out of bounds),,3,71,56,15,1745.0
6:55.0, ,71-56,Detroit full timeout,,3,71,56,15,1745.0
6:40.0,H. Highsmith makes 2-pt hook shot from 5 ft (assist by B. Adebayo),73-56, ,,3,73,56,17,1760.0
6:21.0, ,73-58,J. Duren makes 2-pt dunk from 1 ft,,3,73,58,15,1779.0
6:08.0,Shooting foul by J. Ivey (drawn by J. Jaquez),73-58, ,,3,73,58,15,1792.0
6:08.0,J. Jaquez misses free throw 1 of 2,73-58, ,,3,73,58,15,1792.0
6:08.0,Offensive rebound by Team,73-58, ,,3,73,58,15,1792.0
6:08.0,C. Martin enters the game for T. Rozier,73-58, ,,3,73,58,15,1792.0
6:08.0, ,73-58,E. Fournier enters the game for J. Ivey,,3,73,58,15,1792.0
6:08.0,J. Jaquez makes free throw 2 of 2,74-58, ,,3,74,58,16,1792.0
5:51.0, ,74-60,S. Fontecchio makes 2-pt jump shot from 16 ft (assist by C. Cunningham),,3,74,60,14,1809.0
5:35.0,D. Robinson misses 3-pt jump shot from 25 ft,74-60, ,,3,74,60,14,1825.0
5:32.0,Offensive rebound by H. Highsmith,74-60, ,,3,74,60,14,1828.0
5:29.0,J. Jaquez makes 2-pt dunk from 3 ft (assist by H. Highsmith),76-60, ,,3,76,60,16,1831.0
5:18.0, ,76-60,J. Duren misses 2-pt layup from 5 ft,,3,76,60,16,1842.0
5:17.0, ,76-60,Offensive rebound by I. Stewart,,3,76,60,16,1843.0
5:16.0, ,76-60,I. Stewart misses 2-pt layup at rim,,3,76,60,16,1844.0
5:15.0,Defensive rebound by B. Adebayo,76-60, ,,3,76,60,16,1845.0
5:11.0,Shooting foul by E. Fournier (drawn by B. Adebayo),76-60, ,,3,76,60,16,1849.0
5:11.0,B. Adebayo makes free throw 1 of 2,77-60, ,,3,77,60,17,1849.0
5:11.0,D. Wright enters the game for J. Jaquez,77-60, ,,3,77,60,17,1849.0
5:11.0, ,77-60,S. Umude enters the game for I. Stewart,,3,77,60,17,1849.0
5:11.0,B. Adebayo misses free throw 2 of 2,77-60, ,,3,77,60,17,1849.0
5:08.0, ,77-60,Defensive rebound by J. Duren,,3,77,60,17,1852.0
4:58.0, ,77-63,S. Umude makes 3-pt jump shot from 24 ft (assist by S. Fontecchio),,3,77,63,14,1862.0
4:40.0,Personal foul by C. Cunningham (drawn by C. Martin),77-63, ,,3,77,63,14,1880.0
4:40.0, ,77-63,Violation by Team (delay of game),,3,77,63,14,1880.0
4:40.0,C. Martin makes free throw 1 of 2,78-63, ,,3,78,63,15,1880.0
4:40.0,C. Martin makes free throw 2 of 2,79-63, ,,3,79,63,16,1880.0
4:35.0, ,79-63,Turnover by C. Cunningham (bad pass; steal by D. Wright),,3,79,63,16,1885.0
4:30.0,D. Robinson misses 3-pt jump shot from 23 ft,79-63, ,,3,79,63,16,1890.0
4:27.0, ,79-63,Defensive rebound by E. Fournier,,3,79,63,16,1893.0
4:10.0, ,79-66,E. Fournier makes 3-pt jump shot from 27 ft (assist by C. Cunningham),,3,79,66,13,1910.0
3:48.0,C. Martin misses 3-pt jump shot from 25 ft,79-66, ,,3,79,66,13,1932.0
3:46.0, ,79-66,Defensive rebound by J. Duren,,3,79,66,13,1934.0
3:35.0, ,79-66,E. Fournier misses 3-pt jump shot from 26 ft,,3,79,66,13,1945.0
3:31.0,Defensive rebound by B. Adebayo,79-66, ,,3,79,66,13,1949.0
3:22.0,Turnover by D. Robinson (bad pass; steal by E. Fournier),79-66, ,,3,79,66,13,1958.0
3:20.0, ,79-66,E. Fournier misses 2-pt layup from 3 ft (block by C. Martin),,3,79,66,13,1960.0
3:19.0,Defensive rebound by B. Adebayo,79-66, ,,3,79,66,13,1961.0
3:05.0,Turnover by C. Martin (lost ball; steal by E. Fournier),79-66, ,,3,79,66,13,1975.0
2:59.0,Miami full timeout,79-66, ,,3,79,66,13,1981.0
2:59.0,T. Bryant enters the game for B. Adebayo,79-66, ,,3,79,66,13,1981.0
2:59.0, ,79-66,M. Sasser enters the game for C. Cunningham,,3,79,66,13,1981.0
2:59.0, ,79-66,J. Wiseman enters the game for J. Duren,,3,79,66,13,1981.0
2:44.0, ,79-68,S. Fontecchio makes 2-pt layup from 7 ft,,3,79,68,11,1996.0
2:44.0, ,79-68,Shooting foul by H. Highsmith (drawn by S. Fontecchio),,3,79,68,11,1996.0
2:44.0, ,79-69,S. Fontecchio makes free throw 1 of 1,,3,79,69,10,1996.0
2:30.0,D. Wright misses 2-pt layup from 6 ft,79-69, ,,3,79,69,10,2010.0
2:27.0, ,79-69,Defensive rebound by J. Wiseman,,3,79,69,10,2013.0
2:10.0, ,79-69,E. Fournier misses 2-pt jump shot from 18 ft,,3,79,69,10,2030.0
