Time,Philadelphia,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:20.0,T. Maxey makes 2-pt jump shot from 11 ft,24-11, ,,1,11,24,-13,400.0
5:03.0, ,24-14,T. Rozier makes 3-pt jump shot from 23 ft (assist by J. Butler),,1,14,24,-10,417.0
4:48.0,N. Batum misses 3-pt jump shot from 23 ft,24-14, ,,1,14,24,-10,432.0
4:45.0, ,24-14,Defensive rebound by N. Jović,,1,14,24,-10,435.0
4:40.0, ,24-17,J. Butler makes 3-pt jump shot from 24 ft (assist by N. Jović),,1,17,24,-7,440.0
4:30.0,Philadelphia full timeout,24-17, ,,1,17,24,-7,450.0
4:30.0,B. Hield enters the game for K. Lowry,24-17, ,,1,17,24,-7,450.0
4:30.0,K. Martin enters the game for K. Oubre,24-17, ,,1,17,24,-7,450.0
4:30.0, ,24-17,C. Martin enters the game for J. Butler,,1,17,24,-7,450.0
4:15.0,B. Hield misses 2-pt jump shot from 20 ft,24-17, ,,1,17,24,-7,465.0
4:12.0, ,24-17,Defensive rebound by N. Jović,,1,17,24,-7,468.0
4:08.0, ,24-19,N. Jović makes 2-pt layup from 4 ft,,1,19,24,-5,472.0
3:56.0,T. Maxey misses 3-pt jump shot from 25 ft,24-19, ,,1,19,24,-5,484.0
3:55.0,Offensive rebound by Team,24-19, ,,1,19,24,-5,485.0
3:55.0, ,24-19,H. Highsmith enters the game for D. Robinson,,1,19,24,-5,485.0
3:52.0,K. Martin makes 2-pt dunk from 2 ft (assist by N. Batum),26-19, ,,1,19,26,-7,488.0
3:29.0, ,26-19,B. Adebayo misses 2-pt dunk from 2 ft (block by K. Martin),,1,19,26,-7,511.0
3:26.0,Defensive rebound by P. Reed,26-19, ,,1,19,26,-7,514.0
3:14.0,P. Reed makes 2-pt layup from 1 ft (assist by T. Maxey),28-19, ,,1,19,28,-9,526.0
3:02.0, ,28-19,T. Rozier misses 2-pt layup from 3 ft (block by P. Reed),,1,19,28,-9,538.0
3:00.0,Defensive rebound by T. Maxey,28-19, ,,1,19,28,-9,540.0
2:54.0,T. Maxey makes 2-pt layup from 6 ft,30-19, ,,1,19,30,-11,546.0
2:40.0, ,30-19,B. Adebayo misses 2-pt jump shot from 10 ft,,1,19,30,-11,560.0
2:38.0,Defensive rebound by N. Batum,30-19, ,,1,19,30,-11,562.0
2:21.0,T. Maxey makes 3-pt jump shot from 26 ft,33-19, ,,1,19,33,-14,579.0
2:02.0,Violation by Team (kicked ball),33-19, ,,1,19,33,-14,598.0
2:02.0,J. Embiid enters the game for N. Batum,33-19, ,,1,19,33,-14,598.0
2:02.0,K. Oubre enters the game for T. Maxey,33-19, ,,1,19,33,-14,598.0
2:02.0,C. Payne enters the game for P. Reed,33-19, ,,1,19,33,-14,598.0
2:02.0, ,33-19,J. Butler enters the game for B. Adebayo,,1,19,33,-14,598.0
2:02.0, ,33-19,J. Jaquez enters the game for N. Jović,,1,19,33,-14,598.0
2:02.0, ,33-19,K. Love enters the game for T. Rozier,,1,19,33,-14,598.0
1:51.0, ,33-19,Turnover by C. Martin (bad pass; steal by C. Payne),,1,19,33,-14,609.0
1:44.0,K. Oubre misses 2-pt layup from 2 ft,33-19, ,,1,19,33,-14,616.0
1:41.0,Offensive rebound by K. Martin,33-19, ,,1,19,33,-14,619.0
1:41.0,K. Martin misses 2-pt dunk at rim,33-19, ,,1,19,33,-14,619.0
1:38.0,Offensive rebound by K. Martin,33-19, ,,1,19,33,-14,622.0
1:38.0,K. Martin misses 2-pt layup at rim (block by J. Jaquez),33-19, ,,1,19,33,-14,622.0
1:38.0, ,33-19,Defensive rebound by H. Highsmith,,1,19,33,-14,622.0
1:33.0, ,33-19,K. Love misses 3-pt jump shot from 26 ft,,1,19,33,-14,627.0
1:30.0,Defensive rebound by K. Oubre,33-19, ,,1,19,33,-14,630.0
1:19.0,Shooting foul by K. Love (drawn by J. Embiid),33-19, ,,1,19,33,-14,641.0
1:19.0,J. Embiid makes free throw 1 of 2,34-19, ,,1,19,34,-15,641.0
1:19.0,J. Embiid makes free throw 2 of 2,35-19, ,,1,19,35,-16,641.0
1:03.0, ,35-19,Shooting foul by K. Oubre (drawn by J. Butler),,1,19,35,-16,657.0
1:03.0, ,35-20,J. Butler makes free throw 1 of 2,,1,20,35,-15,657.0
1:03.0, ,35-21,J. Butler makes free throw 2 of 2,,1,21,35,-14,657.0
0:49.0,K. Martin misses 2-pt layup from 2 ft (block by H. Highsmith),35-21, ,,1,21,35,-14,671.0
0:47.0,Offensive rebound by K. Oubre,35-21, ,,1,21,35,-14,673.0
0:46.0,K. Oubre makes 2-pt layup from 1 ft,37-21, ,,1,21,37,-16,674.0
0:40.0, ,37-23,C. Martin makes 2-pt hook shot from 6 ft,,1,23,37,-14,680.0
0:40.0, ,37-23,Shooting foul by C. Payne (drawn by C. Martin),,1,23,37,-14,680.0
0:40.0, ,37-24,C. Martin makes free throw 1 of 1,,1,24,37,-13,680.0
0:38.0,Turnover by C. Payne (bad pass; steal by H. Highsmith),37-24, ,,1,24,37,-13,682.0
0:37.0, ,37-26,J. Jaquez makes 2-pt layup from 4 ft (assist by C. Martin),,1,26,37,-11,683.0
0:37.0, ,37-26,Shooting foul by C. Payne (drawn by J. Jaquez),,1,26,37,-11,683.0
0:37.0, ,37-27,J. Jaquez makes free throw 1 of 1,,1,27,37,-10,683.0
0:36.0,Turnover by C. Payne (step out of bounds),37-27, ,,1,27,37,-10,684.0
0:20.0, ,37-29,K. Love makes 2-pt layup from 1 ft (assist by H. Highsmith),,1,29,37,-8,700.0
0:01.0,J. Embiid makes 2-pt layup from 2 ft (assist by C. Payne),39-29, ,,1,29,39,-10,719.0
0:00.0, ,39-29,Turnover by K. Love (bad pass; steal by C. Payne),,1,29,39,-10,720.0
0:00.0,J. Embiid misses 3-pt jump shot from 57 ft,39-29, ,,1,29,39,-10,720.0
0:00.0,Offensive rebound by Team,39-29, ,,1,29,39,-10,720.0
0:00.0,End of 1st quarter,39-29,,,1,29,39,-10,720.0
12:00.0,Start of 2nd quarter,39-29,,,2,29,39,-10,720.0
11:47.0,B. Hield misses 3-pt jump shot from 29 ft,39-29, ,,2,29,39,-10,733.0
11:44.0, ,39-29,Defensive rebound by K. Love,,2,29,39,-10,736.0
11:32.0, ,39-32,H. Highsmith makes 3-pt jump shot from 24 ft (assist by C. Martin),,2,32,39,-7,748.0
11:19.0,K. Oubre misses 3-pt jump shot from 23 ft,39-32, ,,2,32,39,-7,761.0
11:16.0, ,39-32,Defensive rebound by H. Highsmith,,2,32,39,-7,764.0
11:11.0, ,39-32,C. Martin misses 3-pt jump shot from 25 ft,,2,32,39,-7,769.0
11:08.0,Defensive rebound by B. Hield,39-32, ,,2,32,39,-7,772.0
10:59.0,K. Lowry misses 3-pt jump shot from 25 ft,39-32, ,,2,32,39,-7,781.0
10:54.0, ,39-32,Defensive rebound by J. Jaquez,,2,32,39,-7,786.0
10:43.0, ,39-32,K. Love misses 3-pt jump shot from 23 ft,,2,32,39,-7,797.0
10:39.0,Defensive rebound by J. Embiid,39-32, ,,2,32,39,-7,801.0
10:31.0,J. Embiid makes 2-pt jump shot from 13 ft (assist by K. Lowry),41-32, ,,2,32,41,-9,809.0
10:15.0, ,41-35,H. Highsmith makes 3-pt jump shot from 26 ft (assist by J. Jaquez),,2,35,41,-6,825.0
10:00.0,B. Hield misses 3-pt jump shot from 25 ft,41-35, ,,2,35,41,-6,840.0
9:58.0, ,41-35,Defensive rebound by K. Love,,2,35,41,-6,842.0
9:48.0, ,41-37,J. Butler makes 2-pt layup from 6 ft,,2,37,41,-4,852.0
9:30.0,K. Lowry misses 3-pt jump shot from 23 ft,41-37, ,,2,37,41,-4,870.0
9:27.0, ,41-37,Defensive rebound by K. Love,,2,37,41,-4,873.0
9:20.0, ,41-39,K. Love makes 2-pt layup from 2 ft (assist by J. Jaquez),,2,39,41,-2,880.0
9:19.0,Philadelphia full timeout,41-39, ,,2,39,41,-2,881.0
9:19.0,N. Batum enters the game for B. Hield,41-39, ,,2,39,41,-2,881.0
9:19.0,T. Maxey enters the game for K. Martin,41-39, ,,2,39,41,-2,881.0
8:58.0,T. Maxey misses 3-pt jump shot from 31 ft,41-39, ,,2,39,41,-2,902.0
8:56.0, ,41-39,Defensive rebound by K. Love,,2,39,41,-2,904.0
8:44.0, ,41-39,C. Martin misses 3-pt jump shot from 25 ft,,2,39,41,-2,916.0
8:40.0, ,41-39,Offensive rebound by K. Love,,2,39,41,-2,920.0
8:33.0, ,41-39,J. Butler misses 2-pt layup from 2 ft,,2,39,41,-2,927.0
8:31.0,Defensive rebound by K. Oubre,41-39, ,,2,39,41,-2,929.0
8:29.0,Personal foul by K. Love (drawn by K. Oubre),41-39, ,,2,39,41,-2,931.0
8:17.0,K. Oubre makes 2-pt jump shot from 11 ft (assist by T. Maxey),43-39, ,,2,39,43,-4,943.0
7:54.0, ,43-39,H. Highsmith misses 3-pt jump shot from 26 ft,,2,39,43,-4,966.0
7:51.0,Defensive rebound by T. Maxey,43-39, ,,2,39,43,-4,969.0
7:37.0,J. Embiid misses 2-pt jump shot from 12 ft,43-39, ,,2,39,43,-4,983.0
7:34.0, ,43-39,Defensive rebound by K. Love,,2,39,43,-4,986.0
7:12.0, ,43-41,H. Highsmith makes 2-pt layup from 4 ft (assist by J. Butler),,2,41,43,-2,1008.0
6:57.0,N. Batum misses 2-pt jump shot from 7 ft,43-41, ,,2,41,43,-2,1023.0
6:55.0, ,43-41,Defensive rebound by K. Love,,2,41,43,-2,1025.0
6:47.0, ,43-43,H. Highsmith makes 2-pt dunk from 2 ft (assist by K. Love),Tie,2,43,43,0,1033.0
6:23.0,J. Embiid misses 2-pt jump shot from 13 ft,43-43, ,,2,43,43,0,1057.0
6:20.0, ,43-43,Defensive rebound by K. Love,,2,43,43,0,1060.0
6:15.0, ,43-46,C. Martin makes 3-pt jump shot from 28 ft (assist by K. Love),Lead change,2,46,43,3,1065.0
6:06.0,Philadelphia full timeout,43-46, ,,2,46,43,3,1074.0
6:06.0,C. Payne enters the game for J. Embiid,43-46, ,,2,46,43,3,1074.0
6:06.0,P. Reed enters the game for K. Lowry,43-46, ,,2,46,43,3,1074.0
6:06.0, ,43-46,B. Adebayo enters the game for J. Butler,,2,46,43,3,1074.0
6:06.0, ,43-46,T. Rozier enters the game for K. Love,,2,46,43,3,1074.0
5:52.0,Turnover by K. Oubre (lost ball; steal by H. Highsmith),43-46, ,,2,46,43,3,1088.0
5:39.0,Jump ball: P. Reed vs. T. Rozier (C. Payne gains possession),43-46,,,2,46,43,3,1101.0
5:39.0, ,43-46,Turnover by T. Rozier (lost ball; steal by P. Reed),,2,46,43,3,1101.0
5:32.0,T. Maxey makes 2-pt layup from 4 ft,45-46, ,,2,46,45,1,1108.0
5:07.0, ,45-46,T. Rozier misses 2-pt layup from 5 ft,,2,46,45,1,1133.0
5:06.0, ,45-46,Offensive rebound by Team,,2,46,45,1,1134.0
5:06.0, ,45-46,Turnover by Team (shot clock),,2,46,45,1,1134.0
4:52.0,K. Oubre misses 3-pt jump shot from 23 ft,45-46, ,,2,46,45,1,1148.0
4:47.0, ,45-46,Defensive rebound by J. Jaquez,,2,46,45,1,1153.0
4:36.0, ,45-46,T. Rozier misses 3-pt jump shot from 25 ft,,2,46,45,1,1164.0
4:33.0,Defensive rebound by N. Batum,45-46, ,,2,46,45,1,1167.0
4:28.0,C. Payne makes 3-pt jump shot from 25 ft (assist by T. Maxey),48-46, ,Lead change,2,46,48,-2,1172.0
4:16.0, ,48-46,Shooting foul by C. Payne (drawn by C. Martin),,2,46,48,-2,1184.0
4:16.0, ,48-46,C. Martin misses free throw 1 of 2,,2,46,48,-2,1184.0
4:16.0, ,48-46,Offensive rebound by Team,,2,46,48,-2,1184.0
4:16.0,K. Lowry enters the game for C. Payne,48-46, ,,2,46,48,-2,1184.0
4:16.0, ,48-46,D. Robinson enters the game for J. Jaquez,,2,46,48,-2,1184.0
4:16.0, ,48-47,C. Martin makes free throw 2 of 2,,2,47,48,-1,1184.0
3:57.0,P. Reed makes 2-pt layup from 5 ft (assist by N. Batum),50-47, ,,2,47,50,-3,1203.0
3:32.0, ,50-47,B. Adebayo misses 2-pt jump shot from 13 ft,,2,47,50,-3,1228.0
3:31.0, ,50-47,Offensive rebound by Team,,2,47,50,-3,1229.0
3:31.0, ,50-47,Turnover by Team (shot clock),,2,47,50,-3,1229.0
3:14.0,T. Maxey makes 2-pt jump shot from 10 ft (assist by N. Batum),52-47, ,,2,47,52,-5,1246.0
3:00.0, ,52-47,Violation by Team (kicked ball),,2,47,52,-5,1260.0
3:00.0, ,52-47,J. Butler enters the game for H. Highsmith,,2,47,52,-5,1260.0
2:44.0,T. Maxey makes 2-pt layup from 9 ft (assist by N. Batum),54-47, ,,2,47,54,-7,1276.0
2:43.0, ,54-47,Miami full timeout,,2,47,54,-7,1277.0
2:43.0,J. Embiid enters the game for P. Reed,54-47, ,,2,47,54,-7,1277.0
2:25.0, ,54-47,J. Butler misses 2-pt jump shot from 5 ft,,2,47,54,-7,1295.0
2:20.0, ,54-47,Offensive rebound by B. Adebayo,,2,47,54,-7,1300.0
2:20.0, ,54-47,B. Adebayo misses 2-pt layup at rim,,2,47,54,-7,1300.0
2:20.0,Defensive rebound by T. Maxey,54-47, ,,2,47,54,-7,1300.0
2:20.0,J. Embiid makes 2-pt layup from 5 ft (assist by T. Maxey),56-47, ,,2,47,56,-9,1300.0
2:20.0,Shooting foul by C. Martin (drawn by J. Embiid),56-47, ,,2,47,56,-9,1300.0
2:20.0, ,56-47,H. Highsmith enters the game for C. Martin,,2,47,56,-9,1300.0
2:20.0,J. Embiid makes free throw 1 of 1,57-47, ,,2,47,57,-10,1300.0
2:06.0, ,57-47,B. Adebayo misses 2-pt jump shot from 10 ft,,2,47,57,-10,1314.0
2:06.0, ,57-47,Offensive rebound by Team,,2,47,57,-10,1314.0
2:06.0,Loose ball foul by K. Lowry (drawn by J. Butler),57-47, ,,2,47,57,-10,1314.0
1:58.0, ,57-47,H. Highsmith misses 3-pt jump shot from 26 ft,,2,47,57,-10,1322.0
1:55.0,Defensive rebound by K. Oubre,57-47, ,,2,47,57,-10,1325.0
1:45.0,J. Embiid makes 3-pt jump shot from 27 ft (assist by T. Maxey),60-47, ,,2,47,60,-13,1335.0
1:23.0, ,60-47,T. Rozier misses 3-pt jump shot from 25 ft,,2,47,60,-13,1357.0
1:20.0,Defensive rebound by N. Batum,60-47, ,,2,47,60,-13,1360.0
0:59.0,J. Embiid misses 2-pt jump shot from 17 ft,60-47, ,,2,47,60,-13,1381.0
0:58.0, ,60-47,Defensive rebound by B. Adebayo,,2,47,60,-13,1382.0
0:54.0, ,60-47,Turnover by B. Adebayo (lost ball; steal by N. Batum),,2,47,60,-13,1386.0
0:54.0,T. Maxey makes 3-pt jump shot from 28 ft (assist by K. Lowry),63-47, ,,2,47,63,-16,1386.0
0:50.0, ,63-47,Personal foul by N. Batum (drawn by D. Robinson),,2,47,63,-16,1390.0
0:44.0, ,63-49,B. Adebayo makes 2-pt layup from 5 ft,,2,49,63,-14,1396.0
0:44.0, ,63-49,Shooting foul by J. Embiid (drawn by B. Adebayo),,2,49,63,-14,1396.0
0:44.0, ,63-50,B. Adebayo makes free throw 1 of 1,,2,50,63,-13,1396.0
0:34.0,T. Maxey misses 3-pt jump shot from 28 ft,63-50, ,,2,50,63,-13,1406.0
0:28.0, ,63-50,Defensive rebound by J. Butler,,2,50,63,-13,1412.0
0:25.0, ,63-50,T. Rozier misses 3-pt jump shot from 24 ft,,2,50,63,-13,1415.0
0:22.0, ,63-50,Offensive rebound by B. Adebayo,,2,50,63,-13,1418.0
0:19.0, ,63-50,D. Robinson misses 3-pt jump shot from 24 ft,,2,50,63,-13,1421.0
0:19.0, ,63-50,Offensive rebound by H. Highsmith,,2,50,63,-13,1421.0
0:17.0, ,63-52,H. Highsmith makes 2-pt layup from 10 ft,,2,52,63,-11,1423.0
0:01.0,Turnover by J. Embiid (bad pass; steal by T. Rozier),63-52, ,,2,52,63,-11,1439.0
0:00.0, ,63-55,T. Rozier makes 3-pt jump shot from 28 ft,,2,55,63,-8,1440.0
0:00.0, ,63-55,Instant Replay (Request: Ruling Stands),,2,55,63,-8,1440.0
0:00.0,End of 2nd quarter,63-55,,,2,55,63,-8,1440.0
12:00.0,Start of 3rd quarter,63-55,,,3,55,63,-8,1440.0
11:42.0,Turnover by K. Lowry (bad pass; steal by D. Robinson),63-55, ,,3,55,63,-8,1458.0
11:35.0, ,63-57,N. Jović makes 2-pt dunk from 1 ft (assist by B. Adebayo),,3,57,63,-6,1465.0
11:12.0,J. Embiid makes 2-pt jump shot from 22 ft (assist by K. Lowry),65-57, ,,3,57,65,-8,1488.0
10:54.0, ,65-60,T. Rozier makes 3-pt jump shot from 25 ft (assist by B. Adebayo),,3,60,65,-5,1506.0
10:32.0,Shooting foul by B. Adebayo (drawn by J. Embiid),65-60, ,,3,60,65,-5,1528.0
10:32.0,J. Embiid misses free throw 1 of 2,65-60, ,,3,60,65,-5,1528.0
10:32.0,Offensive rebound by Team,65-60, ,,3,60,65,-5,1528.0
10:32.0,J. Embiid makes free throw 2 of 2,66-60, ,,3,60,66,-6,1528.0
10:17.0, ,66-63,B. Adebayo makes 3-pt jump shot from 27 ft (assist by T. Rozier),,3,63,66,-3,1543.0
9:53.0,K. Lowry makes 2-pt jump shot from 16 ft,68-63, ,,3,63,68,-5,1567.0
9:38.0, ,68-63,D. Robinson misses 3-pt jump shot from 27 ft,,3,63,68,-5,1582.0
9:36.0,Defensive rebound by J. Embiid,68-63, ,,3,63,68,-5,1584.0
9:28.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by J. Embiid),71-63, ,,3,63,71,-8,1592.0
9:11.0, ,71-63,J. Butler misses 2-pt layup from 2 ft,,3,63,71,-8,1609.0
9:11.0,Defensive rebound by K. Lowry,71-63, ,,3,63,71,-8,1609.0
9:01.0,T. Maxey misses 2-pt jump shot from 10 ft,71-63, ,,3,63,71,-8,1619.0
9:01.0, ,71-63,Defensive rebound by B. Adebayo,,3,63,71,-8,1619.0
8:55.0, ,71-63,J. Butler misses 3-pt jump shot from 26 ft,,3,63,71,-8,1625.0
8:52.0,Defensive rebound by K. Lowry,71-63, ,,3,63,71,-8,1628.0
8:47.0,J. Embiid misses 2-pt jump shot from 14 ft (block by B. Adebayo),71-63, ,,3,63,71,-8,1633.0
8:47.0,Offensive rebound by Team,71-63, ,,3,63,71,-8,1633.0
8:47.0,Personal foul by B. Adebayo (drawn by J. Embiid),71-63, ,,3,63,71,-8,1633.0
8:40.0,J. Embiid misses 2-pt jump shot from 19 ft,71-63, ,,3,63,71,-8,1640.0
8:38.0, ,71-63,Defensive rebound by B. Adebayo,,3,63,71,-8,1642.0
8:34.0, ,71-65,D. Robinson makes 2-pt jump shot from 21 ft (assist by B. Adebayo),,3,65,71,-6,1646.0
8:06.0,J. Embiid makes 2-pt jump shot from 21 ft,73-65, ,,3,65,73,-8,1674.0
7:46.0, ,73-65,N. Jović misses 3-pt jump shot from 24 ft,,3,65,73,-8,1694.0
7:45.0, ,73-65,Offensive rebound by Team,,3,65,73,-8,1695.0
7:41.0, ,73-67,B. Adebayo makes 2-pt jump shot from 10 ft (assist by J. Butler),,3,67,73,-6,1699.0
7:21.0,K. Oubre makes 3-pt jump shot from 27 ft,76-67, ,,3,67,76,-9,1719.0
7:01.0, ,76-67,N. Jović misses 2-pt jump shot from 5 ft,,3,67,76,-9,1739.0
6:58.0, ,76-67,Offensive rebound by B. Adebayo,,3,67,76,-9,1742.0
6:58.0, ,76-67,B. Adebayo misses 2-pt layup at rim,,3,67,76,-9,1742.0
6:57.0, ,76-67,Offensive rebound by B. Adebayo,,3,67,76,-9,1743.0
6:55.0, ,76-69,B. Adebayo makes 2-pt jump shot from 6 ft,,3,69,76,-7,1745.0
6:36.0,K. Lowry misses 2-pt hook shot from 6 ft,76-69, ,,3,69,76,-7,1764.0
6:36.0, ,76-69,Defensive rebound by N. Jović,,3,69,76,-7,1764.0
6:31.0, ,76-71,N. Jović makes 2-pt layup from 6 ft,,3,71,76,-5,1769.0
6:21.0,K. Oubre misses 3-pt jump shot from 25 ft,76-71, ,,3,71,76,-5,1779.0
6:18.0,Offensive rebound by T. Maxey,76-71, ,,3,71,76,-5,1782.0
6:13.0,J. Embiid makes 3-pt jump shot from 27 ft (assist by T. Maxey),79-71, ,,3,71,79,-8,1787.0
5:56.0, ,79-71,Personal foul by T. Maxey (drawn by J. Butler),,3,71,79,-8,1804.0
5:56.0, ,79-71,Miami full timeout,,3,71,79,-8,1804.0
5:56.0,P. Reed enters the game for J. Embiid,79-71, ,,3,71,79,-8,1804.0
5:50.0, ,79-71,Turnover by N. Jović (bad pass; steal by P. Reed),,3,71,79,-8,1810.0
5:28.0,N. Batum misses 3-pt jump shot from 23 ft,79-71, ,,3,71,79,-8,1832.0
5:24.0, ,79-71,Defensive rebound by B. Adebayo,,3,71,79,-8,1836.0
5:19.0, ,79-71,T. Rozier misses 2-pt layup from 1 ft (block by K. Oubre),,3,71,79,-8,1841.0
5:16.0,Defensive rebound by K. Oubre,79-71, ,,3,71,79,-8,1844.0
5:08.0,T. Maxey makes 2-pt jump shot from 22 ft,81-71, ,,3,71,81,-10,1852.0
4:51.0, ,81-71,J. Butler misses 2-pt layup from 4 ft (block by N. Batum),,3,71,81,-10,1869.0
4:50.0,Defensive rebound by K. Lowry,81-71, ,,3,71,81,-10,1870.0
4:47.0,T. Maxey misses 2-pt layup from 2 ft,81-71, ,,3,71,81,-10,1873.0
4:47.0, ,81-71,Defensive rebound by Team,,3,71,81,-10,1873.0
4:47.0,B. Hield enters the game for K. Lowry,81-71, ,,3,71,81,-10,1873.0
4:47.0, ,81-71,H. Highsmith enters the game for J. Butler,,3,71,81,-10,1873.0
4:47.0, ,81-71,C. Martin enters the game for D. Robinson,,3,71,81,-10,1873.0
4:28.0, ,81-73,B. Adebayo makes 2-pt jump shot from 11 ft,,3,73,81,-8,1892.0
4:09.0,K. Oubre misses 2-pt jump shot from 13 ft,81-73, ,,3,73,81,-8,1911.0
4:06.0, ,81-73,Defensive rebound by B. Adebayo,,3,73,81,-8,1914.0
3:57.0, ,81-75,T. Rozier makes 2-pt layup from 1 ft,,3,75,81,-6,1923.0
3:47.0,K. Oubre makes 2-pt dunk from 2 ft (assist by N. Batum),83-75, ,,3,75,83,-8,1933.0
3:38.0, ,83-75,Offensive foul by N. Jović (drawn by K. Oubre),,3,75,83,-8,1942.0
3:38.0, ,83-75,Turnover by N. Jović (offensive foul),,3,75,83,-8,1942.0
3:38.0,K. Martin enters the game for N. Batum,83-75, ,,3,75,83,-8,1942.0
3:38.0, ,83-75,J. Jaquez enters the game for H. Highsmith,,3,75,83,-8,1942.0
3:20.0,B. Hield misses 3-pt jump shot from 24 ft,83-75, ,,3,75,83,-8,1960.0
3:17.0, ,83-75,Defensive rebound by N. Jović,,3,75,83,-8,1963.0
