Time,Utah,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
1:36.0,L. Markkanen misses 2-pt layup from 3 ft,28-26, ,,1,26,28,-2,624.0
1:33.0,Offensive rebound by L. Markkanen,28-26, ,,1,26,28,-2,627.0
1:33.0,L. Markkanen misses 2-pt layup from 1 ft,28-26, ,,1,26,28,-2,627.0
1:32.0,Offensive rebound by K. Dunn,28-26, ,,1,26,28,-2,628.0
1:24.0,B. Sensabaugh makes 3-pt jump shot from 25 ft (assist by K. Dunn),31-26, ,,1,26,31,-5,636.0
1:08.0, ,31-26,Shooting foul by K. Dunn (drawn by J. Butler),,1,26,31,-5,652.0
1:08.0, ,31-27,J. Butler makes free throw 1 of 2,,1,27,31,-4,652.0
1:08.0,K. George enters the game for K. Dunn,31-27, ,,1,27,31,-4,652.0
1:08.0, ,31-28,J. Butler makes free throw 2 of 2,,1,28,31,-3,652.0
0:45.0,L. Markkanen makes 3-pt jump shot from 23 ft (assist by K. George),34-28, ,,1,28,34,-6,675.0
0:31.0, ,34-28,Turnover by J. Butler (bad pass; steal by L. Markkanen),,1,28,34,-6,689.0
0:26.0,T. Horton-Tucker misses 2-pt layup from 3 ft,34-28, ,,1,28,34,-6,694.0
0:24.0, ,34-28,Defensive rebound by O. Robinson,,1,28,34,-6,696.0
0:18.0, ,34-30,J. Jaquez makes 2-pt layup from 1 ft (assist by J. Butler),,1,30,34,-4,702.0
0:03.0,K. George misses 2-pt jump shot from 5 ft,34-30, ,,1,30,34,-4,717.0
0:03.0, ,34-30,Defensive rebound by C. Martin,,1,30,34,-4,717.0
0:00.0,End of 1st quarter,34-30,,,1,30,34,-4,720.0
12:00.0,Start of 2nd quarter,34-30,,,2,30,34,-4,720.0
11:44.0,B. Sensabaugh misses 2-pt jump shot from 6 ft,34-30, ,,2,30,34,-4,736.0
11:41.0, ,34-30,Defensive rebound by C. Martin,,2,30,34,-4,739.0
11:25.0, ,34-33,J. Jaquez makes 3-pt jump shot from 23 ft (assist by C. Martin),,2,33,34,-1,755.0
11:13.0,Shooting foul by C. Martin (drawn by K. George),34-33, ,,2,33,34,-1,767.0
11:13.0,K. George misses free throw 1 of 2,34-33, ,,2,33,34,-1,767.0
11:13.0,Offensive rebound by Team,34-33, ,,2,33,34,-1,767.0
11:13.0,K. George makes free throw 2 of 2,35-33, ,,2,33,35,-2,767.0
11:03.0, ,35-33,J. Jaquez misses 3-pt jump shot from 26 ft,,2,33,35,-2,777.0
11:01.0, ,35-33,Offensive rebound by Team,,2,33,35,-2,779.0
11:01.0,Loose ball foul by J. Collins (drawn by O. Robinson),35-33, ,,2,33,35,-2,779.0
10:46.0, ,35-33,C. Martin misses 2-pt layup from 3 ft,,2,33,35,-2,794.0
10:43.0,Defensive rebound by K. George,35-33, ,,2,33,35,-2,797.0
10:30.0,J. Collins misses 2-pt jump shot from 4 ft,35-33, ,,2,33,35,-2,810.0
10:27.0, ,35-33,Defensive rebound by O. Robinson,,2,33,35,-2,813.0
10:21.0, ,35-36,C. Martin makes 3-pt jump shot from 23 ft (assist by J. Butler),Lead change,2,36,35,1,819.0
10:06.0,B. Sensabaugh makes 3-pt jump shot from 23 ft (assist by T. Horton-Tucker),38-36, ,Lead change,2,36,38,-2,834.0
9:42.0, ,38-36,C. Martin misses 2-pt jump shot from 20 ft,,2,36,38,-2,858.0
9:39.0,Defensive rebound by T. Horton-Tucker,38-36, ,,2,36,38,-2,861.0
9:35.0,J. Collins misses 2-pt layup from 3 ft (block by C. Martin),38-36, ,,2,36,38,-2,865.0
9:31.0, ,38-36,Defensive rebound by O. Robinson,,2,36,38,-2,869.0
9:22.0, ,38-38,J. Jaquez makes 2-pt jump shot from 6 ft,Tie,2,38,38,0,878.0
9:02.0,B. Sensabaugh misses 3-pt jump shot from 23 ft,38-38, ,,2,38,38,0,898.0
9:01.0,Offensive rebound by T. Horton-Tucker,38-38, ,,2,38,38,0,899.0
9:01.0,Shooting foul by O. Robinson (drawn by T. Horton-Tucker),38-38, ,,2,38,38,0,899.0
9:01.0,T. Horton-Tucker makes free throw 1 of 2,39-38, ,,2,38,39,-1,899.0
9:01.0,T. Horton-Tucker makes free throw 2 of 2,40-38, ,,2,38,40,-2,899.0
8:44.0, ,40-38,J. Butler misses 2-pt layup from 5 ft (block by T. Horton-Tucker),,2,38,40,-2,916.0
8:44.0, ,40-38,Offensive rebound by Team,,2,38,40,-2,916.0
8:41.0, ,40-41,J. Butler makes 3-pt jump shot from 23 ft (assist by C. Martin),Lead change,2,41,40,1,919.0
8:41.0, ,40-41,T. Rozier enters the game for C. Martin,,2,41,40,1,919.0
8:19.0,Shooting foul by O. Robinson (drawn by J. Collins),40-41, ,,2,41,40,1,941.0
8:19.0,J. Collins misses free throw 1 of 2,40-41, ,,2,41,40,1,941.0
8:19.0,Offensive rebound by Team,40-41, ,,2,41,40,1,941.0
8:19.0,J. Collins makes free throw 2 of 2,41-41, ,Tie,2,41,41,0,941.0
8:02.0, ,41-41,J. Jaquez misses 2-pt layup from 2 ft,,2,41,41,0,958.0
7:59.0, ,41-41,Offensive rebound by J. Jaquez,,2,41,41,0,961.0
7:58.0, ,41-41,J. Jaquez misses 2-pt layup from 2 ft (block by J. Collins),,2,41,41,0,962.0
7:58.0,Defensive rebound by T. Horton-Tucker,41-41, ,,2,41,41,0,962.0
7:56.0,Turnover by B. Sensabaugh (bad pass),41-41, ,,2,41,41,0,964.0
7:56.0,C. Sexton enters the game for K. George,41-41, ,,2,41,41,0,964.0
7:38.0, ,41-41,O. Robinson misses 3-pt jump shot from 25 ft,,2,41,41,0,982.0
7:35.0,Defensive rebound by J. Collins,41-41, ,,2,41,41,0,985.0
7:35.0,Shooting foul by J. Jaquez (drawn by T. Horton-Tucker),41-41, ,,2,41,41,0,985.0
7:35.0,T. Horton-Tucker makes free throw 1 of 2,42-41, ,Lead change,2,41,42,-1,985.0
7:35.0,T. Hendricks enters the game for B. Sensabaugh,42-41, ,,2,41,42,-1,985.0
7:35.0, ,42-41,B. Adebayo enters the game for J. Butler,,2,41,42,-1,985.0
7:35.0, ,42-41,D. Robinson enters the game for O. Robinson,,2,41,42,-1,985.0
7:35.0,T. Horton-Tucker makes free throw 2 of 2,43-41, ,,2,41,43,-2,985.0
7:13.0, ,43-43,B. Adebayo makes 2-pt jump shot from 5 ft,Tie,2,43,43,0,1007.0
6:58.0,T. Horton-Tucker misses 3-pt jump shot from 25 ft,43-43, ,,2,43,43,0,1022.0
6:55.0, ,43-43,Defensive rebound by H. Highsmith,,2,43,43,0,1025.0
6:47.0, ,43-43,Turnover by T. Rozier (out of bounds lost ball),,2,43,43,0,1033.0
6:47.0, ,43-43,Miami full timeout,,2,43,43,0,1033.0
6:47.0,L. Markkanen enters the game for J. Collins,43-43, ,,2,43,43,0,1033.0
6:47.0,O. Yurtseven enters the game for L. Šamanić,43-43, ,,2,43,43,0,1033.0
6:36.0,L. Markkanen misses 3-pt jump shot from 26 ft,43-43, ,,2,43,43,0,1044.0
6:33.0, ,43-43,Defensive rebound by D. Robinson,,2,43,43,0,1047.0
6:19.0, ,43-46,D. Robinson makes 3-pt jump shot from 28 ft (assist by B. Adebayo),Lead change,2,46,43,3,1061.0
5:55.0,C. Sexton makes 2-pt layup from 2 ft,45-46, ,,2,46,45,1,1085.0
5:43.0, ,45-48,B. Adebayo makes 2-pt jump shot from 4 ft (assist by D. Robinson),,2,48,45,3,1097.0
5:24.0,C. Sexton makes 2-pt layup from 1 ft,47-48, ,,2,48,47,1,1116.0
5:16.0, ,47-48,D. Robinson misses 3-pt jump shot from 25 ft,,2,48,47,1,1124.0
5:11.0,Defensive rebound by O. Yurtseven,47-48, ,,2,48,47,1,1129.0
5:05.0,L. Markkanen misses 2-pt dunk from 2 ft,47-48, ,,2,48,47,1,1135.0
5:02.0,Offensive rebound by T. Hendricks,47-48, ,,2,48,47,1,1138.0
5:01.0,T. Hendricks makes 2-pt layup from 1 ft,49-48, ,Lead change,2,48,49,-1,1139.0
4:51.0, ,49-48,B. Adebayo misses 2-pt jump shot from 14 ft,,2,48,49,-1,1149.0
4:51.0,Defensive rebound by T. Hendricks,49-48, ,,2,48,49,-1,1149.0
4:42.0,T. Horton-Tucker misses 2-pt jump shot from 5 ft,49-48, ,,2,48,49,-1,1158.0
4:41.0, ,49-48,Defensive rebound by Team,,2,48,49,-1,1159.0
4:41.0, ,49-48,J. Butler enters the game for H. Highsmith,,2,48,49,-1,1159.0
4:41.0, ,49-48,C. Martin enters the game for J. Jaquez,,2,48,49,-1,1159.0
4:40.0,Jump ball: B. Adebayo vs. T. Horton-Tucker (C. Martin gains possession),49-48,,,2,48,49,-1,1160.0
4:40.0,Loose ball foul by T. Horton-Tucker (drawn by B. Adebayo),49-48, ,,2,48,49,-1,1160.0
4:40.0,K. George enters the game for T. Horton-Tucker,49-48, ,,2,48,49,-1,1160.0
4:28.0, ,49-50,B. Adebayo makes 2-pt dunk from 1 ft (assist by C. Martin),Lead change,2,50,49,1,1172.0
4:06.0,T. Hendricks misses 3-pt jump shot from 26 ft (block by D. Robinson),49-50, ,,2,50,49,1,1194.0
4:02.0,Offensive rebound by T. Hendricks,49-50, ,,2,50,49,1,1198.0
4:00.0,T. Hendricks makes 2-pt jump shot from 12 ft,51-50, ,Lead change,2,50,51,-1,1200.0
4:00.0,J. Collins enters the game for O. Yurtseven,51-50, ,,2,50,51,-1,1200.0
3:48.0,Jump ball: B. Adebayo vs. T. Hendricks (J. Butler gains possession),51-50,,,2,50,51,-1,1212.0
3:35.0, ,51-53,C. Martin makes 3-pt jump shot from 24 ft (assist by J. Butler),Lead change,2,53,51,2,1225.0
3:14.0,C. Sexton makes 2-pt jump shot from 7 ft (assist by T. Hendricks),53-53, ,Tie,2,53,53,0,1246.0
2:56.0, ,53-55,T. Rozier makes 2-pt jump shot from 6 ft,,2,55,53,2,1264.0
2:39.0,J. Collins makes 2-pt layup from 1 ft (assist by C. Sexton),55-55, ,Tie,2,55,55,0,1281.0
2:19.0, ,55-55,B. Adebayo misses 2-pt jump shot from 10 ft,,2,55,55,0,1301.0
2:16.0,Defensive rebound by T. Hendricks,55-55, ,,2,55,55,0,1304.0
2:10.0,C. Sexton misses 2-pt jump shot from 14 ft,55-55, ,,2,55,55,0,1310.0
2:09.0,Offensive rebound by T. Hendricks,55-55, ,,2,55,55,0,1311.0
2:09.0,T. Hendricks makes 2-pt layup at rim,57-55, ,Lead change,2,55,57,-2,1311.0
1:56.0, ,57-55,C. Martin misses 3-pt jump shot from 23 ft,,2,55,57,-2,1324.0
1:53.0,Defensive rebound by L. Markkanen,57-55, ,,2,55,57,-2,1327.0
1:50.0,Shooting foul by B. Adebayo (drawn by L. Markkanen),57-55, ,,2,55,57,-2,1330.0
1:50.0,Utah full timeout,57-55, ,,2,55,57,-2,1330.0
1:50.0,L. Markkanen makes free throw 1 of 2,58-55, ,,2,55,58,-3,1330.0
1:50.0,L. Markkanen makes free throw 2 of 2,59-55, ,,2,55,59,-4,1330.0
1:28.0, ,59-55,T. Rozier misses 3-pt jump shot from 26 ft,,2,55,59,-4,1352.0
1:26.0,Defensive rebound by J. Collins,59-55, ,,2,55,59,-4,1354.0
1:19.0,J. Collins makes 3-pt jump shot from 26 ft (assist by L. Markkanen),62-55, ,,2,55,62,-7,1361.0
0:58.0, ,62-58,C. Martin makes 3-pt jump shot from 26 ft (assist by D. Robinson),,2,58,62,-4,1382.0
0:37.0,K. George misses 3-pt jump shot from 26 ft,62-58, ,,2,58,62,-4,1403.0
0:34.0, ,62-58,Defensive rebound by C. Martin,,2,58,62,-4,1406.0
0:30.0, ,62-58,Turnover by T. Rozier (step out of bounds),,2,58,62,-4,1410.0
0:06.0,Turnover by Team (shot clock),62-58, ,,2,58,62,-4,1434.0
0:00.0, ,62-58,J. Butler misses 2-pt jump shot from 17 ft,,2,58,62,-4,1440.0
0:00.0,Defensive rebound by Team,62-58, ,,2,58,62,-4,1440.0
0:00.0,End of 2nd quarter,62-58,,,2,58,62,-4,1440.0
12:00.0,Start of 3rd quarter,62-58,,,3,58,62,-4,1440.0
11:44.0,J. Collins makes 2-pt jump shot from 11 ft,64-58, ,,3,58,64,-6,1456.0
11:24.0, ,64-58,D. Robinson misses 3-pt jump shot from 27 ft,,3,58,64,-6,1476.0
11:19.0,Defensive rebound by K. George,64-58, ,,3,58,64,-6,1481.0
11:12.0,J. Collins misses 3-pt jump shot from 26 ft,64-58, ,,3,58,64,-6,1488.0
11:08.0,Offensive rebound by J. Collins,64-58, ,,3,58,64,-6,1492.0
11:07.0, ,64-58,Violation by Team (kicked ball),,3,58,64,-6,1493.0
10:55.0,K. George makes 3-pt jump shot from 29 ft,67-58, ,,3,58,67,-9,1505.0
10:37.0, ,67-58,J. Butler misses 2-pt layup from 3 ft,,3,58,67,-9,1523.0
10:35.0,Defensive rebound by T. Hendricks,67-58, ,,3,58,67,-9,1525.0
10:24.0,C. Sexton makes 2-pt jump shot from 14 ft (assist by K. George),69-58, ,,3,58,69,-11,1536.0
10:02.0, ,69-58,J. Butler misses 2-pt layup from 5 ft (block by T. Hendricks),,3,58,69,-11,1558.0
9:59.0, ,69-58,Offensive rebound by J. Butler,,3,58,69,-11,1561.0
9:58.0, ,69-60,J. Butler makes 2-pt layup from 1 ft,,3,60,69,-9,1562.0
9:49.0,K. George misses 3-pt jump shot from 26 ft,69-60, ,,3,60,69,-9,1571.0
9:46.0, ,69-60,Defensive rebound by D. Robinson,,3,60,69,-9,1574.0
9:38.0, ,69-62,D. Robinson makes 2-pt layup from 2 ft (assist by T. Rozier),,3,62,69,-7,1582.0
9:28.0,Turnover by J. Collins (bad pass; steal by D. Robinson),69-62, ,,3,62,69,-7,1592.0
9:22.0, ,69-64,J. Butler makes 2-pt layup at rim (assist by T. Rozier),,3,64,69,-5,1598.0
9:22.0,Utah full timeout,69-64, ,,3,64,69,-5,1598.0
9:22.0, ,69-64,O. Robinson enters the game for B. Adebayo,,3,64,69,-5,1598.0
9:07.0,K. George makes 3-pt jump shot from 26 ft (assist by L. Markkanen),72-64, ,,3,64,72,-8,1613.0
8:42.0, ,72-67,J. Butler makes 3-pt jump shot from 23 ft (assist by N. Jović),,3,67,72,-5,1638.0
8:29.0,Personal foul by D. Robinson (drawn by L. Markkanen),72-67, ,,3,67,72,-5,1651.0
8:18.0,K. George makes 2-pt layup from 1 ft,74-67, ,,3,67,74,-7,1662.0
8:06.0, ,74-67,D. Robinson misses 3-pt jump shot from 24 ft,,3,67,74,-7,1674.0
8:05.0, ,74-67,Offensive rebound by N. Jović,,3,67,74,-7,1675.0
7:57.0, ,74-67,N. Jović misses 3-pt jump shot from 26 ft,,3,67,74,-7,1683.0
7:55.0,Defensive rebound by J. Collins,74-67, ,,3,67,74,-7,1685.0
7:44.0,J. Collins makes 2-pt dunk from 1 ft (assist by C. Sexton),76-67, ,,3,67,76,-9,1696.0
7:34.0, ,76-67,Personal foul by J. Collins (drawn by N. Jović),,3,67,76,-9,1706.0
7:25.0, ,76-67,Shooting foul by T. Hendricks (drawn by J. Butler),,3,67,76,-9,1715.0
7:25.0, ,76-68,J. Butler makes free throw 1 of 2,,3,68,76,-8,1715.0
7:25.0, ,76-69,J. Butler makes free throw 2 of 2,,3,69,76,-7,1715.0
7:06.0,Personal foul by T. Rozier (drawn by C. Sexton),76-69, ,,3,69,76,-7,1734.0
7:00.0,Turnover by K. George (bad pass; steal by T. Rozier),76-69, ,,3,69,76,-7,1740.0
6:56.0, ,76-71,T. Rozier makes 2-pt layup from 1 ft,,3,71,76,-5,1744.0
6:42.0,Turnover by K. George (bad pass; steal by O. Robinson),76-71, ,,3,71,76,-5,1758.0
6:39.0, ,76-71,Shooting foul by J. Collins (drawn by T. Rozier),,3,71,76,-5,1761.0
6:39.0, ,76-72,T. Rozier makes free throw 1 of 2,,3,72,76,-4,1761.0
6:39.0, ,76-72,T. Rozier misses free throw 2 of 2,,3,72,76,-4,1761.0
6:37.0,Defensive rebound by T. Hendricks,76-72, ,,3,72,76,-4,1763.0
6:20.0,C. Sexton misses 2-pt jump shot from 15 ft,76-72, ,,3,72,76,-4,1780.0
6:18.0, ,76-72,Defensive rebound by D. Robinson,,3,72,76,-4,1782.0
6:08.0, ,76-72,J. Butler misses 2-pt jump shot from 4 ft,,3,72,76,-4,1792.0
6:06.0,Defensive rebound by Team,76-72, ,,3,72,76,-4,1794.0
6:06.0,K. Dunn enters the game for L. Markkanen,76-72, ,,3,72,76,-4,1794.0
5:53.0,T. Hendricks misses 2-pt layup from 3 ft,76-72, ,,3,72,76,-4,1807.0
5:53.0,Offensive rebound by Team,76-72, ,,3,72,76,-4,1807.0
5:49.0,Shooting foul by O. Robinson (drawn by C. Sexton),76-72, ,,3,72,76,-4,1811.0
5:49.0,C. Sexton makes free throw 1 of 2,77-72, ,,3,72,77,-5,1811.0
5:49.0,C. Sexton makes free throw 2 of 2,78-72, ,,3,72,78,-6,1811.0
5:36.0, ,78-74,J. Butler makes 2-pt layup from 2 ft (assist by T. Rozier),,3,74,78,-4,1824.0
5:22.0,K. George misses 2-pt layup from 1 ft,78-74, ,,3,74,78,-4,1838.0
5:19.0, ,78-74,Defensive rebound by J. Butler,,3,74,78,-4,1841.0
5:13.0, ,78-77,T. Rozier makes 3-pt jump shot from 23 ft (assist by N. Jović),,3,77,78,-1,1847.0
4:56.0,Personal foul by O. Robinson (drawn by C. Sexton),78-77, ,,3,77,78,-1,1864.0
4:50.0,Turnover by K. George (bad pass; steal by N. Jović),78-77, ,,3,77,78,-1,1870.0
4:47.0, ,78-79,J. Butler makes 2-pt layup from 1 ft (assist by D. Robinson),Lead change,3,79,78,1,1873.0
4:47.0, ,78-79,Shooting foul by T. Hendricks (drawn by J. Butler),,3,79,78,1,1873.0
4:47.0, ,78-80,J. Butler makes free throw 1 of 1,,3,80,78,2,1873.0
4:26.0,K. George misses 3-pt jump shot from 24 ft,78-80, ,,3,80,78,2,1894.0
4:23.0, ,78-80,Defensive rebound by Team,,3,80,78,2,1897.0
4:23.0, ,78-80,J. Jaquez enters the game for D. Robinson,,3,80,78,2,1897.0
4:20.0,Jump ball: O. Robinson vs. J. Collins (T. Rozier gains possession),78-80,,,3,80,78,2,1900.0
4:16.0, ,78-80,Shooting foul by K. Dunn (drawn by J. Butler),,3,80,78,2,1904.0
4:16.0, ,78-81,J. Butler makes free throw 1 of 2,,3,81,78,3,1904.0
4:16.0,T. Horton-Tucker enters the game for J. Collins,78-81, ,,3,81,78,3,1904.0
4:16.0,L. Markkanen enters the game for T. Hendricks,78-81, ,,3,81,78,3,1904.0
4:16.0,O. Yurtseven enters the game for C. Sexton,78-81, ,,3,81,78,3,1904.0
4:16.0, ,78-82,J. Butler makes free throw 2 of 2,,3,82,78,4,1904.0
4:03.0,O. Yurtseven misses 2-pt jump shot from 2 ft,78-82, ,,3,82,78,4,1917.0
