Time,Cleveland,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
0:00.0,End of 1st quarter,17-25,,,1,25,17,8,720.0
12:00.0,Start of 2nd quarter,17-25,,,2,25,17,8,720.0
11:43.0, ,17-25,D. Robinson misses 3-pt jump shot from 25 ft,,2,25,17,8,737.0
11:40.0, ,17-25,Offensive rebound by Team,,2,25,17,8,740.0
11:40.0,Loose ball foul by D. Garland (drawn by J. Richardson),17-25, ,,2,25,17,8,740.0
11:40.0,C. Porter enters the game for D. Garland,17-25, ,,2,25,17,8,740.0
11:30.0, ,17-25,C. Martin misses 2-pt jump shot from 14 ft,,2,25,17,8,750.0
11:26.0,Defensive rebound by S. Merrill,17-25, ,,2,25,17,8,754.0
11:21.0,C. Porter makes 2-pt layup from 2 ft,19-25, ,,2,25,19,6,759.0
11:11.0, ,19-27,O. Robinson makes 2-pt layup from 3 ft (assist by J. Richardson),,2,27,19,8,769.0
11:11.0, ,19-27,Shooting foul by I. Okoro (drawn by O. Robinson),,2,27,19,8,769.0
11:11.0, ,19-28,O. Robinson makes free throw 1 of 1,,2,28,19,9,769.0
10:58.0,Personal foul by J. Richardson (drawn by G. Niang),19-28, ,,2,28,19,9,782.0
10:58.0,D. Mitchell enters the game for S. Merrill,19-28, ,,2,28,19,9,782.0
10:52.0,M. Strus makes 2-pt layup from 2 ft (assist by G. Niang),21-28, ,,2,28,21,7,788.0
10:40.0, ,21-28,J. Richardson misses 2-pt jump shot from 14 ft,,2,28,21,7,800.0
10:36.0,Defensive rebound by G. Niang,21-28, ,,2,28,21,7,804.0
10:30.0,D. Mitchell makes 2-pt layup from 2 ft,23-28, ,,2,28,23,5,810.0
10:15.0, ,23-31,J. Richardson makes 3-pt jump shot from 23 ft (assist by J. Jaquez),,2,31,23,8,825.0
10:15.0,J. Allen enters the game for I. Okoro,23-31, ,,2,31,23,8,825.0
9:52.0,M. Strus misses 2-pt jump shot from 15 ft,23-31, ,,2,31,23,8,848.0
9:48.0, ,23-31,Defensive rebound by O. Robinson,,2,31,23,8,852.0
9:43.0, ,23-33,C. Martin makes 2-pt layup from 2 ft (assist by O. Robinson),,2,33,23,10,857.0
9:33.0,J. Allen misses 2-pt layup from 3 ft (block by O. Robinson),23-33, ,,2,33,23,10,867.0
9:29.0, ,23-33,Defensive rebound by O. Robinson,,2,33,23,10,871.0
9:27.0, ,23-36,C. Martin makes 3-pt jump shot from 23 ft (assist by J. Jaquez),,2,36,23,13,873.0
9:09.0,J. Allen misses 2-pt layup from 2 ft,23-36, ,,2,36,23,13,891.0
9:06.0, ,23-36,Defensive rebound by J. Jaquez,,2,36,23,13,894.0
8:58.0, ,23-39,J. Richardson makes 3-pt jump shot from 25 ft (assist by O. Robinson),,2,39,23,16,902.0
8:57.0,Cleveland full timeout,23-39, ,,2,39,23,16,903.0
8:57.0,T. Thompson enters the game for J. Allen,23-39, ,,2,39,23,16,903.0
8:57.0,D. Wade enters the game for G. Niang,23-39, ,,2,39,23,16,903.0
8:41.0,Personal foul by D. Robinson (drawn by D. Wade),23-39, ,,2,39,23,16,919.0
8:33.0,Shooting foul by C. Martin (drawn by C. Porter),23-39, ,,2,39,23,16,927.0
8:33.0,C. Porter makes free throw 1 of 2,24-39, ,,2,39,24,15,927.0
8:33.0,C. Porter makes free throw 2 of 2,25-39, ,,2,39,25,14,927.0
8:15.0, ,25-39,D. Robinson misses 3-pt jump shot from 26 ft,,2,39,25,14,945.0
8:11.0,Defensive rebound by T. Thompson,25-39, ,,2,39,25,14,949.0
8:03.0,T. Thompson makes 2-pt dunk from 1 ft (assist by C. Porter),27-39, ,,2,39,27,12,957.0
7:43.0, ,27-39,D. Robinson misses 3-pt jump shot from 23 ft,,2,39,27,12,977.0
7:41.0,Defensive rebound by C. Porter,27-39, ,,2,39,27,12,979.0
7:26.0,M. Strus misses 3-pt jump shot from 24 ft,27-39, ,,2,39,27,12,994.0
7:23.0,Offensive rebound by D. Mitchell,27-39, ,,2,39,27,12,997.0
7:23.0,D. Mitchell makes 2-pt layup from 2 ft,29-39, ,,2,39,29,10,997.0
7:22.0, ,29-39,Miami full timeout,,2,39,29,10,998.0
7:09.0, ,29-39,J. Richardson misses 3-pt jump shot from 26 ft,,2,39,29,10,1011.0
7:06.0,Defensive rebound by D. Mitchell,29-39, ,,2,39,29,10,1014.0
7:01.0,M. Strus makes 3-pt jump shot from 29 ft (assist by D. Mitchell),32-39, ,,2,39,32,7,1019.0
6:47.0, ,32-39,Turnover by O. Robinson (bad pass),,2,39,32,7,1033.0
6:47.0, ,32-39,J. Butler enters the game for C. Martin,,2,39,32,7,1033.0
6:35.0,C. Porter makes 2-pt jump shot from 19 ft,34-39, ,,2,39,34,5,1045.0
6:14.0, ,34-39,J. Butler misses 3-pt jump shot from 25 ft,,2,39,34,5,1066.0
6:11.0, ,34-39,Offensive rebound by O. Robinson,,2,39,34,5,1069.0
6:09.0, ,34-39,O. Robinson misses 2-pt layup from 4 ft (block by C. Porter),,2,39,34,5,1071.0
6:06.0,Defensive rebound by D. Mitchell,34-39, ,,2,39,34,5,1074.0
6:04.0,M. Strus misses 3-pt jump shot from 27 ft,34-39, ,,2,39,34,5,1076.0
5:56.0,Offensive rebound by D. Wade,34-39, ,,2,39,34,5,1084.0
5:56.0,D. Wade makes 2-pt dunk at rim,36-39, ,,2,39,36,3,1084.0
5:51.0, ,36-39,Turnover by J. Jaquez (lost ball; steal by C. Porter),,2,39,36,3,1089.0
5:39.0,D. Mitchell misses 3-pt jump shot from 26 ft,36-39, ,,2,39,36,3,1101.0
5:33.0, ,36-39,Defensive rebound by O. Robinson,,2,39,36,3,1107.0
5:13.0, ,36-39,J. Butler misses 2-pt jump shot from 11 ft,,2,39,36,3,1127.0
5:11.0,Defensive rebound by D. Mitchell,36-39, ,,2,39,36,3,1129.0
4:57.0,T. Thompson makes 2-pt hook shot from 8 ft (assist by C. Porter),38-39, ,,2,39,38,1,1143.0
4:45.0, ,38-42,J. Richardson makes 3-pt jump shot from 23 ft (assist by D. Robinson),,2,42,38,4,1155.0
4:17.0,M. Strus misses 2-pt jump shot from 10 ft,38-42, ,,2,42,38,4,1183.0
4:17.0,Offensive rebound by M. Strus,38-42, ,,2,42,38,4,1183.0
4:15.0,M. Strus makes 2-pt layup from 2 ft,40-42, ,,2,42,40,2,1185.0
4:15.0,Shooting foul by J. Jaquez (drawn by M. Strus),40-42, ,,2,42,40,2,1185.0
4:15.0, ,40-42,K. Love enters the game for D. Robinson,,2,42,40,2,1185.0
4:15.0, ,40-42,K. Lowry enters the game for O. Robinson,,2,42,40,2,1185.0
4:15.0,M. Strus makes free throw 1 of 1,41-42, ,,2,42,41,1,1185.0
3:56.0, ,41-42,J. Butler misses 2-pt jump shot from 17 ft,,2,42,41,1,1204.0
3:53.0,Defensive rebound by C. Porter,41-42, ,,2,42,41,1,1207.0
3:38.0,C. Porter misses 2-pt jump shot from 9 ft,41-42, ,,2,42,41,1,1222.0
3:36.0, ,41-42,Defensive rebound by K. Lowry,,2,42,41,1,1224.0
3:34.0, ,41-44,J. Jaquez makes 2-pt dunk from 1 ft (assist by K. Lowry),,2,44,41,3,1226.0
3:16.0,D. Wade makes 3-pt jump shot from 23 ft (assist by D. Mitchell),44-44, ,Tie,2,44,44,0,1244.0
3:07.0, ,44-44,Turnover by J. Jaquez (bad pass; steal by D. Wade),,2,44,44,0,1253.0
3:02.0,M. Strus misses 3-pt jump shot from 26 ft,44-44, ,,2,44,44,0,1258.0
3:00.0, ,44-44,Defensive rebound by Team,,2,44,44,0,1260.0
3:00.0,S. Merrill enters the game for M. Strus,44-44, ,,2,44,44,0,1260.0
3:00.0, ,44-44,C. Martin enters the game for J. Richardson,,2,44,44,0,1260.0
2:46.0, ,44-47,K. Love makes 3-pt jump shot from 25 ft (assist by J. Jaquez),,2,47,44,3,1274.0
2:22.0,D. Wade misses 3-pt jump shot from 26 ft,44-47, ,,2,47,44,3,1298.0
2:21.0,Offensive rebound by T. Thompson,44-47, ,,2,47,44,3,1299.0
2:21.0,Personal foul by K. Love (drawn by T. Thompson),44-47, ,,2,47,44,3,1299.0
2:21.0,T. Thompson misses free throw 1 of 2,44-47, ,,2,47,44,3,1299.0
2:21.0,Offensive rebound by Team,44-47, ,,2,47,44,3,1299.0
2:21.0,G. Niang enters the game for D. Wade,44-47, ,,2,47,44,3,1299.0
2:21.0,T. Thompson makes free throw 2 of 2,45-47, ,,2,47,45,2,1299.0
2:08.0, ,45-50,K. Lowry makes 3-pt jump shot from 25 ft (assist by C. Martin),,2,50,45,5,1312.0
1:49.0,S. Merrill makes 3-pt jump shot from 27 ft (assist by D. Mitchell),48-50, ,,2,50,48,2,1331.0
1:40.0, ,48-50,C. Martin misses 3-pt jump shot from 27 ft,,2,50,48,2,1340.0
1:37.0,Defensive rebound by C. Porter,48-50, ,,2,50,48,2,1343.0
1:29.0,S. Merrill makes 3-pt jump shot from 24 ft (assist by D. Mitchell),51-50, ,Lead change,2,50,51,-1,1351.0
1:08.0, ,51-50,Turnover by J. Jaquez (out of bounds lost ball),,2,50,51,-1,1372.0
0:56.0,Personal foul by C. Martin (drawn by C. Porter),51-50, ,,2,50,51,-1,1384.0
0:56.0, ,51-50,J. Richardson enters the game for C. Martin,,2,50,51,-1,1384.0
0:56.0,C. Porter misses free throw 1 of 2,51-50, ,,2,50,51,-1,1384.0
0:56.0,Offensive rebound by Team,51-50, ,,2,50,51,-1,1384.0
0:56.0,C. Porter misses free throw 2 of 2,51-50, ,,2,50,51,-1,1384.0
0:54.0, ,51-50,Defensive rebound by K. Love,,2,50,51,-1,1386.0
0:43.0, ,51-50,J. Jaquez misses 3-pt jump shot from 27 ft,,2,50,51,-1,1397.0
0:40.0,Defensive rebound by D. Mitchell,51-50, ,,2,50,51,-1,1400.0
0:36.0,Turnover by D. Mitchell (dbl dribble),51-50, ,,2,50,51,-1,1404.0
0:36.0,I. Okoro enters the game for S. Merrill,51-50, ,,2,50,51,-1,1404.0
0:36.0, ,51-50,D. Robinson enters the game for J. Jaquez,,2,50,51,-1,1404.0
0:31.0, ,51-52,K. Lowry makes 2-pt hook shot from 7 ft,Lead change,2,52,51,1,1409.0
0:07.0,D. Mitchell makes 2-pt jump shot from 22 ft,53-52, ,Lead change,2,52,53,-1,1433.0
0:01.0, ,53-52,K. Lowry misses 3-pt jump shot from 26 ft,,2,52,53,-1,1439.0
0:00.0,Defensive rebound by D. Mitchell,53-52, ,,2,52,53,-1,1440.0
0:00.0,End of 2nd quarter,53-52,,,2,52,53,-1,1440.0
12:00.0,Start of 3rd quarter,53-52,,,3,52,53,-1,1440.0
11:47.0, ,53-52,C. Martin misses 2-pt layup from 4 ft,,3,52,53,-1,1453.0
11:42.0,Defensive rebound by D. Mitchell,53-52, ,,3,52,53,-1,1458.0
11:39.0,D. Mitchell makes 3-pt jump shot from 27 ft,56-52, ,,3,52,56,-4,1461.0
11:18.0, ,56-52,Turnover by J. Butler (bad pass; steal by J. Allen),,3,52,56,-4,1482.0
11:10.0,D. Mitchell makes 3-pt jump shot from 27 ft (assist by D. Garland),59-52, ,,3,52,59,-7,1490.0
10:50.0, ,59-52,Turnover by D. Robinson (bad pass; steal by D. Garland),,3,52,59,-7,1510.0
10:49.0,Shooting foul by D. Robinson (drawn by D. Mitchell),59-52, ,,3,52,59,-7,1511.0
10:49.0,D. Mitchell makes free throw 1 of 2,60-52, ,,3,52,60,-8,1511.0
10:49.0,D. Mitchell makes free throw 2 of 2,61-52, ,,3,52,61,-9,1511.0
10:40.0, ,61-52,Offensive foul by D. Robinson (drawn by D. Wade),,3,52,61,-9,1520.0
10:40.0, ,61-52,Turnover by D. Robinson (offensive foul),,3,52,61,-9,1520.0
10:24.0,J. Allen makes 2-pt hook shot from 10 ft (assist by M. Strus),63-52, ,,3,52,63,-11,1536.0
10:11.0, ,63-52,C. Martin misses 3-pt jump shot from 24 ft,,3,52,63,-11,1549.0
10:08.0,Defensive rebound by D. Wade,63-52, ,,3,52,63,-11,1552.0
9:59.0,D. Mitchell makes 3-pt jump shot from 29 ft,66-52, ,,3,52,66,-14,1561.0
9:58.0, ,66-52,Miami full timeout,,3,52,66,-14,1562.0
9:45.0, ,66-52,D. Robinson misses 3-pt jump shot from 23 ft,,3,52,66,-14,1575.0
9:42.0, ,66-52,Offensive rebound by O. Robinson,,3,52,66,-14,1578.0
9:37.0, ,66-52,Personal foul by D. Wade (drawn by K. Lowry),,3,52,66,-14,1583.0
9:24.0, ,66-52,Shooting foul by M. Strus (drawn by K. Lowry),,3,52,66,-14,1596.0
9:24.0, ,66-53,K. Lowry makes free throw 1 of 2,,3,53,66,-13,1596.0
9:24.0, ,66-53,K. Lowry misses free throw 2 of 2,,3,53,66,-13,1596.0
9:21.0,Defensive rebound by J. Allen,66-53, ,,3,53,66,-13,1599.0
8:59.0,D. Garland makes 3-pt jump shot from 31 ft (assist by D. Mitchell),69-53, ,,3,53,69,-16,1621.0
8:43.0, ,69-53,Offensive foul by D. Robinson (drawn by D. Garland),,3,53,69,-16,1637.0
8:43.0, ,69-53,Turnover by D. Robinson (offensive foul),,3,53,69,-16,1637.0
8:43.0, ,69-53,J. Richardson enters the game for D. Robinson,,3,53,69,-16,1637.0
8:33.0,Turnover by D. Mitchell (lost ball; steal by K. Lowry),69-53, ,,3,53,69,-16,1647.0
8:23.0, ,69-53,Turnover by K. Lowry (bad pass; steal by D. Mitchell),,3,53,69,-16,1657.0
8:18.0,D. Garland misses 3-pt jump shot from 29 ft,69-53, ,,3,53,69,-16,1662.0
8:14.0, ,69-53,Defensive rebound by O. Robinson,,3,53,69,-16,1666.0
7:58.0, ,69-55,J. Butler makes 2-pt jump shot from 3 ft (assist by K. Lowry),,3,55,69,-14,1682.0
7:40.0,D. Wade misses 3-pt jump shot from 24 ft,69-55, ,,3,55,69,-14,1700.0
7:38.0,Offensive rebound by M. Strus,69-55, ,,3,55,69,-14,1702.0
7:38.0,M. Strus misses 2-pt layup at rim,69-55, ,,3,55,69,-14,1702.0
7:38.0, ,69-55,Defensive rebound by Team,,3,55,69,-14,1702.0
7:38.0,Loose ball foul by M. Strus (drawn by O. Robinson),69-55, ,,3,55,69,-14,1702.0
7:22.0, ,69-57,O. Robinson makes 2-pt jump shot from 5 ft,,3,57,69,-12,1718.0
7:07.0,M. Strus makes 3-pt jump shot from 24 ft (assist by D. Garland),72-57, ,,3,57,72,-15,1733.0
6:58.0, ,72-57,Turnover by C. Martin (lost ball; steal by D. Garland),,3,57,72,-15,1742.0
6:55.0,D. Garland misses 2-pt layup from 2 ft (block by C. Martin),72-57, ,,3,57,72,-15,1745.0
6:51.0, ,72-57,Defensive rebound by O. Robinson,,3,57,72,-15,1749.0
6:47.0, ,72-59,J. Butler makes 2-pt dunk from 2 ft (assist by O. Robinson),,3,59,72,-13,1753.0
6:27.0,Turnover by D. Wade (lost ball; steal by J. Butler),72-59, ,,3,59,72,-13,1773.0
6:11.0, ,72-59,J. Richardson misses 2-pt layup from 2 ft,,3,59,72,-13,1789.0
6:11.0,Defensive rebound by D. Mitchell,72-59, ,,3,59,72,-13,1789.0
6:06.0,D. Mitchell makes 2-pt layup from 4 ft,74-59, ,,3,59,74,-15,1794.0
5:50.0, ,74-62,K. Lowry makes 3-pt jump shot from 22 ft (assist by C. Martin),,3,62,74,-12,1810.0
5:50.0, ,74-62,Shooting foul by M. Strus (drawn by K. Lowry),,3,62,74,-12,1810.0
5:50.0,G. Niang enters the game for D. Garland,74-62, ,,3,62,74,-12,1810.0
5:50.0,I. Okoro enters the game for D. Wade,74-62, ,,3,62,74,-12,1810.0
5:50.0, ,74-62,J. Jaquez enters the game for C. Martin,,3,62,74,-12,1810.0
5:50.0, ,74-63,K. Lowry makes free throw 1 of 1,,3,63,74,-11,1810.0
5:32.0,Personal foul by O. Robinson (drawn by J. Allen),74-63, ,,3,63,74,-11,1828.0
