Time,Miami,Score,Toronto,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
6:40.0,C. Martin makes 2-pt layup from 5 ft (assist by O. Robinson),17-7, ,,1,17,7,10,320.0
6:34.0, ,17-7,Personal foul by D. Robinson (drawn by P. Siakam),,1,17,7,10,326.0
6:23.0, ,17-7,Turnover by D. Schröder (bad pass; steal by J. Butler),,1,17,7,10,337.0
6:13.0,O. Robinson makes 3-pt jump shot from 25 ft (assist by C. Martin),20-7, ,,1,20,7,13,347.0
6:04.0, ,20-7,P. Siakam misses 2-pt jump shot from 20 ft,,1,20,7,13,356.0
6:02.0,Defensive rebound by C. Martin,20-7, ,,1,20,7,13,358.0
5:54.0,C. Martin makes 2-pt jump shot from 13 ft,22-7, ,,1,22,7,15,366.0
5:51.0, ,22-7,Toronto full timeout,,1,22,7,15,369.0
5:51.0,J. Jaquez enters the game for D. Robinson,22-7, ,,1,22,7,15,369.0
5:51.0,K. Love enters the game for O. Robinson,22-7, ,,1,22,7,15,369.0
5:51.0, ,22-7,G. Trent enters the game for S. Barnes,,1,22,7,15,369.0
5:31.0, ,22-10,O. Anunoby makes 3-pt jump shot from 27 ft,,1,22,10,12,389.0
5:06.0,K. Love misses 3-pt jump shot from 26 ft,22-10, ,,1,22,10,12,414.0
5:02.0, ,22-10,Defensive rebound by O. Anunoby,,1,22,10,12,418.0
4:56.0, ,22-12,O. Anunoby makes 2-pt jump shot from 7 ft,,1,22,12,10,424.0
4:32.0,J. Butler misses 2-pt jump shot from 6 ft (block by P. Siakam),22-12, ,,1,22,12,10,448.0
4:29.0, ,22-12,Defensive rebound by P. Siakam,,1,22,12,10,451.0
4:23.0, ,22-15,O. Anunoby makes 3-pt jump shot from 27 ft (assist by P. Siakam),,1,22,15,7,457.0
4:07.0,J. Jaquez misses 3-pt jump shot from 26 ft,22-15, ,,1,22,15,7,473.0
4:04.0, ,22-15,Defensive rebound by O. Anunoby,,1,22,15,7,476.0
3:56.0, ,22-17,P. Siakam makes 2-pt layup from 1 ft (assist by D. Schröder),,1,22,17,5,484.0
3:56.0,Miami full timeout,22-17, ,,1,22,17,5,484.0
3:56.0,J. Richardson enters the game for C. Martin,22-17, ,,1,22,17,5,484.0
3:56.0, ,22-17,P. Achiuwa enters the game for J. Poeltl,,1,22,17,5,484.0
3:37.0,J. Jaquez makes 2-pt layup from 3 ft (assist by J. Richardson),24-17, ,,1,24,17,7,503.0
3:15.0, ,24-20,G. Trent makes 3-pt jump shot from 26 ft (assist by D. Schröder),,1,24,20,4,525.0
2:58.0,J. Butler makes 2-pt jump shot from 3 ft (assist by K. Love),26-20, ,,1,26,20,6,542.0
2:43.0, ,26-22,P. Siakam makes 2-pt layup from 1 ft (assist by P. Achiuwa),,1,26,22,4,557.0
2:31.0,K. Lowry misses 3-pt jump shot from 25 ft,26-22, ,,1,26,22,4,569.0
2:29.0, ,26-22,Defensive rebound by P. Siakam,,1,26,22,4,571.0
2:14.0, ,26-24,G. Trent makes 2-pt jump shot from 20 ft (assist by O. Anunoby),,1,26,24,2,586.0
2:02.0,J. Richardson makes 2-pt jump shot from 18 ft,28-24, ,,1,28,24,4,598.0
1:52.0, ,28-24,Personal foul by J. Jaquez (drawn by P. Siakam),,1,28,24,4,608.0
1:52.0,D. Robinson enters the game for K. Lowry,28-24, ,,1,28,24,4,608.0
1:52.0, ,28-24,S. Barnes enters the game for O. Anunoby,,1,28,24,4,608.0
1:52.0, ,28-24,M. Flynn enters the game for D. Schröder,,1,28,24,4,608.0
1:47.0, ,28-24,P. Siakam misses 2-pt layup from 2 ft,,1,28,24,4,613.0
1:44.0,Defensive rebound by K. Love,28-24, ,,1,28,24,4,616.0
1:36.0,J. Jaquez makes 2-pt jump shot from 5 ft (assist by K. Love),30-24, ,,1,30,24,6,624.0
1:14.0, ,30-24,Shooting foul by J. Butler (drawn by P. Siakam),,1,30,24,6,646.0
1:14.0, ,30-25,P. Siakam makes free throw 1 of 2,,1,30,25,5,646.0
1:14.0,C. Martin enters the game for J. Butler,30-25, ,,1,30,25,5,646.0
1:14.0, ,30-26,P. Siakam makes free throw 2 of 2,,1,30,26,4,646.0
0:56.0,C. Martin makes 2-pt layup from 1 ft (assist by K. Love),32-26, ,,1,32,26,6,664.0
0:52.0, ,32-26,Shooting foul by J. Richardson (drawn by P. Siakam),,1,32,26,6,668.0
0:52.0, ,32-27,P. Siakam makes free throw 1 of 2,,1,32,27,5,668.0
0:52.0, ,32-28,P. Siakam makes free throw 2 of 2,,1,32,28,4,668.0
0:44.0,J. Jaquez makes 2-pt dunk from 1 ft (assist by D. Robinson),34-28, ,,1,34,28,6,676.0
0:35.0, ,34-30,P. Achiuwa makes 2-pt dunk from 1 ft (assist by P. Siakam),,1,34,30,4,685.0
0:28.0,Shooting foul by M. Flynn (drawn by K. Love),34-30, ,,1,34,30,4,692.0
0:28.0,K. Love makes free throw 1 of 3,35-30, ,,1,35,30,5,692.0
0:28.0,K. Love makes free throw 2 of 3,36-30, ,,1,36,30,6,692.0
0:28.0,K. Love makes free throw 3 of 3,37-30, ,,1,37,30,7,692.0
0:12.0, ,37-30,Shooting foul by K. Love (drawn by P. Siakam),,1,37,30,7,708.0
0:12.0, ,37-31,P. Siakam makes free throw 1 of 2,,1,37,31,6,708.0
0:12.0, ,37-32,P. Siakam makes free throw 2 of 2,,1,37,32,5,708.0
0:01.0,J. Jaquez misses 2-pt jump shot from 6 ft,37-32, ,,1,37,32,5,719.0
0:01.0, ,37-32,Defensive rebound by S. Barnes,,1,37,32,5,719.0
0:00.0,End of 1st quarter,37-32,,,1,37,32,5,720.0
12:00.0,Start of 2nd quarter,37-32,,,2,37,32,5,720.0
11:44.0,D. Robinson misses 3-pt jump shot from 26 ft,37-32, ,,2,37,32,5,736.0
11:43.0, ,37-32,Defensive rebound by S. Barnes,,2,37,32,5,737.0
11:36.0, ,37-32,P. Achiuwa misses 3-pt jump shot from 26 ft,,2,37,32,5,744.0
11:33.0,Defensive rebound by D. Robinson,37-32, ,,2,37,32,5,747.0
11:24.0,J. Jaquez makes 2-pt layup from 7 ft (assist by O. Robinson),39-32, ,,2,39,32,7,756.0
11:08.0, ,39-32,G. Trent misses 3-pt jump shot from 25 ft,,2,39,32,7,772.0
11:07.0, ,39-32,Offensive rebound by Team,,2,39,32,7,773.0
10:59.0, ,39-35,M. Flynn makes 3-pt jump shot from 26 ft (assist by P. Achiuwa),,2,39,35,4,781.0
10:44.0,C. Martin makes 2-pt layup from 1 ft (assist by J. Richardson),41-35, ,,2,41,35,6,796.0
10:26.0, ,41-35,Shooting foul by J. Jaquez (drawn by G. Trent),,2,41,35,6,814.0
10:26.0, ,41-36,G. Trent makes free throw 1 of 2,,2,41,36,5,814.0
10:26.0, ,41-37,G. Trent makes free throw 2 of 2,,2,41,37,4,814.0
10:15.0,C. Martin makes 3-pt jump shot from 27 ft,44-37, ,,2,44,37,7,825.0
9:51.0, ,44-39,P. Achiuwa makes 2-pt dunk from 1 ft (assist by M. Flynn),,2,44,39,5,849.0
9:41.0,Shooting foul by G. Trent (drawn by C. Martin),44-39, ,,2,44,39,5,859.0
9:41.0,C. Martin misses free throw 1 of 2,44-39, ,,2,44,39,5,859.0
9:41.0,Offensive rebound by Team,44-39, ,,2,44,39,5,859.0
9:41.0,C. Martin makes free throw 2 of 2,45-39, ,,2,45,39,6,859.0
9:25.0, ,45-39,P. Achiuwa misses 2-pt jump shot from 7 ft,,2,45,39,6,875.0
9:24.0,Defensive rebound by C. Martin,45-39, ,,2,45,39,6,876.0
9:04.0,D. Robinson makes 2-pt jump shot from 10 ft,47-39, ,,2,47,39,8,896.0
8:52.0, ,47-39,S. Barnes misses 3-pt jump shot from 26 ft,,2,47,39,8,908.0
8:49.0,Defensive rebound by J. Richardson,47-39, ,,2,47,39,8,911.0
8:45.0,D. Robinson misses 3-pt jump shot from 25 ft,47-39, ,,2,47,39,8,915.0
8:42.0, ,47-39,Defensive rebound by P. Achiuwa,,2,47,39,8,918.0
8:30.0, ,47-41,P. Achiuwa makes 2-pt layup from 2 ft (assist by O. Porter),,2,47,41,6,930.0
8:21.0,D. Robinson makes 2-pt layup from 1 ft (assist by J. Jaquez),49-41, ,,2,49,41,8,939.0
8:09.0, ,49-44,P. Achiuwa makes 3-pt jump shot from 23 ft (assist by S. Barnes),,2,49,44,5,951.0
7:47.0,J. Jaquez misses 2-pt jump shot from 18 ft,49-44, ,,2,49,44,5,973.0
7:44.0, ,49-44,Defensive rebound by M. Flynn,,2,49,44,5,976.0
7:34.0, ,49-44,G. Trent misses 3-pt jump shot from 26 ft,,2,49,44,5,986.0
7:32.0,Defensive rebound by D. Robinson,49-44, ,,2,49,44,5,988.0
7:29.0,C. Martin makes 2-pt layup from 1 ft (assist by D. Robinson),51-44, ,,2,51,44,7,991.0
7:29.0, ,51-44,Toronto full timeout,,2,51,44,7,991.0
7:29.0, ,51-44,O. Anunoby enters the game for P. Achiuwa,,2,51,44,7,991.0
7:29.0, ,51-44,C. Boucher enters the game for S. Barnes,,2,51,44,7,991.0
7:29.0, ,51-44,J. Poeltl enters the game for M. Flynn,,2,51,44,7,991.0
7:29.0, ,51-44,D. Schröder enters the game for G. Trent,,2,51,44,7,991.0
7:09.0, ,51-46,J. Poeltl makes 2-pt jump shot from 12 ft (assist by O. Anunoby),,2,51,46,5,1011.0
6:52.0,D. Robinson misses 3-pt jump shot from 26 ft,51-46, ,,2,51,46,5,1028.0
6:49.0, ,51-46,Defensive rebound by D. Schröder,,2,51,46,5,1031.0
6:42.0, ,51-46,D. Schröder misses 2-pt jump shot from 13 ft,,2,51,46,5,1038.0
6:39.0,Defensive rebound by C. Martin,51-46, ,,2,51,46,5,1041.0
6:35.0,C. Martin misses 2-pt layup from 3 ft,51-46, ,,2,51,46,5,1045.0
6:33.0, ,51-46,Defensive rebound by O. Anunoby,,2,51,46,5,1047.0
6:31.0, ,51-48,D. Schröder makes 2-pt layup from 3 ft (assist by O. Anunoby),,2,51,48,3,1049.0
6:19.0,Offensive foul by O. Robinson (drawn by C. Boucher),51-48, ,,2,51,48,3,1061.0
6:19.0,Turnover by O. Robinson (offensive foul),51-48, ,,2,51,48,3,1061.0
6:19.0,J. Butler enters the game for J. Jaquez,51-48, ,,2,51,48,3,1061.0
6:19.0,N. Jović enters the game for C. Martin,51-48, ,,2,51,48,3,1061.0
6:19.0,K. Lowry enters the game for D. Robinson,51-48, ,,2,51,48,3,1061.0
6:19.0, ,51-48,P. Siakam enters the game for O. Porter,,2,51,48,3,1061.0
6:05.0, ,51-48,D. Schröder misses 2-pt jump shot from 12 ft,,2,51,48,3,1075.0
6:02.0,Defensive rebound by N. Jović,51-48, ,,2,51,48,3,1078.0
5:53.0,J. Richardson misses 2-pt jump shot from 6 ft,51-48, ,,2,51,48,3,1087.0
5:51.0, ,51-48,Defensive rebound by C. Boucher,,2,51,48,3,1089.0
5:51.0, ,51-48,Personal foul by N. Jović (drawn by C. Boucher),,2,51,48,3,1089.0
5:43.0, ,51-48,Personal foul by O. Robinson (drawn by J. Poeltl),,2,51,48,3,1097.0
5:32.0, ,51-48,O. Anunoby misses 3-pt jump shot from 27 ft,,2,51,48,3,1108.0
5:30.0,Defensive rebound by N. Jović,51-48, ,,2,51,48,3,1110.0
5:21.0,Def 3 sec tech foul by Team,51-48, ,,2,51,48,3,1119.0
5:21.0,J. Butler misses technical free throw,51-48, ,,2,51,48,3,1119.0
5:21.0,Offensive rebound by Team,51-48, ,,2,51,48,3,1119.0
5:11.0,N. Jović misses 3-pt jump shot from 26 ft,51-48, ,,2,51,48,3,1129.0
5:09.0, ,51-48,Defensive rebound by J. Poeltl,,2,51,48,3,1131.0
5:02.0, ,51-48,Shooting foul by N. Jović (drawn by O. Anunoby),,2,51,48,3,1138.0
5:02.0, ,51-49,O. Anunoby makes free throw 1 of 2,,2,51,49,2,1138.0
5:02.0,K. Love enters the game for O. Robinson,51-49, ,,2,51,49,2,1138.0
5:02.0, ,51-50,O. Anunoby makes free throw 2 of 2,,2,51,50,1,1138.0
4:40.0,J. Richardson makes 3-pt jump shot from 25 ft (assist by J. Butler),54-50, ,,2,54,50,4,1160.0
4:25.0, ,54-52,D. Schröder makes 2-pt layup from 7 ft,,2,54,52,2,1175.0
4:09.0,J. Butler misses 2-pt jump shot from 5 ft,54-52, ,,2,54,52,2,1191.0
4:06.0, ,54-52,Defensive rebound by P. Siakam,,2,54,52,2,1194.0
3:57.0, ,54-54,P. Siakam makes 2-pt jump shot from 13 ft (assist by O. Anunoby),Tie,2,54,54,0,1203.0
3:40.0,K. Love makes 3-pt jump shot from 24 ft (assist by J. Butler),57-54, ,,2,57,54,3,1220.0
3:20.0, ,57-57,O. Anunoby makes 3-pt jump shot from 26 ft (assist by P. Siakam),Tie,2,57,57,0,1240.0
3:01.0,Turnover by N. Jović (traveling),57-57, ,,2,57,57,0,1259.0
3:01.0,J. Jaquez enters the game for N. Jović,57-57, ,,2,57,57,0,1259.0
3:01.0,C. Martin enters the game for J. Richardson,57-57, ,,2,57,57,0,1259.0
3:01.0, ,57-57,S. Barnes enters the game for C. Boucher,,2,57,57,0,1259.0
2:48.0, ,57-60,P. Siakam makes 3-pt jump shot from 23 ft (assist by D. Schröder),Lead change,2,57,60,-3,1272.0
2:36.0,K. Love makes 2-pt jump shot from 12 ft,59-60, ,,2,59,60,-1,1284.0
2:21.0, ,59-60,D. Schröder misses 2-pt jump shot from 13 ft,,2,59,60,-1,1299.0
2:21.0, ,59-60,Offensive rebound by Team,,2,59,60,-1,1299.0
2:21.0,Miami full timeout,59-60, ,,2,59,60,-1,1299.0
2:16.0, ,59-62,P. Siakam makes 2-pt jump shot from 11 ft (assist by S. Barnes),,2,59,62,-3,1304.0
2:00.0,Personal foul by D. Schröder (drawn by J. Butler),59-62, ,,2,59,62,-3,1320.0
1:51.0,C. Martin misses 2-pt jump shot from 14 ft,59-62, ,,2,59,62,-3,1329.0
1:49.0, ,59-62,Defensive rebound by O. Anunoby,,2,59,62,-3,1331.0
1:39.0, ,59-64,O. Anunoby makes 2-pt layup from 3 ft (assist by S. Barnes),,2,59,64,-5,1341.0
1:23.0,C. Martin misses 3-pt jump shot from 25 ft,59-64, ,,2,59,64,-5,1357.0
1:20.0,Offensive rebound by K. Love,59-64, ,,2,59,64,-5,1360.0
1:19.0,J. Butler makes 2-pt jump shot from 4 ft (assist by K. Love),61-64, ,,2,61,64,-3,1361.0
1:01.0, ,61-64,O. Anunoby misses 3-pt jump shot from 26 ft,,2,61,64,-3,1379.0
0:58.0,Defensive rebound by K. Lowry,61-64, ,,2,61,64,-3,1382.0
0:42.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by C. Martin),64-64, ,Tie,2,64,64,0,1398.0
0:32.0, ,64-64,Personal foul by J. Butler (drawn by P. Siakam),,2,64,64,0,1408.0
0:32.0, ,64-65,P. Siakam makes free throw 1 of 2,,2,64,65,-1,1408.0
0:32.0, ,64-66,P. Siakam makes free throw 2 of 2,,2,64,66,-2,1408.0
0:17.0,J. Jaquez misses 3-pt jump shot from 25 ft,64-66, ,,2,64,66,-2,1423.0
0:14.0, ,64-66,Defensive rebound by O. Anunoby,,2,64,66,-2,1426.0
0:04.0, ,64-66,D. Schröder misses 2-pt jump shot from 6 ft (block by K. Lowry),,2,64,66,-2,1436.0
0:02.0, ,64-66,Offensive rebound by D. Schröder,,2,64,66,-2,1438.0
0:00.0, ,64-66,S. Barnes misses 3-pt jump shot from 23 ft,,2,64,66,-2,1440.0
0:00.0,Defensive rebound by C. Martin,64-66, ,,2,64,66,-2,1440.0
0:00.0,End of 2nd quarter,64-66,,,2,64,66,-2,1440.0
12:00.0,Start of 3rd quarter,64-66,,,3,64,66,-2,1440.0
11:44.0,Personal foul by O. Anunoby (drawn by K. Lowry),64-66, ,,3,64,66,-2,1456.0
11:37.0,D. Robinson misses 3-pt jump shot from 26 ft,64-66, ,,3,64,66,-2,1463.0
11:34.0, ,64-66,Defensive rebound by S. Barnes,,3,64,66,-2,1466.0
11:25.0, ,64-66,Turnover by S. Barnes (traveling),,3,64,66,-2,1475.0
11:14.0,Shooting foul by J. Poeltl (drawn by C. Martin),64-66, ,,3,64,66,-2,1486.0
11:14.0,C. Martin misses free throw 1 of 2,64-66, ,,3,64,66,-2,1486.0
11:14.0,Offensive rebound by Team,64-66, ,,3,64,66,-2,1486.0
11:14.0,C. Martin makes free throw 2 of 2,65-66, ,,3,65,66,-1,1486.0
10:56.0, ,65-66,Turnover by O. Anunoby (bad pass; steal by O. Robinson),,3,65,66,-1,1504.0
10:49.0,O. Robinson makes 3-pt jump shot from 26 ft (assist by J. Butler),68-66, ,Lead change,3,68,66,2,1511.0
10:19.0, ,68-66,D. Schröder misses 3-pt jump shot from 26 ft,,3,68,66,2,1541.0
10:15.0,Defensive rebound by D. Robinson,68-66, ,,3,68,66,2,1545.0
10:06.0,Personal foul by D. Schröder (drawn by J. Butler),68-66, ,,3,68,66,2,1554.0
9:59.0,Turnover by K. Lowry (traveling),68-66, ,,3,68,66,2,1561.0
9:50.0, ,68-66,D. Schröder misses 2-pt layup from 2 ft,,3,68,66,2,1570.0
9:48.0,Defensive rebound by D. Robinson,68-66, ,,3,68,66,2,1572.0
9:45.0,D. Robinson misses 3-pt jump shot from 26 ft,68-66, ,,3,68,66,2,1575.0
9:43.0, ,68-66,Defensive rebound by Team,,3,68,66,2,1577.0
9:30.0, ,68-66,S. Barnes misses 3-pt jump shot from 23 ft,,3,68,66,2,1590.0
9:26.0,Defensive rebound by K. Lowry,68-66, ,,3,68,66,2,1594.0
9:15.0,O. Robinson misses 2-pt dunk from 2 ft (block by J. Poeltl),68-66, ,,3,68,66,2,1605.0
9:12.0,Offensive rebound by O. Robinson,68-66, ,,3,68,66,2,1608.0
9:08.0,O. Robinson misses 2-pt layup from 2 ft,68-66, ,,3,68,66,2,1612.0
9:05.0,Offensive rebound by D. Robinson,68-66, ,,3,68,66,2,1615.0
9:05.0,D. Robinson makes 2-pt layup at rim,70-66, ,,3,70,66,4,1615.0
8:56.0, ,70-66,S. Barnes misses 2-pt jump shot from 4 ft,,3,70,66,4,1624.0
8:55.0,Defensive rebound by O. Robinson,70-66, ,,3,70,66,4,1625.0
8:43.0,J. Butler makes 2-pt layup from 1 ft (assist by D. Robinson),72-66, ,,3,72,66,6,1637.0
8:43.0, ,72-66,Toronto full timeout,,3,72,66,6,1637.0
8:43.0, ,72-66,G. Trent enters the game for S. Barnes,,3,72,66,6,1637.0
8:25.0, ,72-66,Turnover by P. Siakam (lost ball; steal by O. Robinson),,3,72,66,6,1655.0
8:09.0,C. Martin misses 2-pt jump shot from 17 ft,72-66, ,,3,72,66,6,1671.0
8:06.0, ,72-66,Defensive rebound by D. Schröder,,3,72,66,6,1674.0
7:54.0, ,72-66,G. Trent misses 3-pt jump shot from 26 ft,,3,72,66,6,1686.0
7:50.0,Defensive rebound by J. Butler,72-66, ,,3,72,66,6,1690.0
7:45.0,D. Robinson misses 2-pt layup from 2 ft (block by J. Poeltl),72-66, ,,3,72,66,6,1695.0
7:43.0, ,72-66,Defensive rebound by D. Schröder,,3,72,66,6,1697.0
7:38.0, ,72-66,Offensive foul by P. Siakam (drawn by K. Lowry),,3,72,66,6,1702.0
7:38.0, ,72-66,Turnover by P. Siakam (offensive foul),,3,72,66,6,1702.0
7:14.0,J. Butler makes 2-pt jump shot from 8 ft,74-66, ,,3,74,66,8,1726.0
7:00.0, ,74-66,Turnover by O. Anunoby (bad pass; steal by D. Robinson),,3,74,66,8,1740.0
6:52.0,D. Robinson makes 2-pt dunk from 1 ft (assist by K. Lowry),76-66, ,,3,76,66,10,1748.0
6:51.0, ,76-66,Toronto full timeout,,3,76,66,10,1749.0
6:36.0, ,76-66,D. Schröder misses 2-pt layup from 6 ft (block by K. Lowry),,3,76,66,10,1764.0
6:36.0,Defensive rebound by K. Lowry,76-66, ,,3,76,66,10,1764.0
6:30.0,J. Butler makes 2-pt layup from 1 ft (assist by K. Lowry),78-66, ,,3,78,66,12,1770.0
6:22.0, ,78-66,Personal foul by K. Lowry (drawn by P. Siakam),,3,78,66,12,1778.0
6:09.0, ,78-66,Offensive foul by G. Trent (drawn by D. Robinson),,3,78,66,12,1791.0
6:09.0, ,78-66,Turnover by G. Trent (offensive foul),,3,78,66,12,1791.0
6:09.0, ,78-66,O. Porter enters the game for J. Poeltl,,3,78,66,12,1791.0
5:56.0,Shooting foul by D. Schröder (drawn by J. Butler),78-66, ,,3,78,66,12,1804.0
5:56.0,J. Butler makes free throw 1 of 2,79-66, ,,3,79,66,13,1804.0
5:56.0,J. Butler makes free throw 2 of 2,80-66, ,,3,80,66,14,1804.0
5:37.0, ,80-66,O. Porter misses 3-pt jump shot from 25 ft,,3,80,66,14,1823.0
5:35.0, ,80-66,Offensive rebound by D. Schröder,,3,80,66,14,1825.0
5:34.0, ,80-68,P. Siakam makes 2-pt layup from 2 ft (assist by D. Schröder),,3,80,68,12,1826.0
5:34.0, ,80-68,Shooting foul by C. Martin (drawn by P. Siakam),,3,80,68,12,1826.0
5:34.0,J. Jaquez enters the game for C. Martin,80-68, ,,3,80,68,12,1826.0
5:34.0,J. Richardson enters the game for D. Robinson,80-68, ,,3,80,68,12,1826.0
5:34.0, ,80-69,P. Siakam makes free throw 1 of 1,,3,80,69,11,1826.0
5:23.0,J. Jaquez misses 2-pt layup from 6 ft (block by O. Porter),80-69, ,,3,80,69,11,1837.0
5:22.0,Offensive rebound by O. Robinson,80-69, ,,3,80,69,11,1838.0
5:21.0,Shooting foul by O. Porter (drawn by J. Jaquez),80-69, ,,3,80,69,11,1839.0
5:21.0,J. Jaquez makes free throw 1 of 2,81-69, ,,3,81,69,12,1839.0
5:21.0,J. Jaquez makes free throw 2 of 2,82-69, ,,3,82,69,13,1839.0
5:08.0, ,82-69,Offensive foul by O. Porter (drawn by J. Jaquez),,3,82,69,13,1852.0
5:08.0, ,82-69,Turnover by O. Porter (offensive foul),,3,82,69,13,1852.0
4:47.0,K. Lowry misses 3-pt jump shot from 27 ft,82-69, ,,3,82,69,13,1873.0
4:45.0,Offensive rebound by J. Richardson,82-69, ,,3,82,69,13,1875.0
4:36.0,Turnover by J. Jaquez (bad pass; steal by O. Anunoby),82-69, ,,3,82,69,13,1884.0
4:27.0, ,82-69,D. Schröder misses 3-pt jump shot from 23 ft,,3,82,69,13,1893.0
4:22.0,Defensive rebound by J. Butler,82-69, ,,3,82,69,13,1898.0
4:16.0,J. Butler misses 2-pt jump shot from 7 ft,82-69, ,,3,82,69,13,1904.0
4:14.0, ,82-69,Defensive rebound by G. Trent,,3,82,69,13,1906.0
4:00.0, ,82-72,O. Anunoby makes 3-pt jump shot from 27 ft (assist by G. Trent),,3,82,72,10,1920.0
3:51.0,Turnover by J. Jaquez (lost ball; steal by O. Porter),82-72, ,,3,82,72,10,1929.0
3:40.0, ,82-74,G. Trent makes 2-pt jump shot from 13 ft,,3,82,74,8,1940.0
3:39.0,Miami full timeout,82-74, ,,3,82,74,8,1941.0
3:39.0,K. Love enters the game for O. Robinson,82-74, ,,3,82,74,8,1941.0
3:28.0,Personal foul by G. Trent (drawn by J. Butler),82-74, ,,3,82,74,8,1952.0
3:28.0,J. Butler makes free throw 1 of 2,83-74, ,,3,83,74,9,1952.0
3:28.0,J. Butler makes free throw 2 of 2,84-74, ,,3,84,74,10,1952.0
3:20.0, ,84-74,Personal foul by K. Love (drawn by D. Schröder),,3,84,74,10,1960.0
3:16.0, ,84-74,Offensive foul by D. Schröder (drawn by J. Richardson),,3,84,74,10,1964.0
3:16.0, ,84-74,Turnover by D. Schröder (offensive foul),,3,84,74,10,1964.0
