Time,Detroit,Score,New York,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
4:43.0, ,19-16,Offensive rebound by J. Sims,,1,19,16,3,437.0
4:36.0, ,19-16,J. Hart misses 3-pt jump shot from 26 ft,,1,19,16,3,444.0
4:34.0, ,19-16,Offensive rebound by P. Achiuwa,,1,19,16,3,446.0
4:31.0, ,19-16,J. Hart misses 2-pt jump shot from 5 ft (block by Q. Grimes),,1,19,16,3,449.0
4:30.0, ,19-16,Offensive rebound by Team,,1,19,16,3,450.0
4:25.0, ,19-18,D. DiVincenzo makes 2-pt layup from 2 ft (assist by J. Brunson),,1,19,18,1,455.0
4:12.0,J. Duren misses 2-pt jump shot from 3 ft,19-18, ,,1,19,18,1,468.0
4:10.0, ,19-18,Defensive rebound by P. Achiuwa,,1,19,18,1,470.0
4:05.0, ,19-18,J. Hart misses 2-pt layup at rim,,1,19,18,1,475.0
4:03.0, ,19-18,Offensive rebound by J. Sims,,1,19,18,1,477.0
4:02.0, ,19-20,J. Hart makes 2-pt layup from 1 ft (assist by J. Sims),Lead change,1,19,20,-1,478.0
4:02.0,Detroit full timeout,19-20, ,,1,19,20,-1,478.0
4:02.0,J. Wiseman enters the game for J. Duren,19-20, ,,1,19,20,-1,478.0
3:50.0,Turnover by C. Cunningham (bad pass; steal by D. DiVincenzo),19-20, ,,1,19,20,-1,490.0
3:38.0, ,19-22,J. Hart makes 2-pt layup from 1 ft (assist by D. DiVincenzo),,1,19,22,-3,502.0
3:27.0,C. Cunningham makes 2-pt layup from 1 ft,21-22, ,,1,21,22,-1,513.0
3:02.0, ,21-22,J. Hart misses 2-pt jump shot from 16 ft,,1,21,22,-1,538.0
3:00.0,Defensive rebound by J. Wiseman,21-22, ,,1,21,22,-1,540.0
2:50.0,J. Wiseman makes 2-pt dunk from 1 ft (assist by C. Cunningham),23-22, ,Lead change,1,23,22,1,550.0
2:40.0, ,23-22,New York full timeout,,1,23,22,1,560.0
2:40.0,M. Flynn enters the game for C. Cunningham,23-22, ,,1,23,22,1,560.0
2:40.0,E. Fournier enters the game for A. Thompson,23-22, ,,1,23,22,1,560.0
2:40.0, ,23-22,A. Burks enters the game for D. DiVincenzo,,1,23,22,1,560.0
2:40.0, ,23-22,Violation by Team (delay of game),,1,23,22,1,560.0
2:26.0, ,23-22,J. Hart misses 2-pt layup from 2 ft,,1,23,22,1,574.0
2:24.0, ,23-22,Offensive rebound by P. Achiuwa,,1,23,22,1,576.0
2:24.0, ,23-22,P. Achiuwa misses 2-pt layup at rim,,1,23,22,1,576.0
2:23.0, ,23-22,Offensive rebound by J. Sims,,1,23,22,1,577.0
2:22.0, ,23-25,A. Burks makes 3-pt jump shot from 25 ft (assist by J. Sims),Lead change,1,23,25,-2,578.0
2:04.0,Offensive foul by J. Wiseman (drawn by J. Sims),23-25, ,,1,23,25,-2,596.0
2:04.0,Turnover by J. Wiseman (offensive foul),23-25, ,,1,23,25,-2,596.0
2:04.0,T. Evbuomwan enters the game for S. Fontecchio,23-25, ,,1,23,25,-2,596.0
2:04.0, ,23-25,B. Bogdanović enters the game for J. Hart,,1,23,25,-2,596.0
1:47.0, ,23-27,J. Brunson makes 2-pt jump shot from 12 ft,,1,23,27,-4,613.0
1:27.0,M. Flynn misses 3-pt jump shot from 23 ft,23-27, ,,1,23,27,-4,633.0
1:25.0, ,23-27,Defensive rebound by P. Achiuwa,,1,23,27,-4,635.0
1:17.0, ,23-27,Turnover by P. Achiuwa (traveling),,1,23,27,-4,643.0
0:59.0,Turnover by E. Fournier (bad pass; steal by A. Burks),23-27, ,,1,23,27,-4,661.0
0:54.0, ,23-29,A. Burks makes 2-pt jump shot from 13 ft (assist by J. Brunson),,1,23,29,-6,666.0
0:54.0, ,23-29,Shooting foul by M. Flynn (drawn by A. Burks),,1,23,29,-6,666.0
0:54.0, ,23-29,A. Burks misses free throw 1 of 1,,1,23,29,-6,666.0
0:52.0,Defensive rebound by J. Wiseman,23-29, ,,1,23,29,-6,668.0
0:30.0,T. Evbuomwan makes 2-pt jump shot from 5 ft (assist by Q. Grimes),25-29, ,,1,25,29,-4,690.0
0:14.0, ,25-29,J. Brunson misses 2-pt layup from 3 ft (block by Q. Grimes),,1,25,29,-4,706.0
0:12.0,Defensive rebound by M. Flynn,25-29, ,,1,25,29,-4,708.0
0:01.0,M. Flynn makes 2-pt jump shot from 7 ft,27-29, ,,1,27,29,-2,719.0
0:00.0,End of 1st quarter,27-29,,,1,27,29,-2,720.0
12:00.0,Start of 2nd quarter,27-29,,,2,27,29,-2,720.0
11:38.0, ,27-29,Turnover by B. Bogdanović (lost ball),,2,27,29,-2,742.0
11:38.0, ,27-29,Loose ball foul by B. Bogdanović (drawn by E. Fournier),,2,27,29,-2,742.0
11:33.0,Turnover by Q. Grimes (traveling),27-29, ,,2,27,29,-2,747.0
11:22.0, ,27-32,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by J. Brunson),,2,27,32,-5,758.0
11:06.0,Q. Grimes misses 3-pt jump shot from 23 ft,27-32, ,,2,27,32,-5,774.0
11:03.0, ,27-32,Defensive rebound by J. Sims,,2,27,32,-5,777.0
10:53.0, ,27-34,A. Burks makes 2-pt layup from 1 ft,,2,27,34,-7,787.0
10:39.0,J. Wiseman misses 2-pt layup from 2 ft,27-34, ,,2,27,34,-7,801.0
10:37.0, ,27-34,Defensive rebound by P. Achiuwa,,2,27,34,-7,803.0
10:32.0, ,27-34,Offensive foul by P. Achiuwa (drawn by T. Evbuomwan),,2,27,34,-7,808.0
10:32.0, ,27-34,Turnover by P. Achiuwa (offensive foul),,2,27,34,-7,808.0
10:32.0, ,27-34,I. Hartenstein enters the game for P. Achiuwa,,2,27,34,-7,808.0
10:32.0, ,27-34,J. Hart enters the game for J. Brunson,,2,27,34,-7,808.0
10:32.0, ,27-34,M. McBride enters the game for J. Sims,,2,27,34,-7,808.0
10:25.0,Q. Grimes misses 2-pt layup from 2 ft,27-34, ,,2,27,34,-7,815.0
10:23.0,Offensive rebound by J. Wiseman,27-34, ,,2,27,34,-7,817.0
10:23.0,J. Wiseman misses 2-pt layup at rim,27-34, ,,2,27,34,-7,817.0
10:21.0, ,27-34,Defensive rebound by I. Hartenstein,,2,27,34,-7,819.0
10:15.0, ,27-34,B. Bogdanović misses 3-pt jump shot from 23 ft (block by Q. Grimes),,2,27,34,-7,825.0
10:14.0, ,27-34,Offensive rebound by Team,,2,27,34,-7,826.0
10:09.0, ,27-34,A. Burks misses 2-pt jump shot from 12 ft,,2,27,34,-7,831.0
10:07.0, ,27-34,Offensive rebound by I. Hartenstein,,2,27,34,-7,833.0
10:05.0, ,27-34,B. Bogdanović misses 3-pt jump shot from 25 ft,,2,27,34,-7,835.0
10:03.0,Defensive rebound by J. Wiseman,27-34, ,,2,27,34,-7,837.0
9:46.0,Q. Grimes misses 3-pt jump shot from 25 ft,27-34, ,,2,27,34,-7,854.0
9:44.0, ,27-34,Defensive rebound by J. Hart,,2,27,34,-7,856.0
9:41.0, ,27-36,B. Bogdanović makes 2-pt dunk from 1 ft (assist by J. Hart),,2,27,36,-9,859.0
9:24.0,Turnover by Q. Grimes (lost ball; steal by J. Hart),27-36, ,,2,27,36,-9,876.0
9:18.0, ,27-36,A. Burks misses 3-pt jump shot from 24 ft,,2,27,36,-9,882.0
9:16.0, ,27-36,Offensive rebound by J. Hart,,2,27,36,-9,884.0
9:06.0, ,27-38,J. Hart makes 2-pt jump shot from 5 ft (assist by I. Hartenstein),,2,27,38,-11,894.0
9:04.0,Detroit full timeout,27-38, ,,2,27,38,-11,896.0
9:04.0,J. Ivey enters the game for Q. Grimes,27-38, ,,2,27,38,-11,896.0
8:43.0,Shooting foul by I. Hartenstein (drawn by J. Ivey),27-38, ,,2,27,38,-11,917.0
8:43.0,J. Ivey makes free throw 1 of 2,28-38, ,,2,28,38,-10,917.0
8:43.0,A. Thompson enters the game for T. Evbuomwan,28-38, ,,2,28,38,-10,917.0
8:43.0,J. Ivey makes free throw 2 of 2,29-38, ,,2,29,38,-9,917.0
8:32.0, ,29-41,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by A. Burks),,2,29,41,-12,928.0
8:18.0,E. Fournier makes 2-pt layup from 1 ft (assist by M. Flynn),31-41, ,,2,31,41,-10,942.0
8:00.0, ,31-41,M. McBride misses 3-pt jump shot from 22 ft,,2,31,41,-10,960.0
7:58.0,Defensive rebound by A. Thompson,31-41, ,,2,31,41,-10,962.0
7:51.0,M. Flynn makes 3-pt jump shot from 26 ft,34-41, ,,2,34,41,-7,969.0
7:33.0, ,34-41,A. Burks misses 2-pt jump shot from 14 ft,,2,34,41,-7,987.0
7:31.0, ,34-41,Offensive rebound by A. Burks,,2,34,41,-7,989.0
7:31.0, ,34-41,A. Burks misses 2-pt layup at rim,,2,34,41,-7,989.0
7:29.0, ,34-41,Offensive rebound by I. Hartenstein,,2,34,41,-7,991.0
7:29.0, ,34-41,I. Hartenstein misses 2-pt layup at rim,,2,34,41,-7,991.0
7:27.0,Defensive rebound by A. Thompson,34-41, ,,2,34,41,-7,993.0
7:13.0,Turnover by J. Ivey (out of bounds lost ball),34-41, ,,2,34,41,-7,1007.0
7:13.0,C. Cunningham enters the game for M. Flynn,34-41, ,,2,34,41,-7,1007.0
6:59.0, ,34-43,M. McBride makes 2-pt jump shot from 9 ft,,2,34,43,-9,1021.0
6:50.0,Turnover by C. Cunningham (step out of bounds),34-43, ,,2,34,43,-9,1030.0
6:50.0,J. Duren enters the game for E. Fournier,34-43, ,,2,34,43,-9,1030.0
6:50.0,S. Fontecchio enters the game for J. Wiseman,34-43, ,,2,34,43,-9,1030.0
6:32.0, ,34-43,B. Bogdanović misses 3-pt jump shot from 27 ft,,2,34,43,-9,1048.0
6:29.0, ,34-43,Offensive rebound by Team,,2,34,43,-9,1051.0
6:14.0, ,34-46,J. Hart makes 3-pt jump shot from 25 ft (assist by I. Hartenstein),,2,34,46,-12,1066.0
6:05.0,Shooting foul by I. Hartenstein (drawn by J. Duren),34-46, ,,2,34,46,-12,1075.0
6:05.0,J. Duren makes free throw 1 of 2,35-46, ,,2,35,46,-11,1075.0
6:05.0, ,35-46,D. DiVincenzo enters the game for A. Burks,,2,35,46,-11,1075.0
6:05.0,J. Duren makes free throw 2 of 2,36-46, ,,2,36,46,-10,1075.0
5:50.0, ,36-46,Shooting foul by A. Thompson (drawn by J. Hart),,2,36,46,-10,1090.0
5:50.0, ,36-47,J. Hart makes free throw 1 of 2,,2,36,47,-11,1090.0
5:50.0, ,36-48,J. Hart makes free throw 2 of 2,,2,36,48,-12,1090.0
5:38.0,S. Fontecchio makes 3-pt jump shot from 23 ft (assist by J. Duren),39-48, ,,2,39,48,-9,1102.0
5:11.0, ,39-50,I. Hartenstein makes 2-pt dunk from 1 ft (assist by B. Bogdanović),,2,39,50,-11,1129.0
4:59.0,C. Cunningham makes 2-pt jump shot from 14 ft (assist by J. Duren),41-50, ,,2,41,50,-9,1141.0
4:53.0, ,41-50,Turnover by J. Hart (bad pass; steal by A. Thompson),,2,41,50,-9,1147.0
4:45.0,Turnover by A. Thompson (bad pass),41-50, ,,2,41,50,-9,1155.0
4:45.0, ,41-50,J. Brunson enters the game for M. McBride,,2,41,50,-9,1155.0
4:33.0, ,41-50,J. Hart misses 3-pt jump shot from 25 ft,,2,41,50,-9,1167.0
4:31.0,Defensive rebound by J. Duren,41-50, ,,2,41,50,-9,1169.0
4:15.0,J. Duren misses 2-pt layup from 5 ft,41-50, ,,2,41,50,-9,1185.0
4:13.0, ,41-50,Defensive rebound by J. Hart,,2,41,50,-9,1187.0
4:07.0, ,41-50,J. Brunson misses 2-pt jump shot from 7 ft,,2,41,50,-9,1193.0
4:06.0,Defensive rebound by C. Cunningham,41-50, ,,2,41,50,-9,1194.0
4:02.0,A. Thompson makes 2-pt dunk from 1 ft (assist by C. Cunningham),43-50, ,,2,43,50,-7,1198.0
3:54.0, ,43-50,New York full timeout,,2,43,50,-7,1206.0
3:54.0, ,43-50,P. Achiuwa enters the game for I. Hartenstein,,2,43,50,-7,1206.0
3:43.0, ,43-50,P. Achiuwa misses 2-pt layup from 3 ft,,2,43,50,-7,1217.0
3:41.0,Defensive rebound by S. Fontecchio,43-50, ,,2,43,50,-7,1219.0
3:26.0,Shooting foul by B. Bogdanović (drawn by C. Cunningham),43-50, ,,2,43,50,-7,1234.0
3:26.0,C. Cunningham makes free throw 1 of 3,44-50, ,,2,44,50,-6,1234.0
3:26.0,C. Cunningham makes free throw 2 of 3,45-50, ,,2,45,50,-5,1234.0
3:26.0,C. Cunningham makes free throw 3 of 3,46-50, ,,2,46,50,-4,1234.0
3:02.0, ,46-50,P. Achiuwa misses 2-pt layup from 1 ft (block by C. Cunningham),,2,46,50,-4,1258.0
3:00.0,Defensive rebound by A. Thompson,46-50, ,,2,46,50,-4,1260.0
2:59.0,S. Fontecchio makes 2-pt layup from 1 ft (assist by A. Thompson),48-50, ,,2,48,50,-2,1261.0
2:37.0, ,48-50,J. Brunson misses 2-pt layup from 1 ft,,2,48,50,-2,1283.0
2:36.0, ,48-50,Offensive rebound by Team,,2,48,50,-2,1284.0
2:36.0, ,48-50,J. Sims enters the game for B. Bogdanović,,2,48,50,-2,1284.0
2:32.0, ,48-50,Turnover by D. DiVincenzo (bad pass; steal by A. Thompson),,2,48,50,-2,1288.0
2:29.0,Turnover by A. Thompson (bad pass; steal by J. Brunson),48-50, ,,2,48,50,-2,1291.0
2:24.0, ,48-53,D. DiVincenzo makes 3-pt jump shot from 23 ft (assist by P. Achiuwa),,2,48,53,-5,1296.0
2:13.0,C. Cunningham makes 3-pt jump shot from 25 ft,51-53, ,,2,51,53,-2,1307.0
1:55.0, ,51-53,J. Brunson misses 2-pt jump shot from 10 ft,,2,51,53,-2,1325.0
1:53.0,Defensive rebound by J. Duren,51-53, ,,2,51,53,-2,1327.0
1:52.0,Personal foul by P. Achiuwa (drawn by C. Cunningham),51-53, ,,2,51,53,-2,1328.0
1:52.0,C. Cunningham makes free throw 1 of 2,52-53, ,,2,52,53,-1,1328.0
1:52.0,C. Cunningham makes free throw 2 of 2,53-53, ,Tie,2,53,53,0,1328.0
1:36.0, ,53-56,D. DiVincenzo makes 3-pt jump shot from 27 ft (assist by J. Brunson),,2,53,56,-3,1344.0
1:18.0,J. Duren makes 2-pt dunk at rim (assist by C. Cunningham),55-56, ,,2,55,56,-1,1362.0
1:03.0, ,55-56,D. DiVincenzo misses 3-pt jump shot from 25 ft,,2,55,56,-1,1377.0
1:01.0, ,55-56,Offensive rebound by J. Sims,,2,55,56,-1,1379.0
0:57.0, ,55-58,J. Brunson makes 2-pt jump shot from 5 ft (assist by J. Hart),,2,55,58,-3,1383.0
0:57.0, ,55-58,Shooting foul by J. Duren (drawn by J. Brunson),,2,55,58,-3,1383.0
0:57.0, ,55-59,J. Brunson makes free throw 1 of 1,,2,55,59,-4,1383.0
0:40.0,S. Fontecchio misses 3-pt jump shot from 23 ft,55-59, ,,2,55,59,-4,1400.0
0:37.0, ,55-59,Defensive rebound by D. DiVincenzo,,2,55,59,-4,1403.0
0:30.0, ,55-59,J. Brunson misses 2-pt jump shot from 12 ft (block by C. Cunningham),,2,55,59,-4,1410.0
0:28.0, ,55-59,Offensive rebound by Team,,2,55,59,-4,1412.0
0:21.0, ,55-62,J. Hart makes 3-pt jump shot from 26 ft (assist by J. Brunson),,2,55,62,-7,1419.0
0:03.0,S. Fontecchio makes 3-pt jump shot from 26 ft (assist by C. Cunningham),58-62, ,,2,58,62,-4,1437.0
0:00.0, ,58-62,Turnover by J. Sims (bad pass; steal by J. Duren),,2,58,62,-4,1440.0
0:00.0,J. Duren misses 2-pt layup from 1 ft,58-62, ,,2,58,62,-4,1440.0
0:00.0,Offensive rebound by Team,58-62, ,,2,58,62,-4,1440.0
0:00.0,End of 2nd quarter,58-62,,,2,58,62,-4,1440.0
12:00.0,Start of 3rd quarter,58-62,,,3,58,62,-4,1440.0
11:39.0, ,58-64,D. DiVincenzo makes 2-pt layup from 1 ft (assist by J. Brunson),,3,58,64,-6,1461.0
11:21.0,S. Fontecchio misses 3-pt jump shot from 25 ft,58-64, ,,3,58,64,-6,1479.0
11:19.0, ,58-64,Defensive rebound by P. Achiuwa,,3,58,64,-6,1481.0
11:08.0, ,58-66,I. Hartenstein makes 2-pt layup from 1 ft (assist by J. Brunson),,3,58,66,-8,1492.0
11:00.0,Shooting foul by J. Brunson (drawn by C. Cunningham),58-66, ,,3,58,66,-8,1500.0
11:00.0,C. Cunningham makes free throw 1 of 2,59-66, ,,3,59,66,-7,1500.0
11:00.0,C. Cunningham misses free throw 2 of 2,59-66, ,,3,59,66,-7,1500.0
10:58.0, ,59-66,Defensive rebound by P. Achiuwa,,3,59,66,-7,1502.0
10:42.0, ,59-66,J. Brunson misses 3-pt jump shot from 25 ft,,3,59,66,-7,1518.0
10:40.0,Defensive rebound by J. Duren,59-66, ,,3,59,66,-7,1520.0
10:35.0,J. Ivey misses 2-pt layup from 1 ft (block by J. Hart),59-66, ,,3,59,66,-7,1525.0
10:33.0, ,59-66,Defensive rebound by I. Hartenstein,,3,59,66,-7,1527.0
10:27.0, ,59-69,D. DiVincenzo makes 3-pt jump shot from 25 ft (assist by J. Hart),,3,59,69,-10,1533.0
10:09.0,C. Cunningham makes 2-pt jump shot from 17 ft,61-69, ,,3,61,69,-8,1551.0
9:47.0, ,61-69,I. Hartenstein misses 2-pt jump shot from 10 ft,,3,61,69,-8,1573.0
9:45.0,Defensive rebound by C. Cunningham,61-69, ,,3,61,69,-8,1575.0
9:37.0,C. Cunningham misses 3-pt jump shot from 26 ft,61-69, ,,3,61,69,-8,1583.0
9:35.0, ,61-69,Defensive rebound by D. DiVincenzo,,3,61,69,-8,1585.0
9:31.0, ,61-69,Shooting foul by C. Cunningham (drawn by J. Brunson),,3,61,69,-8,1589.0
9:31.0, ,61-70,J. Brunson makes free throw 1 of 2,,3,61,70,-9,1589.0
9:31.0, ,61-70,J. Brunson misses free throw 2 of 2,,3,61,70,-9,1589.0
9:29.0,Defensive rebound by J. Duren,61-70, ,,3,61,70,-9,1591.0
9:19.0,Turnover by C. Cunningham (bad pass; steal by P. Achiuwa),61-70, ,,3,61,70,-9,1601.0
9:12.0, ,61-70,D. DiVincenzo misses 3-pt jump shot from 27 ft,,3,61,70,-9,1608.0
9:10.0,Defensive rebound by J. Duren,61-70, ,,3,61,70,-9,1610.0
9:04.0,C. Cunningham makes 2-pt layup from 4 ft (assist by J. Duren),63-70, ,,3,63,70,-7,1616.0
8:42.0, ,63-70,Shooting foul by J. Ivey (drawn by J. Brunson),,3,63,70,-7,1638.0
8:42.0, ,63-71,J. Brunson makes free throw 1 of 2,,3,63,71,-8,1638.0
8:42.0, ,63-72,J. Brunson makes free throw 2 of 2,,3,63,72,-9,1638.0
8:34.0,Shooting foul by J. Brunson (drawn by J. Ivey),63-72, ,,3,63,72,-9,1646.0
8:34.0,J. Ivey makes free throw 1 of 2,64-72, ,,3,64,72,-8,1646.0
8:34.0,J. Ivey makes free throw 2 of 2,65-72, ,,3,65,72,-7,1646.0
8:13.0, ,65-75,D. DiVincenzo makes 3-pt jump shot from 25 ft (assist by J. Brunson),,3,65,75,-10,1667.0
8:09.0, ,65-75,Violation by Team (delay of game),,3,65,75,-10,1671.0
8:09.0,C. Cunningham makes technical free throw,66-75, ,,3,66,75,-9,1671.0
8:00.0,S. Fontecchio misses 2-pt jump shot from 9 ft,66-75, ,,3,66,75,-9,1680.0
7:58.0,Offensive rebound by J. Duren,66-75, ,,3,66,75,-9,1682.0
7:55.0,J. Duren makes 2-pt layup from 2 ft,68-75, ,,3,68,75,-7,1685.0
7:32.0, ,68-75,I. Hartenstein misses 2-pt hook shot from 2 ft,,3,68,75,-7,1708.0
7:29.0,Defensive rebound by J. Duren,68-75, ,,3,68,75,-7,1711.0
7:27.0,J. Ivey makes 2-pt jump shot from 2 ft,70-75, ,,3,70,75,-5,1713.0
7:27.0,Shooting foul by J. Hart (drawn by J. Ivey),70-75, ,,3,70,75,-5,1713.0
7:27.0,J. Ivey makes free throw 1 of 1,71-75, ,,3,71,75,-4,1713.0
7:14.0, ,71-78,J. Brunson makes 3-pt jump shot from 26 ft,,3,71,78,-7,1726.0
6:59.0,Turnover by C. Cunningham (step out of bounds),71-78, ,,3,71,78,-7,1741.0
6:59.0, ,71-78,New York full timeout,,3,71,78,-7,1741.0
6:59.0,Technical foul by C. Cunningham,71-78, ,,3,71,78,-7,1741.0
6:59.0, ,71-79,J. Brunson makes technical free throw,,3,71,79,-8,1741.0
6:46.0, ,71-82,J. Hart makes 3-pt jump shot from 23 ft (assist by J. Brunson),,3,71,82,-11,1754.0
6:28.0,A. Thompson misses 3-pt jump shot from 23 ft,71-82, ,,3,71,82,-11,1772.0
6:26.0, ,71-82,Defensive rebound by J. Brunson,,3,71,82,-11,1774.0
6:19.0, ,71-82,J. Brunson misses 3-pt jump shot from 28 ft,,3,71,82,-11,1781.0
6:17.0,Defensive rebound by J. Duren,71-82, ,,3,71,82,-11,1783.0
5:58.0,S. Fontecchio makes 2-pt jump shot from 5 ft (assist by J. Duren),73-82, ,,3,73,82,-9,1802.0
5:46.0, ,73-82,D. DiVincenzo misses 3-pt jump shot from 24 ft,,3,73,82,-9,1814.0
5:44.0,Defensive rebound by J. Duren,73-82, ,,3,73,82,-9,1816.0
5:36.0,J. Ivey misses 3-pt jump shot from 25 ft,73-82, ,,3,73,82,-9,1824.0
5:34.0, ,73-82,Defensive rebound by J. Hart,,3,73,82,-9,1826.0
5:14.0, ,73-84,J. Brunson makes 2-pt jump shot from 2 ft (assist by J. Hart),,3,73,84,-11,1846.0
4:57.0,C. Cunningham misses 2-pt layup from 1 ft,73-84, ,,3,73,84,-11,1863.0
4:55.0, ,73-84,Defensive rebound by J. Hart,,3,73,84,-11,1865.0
