Time,Detroit,Score,Philadelphia,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
8:53.0,Offensive rebound by C. Metu,2-4, ,,1,2,4,-2,187.0
8:53.0,C. Metu misses 2-pt jump shot from 12 ft (block by T. Harris),2-4, ,,1,2,4,-2,187.0
8:52.0, ,2-4,Defensive rebound by T. Harris,,1,2,4,-2,188.0
8:42.0, ,2-4,Shooting foul by J. Duren (drawn by J. Embiid),,1,2,4,-2,198.0
8:42.0, ,2-5,J. Embiid makes free throw 1 of 2,,1,2,5,-3,198.0
8:42.0,J. Wiseman enters the game for J. Duren,2-5, ,,1,2,5,-3,198.0
8:42.0, ,2-6,J. Embiid makes free throw 2 of 2,,1,2,6,-4,198.0
8:28.0,M. Sasser makes 2-pt jump shot from 10 ft,4-6, ,,1,4,6,-2,212.0
8:16.0, ,4-8,J. Embiid makes 2-pt layup from 2 ft (assist by C. Payne),,1,4,8,-4,224.0
8:09.0,J. Ivey makes 2-pt layup from 1 ft,6-8, ,,1,6,8,-2,231.0
7:54.0, ,6-10,J. Embiid makes 2-pt jump shot from 18 ft,,1,6,10,-4,246.0
7:41.0,J. Wiseman misses 2-pt jump shot from 7 ft,6-10, ,,1,6,10,-4,259.0
7:39.0, ,6-10,Defensive rebound by J. Embiid,,1,6,10,-4,261.0
7:24.0, ,6-10,T. Harris misses 3-pt jump shot from 27 ft,,1,6,10,-4,276.0
7:20.0,Defensive rebound by J. Wiseman,6-10, ,,1,6,10,-4,280.0
7:19.0,Turnover by C. Metu (lost ball; steal by C. Payne),6-10, ,,1,6,10,-4,281.0
7:15.0, ,6-10,K. Oubre misses 3-pt jump shot from 26 ft,,1,6,10,-4,285.0
7:11.0,Defensive rebound by C. Metu,6-10, ,,1,6,10,-4,289.0
6:59.0,M. Sasser misses 2-pt jump shot from 14 ft,6-10, ,,1,6,10,-4,301.0
6:55.0, ,6-10,Defensive rebound by N. Batum,,1,6,10,-4,305.0
6:43.0, ,6-10,C. Payne misses 3-pt jump shot from 27 ft,,1,6,10,-4,317.0
6:41.0, ,6-10,Offensive rebound by T. Harris,,1,6,10,-4,319.0
6:38.0, ,6-12,T. Harris makes 2-pt layup from 3 ft,,1,6,12,-6,322.0
6:24.0,C. Metu misses 3-pt jump shot from 27 ft,6-12, ,,1,6,12,-6,336.0
6:22.0, ,6-12,Defensive rebound by N. Batum,,1,6,12,-6,338.0
6:12.0, ,6-14,T. Harris makes 2-pt dunk at rim (assist by J. Embiid),,1,6,14,-8,348.0
6:12.0,Detroit full timeout,6-14, ,,1,6,14,-8,348.0
6:12.0,J. Rhoden enters the game for T. Brown,6-14, ,,1,6,14,-8,348.0
5:59.0,M. Sasser misses 2-pt jump shot from 21 ft,6-14, ,,1,6,14,-8,361.0
5:55.0,Offensive rebound by J. Ivey,6-14, ,,1,6,14,-8,365.0
5:50.0,C. Metu misses 3-pt jump shot from 24 ft,6-14, ,,1,6,14,-8,370.0
5:44.0, ,6-14,Defensive rebound by T. Harris,,1,6,14,-8,376.0
5:35.0, ,6-14,Turnover by J. Embiid (bad pass),,1,6,14,-8,385.0
5:25.0,J. Ivey makes 3-pt jump shot from 26 ft (assist by M. Sasser),9-14, ,,1,9,14,-5,395.0
5:06.0, ,9-14,K. Oubre misses 2-pt jump shot from 13 ft,,1,9,14,-5,414.0
5:00.0,Defensive rebound by J. Wiseman,9-14, ,,1,9,14,-5,420.0
4:58.0,J. Rhoden misses 3-pt jump shot from 23 ft,9-14, ,,1,9,14,-5,422.0
4:55.0, ,9-14,Defensive rebound by C. Payne,,1,9,14,-5,425.0
4:50.0, ,9-14,Shooting foul by C. Metu (drawn by K. Oubre),,1,9,14,-5,430.0
4:50.0, ,9-15,K. Oubre makes free throw 1 of 2,,1,9,15,-6,430.0
4:50.0,T. Brown enters the game for C. Metu,9-15, ,,1,9,15,-6,430.0
4:50.0, ,9-15,B. Hield enters the game for T. Harris,,1,9,15,-6,430.0
4:50.0, ,9-16,K. Oubre makes free throw 2 of 2,,1,9,16,-7,430.0
4:35.0,J. Wiseman makes 2-pt dunk from 1 ft (assist by J. Ivey),11-16, ,,1,11,16,-5,445.0
4:18.0, ,11-16,K. Oubre misses 2-pt layup from 4 ft (block by J. Ivey),,1,11,16,-5,462.0
4:17.0, ,11-16,Offensive rebound by J. Embiid,,1,11,16,-5,463.0
4:17.0, ,11-18,J. Embiid makes 2-pt layup at rim,,1,11,18,-7,463.0
4:10.0,T. Brown misses 3-pt jump shot from 27 ft,11-18, ,,1,11,18,-7,470.0
4:07.0, ,11-18,Defensive rebound by C. Payne,,1,11,18,-7,473.0
4:00.0, ,11-18,Shooting foul by J. Wiseman (drawn by J. Embiid),,1,11,18,-7,480.0
4:00.0, ,11-19,J. Embiid makes free throw 1 of 2,,1,11,19,-8,480.0
4:00.0, ,11-19,R. Council enters the game for N. Batum,,1,11,19,-8,480.0
4:00.0, ,11-20,J. Embiid makes free throw 2 of 2,,1,11,20,-9,480.0
3:48.0,Shooting foul by J. Embiid (drawn by J. Wiseman),11-20, ,,1,11,20,-9,492.0
3:48.0,J. Wiseman makes free throw 1 of 2,12-20, ,,1,12,20,-8,492.0
3:48.0,J. Wiseman makes free throw 2 of 2,13-20, ,,1,13,20,-7,492.0
3:32.0, ,13-22,K. Oubre makes 2-pt dunk from 1 ft (assist by J. Embiid),,1,13,22,-9,508.0
3:14.0,Shooting foul by R. Council (drawn by J. Ivey),13-22, ,,1,13,22,-9,526.0
3:14.0,J. Ivey makes free throw 1 of 2,14-22, ,,1,14,22,-8,526.0
3:14.0,M. Flynn enters the game for M. Sasser,14-22, ,,1,14,22,-8,526.0
3:14.0, ,14-22,Philadelphia full timeout,,1,14,22,-8,526.0
3:14.0, ,14-22,J. Dowtin enters the game for J. Embiid,,1,14,22,-8,526.0
3:14.0, ,14-22,T. Harris enters the game for K. Oubre,,1,14,22,-8,526.0
3:14.0, ,14-22,P. Reed enters the game for C. Payne,,1,14,22,-8,526.0
3:14.0,J. Ivey misses free throw 2 of 2,14-22, ,,1,14,22,-8,526.0
3:12.0, ,14-22,Defensive rebound by B. Hield,,1,14,22,-8,528.0
2:59.0, ,14-22,P. Reed misses 2-pt jump shot from 10 ft,,1,14,22,-8,541.0
2:55.0,Defensive rebound by J. Wiseman,14-22, ,,1,14,22,-8,545.0
2:52.0,Turnover by J. Ivey (out of bounds lost ball),14-22, ,,1,14,22,-8,548.0
2:39.0, ,14-22,B. Hield misses 3-pt jump shot from 25 ft,,1,14,22,-8,561.0
2:32.0, ,14-22,Offensive rebound by P. Reed,,1,14,22,-8,568.0
2:32.0, ,14-24,P. Reed makes 2-pt layup at rim,,1,14,24,-10,568.0
2:20.0,J. Ivey makes 3-pt jump shot from 26 ft (assist by J. Wiseman),17-24, ,,1,17,24,-7,580.0
2:10.0, ,17-26,P. Reed makes 2-pt dunk at rim (assist by J. Dowtin),,1,17,26,-9,590.0
1:48.0,J. Rhoden misses 2-pt jump shot from 14 ft,17-26, ,,1,17,26,-9,612.0
1:46.0, ,17-26,Defensive rebound by B. Hield,,1,17,26,-9,614.0
1:35.0, ,17-26,T. Harris misses 2-pt layup from 3 ft (block by J. Rhoden),,1,17,26,-9,625.0
1:35.0,Defensive rebound by Team,17-26, ,,1,17,26,-9,625.0
1:35.0,E. Fournier enters the game for T. Brown,17-26, ,,1,17,26,-9,625.0
1:35.0,C. Metu enters the game for J. Ivey,17-26, ,,1,17,26,-9,625.0
1:21.0,Turnover by J. Wiseman (lost ball; steal by R. Council),17-26, ,,1,17,26,-9,639.0
1:15.0, ,17-26,R. Council misses 2-pt layup from 2 ft,,1,17,26,-9,645.0
1:12.0, ,17-26,Offensive rebound by P. Reed,,1,17,26,-9,648.0
1:12.0, ,17-26,P. Reed misses 2-pt layup at rim,,1,17,26,-9,648.0
1:01.0, ,17-26,R. Council misses 3-pt jump shot from 25 ft,,1,17,26,-9,659.0
0:59.0,Defensive rebound by J. Wiseman,17-26, ,,1,17,26,-9,661.0
0:48.0,E. Fournier makes 3-pt jump shot from 27 ft (assist by C. Metu),20-26, ,,1,20,26,-6,672.0
0:28.0, ,20-26,Shooting foul by J. Rhoden (drawn by B. Hield),,1,20,26,-6,692.0
0:28.0, ,20-26,B. Hield misses free throw 1 of 2,,1,20,26,-6,692.0
0:28.0, ,20-26,Offensive rebound by Team,,1,20,26,-6,692.0
0:28.0, ,20-27,B. Hield makes free throw 2 of 2,,1,20,27,-7,692.0
0:09.0,M. Flynn makes 2-pt layup at rim,22-27, ,,1,22,27,-5,711.0
0:00.0, ,22-30,R. Council makes 3-pt jump shot from 23 ft (assist by T. Harris),,1,22,30,-8,720.0
0:00.0, ,22-30,Instant Replay (Request: Ruling Stands),,1,22,30,-8,720.0
0:00.0,End of 1st quarter,22-30,,,1,22,30,-8,720.0
12:00.0,Start of 2nd quarter,22-30,,,2,22,30,-8,720.0
11:41.0,E. Fournier makes 3-pt jump shot from 27 ft (assist by C. Metu),25-30, ,,2,25,30,-5,739.0
11:22.0, ,25-33,B. Hield makes 3-pt jump shot from 26 ft (assist by J. Dowtin),,2,25,33,-8,758.0
11:13.0,Offensive foul by M. Flynn (drawn by J. Dowtin),25-33, ,,2,25,33,-8,767.0
11:13.0,Turnover by M. Flynn (offensive foul),25-33, ,,2,25,33,-8,767.0
11:13.0,J. Nowell enters the game for J. Rhoden,25-33, ,,2,25,33,-8,767.0
10:58.0, ,25-33,J. Dowtin misses 2-pt layup from 3 ft,,2,25,33,-8,782.0
10:57.0, ,25-33,Offensive rebound by D. Melton,,2,25,33,-8,783.0
10:54.0, ,25-35,J. Dowtin makes 2-pt jump shot from 1 ft (assist by D. Melton),,2,25,35,-10,786.0
10:43.0,Turnover by M. Flynn (bad pass),25-35, ,,2,25,35,-10,797.0
10:23.0, ,25-38,D. Melton makes 3-pt jump shot from 24 ft (assist by J. Embiid),,2,25,38,-13,817.0
10:05.0,E. Fournier makes 2-pt layup from 2 ft (assist by J. Nowell),27-38, ,,2,27,38,-11,835.0
9:47.0, ,27-38,D. Melton misses 2-pt layup from 2 ft (block by E. Fournier),,2,27,38,-11,853.0
9:44.0, ,27-38,Offensive rebound by B. Hield,,2,27,38,-11,856.0
9:42.0, ,27-40,B. Hield makes 2-pt layup from 1 ft,,2,27,40,-13,858.0
9:29.0,M. Flynn misses 2-pt jump shot from 12 ft,27-40, ,,2,27,40,-13,871.0
9:27.0, ,27-40,Defensive rebound by Team,,2,27,40,-13,873.0
9:27.0,J. Duren enters the game for J. Wiseman,27-40, ,,2,27,40,-13,873.0
9:07.0, ,27-40,D. Melton misses 3-pt jump shot from 27 ft,,2,27,40,-13,893.0
9:01.0,Defensive rebound by J. Duren,27-40, ,,2,27,40,-13,899.0
8:56.0,E. Fournier makes 3-pt jump shot from 27 ft,30-40, ,,2,30,40,-10,904.0
8:36.0, ,30-42,J. Dowtin makes 2-pt layup from 2 ft (assist by J. Embiid),,2,30,42,-12,924.0
8:23.0,M. Flynn makes 2-pt jump shot from 17 ft,32-42, ,,2,32,42,-10,937.0
8:05.0, ,32-44,J. Embiid makes 2-pt layup from 1 ft (assist by D. Melton),,2,32,44,-12,955.0
7:54.0,Personal foul by B. Hield (drawn by C. Metu),32-44, ,,2,32,44,-12,966.0
7:54.0,T. Brown enters the game for C. Metu,32-44, ,,2,32,44,-12,966.0
7:46.0,M. Flynn misses 3-pt jump shot from 27 ft,32-44, ,,2,32,44,-12,974.0
7:42.0, ,32-44,Defensive rebound by J. Embiid,,2,32,44,-12,978.0
7:35.0, ,32-44,N. Batum misses 3-pt jump shot from 23 ft,,2,32,44,-12,985.0
7:33.0,Defensive rebound by J. Duren,32-44, ,,2,32,44,-12,987.0
7:26.0,Shooting foul by N. Batum (drawn by E. Fournier),32-44, ,,2,32,44,-12,994.0
7:26.0,E. Fournier makes free throw 1 of 2,33-44, ,,2,33,44,-11,994.0
7:26.0, ,33-44,K. Oubre enters the game for B. Hield,,2,33,44,-11,994.0
7:26.0,E. Fournier makes free throw 2 of 2,34-44, ,,2,34,44,-10,994.0
7:14.0, ,34-46,J. Embiid makes 2-pt jump shot from 15 ft,,2,34,46,-12,1006.0
6:57.0,J. Duren makes 2-pt layup from 6 ft,36-46, ,,2,36,46,-10,1023.0
6:45.0, ,36-49,J. Embiid makes 3-pt jump shot from 26 ft (assist by J. Dowtin),,2,36,49,-13,1035.0
6:31.0,E. Fournier makes 2-pt jump shot from 12 ft (assist by M. Flynn),38-49, ,,2,38,49,-11,1049.0
6:16.0, ,38-49,J. Dowtin misses 2-pt layup from 1 ft,,2,38,49,-11,1064.0
6:14.0,Defensive rebound by J. Duren,38-49, ,,2,38,49,-11,1066.0
6:12.0,J. Nowell makes 2-pt layup from 3 ft (assist by J. Duren),40-49, ,,2,40,49,-9,1068.0
6:12.0, ,40-49,Philadelphia full timeout,,2,40,49,-9,1068.0
6:12.0,J. Ivey enters the game for M. Flynn,40-49, ,,2,40,49,-9,1068.0
6:12.0,M. Sasser enters the game for J. Nowell,40-49, ,,2,40,49,-9,1068.0
6:12.0, ,40-49,T. Harris enters the game for N. Batum,,2,40,49,-9,1068.0
6:12.0, ,40-49,C. Payne enters the game for J. Dowtin,,2,40,49,-9,1068.0
6:12.0, ,40-49,P. Reed enters the game for J. Embiid,,2,40,49,-9,1068.0
5:54.0, ,40-49,D. Melton misses 2-pt jump shot from 9 ft,,2,40,49,-9,1086.0
5:53.0, ,40-49,Offensive rebound by T. Harris,,2,40,49,-9,1087.0
5:43.0, ,40-51,T. Harris makes 2-pt jump shot from 7 ft,,2,40,51,-11,1097.0
5:23.0,J. Ivey makes 3-pt jump shot from 25 ft (assist by M. Sasser),43-51, ,,2,43,51,-8,1117.0
4:54.0, ,43-51,P. Reed misses 2-pt jump shot from 9 ft,,2,43,51,-8,1146.0
4:52.0,Defensive rebound by T. Brown,43-51, ,,2,43,51,-8,1148.0
4:46.0,Personal foul by P. Reed (drawn by J. Duren),43-51, ,,2,43,51,-8,1154.0
4:46.0, ,43-51,N. Batum enters the game for D. Melton,,2,43,51,-8,1154.0
4:40.0,J. Ivey makes 3-pt jump shot from 26 ft (assist by M. Sasser),46-51, ,,2,46,51,-5,1160.0
4:20.0, ,46-54,K. Oubre makes 3-pt jump shot from 28 ft (assist by T. Harris),,2,46,54,-8,1180.0
4:06.0,E. Fournier misses 3-pt jump shot from 23 ft,46-54, ,,2,46,54,-8,1194.0
4:05.0,Offensive rebound by Team,46-54, ,,2,46,54,-8,1195.0
4:05.0,C. Metu enters the game for T. Brown,46-54, ,,2,46,54,-8,1195.0
4:00.0,Turnover by M. Sasser (bad pass),46-54, ,,2,46,54,-8,1200.0
3:58.0, ,46-54,K. Oubre misses 3-pt jump shot from 25 ft,,2,46,54,-8,1202.0
3:54.0, ,46-54,Offensive rebound by T. Harris,,2,46,54,-8,1206.0
3:49.0, ,46-54,Personal foul by J. Ivey (drawn by K. Oubre),,2,46,54,-8,1211.0
3:49.0, ,46-54,J. Embiid enters the game for P. Reed,,2,46,54,-8,1211.0
3:40.0, ,46-54,Personal foul by J. Ivey (drawn by K. Oubre),,2,46,54,-8,1220.0
3:29.0, ,46-57,J. Embiid makes 3-pt jump shot from 27 ft (assist by C. Payne),,2,46,57,-11,1231.0
3:05.0,J. Duren makes 2-pt dunk from 1 ft (assist by J. Ivey),48-57, ,,2,48,57,-9,1255.0
3:00.0,Violation by Team (kicked ball),48-57, ,,2,48,57,-9,1260.0
2:52.0, ,48-57,K. Oubre misses 3-pt jump shot from 24 ft,,2,48,57,-9,1268.0
2:47.0,Defensive rebound by E. Fournier,48-57, ,,2,48,57,-9,1273.0
2:42.0,J. Ivey misses 3-pt jump shot from 26 ft,48-57, ,,2,48,57,-9,1278.0
2:37.0, ,48-57,Defensive rebound by J. Embiid,,2,48,57,-9,1283.0
2:26.0, ,48-60,C. Payne makes 3-pt jump shot from 26 ft (assist by J. Embiid),,2,48,60,-12,1294.0
2:09.0,J. Duren makes 2-pt jump shot from 18 ft,50-60, ,,2,50,60,-10,1311.0
1:56.0, ,50-60,J. Embiid misses 2-pt jump shot from 15 ft,,2,50,60,-10,1324.0
1:53.0,Defensive rebound by J. Duren,50-60, ,,2,50,60,-10,1327.0
1:45.0,M. Sasser misses 3-pt jump shot from 26 ft,50-60, ,,2,50,60,-10,1335.0
1:42.0, ,50-60,Defensive rebound by T. Harris,,2,50,60,-10,1338.0
1:32.0, ,50-62,N. Batum makes 2-pt dunk from 1 ft (assist by J. Embiid),,2,50,62,-12,1348.0
1:17.0,Turnover by J. Ivey (lost ball; steal by J. Embiid),50-62, ,,2,50,62,-12,1363.0
1:05.0, ,50-62,J. Embiid misses 3-pt jump shot from 26 ft,,2,50,62,-12,1375.0
1:01.0,Defensive rebound by E. Fournier,50-62, ,,2,50,62,-12,1379.0
0:49.0,J. Ivey misses 2-pt jump shot from 18 ft,50-62, ,,2,50,62,-12,1391.0
0:46.0,Offensive rebound by M. Sasser,50-62, ,,2,50,62,-12,1394.0
0:40.0,J. Duren misses 2-pt jump shot from 10 ft,50-62, ,,2,50,62,-12,1400.0
0:37.0, ,50-62,Defensive rebound by T. Harris,,2,50,62,-12,1403.0
0:32.0, ,50-62,Shooting foul by E. Fournier (drawn by T. Harris),,2,50,62,-12,1408.0
0:32.0,Detroit full timeout,50-62, ,,2,50,62,-12,1408.0
0:32.0, ,50-63,T. Harris makes free throw 1 of 2,,2,50,63,-13,1408.0
0:32.0, ,50-64,T. Harris makes free throw 2 of 2,,2,50,64,-14,1408.0
0:10.0,J. Duren misses 2-pt jump shot from 10 ft,50-64, ,,2,50,64,-14,1430.0
0:09.0,Offensive rebound by C. Metu,50-64, ,,2,50,64,-14,1431.0
0:09.0,C. Metu makes 2-pt layup at rim,52-64, ,,2,52,64,-12,1431.0
0:02.0, ,52-64,J. Embiid misses 3-pt jump shot from 29 ft,,2,52,64,-12,1438.0
0:00.0, ,52-64,Offensive rebound by Team,,2,52,64,-12,1440.0
0:00.0,End of 2nd quarter,52-64,,,2,52,64,-12,1440.0
12:00.0,Start of 3rd quarter,52-64,,,3,52,64,-12,1440.0
11:47.0,Personal foul by C. Payne (drawn by T. Brown),52-64, ,,3,52,64,-12,1453.0
11:41.0,Shooting foul by J. Embiid (drawn by J. Duren),52-64, ,,3,52,64,-12,1459.0
11:41.0,J. Duren makes free throw 1 of 2,53-64, ,,3,53,64,-11,1459.0
11:41.0,J. Duren makes free throw 2 of 2,54-64, ,,3,54,64,-10,1459.0
11:21.0, ,54-64,T. Harris misses 3-pt jump shot from 25 ft,,3,54,64,-10,1479.0
11:19.0,Defensive rebound by C. Metu,54-64, ,,3,54,64,-10,1481.0
11:14.0,C. Metu misses 2-pt jump shot from 7 ft (block by K. Oubre),54-64, ,,3,54,64,-10,1486.0
11:12.0, ,54-64,Defensive rebound by J. Embiid,,3,54,64,-10,1488.0
11:04.0, ,54-64,Shooting foul by M. Sasser (drawn by T. Harris),,3,54,64,-10,1496.0
11:04.0, ,54-65,T. Harris makes free throw 1 of 2,,3,54,65,-11,1496.0
11:04.0, ,54-65,T. Harris misses free throw 2 of 2,,3,54,65,-11,1496.0
11:02.0,Defensive rebound by J. Duren,54-65, ,,3,54,65,-11,1498.0
10:49.0,M. Sasser misses 2-pt jump shot from 15 ft,54-65, ,,3,54,65,-11,1511.0
10:47.0, ,54-65,Defensive rebound by T. Harris,,3,54,65,-11,1513.0
10:39.0, ,54-65,Turnover by J. Embiid (bad pass; steal by T. Brown),,3,54,65,-11,1521.0
10:34.0,Shooting foul by J. Embiid (drawn by J. Ivey),54-65, ,,3,54,65,-11,1526.0
10:34.0,J. Ivey makes free throw 1 of 2,55-65, ,,3,55,65,-10,1526.0
10:34.0,J. Ivey makes free throw 2 of 2,56-65, ,,3,56,65,-9,1526.0
10:20.0, ,56-65,K. Oubre misses 2-pt jump shot from 7 ft,,3,56,65,-9,1540.0
10:15.0, ,56-65,Offensive rebound by K. Oubre,,3,56,65,-9,1545.0
10:15.0, ,56-67,K. Oubre makes 2-pt dunk at rim,,3,56,67,-11,1545.0
10:08.0,T. Brown misses 2-pt layup from 3 ft,56-67, ,,3,56,67,-11,1552.0
10:07.0, ,56-67,Defensive rebound by Team,,3,56,67,-11,1553.0
9:46.0, ,56-67,Turnover by J. Embiid (lost ball; steal by T. Brown),,3,56,67,-11,1574.0
9:43.0,Shooting foul by K. Oubre (drawn by J. Duren),56-67, ,,3,56,67,-11,1577.0
9:43.0,J. Duren makes free throw 1 of 2,57-67, ,,3,57,67,-10,1577.0
9:43.0,J. Duren makes free throw 2 of 2,58-67, ,,3,58,67,-9,1577.0
9:27.0, ,58-67,N. Batum misses 3-pt jump shot from 25 ft,,3,58,67,-9,1593.0
9:26.0,Defensive rebound by J. Duren,58-67, ,,3,58,67,-9,1594.0
9:21.0,Shooting foul by J. Embiid (drawn by J. Duren),58-67, ,,3,58,67,-9,1599.0
9:21.0,J. Duren misses free throw 1 of 2,58-67, ,,3,58,67,-9,1599.0
9:21.0,Offensive rebound by Team,58-67, ,,3,58,67,-9,1599.0
9:21.0,J. Duren makes free throw 2 of 2,59-67, ,,3,59,67,-8,1599.0
9:09.0, ,59-69,J. Embiid makes 2-pt jump shot from 15 ft,,3,59,69,-10,1611.0
9:01.0,J. Ivey misses 2-pt layup from 4 ft (block by N. Batum),59-69, ,,3,59,69,-10,1619.0
8:59.0,Offensive rebound by J. Ivey,59-69, ,,3,59,69,-10,1621.0
8:45.0, ,59-69,Loose ball foul by K. Oubre (drawn by M. Sasser),,3,59,69,-10,1635.0
8:45.0,M. Sasser makes free throw 1 of 2,60-69, ,,3,60,69,-9,1635.0
8:45.0,M. Sasser makes free throw 2 of 2,61-69, ,,3,61,69,-8,1635.0
8:35.0, ,61-69,Shooting foul by J. Duren (drawn by J. Embiid),,3,61,69,-8,1645.0
8:35.0, ,61-70,J. Embiid makes free throw 1 of 2,,3,61,70,-9,1645.0
8:35.0, ,61-71,J. Embiid makes free throw 2 of 2,,3,61,71,-10,1645.0
8:21.0,J. Ivey makes 3-pt jump shot from 26 ft (assist by M. Sasser),64-71, ,,3,64,71,-7,1659.0
8:04.0, ,64-71,Personal foul by T. Brown (drawn by N. Batum),,3,64,71,-7,1676.0
7:50.0, ,64-71,J. Embiid misses 2-pt jump shot from 18 ft,,3,64,71,-7,1690.0
7:48.0,Defensive rebound by J. Ivey,64-71, ,,3,64,71,-7,1692.0
7:40.0,M. Sasser makes 3-pt jump shot from 23 ft,67-71, ,,3,67,71,-4,1700.0
7:21.0, ,67-71,Turnover by N. Batum (bad pass),,3,67,71,-4,1719.0
7:21.0, ,67-71,Philadelphia full timeout,,3,67,71,-4,1719.0
7:11.0,J. Duren misses 2-pt jump shot from 10 ft,67-71, ,,3,67,71,-4,1729.0
7:07.0,Offensive rebound by J. Ivey,67-71, ,,3,67,71,-4,1733.0
7:06.0,M. Sasser makes 3-pt jump shot from 26 ft (assist by J. Ivey),70-71, ,,3,70,71,-1,1734.0
6:45.0, ,70-71,N. Batum misses 3-pt jump shot from 23 ft,,3,70,71,-1,1755.0
6:43.0,Defensive rebound by C. Metu,70-71, ,,3,70,71,-1,1757.0
6:31.0,Turnover by M. Sasser (bad pass; steal by C. Payne),70-71, ,,3,70,71,-1,1769.0
6:31.0, ,70-71,B. Hield enters the game for N. Batum,,3,70,71,-1,1769.0
6:20.0, ,70-71,Turnover by  (5 sec),,3,70,71,-1,1780.0
6:01.0,J. Ivey misses 2-pt layup from 3 ft,70-71, ,,3,70,71,-1,1799.0
5:58.0,Offensive rebound by C. Metu,70-71, ,,3,70,71,-1,1802.0
5:52.0,Turnover by J. Duren (bad pass; steal by C. Payne),70-71, ,,3,70,71,-1,1808.0
5:45.0, ,70-71,B. Hield misses 2-pt layup from 3 ft,,3,70,71,-1,1815.0
5:42.0, ,70-71,Offensive rebound by J. Embiid,,3,70,71,-1,1818.0
5:42.0, ,70-73,J. Embiid makes 2-pt layup at rim,,3,70,73,-3,1818.0
5:33.0,J. Ivey misses 2-pt jump shot from 17 ft,70-73, ,,3,70,73,-3,1827.0
5:29.0, ,70-73,Defensive rebound by J. Embiid,,3,70,73,-3,1831.0
5:22.0, ,70-73,K. Oubre misses 3-pt jump shot from 26 ft,,3,70,73,-3,1838.0
5:19.0,Defensive rebound by M. Sasser,70-73, ,,3,70,73,-3,1841.0
5:15.0,C. Metu misses 3-pt jump shot from 24 ft,70-73, ,,3,70,73,-3,1845.0
5:10.0,Offensive rebound by T. Brown,70-73, ,,3,70,73,-3,1850.0
5:02.0,J. Ivey misses 3-pt jump shot from 26 ft,70-73, ,,3,70,73,-3,1858.0
4:59.0, ,70-73,Defensive rebound by T. Harris,,3,70,73,-3,1861.0
4:52.0, ,70-75,J. Embiid makes 2-pt layup from 1 ft (assist by T. Harris),,3,70,75,-5,1868.0
4:33.0,C. Metu makes 2-pt layup from 2 ft,72-75, ,,3,72,75,-3,1887.0
4:19.0, ,72-77,K. Oubre makes 2-pt dunk from 1 ft (assist by C. Payne),,3,72,77,-5,1901.0
4:11.0,Personal foul by B. Hield (drawn by J. Ivey),72-77, ,,3,72,77,-5,1909.0
4:11.0,J. Ivey misses free throw 1 of 2,72-77, ,,3,72,77,-5,1909.0
4:11.0,Offensive rebound by Team,72-77, ,,3,72,77,-5,1909.0
4:11.0,E. Fournier enters the game for T. Brown,72-77, ,,3,72,77,-5,1909.0
