Time,Score,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime,Notes,OpponentName,id
12:00.0,88-93,,4,93,88,5,2160.0,Start of 4th quarter,Detroit,202403050MIA
0:00.0,110-118,,4,118,110,8,2880.0,End of 4th quarter,Detroit,202403050MIA
6:00.0,23-11,,1,23,11,12,360.0, ,Dallas,202403070DAL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. D. Gafford (D. Robinson gains possession),Dallas,202403070DAL
6:01.0,48-44,,2,48,44,4,1079.0,H. Highsmith misses 2-pt hook shot from 7 ft,Dallas,202403070DAL
12:00.0,36-28,,2,36,28,8,720.0,Start of 2nd quarter,Dallas,202403070DAL
6:00.0,71-69,Lead change,3,71,69,2,1800.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by J. Butler),Dallas,202403070DAL
12:00.0,58-54,,3,58,54,4,1440.0,Start of 3rd quarter,Dallas,202403070DAL
6:10.0,99-98,,4,99,98,1,2510.0, ,Dallas,202403070DAL
12:00.0,83-91,,4,83,91,-8,2160.0,Start of 4th quarter,Dallas,202403070DAL
0:00.0,108-114,,4,108,114,-6,2880.0,End of 4th quarter,Dallas,202403070DAL
6:02.0,12-12,Tie,1,12,12,0,358.0,B. Adebayo makes 2-pt jump shot from 13 ft (assist by T. Rozier),Oklahoma City,202403080OKC
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. C. Holmgren (S. Gilgeous-Alexander gains possession),Oklahoma City,202403080OKC
6:00.0,47-35,,2,47,35,12,1080.0, ,Oklahoma City,202403080OKC
12:00.0,29-27,,2,29,27,2,720.0,Start of 2nd quarter,Oklahoma City,202403080OKC
6:12.0,65-62,,3,65,62,3,1788.0, ,Oklahoma City,202403080OKC
12:00.0,57-47,,3,57,47,10,1440.0,Start of 3rd quarter,Oklahoma City,202403080OKC
6:01.0,86-91,,4,86,91,-5,2519.0, ,Oklahoma City,202403080OKC
12:00.0,73-77,,4,73,77,-4,2160.0,Start of 4th quarter,Oklahoma City,202403080OKC
0:00.0,100-107,,4,100,107,-7,2880.0,End of 4th quarter,Oklahoma City,202403080OKC
6:06.0,16-15,,1,15,16,-1,354.0,B. Adebayo makes 2-pt dunk from 1 ft,Washington,202403100MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: K. Kuzma vs. B. Adebayo (J. Butler gains possession),Washington,202403100MIA
6:02.0,35-43,,2,43,35,8,1078.0,P. Mills misses 3-pt jump shot from 28 ft,Washington,202403100MIA
12:00.0,25-27,,2,27,25,2,720.0,Start of 2nd quarter,Washington,202403100MIA
6:01.0,65-69,,3,69,65,4,1799.0, ,Washington,202403100MIA
12:00.0,48-54,,3,54,48,6,1440.0,Start of 3rd quarter,Washington,202403100MIA
6:18.0,97-92,,4,92,97,-5,2502.0, ,Washington,202403100MIA
12:00.0,81-82,,4,82,81,1,2160.0,Start of 4th quarter,Washington,202403100MIA
0:00.0,110-108,,4,108,110,-2,2880.0,Offensive rebound by Team,Washington,202403100MIA
6:12.0,16-9,,1,9,16,-7,348.0, ,Denver,202403130MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: N. Jokić vs. B. Adebayo (J. Murray gains possession),Denver,202403130MIA
6:07.0,38-32,,2,32,38,-6,1073.0,Defensive rebound by T. Rozier,Denver,202403130MIA
12:00.0,26-19,,2,19,26,-7,720.0,Start of 2nd quarter,Denver,202403130MIA
6:10.0,59-56,,3,56,59,-3,1790.0, ,Denver,202403130MIA
12:00.0,50-44,,3,44,50,-6,1440.0,Start of 3rd quarter,Denver,202403130MIA
6:05.0,85-80,,4,80,85,-5,2515.0,Offensive rebound by B. Adebayo,Denver,202403130MIA
12:00.0,72-71,,4,71,72,-1,2160.0,Start of 4th quarter,Denver,202403130MIA
0:00.0,100-88,,4,88,100,-12,2880.0,End of 4th quarter,Denver,202403130MIA
6:06.0,14-11,,1,14,11,3,354.0, ,Detroit,202403150DET
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. J. Duren (N. Jović gains possession),Detroit,202403150DET
6:28.0,46-40,,2,46,40,6,1052.0,D. Robinson makes 3-pt jump shot from 27 ft (assist by C. Martin),Detroit,202403150DET
12:00.0,27-28,,2,27,28,-1,720.0,Start of 2nd quarter,Detroit,202403150DET
6:09.0,68-65,,3,68,65,3,1791.0, ,Detroit,202403150DET
12:00.0,56-54,,3,56,54,2,1440.0,Start of 3rd quarter,Detroit,202403150DET
6:05.0,102-83,,4,102,83,19,2515.0,C. Martin makes 2-pt jump shot from 16 ft,Detroit,202403150DET
12:00.0,84-72,,4,84,72,12,2160.0,Start of 4th quarter,Detroit,202403150DET
0:00.0,108-95,,4,108,95,13,2880.0,End of 4th quarter,Detroit,202403150DET
6:14.0,13-9,,1,13,9,4,346.0, ,Detroit,202403170DET
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. J. Duren (T. Rozier gains possession),Detroit,202403170DET
6:01.0,34-36,,2,34,36,-2,1079.0, ,Detroit,202403170DET
12:00.0,21-23,,2,21,23,-2,720.0,Start of 2nd quarter,Detroit,202403170DET
6:08.0,74-58,,3,74,58,16,1792.0,J. Jaquez makes free throw 2 of 2,Detroit,202403170DET
12:00.0,60-50,,3,60,50,10,1440.0,Start of 3rd quarter,Detroit,202403170DET
6:01.0,90-88,,4,90,88,2,2519.0,J. Jaquez misses 3-pt jump shot from 26 ft,Detroit,202403170DET
12:00.0,79-76,,4,79,76,3,2160.0,Start of 4th quarter,Detroit,202403170DET
0:00.0,104-101,,4,104,101,3,2880.0,B. Adebayo makes 3-pt jump shot from 31 ft (assist by T. Rozier),Detroit,202403170DET
6:01.0,14-14,,1,14,14,0,359.0,Defensive rebound by H. Highsmith,Philadelphia,202403180PHI
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. M. Bamba (T. Maxey gains possession),Philadelphia,202403180PHI
6:03.0,40-37,,2,40,37,3,1077.0,Defensive rebound by B. Adebayo,Philadelphia,202403180PHI
12:00.0,23-31,,2,23,31,-8,720.0,Start of 2nd quarter,Philadelphia,202403180PHI
6:03.0,54-68,,3,54,68,-14,1797.0,Offensive rebound by B. Adebayo,Philadelphia,202403180PHI
12:00.0,49-51,,3,49,51,-2,1440.0,Start of 3rd quarter,Philadelphia,202403180PHI
6:04.0,85-88,,4,85,88,-3,2516.0,Defensive rebound by J. Jaquez,Philadelphia,202403180PHI
12:00.0,65-79,,4,65,79,-14,2160.0,Start of 4th quarter,Philadelphia,202403180PHI
0:00.0,91-98,,4,91,98,-7,2880.0,End of 4th quarter,Philadelphia,202403180PHI
6:18.0,20-12,,1,20,12,8,342.0,T. Rozier makes 3-pt jump shot from 24 ft (assist by J. Butler),Cleveland,202403200CLE
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: T. Bryant vs. J. Allen (D. Garland gains possession),Cleveland,202403200CLE
6:04.0,49-39,,2,49,39,10,1076.0,Defensive rebound by N. Jović,Cleveland,202403200CLE
12:00.0,31-30,,2,31,30,1,720.0,Start of 2nd quarter,Cleveland,202403200CLE
6:21.0,73-67,,3,73,67,6,1779.0, ,Cleveland,202403200CLE
12:00.0,61-57,,3,61,57,4,1440.0,Start of 3rd quarter,Cleveland,202403200CLE
6:13.0,92-88,,4,92,88,4,2507.0,Loose ball foul by N. Jović (drawn by J. Allen),Cleveland,202403200CLE
12:00.0,83-75,,4,83,75,8,2160.0,Start of 4th quarter,Cleveland,202403200CLE
0:00.0,107-104,,4,107,104,3,2880.0, ,Cleveland,202403200CLE
6:00.0,5-16,,1,16,5,11,360.0,Defensive rebound by B. Adebayo,New Orleans,202403220MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Valančiūnas vs. B. Adebayo (C. McCollum gains possession),New Orleans,202403220MIA
6:07.0,36-27,,2,27,36,-9,1073.0, ,New Orleans,202403220MIA
12:00.0,21-20,,2,20,21,-1,720.0,Start of 2nd quarter,New Orleans,202403220MIA
6:03.0,61-50,,3,50,61,-11,1797.0, ,New Orleans,202403220MIA
12:00.0,46-42,,3,42,46,-4,1440.0,Start of 3rd quarter,New Orleans,202403220MIA
6:11.0,92-72,,4,72,92,-20,2509.0, ,New Orleans,202403220MIA
12:00.0,76-66,,4,66,76,-10,2160.0,Start of 4th quarter,New Orleans,202403220MIA
0:00.0,111-88,,4,88,111,-23,2880.0,End of 4th quarter,New Orleans,202403220MIA
6:10.0,9-14,,1,14,9,5,350.0, ,Cleveland,202403240MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Allen vs. B. Adebayo (T. Rozier gains possession),Cleveland,202403240MIA
6:10.0,34-49,,2,49,34,15,1070.0, ,Cleveland,202403240MIA
12:00.0,22-32,,2,32,22,10,720.0,Start of 2nd quarter,Cleveland,202403240MIA
6:00.0,46-80,,3,80,46,34,1800.0,T. Rozier makes 2-pt layup from 5 ft (assist by J. Butler),Cleveland,202403240MIA
12:00.0,39-60,,3,60,39,21,1440.0,Start of 3rd quarter,Cleveland,202403240MIA
6:03.0,72-110,,4,110,72,38,2517.0,T. Bryant makes 2-pt layup from 3 ft,Cleveland,202403240MIA
12:00.0,57-90,,4,90,57,33,2160.0,Start of 4th quarter,Cleveland,202403240MIA
0:00.0,84-121,,4,121,84,37,2880.0,Turnover by Team (shot clock),Cleveland,202403240MIA
6:02.0,18-10,,1,10,18,-8,358.0, ,Golden State,202403260MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: D. Green vs. B. Adebayo (T. Rozier gains possession),Golden State,202403260MIA
6:06.0,40-36,,2,36,40,-4,1074.0,P. Mills enters the game for D. Wright,Golden State,202403260MIA
12:00.0,24-26,,2,26,24,2,720.0,Start of 2nd quarter,Golden State,202403260MIA
6:21.0,75-69,,3,69,75,-6,1779.0, ,Golden State,202403260MIA
12:00.0,53-55,,3,55,53,2,1440.0,Start of 3rd quarter,Golden State,202403260MIA
6:03.0,96-84,,4,84,96,-12,2517.0,B. Adebayo makes free throw 2 of 2,Golden State,202403260MIA
12:00.0,85-75,,4,75,85,-10,2160.0,Start of 4th quarter,Golden State,202403260MIA
0:00.0,113-92,,4,92,113,-21,2880.0,End of 4th quarter,Golden State,202403260MIA
6:15.0,13-18,,1,18,13,5,345.0,Miami full timeout,Portland,202403290MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: D. Ayton vs. B. Adebayo (J. Walker gains possession),Portland,202403290MIA
6:07.0,28-54,,2,54,28,26,1073.0,T. Bryant makes 2-pt dunk from 3 ft (assist by J. Jaquez),Portland,202403290MIA
12:00.0,19-29,,2,29,19,10,720.0,Start of 2nd quarter,Portland,202403290MIA
6:06.0,49-92,,3,92,49,43,1794.0, ,Portland,202403290MIA
12:00.0,40-74,,3,74,40,34,1440.0,Start of 3rd quarter,Portland,202403290MIA
6:04.0,71-120,,4,120,71,49,2516.0, ,Portland,202403290MIA
12:00.0,63-107,,4,107,63,44,2160.0,Start of 4th quarter,Portland,202403290MIA
0:00.0,82-142,,4,142,82,60,2880.0,End of 4th quarter,Portland,202403290MIA
6:02.0,12-15,,1,12,15,-3,358.0, ,Washington,202403310WAS
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. M. Bagley (J. Butler gains possession),Washington,202403310WAS
6:08.0,41-44,,2,41,44,-3,1072.0, ,Washington,202403310WAS
12:00.0,29-29,,2,29,29,0,720.0,Start of 2nd quarter,Washington,202403310WAS
6:02.0,78-69,,3,78,69,9,1798.0,D. Wright enters the game for T. Rozier,Washington,202403310WAS
12:00.0,66-59,,3,66,59,7,1440.0,Start of 3rd quarter,Washington,202403310WAS
6:03.0,105-90,,4,105,90,15,2517.0,J. Butler misses 2-pt jump shot from 17 ft,Washington,202403310WAS
12:00.0,95-80,,4,95,80,15,2160.0,Start of 4th quarter,Washington,202403310WAS
0:00.0,119-107,,4,119,107,12,2880.0,End of 4th quarter,Washington,202403310WAS
6:07.0,14-18,,1,18,14,4,353.0,D. Robinson makes 3-pt jump shot from 24 ft (assist by J. Butler),New York,202404020MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: I. Hartenstein vs. B. Adebayo (J. Butler gains possession),New York,202404020MIA
6:09.0,36-44,,2,44,36,8,1071.0,J. Butler makes 2-pt jump shot from 6 ft,New York,202404020MIA
12:00.0,22-34,,2,34,22,12,720.0,Start of 2nd quarter,New York,202404020MIA
6:09.0,58-70,,3,70,58,12,1791.0,Turnover by J. Butler (out of bounds lost ball),New York,202404020MIA
12:00.0,43-58,,3,58,43,15,1440.0,Start of 3rd quarter,New York,202404020MIA
6:06.0,85-92,,4,92,85,7,2514.0,Personal foul by J. Brunson (drawn by J. Butler),New York,202404020MIA
12:00.0,73-83,,4,83,73,10,2160.0,Start of 4th quarter,New York,202404020MIA
0:00.0,99-109,,4,109,99,10,2880.0,End of 4th quarter,New York,202404020MIA
6:08.0,19-9,,1,9,19,-10,352.0,T. Rozier makes free throw 2 of 2,Philadelphia,202404040MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Embiid vs. B. Adebayo (N. Jović gains possession),Philadelphia,202404040MIA
6:06.0,43-46,,2,46,43,3,1074.0,T. Rozier enters the game for K. Love,Philadelphia,202404040MIA
12:00.0,39-29,,2,29,39,-10,720.0,Start of 2nd quarter,Philadelphia,202404040MIA
6:13.0,79-71,,3,71,79,-8,1787.0, ,Philadelphia,202404040MIA
12:00.0,63-55,,3,55,63,-8,1440.0,Start of 3rd quarter,Philadelphia,202404040MIA
6:10.0,96-102,,4,102,96,6,2510.0, ,Philadelphia,202404040MIA
12:00.0,87-88,,4,88,87,1,2160.0,Start of 4th quarter,Philadelphia,202404040MIA
0:00.0,107-105,,4,105,107,-2,2880.0, ,Philadelphia,202404040MIA
6:02.0,11-15,,1,11,15,-4,358.0,Defensive rebound by N. Jović,Houston,202404050HOU
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. J. Green (J. Smith gains possession),Houston,202404050HOU
6:06.0,48-38,,2,48,38,10,1074.0,T. Rozier makes 3-pt jump shot from 26 ft,Houston,202404050HOU
12:00.0,27-27,,2,27,27,0,720.0,Start of 2nd quarter,Houston,202404050HOU
6:09.0,77-69,,3,77,69,8,1791.0, ,Houston,202404050HOU
12:00.0,64-59,,3,64,59,5,1440.0,Start of 3rd quarter,Houston,202404050HOU
6:09.0,110-96,,4,110,96,14,2511.0,T. Herro makes free throw 2 of 2,Houston,202404050HOU
12:00.0,93-83,,4,93,83,10,2160.0,Start of 4th quarter,Houston,202404050HOU
0:00.0,119-104,,4,119,104,15,2880.0,End of 4th quarter,Houston,202404050HOU
6:09.0,9-16,,1,9,16,-7,351.0,B. Adebayo makes 2-pt jump shot from 6 ft,Indiana,202404070IND
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. M. Turner (J. Butler gains possession),Indiana,202404070IND
6:02.0,33-50,,2,33,50,-17,1078.0, ,Indiana,202404070IND
12:00.0,24-38,,2,24,38,-14,720.0,Start of 2nd quarter,Indiana,202404070IND
6:05.0,66-77,,3,66,77,-11,1795.0, ,Indiana,202404070IND
12:00.0,46-63,,3,46,63,-17,1440.0,Start of 3rd quarter,Indiana,202404070IND
6:14.0,89-99,,4,89,99,-10,2506.0,Defensive rebound by J. Butler,Indiana,202404070IND
12:00.0,78-91,,4,78,91,-13,2160.0,Start of 4th quarter,Indiana,202404070IND
0:00.0,115-117,,4,115,117,-2,2880.0,End of 4th quarter,Indiana,202404070IND
6:14.0,15-11,,1,15,11,4,346.0, ,Atlanta,202404090ATL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. C. Capela (C. Martin gains possession),Atlanta,202404090ATL
6:13.0,41-36,,2,41,36,5,1067.0,C. Martin enters the game for J. Jaquez,Atlanta,202404090ATL
12:00.0,30-27,,2,30,27,3,720.0,Start of 2nd quarter,Atlanta,202404090ATL
6:05.0,70-62,,3,70,62,8,1795.0,Defensive rebound by C. Martin,Atlanta,202404090ATL
12:00.0,59-47,,3,59,47,12,1440.0,Start of 3rd quarter,Atlanta,202404090ATL
6:08.0,91-92,,4,91,92,-1,2512.0,Defensive rebound by T. Herro,Atlanta,202404090ATL
12:00.0,80-80,,4,80,80,0,2160.0,Start of 4th quarter,Atlanta,202404090ATL
0:00.0,107-107,,5,107,107,0,3180.0,End of 1st overtime,Atlanta,202404090ATL
0:00.0,117-111,,6,117,111,6,3480.0,End of 2nd overtime,Atlanta,202404090ATL
6:17.0,14-16,Lead change,1,16,14,2,343.0,J. Butler makes 3-pt jump shot from 24 ft (assist by C. Martin),Dallas,202404100MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: D. Gafford vs. B. Adebayo (D. Jones gains possession),Dallas,202404100MIA
6:10.0,51-36,,2,36,51,-15,1070.0, ,Dallas,202404100MIA
12:00.0,33-24,,2,24,33,-9,720.0,Start of 2nd quarter,Dallas,202404100MIA
6:12.0,82-60,,3,60,82,-22,1788.0,Turnover by  (5 sec),Dallas,202404100MIA
12:00.0,69-47,,3,47,69,-22,1440.0,Start of 3rd quarter,Dallas,202404100MIA
6:05.0,99-88,,4,88,99,-11,2515.0,Turnover by J. Butler (bad pass; steal by D. Jones),Dallas,202404100MIA
12:00.0,88-74,,4,74,88,-14,2160.0,Start of 4th quarter,Dallas,202404100MIA
0:00.0,111-92,,4,92,111,-19,2880.0,End of 4th quarter,Dallas,202404100MIA
6:06.0,13-14,,1,14,13,1,354.0,J. Jaquez enters the game for J. Butler,Toronto,202404120MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: K. Olynyk vs. B. Adebayo (T. Herro gains possession),Toronto,202404120MIA
6:06.0,38-50,,2,50,38,12,1074.0, ,Toronto,202404120MIA
12:00.0,22-33,,2,33,22,11,720.0,Start of 2nd quarter,Toronto,202404120MIA
6:11.0,63-75,,3,75,63,12,1789.0, ,Toronto,202404120MIA
12:00.0,50-66,,3,66,50,16,1440.0,Start of 3rd quarter,Toronto,202404120MIA
6:13.0,90-110,,4,110,90,20,2507.0, ,Toronto,202404120MIA
12:00.0,75-92,,4,92,75,17,2160.0,Start of 4th quarter,Toronto,202404120MIA
0:00.0,103-125,,4,125,103,22,2880.0,End of 4th quarter,Toronto,202404120MIA
