event,TeamScore,opponentScore,pointDifference,elapsedTime,opponent,id
,78,94,-16,2333.0,MIA,202310250MIA
,80,94,-14,2367.0,MIA,202310250MIA
,83,94,-11,2387.0,MIA,202310250MIA
,85,94,-9,2416.0,MIA,202310250MIA
,87,94,-7,2458.0,MIA,202310250MIA
,89,94,-5,2496.0,MIA,202310250MIA
,89,95,-6,2516.0,MIA,202310250MIA
,89,97,-8,2547.0,MIA,202310250MIA
,91,97,-6,2574.0,MIA,202310250MIA
,93,97,-4,2615.0,MIA,202310250MIA
,93,99,-6,2641.0,MIA,202310250MIA
,93,100,-7,2668.0,MIA,202310250MIA
,93,101,-8,2668.0,MIA,202310250MIA
,95,101,-6,2681.0,MIA,202310250MIA
,95,103,-8,2703.0,MIA,202310250MIA
,97,103,-6,2741.0,MIA,202310250MIA
,99,103,-4,2759.0,MIA,202310250MIA
,102,103,-1,2776.0,MIA,202310250MIA
F,102,103,-1,2880.0,MIA,202310250MIA
,0,0,0,0.0,CHA,202310270CHO
,2,0,2,52.0,CHA,202310270CHO
T,2,2,0,100.0,CHA,202310270CHO
LC,2,4,-2,123.0,CHA,202310270CHO
T,4,4,0,138.0,CHA,202310270CHO
LC,7,4,3,233.0,CHA,202310270CHO
,7,5,2,251.0,CHA,202310270CHO
,7,6,1,251.0,CHA,202310270CHO
LC,7,9,-2,272.0,CHA,202310270CHO
T,9,9,0,294.0,CHA,202310270CHO
LC,12,9,3,324.0,CHA,202310270CHO
,14,9,5,377.0,CHA,202310270CHO
,16,9,7,401.0,CHA,202310270CHO
,18,9,9,443.0,CHA,202310270CHO
,20,9,11,510.0,CHA,202310270CHO
,20,12,8,526.0,CHA,202310270CHO
,21,12,9,541.0,CHA,202310270CHO
,22,12,10,541.0,CHA,202310270CHO
,22,14,8,552.0,CHA,202310270CHO
,22,16,6,577.0,CHA,202310270CHO
,23,16,7,586.0,CHA,202310270CHO
,26,16,10,592.0,CHA,202310270CHO
,26,19,7,602.0,CHA,202310270CHO
,26,20,6,626.0,CHA,202310270CHO
,26,21,5,626.0,CHA,202310270CHO
,27,21,6,673.0,CHA,202310270CHO
,29,21,8,686.0,CHA,202310270CHO
,32,21,11,718.0,CHA,202310270CHO
,34,21,13,757.0,CHA,202310270CHO
,36,21,15,800.0,CHA,202310270CHO
,36,23,13,840.0,CHA,202310270CHO
,36,25,11,854.0,CHA,202310270CHO
,36,27,9,914.0,CHA,202310270CHO
,36,29,7,1029.0,CHA,202310270CHO
,36,30,6,1056.0,CHA,202310270CHO
,36,31,5,1056.0,CHA,202310270CHO
,36,33,3,1088.0,CHA,202310270CHO
,37,33,4,1101.0,CHA,202310270CHO
,38,33,5,1101.0,CHA,202310270CHO
,39,33,6,1101.0,CHA,202310270CHO
,42,33,9,1154.0,CHA,202310270CHO
,44,33,11,1179.0,CHA,202310270CHO
,44,35,9,1222.0,CHA,202310270CHO
,46,35,11,1230.0,CHA,202310270CHO
,47,35,12,1230.0,CHA,202310270CHO
,47,38,9,1245.0,CHA,202310270CHO
,48,38,10,1257.0,CHA,202310270CHO
,50,38,12,1291.0,CHA,202310270CHO
,50,40,10,1326.0,CHA,202310270CHO
,50,41,9,1326.0,CHA,202310270CHO
,52,41,11,1336.0,CHA,202310270CHO
,52,42,10,1342.0,CHA,202310270CHO
,52,43,9,1342.0,CHA,202310270CHO
,54,43,11,1356.0,CHA,202310270CHO
,54,45,9,1366.0,CHA,202310270CHO
,54,46,8,1389.0,CHA,202310270CHO
,54,47,7,1389.0,CHA,202310270CHO
,56,47,9,1463.0,CHA,202310270CHO
,58,47,11,1505.0,CHA,202310270CHO
,58,48,10,1523.0,CHA,202310270CHO
,58,50,8,1537.0,CHA,202310270CHO
,58,53,5,1572.0,CHA,202310270CHO
,60,53,7,1613.0,CHA,202310270CHO
,60,55,5,1624.0,CHA,202310270CHO
,61,55,6,1660.0,CHA,202310270CHO
,64,55,9,1679.0,CHA,202310270CHO
,64,57,7,1691.0,CHA,202310270CHO
,67,57,10,1708.0,CHA,202310270CHO
,67,59,8,1720.0,CHA,202310270CHO
,67,61,6,1771.0,CHA,202310270CHO
,69,61,8,1842.0,CHA,202310270CHO
,69,62,7,1870.0,CHA,202310270CHO
,71,62,9,1893.0,CHA,202310270CHO
,71,64,7,1910.0,CHA,202310270CHO
,71,66,5,1930.0,CHA,202310270CHO
,71,69,2,1956.0,CHA,202310270CHO
,73,69,4,1979.0,CHA,202310270CHO
,74,69,5,2015.0,CHA,202310270CHO
,75,69,6,2015.0,CHA,202310270CHO
,75,70,5,2048.0,CHA,202310270CHO
,75,71,4,2048.0,CHA,202310270CHO
,76,71,5,2060.0,CHA,202310270CHO
,77,71,6,2060.0,CHA,202310270CHO
,79,71,8,2088.0,CHA,202310270CHO
,79,72,7,2103.0,CHA,202310270CHO
,81,72,9,2125.0,CHA,202310270CHO
,83,72,11,2153.0,CHA,202310270CHO
,83,73,10,2157.0,CHA,202310270CHO
,83,74,9,2158.0,CHA,202310270CHO
,83,75,8,2158.0,CHA,202310270CHO
,83,76,7,2173.0,CHA,202310270CHO
,84,76,8,2226.0,CHA,202310270CHO
,85,76,9,2226.0,CHA,202310270CHO
,85,79,6,2239.0,CHA,202310270CHO
,87,79,8,2265.0,CHA,202310270CHO
,87,80,7,2318.0,CHA,202310270CHO
,87,81,6,2318.0,CHA,202310270CHO
,89,81,8,2329.0,CHA,202310270CHO
,89,82,7,2366.0,CHA,202310270CHO
,89,83,6,2366.0,CHA,202310270CHO
,89,85,4,2414.0,CHA,202310270CHO
,92,85,7,2428.0,CHA,202310270CHO
,92,87,5,2438.0,CHA,202310270CHO
,94,87,7,2458.0,CHA,202310270CHO
,94,89,5,2476.0,CHA,202310270CHO
,94,91,3,2505.0,CHA,202310270CHO
,97,91,6,2529.0,CHA,202310270CHO
,97,93,4,2571.0,CHA,202310270CHO
,99,93,6,2646.0,CHA,202310270CHO
,102,93,9,2666.0,CHA,202310270CHO
,104,93,11,2734.0,CHA,202310270CHO
,106,93,13,2752.0,CHA,202310270CHO
,106,95,11,2762.0,CHA,202310270CHO
,107,95,12,2787.0,CHA,202310270CHO
,108,95,13,2787.0,CHA,202310270CHO
,108,97,11,2797.0,CHA,202310270CHO
,109,97,12,2808.0,CHA,202310270CHO
,110,97,13,2808.0,CHA,202310270CHO
,110,98,12,2841.0,CHA,202310270CHO
,110,99,11,2841.0,CHA,202310270CHO
,111,99,12,2858.0,CHA,202310270CHO
F,111,99,12,2880.0,CHA,202310270CHO
,0,0,0,0.0,CHI,202310280DET
,0,2,-2,29.0,CHI,202310280DET
T,2,2,0,72.0,CHI,202310280DET
LC,4,2,2,101.0,CHI,202310280DET
T,4,4,0,124.0,CHI,202310280DET
,7,4,3,141.0,CHI,202310280DET
T,7,7,0,156.0,CHI,202310280DET
,9,7,2,163.0,CHI,202310280DET
,10,7,3,163.0,CHI,202310280DET
,10,9,1,207.0,CHI,202310280DET
,12,9,3,220.0,CHI,202310280DET
,12,11,1,234.0,CHI,202310280DET
,14,11,3,249.0,CHI,202310280DET
T,14,14,0,298.0,CHI,202310280DET
,16,14,2,315.0,CHI,202310280DET
T,16,16,0,383.0,CHI,202310280DET
LC,16,17,-1,383.0,CHI,202310280DET
,16,18,-2,414.0,CHI,202310280DET
T,18,18,0,426.0,CHI,202310280DET
LC,20,18,2,463.0,CHI,202310280DET
T,20,20,0,480.0,CHI,202310280DET
LC,20,22,-2,502.0,CHI,202310280DET
,20,24,-4,540.0,CHI,202310280DET
,23,24,-1,558.0,CHI,202310280DET
LC,26,24,2,596.0,CHI,202310280DET
,29,24,5,639.0,CHI,202310280DET
,29,26,3,657.0,CHI,202310280DET
,29,28,1,736.0,CHI,202310280DET
,30,28,2,758.0,CHI,202310280DET
,31,28,3,758.0,CHI,202310280DET
,31,30,1,815.0,CHI,202310280DET
,33,30,3,826.0,CHI,202310280DET
,35,30,5,850.0,CHI,202310280DET
,35,33,2,883.0,CHI,202310280DET
LC,35,36,-1,989.0,CHI,202310280DET
LC,37,36,1,1005.0,CHI,202310280DET
,39,36,3,1030.0,CHI,202310280DET
,41,36,5,1068.0,CHI,202310280DET
,41,38,3,1088.0,CHI,202310280DET
,43,38,5,1103.0,CHI,202310280DET
,43,40,3,1147.0,CHI,202310280DET
,46,40,6,1205.0,CHI,202310280DET
,46,42,4,1224.0,CHI,202310280DET
,49,42,7,1235.0,CHI,202310280DET
,51,42,9,1293.0,CHI,202310280DET
,52,42,10,1322.0,CHI,202310280DET
,53,42,11,1322.0,CHI,202310280DET
,53,44,9,1337.0,CHI,202310280DET
,55,44,11,1365.0,CHI,202310280DET
,57,44,13,1433.0,CHI,202310280DET
,57,45,12,1454.0,CHI,202310280DET
,57,47,10,1498.0,CHI,202310280DET
,57,50,7,1534.0,CHI,202310280DET
,59,50,9,1550.0,CHI,202310280DET
,60,50,10,1550.0,CHI,202310280DET
,60,53,7,1564.0,CHI,202310280DET
,60,54,6,1587.0,CHI,202310280DET
,60,55,5,1587.0,CHI,202310280DET
,62,55,7,1610.0,CHI,202310280DET
,62,57,5,1631.0,CHI,202310280DET
,62,59,3,1673.0,CHI,202310280DET
,64,59,5,1684.0,CHI,202310280DET
,66,59,7,1723.0,CHI,202310280DET
,66,60,6,1737.0,CHI,202310280DET
,66,61,5,1744.0,CHI,202310280DET
,66,62,4,1744.0,CHI,202310280DET
,66,63,3,1760.0,CHI,202310280DET
,69,63,6,1779.0,CHI,202310280DET
,69,66,3,1788.0,CHI,202310280DET
,71,66,5,1805.0,CHI,202310280DET
,71,68,3,1827.0,CHI,202310280DET
,72,68,4,1850.0,CHI,202310280DET
,73,68,5,1850.0,CHI,202310280DET
,74,68,6,1874.0,CHI,202310280DET
,77,68,9,1907.0,CHI,202310280DET
,77,71,6,1953.0,CHI,202310280DET
,79,71,8,2027.0,CHI,202310280DET
,81,71,10,2054.0,CHI,202310280DET
,81,73,8,2078.0,CHI,202310280DET
,81,75,6,2100.0,CHI,202310280DET
,81,76,5,2100.0,CHI,202310280DET
,81,77,4,2100.0,CHI,202310280DET
,84,77,7,2160.0,CHI,202310280DET
,86,77,9,2172.0,CHI,202310280DET
,87,77,10,2172.0,CHI,202310280DET
,90,77,13,2221.0,CHI,202310280DET
,90,80,10,2238.0,CHI,202310280DET
,92,80,12,2254.0,CHI,202310280DET
,92,83,9,2264.0,CHI,202310280DET
,95,83,12,2279.0,CHI,202310280DET
,95,85,10,2311.0,CHI,202310280DET
,95,87,8,2340.0,CHI,202310280DET
,95,89,6,2367.0,CHI,202310280DET
,96,89,7,2384.0,CHI,202310280DET
,97,89,8,2384.0,CHI,202310280DET
,97,91,6,2404.0,CHI,202310280DET
,99,91,8,2417.0,CHI,202310280DET
,101,91,10,2501.0,CHI,202310280DET
,103,91,12,2539.0,CHI,202310280DET
,105,91,14,2566.0,CHI,202310280DET
,105,92,13,2581.0,CHI,202310280DET
,105,93,12,2581.0,CHI,202310280DET
,105,95,10,2612.0,CHI,202310280DET
,106,95,11,2676.0,CHI,202310280DET
,107,95,12,2676.0,CHI,202310280DET
,107,97,10,2694.0,CHI,202310280DET
,108,97,11,2730.0,CHI,202310280DET
,109,97,12,2730.0,CHI,202310280DET
,109,99,10,2740.0,CHI,202310280DET
,111,99,12,2761.0,CHI,202310280DET
,113,99,14,2798.0,CHI,202310280DET
,115,99,16,2809.0,CHI,202310280DET
,118,99,19,2836.0,CHI,202310280DET
,118,102,16,2855.0,CHI,202310280DET
F,118,102,16,2880.0,CHI,202310280DET
,0,0,0,0.0,OKC,202310300OKC
,1,0,1,23.0,OKC,202310300OKC
LC,1,2,-1,42.0,OKC,202310300OKC
T,2,2,0,60.0,OKC,202310300OKC
LC,3,2,1,60.0,OKC,202310300OKC
LC,3,5,-2,78.0,OKC,202310300OKC
,3,7,-4,109.0,OKC,202310300OKC
,4,7,-3,175.0,OKC,202310300OKC
,4,10,-6,192.0,OKC,202310300OKC
,6,10,-4,210.0,OKC,202310300OKC
,8,10,-2,283.0,OKC,202310300OKC
,8,13,-5,319.0,OKC,202310300OKC
,8,16,-8,343.0,OKC,202310300OKC
,11,16,-5,380.0,OKC,202310300OKC
,14,16,-2,415.0,OKC,202310300OKC
,14,17,-3,431.0,OKC,202310300OKC
,14,19,-5,475.0,OKC,202310300OKC
,14,21,-7,503.0,OKC,202310300OKC
,14,22,-8,543.0,OKC,202310300OKC
,14,23,-9,543.0,OKC,202310300OKC
,14,24,-10,543.0,OKC,202310300OKC
,17,24,-7,564.0,OKC,202310300OKC
,17,26,-9,583.0,OKC,202310300OKC
,19,26,-7,589.0,OKC,202310300OKC
,19,29,-10,621.0,OKC,202310300OKC
,19,31,-12,644.0,OKC,202310300OKC
,20,31,-11,668.0,OKC,202310300OKC
,21,31,-10,668.0,OKC,202310300OKC
,21,32,-11,687.0,OKC,202310300OKC
,21,33,-12,687.0,OKC,202310300OKC
,23,33,-10,756.0,OKC,202310300OKC
,23,35,-12,767.0,OKC,202310300OKC
,25,35,-10,777.0,OKC,202310300OKC
,25,36,-11,792.0,OKC,202310300OKC
,27,36,-9,811.0,OKC,202310300OKC
,27,38,-11,822.0,OKC,202310300OKC
,30,38,-8,832.0,OKC,202310300OKC
,30,39,-9,869.0,OKC,202310300OKC
,30,40,-10,869.0,OKC,202310300OKC
,30,42,-12,892.0,OKC,202310300OKC
,32,42,-10,916.0,OKC,202310300OKC
,34,42,-8,950.0,OKC,202310300OKC
,34,44,-10,965.0,OKC,202310300OKC
,36,44,-8,1007.0,OKC,202310300OKC
,36,46,-10,1059.0,OKC,202310300OKC
,36,49,-13,1108.0,OKC,202310300OKC
,36,51,-15,1159.0,OKC,202310300OKC
,38,51,-13,1175.0,OKC,202310300OKC
,41,51,-10,1218.0,OKC,202310300OKC
,41,54,-13,1290.0,OKC,202310300OKC
,42,54,-12,1303.0,OKC,202310300OKC
,43,54,-11,1303.0,OKC,202310300OKC
,45,54,-9,1330.0,OKC,202310300OKC
,45,55,-10,1343.0,OKC,202310300OKC
,45,56,-11,1343.0,OKC,202310300OKC
,46,56,-10,1400.0,OKC,202310300OKC
,47,56,-9,1400.0,OKC,202310300OKC
,47,57,-10,1433.0,OKC,202310300OKC
,47,59,-12,1438.0,OKC,202310300OKC
,47,61,-14,1465.0,OKC,202310300OKC
,49,61,-12,1485.0,OKC,202310300OKC
,49,63,-14,1493.0,OKC,202310300OKC
,51,63,-12,1533.0,OKC,202310300OKC
,53,63,-10,1552.0,OKC,202310300OKC
,53,66,-13,1562.0,OKC,202310300OKC
,53,68,-15,1577.0,OKC,202310300OKC
,56,68,-12,1591.0,OKC,202310300OKC
,58,68,-10,1606.0,OKC,202310300OKC
,58,70,-12,1685.0,OKC,202310300OKC
,60,70,-10,1695.0,OKC,202310300OKC
,60,72,-12,1710.0,OKC,202310300OKC
,60,74,-14,1731.0,OKC,202310300OKC
,60,76,-16,1759.0,OKC,202310300OKC
,60,77,-17,1787.0,OKC,202310300OKC
,60,78,-18,1787.0,OKC,202310300OKC
,62,78,-16,1803.0,OKC,202310300OKC
,64,78,-14,1843.0,OKC,202310300OKC
,64,79,-15,1851.0,OKC,202310300OKC
,64,80,-16,1878.0,OKC,202310300OKC
,65,80,-15,1894.0,OKC,202310300OKC
,66,80,-14,1894.0,OKC,202310300OKC
,69,80,-11,1969.0,OKC,202310300OKC
,69,82,-13,1982.0,OKC,202310300OKC
,72,82,-10,2000.0,OKC,202310300OKC
,75,82,-7,2029.0,OKC,202310300OKC
,75,85,-10,2045.0,OKC,202310300OKC
,75,86,-11,2079.0,OKC,202310300OKC
,75,87,-12,2079.0,OKC,202310300OKC
,77,87,-10,2101.0,OKC,202310300OKC
,77,89,-12,2107.0,OKC,202310300OKC
,78,89,-11,2127.0,OKC,202310300OKC
,79,89,-10,2127.0,OKC,202310300OKC
,79,91,-12,2134.0,OKC,202310300OKC
,79,94,-15,2186.0,OKC,202310300OKC
,82,94,-12,2201.0,OKC,202310300OKC
,82,96,-14,2230.0,OKC,202310300OKC
,82,99,-17,2269.0,OKC,202310300OKC
,82,100,-18,2292.0,OKC,202310300OKC
,82,101,-19,2292.0,OKC,202310300OKC
,84,101,-17,2307.0,OKC,202310300OKC
,84,103,-19,2327.0,OKC,202310300OKC
,84,105,-21,2354.0,OKC,202310300OKC
,87,105,-18,2368.0,OKC,202310300OKC
,87,107,-20,2404.0,OKC,202310300OKC
,88,107,-19,2449.0,OKC,202310300OKC
,89,107,-18,2449.0,OKC,202310300OKC
,89,109,-20,2465.0,OKC,202310300OKC
,92,109,-17,2482.0,OKC,202310300OKC
,92,111,-19,2502.0,OKC,202310300OKC
,94,111,-17,2515.0,OKC,202310300OKC
,94,113,-19,2523.0,OKC,202310300OKC
,94,114,-20,2523.0,OKC,202310300OKC
,97,114,-17,2536.0,OKC,202310300OKC
,97,117,-20,2555.0,OKC,202310300OKC
,100,117,-17,2591.0,OKC,202310300OKC
,100,119,-19,2664.0,OKC,202310300OKC
,102,119,-17,2675.0,OKC,202310300OKC
,102,120,-18,2689.0,OKC,202310300OKC
,102,121,-19,2689.0,OKC,202310300OKC
,104,121,-17,2713.0,OKC,202310300OKC
,104,124,-20,2771.0,OKC,202310300OKC
,107,124,-17,2786.0,OKC,202310300OKC
,109,124,-15,2809.0,OKC,202310300OKC
,110,124,-14,2809.0,OKC,202310300OKC
,111,124,-13,2833.0,OKC,202310300OKC
,112,124,-12,2833.0,OKC,202310300OKC
F,112,124,-12,2880.0,OKC,202310300OKC
,0,0,0,0.0,POR,202311010DET
,0,2,-2,9.0,POR,202311010DET
,0,5,-5,60.0,POR,202311010DET
,1,5,-4,119.0,POR,202311010DET
,2,5,-3,119.0,POR,202311010DET
,2,7,-5,152.0,POR,202311010DET
,5,7,-2,174.0,POR,202311010DET
,5,9,-4,186.0,POR,202311010DET
,8,9,-1,202.0,POR,202311010DET
LC,11,9,2,229.0,POR,202311010DET
,13,9,4,268.0,POR,202311010DET
,14,9,5,268.0,POR,202311010DET
,14,11,3,280.0,POR,202311010DET
,14,12,2,280.0,POR,202311010DET
,16,12,4,296.0,POR,202311010DET
,16,14,2,325.0,POR,202311010DET
T,16,16,0,378.0,POR,202311010DET
,18,16,2,411.0,POR,202311010DET
,21,16,5,437.0,POR,202311010DET
,21,18,3,453.0,POR,202311010DET
,21,19,2,485.0,POR,202311010DET
,21,20,1,503.0,POR,202311010DET
T,21,21,0,503.0,POR,202311010DET
,23,21,2,532.0,POR,202311010DET
,23,22,1,543.0,POR,202311010DET
T,23,23,0,543.0,POR,202311010DET
,26,23,3,556.0,POR,202311010DET
,27,23,4,580.0,POR,202311010DET
,30,23,7,617.0,POR,202311010DET
,30,26,4,628.0,POR,202311010DET
,32,26,6,666.0,POR,202311010DET
,32,27,5,751.0,POR,202311010DET
,34,27,7,762.0,POR,202311010DET
,34,29,5,780.0,POR,202311010DET
,34,31,3,811.0,POR,202311010DET
,37,31,6,819.0,POR,202311010DET
,37,33,4,863.0,POR,202311010DET
,37,34,3,883.0,POR,202311010DET
,40,34,6,911.0,POR,202311010DET
,42,34,8,1014.0,POR,202311010DET
,44,34,10,1041.0,POR,202311010DET
,46,34,12,1068.0,POR,202311010DET
,48,34,14,1089.0,POR,202311010DET
,48,36,12,1114.0,POR,202311010DET
,48,38,10,1134.0,POR,202311010DET
,50,38,12,1160.0,POR,202311010DET
,52,38,14,1194.0,POR,202311010DET
,54,38,16,1233.0,POR,202311010DET
,54,40,14,1246.0,POR,202311010DET
,57,40,17,1259.0,POR,202311010DET
,57,41,16,1275.0,POR,202311010DET
,59,41,18,1303.0,POR,202311010DET
,59,42,17,1318.0,POR,202311010DET
,59,43,16,1318.0,POR,202311010DET
,59,45,14,1340.0,POR,202311010DET
,59,47,12,1440.0,POR,202311010DET
,62,47,15,1463.0,POR,202311010DET
,62,49,13,1477.0,POR,202311010DET
,62,51,11,1507.0,POR,202311010DET
,64,51,13,1530.0,POR,202311010DET
,64,54,10,1549.0,POR,202311010DET
,64,56,8,1595.0,POR,202311010DET
,64,58,6,1644.0,POR,202311010DET
,66,58,8,1676.0,POR,202311010DET
,68,58,10,1709.0,POR,202311010DET
,70,58,12,1731.0,POR,202311010DET
,70,60,10,1745.0,POR,202311010DET
,72,60,12,1765.0,POR,202311010DET
,75,60,15,1783.0,POR,202311010DET
,75,62,13,1806.0,POR,202311010DET
,75,64,11,1833.0,POR,202311010DET
,75,66,9,1899.0,POR,202311010DET
,77,66,11,1916.0,POR,202311010DET
,78,66,12,1916.0,POR,202311010DET
,78,69,9,1926.0,POR,202311010DET
,78,71,7,1977.0,POR,202311010DET
,79,71,8,1994.0,POR,202311010DET
,80,71,9,1994.0,POR,202311010DET
,80,73,7,2007.0,POR,202311010DET
,80,76,4,2030.0,POR,202311010DET
,82,76,6,2051.0,POR,202311010DET
,82,79,3,2058.0,POR,202311010DET
,84,79,5,2081.0,POR,202311010DET
,84,81,3,2118.0,POR,202311010DET
,84,82,2,2118.0,POR,202311010DET
,84,83,1,2145.0,POR,202311010DET
,86,83,3,2163.0,POR,202311010DET
,86,85,1,2179.0,POR,202311010DET
,88,85,3,2198.0,POR,202311010DET
,89,85,4,2198.0,POR,202311010DET
,91,85,6,2235.0,POR,202311010DET
,91,86,5,2249.0,POR,202311010DET
,91,87,4,2249.0,POR,202311010DET
,93,87,6,2265.0,POR,202311010DET
,93,89,4,2379.0,POR,202311010DET
,93,91,2,2407.0,POR,202311010DET
LC,93,94,-1,2469.0,POR,202311010DET
,93,96,-3,2504.0,POR,202311010DET
,95,96,-1,2551.0,POR,202311010DET
,95,97,-2,2620.0,POR,202311010DET
T,97,97,0,2634.0,POR,202311010DET
,97,98,-1,2638.0,POR,202311010DET
,97,99,-2,2638.0,POR,202311010DET
T,99,99,0,2660.0,POR,202311010DET
,99,100,-1,2677.0,POR,202311010DET
,99,101,-2,2677.0,POR,202311010DET
,99,102,-3,2717.0,POR,202311010DET
,99,103,-4,2717.0,POR,202311010DET
,100,103,-3,2765.0,POR,202311010DET
,101,103,-2,2765.0,POR,202311010DET
,101,104,-3,2778.0,POR,202311010DET
,101,105,-4,2816.0,POR,202311010DET
,101,106,-5,2816.0,POR,202311010DET
,101,108,-7,2847.0,POR,202311010DET
,101,109,-8,2866.0,POR,202311010DET
,101,110,-9,2866.0,POR,202311010DET
F,101,110,-9,2880.0,POR,202311010DET
,0,0,0,0.0,NOH,202311020NOP
,0,2,-2,60.0,NOH,202311020NOP
T,2,2,0,72.0,NOH,202311020NOP
,2,4,-2,83.0,NOH,202311020NOP
LC,5,4,1,100.0,NOH,202311020NOP
LC,5,7,-2,114.0,NOH,202311020NOP
T,7,7,0,129.0,NOH,202311020NOP
,7,9,-2,143.0,NOH,202311020NOP
T,9,9,0,158.0,NOH,202311020NOP
,9,12,-3,171.0,NOH,202311020NOP
,11,12,-1,187.0,NOH,202311020NOP
LC,14,12,2,210.0,NOH,202311020NOP
LC,14,15,-1,226.0,NOH,202311020NOP
LC,17,15,2,251.0,NOH,202311020NOP
LC,17,18,-1,297.0,NOH,202311020NOP
,17,19,-2,314.0,NOH,202311020NOP
,17,20,-3,314.0,NOH,202311020NOP
,17,22,-5,358.0,NOH,202311020NOP
,17,24,-7,386.0,NOH,202311020NOP
,17,26,-9,425.0,NOH,202311020NOP
,17,27,-10,444.0,NOH,202311020NOP
,17,28,-11,444.0,NOH,202311020NOP
,20,28,-8,544.0,NOH,202311020NOP
