Time,Miami,Score,Detroit,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
6:56.0, ,10-14,J. Grant misses 2-pt jump shot from 17 ft,,1,10,14,-4,304.0
6:53.0,Defensive rebound by P. Tucker,10-14, ,,1,10,14,-4,307.0
6:36.0,D. Robinson misses 2-pt layup from 6 ft,10-14, ,,1,10,14,-4,324.0
6:36.0,Offensive rebound by J. Butler,10-14, ,,1,10,14,-4,324.0
6:36.0,Shooting foul by L. Garza (drawn by J. Butler),10-14, ,,1,10,14,-4,324.0
6:36.0, ,10-14,Detroit full timeout,,1,10,14,-4,324.0
6:36.0, ,10-14,T. Lyles enters the game for L. Garza,,1,10,14,-4,324.0
6:36.0,J. Butler misses free throw 1 of 2,10-14, ,,1,10,14,-4,324.0
6:36.0,Offensive rebound by Team,10-14, ,,1,10,14,-4,324.0
6:36.0,J. Butler makes free throw 2 of 2,11-14, ,,1,11,14,-3,324.0
6:16.0, ,11-14,C. Cunningham misses 2-pt layup from 3 ft,,1,11,14,-3,344.0
6:14.0,Defensive rebound by P. Tucker,11-14, ,,1,11,14,-3,346.0
6:11.0,K. Lowry misses 3-pt jump shot from 26 ft,11-14, ,,1,11,14,-3,349.0
6:07.0, ,11-14,Defensive rebound by T. Lyles,,1,11,14,-3,353.0
6:02.0, ,11-14,Personal foul by D. Robinson (drawn by T. Lyles),,1,11,14,-3,358.0
5:45.0, ,11-17,S. Bey makes 3-pt jump shot from 28 ft (assist by C. Joseph),,1,11,17,-6,375.0
5:25.0,D. Robinson misses 3-pt jump shot from 25 ft,11-17, ,,1,11,17,-6,395.0
5:20.0, ,11-17,Defensive rebound by J. Grant,,1,11,17,-6,400.0
5:06.0, ,11-17,T. Lyles misses 2-pt jump shot from 18 ft,,1,11,17,-6,414.0
5:02.0,Defensive rebound by J. Butler,11-17, ,,1,11,17,-6,418.0
4:59.0,Turnover by K. Lowry (bad pass; steal by C. Joseph),11-17, ,,1,11,17,-6,421.0
4:53.0, ,11-17,S. Bey misses 3-pt jump shot from 27 ft,,1,11,17,-6,427.0
4:51.0, ,11-17,Offensive rebound by T. Lyles,,1,11,17,-6,429.0
4:43.0, ,11-19,C. Joseph makes 2-pt layup from 3 ft (assist by C. Cunningham),,1,11,19,-8,437.0
4:42.0,Miami full timeout,11-19, ,,1,11,19,-8,438.0
4:42.0,D. Dedmon enters the game for B. Adebayo,11-19, ,,1,11,19,-8,438.0
4:42.0,T. Herro enters the game for K. Lowry,11-19, ,,1,11,19,-8,438.0
4:42.0,G. Vincent enters the game for D. Robinson,11-19, ,,1,11,19,-8,438.0
4:42.0, ,11-19,F. Jackson enters the game for C. Joseph,,1,11,19,-8,438.0
4:19.0,J. Butler misses 2-pt jump shot from 15 ft,11-19, ,,1,11,19,-8,461.0
4:15.0, ,11-19,Defensive rebound by T. Lyles,,1,11,19,-8,465.0
4:06.0, ,11-19,S. Bey misses 2-pt layup from 5 ft,,1,11,19,-8,474.0
4:03.0, ,11-19,Offensive rebound by S. Bey,,1,11,19,-8,477.0
4:00.0, ,11-19,F. Jackson misses 3-pt jump shot from 26 ft,,1,11,19,-8,480.0
3:55.0,Defensive rebound by G. Vincent,11-19, ,,1,11,19,-8,485.0
3:40.0, ,11-19,Loose ball foul by F. Jackson (drawn by J. Butler),,1,11,19,-8,500.0
3:40.0,J. Butler makes free throw 1 of 2,12-19, ,,1,12,19,-7,500.0
3:40.0, ,12-19,H. Diallo enters the game for S. Bey,,1,12,19,-7,500.0
3:40.0,J. Butler makes free throw 2 of 2,13-19, ,,1,13,19,-6,500.0
3:21.0, ,13-19,Personal foul by D. Dedmon (drawn by H. Diallo),,1,13,19,-6,519.0
3:21.0,C. Martin enters the game for P. Tucker,13-19, ,,1,13,19,-6,519.0
3:10.0, ,13-19,Turnover by C. Cunningham (bad pass; steal by G. Vincent),,1,13,19,-6,530.0
2:59.0,J. Butler makes 2-pt layup from 4 ft (assist by T. Herro),15-19, ,,1,15,19,-4,541.0
2:59.0,Shooting foul by C. Cunningham (drawn by J. Butler),15-19, ,,1,15,19,-4,541.0
2:59.0,J. Butler makes free throw 1 of 1,16-19, ,,1,16,19,-3,541.0
2:45.0, ,16-19,Def 3 sec tech foul by Team,,1,16,19,-3,555.0
2:45.0, ,16-19,S. Lee enters the game for C. Cunningham,,1,16,19,-3,555.0
2:45.0, ,16-20,J. Grant makes technical free throw,,1,16,20,-4,555.0
2:32.0, ,16-23,F. Jackson makes 3-pt jump shot from 27 ft (assist by H. Diallo),,1,16,23,-7,568.0
2:13.0,T. Herro misses 2-pt jump shot from 6 ft,16-23, ,,1,16,23,-7,587.0
2:13.0,Offensive rebound by J. Butler,16-23, ,,1,16,23,-7,587.0
2:13.0,J. Butler misses 2-pt layup from 2 ft,16-23, ,,1,16,23,-7,587.0
2:13.0, ,16-23,Defensive rebound by S. Lee,,1,16,23,-7,587.0
2:04.0, ,16-23,Turnover by S. Lee (traveling),,1,16,23,-7,596.0
1:55.0,T. Herro makes 2-pt jump shot from 18 ft,18-23, ,,1,18,23,-5,605.0
1:43.0,Violation by Team (kicked ball),18-23, ,,1,18,23,-5,617.0
1:43.0, ,18-23,J. Jackson enters the game for J. Grant,,1,18,23,-5,617.0
1:28.0, ,18-23,F. Jackson misses 3-pt jump shot from 26 ft,,1,18,23,-5,632.0
1:24.0,Defensive rebound by D. Dedmon,18-23, ,,1,18,23,-5,636.0
1:22.0,Personal foul by F. Jackson (drawn by T. Herro),18-23, ,,1,18,23,-5,638.0
1:22.0,B. Adebayo enters the game for J. Butler,18-23, ,,1,18,23,-5,638.0
1:22.0,K. Lowry enters the game for D. Dedmon,18-23, ,,1,18,23,-5,638.0
1:22.0,T. Herro makes free throw 1 of 2,19-23, ,,1,19,23,-4,638.0
1:22.0,T. Herro makes free throw 2 of 2,20-23, ,,1,20,23,-3,638.0
0:57.0, ,20-23,J. Jackson misses 3-pt jump shot from 28 ft,,1,20,23,-3,663.0
0:54.0,Defensive rebound by B. Adebayo,20-23, ,,1,20,23,-3,666.0
0:43.0,C. Martin misses 2-pt layup from 3 ft,20-23, ,,1,20,23,-3,677.0
0:42.0, ,20-23,Defensive rebound by J. Jackson,,1,20,23,-3,678.0
0:34.0, ,20-23,Turnover by J. Jackson (bad pass; steal by G. Vincent),,1,20,23,-3,686.0
0:28.0,T. Herro misses 3-pt jump shot from 27 ft,20-23, ,,1,20,23,-3,692.0
0:24.0, ,20-23,Defensive rebound by T. Lyles,,1,20,23,-3,696.0
0:17.0, ,20-25,H. Diallo makes 2-pt layup from 5 ft,,1,20,25,-5,703.0
0:00.0,K. Lowry misses 3-pt jump shot from 25 ft,20-25, ,,1,20,25,-5,720.0
0:00.0,Offensive rebound by Team,20-25, ,,1,20,25,-5,720.0
0:00.0,End of 1st quarter,20-25,,,1,20,25,-5,720.0
12:00.0,Start of 2nd quarter,20-25,,,2,20,25,-5,720.0
11:49.0, ,20-25,Turnover by H. Diallo (bad pass; steal by C. Martin),,2,20,25,-5,731.0
11:48.0,Turnover by C. Martin (bad pass),20-25, ,,2,20,25,-5,732.0
11:23.0, ,20-25,H. Diallo misses 3-pt jump shot from 28 ft,,2,20,25,-5,757.0
11:20.0,Defensive rebound by B. Adebayo,20-25, ,,2,20,25,-5,760.0
11:02.0,B. Adebayo misses 2-pt hook shot from 6 ft,20-25, ,,2,20,25,-5,778.0
10:59.0, ,20-25,Defensive rebound by T. Lyles,,2,20,25,-5,781.0
10:50.0, ,20-27,J. Jackson makes 2-pt layup from 5 ft,,2,20,27,-7,790.0
10:30.0,T. Herro misses 2-pt jump shot from 19 ft,20-27, ,,2,20,27,-7,810.0
10:26.0,Offensive rebound by T. Herro,20-27, ,,2,20,27,-7,814.0
10:20.0,T. Herro makes 2-pt layup from 6 ft,22-27, ,,2,22,27,-5,820.0
10:00.0, ,22-27,F. Jackson misses 3-pt jump shot from 23 ft,,2,22,27,-5,840.0
9:57.0,Defensive rebound by T. Herro,22-27, ,,2,22,27,-5,843.0
9:53.0,T. Herro misses 2-pt layup from 4 ft (block by H. Diallo),22-27, ,,2,22,27,-5,847.0
9:52.0,Offensive rebound by Team,22-27, ,,2,22,27,-5,848.0
9:52.0, ,22-27,C. Joseph enters the game for S. Lee,,2,22,27,-5,848.0
9:48.0,K. Lowry makes 2-pt layup from 4 ft (assist by B. Adebayo),24-27, ,,2,24,27,-3,852.0
9:35.0, ,24-27,Personal foul by C. Martin (drawn by H. Diallo),,2,24,27,-3,865.0
9:26.0, ,24-27,J. Jackson misses 3-pt jump shot from 27 ft,,2,24,27,-3,874.0
9:22.0,Defensive rebound by B. Adebayo,24-27, ,,2,24,27,-3,878.0
9:13.0,T. Herro makes 3-pt jump shot from 26 ft,27-27, ,Tie,2,27,27,0,887.0
8:53.0, ,27-29,H. Diallo makes 2-pt layup from 5 ft (assist by C. Joseph),,2,27,29,-2,907.0
8:34.0,C. Martin misses 3-pt jump shot from 25 ft,27-29, ,,2,27,29,-2,926.0
8:34.0, ,27-29,Defensive rebound by Team,,2,27,29,-2,926.0
8:18.0, ,27-32,F. Jackson makes 3-pt jump shot from 27 ft (assist by C. Joseph),,2,27,32,-5,942.0
7:53.0,G. Vincent misses 3-pt jump shot from 28 ft,27-32, ,,2,27,32,-5,967.0
7:53.0, ,27-32,Defensive rebound by Team,,2,27,32,-5,967.0
7:33.0, ,27-32,Turnover by C. Joseph (out of bounds lost ball),,2,27,32,-5,987.0
7:12.0,K. Lowry makes 2-pt jump shot from 5 ft,29-32, ,,2,29,32,-3,1008.0
6:57.0, ,29-32,Turnover by J. Jackson (back court),,2,29,32,-3,1023.0
6:57.0, ,29-32,Detroit full timeout,,2,29,32,-3,1023.0
6:57.0,J. Butler enters the game for B. Adebayo,29-32, ,,2,29,32,-3,1023.0
6:57.0,D. Dedmon enters the game for G. Vincent,29-32, ,,2,29,32,-3,1023.0
6:57.0, ,29-32,S. Bey enters the game for H. Diallo,,2,29,32,-3,1023.0
6:57.0, ,29-32,L. Garza enters the game for T. Lyles,,2,29,32,-3,1023.0
6:47.0,Shooting foul by C. Joseph (drawn by K. Lowry),29-32, ,,2,29,32,-3,1033.0
6:47.0,K. Lowry makes free throw 1 of 2,30-32, ,,2,30,32,-2,1033.0
6:47.0,K. Lowry makes free throw 2 of 2,31-32, ,,2,31,32,-1,1033.0
6:32.0, ,31-35,J. Jackson makes 3-pt jump shot from 23 ft (assist by F. Jackson),,2,31,35,-4,1048.0
6:12.0,D. Dedmon makes 2-pt dunk from 4 ft (assist by J. Butler),33-35, ,,2,33,35,-2,1068.0
5:52.0, ,33-35,S. Bey misses 3-pt jump shot from 26 ft,,2,33,35,-2,1088.0
5:48.0,Defensive rebound by T. Herro,33-35, ,,2,33,35,-2,1092.0
5:41.0,K. Lowry misses 3-pt jump shot from 22 ft,33-35, ,,2,33,35,-2,1099.0
5:38.0, ,33-35,Defensive rebound by J. Jackson,,2,33,35,-2,1102.0
5:35.0,Violation by Team (kicked ball),33-35, ,,2,33,35,-2,1105.0
5:35.0,D. Robinson enters the game for K. Lowry,33-35, ,,2,33,35,-2,1105.0
5:35.0,P. Tucker enters the game for C. Martin,33-35, ,,2,33,35,-2,1105.0
5:35.0, ,33-35,C. Cunningham enters the game for F. Jackson,,2,33,35,-2,1105.0
5:35.0, ,33-35,J. Grant enters the game for J. Jackson,,2,33,35,-2,1105.0
5:23.0, ,33-35,J. Grant misses 2-pt jump shot from 9 ft,,2,33,35,-2,1117.0
5:18.0, ,33-35,Offensive rebound by L. Garza,,2,33,35,-2,1122.0
5:16.0, ,33-35,C. Cunningham misses 3-pt jump shot from 25 ft,,2,33,35,-2,1124.0
5:14.0, ,33-35,Offensive rebound by Team,,2,33,35,-2,1126.0
5:11.0, ,33-37,L. Garza makes 2-pt jump shot from 17 ft (assist by C. Joseph),,2,33,37,-4,1129.0
4:52.0,D. Dedmon misses 2-pt jump shot from 16 ft,33-37, ,,2,33,37,-4,1148.0
4:49.0, ,33-37,Defensive rebound by S. Bey,,2,33,37,-4,1151.0
4:43.0, ,33-40,L. Garza makes 3-pt jump shot from 26 ft (assist by C. Joseph),,2,33,40,-7,1157.0
4:30.0,T. Herro makes 2-pt jump shot from 17 ft (assist by P. Tucker),35-40, ,,2,35,40,-5,1170.0
4:19.0, ,35-42,L. Garza makes 2-pt layup from 3 ft (assist by C. Joseph),,2,35,42,-7,1181.0
4:02.0,J. Butler misses 2-pt jump shot from 4 ft,35-42, ,,2,35,42,-7,1198.0
3:59.0, ,35-42,Defensive rebound by L. Garza,,2,35,42,-7,1201.0
3:55.0, ,35-44,J. Grant makes 2-pt layup from 8 ft (assist by C. Cunningham),,2,35,44,-9,1205.0
3:55.0, ,35-44,Shooting foul by P. Tucker (drawn by J. Grant),,2,35,44,-9,1205.0
3:55.0,B. Adebayo enters the game for D. Dedmon,35-44, ,,2,35,44,-9,1205.0
3:55.0, ,35-45,J. Grant makes free throw 1 of 1,,2,35,45,-10,1205.0
3:45.0,Offensive foul by T. Herro (drawn by L. Garza),35-45, ,,2,35,45,-10,1215.0
3:45.0,Turnover by T. Herro (offensive foul),35-45, ,,2,35,45,-10,1215.0
3:29.0, ,35-45,L. Garza misses 2-pt layup from 3 ft,,2,35,45,-10,1231.0
3:23.0,Defensive rebound by D. Robinson,35-45, ,,2,35,45,-10,1237.0
3:10.0,D. Robinson misses 3-pt jump shot from 27 ft,35-45, ,,2,35,45,-10,1250.0
3:07.0,Offensive rebound by B. Adebayo,35-45, ,,2,35,45,-10,1253.0
3:07.0,B. Adebayo makes 2-pt layup from 5 ft,37-45, ,,2,37,45,-8,1253.0
3:07.0,Shooting foul by L. Garza (drawn by B. Adebayo),37-45, ,,2,37,45,-8,1253.0
3:07.0,B. Adebayo makes free throw 1 of 1,38-45, ,,2,38,45,-7,1253.0
2:49.0, ,38-45,Turnover by S. Bey (lost ball; steal by B. Adebayo),,2,38,45,-7,1271.0
2:36.0,T. Herro makes 2-pt dunk from 5 ft (assist by B. Adebayo),40-45, ,,2,40,45,-5,1284.0
2:17.0, ,40-48,C. Cunningham makes 3-pt jump shot from 28 ft,,2,40,48,-8,1303.0
2:06.0,D. Robinson makes 3-pt jump shot from 28 ft (assist by B. Adebayo),43-48, ,,2,43,48,-5,1314.0
1:51.0, ,43-50,J. Grant makes 2-pt layup from 6 ft (assist by L. Garza),,2,43,50,-7,1329.0
1:51.0, ,43-50,Shooting foul by B. Adebayo (drawn by J. Grant),,2,43,50,-7,1329.0
1:51.0,Miami full timeout,43-50, ,,2,43,50,-7,1329.0
1:51.0,K. Lowry enters the game for T. Herro,43-50, ,,2,43,50,-7,1329.0
1:51.0, ,43-50,T. Lyles enters the game for L. Garza,,2,43,50,-7,1329.0
1:51.0, ,43-51,J. Grant makes free throw 1 of 1,,2,43,51,-8,1329.0
1:27.0,Turnover by Team (shot clock),43-51, ,,2,43,51,-8,1353.0
1:27.0,Instant Replay (Request: Ruling Stands),43-51, ,,2,43,51,-8,1353.0
1:12.0, ,43-51,Turnover by C. Cunningham (bad pass; steal by K. Lowry),,2,43,51,-8,1368.0
1:12.0,Personal take foul by J. Grant (drawn by K. Lowry),43-51, ,,2,43,51,-8,1368.0
1:12.0, ,43-51,F. Jackson enters the game for C. Cunningham,,2,43,51,-8,1368.0
1:03.0,Turnover by K. Lowry (bad pass; steal by J. Grant),43-51, ,,2,43,51,-8,1377.0
0:52.0, ,43-51,S. Bey misses 3-pt jump shot from 27 ft,,2,43,51,-8,1388.0
0:47.0,Defensive rebound by J. Butler,43-51, ,,2,43,51,-8,1393.0
0:45.0,D. Robinson makes 3-pt jump shot from 23 ft (assist by J. Butler),46-51, ,,2,46,51,-5,1395.0
0:29.0, ,46-51,J. Grant misses 3-pt jump shot from 30 ft,,2,46,51,-5,1411.0
0:21.0, ,46-51,Offensive rebound by F. Jackson,,2,46,51,-5,1419.0
0:15.0, ,46-51,Shooting foul by K. Lowry (drawn by J. Grant),,2,46,51,-5,1425.0
0:15.0, ,46-52,J. Grant makes free throw 1 of 2,,2,46,52,-6,1425.0
0:15.0,T. Herro enters the game for P. Tucker,46-52, ,,2,46,52,-6,1425.0
0:15.0, ,46-52,H. Diallo enters the game for C. Joseph,,2,46,52,-6,1425.0
0:15.0, ,46-53,J. Grant makes free throw 2 of 2,,2,46,53,-7,1425.0
0:00.0,B. Adebayo misses 2-pt jump shot from 12 ft,46-53, ,,2,46,53,-7,1440.0
0:00.0, ,46-53,Defensive rebound by T. Lyles,,2,46,53,-7,1440.0
0:00.0,End of 2nd quarter,46-53,,,2,46,53,-7,1440.0
12:00.0,Start of 3rd quarter,46-53,,,3,46,53,-7,1440.0
11:41.0, ,46-53,J. Grant misses 2-pt jump shot from 20 ft,,3,46,53,-7,1459.0
11:36.0,Defensive rebound by P. Tucker,46-53, ,,3,46,53,-7,1464.0
11:19.0,D. Robinson makes 3-pt jump shot from 27 ft (assist by J. Butler),49-53, ,,3,49,53,-4,1481.0
11:00.0, ,49-55,C. Cunningham makes 2-pt jump shot from 8 ft (assist by J. Grant),,3,49,55,-6,1500.0
10:42.0,K. Lowry misses 3-pt jump shot from 26 ft,49-55, ,,3,49,55,-6,1518.0
10:38.0, ,49-55,Defensive rebound by C. Cunningham,,3,49,55,-6,1522.0
10:30.0, ,49-55,J. Grant misses 3-pt jump shot from 23 ft,,3,49,55,-6,1530.0
10:26.0,Defensive rebound by J. Butler,49-55, ,,3,49,55,-6,1534.0
10:20.0,Personal foul by C. Joseph (drawn by J. Butler),49-55, ,,3,49,55,-6,1540.0
10:15.0,D. Robinson misses 3-pt jump shot from 28 ft,49-55, ,,3,49,55,-6,1545.0
10:11.0, ,49-55,Defensive rebound by S. Bey,,3,49,55,-6,1549.0
9:50.0, ,49-55,Turnover by Team (shot clock),,3,49,55,-6,1570.0
9:43.0,Shooting foul by L. Garza (drawn by B. Adebayo),49-55, ,,3,49,55,-6,1577.0
9:43.0,B. Adebayo misses free throw 1 of 2,49-55, ,,3,49,55,-6,1577.0
9:43.0,Offensive rebound by Team,49-55, ,,3,49,55,-6,1577.0
9:43.0,B. Adebayo makes free throw 2 of 2,50-55, ,,3,50,55,-5,1577.0
9:26.0, ,50-55,C. Cunningham misses 2-pt hook shot from 7 ft,,3,50,55,-5,1594.0
9:24.0,Defensive rebound by P. Tucker,50-55, ,,3,50,55,-5,1596.0
9:23.0,Shooting foul by C. Cunningham (drawn by K. Lowry),50-55, ,,3,50,55,-5,1597.0
9:23.0,K. Lowry makes free throw 1 of 2,51-55, ,,3,51,55,-4,1597.0
9:23.0, ,51-55,T. Lyles enters the game for L. Garza,,3,51,55,-4,1597.0
9:23.0,K. Lowry makes free throw 2 of 2,52-55, ,,3,52,55,-3,1597.0
9:06.0, ,52-55,Personal foul by K. Lowry (drawn by J. Grant),,3,52,55,-3,1614.0
8:50.0, ,52-55,J. Grant misses 2-pt jump shot from 6 ft,,3,52,55,-3,1630.0
8:47.0,Defensive rebound by P. Tucker,52-55, ,,3,52,55,-3,1633.0
8:46.0,Personal foul by C. Cunningham (drawn by K. Lowry),52-55, ,,3,52,55,-3,1634.0
8:46.0, ,52-55,F. Jackson enters the game for C. Cunningham,,3,52,55,-3,1634.0
8:39.0,P. Tucker misses 3-pt jump shot from 24 ft,52-55, ,,3,52,55,-3,1641.0
8:35.0, ,52-55,Defensive rebound by J. Grant,,3,52,55,-3,1645.0
8:25.0, ,52-55,Shooting foul by D. Robinson (drawn by T. Lyles),,3,52,55,-3,1655.0
8:25.0, ,52-56,T. Lyles makes free throw 1 of 2,,3,52,56,-4,1655.0
8:25.0, ,52-57,T. Lyles makes free throw 2 of 2,,3,52,57,-5,1655.0
8:13.0,J. Butler misses 2-pt layup from 6 ft,52-57, ,,3,52,57,-5,1667.0
8:10.0,Offensive rebound by B. Adebayo,52-57, ,,3,52,57,-5,1670.0
8:09.0,Turnover by B. Adebayo (lost ball; steal by J. Grant),52-57, ,,3,52,57,-5,1671.0
7:49.0, ,52-59,J. Grant makes 2-pt jump shot from 19 ft,,3,52,59,-7,1691.0
7:38.0,Offensive foul by J. Butler (drawn by S. Bey),52-59, ,,3,52,59,-7,1702.0
7:38.0,Turnover by J. Butler (offensive foul),52-59, ,,3,52,59,-7,1702.0
7:17.0, ,52-61,C. Joseph makes 2-pt jump shot from 10 ft,,3,52,61,-9,1723.0
6:59.0,J. Butler misses 3-pt jump shot from 24 ft,52-61, ,,3,52,61,-9,1741.0
6:55.0, ,52-61,Defensive rebound by J. Grant,,3,52,61,-9,1745.0
6:51.0, ,52-61,J. Grant misses 3-pt jump shot from 29 ft,,3,52,61,-9,1749.0
6:47.0,Defensive rebound by D. Robinson,52-61, ,,3,52,61,-9,1753.0
6:38.0,J. Butler misses 2-pt jump shot from 8 ft,52-61, ,,3,52,61,-9,1762.0
6:33.0,Offensive rebound by B. Adebayo,52-61, ,,3,52,61,-9,1767.0
6:31.0,B. Adebayo makes 2-pt layup from 5 ft,54-61, ,,3,54,61,-7,1769.0
6:29.0, ,54-61,Detroit full timeout,,3,54,61,-7,1771.0
6:12.0, ,54-61,Personal foul by J. Butler (drawn by S. Bey),,3,54,61,-7,1788.0
5:58.0, ,54-61,C. Joseph misses 3-pt jump shot from 29 ft,,3,54,61,-7,1802.0
5:54.0,Defensive rebound by B. Adebayo,54-61, ,,3,54,61,-7,1806.0
5:49.0,Offensive foul by D. Robinson (drawn by F. Jackson),54-61, ,,3,54,61,-7,1811.0
5:49.0,Turnover by D. Robinson (offensive foul),54-61, ,,3,54,61,-7,1811.0
5:49.0,T. Herro enters the game for K. Lowry,54-61, ,,3,54,61,-7,1811.0
5:31.0, ,54-61,S. Bey misses 3-pt jump shot from 27 ft,,3,54,61,-7,1829.0
5:25.0,Defensive rebound by B. Adebayo,54-61, ,,3,54,61,-7,1835.0
5:13.0,T. Herro misses 3-pt jump shot from 24 ft,54-61, ,,3,54,61,-7,1847.0
5:11.0,Offensive rebound by J. Butler,54-61, ,,3,54,61,-7,1849.0
5:08.0,J. Butler makes 2-pt layup from 5 ft,56-61, ,,3,56,61,-5,1852.0
4:52.0, ,56-64,F. Jackson makes 3-pt jump shot from 24 ft,,3,56,64,-8,1868.0
4:39.0,B. Adebayo makes 2-pt dunk from 2 ft (assist by J. Butler),58-64, ,,3,58,64,-6,1881.0
4:29.0, ,58-66,T. Lyles makes 2-pt jump shot from 13 ft (assist by C. Joseph),,3,58,66,-8,1891.0
4:08.0,T. Herro misses 2-pt jump shot from 9 ft,58-66, ,,3,58,66,-8,1912.0
4:06.0, ,58-66,Defensive rebound by S. Bey,,3,58,66,-8,1914.0
3:52.0, ,58-68,F. Jackson makes 2-pt jump shot from 11 ft,,3,58,68,-10,1928.0
3:50.0,Miami full timeout,58-68, ,,3,58,68,-10,1930.0
3:50.0,D. Dedmon enters the game for B. Adebayo,58-68, ,,3,58,68,-10,1930.0
3:50.0,C. Martin enters the game for P. Tucker,58-68, ,,3,58,68,-10,1930.0
3:27.0,J. Butler misses 2-pt jump shot from 8 ft,58-68, ,,3,58,68,-10,1953.0
3:22.0, ,58-68,Defensive rebound by C. Joseph,,3,58,68,-10,1958.0
3:13.0, ,58-70,J. Grant makes 2-pt jump shot from 19 ft (assist by C. Joseph),,3,58,70,-12,1967.0
2:53.0,C. Martin makes 3-pt jump shot from 26 ft (assist by T. Herro),61-70, ,,3,61,70,-9,1987.0
2:34.0, ,61-70,J. Grant misses 2-pt jump shot from 8 ft,,3,61,70,-9,2006.0
2:34.0, ,61-70,Offensive rebound by T. Lyles,,3,61,70,-9,2006.0
2:34.0, ,61-70,T. Lyles misses 2-pt layup at rim,,3,61,70,-9,2006.0
2:34.0, ,61-72,T. Lyles makes 2-pt layup from 4 ft,,3,61,72,-11,2006.0
2:34.0, ,61-72,Shooting foul by D. Dedmon (drawn by T. Lyles),,3,61,72,-11,2006.0
2:34.0, ,61-72,S. Lee enters the game for C. Joseph,,3,61,72,-11,2006.0
2:34.0, ,61-72,T. Lyles misses free throw 1 of 1,,3,61,72,-11,2006.0
