Time,Miami,Score,Washington,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:32.0,M. Strus enters the game for P. Tucker,78-69, ,,3,78,69,9,1948.0
3:32.0,B. Adebayo makes free throw 2 of 2,79-69, ,,3,79,69,10,1948.0
3:11.0, ,79-69,Turnover by D. Avdija (bad pass; steal by M. Strus),,3,79,69,10,1969.0
3:01.0,B. Adebayo makes 2-pt hook shot from 4 ft (assist by J. Butler),81-69, ,,3,81,69,12,1979.0
2:44.0, ,81-69,C. Kispert misses 3-pt jump shot from 26 ft,,3,81,69,12,1996.0
2:41.0,Defensive rebound by G. Vincent,81-69, ,,3,81,69,12,1999.0
2:32.0,Shooting foul by R. Hachimura (drawn by B. Adebayo),81-69, ,,3,81,69,12,2008.0
2:32.0,B. Adebayo makes free throw 1 of 2,82-69, ,,3,82,69,13,2008.0
2:32.0, ,82-69,R. Neto enters the game for S. Dinwiddie,,3,82,69,13,2008.0
2:32.0,B. Adebayo makes free throw 2 of 2,83-69, ,,3,83,69,14,2008.0
2:12.0, ,83-69,R. Neto misses 3-pt jump shot from 26 ft,,3,83,69,14,2028.0
