Time,Miami,Score,Chicago,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:10.0, ,22-16,C. White misses 3-pt jump shot from 25 ft,,1,22,16,6,590.0
2:06.0,Defensive rebound by J. Butler,22-16, ,,1,22,16,6,594.0
1:55.0,D. Robinson makes 3-pt jump shot from 25 ft,25-16, ,,1,25,16,9,605.0
1:39.0, ,25-16,Offensive foul by A. Dosunmu (drawn by D. Dedmon),,1,25,16,9,621.0
1:39.0, ,25-16,Turnover by A. Dosunmu (offensive foul),,1,25,16,9,621.0
1:39.0,M. Strus enters the game for D. Robinson,25-16, ,,1,25,16,9,621.0
1:27.0,G. Vincent misses 3-pt jump shot from 25 ft,25-16, ,,1,25,16,9,633.0
1:23.0,Offensive rebound by C. Martin,25-16, ,,1,25,16,9,637.0
1:22.0,Turnover by C. Martin (bad pass; steal by D. DeRozan),25-16, ,,1,25,16,9,638.0
1:16.0, ,25-16,Shooting foul by G. Vincent (drawn by D. DeRozan),,1,25,16,9,644.0
1:16.0, ,25-17,D. DeRozan makes free throw 1 of 2,,1,25,17,8,644.0
1:16.0, ,25-18,D. DeRozan makes free throw 2 of 2,,1,25,18,7,644.0
1:03.0,M. Strus misses 3-pt jump shot from 26 ft,25-18, ,,1,25,18,7,657.0
1:00.0, ,25-18,Defensive rebound by A. Caruso,,1,25,18,7,660.0
0:47.0, ,25-20,D. DeRozan makes 2-pt jump shot from 18 ft,,1,25,20,5,673.0
0:31.0,C. Martin misses 2-pt layup from 1 ft,25-20, ,,1,25,20,5,689.0
0:31.0, ,25-20,Defensive rebound by Team,,1,25,20,5,689.0
0:31.0,K. Lowry enters the game for J. Butler,25-20, ,,1,25,20,5,689.0
0:24.0, ,25-20,Turnover by D. DeRozan (out of bounds lost ball),,1,25,20,5,696.0
0:03.0,Shooting foul by A. Dosunmu (drawn by D. Dedmon),25-20, ,,1,25,20,5,717.0
0:03.0,D. Dedmon makes free throw 1 of 2,26-20, ,,1,26,20,6,717.0
0:03.0,D. Dedmon makes free throw 2 of 2,27-20, ,,1,27,20,7,717.0
0:00.0, ,27-20,Offensive foul by C. White (drawn by K. Lowry),,1,27,20,7,720.0
0:00.0, ,27-20,Turnover by C. White (offensive foul),,1,27,20,7,720.0
0:00.0,End of 1st quarter,27-20,,,1,27,20,7,720.0
12:00.0,Start of 2nd quarter,27-20,,,2,27,20,7,720.0
11:45.0, ,27-22,A. Dosunmu makes 2-pt jump shot from 13 ft (assist by D. DeRozan),,2,27,22,5,735.0
11:21.0,Turnover by K. Lowry (bad pass; steal by N. Vučević),27-22, ,,2,27,22,5,759.0
11:18.0, ,27-22,Turnover by A. Caruso (bad pass; steal by D. Dedmon),,2,27,22,5,762.0
11:04.0,C. Martin misses 2-pt hook shot from 5 ft,27-22, ,,2,27,22,5,776.0
11:02.0, ,27-22,Defensive rebound by C. White,,2,27,22,5,778.0
11:01.0, ,27-22,Turnover by C. White (traveling),,2,27,22,5,779.0
10:49.0,M. Strus makes 2-pt layup from 1 ft (assist by G. Vincent),29-22, ,,2,29,22,7,791.0
10:32.0, ,29-22,C. White misses 3-pt jump shot from 26 ft,,2,29,22,7,808.0
10:28.0, ,29-22,Offensive rebound by A. Dosunmu,,2,29,22,7,812.0
10:28.0, ,29-22,A. Dosunmu misses 2-pt jump shot from 8 ft,,2,29,22,7,812.0
10:24.0,Defensive rebound by D. Dedmon,29-22, ,,2,29,22,7,816.0
10:20.0,M. Strus misses 2-pt jump shot from 12 ft,29-22, ,,2,29,22,7,820.0
10:18.0,Offensive rebound by D. Dedmon,29-22, ,,2,29,22,7,822.0
10:18.0,Turnover by D. Dedmon (traveling),29-22, ,,2,29,22,7,822.0
10:18.0, ,29-22,Chicago full timeout,,2,29,22,7,822.0
10:06.0, ,29-24,D. DeRozan makes 2-pt jump shot from 6 ft,,2,29,24,5,834.0
9:51.0,G. Vincent makes 2-pt jump shot from 11 ft,31-24, ,,2,31,24,7,849.0
9:33.0, ,31-24,N. Vučević misses 2-pt hook shot from 7 ft,,2,31,24,7,867.0
9:31.0, ,31-24,Offensive rebound by N. Vučević,,2,31,24,7,869.0
9:30.0, ,31-27,A. Caruso makes 3-pt jump shot from 25 ft (assist by N. Vučević),,2,31,27,4,870.0
9:19.0,K. Lowry makes 2-pt jump shot from 15 ft,33-27, ,,2,33,27,6,881.0
9:10.0, ,33-27,Personal foul by G. Vincent (drawn by N. Vučević),,2,33,27,6,890.0
9:10.0,D. Robinson enters the game for G. Vincent,33-27, ,,2,33,27,6,890.0
9:10.0, ,33-27,L. Ball enters the game for N. Vučević,,2,33,27,6,890.0
9:10.0, ,33-27,J. Green enters the game for C. White,,2,33,27,6,890.0
8:59.0, ,33-30,L. Ball makes 3-pt jump shot from 24 ft (assist by A. Caruso),,2,33,30,3,901.0
8:39.0,M. Strus misses 3-pt jump shot from 23 ft,33-30, ,,2,33,30,3,921.0
8:35.0, ,33-30,Defensive rebound by L. Ball,,2,33,30,3,925.0
8:29.0, ,33-30,L. Ball misses 3-pt jump shot from 26 ft,,2,33,30,3,931.0
8:29.0,Defensive rebound by M. Strus,33-30, ,,2,33,30,3,931.0
8:12.0,D. Robinson makes 2-pt layup at rim (assist by D. Dedmon),35-30, ,,2,35,30,5,948.0
7:51.0, ,35-30,Personal foul by D. Robinson (drawn by D. DeRozan),,2,35,30,5,969.0
7:51.0,B. Adebayo enters the game for D. Dedmon,35-30, ,,2,35,30,5,969.0
7:51.0, ,35-30,Z. LaVine enters the game for A. Dosunmu,,2,35,30,5,969.0
7:46.0, ,35-30,Turnover by A. Caruso (bad pass; steal by M. Strus),,2,35,30,5,974.0
7:42.0,D. Robinson misses 3-pt jump shot from 27 ft,35-30, ,,2,35,30,5,978.0
7:37.0, ,35-30,Defensive rebound by Z. LaVine,,2,35,30,5,983.0
7:24.0, ,35-30,D. DeRozan misses 3-pt jump shot from 23 ft,,2,35,30,5,996.0
7:21.0,Defensive rebound by C. Martin,35-30, ,,2,35,30,5,999.0
7:11.0,Personal foul by J. Green (drawn by B. Adebayo),35-30, ,,2,35,30,5,1009.0
7:11.0,J. Butler enters the game for C. Martin,35-30, ,,2,35,30,5,1009.0
7:11.0, ,35-30,D. Jones enters the game for D. DeRozan,,2,35,30,5,1009.0
7:02.0,D. Robinson misses 3-pt jump shot from 24 ft,35-30, ,,2,35,30,5,1018.0
7:00.0, ,35-30,Defensive rebound by L. Ball,,2,35,30,5,1020.0
6:50.0, ,35-32,J. Green makes 2-pt dunk from 1 ft (assist by D. Jones),,2,35,32,3,1030.0
6:33.0,M. Strus makes 2-pt dunk from 1 ft,37-32, ,,2,37,32,5,1047.0
6:15.0, ,37-32,A. Caruso misses 2-pt layup from 1 ft,,2,37,32,5,1065.0
6:13.0,Defensive rebound by D. Robinson,37-32, ,,2,37,32,5,1067.0
6:00.0,B. Adebayo misses 2-pt jump shot from 10 ft,37-32, ,,2,37,32,5,1080.0
