Time,Philadelphia,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:19.0, ,17-15,T. Herro enters the game for K. Lowry,,1,15,17,-2,401.0
5:19.0,J. Embiid misses free throw 1 of 2,17-15, ,,1,15,17,-2,401.0
5:19.0,Offensive rebound by Team,17-15, ,,1,15,17,-2,401.0
5:19.0,J. Embiid makes free throw 2 of 2,18-15, ,,1,15,18,-3,401.0
5:01.0, ,18-18,M. Strus makes 3-pt jump shot from 26 ft (assist by O. Yurtseven),Tie,1,18,18,0,419.0
4:38.0,G. Niang misses 3-pt jump shot from 23 ft (block by M. Strus),18-18, ,,1,18,18,0,442.0
4:38.0,Offensive rebound by Team,18-18, ,,1,18,18,0,442.0
4:31.0,T. Maxey misses 2-pt jump shot from 10 ft,18-18, ,,1,18,18,0,449.0
4:29.0, ,18-18,Defensive rebound by O. Yurtseven,,1,18,18,0,451.0
4:22.0, ,18-18,M. Strus misses 3-pt jump shot from 23 ft,,1,18,18,0,458.0
4:20.0,Defensive rebound by T. Maxey,18-18, ,,1,18,18,0,460.0
4:16.0,Shooting foul by M. Strus (drawn by T. Maxey),18-18, ,,1,18,18,0,464.0
4:16.0,T. Maxey makes free throw 1 of 2,19-18, ,,1,18,19,-1,464.0
4:16.0, ,19-18,D. Dedmon enters the game for M. Strus,,1,18,19,-1,464.0
4:16.0, ,19-18,D. Robinson enters the game for O. Yurtseven,,1,18,19,-1,464.0
4:16.0,T. Maxey makes free throw 2 of 2,20-18, ,,1,18,20,-2,464.0
3:56.0, ,20-18,P. Tucker misses 3-pt jump shot from 23 ft,,1,18,20,-2,484.0
3:53.0, ,20-18,Offensive rebound by J. Butler,,1,18,20,-2,487.0
3:49.0, ,20-20,D. Dedmon makes 2-pt layup from 5 ft (assist by T. Herro),Tie,1,20,20,0,491.0
3:49.0,F. Korkmaz enters the game for T. Harris,20-20, ,,1,20,20,0,491.0
3:32.0,J. Embiid misses 3-pt jump shot from 26 ft,20-20, ,,1,20,20,0,508.0
3:28.0, ,20-20,Defensive rebound by T. Herro,,1,20,20,0,512.0
3:05.0, ,20-20,J. Butler misses 3-pt jump shot from 26 ft,,1,20,20,0,535.0
3:00.0,Defensive rebound by J. Embiid,20-20, ,,1,20,20,0,540.0
2:56.0,Turnover by J. Embiid (lost ball; steal by J. Butler),20-20, ,,1,20,20,0,544.0
2:56.0, ,20-20,Shooting foul by G. Niang (drawn by J. Butler),,1,20,20,0,544.0
2:56.0,Philadelphia full timeout,20-20, ,,1,20,20,0,544.0
2:56.0,A. Drummond enters the game for J. Embiid,20-20, ,,1,20,20,0,544.0
2:56.0, ,20-21,J. Butler makes free throw 1 of 2,Lead change,1,21,20,1,544.0
2:56.0, ,20-22,J. Butler makes free throw 2 of 2,,1,22,20,2,544.0
2:36.0,S. Curry misses 3-pt jump shot from 24 ft,20-22, ,,1,22,20,2,564.0
2:34.0, ,20-22,Defensive rebound by D. Robinson,,1,22,20,2,566.0
2:27.0, ,20-22,P. Tucker misses 2-pt layup from 1 ft,,1,22,20,2,573.0
2:23.0,Defensive rebound by A. Drummond,20-22, ,,1,22,20,2,577.0
2:18.0,T. Maxey misses 2-pt layup from 2 ft,20-22, ,,1,22,20,2,582.0
2:16.0, ,20-22,Defensive rebound by D. Dedmon,,1,22,20,2,584.0
2:05.0, ,20-24,T. Herro makes 2-pt jump shot from 8 ft (assist by J. Butler),,1,24,20,4,595.0
1:49.0,Turnover by S. Curry (lost ball; steal by D. Dedmon),20-24, ,,1,24,20,4,611.0
1:36.0, ,20-27,T. Herro makes 3-pt jump shot from 25 ft (assist by P. Tucker),,1,27,20,7,624.0
1:36.0, ,20-27,Shooting foul by T. Maxey (drawn by T. Herro),,1,27,20,7,624.0
1:36.0,I. Joe enters the game for S. Curry,20-27, ,,1,27,20,7,624.0
1:36.0, ,20-27,C. Martin enters the game for P. Tucker,,1,27,20,7,624.0
1:36.0, ,20-27,T. Herro misses free throw 1 of 1,,1,27,20,7,624.0
1:33.0,Defensive rebound by G. Niang,20-27, ,,1,27,20,7,627.0
1:22.0,I. Joe misses 3-pt jump shot from 23 ft,20-27, ,,1,27,20,7,638.0
1:19.0, ,20-27,Defensive rebound by D. Dedmon,,1,27,20,7,641.0
1:13.0, ,20-27,D. Dedmon misses 3-pt jump shot from 25 ft,,1,27,20,7,647.0
1:08.0,Defensive rebound by A. Drummond,20-27, ,,1,27,20,7,652.0
1:00.0,Turnover by T. Maxey (bad pass; steal by J. Butler),20-27, ,,1,27,20,7,660.0
0:57.0, ,20-27,J. Butler misses 2-pt jump shot from 2 ft (block by T. Maxey),,1,27,20,7,663.0
0:54.0, ,20-27,Offensive rebound by C. Martin,,1,27,20,7,666.0
0:53.0, ,20-29,C. Martin makes 2-pt layup from 1 ft,,1,29,20,9,667.0
0:46.0,Offensive foul by A. Drummond (drawn by C. Martin),20-29, ,,1,29,20,9,674.0
0:46.0,Turnover by A. Drummond (offensive foul),20-29, ,,1,29,20,9,674.0
0:46.0,T. Harris enters the game for T. Maxey,20-29, ,,1,29,20,9,674.0
0:46.0, ,20-29,K. Lowry enters the game for J. Butler,,1,29,20,9,674.0
0:32.0, ,20-29,Offensive foul by D. Dedmon (drawn by I. Joe),,1,29,20,9,688.0
0:32.0, ,20-29,Turnover by D. Dedmon (offensive foul),,1,29,20,9,688.0
0:11.0,T. Harris misses 2-pt jump shot from 11 ft,20-29, ,,1,29,20,9,709.0
0:08.0, ,20-29,Defensive rebound by D. Dedmon,,1,29,20,9,712.0
0:01.0, ,20-29,D. Robinson misses 3-pt jump shot from 24 ft,,1,29,20,9,719.0
0:01.0, ,20-29,Offensive rebound by Team,,1,29,20,9,719.0
0:00.0,End of 1st quarter,20-29,,,1,29,20,9,720.0
12:00.0,Start of 2nd quarter,20-29,,,2,29,20,9,720.0
11:48.0,T. Harris makes 3-pt jump shot from 25 ft (assist by F. Korkmaz),23-29, ,,2,29,23,6,732.0
11:28.0, ,23-29,Turnover by T. Herro (lost ball; steal by A. Drummond),,2,29,23,6,752.0
11:26.0,Shooting foul by T. Herro (drawn by A. Drummond),23-29, ,,2,29,23,6,754.0
11:26.0,A. Drummond misses free throw 1 of 2,23-29, ,,2,29,23,6,754.0
11:26.0,Offensive rebound by Team,23-29, ,,2,29,23,6,754.0
11:26.0,A. Drummond makes free throw 2 of 2,24-29, ,,2,29,24,5,754.0
11:17.0, ,24-29,Personal foul by F. Korkmaz (drawn by D. Robinson),,2,29,24,5,763.0
11:04.0, ,24-29,Offensive foul by D. Dedmon (drawn by G. Niang),,2,29,24,5,776.0
11:04.0, ,24-29,Turnover by D. Dedmon (offensive foul),,2,29,24,5,776.0
10:49.0,G. Niang misses 3-pt jump shot from 23 ft,24-29, ,,2,29,24,5,791.0
10:43.0, ,24-29,Defensive rebound by C. Martin,,2,29,24,5,797.0
10:41.0, ,24-29,Shooting foul by G. Niang (drawn by C. Martin),,2,29,24,5,799.0
10:41.0, ,24-30,C. Martin makes free throw 1 of 1,,2,30,24,6,799.0
10:25.0,Turnover by T. Harris (bad pass),24-30, ,,2,30,24,6,815.0
10:10.0, ,24-30,D. Robinson misses 3-pt jump shot from 26 ft,,2,30,24,6,830.0
10:04.0,Defensive rebound by G. Niang,24-30, ,,2,30,24,6,836.0
9:58.0,Turnover by I. Joe (bad pass; steal by C. Martin),24-30, ,,2,30,24,6,842.0
9:53.0, ,24-32,C. Martin makes 2-pt dunk from 1 ft,,2,32,24,8,847.0
9:38.0,Turnover by A. Drummond (bad pass; steal by T. Herro),24-32, ,,2,32,24,8,862.0
9:35.0, ,24-32,Personal take foul by G. Niang (drawn by T. Herro),,2,32,24,8,865.0
9:35.0,Technical foul by A. Drummond,24-32, ,,2,32,24,8,865.0
9:35.0, ,24-33,T. Herro makes technical free throw,,2,33,24,9,865.0
9:35.0,C. Brown enters the game for I. Joe,24-33, ,,2,33,24,9,865.0
9:35.0,S. Curry enters the game for G. Niang,24-33, ,,2,33,24,9,865.0
9:21.0, ,24-33,Turnover by T. Herro (bad pass; steal by A. Drummond),,2,33,24,9,879.0
9:14.0,F. Korkmaz misses 3-pt jump shot from 24 ft (block by C. Martin),24-33, ,,2,33,24,9,886.0
9:09.0, ,24-33,Defensive rebound by T. Herro,,2,33,24,9,891.0
9:06.0, ,24-35,C. Martin makes 2-pt dunk from 1 ft (assist by K. Lowry),,2,35,24,11,894.0
8:48.0,F. Korkmaz makes 2-pt layup from 2 ft (assist by A. Drummond),26-35, ,,2,35,26,9,912.0
8:33.0, ,26-35,D. Robinson misses 3-pt jump shot from 25 ft,,2,35,26,9,927.0
8:29.0,Defensive rebound by A. Drummond,26-35, ,,2,35,26,9,931.0
8:15.0,C. Brown misses 3-pt jump shot from 27 ft,26-35, ,,2,35,26,9,945.0
8:12.0, ,26-35,Defensive rebound by C. Martin,,2,35,26,9,948.0
8:05.0, ,26-35,T. Herro misses 2-pt layup from 7 ft (block by A. Drummond),,2,35,26,9,955.0
8:05.0,Defensive rebound by Team,26-35, ,,2,35,26,9,955.0
8:05.0,T. Maxey enters the game for F. Korkmaz,26-35, ,,2,35,26,9,955.0
8:05.0, ,26-35,O. Yurtseven enters the game for D. Dedmon,,2,35,26,9,955.0
7:48.0,T. Harris makes 2-pt jump shot from 15 ft (assist by T. Maxey),28-35, ,,2,35,28,7,972.0
7:38.0, ,28-35,T. Herro misses 3-pt jump shot from 23 ft,,2,35,28,7,982.0
7:36.0,Defensive rebound by T. Harris,28-35, ,,2,35,28,7,984.0
7:30.0,S. Curry misses 3-pt jump shot from 26 ft,28-35, ,,2,35,28,7,990.0
7:24.0, ,28-35,Defensive rebound by O. Yurtseven,,2,35,28,7,996.0
7:24.0,Philadelphia full timeout,28-35, ,,2,35,28,7,996.0
7:24.0,J. Embiid enters the game for A. Drummond,28-35, ,,2,35,28,7,996.0
7:18.0, ,28-37,D. Robinson makes 2-pt jump shot from 21 ft (assist by K. Lowry),,2,37,28,9,1002.0
7:03.0,Personal foul by T. Herro (drawn by J. Embiid),28-37, ,,2,37,28,9,1017.0
6:49.0,T. Harris misses 2-pt jump shot from 13 ft,28-37, ,,2,37,28,9,1031.0
6:48.0,Offensive rebound by J. Embiid,28-37, ,,2,37,28,9,1032.0
6:48.0,J. Embiid makes 2-pt jump shot from 4 ft,30-37, ,,2,37,30,7,1032.0
6:48.0,Shooting foul by O. Yurtseven (drawn by J. Embiid),30-37, ,,2,37,30,7,1032.0
6:48.0,J. Embiid misses free throw 1 of 1,30-37, ,,2,37,30,7,1032.0
6:45.0,Offensive rebound by C. Brown,30-37, ,,2,37,30,7,1035.0
6:43.0,T. Harris makes 3-pt jump shot from 26 ft (assist by C. Brown),33-37, ,,2,37,33,4,1037.0
6:26.0, ,33-37,D. Robinson misses 3-pt jump shot from 27 ft,,2,37,33,4,1054.0
6:24.0,Defensive rebound by T. Harris,33-37, ,,2,37,33,4,1056.0
6:02.0,T. Maxey makes 2-pt jump shot from 12 ft (assist by C. Brown),35-37, ,,2,37,35,2,1078.0
5:42.0, ,35-37,K. Lowry misses 3-pt jump shot from 25 ft,,2,37,35,2,1098.0
5:40.0,Defensive rebound by C. Brown,35-37, ,,2,37,35,2,1100.0
5:25.0,Turnover by S. Curry (bad pass; steal by T. Herro),35-37, ,,2,37,35,2,1115.0
5:23.0, ,35-37,Shooting foul by S. Curry (drawn by T. Herro),,2,37,35,2,1117.0
5:23.0, ,35-37,T. Herro misses free throw 1 of 2,,2,37,35,2,1117.0
5:23.0, ,35-37,Offensive rebound by Team,,2,37,35,2,1117.0
5:23.0, ,35-37,J. Butler enters the game for K. Lowry,,2,37,35,2,1117.0
5:23.0, ,35-37,P. Tucker enters the game for C. Martin,,2,37,35,2,1117.0
5:23.0, ,35-38,T. Herro makes free throw 2 of 2,,2,38,35,3,1117.0
5:12.0,J. Embiid misses 2-pt jump shot from 10 ft,35-38, ,,2,38,35,3,1128.0
5:08.0, ,35-38,Defensive rebound by O. Yurtseven,,2,38,35,3,1132.0
4:57.0, ,35-38,J. Butler misses 2-pt layup from 6 ft,,2,38,35,3,1143.0
4:54.0,Defensive rebound by J. Embiid,35-38, ,,2,38,35,3,1146.0
4:47.0,J. Embiid makes 2-pt hook shot from 2 ft,37-38, ,,2,38,37,1,1153.0
4:36.0, ,37-38,Miami full timeout,,2,38,37,1,1164.0
4:36.0, ,37-38,M. Strus enters the game for D. Robinson,,2,38,37,1,1164.0
4:29.0, ,37-38,Personal foul by C. Brown (drawn by T. Herro),,2,38,37,1,1171.0
4:29.0, ,37-39,T. Herro makes free throw 1 of 2,,2,39,37,2,1171.0
4:29.0, ,37-40,T. Herro makes free throw 2 of 2,,2,40,37,3,1171.0
4:13.0,C. Brown misses 2-pt jump shot from 15 ft,37-40, ,,2,40,37,3,1187.0
4:10.0, ,37-40,Defensive rebound by P. Tucker,,2,40,37,3,1190.0
3:55.0, ,37-40,J. Butler misses 2-pt jump shot from 13 ft,,2,40,37,3,1205.0
3:55.0, ,37-40,Offensive rebound by Team,,2,40,37,3,1205.0
3:55.0,Loose ball foul by T. Harris (drawn by O. Yurtseven),37-40, ,,2,40,37,3,1205.0
3:55.0, ,37-41,O. Yurtseven makes free throw 1 of 2,,2,41,37,4,1205.0
3:55.0, ,37-41,O. Yurtseven misses free throw 2 of 2,,2,41,37,4,1205.0
3:53.0,Defensive rebound by T. Maxey,37-41, ,,2,41,37,4,1207.0
3:36.0,J. Embiid misses 2-pt jump shot from 12 ft,37-41, ,,2,41,37,4,1224.0
3:33.0, ,37-41,Defensive rebound by P. Tucker,,2,41,37,4,1227.0
3:24.0, ,37-41,Turnover by M. Strus (out of bounds lost ball),,2,41,37,4,1236.0
3:01.0,C. Brown misses 3-pt jump shot from 23 ft (block by J. Butler),37-41, ,,2,41,37,4,1259.0
2:56.0, ,37-41,Defensive rebound by P. Tucker,,2,41,37,4,1264.0
2:53.0, ,37-41,O. Yurtseven misses 2-pt layup from 3 ft,,2,41,37,4,1267.0
2:49.0, ,37-41,Offensive rebound by O. Yurtseven,,2,41,37,4,1271.0
2:48.0, ,37-43,O. Yurtseven makes 2-pt layup from 2 ft,,2,43,37,6,1272.0
2:44.0, ,37-43,Violation by Team (kicked ball),,2,43,37,6,1276.0
2:44.0,F. Korkmaz enters the game for C. Brown,37-43, ,,2,43,37,6,1276.0
2:44.0, ,37-43,D. Dedmon enters the game for T. Herro,,2,43,37,6,1276.0
2:44.0, ,37-43,K. Lowry enters the game for O. Yurtseven,,2,43,37,6,1276.0
2:35.0,T. Harris makes 2-pt jump shot from 13 ft,39-43, ,,2,43,39,4,1285.0
2:18.0, ,39-45,P. Tucker makes 2-pt hook shot from 5 ft (assist by J. Butler),,2,45,39,6,1302.0
1:56.0,T. Maxey makes 2-pt layup from 2 ft (assist by F. Korkmaz),41-45, ,,2,45,41,4,1324.0
1:39.0, ,41-45,J. Butler misses 2-pt layup from 2 ft,,2,45,41,4,1341.0
1:39.0,Defensive rebound by Team,41-45, ,,2,45,41,4,1341.0
1:28.0,F. Korkmaz misses 3-pt jump shot from 23 ft,41-45, ,,2,45,41,4,1352.0
1:26.0,Offensive rebound by Team,41-45, ,,2,45,41,4,1354.0
1:21.0,S. Curry makes 2-pt jump shot from 20 ft (assist by T. Maxey),43-45, ,,2,45,43,2,1359.0
1:11.0, ,43-45,Personal foul by T. Maxey (drawn by K. Lowry),,2,45,43,2,1369.0
1:11.0, ,43-46,K. Lowry makes free throw 1 of 2,,2,46,43,3,1369.0
1:11.0,C. Brown enters the game for T. Maxey,43-46, ,,2,46,43,3,1369.0
1:11.0, ,43-47,K. Lowry makes free throw 2 of 2,,2,47,43,4,1369.0
0:54.0,Turnover by J. Embiid (lost ball; steal by D. Dedmon),43-47, ,,2,47,43,4,1386.0
0:46.0, ,43-47,K. Lowry misses 2-pt jump shot from 10 ft,,2,47,43,4,1394.0
0:43.0,Defensive rebound by J. Embiid,43-47, ,,2,47,43,4,1397.0
0:30.0,S. Curry misses 2-pt layup from 3 ft,43-47, ,,2,47,43,4,1410.0
0:27.0, ,43-47,Defensive rebound by J. Butler,,2,47,43,4,1413.0
0:16.0, ,43-50,P. Tucker makes 3-pt jump shot from 23 ft (assist by J. Butler),,2,50,43,7,1424.0
0:00.0,J. Embiid misses 3-pt jump shot from 28 ft,43-50, ,,2,50,43,7,1440.0
0:00.0,Offensive rebound by Team,43-50, ,,2,50,43,7,1440.0
0:00.0,End of 2nd quarter,43-50,,,2,50,43,7,1440.0
12:00.0,Start of 3rd quarter,43-50,,,3,50,43,7,1440.0
11:37.0,J. Embiid misses 3-pt jump shot from 26 ft,43-50, ,,3,50,43,7,1463.0
11:32.0, ,43-50,Defensive rebound by M. Strus,,3,50,43,7,1468.0
11:14.0, ,43-53,P. Tucker makes 3-pt jump shot from 26 ft (assist by J. Butler),,3,53,43,10,1486.0
10:58.0,Shooting foul by M. Strus (drawn by F. Korkmaz),43-53, ,,3,53,43,10,1502.0
10:58.0,F. Korkmaz makes free throw 1 of 2,44-53, ,,3,53,44,9,1502.0
10:58.0,F. Korkmaz makes free throw 2 of 2,45-53, ,,3,53,45,8,1502.0
10:39.0, ,45-53,J. Butler misses 2-pt jump shot from 15 ft,,3,53,45,8,1521.0
10:36.0,Defensive rebound by T. Maxey,45-53, ,,3,53,45,8,1524.0
10:32.0,Shooting foul by O. Yurtseven (drawn by J. Embiid),45-53, ,,3,53,45,8,1528.0
10:32.0,J. Embiid makes free throw 1 of 2,46-53, ,,3,53,46,7,1528.0
10:32.0,J. Embiid makes free throw 2 of 2,47-53, ,,3,53,47,6,1528.0
10:19.0, ,47-56,M. Strus makes 3-pt jump shot from 24 ft (assist by J. Butler),,3,56,47,9,1541.0
10:02.0,T. Maxey misses 3-pt jump shot from 26 ft,47-56, ,,3,56,47,9,1558.0
10:00.0, ,47-56,Defensive rebound by O. Yurtseven,,3,56,47,9,1560.0
9:43.0, ,47-59,K. Lowry makes 3-pt jump shot from 26 ft (assist by J. Butler),,3,59,47,12,1577.0
9:17.0,T. Harris makes 2-pt hook shot from 8 ft,49-59, ,,3,59,49,10,1603.0
8:59.0, ,49-61,O. Yurtseven makes 2-pt jump shot from 13 ft (assist by M. Strus),,3,61,49,12,1621.0
8:30.0,S. Curry makes 2-pt jump shot from 12 ft,51-61, ,,3,61,51,10,1650.0
8:16.0, ,51-61,Shooting foul by S. Curry (drawn by M. Strus),,3,61,51,10,1664.0
8:16.0, ,51-62,M. Strus makes free throw 1 of 3,,3,62,51,11,1664.0
8:16.0, ,51-63,M. Strus makes free throw 2 of 3,,3,63,51,12,1664.0
8:16.0, ,51-64,M. Strus makes free throw 3 of 3,,3,64,51,13,1664.0
8:01.0,J. Embiid makes 2-pt jump shot from 9 ft,53-64, ,,3,64,53,11,1679.0
7:42.0, ,53-66,O. Yurtseven makes 2-pt hook shot from 3 ft (assist by J. Butler),,3,66,53,13,1698.0
7:18.0,T. Harris misses 2-pt jump shot from 13 ft,53-66, ,,3,66,53,13,1722.0
7:14.0, ,53-66,Defensive rebound by M. Strus,,3,66,53,13,1726.0
7:02.0, ,53-66,M. Strus misses 3-pt jump shot from 25 ft,,3,66,53,13,1738.0
6:59.0,Defensive rebound by S. Curry,53-66, ,,3,66,53,13,1741.0
6:45.0,J. Embiid makes 2-pt layup from 2 ft (assist by S. Curry),55-66, ,,3,66,55,11,1755.0
6:18.0, ,55-66,M. Strus misses 3-pt jump shot from 26 ft,,3,66,55,11,1782.0
6:15.0,Defensive rebound by T. Maxey,55-66, ,,3,66,55,11,1785.0
6:12.0,S. Curry makes 3-pt jump shot from 26 ft (assist by T. Maxey),58-66, ,,3,66,58,8,1788.0
5:52.0, ,58-68,P. Tucker makes 2-pt jump shot from 5 ft (assist by K. Lowry),,3,68,58,10,1808.0
5:52.0,Philadelphia full timeout,58-68, ,,3,68,58,10,1808.0
5:52.0,G. Niang enters the game for F. Korkmaz,58-68, ,,3,68,58,10,1808.0
5:52.0, ,58-68,T. Herro enters the game for K. Lowry,,3,68,58,10,1808.0
5:41.0,T. Harris misses 2-pt jump shot from 11 ft,58-68, ,,3,68,58,10,1819.0
5:39.0, ,58-68,Defensive rebound by J. Butler,,3,68,58,10,1821.0
5:25.0, ,58-68,P. Tucker misses 2-pt hook shot from 6 ft,,3,68,58,10,1835.0
5:23.0,Defensive rebound by S. Curry,58-68, ,,3,68,58,10,1837.0
5:15.0,S. Curry makes 3-pt jump shot from 24 ft (assist by T. Maxey),61-68, ,,3,68,61,7,1845.0
5:03.0, ,61-68,Offensive foul by M. Strus (drawn by S. Curry),,3,68,61,7,1857.0
5:03.0, ,61-68,Turnover by M. Strus (offensive foul),,3,68,61,7,1857.0
4:53.0,Shooting foul by O. Yurtseven (drawn by J. Embiid),61-68, ,,3,68,61,7,1867.0
4:53.0,J. Embiid makes free throw 1 of 2,62-68, ,,3,68,62,6,1867.0
4:53.0, ,62-68,D. Dedmon enters the game for O. Yurtseven,,3,68,62,6,1867.0
4:53.0,J. Embiid makes free throw 2 of 2,63-68, ,,3,68,63,5,1867.0
4:37.0, ,63-68,Turnover by J. Butler (bad pass),,3,68,63,5,1883.0
4:16.0,J. Embiid makes 2-pt jump shot from 16 ft,65-68, ,,3,68,65,3,1904.0
4:16.0, ,65-68,Miami full timeout,,3,68,65,3,1904.0
4:16.0, ,65-68,D. Robinson enters the game for M. Strus,,3,68,65,3,1904.0
3:54.0, ,65-70,T. Herro makes 2-pt jump shot from 16 ft,,3,70,65,5,1926.0
3:25.0,T. Maxey misses 3-pt jump shot from 25 ft,65-70, ,,3,70,65,5,1955.0
3:22.0, ,65-70,Defensive rebound by P. Tucker,,3,70,65,5,1958.0
3:18.0, ,65-70,D. Robinson misses 3-pt jump shot from 26 ft,,3,70,65,5,1962.0
3:14.0, ,65-70,Offensive rebound by J. Butler,,3,70,65,5,1966.0
3:10.0, ,65-70,D. Robinson misses 3-pt jump shot from 27 ft,,3,70,65,5,1970.0
3:07.0,Defensive rebound by J. Embiid,65-70, ,,3,70,65,5,1973.0
2:55.0,J. Embiid makes 2-pt jump shot from 11 ft,67-70, ,,3,70,67,3,1985.0
