Time,Miami,Score,Philadelphia,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:00.0,Defensive rebound by D. Robinson,18-11, ,,1,18,11,7,420.0
4:52.0,D. Robinson makes 3-pt jump shot from 26 ft (assist by D. Dedmon),21-11, ,,1,21,11,10,428.0
4:28.0, ,21-13,T. Harris makes 2-pt layup from 3 ft (assist by J. Embiid),,1,21,13,8,452.0
4:11.0,K. Lowry misses 2-pt jump shot from 16 ft,21-13, ,,1,21,13,8,469.0
4:07.0, ,21-13,Defensive rebound by T. Harris,,1,21,13,8,473.0
3:59.0, ,21-13,Turnover by T. Harris (bad pass; steal by D. Robinson),,1,21,13,8,481.0
3:57.0,Personal take foul by S. Curry (drawn by K. Lowry),21-13, ,,1,21,13,8,483.0
3:57.0,P. Tucker enters the game for D. Dedmon,21-13, ,,1,21,13,8,483.0
3:57.0, ,21-13,I. Joe enters the game for S. Curry,,1,21,13,8,483.0
3:52.0,Personal foul by D. Green (drawn by P. Tucker),21-13, ,,1,21,13,8,488.0
3:40.0,K. Okpala makes 2-pt hook shot from 6 ft (assist by M. Strus),23-13, ,,1,23,13,10,500.0
3:19.0, ,23-13,Shooting foul by K. Okpala (drawn by J. Embiid),,1,23,13,10,521.0
3:19.0, ,23-14,J. Embiid makes free throw 1 of 2,,1,23,14,9,521.0
3:19.0, ,23-15,J. Embiid makes free throw 2 of 2,,1,23,15,8,521.0
2:59.0,K. Lowry misses 3-pt jump shot from 31 ft,23-15, ,,1,23,15,8,541.0
2:56.0, ,23-15,Defensive rebound by T. Harris,,1,23,15,8,544.0
2:50.0, ,23-15,I. Joe misses 3-pt jump shot from 24 ft,,1,23,15,8,550.0
2:47.0,Defensive rebound by K. Okpala,23-15, ,,1,23,15,8,553.0
2:42.0,M. Strus misses 3-pt jump shot from 23 ft,23-15, ,,1,23,15,8,558.0
2:40.0, ,23-15,Defensive rebound by J. Embiid,,1,23,15,8,560.0
2:36.0, ,23-15,Turnover by J. Embiid (lost ball; steal by P. Tucker),,1,23,15,8,564.0
2:13.0,P. Tucker misses 2-pt layup from 1 ft,23-15, ,,1,23,15,8,587.0
2:12.0, ,23-15,Defensive rebound by J. Embiid,,1,23,15,8,588.0
2:05.0, ,23-18,I. Joe makes 3-pt jump shot from 24 ft (assist by S. Milton),,1,23,18,5,595.0
2:03.0,Miami full timeout,23-18, ,,1,23,18,5,597.0
2:03.0, ,23-18,A. Drummond enters the game for J. Embiid,,1,23,18,5,597.0
1:48.0,P. Tucker misses 2-pt hook shot from 6 ft,23-18, ,,1,23,18,5,612.0
1:46.0, ,23-18,Defensive rebound by A. Drummond,,1,23,18,5,614.0
1:34.0, ,23-18,Turnover by I. Joe (step out of bounds),,1,23,18,5,626.0
1:34.0,G. Vincent enters the game for K. Lowry,23-18, ,,1,23,18,5,626.0
1:34.0,O. Yurtseven enters the game for K. Okpala,23-18, ,,1,23,18,5,626.0
1:16.0,M. Strus makes 3-pt jump shot from 23 ft (assist by O. Yurtseven),26-18, ,,1,26,18,8,644.0
0:53.0, ,26-18,I. Joe misses 2-pt jump shot from 16 ft,,1,26,18,8,667.0
0:51.0,Defensive rebound by P. Tucker,26-18, ,,1,26,18,8,669.0
0:38.0,O. Yurtseven misses 2-pt layup from 1 ft,26-18, ,,1,26,18,8,682.0
0:36.0,Offensive rebound by O. Yurtseven,26-18, ,,1,26,18,8,684.0
0:36.0,Shooting foul by A. Drummond (drawn by O. Yurtseven),26-18, ,,1,26,18,8,684.0
0:36.0,O. Yurtseven misses free throw 1 of 2,26-18, ,,1,26,18,8,684.0
0:36.0,Offensive rebound by Team,26-18, ,,1,26,18,8,684.0
0:36.0,M. Garrett enters the game for D. Robinson,26-18, ,,1,26,18,8,684.0
0:36.0, ,26-18,P. Reed enters the game for T. Harris,,1,26,18,8,684.0
0:36.0,O. Yurtseven makes free throw 2 of 2,27-18, ,,1,27,18,9,684.0
0:30.0, ,27-18,Personal foul by M. Garrett (drawn by S. Milton),,1,27,18,9,690.0
0:18.0, ,27-18,Turnover by S. Milton (bad pass; steal by O. Yurtseven),,1,27,18,9,702.0
0:05.0,Shooting foul by A. Drummond (drawn by G. Vincent),27-18, ,,1,27,18,9,715.0
0:05.0,G. Vincent makes free throw 1 of 3,28-18, ,,1,28,18,10,715.0
0:05.0,G. Vincent makes free throw 2 of 3,29-18, ,,1,29,18,11,715.0
0:05.0, ,29-18,T. Harris enters the game for A. Drummond,,1,29,18,11,715.0
0:05.0, ,29-18,T. Maxey enters the game for P. Reed,,1,29,18,11,715.0
0:05.0,G. Vincent misses free throw 3 of 3,29-18, ,,1,29,18,11,715.0
0:04.0, ,29-18,Defensive rebound by D. Green,,1,29,18,11,716.0
0:00.0, ,29-18,T. Harris misses 3-pt jump shot from 26 ft (block by G. Vincent),,1,29,18,11,720.0
0:00.0, ,29-18,Offensive rebound by Team,,1,29,18,11,720.0
0:00.0,End of 1st quarter,29-18,,,1,29,18,11,720.0
12:00.0,Start of 2nd quarter,29-18,,,2,29,18,11,720.0
11:40.0, ,29-18,P. Reed misses 2-pt jump shot from 7 ft,,2,29,18,11,740.0
11:37.0,Defensive rebound by M. Garrett,29-18, ,,2,29,18,11,743.0
11:30.0,P. Tucker misses 3-pt jump shot from 23 ft,29-18, ,,2,29,18,11,750.0
11:27.0, ,29-18,Defensive rebound by T. Maxey,,2,29,18,11,753.0
11:21.0, ,29-18,S. Milton misses 2-pt jump shot from 5 ft,,2,29,18,11,759.0
11:19.0,Defensive rebound by M. Garrett,29-18, ,,2,29,18,11,761.0
11:09.0,Personal foul by S. Milton (drawn by P. Tucker),29-18, ,,2,29,18,11,771.0
10:58.0,P. Tucker makes 2-pt layup from 1 ft (assist by O. Yurtseven),31-18, ,,2,31,18,13,782.0
10:39.0, ,31-18,P. Reed misses 3-pt jump shot from 24 ft,,2,31,18,13,801.0
10:38.0,Defensive rebound by M. Strus,31-18, ,,2,31,18,13,802.0
10:30.0,M. Strus misses 3-pt jump shot from 26 ft,31-18, ,,2,31,18,13,810.0
10:27.0,Offensive rebound by O. Yurtseven,31-18, ,,2,31,18,13,813.0
10:23.0,O. Yurtseven makes 2-pt dunk at rim,33-18, ,,2,33,18,15,817.0
10:20.0, ,33-18,Philadelphia full timeout,,2,33,18,15,820.0
10:06.0, ,33-20,T. Maxey makes 2-pt jump shot from 9 ft (assist by S. Milton),,2,33,20,13,834.0
9:48.0,O. Yurtseven makes 2-pt hook shot from 5 ft (assist by G. Vincent),35-20, ,,2,35,20,15,852.0
9:25.0, ,35-22,T. Maxey makes 2-pt jump shot from 12 ft (assist by S. Milton),,2,35,22,13,875.0
8:58.0,G. Vincent makes 3-pt jump shot from 27 ft (assist by O. Yurtseven),38-22, ,,2,38,22,16,902.0
8:43.0, ,38-22,S. Milton misses 2-pt jump shot from 14 ft,,2,38,22,16,917.0
8:40.0,Defensive rebound by P. Tucker,38-22, ,,2,38,22,16,920.0
8:32.0,G. Vincent makes 3-pt jump shot from 29 ft,41-22, ,,2,41,22,19,928.0
8:19.0, ,41-22,D. Green misses 3-pt jump shot from 23 ft,,2,41,22,19,941.0
8:17.0, ,41-22,Offensive rebound by A. Drummond,,2,41,22,19,943.0
8:17.0, ,41-22,Personal foul by M. Garrett (drawn by A. Drummond),,2,41,22,19,943.0
8:17.0, ,41-22,S. Curry enters the game for A. Drummond,,2,41,22,19,943.0
8:17.0, ,41-22,J. Embiid enters the game for S. Milton,,2,41,22,19,943.0
8:06.0, ,41-25,T. Maxey makes 3-pt jump shot from 28 ft,,2,41,25,16,954.0
7:55.0,Turnover by G. Vincent (bad pass),41-25, ,,2,41,25,16,965.0
7:55.0, ,41-25,T. Harris enters the game for P. Reed,,2,41,25,16,965.0
7:34.0, ,41-28,T. Maxey makes 3-pt jump shot from 23 ft (assist by S. Curry),,2,41,28,13,986.0
7:27.0,Turnover by G. Vincent (bad pass),41-28, ,,2,41,28,13,993.0
7:08.0, ,41-30,J. Embiid makes 2-pt jump shot from 9 ft (assist by T. Harris),,2,41,30,11,1012.0
7:06.0,Miami full timeout,41-30, ,,2,41,30,11,1014.0
7:06.0,D. Dedmon enters the game for M. Garrett,41-30, ,,2,41,30,11,1014.0
7:06.0,K. Lowry enters the game for P. Tucker,41-30, ,,2,41,30,11,1014.0
7:06.0,K. Okpala enters the game for G. Vincent,41-30, ,,2,41,30,11,1014.0
7:06.0,D. Robinson enters the game for O. Yurtseven,41-30, ,,2,41,30,11,1014.0
6:44.0,D. Robinson makes 3-pt jump shot from 29 ft (assist by K. Okpala),44-30, ,,2,44,30,14,1036.0
6:20.0, ,44-30,T. Maxey misses 3-pt jump shot from 25 ft,,2,44,30,14,1060.0
6:19.0, ,44-30,Offensive rebound by Team,,2,44,30,14,1061.0
6:19.0,Loose ball foul by D. Dedmon (drawn by J. Embiid),44-30, ,,2,44,30,14,1061.0
6:13.0, ,44-32,T. Harris makes 2-pt layup from 2 ft (assist by J. Embiid),,2,44,32,12,1067.0
5:56.0,K. Lowry misses 3-pt jump shot from 29 ft,44-32, ,,2,44,32,12,1084.0
5:52.0, ,44-32,Defensive rebound by J. Embiid,,2,44,32,12,1088.0
5:36.0, ,44-32,S. Curry misses 3-pt jump shot from 23 ft,,2,44,32,12,1104.0
5:33.0,Defensive rebound by D. Dedmon,44-32, ,,2,44,32,12,1107.0
5:26.0,D. Dedmon misses 3-pt jump shot from 26 ft,44-32, ,,2,44,32,12,1114.0
5:25.0,Offensive rebound by Team,44-32, ,,2,44,32,12,1115.0
5:25.0, ,44-32,Loose ball foul by D. Green (drawn by K. Lowry),,2,44,32,12,1115.0
5:25.0, ,44-32,M. Thybulle enters the game for D. Green,,2,44,32,12,1115.0
5:15.0,M. Strus makes 3-pt jump shot from 24 ft (assist by K. Okpala),47-32, ,,2,47,32,15,1125.0
4:55.0, ,47-32,T. Harris misses 3-pt jump shot from 26 ft,,2,47,32,15,1145.0
4:53.0,Defensive rebound by D. Dedmon,47-32, ,,2,47,32,15,1147.0
4:40.0,M. Strus misses 3-pt jump shot from 26 ft,47-32, ,,2,47,32,15,1160.0
4:37.0, ,47-32,Defensive rebound by J. Embiid,,2,47,32,15,1163.0
4:22.0, ,47-32,Turnover by T. Maxey (bad pass; steal by D. Dedmon),,2,47,32,15,1178.0
4:16.0,D. Robinson misses 3-pt jump shot from 26 ft,47-32, ,,2,47,32,15,1184.0
4:13.0,Offensive rebound by D. Dedmon,47-32, ,,2,47,32,15,1187.0
4:13.0,D. Dedmon makes 2-pt layup at rim,49-32, ,,2,49,32,17,1187.0
3:58.0, ,49-34,J. Embiid makes 2-pt jump shot from 3 ft (assist by T. Harris),,2,49,34,15,1202.0
3:52.0,D. Robinson misses 2-pt layup at rim (block by M. Thybulle),49-34, ,,2,49,34,15,1208.0
3:49.0,Offensive rebound by D. Robinson,49-34, ,,2,49,34,15,1211.0
3:48.0,D. Robinson makes 2-pt jump shot from 11 ft,51-34, ,,2,51,34,17,1212.0
3:34.0, ,51-37,T. Harris makes 3-pt jump shot from 24 ft (assist by J. Embiid),,2,51,37,14,1226.0
3:20.0,Personal foul by M. Thybulle (drawn by D. Robinson),51-37, ,,2,51,37,14,1240.0
3:20.0, ,51-37,S. Milton enters the game for M. Thybulle,,2,51,37,14,1240.0
3:14.0,Turnover by K. Lowry (step out of bounds),51-37, ,,2,51,37,14,1246.0
3:08.0, ,51-37,Personal foul by K. Okpala (drawn by T. Harris),,2,51,37,14,1252.0
3:08.0,P. Tucker enters the game for K. Okpala,51-37, ,,2,51,37,14,1252.0
2:55.0, ,51-40,S. Curry makes 3-pt jump shot from 24 ft (assist by S. Milton),,2,51,40,11,1265.0
2:37.0,D. Robinson misses 3-pt jump shot from 25 ft,51-40, ,,2,51,40,11,1283.0
2:34.0, ,51-40,Defensive rebound by T. Maxey,,2,51,40,11,1286.0
2:29.0, ,51-40,Shooting foul by D. Robinson (drawn by S. Milton),,2,51,40,11,1291.0
2:29.0, ,51-41,S. Milton makes free throw 1 of 2,,2,51,41,10,1291.0
2:29.0,G. Vincent enters the game for M. Strus,51-41, ,,2,51,41,10,1291.0
2:29.0, ,51-42,S. Milton makes free throw 2 of 2,,2,51,42,9,1291.0
2:07.0,Turnover by K. Lowry (bad pass; steal by S. Milton),51-42, ,,2,51,42,9,1313.0
2:01.0, ,51-44,T. Maxey makes 2-pt jump shot from 14 ft (assist by S. Curry),,2,51,44,7,1319.0
1:39.0,G. Vincent makes 3-pt jump shot from 23 ft,54-44, ,,2,54,44,10,1341.0
1:29.0, ,54-44,Shooting foul by P. Tucker (drawn by T. Harris),,2,54,44,10,1351.0
1:29.0, ,54-45,T. Harris makes free throw 1 of 3,,2,54,45,9,1351.0
1:29.0, ,54-46,T. Harris makes free throw 2 of 3,,2,54,46,8,1351.0
1:29.0,K. Okpala enters the game for D. Dedmon,54-46, ,,2,54,46,8,1351.0
1:29.0, ,54-47,T. Harris makes free throw 3 of 3,,2,54,47,7,1351.0
1:14.0,P. Tucker misses 2-pt hook shot from 3 ft,54-47, ,,2,54,47,7,1366.0
1:11.0, ,54-47,Defensive rebound by J. Embiid,,2,54,47,7,1369.0
0:55.0, ,54-47,S. Milton misses 3-pt jump shot from 24 ft,,2,54,47,7,1385.0
0:54.0,Defensive rebound by Team,54-47, ,,2,54,47,7,1386.0
0:54.0, ,54-47,Loose ball foul by J. Embiid (drawn by K. Lowry),,2,54,47,7,1386.0
0:54.0, ,54-47,Technical foul by J. Embiid,,2,54,47,7,1386.0
0:54.0,D. Robinson makes technical free throw,55-47, ,,2,55,47,8,1386.0
0:37.0,Turnover by P. Tucker (bad pass; steal by J. Embiid),55-47, ,,2,55,47,8,1403.0
0:31.0, ,55-47,S. Milton misses 2-pt jump shot from 22 ft,,2,55,47,8,1409.0
0:28.0,Defensive rebound by K. Lowry,55-47, ,,2,55,47,8,1412.0
0:26.0,K. Lowry makes 3-pt jump shot from 25 ft,58-47, ,,2,58,47,11,1414.0
0:02.0, ,58-47,Shooting foul by D. Robinson (drawn by J. Embiid),,2,58,47,11,1438.0
0:02.0, ,58-48,J. Embiid makes free throw 1 of 2,,2,58,48,10,1438.0
0:02.0,M. Strus enters the game for K. Okpala,58-48, ,,2,58,48,10,1438.0
0:02.0, ,58-48,D. Green enters the game for S. Curry,,2,58,48,10,1438.0
0:02.0, ,58-49,J. Embiid makes free throw 2 of 2,,2,58,49,9,1438.0
0:00.0,G. Vincent misses 3-pt jump shot from 45 ft,58-49, ,,2,58,49,9,1440.0
0:00.0,Offensive rebound by Team,58-49, ,,2,58,49,9,1440.0
0:00.0,End of 2nd quarter,58-49,,,2,58,49,9,1440.0
12:00.0,Start of 3rd quarter,58-49,,,3,58,49,9,1440.0
11:35.0, ,58-49,M. Thybulle misses 2-pt jump shot from 13 ft,,3,58,49,9,1465.0
11:32.0,Defensive rebound by D. Robinson,58-49, ,,3,58,49,9,1468.0
11:12.0,P. Tucker makes 2-pt hook shot from 2 ft (assist by D. Dedmon),60-49, ,,3,60,49,11,1488.0
10:56.0, ,60-49,T. Harris misses 3-pt jump shot from 27 ft,,3,60,49,11,1504.0
10:53.0,Defensive rebound by K. Lowry,60-49, ,,3,60,49,11,1507.0
10:42.0,G. Vincent makes 3-pt jump shot from 25 ft (assist by K. Lowry),63-49, ,,3,63,49,14,1518.0
10:39.0, ,63-49,Philadelphia full timeout,,3,63,49,14,1521.0
10:28.0, ,63-49,Turnover by T. Harris (bad pass; steal by D. Dedmon),,3,63,49,14,1532.0
10:24.0,G. Vincent makes 3-pt jump shot from 26 ft (assist by D. Robinson),66-49, ,,3,66,49,17,1536.0
10:00.0, ,66-51,T. Harris makes 2-pt jump shot from 5 ft (assist by M. Thybulle),,3,66,51,15,1560.0
9:38.0,D. Robinson makes 2-pt layup from 1 ft,68-51, ,,3,68,51,17,1582.0
9:21.0, ,68-51,M. Thybulle misses 3-pt jump shot from 26 ft,,3,68,51,17,1599.0
9:18.0,Defensive rebound by D. Dedmon,68-51, ,,3,68,51,17,1602.0
9:13.0,G. Vincent misses 2-pt hook shot from 2 ft (block by T. Maxey),68-51, ,,3,68,51,17,1607.0
9:09.0,Offensive rebound by D. Robinson,68-51, ,,3,68,51,17,1611.0
9:08.0,D. Dedmon makes 2-pt dunk from 2 ft (assist by D. Robinson),70-51, ,,3,70,51,19,1612.0
8:47.0, ,70-51,M. Thybulle misses 3-pt jump shot from 28 ft,,3,70,51,19,1633.0
8:45.0,Defensive rebound by D. Dedmon,70-51, ,,3,70,51,19,1635.0
8:32.0,G. Vincent misses 3-pt jump shot from 25 ft,70-51, ,,3,70,51,19,1648.0
8:29.0, ,70-51,Defensive rebound by J. Embiid,,3,70,51,19,1651.0
8:24.0, ,70-53,S. Curry makes 2-pt jump shot from 9 ft (assist by T. Maxey),,3,70,53,17,1656.0
8:02.0,D. Dedmon makes 2-pt layup from 1 ft (assist by G. Vincent),72-53, ,,3,72,53,19,1678.0
7:46.0, ,72-53,T. Harris misses 3-pt jump shot from 23 ft,,3,72,53,19,1694.0
7:42.0,Defensive rebound by K. Lowry,72-53, ,,3,72,53,19,1698.0
7:19.0,P. Tucker makes 2-pt layup from 5 ft (assist by K. Lowry),74-53, ,,3,74,53,21,1721.0
7:07.0, ,74-53,T. Maxey misses 3-pt jump shot from 28 ft,,3,74,53,21,1733.0
7:05.0,Defensive rebound by D. Dedmon,74-53, ,,3,74,53,21,1735.0
6:55.0,G. Vincent makes 2-pt jump shot from 14 ft,76-53, ,,3,76,53,23,1745.0
6:38.0, ,76-53,M. Thybulle misses 2-pt layup from 3 ft,,3,76,53,23,1762.0
6:36.0,Defensive rebound by D. Dedmon,76-53, ,,3,76,53,23,1764.0
6:26.0,Offensive foul by G. Vincent (drawn by M. Thybulle),76-53, ,,3,76,53,23,1774.0
6:26.0,Turnover by G. Vincent (offensive foul),76-53, ,,3,76,53,23,1774.0
6:26.0,K. Okpala enters the game for P. Tucker,76-53, ,,3,76,53,23,1774.0
6:26.0, ,76-53,S. Milton enters the game for M. Thybulle,,3,76,53,23,1774.0
6:05.0, ,76-55,T. Maxey makes 2-pt layup from 1 ft (assist by S. Milton),,3,76,55,21,1795.0
5:45.0,K. Okpala makes 2-pt dunk from 2 ft (assist by D. Robinson),78-55, ,,3,78,55,23,1815.0
5:34.0, ,78-55,Turnover by S. Curry (step out of bounds),,3,78,55,23,1826.0
5:11.0,D. Robinson misses 3-pt jump shot from 26 ft (block by S. Curry),78-55, ,,3,78,55,23,1849.0
5:10.0,Offensive rebound by Team,78-55, ,,3,78,55,23,1850.0
5:10.0,Turnover by Team (shot clock),78-55, ,,3,78,55,23,1850.0
4:53.0, ,78-55,S. Curry misses 3-pt jump shot from 28 ft,,3,78,55,23,1867.0
4:50.0,Defensive rebound by Team,78-55, ,,3,78,55,23,1870.0
4:50.0,M. Strus enters the game for G. Vincent,78-55, ,,3,78,55,23,1870.0
4:32.0,D. Dedmon misses 2-pt layup from 3 ft (block by J. Embiid),78-55, ,,3,78,55,23,1888.0
4:28.0, ,78-55,Defensive rebound by T. Harris,,3,78,55,23,1892.0
4:27.0, ,78-57,S. Milton makes 2-pt layup from 2 ft (assist by T. Harris),,3,78,57,21,1893.0
4:27.0, ,78-57,Shooting foul by M. Strus (drawn by S. Milton),,3,78,57,21,1893.0
4:27.0, ,78-57,S. Milton misses free throw 1 of 1,,3,78,57,21,1893.0
4:24.0,Defensive rebound by D. Dedmon,78-57, ,,3,78,57,21,1896.0
4:09.0,M. Strus misses 3-pt jump shot from 27 ft,78-57, ,,3,78,57,21,1911.0
4:06.0, ,78-57,Defensive rebound by J. Embiid,,3,78,57,21,1914.0
4:03.0, ,78-57,Personal foul by D. Robinson (drawn by S. Milton),,3,78,57,21,1917.0
4:03.0, ,78-57,D. Green enters the game for T. Harris,,3,78,57,21,1917.0
3:47.0, ,78-57,Personal foul by D. Dedmon (drawn by T. Maxey),,3,78,57,21,1933.0
3:47.0,P. Tucker enters the game for D. Dedmon,78-57, ,,3,78,57,21,1933.0
3:39.0, ,78-59,T. Maxey makes 2-pt layup from 3 ft (assist by S. Curry),,3,78,59,19,1941.0
3:25.0,K. Okpala misses 3-pt jump shot from 25 ft,78-59, ,,3,78,59,19,1955.0
3:22.0, ,78-59,Defensive rebound by D. Green,,3,78,59,19,1958.0
3:19.0, ,78-61,T. Maxey makes 2-pt layup from 2 ft,,3,78,61,17,1961.0
3:19.0, ,78-61,Shooting foul by K. Okpala (drawn by T. Maxey),,3,78,61,17,1961.0
3:19.0, ,78-62,T. Maxey makes free throw 1 of 1,,3,78,62,16,1961.0
3:12.0,Miami full timeout,78-62, ,,3,78,62,16,1968.0
3:12.0,O. Yurtseven enters the game for K. Okpala,78-62, ,,3,78,62,16,1968.0
3:05.0,Turnover by K. Lowry (bad pass; steal by D. Green),78-62, ,,3,78,62,16,1975.0
2:59.0, ,78-65,D. Green makes 3-pt jump shot from 27 ft (assist by T. Maxey),,3,78,65,13,1981.0
2:36.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by M. Strus),81-65, ,,3,81,65,16,2004.0
2:15.0, ,81-65,D. Green misses 3-pt jump shot from 24 ft,,3,81,65,16,2025.0
2:13.0,Defensive rebound by D. Robinson,81-65, ,,3,81,65,16,2027.0
2:03.0,Offensive foul by P. Tucker (drawn by D. Green),81-65, ,,3,81,65,16,2037.0
2:03.0,Turnover by P. Tucker (offensive foul),81-65, ,,3,81,65,16,2037.0
2:03.0, ,81-65,I. Joe enters the game for S. Curry,,3,81,65,16,2037.0
1:52.0, ,81-67,S. Milton makes 2-pt layup from 1 ft (assist by T. Maxey),,3,81,67,14,2048.0
1:30.0,D. Robinson misses 2-pt jump shot from 11 ft,81-67, ,,3,81,67,14,2070.0
1:27.0, ,81-67,Defensive rebound by J. Embiid,,3,81,67,14,2073.0
