Time,Chicago,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:38.0, ,17-26,D. Robinson makes 3-pt jump shot from 25 ft (assist by K. Lowry),,1,26,17,9,502.0
3:21.0,T. Brown misses 3-pt jump shot from 24 ft,17-26, ,,1,26,17,9,519.0
3:21.0, ,17-26,Defensive rebound by K. Okpala,,1,26,17,9,519.0
3:02.0, ,17-29,K. Lowry makes 3-pt jump shot from 26 ft (assist by D. Robinson),,1,29,17,12,538.0
2:38.0,Z. LaVine makes 3-pt jump shot from 24 ft (assist by N. Vučević),20-29, ,,1,29,20,9,562.0
2:35.0, ,20-29,Miami full timeout,,1,29,20,9,565.0
2:35.0,L. Ball enters the game for T. Brown,20-29, ,,1,29,20,9,565.0
2:35.0,A. Caruso enters the game for Z. LaVine,20-29, ,,1,29,20,9,565.0
2:20.0, ,20-31,D. Robinson makes 2-pt layup from 2 ft (assist by K. Lowry),,1,31,20,11,580.0
1:59.0,Shooting foul by K. Okpala (drawn by N. Vučević),20-31, ,,1,31,20,11,601.0
1:59.0,N. Vučević makes free throw 1 of 2,21-31, ,,1,31,21,10,601.0
1:59.0,N. Vučević makes free throw 2 of 2,22-31, ,,1,31,22,9,601.0
1:47.0, ,22-31,Personal foul by D. Dotson (drawn by K. Lowry),,1,31,22,9,613.0
1:39.0, ,22-31,K. Okpala misses 3-pt jump shot from 24 ft,,1,31,22,9,621.0
1:34.0,Defensive rebound by A. Caruso,22-31, ,,1,31,22,9,626.0
1:24.0,L. Ball misses 3-pt jump shot from 26 ft,22-31, ,,1,31,22,9,636.0
1:21.0, ,22-31,Defensive rebound by P. Tucker,,1,31,22,9,639.0
1:10.0, ,22-34,K. Lowry makes 3-pt jump shot from 26 ft (assist by T. Herro),,1,34,22,12,650.0
0:58.0,A. Caruso misses 2-pt layup from 2 ft (block by D. Robinson),22-34, ,,1,34,22,12,662.0
0:56.0, ,22-34,Defensive rebound by Team,,1,34,22,12,664.0
0:56.0,T. Bradley enters the game for D. Dotson,22-34, ,,1,34,22,12,664.0
0:56.0,Z. LaVine enters the game for N. Vučević,22-34, ,,1,34,22,12,664.0
0:56.0, ,22-34,M. Strus enters the game for K. Lowry,,1,34,22,12,664.0
0:56.0, ,22-34,G. Vincent enters the game for D. Robinson,,1,34,22,12,664.0
0:36.0, ,22-34,T. Herro misses 2-pt layup from 5 ft,,1,34,22,12,684.0
0:31.0, ,22-34,Offensive rebound by P. Tucker,,1,34,22,12,689.0
0:30.0, ,22-36,P. Tucker makes 2-pt layup from 3 ft,,1,36,22,14,690.0
0:23.0,A. Caruso makes 3-pt jump shot from 24 ft (assist by T. Bradley),25-36, ,,1,36,25,11,697.0
0:03.0, ,25-36,M. Strus misses 3-pt jump shot from 26 ft,,1,36,25,11,717.0
0:01.0, ,25-36,Offensive rebound by Team,,1,36,25,11,719.0
0:01.0, ,25-36,O. Yurtseven enters the game for P. Tucker,,1,36,25,11,719.0
0:00.0, ,25-39,T. Herro makes 3-pt jump shot from 25 ft (assist by G. Vincent),,1,39,25,14,720.0
0:00.0, ,25-39,Instant Replay (Request: Ruling Stands),,1,39,25,14,720.0
0:00.0,End of 1st quarter,25-39,,,1,39,25,14,720.0
12:00.0,Start of 2nd quarter,25-39,,,2,39,25,14,720.0
11:46.0, ,25-39,O. Yurtseven misses 3-pt jump shot from 26 ft,,2,39,25,14,734.0
11:42.0,Defensive rebound by L. Ball,25-39, ,,2,39,25,14,738.0
11:19.0,T. Bradley makes 2-pt layup from 2 ft (assist by A. Caruso),27-39, ,,2,39,27,12,761.0
11:04.0, ,27-41,O. Yurtseven makes 2-pt layup from 2 ft (assist by G. Vincent),,2,41,27,14,776.0
10:50.0,Z. LaVine makes 3-pt jump shot from 26 ft (assist by L. Ball),30-41, ,,2,41,30,11,790.0
10:28.0, ,30-41,T. Herro misses 3-pt jump shot from 26 ft,,2,41,30,11,812.0
10:26.0,Defensive rebound by Z. LaVine,30-41, ,,2,41,30,11,814.0
10:16.0,T. Bradley misses 2-pt hook shot from 6 ft (block by O. Yurtseven),30-41, ,,2,41,30,11,824.0
10:10.0, ,30-41,Defensive rebound by O. Yurtseven,,2,41,30,11,830.0
10:08.0, ,30-41,Turnover by T. Herro (lost ball; steal by A. Caruso),,2,41,30,11,832.0
10:04.0,Z. LaVine makes 2-pt layup from 2 ft (assist by T. Brown),32-41, ,,2,41,32,9,836.0
9:50.0, ,32-41,M. Strus misses 2-pt jump shot from 6 ft,,2,41,32,9,850.0
9:50.0, ,32-41,Offensive rebound by Team,,2,41,32,9,850.0
9:50.0,Loose ball foul by T. Bradley (drawn by O. Yurtseven),32-41, ,,2,41,32,9,850.0
9:38.0, ,32-41,Turnover by T. Herro (bad pass; steal by Z. LaVine),,2,41,32,9,862.0
9:35.0,Z. LaVine makes 2-pt layup from 2 ft,34-41, ,,2,41,34,7,865.0
9:35.0,Shooting foul by G. Vincent (drawn by Z. LaVine),34-41, ,,2,41,34,7,865.0
9:35.0,Z. LaVine misses free throw 1 of 1,34-41, ,,2,41,34,7,865.0
9:33.0, ,34-41,Defensive rebound by O. Yurtseven,,2,41,34,7,867.0
9:18.0, ,34-41,M. Strus misses 2-pt layup from 5 ft,,2,41,34,7,882.0
9:15.0,Defensive rebound by T. Brown,34-41, ,,2,41,34,7,885.0
8:59.0,Z. LaVine misses 2-pt jump shot from 19 ft,34-41, ,,2,41,34,7,901.0
8:54.0, ,34-41,Defensive rebound by O. Yurtseven,,2,41,34,7,906.0
8:38.0, ,34-41,T. Herro misses 2-pt jump shot from 11 ft,,2,41,34,7,922.0
8:35.0, ,34-41,Offensive rebound by T. Herro,,2,41,34,7,925.0
8:34.0, ,34-43,T. Herro makes 2-pt jump shot from 12 ft,,2,43,34,9,926.0
8:23.0,L. Ball misses 2-pt jump shot from 10 ft,34-43, ,,2,43,34,9,937.0
8:18.0,Offensive rebound by T. Bradley,34-43, ,,2,43,34,9,942.0
8:18.0,T. Bradley makes 2-pt layup at rim,36-43, ,,2,43,36,7,942.0
7:55.0, ,36-43,G. Vincent misses 2-pt layup from 2 ft,,2,43,36,7,965.0
7:53.0,Defensive rebound by T. Bradley,36-43, ,,2,43,36,7,967.0
7:42.0,Z. LaVine makes 2-pt layup from 3 ft,38-43, ,,2,43,38,5,978.0
7:42.0, ,38-43,Miami full timeout,,2,43,38,5,978.0
7:42.0,D. Dotson enters the game for T. Bradley,38-43, ,,2,43,38,5,978.0
7:42.0,A. McKinnie enters the game for A. Caruso,38-43, ,,2,43,38,5,978.0
7:42.0,N. Vučević enters the game for Z. LaVine,38-43, ,,2,43,38,5,978.0
7:42.0, ,38-43,D. Dedmon enters the game for G. Vincent,,2,43,38,5,978.0
7:42.0, ,38-43,K. Lowry enters the game for O. Yurtseven,,2,43,38,5,978.0
7:30.0, ,38-45,K. Okpala makes 2-pt dunk from 2 ft (assist by K. Lowry),,2,45,38,7,990.0
7:14.0,L. Ball misses 3-pt jump shot from 27 ft,38-45, ,,2,45,38,7,1006.0
7:11.0, ,38-45,Defensive rebound by K. Okpala,,2,45,38,7,1009.0
7:04.0, ,38-47,D. Dedmon makes 2-pt dunk from 1 ft (assist by M. Strus),,2,47,38,9,1016.0
6:47.0,N. Vučević misses 2-pt jump shot from 17 ft,38-47, ,,2,47,38,9,1033.0
6:44.0, ,38-47,Defensive rebound by T. Herro,,2,47,38,9,1036.0
6:34.0, ,38-47,T. Herro misses 2-pt jump shot from 22 ft,,2,47,38,9,1046.0
6:33.0,Defensive rebound by Team,38-47, ,,2,47,38,9,1047.0
6:12.0,Turnover by N. Vučević (bad pass; steal by D. Dedmon),38-47, ,,2,47,38,9,1068.0
6:06.0, ,38-50,M. Strus makes 3-pt jump shot from 26 ft (assist by T. Herro),,2,50,38,12,1074.0
5:46.0,N. Vučević misses 2-pt jump shot from 9 ft,38-50, ,,2,50,38,12,1094.0
5:46.0, ,38-50,Defensive rebound by M. Strus,,2,50,38,12,1094.0
5:31.0, ,38-53,D. Dedmon makes 3-pt jump shot from 27 ft (assist by K. Lowry),,2,53,38,15,1109.0
5:30.0,Chicago full timeout,38-53, ,,2,53,38,15,1110.0
5:30.0,Z. LaVine enters the game for D. Dotson,38-53, ,,2,53,38,15,1110.0
5:30.0, ,38-53,D. Robinson enters the game for M. Strus,,2,53,38,15,1110.0
5:07.0,T. Brown misses 2-pt jump shot from 19 ft,38-53, ,,2,53,38,15,1133.0
5:03.0, ,38-53,Defensive rebound by D. Dedmon,,2,53,38,15,1137.0
4:51.0, ,38-55,D. Dedmon makes 2-pt jump shot from 8 ft (assist by K. Lowry),,2,55,38,17,1149.0
4:36.0,L. Ball makes 3-pt jump shot from 25 ft (assist by T. Brown),41-55, ,,2,55,41,14,1164.0
4:20.0, ,41-55,Turnover by T. Herro (bad pass; steal by L. Ball),,2,55,41,14,1180.0
4:17.0,Offensive foul by Z. LaVine (drawn by K. Lowry),41-55, ,,2,55,41,14,1183.0
4:17.0,Turnover by Z. LaVine (offensive foul),41-55, ,,2,55,41,14,1183.0
4:17.0,Violation by Team (delay of game),41-55, ,,2,55,41,14,1183.0
4:17.0,A. Caruso enters the game for A. McKinnie,41-55, ,,2,55,41,14,1183.0
4:02.0, ,41-55,D. Robinson misses 3-pt jump shot from 26 ft,,2,55,41,14,1198.0
3:58.0,Defensive rebound by Z. LaVine,41-55, ,,2,55,41,14,1202.0
3:51.0,Z. LaVine misses 2-pt jump shot from 12 ft,41-55, ,,2,55,41,14,1209.0
3:47.0, ,41-55,Defensive rebound by D. Dedmon,,2,55,41,14,1213.0
3:35.0, ,41-55,D. Dedmon misses 2-pt layup from 3 ft,,2,55,41,14,1225.0
3:33.0,Defensive rebound by L. Ball,41-55, ,,2,55,41,14,1227.0
3:29.0,N. Vučević makes 3-pt jump shot from 26 ft (assist by A. Caruso),44-55, ,,2,55,44,11,1231.0
3:03.0, ,44-55,T. Herro misses 2-pt jump shot from 22 ft,,2,55,44,11,1257.0
3:01.0,Defensive rebound by Team,44-55, ,,2,55,44,11,1259.0
3:01.0, ,44-55,P. Tucker enters the game for K. Okpala,,2,55,44,11,1259.0
2:50.0,Z. LaVine makes 3-pt jump shot from 26 ft (assist by L. Ball),47-55, ,,2,55,47,8,1270.0
2:49.0, ,47-55,Miami full timeout,,2,55,47,8,1271.0
2:31.0, ,47-55,Shooting foul by N. Vučević (drawn by D. Dedmon),,2,55,47,8,1289.0
2:31.0, ,47-56,D. Dedmon makes free throw 1 of 2,,2,56,47,9,1289.0
2:31.0, ,47-57,D. Dedmon makes free throw 2 of 2,,2,57,47,10,1289.0
2:14.0,L. Ball misses 3-pt jump shot from 25 ft,47-57, ,,2,57,47,10,1306.0
2:10.0, ,47-57,Defensive rebound by P. Tucker,,2,57,47,10,1310.0
2:06.0, ,47-57,K. Lowry misses 3-pt jump shot from 27 ft,,2,57,47,10,1314.0
2:00.0,Defensive rebound by Z. LaVine,47-57, ,,2,57,47,10,1320.0
1:47.0,Z. LaVine makes 3-pt jump shot from 28 ft,50-57, ,,2,57,50,7,1333.0
1:29.0, ,50-60,P. Tucker makes 3-pt jump shot from 23 ft (assist by K. Lowry),,2,60,50,10,1351.0
1:14.0,Z. LaVine misses 3-pt jump shot from 25 ft,50-60, ,,2,60,50,10,1366.0
1:09.0, ,50-60,Defensive rebound by D. Dedmon,,2,60,50,10,1371.0
1:03.0, ,50-63,D. Robinson makes 3-pt jump shot from 26 ft (assist by K. Lowry),,2,63,50,13,1377.0
0:45.0,L. Ball misses 3-pt jump shot from 26 ft,50-63, ,,2,63,50,13,1395.0
0:43.0,Offensive rebound by T. Brown,50-63, ,,2,63,50,13,1397.0
0:43.0,T. Brown makes 2-pt layup at rim,52-63, ,,2,63,52,11,1397.0
0:26.0, ,52-63,Shooting foul by A. Caruso (drawn by D. Robinson),,2,63,52,11,1414.0
0:26.0, ,52-64,D. Robinson makes free throw 1 of 2,,2,64,52,12,1414.0
0:26.0, ,52-65,D. Robinson makes free throw 2 of 2,,2,65,52,13,1414.0
0:26.0, ,52-65,K. Okpala enters the game for D. Dedmon,,2,65,52,13,1414.0
0:02.0,Turnover by Team (shot clock),52-65, ,,2,65,52,13,1438.0
0:01.0, ,52-65,K. Okpala misses 3-pt jump shot from 28 ft,,2,65,52,13,1439.0
0:01.0, ,52-65,Offensive rebound by Team,,2,65,52,13,1439.0
0:00.0,End of 2nd quarter,52-65,,,2,65,52,13,1440.0
12:00.0,Start of 3rd quarter,52-65,,,3,65,52,13,1440.0
11:39.0, ,52-65,D. Dedmon misses 2-pt dunk from 2 ft,,3,65,52,13,1461.0
11:36.0,Defensive rebound by T. Brown,52-65, ,,3,65,52,13,1464.0
11:18.0,L. Ball makes 3-pt jump shot from 26 ft (assist by Z. LaVine),55-65, ,,3,65,55,10,1482.0
10:51.0, ,55-65,K. Lowry misses 2-pt jump shot from 6 ft,,3,65,55,10,1509.0
10:51.0,Defensive rebound by Team,55-65, ,,3,65,55,10,1509.0
10:51.0, ,55-65,Loose ball foul by D. Dedmon (drawn by T. Brown),,3,65,55,10,1509.0
10:33.0,N. Vučević makes 2-pt jump shot from 19 ft (assist by T. Brown),57-65, ,,3,65,57,8,1527.0
10:19.0, ,57-65,G. Vincent misses 3-pt jump shot from 27 ft,,3,65,57,8,1541.0
10:16.0,Defensive rebound by N. Vučević,57-65, ,,3,65,57,8,1544.0
10:04.0,L. Ball misses 3-pt jump shot from 24 ft,57-65, ,,3,65,57,8,1556.0
10:00.0, ,57-65,Defensive rebound by G. Vincent,,3,65,57,8,1560.0
9:58.0,Violation by Team (kicked ball),57-65, ,,3,65,57,8,1562.0
9:48.0, ,57-65,D. Dedmon misses 2-pt jump shot from 14 ft,,3,65,57,8,1572.0
9:44.0, ,57-65,Offensive rebound by P. Tucker,,3,65,57,8,1576.0
9:43.0, ,57-65,G. Vincent misses 3-pt jump shot from 26 ft,,3,65,57,8,1577.0
9:39.0,Defensive rebound by L. Ball,57-65, ,,3,65,57,8,1581.0
9:34.0,N. Vučević misses 3-pt jump shot from 27 ft,57-65, ,,3,65,57,8,1586.0
9:30.0, ,57-65,Defensive rebound by G. Vincent,,3,65,57,8,1590.0
9:22.0, ,57-67,G. Vincent makes 2-pt layup from 1 ft (assist by K. Lowry),,3,67,57,10,1598.0
9:15.0,Turnover by L. Ball (bad pass; steal by G. Vincent),57-67, ,,3,67,57,10,1605.0
9:08.0, ,57-70,K. Lowry makes 3-pt jump shot from 27 ft (assist by G. Vincent),,3,70,57,13,1612.0
8:48.0,N. Vučević misses 2-pt hook shot from 6 ft,57-70, ,,3,70,57,13,1632.0
8:44.0, ,57-70,Defensive rebound by P. Tucker,,3,70,57,13,1636.0
8:33.0, ,57-70,Turnover by K. Lowry (bad pass; steal by N. Vučević),,3,70,57,13,1647.0
8:31.0,Personal take foul by D. Robinson (drawn by A. Caruso),57-70, ,,3,70,57,13,1649.0
8:23.0,Z. LaVine makes 3-pt jump shot from 27 ft (assist by A. Caruso),60-70, ,,3,70,60,10,1657.0
7:55.0, ,60-72,D. Dedmon makes 2-pt layup from 5 ft (assist by K. Lowry),,3,72,60,12,1685.0
7:43.0,Turnover by A. Caruso (bad pass),60-72, ,,3,72,60,12,1697.0
7:43.0,A. McKinnie enters the game for A. Caruso,60-72, ,,3,72,60,12,1697.0
7:26.0, ,60-72,D. Dedmon misses 2-pt layup from 2 ft (block by L. Ball),,3,72,60,12,1714.0
7:25.0,Defensive rebound by N. Vučević,60-72, ,,3,72,60,12,1715.0
7:25.0,Offensive foul by L. Ball (drawn by G. Vincent),60-72, ,,3,72,60,12,1715.0
7:25.0,Turnover by L. Ball (offensive foul),60-72, ,,3,72,60,12,1715.0
7:19.0, ,60-72,K. Lowry misses 2-pt jump shot from 13 ft,,3,72,60,12,1721.0
7:17.0, ,60-72,Offensive rebound by D. Dedmon,,3,72,60,12,1723.0
7:15.0, ,60-72,D. Dedmon misses 2-pt layup from 2 ft,,3,72,60,12,1725.0
7:15.0,Defensive rebound by L. Ball,60-72, ,,3,72,60,12,1725.0
7:14.0,Turnover by L. Ball (lost ball; steal by K. Lowry),60-72, ,,3,72,60,12,1726.0
7:06.0, ,60-72,Personal foul by A. McKinnie (drawn by K. Lowry),,3,72,60,12,1734.0
7:00.0, ,60-75,D. Robinson makes 3-pt jump shot from 26 ft (assist by D. Dedmon),,3,75,60,15,1740.0
6:58.0,Chicago full timeout,60-75, ,,3,75,60,15,1742.0
6:58.0,Technical foul by B. Donovan,60-75, ,,3,75,60,15,1742.0
6:58.0, ,60-76,D. Robinson makes technical free throw,,3,76,60,16,1742.0
6:46.0,L. Ball misses 3-pt jump shot from 26 ft,60-76, ,,3,76,60,16,1754.0
6:45.0,Offensive rebound by Team,60-76, ,,3,76,60,16,1755.0
6:45.0, ,60-76,Loose ball foul by D. Robinson (drawn by T. Brown),,3,76,60,16,1755.0
6:33.0,T. Brown misses 3-pt jump shot from 23 ft,60-76, ,,3,76,60,16,1767.0
6:32.0,Offensive rebound by Team,60-76, ,,3,76,60,16,1768.0
6:31.0,Turnover by Team (shot clock),60-76, ,,3,76,60,16,1769.0
6:19.0, ,60-78,D. Robinson makes 2-pt layup from 1 ft (assist by D. Dedmon),,3,78,60,18,1781.0
6:09.0,N. Vučević misses 2-pt jump shot from 11 ft,60-78, ,,3,78,60,18,1791.0
6:04.0, ,60-78,Defensive rebound by D. Robinson,,3,78,60,18,1796.0
5:51.0, ,60-78,Offensive foul by G. Vincent (drawn by T. Brown),,3,78,60,18,1809.0
5:51.0, ,60-78,Turnover by G. Vincent (offensive foul),,3,78,60,18,1809.0
5:51.0, ,60-78,T. Herro enters the game for P. Tucker,,3,78,60,18,1809.0
5:51.0, ,60-78,K. Okpala enters the game for G. Vincent,,3,78,60,18,1809.0
5:42.0,N. Vučević makes 2-pt jump shot from 19 ft (assist by Z. LaVine),62-78, ,,3,78,62,16,1818.0
5:20.0, ,62-80,K. Lowry makes 2-pt jump shot from 20 ft,,3,80,62,18,1840.0
5:03.0,Z. LaVine makes 2-pt jump shot from 15 ft,64-80, ,,3,80,64,16,1857.0
4:38.0, ,64-80,T. Herro misses 3-pt jump shot from 23 ft,,3,80,64,16,1882.0
4:34.0, ,64-80,Offensive rebound by D. Dedmon,,3,80,64,16,1886.0
4:29.0, ,64-80,Turnover by K. Lowry (bad pass; steal by T. Brown),,3,80,64,16,1891.0
4:21.0,N. Vučević misses 3-pt jump shot from 26 ft,64-80, ,,3,80,64,16,1899.0
4:18.0, ,64-80,Defensive rebound by K. Okpala,,3,80,64,16,1902.0
4:11.0, ,64-80,D. Robinson misses 3-pt jump shot from 26 ft,,3,80,64,16,1909.0
4:06.0, ,64-80,Offensive rebound by D. Dedmon,,3,80,64,16,1914.0
4:03.0, ,64-80,T. Herro misses 3-pt jump shot from 24 ft,,3,80,64,16,1917.0
3:58.0,Defensive rebound by Z. LaVine,64-80, ,,3,80,64,16,1922.0
3:47.0,Offensive foul by Z. LaVine (drawn by K. Lowry),64-80, ,,3,80,64,16,1933.0
3:47.0,Turnover by Z. LaVine (offensive foul),64-80, ,,3,80,64,16,1933.0
3:47.0,A. Caruso enters the game for L. Ball,64-80, ,,3,80,64,16,1933.0
3:47.0,D. Dotson enters the game for Z. LaVine,64-80, ,,3,80,64,16,1933.0
3:39.0, ,64-80,Offensive foul by D. Dedmon (drawn by A. Caruso),,3,80,64,16,1941.0
3:39.0, ,64-80,Turnover by D. Dedmon (offensive foul),,3,80,64,16,1941.0
3:39.0, ,64-80,P. Tucker enters the game for D. Dedmon,,3,80,64,16,1941.0
3:30.0,Personal foul by K. Okpala (drawn by N. Vučević),64-80, ,,3,80,64,16,1950.0
3:24.0,Personal foul by K. Okpala (drawn by N. Vučević),64-80, ,,3,80,64,16,1956.0
3:24.0,N. Vučević misses free throw 1 of 2,64-80, ,,3,80,64,16,1956.0
3:24.0,Offensive rebound by Team,64-80, ,,3,80,64,16,1956.0
3:24.0,N. Vučević makes free throw 2 of 2,65-80, ,,3,80,65,15,1956.0
3:20.0, ,65-80,Miami full timeout,,3,80,65,15,1960.0
3:13.0, ,65-82,D. Robinson makes 2-pt layup from 2 ft (assist by P. Tucker),,3,82,65,17,1967.0
2:45.0,N. Vučević misses 2-pt jump shot from 14 ft,65-82, ,,3,82,65,17,1995.0
2:41.0, ,65-82,Defensive rebound by T. Herro,,3,82,65,17,1999.0
2:32.0, ,65-84,K. Lowry makes 2-pt layup from 2 ft (assist by P. Tucker),,3,84,65,19,2008.0
2:12.0,N. Vučević misses 2-pt hook shot from 8 ft,65-84, ,,3,84,65,19,2028.0
2:10.0, ,65-84,Defensive rebound by P. Tucker,,3,84,65,19,2030.0
2:10.0,L. Ball enters the game for T. Brown,65-84, ,,3,84,65,19,2030.0
2:10.0,T. Bradley enters the game for D. Dotson,65-84, ,,3,84,65,19,2030.0
2:10.0,Z. LaVine enters the game for N. Vučević,65-84, ,,3,84,65,19,2030.0
2:01.0, ,65-84,K. Okpala misses 2-pt layup from 3 ft,,3,84,65,19,2039.0
2:00.0, ,65-84,Offensive rebound by K. Okpala,,3,84,65,19,2040.0
1:59.0, ,65-84,K. Okpala misses 2-pt layup from 2 ft (block by T. Bradley),,3,84,65,19,2041.0
1:55.0,Defensive rebound by T. Bradley,65-84, ,,3,84,65,19,2045.0
1:42.0,Z. LaVine misses 3-pt jump shot from 25 ft,65-84, ,,3,84,65,19,2058.0
1:38.0,Offensive rebound by T. Bradley,65-84, ,,3,84,65,19,2062.0
1:35.0,L. Ball misses 3-pt jump shot from 27 ft,65-84, ,,3,84,65,19,2065.0
1:32.0, ,65-84,Defensive rebound by K. Lowry,,3,84,65,19,2068.0
