Time,New York,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:32.0,R. Barrett misses free throw 2 of 2,11-20, ,,1,20,11,9,508.0
3:29.0, ,11-20,Defensive rebound by D. Dedmon,,1,20,11,9,511.0
3:14.0, ,11-22,P. Tucker makes 2-pt jump shot from 11 ft (assist by T. Herro),,1,22,11,11,526.0
2:55.0,Turnover by A. Burks (bad pass; steal by M. Strus),11-22, ,,1,22,11,11,545.0
2:55.0, ,11-22,Personal foul by A. Burks (drawn by M. Strus),,1,22,11,11,545.0
2:55.0, ,11-22,Miami full timeout,,1,22,11,11,545.0
2:55.0, ,11-22,C. Martin enters the game for P. Tucker,,1,22,11,11,545.0
2:38.0, ,11-22,M. Strus misses 3-pt jump shot from 26 ft,,1,22,11,11,562.0
2:37.0, ,11-22,Offensive rebound by Team,,1,22,11,11,563.0
2:37.0,Loose ball foul by T. Gibson (drawn by D. Dedmon),11-22, ,,1,22,11,11,563.0
2:25.0, ,11-24,J. Butler makes 2-pt layup from 3 ft,,1,24,11,13,575.0
2:12.0,R. Barrett misses 2-pt jump shot from 9 ft,11-24, ,,1,24,11,13,588.0
2:12.0, ,11-24,Defensive rebound by T. Herro,,1,24,11,13,588.0
2:00.0, ,11-24,T. Herro misses 2-pt jump shot from 8 ft,,1,24,11,13,600.0
1:56.0,Defensive rebound by T. Gibson,11-24, ,,1,24,11,13,604.0
1:48.0,J. Randle makes 2-pt layup from 2 ft,13-24, ,,1,24,13,11,612.0
1:32.0, ,13-26,T. Herro makes 2-pt layup from 6 ft,,1,26,13,13,628.0
1:32.0, ,13-26,Shooting foul by T. Gibson (drawn by T. Herro),,1,26,13,13,628.0
1:32.0, ,13-27,T. Herro makes free throw 1 of 1,,1,27,13,14,628.0
1:08.0,Q. Grimes misses 3-pt jump shot from 25 ft,13-27, ,,1,27,13,14,652.0
1:04.0, ,13-27,Defensive rebound by D. Dedmon,,1,27,13,14,656.0
0:53.0, ,13-27,Def 3 sec tech foul by Team,,1,27,13,14,667.0
0:53.0, ,13-28,J. Butler makes technical free throw,,1,28,13,15,667.0
0:53.0,I. Quickley enters the game for R. Barrett,13-28, ,,1,28,13,15,667.0
0:53.0, ,13-28,G. Vincent enters the game for J. Butler,,1,28,13,15,667.0
0:41.0, ,13-30,D. Dedmon makes 2-pt hook shot from 7 ft (assist by M. Strus),,1,30,13,17,679.0
0:21.0,A. Burks makes 3-pt jump shot from 24 ft (assist by J. Randle),16-30, ,,1,30,16,14,699.0
0:02.0, ,16-30,M. Strus misses 3-pt jump shot from 23 ft,,1,30,16,14,718.0
0:00.0,Defensive rebound by J. Randle,16-30, ,,1,30,16,14,720.0
0:00.0,End of 1st quarter,16-30,,,1,30,16,14,720.0
12:00.0,Start of 2nd quarter,16-30,,,2,30,16,14,720.0
11:46.0,I. Quickley misses 3-pt jump shot from 25 ft,16-30, ,,2,30,16,14,734.0
11:40.0,Offensive rebound by O. Toppin,16-30, ,,2,30,16,14,740.0
11:32.0,Q. Grimes makes 3-pt jump shot from 25 ft (assist by I. Quickley),19-30, ,,2,30,19,11,748.0
11:15.0, ,19-30,Turnover by T. Herro (lost ball; steal by A. Burks),,2,30,19,11,765.0
11:10.0,O. Toppin makes 2-pt dunk from 2 ft (assist by A. Burks),21-30, ,,2,30,21,9,770.0
10:46.0, ,21-32,T. Herro makes 2-pt layup from 3 ft (assist by D. Dedmon),,2,32,21,11,794.0
10:26.0,O. Toppin makes 2-pt dunk from 1 ft (assist by I. Quickley),23-32, ,,2,32,23,9,814.0
10:09.0, ,23-35,G. Vincent makes 3-pt jump shot from 27 ft,,2,35,23,12,831.0
9:44.0,Q. Grimes misses 3-pt jump shot from 26 ft,23-35, ,,2,35,23,12,856.0
9:41.0,Offensive rebound by O. Toppin,23-35, ,,2,35,23,12,859.0
9:38.0,A. Burks misses 3-pt jump shot from 23 ft,23-35, ,,2,35,23,12,862.0
9:36.0, ,23-35,Defensive rebound by T. Herro,,2,35,23,12,864.0
9:14.0, ,23-35,Turnover by T. Herro (bad pass; steal by I. Quickley),,2,35,23,12,886.0
9:10.0,A. Burks misses 2-pt layup from 2 ft,23-35, ,,2,35,23,12,890.0
9:06.0, ,23-35,Defensive rebound by M. Strus,,2,35,23,12,894.0
9:03.0, ,23-35,G. Vincent misses 2-pt layup from 3 ft,,2,35,23,12,897.0
9:00.0, ,23-35,Offensive rebound by C. Martin,,2,35,23,12,900.0
8:55.0, ,23-38,T. Herro makes 3-pt jump shot from 25 ft (assist by C. Martin),,2,38,23,15,905.0
8:52.0,New York full timeout,23-38, ,,2,38,23,15,908.0
8:52.0,M. Robinson enters the game for T. Gibson,23-38, ,,2,38,23,15,908.0
8:52.0, ,23-38,B. Adebayo enters the game for D. Dedmon,,2,38,23,15,908.0
8:42.0,Q. Grimes misses 3-pt jump shot from 26 ft,23-38, ,,2,38,23,15,918.0
8:38.0, ,23-38,Defensive rebound by T. Herro,,2,38,23,15,922.0
8:29.0, ,23-38,M. Strus misses 3-pt jump shot from 26 ft,,2,38,23,15,931.0
8:26.0,Defensive rebound by A. Burks,23-38, ,,2,38,23,15,934.0
8:18.0,O. Toppin makes 3-pt jump shot from 27 ft (assist by A. Burks),26-38, ,,2,38,26,12,942.0
7:52.0, ,26-38,M. Strus misses 2-pt layup from 2 ft,,2,38,26,12,968.0
7:49.0,Defensive rebound by M. Robinson,26-38, ,,2,38,26,12,971.0
7:40.0,Shooting foul by M. Strus (drawn by A. Burks),26-38, ,,2,38,26,12,980.0
7:40.0, ,26-38,Technical foul by M. Strus,,2,38,26,12,980.0
7:40.0,I. Quickley makes technical free throw,27-38, ,,2,38,27,11,980.0
7:40.0,A. Burks misses free throw 1 of 2,27-38, ,,2,38,27,11,980.0
7:40.0,Offensive rebound by Team,27-38, ,,2,38,27,11,980.0
7:40.0, ,27-38,D. Robinson enters the game for M. Strus,,2,38,27,11,980.0
7:40.0,A. Burks misses free throw 2 of 2,27-38, ,,2,38,27,11,980.0
7:37.0, ,27-38,Defensive rebound by C. Martin,,2,38,27,11,983.0
7:29.0, ,27-41,T. Herro makes 3-pt jump shot from 25 ft (assist by D. Robinson),,2,41,27,14,991.0
7:04.0,Turnover by Team (shot clock),27-41, ,,2,41,27,14,1016.0
7:04.0,R. Barrett enters the game for A. Burks,27-41, ,,2,41,27,14,1016.0
7:04.0, ,27-41,J. Butler enters the game for G. Vincent,,2,41,27,14,1016.0
6:56.0, ,27-41,Personal foul by Q. Grimes (drawn by B. Adebayo),,2,41,27,14,1024.0
6:56.0, ,27-41,Turnover by J. Butler (bad pass),,2,41,27,14,1024.0
6:48.0,R. Barrett makes 2-pt layup from 2 ft,29-41, ,,2,41,29,12,1032.0
6:38.0, ,29-41,Personal foul by M. Robinson (drawn by B. Adebayo),,2,41,29,12,1042.0
6:35.0, ,29-44,D. Robinson makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,2,44,29,15,1045.0
6:22.0,Turnover by R. Barrett (bad pass; steal by J. Butler),29-44, ,,2,44,29,15,1058.0
6:20.0, ,29-44,Personal foul by R. Barrett (drawn by B. Adebayo),,2,44,29,15,1060.0
6:14.0, ,29-44,Turnover by J. Butler (bad pass; steal by Q. Grimes),,2,44,29,15,1066.0
5:52.0,R. Barrett makes 3-pt jump shot from 25 ft (assist by I. Quickley),32-44, ,,2,44,32,12,1088.0
5:42.0, ,32-44,Turnover by B. Adebayo (bad pass; steal by M. Robinson),,2,44,32,12,1098.0
5:36.0,R. Barrett makes 2-pt layup from 2 ft,34-44, ,,2,44,34,10,1104.0
5:36.0, ,34-44,Miami full timeout,,2,44,34,10,1104.0
5:36.0,J. Randle enters the game for I. Quickley,34-44, ,,2,44,34,10,1104.0
5:36.0,K. Walker enters the game for O. Toppin,34-44, ,,2,44,34,10,1104.0
5:36.0, ,34-44,P. Tucker enters the game for C. Martin,,2,44,34,10,1104.0
5:25.0, ,34-44,Personal foul by M. Robinson (drawn by D. Robinson),,2,44,34,10,1115.0
5:11.0, ,34-44,Turnover by Team (shot clock),,2,44,34,10,1129.0
5:01.0,Q. Grimes misses 3-pt jump shot from 24 ft,34-44, ,,2,44,34,10,1139.0
4:56.0, ,34-44,Defensive rebound by T. Herro,,2,44,34,10,1144.0
4:52.0, ,34-44,D. Robinson misses 3-pt jump shot from 26 ft,,2,44,34,10,1148.0
4:48.0,Defensive rebound by R. Barrett,34-44, ,,2,44,34,10,1152.0
4:40.0,J. Randle misses 2-pt jump shot from 16 ft,34-44, ,,2,44,34,10,1160.0
4:37.0,Offensive rebound by Q. Grimes,34-44, ,,2,44,34,10,1163.0
4:36.0,Turnover by Q. Grimes (bad pass),34-44, ,,2,44,34,10,1164.0
4:36.0,E. Fournier enters the game for Q. Grimes,34-44, ,,2,44,34,10,1164.0
4:26.0, ,34-44,Personal foul by K. Walker (drawn by T. Herro),,2,44,34,10,1174.0
4:26.0, ,34-45,T. Herro makes free throw 1 of 2,,2,45,34,11,1174.0
4:26.0, ,34-46,T. Herro makes free throw 2 of 2,,2,46,34,12,1174.0
4:10.0,M. Robinson makes 2-pt dunk from 1 ft (assist by R. Barrett),36-46, ,,2,46,36,10,1190.0
3:58.0, ,36-48,J. Butler makes 2-pt layup from 3 ft,,2,48,36,12,1202.0
3:58.0, ,36-48,Shooting foul by R. Barrett (drawn by J. Butler),,2,48,36,12,1202.0
3:58.0, ,36-49,J. Butler makes free throw 1 of 1,,2,49,36,13,1202.0
3:49.0,K. Walker misses 3-pt jump shot from 29 ft,36-49, ,,2,49,36,13,1211.0
3:48.0, ,36-49,Defensive rebound by Team,,2,49,36,13,1212.0
3:35.0, ,36-52,D. Robinson makes 3-pt jump shot from 23 ft (assist by J. Butler),,2,52,36,16,1225.0
3:19.0,Turnover by J. Randle (bad pass; steal by J. Butler),36-52, ,,2,52,36,16,1241.0
3:19.0, ,36-52,Personal foul by R. Barrett (drawn by J. Butler),,2,52,36,16,1241.0
3:19.0, ,36-53,J. Butler makes free throw 1 of 2,,2,53,36,17,1241.0
3:19.0,Q. Grimes enters the game for R. Barrett,36-53, ,,2,53,36,17,1241.0
3:19.0, ,36-54,J. Butler makes free throw 2 of 2,,2,54,36,18,1241.0
3:00.0,Personal foul by D. Robinson (drawn by J. Randle),36-54, ,,2,54,36,18,1260.0
3:00.0, ,36-54,M. Strus enters the game for D. Robinson,,2,54,36,18,1260.0
2:45.0,E. Fournier misses 3-pt jump shot from 27 ft,36-54, ,,2,54,36,18,1275.0
2:40.0, ,36-54,Defensive rebound by P. Tucker,,2,54,36,18,1280.0
2:32.0, ,36-54,Offensive foul by P. Tucker (drawn by K. Walker),,2,54,36,18,1288.0
2:32.0, ,36-54,Turnover by P. Tucker (offensive foul),,2,54,36,18,1288.0
2:10.0,E. Fournier misses 2-pt jump shot from 15 ft,36-54, ,,2,54,36,18,1310.0
2:06.0, ,36-54,Defensive rebound by T. Herro,,2,54,36,18,1314.0
2:06.0, ,36-54,Turnover by B. Adebayo (traveling),,2,54,36,18,1314.0
1:54.0,J. Randle misses 2-pt jump shot from 20 ft,36-54, ,,2,54,36,18,1326.0
1:51.0, ,36-54,Defensive rebound by M. Strus,,2,54,36,18,1329.0
1:48.0, ,36-56,J. Butler makes 2-pt layup from 2 ft (assist by M. Strus),,2,56,36,20,1332.0
1:37.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by J. Randle),39-56, ,,2,56,39,17,1343.0
1:21.0, ,39-58,T. Herro makes 2-pt jump shot from 12 ft,,2,58,39,19,1359.0
1:14.0,Personal foul by P. Tucker (drawn by J. Randle),39-58, ,,2,58,39,19,1366.0
1:14.0, ,39-58,C. Martin enters the game for P. Tucker,,2,58,39,19,1366.0
1:06.0,E. Fournier makes 3-pt jump shot from 23 ft (assist by Q. Grimes),42-58, ,,2,58,42,16,1374.0
0:53.0, ,42-58,Personal foul by E. Fournier (drawn by J. Butler),,2,58,42,16,1387.0
0:53.0, ,42-59,J. Butler makes free throw 1 of 2,,2,59,42,17,1387.0
0:53.0, ,42-59,G. Vincent enters the game for M. Strus,,2,59,42,17,1387.0
0:53.0, ,42-59,J. Butler misses free throw 2 of 2,,2,59,42,17,1387.0
0:51.0,Defensive rebound by J. Randle,42-59, ,,2,59,42,17,1389.0
0:43.0,Personal foul by J. Butler (drawn by E. Fournier),42-59, ,,2,59,42,17,1397.0
0:43.0,E. Fournier misses free throw 1 of 2,42-59, ,,2,59,42,17,1397.0
0:43.0,Offensive rebound by Team,42-59, ,,2,59,42,17,1397.0
0:43.0,E. Fournier makes free throw 2 of 2,43-59, ,,2,59,43,16,1397.0
0:38.0, ,43-59,G. Vincent misses 3-pt jump shot from 25 ft,,2,59,43,16,1402.0
0:34.0,Defensive rebound by M. Robinson,43-59, ,,2,59,43,16,1406.0
0:17.0,E. Fournier misses 3-pt jump shot from 25 ft,43-59, ,,2,59,43,16,1423.0
0:11.0,Offensive rebound by Q. Grimes,43-59, ,,2,59,43,16,1429.0
0:02.0,K. Walker makes 3-pt jump shot from 25 ft (assist by J. Randle),46-59, ,,2,59,46,13,1438.0
0:00.0, ,46-59,Offensive foul by J. Butler (drawn by K. Walker),,2,59,46,13,1440.0
0:00.0, ,46-59,Turnover by J. Butler (offensive foul),,2,59,46,13,1440.0
0:00.0,Turnover by J. Randle (bad pass),46-59, ,,2,59,46,13,1440.0
0:00.0, ,46-59,Turnover by T. Herro (bad pass),,2,59,46,13,1440.0
0:00.0, ,46-59,Instant Replay (Request: Ruling Stands),,2,59,46,13,1440.0
0:00.0,End of 2nd quarter,46-59,,,2,59,46,13,1440.0
12:00.0,Start of 3rd quarter,46-59,,,3,59,46,13,1440.0
11:46.0,E. Fournier misses 3-pt jump shot from 25 ft,46-59, ,,3,59,46,13,1454.0
11:42.0, ,46-59,Defensive rebound by B. Adebayo,,3,59,46,13,1458.0
11:34.0, ,46-59,Personal foul by J. Randle (drawn by D. Robinson),,3,59,46,13,1466.0
11:20.0, ,46-61,D. Robinson makes 2-pt jump shot from 12 ft (assist by G. Vincent),,3,61,46,15,1480.0
11:08.0,Shooting foul by G. Vincent (drawn by R. Barrett),46-61, ,,3,61,46,15,1492.0
11:08.0,R. Barrett makes free throw 1 of 2,47-61, ,,3,61,47,14,1492.0
11:08.0,R. Barrett makes free throw 2 of 2,48-61, ,,3,61,48,13,1492.0
10:50.0, ,48-61,D. Robinson misses 3-pt jump shot from 27 ft,,3,61,48,13,1510.0
10:46.0,Defensive rebound by R. Barrett,48-61, ,,3,61,48,13,1514.0
10:37.0,Turnover by E. Fournier (traveling),48-61, ,,3,61,48,13,1523.0
10:25.0, ,48-63,J. Butler makes 2-pt jump shot from 8 ft (assist by G. Vincent),,3,63,48,15,1535.0
10:25.0, ,48-63,Shooting foul by E. Fournier (drawn by J. Butler),,3,63,48,15,1535.0
10:25.0, ,48-64,J. Butler makes free throw 1 of 1,,3,64,48,16,1535.0
10:06.0,J. Randle misses 3-pt jump shot from 24 ft,48-64, ,,3,64,48,16,1554.0
10:05.0, ,48-64,Defensive rebound by G. Vincent,,3,64,48,16,1555.0
9:56.0, ,48-67,G. Vincent makes 3-pt jump shot from 27 ft (assist by J. Butler),,3,67,48,19,1564.0
9:31.0,J. Randle misses 2-pt layup from 4 ft,48-67, ,,3,67,48,19,1589.0
9:29.0, ,48-67,Defensive rebound by J. Butler,,3,67,48,19,1591.0
9:25.0, ,48-70,P. Tucker makes 3-pt jump shot from 25 ft (assist by J. Butler),,3,70,48,22,1595.0
9:24.0,New York full timeout,48-70, ,,3,70,48,22,1596.0
9:04.0,R. Barrett makes 2-pt layup from 3 ft (assist by M. Robinson),50-70, ,,3,70,50,20,1616.0
8:36.0, ,50-70,B. Adebayo misses 2-pt hook shot from 8 ft,,3,70,50,20,1644.0
8:34.0, ,50-70,Offensive rebound by B. Adebayo,,3,70,50,20,1646.0
8:26.0, ,50-70,Shooting foul by M. Robinson (drawn by J. Butler),,3,70,50,20,1654.0
8:26.0, ,50-71,J. Butler makes free throw 1 of 2,,3,71,50,21,1654.0
8:26.0, ,50-72,J. Butler makes free throw 2 of 2,,3,72,50,22,1654.0
8:15.0,J. Randle misses 3-pt jump shot from 23 ft,50-72, ,,3,72,50,22,1665.0
8:12.0, ,50-72,Defensive rebound by B. Adebayo,,3,72,50,22,1668.0
8:06.0, ,50-72,Offensive foul by B. Adebayo (drawn by M. Robinson),,3,72,50,22,1674.0
8:06.0, ,50-72,Turnover by B. Adebayo (offensive foul),,3,72,50,22,1674.0
8:06.0, ,50-72,Technical foul by B. Adebayo,,3,72,50,22,1674.0
8:06.0,K. Walker makes technical free throw,51-72, ,,3,72,51,21,1674.0
7:55.0,K. Walker misses 3-pt jump shot from 28 ft,51-72, ,,3,72,51,21,1685.0
7:49.0, ,51-72,Defensive rebound by J. Butler,,3,72,51,21,1691.0
7:40.0, ,51-72,P. Tucker misses 3-pt jump shot from 23 ft,,3,72,51,21,1700.0
7:36.0, ,51-72,Offensive rebound by B. Adebayo,,3,72,51,21,1704.0
7:32.0, ,51-72,Personal foul by E. Fournier (drawn by D. Robinson),,3,72,51,21,1708.0
7:25.0, ,51-74,J. Butler makes 2-pt layup from 2 ft (assist by B. Adebayo),,3,74,51,23,1715.0
7:06.0,E. Fournier misses 2-pt jump shot from 7 ft (block by D. Robinson),51-74, ,,3,74,51,23,1734.0
7:04.0,Offensive rebound by E. Fournier,51-74, ,,3,74,51,23,1736.0
7:02.0,J. Randle makes 2-pt layup from 2 ft,53-74, ,,3,74,53,21,1738.0
6:51.0, ,53-74,Offensive foul by P. Tucker (drawn by R. Barrett),,3,74,53,21,1749.0
6:51.0, ,53-74,Turnover by P. Tucker (offensive foul),,3,74,53,21,1749.0
6:42.0,Turnover by R. Barrett (bad pass; steal by B. Adebayo),53-74, ,,3,74,53,21,1758.0
6:38.0, ,53-76,G. Vincent makes 2-pt layup from 1 ft (assist by B. Adebayo),,3,76,53,23,1762.0
6:37.0,New York full timeout,53-76, ,,3,76,53,23,1763.0
6:16.0,Turnover by E. Fournier (bad pass; steal by G. Vincent),53-76, ,,3,76,53,23,1784.0
6:09.0, ,53-76,Turnover by J. Butler (bad pass; steal by R. Barrett),,3,76,53,23,1791.0
6:06.0,R. Barrett misses 2-pt layup from 3 ft,53-76, ,,3,76,53,23,1794.0
6:04.0, ,53-76,Defensive rebound by Team,,3,76,53,23,1796.0
5:50.0, ,53-79,D. Robinson makes 3-pt jump shot from 25 ft (assist by G. Vincent),,3,79,53,26,1810.0
5:30.0,K. Walker misses 3-pt jump shot from 27 ft,53-79, ,,3,79,53,26,1830.0
5:25.0, ,53-79,Defensive rebound by D. Robinson,,3,79,53,26,1835.0
5:24.0, ,53-79,Turnover by G. Vincent (bad pass),,3,79,53,26,1836.0
5:24.0,T. Gibson enters the game for M. Robinson,53-79, ,,3,79,53,26,1836.0
5:12.0,K. Walker misses 3-pt jump shot from 26 ft,53-79, ,,3,79,53,26,1848.0
5:11.0, ,53-79,Defensive rebound by Team,,3,79,53,26,1849.0
5:11.0,Loose ball foul by J. Randle (drawn by P. Tucker),53-79, ,,3,79,53,26,1849.0
5:11.0, ,53-80,P. Tucker makes free throw 1 of 2,,3,80,53,27,1849.0
5:11.0,Q. Grimes enters the game for E. Fournier,53-80, ,,3,80,53,27,1849.0
5:11.0,I. Quickley enters the game for K. Walker,53-80, ,,3,80,53,27,1849.0
5:11.0, ,53-80,T. Herro enters the game for G. Vincent,,3,80,53,27,1849.0
5:11.0, ,53-81,P. Tucker makes free throw 2 of 2,,3,81,53,28,1849.0
4:54.0,Personal foul by T. Herro (drawn by I. Quickley),53-81, ,,3,81,53,28,1866.0
4:46.0,I. Quickley misses 2-pt jump shot from 8 ft,53-81, ,,3,81,53,28,1874.0
4:43.0,Offensive rebound by J. Randle,53-81, ,,3,81,53,28,1877.0
4:43.0,J. Randle makes 2-pt dunk from 1 ft,55-81, ,,3,81,55,26,1877.0
4:22.0, ,55-81,P. Tucker misses 3-pt jump shot from 23 ft,,3,81,55,26,1898.0
4:19.0,Defensive rebound by T. Gibson,55-81, ,,3,81,55,26,1901.0
4:13.0,J. Randle makes 2-pt layup from 2 ft (assist by R. Barrett),57-81, ,,3,81,57,24,1907.0
4:13.0,Shooting foul by D. Robinson (drawn by J. Randle),57-81, ,,3,81,57,24,1907.0
4:13.0, ,57-81,D. Dedmon enters the game for B. Adebayo,,3,81,57,24,1907.0
4:13.0, ,57-81,M. Strus enters the game for D. Robinson,,3,81,57,24,1907.0
4:13.0,J. Randle makes free throw 1 of 1,58-81, ,,3,81,58,23,1907.0
3:59.0, ,58-83,P. Tucker makes 2-pt layup from 2 ft (assist by T. Herro),,3,83,58,25,1921.0
3:35.0,Turnover by J. Randle (bad pass; steal by D. Dedmon),58-83, ,,3,83,58,25,1945.0
3:29.0, ,58-83,D. Dedmon misses 2-pt layup from 2 ft (block by T. Gibson),,3,83,58,25,1951.0
3:26.0, ,58-83,Offensive rebound by J. Butler,,3,83,58,25,1954.0
3:21.0, ,58-86,P. Tucker makes 3-pt jump shot from 24 ft (assist by J. Butler),,3,86,58,28,1959.0
3:06.0,R. Barrett misses 3-pt jump shot from 26 ft,58-86, ,,3,86,58,28,1974.0
3:03.0, ,58-86,Defensive rebound by M. Strus,,3,86,58,28,1977.0
2:51.0, ,58-86,Shooting foul by T. Gibson (drawn by D. Dedmon),,3,86,58,28,1989.0
2:51.0, ,58-87,D. Dedmon makes free throw 1 of 2,,3,87,58,29,1989.0
2:51.0,A. Burks enters the game for R. Barrett,58-87, ,,3,87,58,29,1989.0
2:51.0,O. Toppin enters the game for J. Randle,58-87, ,,3,87,58,29,1989.0
2:51.0, ,58-87,C. Martin enters the game for P. Tucker,,3,87,58,29,1989.0
2:51.0, ,58-88,D. Dedmon makes free throw 2 of 2,,3,88,58,30,1989.0
2:41.0,I. Quickley makes 3-pt jump shot from 28 ft (assist by Q. Grimes),61-88, ,,3,88,61,27,1999.0
