Time,Miami,Score,Charlotte,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
0:44.0, ,29-21,Defensive rebound by G. Hayward,,1,29,21,8,676.0
0:31.0, ,29-21,T. Rozier misses 2-pt layup from 5 ft (block by B. Adebayo),,1,29,21,8,689.0
0:30.0, ,29-21,Offensive rebound by Team,,1,29,21,8,690.0
0:30.0,D. Dedmon enters the game for B. Adebayo,29-21, ,,1,29,21,8,690.0
0:25.0, ,29-23,M. Plumlee makes 2-pt hook shot from 2 ft (assist by C. Martin),,1,29,23,6,695.0
0:02.0,Personal foul by G. Hayward (drawn by D. Dedmon),29-23, ,,1,29,23,6,718.0
0:02.0,D. Dedmon makes free throw 1 of 2,30-23, ,,1,30,23,7,718.0
0:02.0,D. Dedmon makes free throw 2 of 2,31-23, ,,1,31,23,8,718.0
0:00.0, ,31-23,Turnover by T. Rozier (bad pass; steal by T. Herro),,1,31,23,8,720.0
0:00.0,G. Vincent misses 3-pt jump shot from 38 ft,31-23, ,,1,31,23,8,720.0
0:00.0,Offensive rebound by Team,31-23, ,,1,31,23,8,720.0
0:00.0,End of 1st quarter,31-23,,,1,31,23,8,720.0
12:00.0,Start of 2nd quarter,31-23,,,2,31,23,8,720.0
11:51.0, ,31-23,Personal foul by G. Vincent (drawn by K. Oubre),,2,31,23,8,729.0
11:36.0, ,31-23,M. Bridges misses 3-pt jump shot from 26 ft,,2,31,23,8,744.0
11:36.0, ,31-23,Offensive rebound by Team,,2,31,23,8,744.0
11:36.0, ,31-23,Turnover by Team (shot clock),,2,31,23,8,744.0
11:21.0,G. Vincent misses 3-pt jump shot from 24 ft,31-23, ,,2,31,23,8,759.0
11:18.0,Offensive rebound by C. Martin,31-23, ,,2,31,23,8,762.0
11:18.0,C. Martin misses 2-pt dunk at rim,31-23, ,,2,31,23,8,762.0
11:18.0, ,31-23,Defensive rebound by T. Rozier,,2,31,23,8,762.0
11:18.0, ,31-23,Personal foul by D. Dedmon (drawn by T. Rozier),,2,31,23,8,762.0
10:58.0, ,31-23,K. Oubre misses 2-pt jump shot from 9 ft (block by D. Dedmon),,2,31,23,8,782.0
10:55.0,Defensive rebound by C. Martin,31-23, ,,2,31,23,8,785.0
10:51.0,C. Martin misses 2-pt layup from 2 ft,31-23, ,,2,31,23,8,789.0
10:48.0,Offensive rebound by D. Dedmon,31-23, ,,2,31,23,8,792.0
10:47.0,D. Dedmon misses 2-pt layup from 1 ft,31-23, ,,2,31,23,8,793.0
10:46.0,Offensive rebound by D. Dedmon,31-23, ,,2,31,23,8,794.0
10:44.0,D. Dedmon makes 2-pt layup at rim,33-23, ,,2,33,23,10,796.0
10:38.0, ,33-23,K. Oubre misses 3-pt jump shot from 24 ft,,2,33,23,10,802.0
10:38.0,Defensive rebound by C. Martin,33-23, ,,2,33,23,10,802.0
10:22.0,T. Herro misses 2-pt layup from 4 ft (block by M. Bridges),33-23, ,,2,33,23,10,818.0
10:19.0, ,33-23,Defensive rebound by K. Oubre,,2,33,23,10,821.0
10:19.0, ,33-23,Personal foul by K. Lowry (drawn by C. Martin),,2,33,23,10,821.0
10:03.0, ,33-23,M. Bridges misses 2-pt layup from 3 ft,,2,33,23,10,837.0
10:01.0,Defensive rebound by D. Dedmon,33-23, ,,2,33,23,10,839.0
9:56.0,T. Herro misses 3-pt jump shot from 25 ft,33-23, ,,2,33,23,10,844.0
9:54.0, ,33-23,Defensive rebound by C. Martin,,2,33,23,10,846.0
9:49.0, ,33-23,G. Hayward misses 3-pt jump shot from 26 ft,,2,33,23,10,851.0
9:46.0,Defensive rebound by T. Herro,33-23, ,,2,33,23,10,854.0
9:32.0,C. Martin misses 3-pt jump shot from 27 ft,33-23, ,,2,33,23,10,868.0
9:29.0, ,33-23,Defensive rebound by T. Rozier,,2,33,23,10,871.0
9:21.0, ,33-23,C. Martin misses 2-pt layup from 5 ft,,2,33,23,10,879.0
9:20.0, ,33-23,Offensive rebound by M. Bridges,,2,33,23,10,880.0
9:12.0, ,33-23,Shooting foul by G. Vincent (drawn by C. Martin),,2,33,23,10,888.0
9:12.0, ,33-24,C. Martin makes free throw 1 of 2,,2,33,24,9,888.0
9:12.0, ,33-25,C. Martin makes free throw 2 of 2,,2,33,25,8,888.0
8:49.0,G. Vincent makes 2-pt layup from 4 ft (assist by C. Martin),35-25, ,,2,35,25,10,911.0
8:33.0, ,35-28,T. Rozier makes 3-pt jump shot from 27 ft (assist by G. Hayward),,2,35,28,7,927.0
8:26.0,K. Lowry makes 3-pt jump shot from 26 ft,38-28, ,,2,38,28,10,934.0
8:14.0, ,38-30,C. Martin makes 2-pt layup from 4 ft (assist by M. Bridges),,2,38,30,8,946.0
7:58.0,T. Herro misses 3-pt jump shot from 26 ft,38-30, ,,2,38,30,8,962.0
7:55.0, ,38-30,Defensive rebound by K. Oubre,,2,38,30,8,965.0
7:43.0, ,38-30,G. Hayward misses 2-pt jump shot from 6 ft,,2,38,30,8,977.0
7:41.0,Defensive rebound by D. Dedmon,38-30, ,,2,38,30,8,979.0
7:19.0,C. Martin misses 2-pt jump shot from 21 ft,38-30, ,,2,38,30,8,1001.0
7:17.0, ,38-30,Defensive rebound by M. Bridges,,2,38,30,8,1003.0
7:13.0, ,38-32,C. Martin makes 2-pt layup from 2 ft (assist by K. Oubre),,2,38,32,6,1007.0
7:13.0,Miami full timeout,38-32, ,,2,38,32,6,1007.0
7:13.0,B. Adebayo enters the game for D. Dedmon,38-32, ,,2,38,32,6,1007.0
7:13.0,J. Butler enters the game for T. Herro,38-32, ,,2,38,32,6,1007.0
7:13.0,D. Robinson enters the game for K. Lowry,38-32, ,,2,38,32,6,1007.0
7:13.0,P. Tucker enters the game for C. Martin,38-32, ,,2,38,32,6,1007.0
7:13.0, ,38-32,L. Ball enters the game for G. Hayward,,2,38,32,6,1007.0
7:13.0, ,38-32,M. Plumlee enters the game for K. Oubre,,2,38,32,6,1007.0
6:57.0,B. Adebayo misses 2-pt layup from 4 ft,38-32, ,,2,38,32,6,1023.0
6:53.0,Offensive rebound by B. Adebayo,38-32, ,,2,38,32,6,1027.0
6:53.0,B. Adebayo misses 2-pt layup from 2 ft (block by M. Bridges),38-32, ,,2,38,32,6,1027.0
6:49.0, ,38-32,Defensive rebound by M. Plumlee,,2,38,32,6,1031.0
6:39.0, ,38-34,M. Bridges makes 2-pt layup from 2 ft,,2,38,34,4,1041.0
6:39.0, ,38-34,Shooting foul by D. Robinson (drawn by M. Bridges),,2,38,34,4,1041.0
6:39.0, ,38-34,M. Bridges misses free throw 1 of 1,,2,38,34,4,1041.0
6:36.0,Defensive rebound by P. Tucker,38-34, ,,2,38,34,4,1044.0
6:22.0,G. Vincent misses 3-pt jump shot from 27 ft,38-34, ,,2,38,34,4,1058.0
6:19.0, ,38-34,Defensive rebound by T. Rozier,,2,38,34,4,1061.0
6:14.0, ,38-34,L. Ball misses 3-pt jump shot from 26 ft,,2,38,34,4,1066.0
6:13.0,Defensive rebound by Team,38-34, ,,2,38,34,4,1067.0
6:03.0,B. Adebayo misses 2-pt dunk from 4 ft (block by M. Bridges),38-34, ,,2,38,34,4,1077.0
6:00.0, ,38-34,Defensive rebound by L. Ball,,2,38,34,4,1080.0
5:52.0, ,38-37,L. Ball makes 3-pt jump shot from 23 ft (assist by M. Bridges),,2,38,37,1,1088.0
5:32.0,J. Butler makes 2-pt jump shot from 2 ft,40-37, ,,2,40,37,3,1108.0
5:08.0, ,40-39,M. Bridges makes 2-pt dunk from 3 ft (assist by C. Martin),,2,40,39,1,1132.0
4:45.0,B. Adebayo misses 2-pt jump shot from 16 ft,40-39, ,,2,40,39,1,1155.0
4:42.0, ,40-39,Defensive rebound by M. Plumlee,,2,40,39,1,1158.0
4:37.0, ,40-42,M. Bridges makes 3-pt jump shot from 25 ft (assist by L. Ball),Lead change,2,40,42,-2,1163.0
4:23.0,D. Robinson misses 3-pt jump shot from 25 ft,40-42, ,,2,40,42,-2,1177.0
4:20.0, ,40-42,Defensive rebound by C. Martin,,2,40,42,-2,1180.0
4:16.0,Violation by Team (kicked ball),40-42, ,,2,40,42,-2,1184.0
4:16.0,T. Herro enters the game for G. Vincent,40-42, ,,2,40,42,-2,1184.0
4:14.0, ,40-42,Offensive foul by T. Rozier (drawn by T. Herro),,2,40,42,-2,1186.0
4:14.0, ,40-42,Turnover by T. Rozier (offensive foul),,2,40,42,-2,1186.0
3:57.0,Shooting foul by L. Ball (drawn by J. Butler),40-42, ,,2,40,42,-2,1203.0
3:57.0,J. Butler makes free throw 1 of 2,41-42, ,,2,41,42,-1,1203.0
3:57.0,J. Butler makes free throw 2 of 2,42-42, ,Tie,2,42,42,0,1203.0
3:37.0, ,42-42,M. Bridges misses 2-pt layup from 5 ft (block by B. Adebayo),,2,42,42,0,1223.0
3:34.0,Defensive rebound by D. Robinson,42-42, ,,2,42,42,0,1226.0
3:29.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by T. Herro),44-42, ,Lead change,2,44,42,2,1231.0
3:28.0, ,44-42,Charlotte full timeout,,2,44,42,2,1232.0
3:09.0, ,44-42,T. Rozier misses 2-pt layup from 4 ft,,2,44,42,2,1251.0
3:06.0, ,44-42,Offensive rebound by M. Plumlee,,2,44,42,2,1254.0
3:06.0, ,44-42,M. Plumlee misses 2-pt layup from 2 ft,,2,44,42,2,1254.0
3:06.0,Defensive rebound by B. Adebayo,44-42, ,,2,44,42,2,1254.0
2:56.0,B. Adebayo misses 2-pt jump shot from 6 ft,44-42, ,,2,44,42,2,1264.0
2:55.0, ,44-42,Defensive rebound by Team,,2,44,42,2,1265.0
2:45.0, ,44-42,Personal foul by D. Robinson (drawn by M. Bridges),,2,44,42,2,1275.0
2:45.0, ,44-43,M. Bridges makes free throw 1 of 2,,2,44,43,1,1275.0
2:45.0,K. Lowry enters the game for D. Robinson,44-43, ,,2,44,43,1,1275.0
2:45.0, ,44-44,M. Bridges makes free throw 2 of 2,Tie,2,44,44,0,1275.0
2:30.0,Turnover by T. Herro (bad pass),44-44, ,,2,44,44,0,1290.0
2:17.0, ,44-46,M. Bridges makes 2-pt layup from 3 ft,Lead change,2,44,46,-2,1303.0
2:05.0,Personal foul by L. Ball (drawn by J. Butler),44-46, ,,2,44,46,-2,1315.0
2:05.0, ,44-46,G. Hayward enters the game for L. Ball,,2,44,46,-2,1315.0
1:59.0,J. Butler makes 2-pt jump shot from 19 ft (assist by K. Lowry),46-46, ,Tie,2,46,46,0,1321.0
1:36.0, ,46-49,T. Rozier makes 3-pt jump shot from 24 ft (assist by M. Bridges),,2,46,49,-3,1344.0
1:30.0,Turnover by B. Adebayo (out of bounds lost ball),46-49, ,,2,46,49,-3,1350.0
1:30.0,C. Martin enters the game for P. Tucker,46-49, ,,2,46,49,-3,1350.0
1:21.0, ,46-49,Offensive foul by M. Bridges (drawn by C. Martin),,2,46,49,-3,1359.0
1:21.0, ,46-49,Turnover by M. Bridges (offensive foul),,2,46,49,-3,1359.0
1:04.0,B. Adebayo misses 2-pt jump shot from 13 ft,46-49, ,,2,46,49,-3,1376.0
1:03.0, ,46-49,Defensive rebound by T. Rozier,,2,46,49,-3,1377.0
0:51.0, ,46-51,T. Rozier makes 2-pt jump shot from 8 ft,,2,46,51,-5,1389.0
0:31.0,J. Butler misses 2-pt hook shot from 8 ft,46-51, ,,2,46,51,-5,1409.0
0:30.0, ,46-51,Defensive rebound by M. Plumlee,,2,46,51,-5,1410.0
0:21.0, ,46-51,M. Bridges misses 3-pt jump shot from 26 ft,,2,46,51,-5,1419.0
0:19.0,Defensive rebound by J. Butler,46-51, ,,2,46,51,-5,1421.0
0:05.0,Personal foul by C. Martin (drawn by J. Butler),46-51, ,,2,46,51,-5,1435.0
0:05.0,D. Robinson enters the game for C. Martin,46-51, ,,2,46,51,-5,1435.0
0:00.0,J. Butler misses 2-pt jump shot from 20 ft,46-51, ,,2,46,51,-5,1440.0
0:00.0,Offensive rebound by Team,46-51, ,,2,46,51,-5,1440.0
0:00.0,End of 2nd quarter,46-51,,,2,46,51,-5,1440.0
12:00.0,Start of 3rd quarter,46-51,,,3,46,51,-5,1440.0
11:49.0, ,46-51,G. Hayward misses 2-pt jump shot from 5 ft,,3,46,51,-5,1451.0
11:47.0,Defensive rebound by P. Tucker,46-51, ,,3,46,51,-5,1453.0
11:36.0,D. Robinson misses 3-pt jump shot from 24 ft,46-51, ,,3,46,51,-5,1464.0
11:34.0, ,46-51,Defensive rebound by M. Plumlee,,3,46,51,-5,1466.0
11:28.0, ,46-51,Turnover by M. Plumlee (bad pass; steal by B. Adebayo),,3,46,51,-5,1472.0
11:24.0,Shooting foul by T. Rozier (drawn by B. Adebayo),46-51, ,,3,46,51,-5,1476.0
11:24.0,B. Adebayo makes free throw 1 of 2,47-51, ,,3,47,51,-4,1476.0
11:24.0,B. Adebayo makes free throw 2 of 2,48-51, ,,3,48,51,-3,1476.0
11:04.0, ,48-51,L. Ball misses 3-pt jump shot from 28 ft,,3,48,51,-3,1496.0
11:00.0, ,48-51,Offensive rebound by G. Hayward,,3,48,51,-3,1500.0
10:56.0, ,48-51,Turnover by T. Rozier (lost ball; steal by K. Lowry),,3,48,51,-3,1504.0
10:51.0,B. Adebayo makes 2-pt layup from 2 ft (assist by J. Butler),50-51, ,,3,50,51,-1,1509.0
10:33.0, ,50-51,M. Plumlee misses 2-pt layup from 6 ft (block by D. Robinson),,3,50,51,-1,1527.0
10:33.0, ,50-51,Offensive rebound by M. Plumlee,,3,50,51,-1,1527.0
10:30.0, ,50-51,Turnover by M. Bridges (lost ball; steal by K. Lowry),,3,50,51,-1,1530.0
10:21.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by J. Butler),53-51, ,Lead change,3,53,51,2,1539.0
10:21.0,Instant Replay (Request: Ruling Stands),53-51, ,,3,53,51,2,1539.0
9:52.0, ,53-53,L. Ball makes 2-pt layup from 1 ft (assist by M. Bridges),Tie,3,53,53,0,1568.0
9:36.0,B. Adebayo misses 2-pt jump shot from 4 ft,53-53, ,,3,53,53,0,1584.0
9:34.0, ,53-53,Defensive rebound by M. Plumlee,,3,53,53,0,1586.0
9:30.0, ,53-53,L. Ball misses 3-pt jump shot from 26 ft,,3,53,53,0,1590.0
9:27.0,Defensive rebound by K. Lowry,53-53, ,,3,53,53,0,1593.0
9:17.0,B. Adebayo misses 2-pt jump shot from 8 ft,53-53, ,,3,53,53,0,1603.0
9:17.0, ,53-53,Defensive rebound by Team,,3,53,53,0,1603.0
9:00.0, ,53-53,Shooting foul by B. Adebayo (drawn by M. Plumlee),,3,53,53,0,1620.0
9:00.0, ,53-53,M. Plumlee misses free throw 1 of 2,,3,53,53,0,1620.0
9:00.0, ,53-53,Offensive rebound by Team,,3,53,53,0,1620.0
9:00.0, ,53-53,M. Plumlee misses free throw 2 of 2,,3,53,53,0,1620.0
8:58.0,Defensive rebound by B. Adebayo,53-53, ,,3,53,53,0,1622.0
8:44.0,B. Adebayo makes 2-pt jump shot from 9 ft (assist by D. Robinson),55-53, ,,3,55,53,2,1636.0
8:32.0, ,55-53,Offensive foul by M. Bridges (drawn by D. Robinson),,3,55,53,2,1648.0
8:32.0, ,55-53,Turnover by M. Bridges (offensive foul),,3,55,53,2,1648.0
8:14.0,B. Adebayo misses 2-pt dunk from 2 ft,55-53, ,,3,55,53,2,1666.0
8:12.0,Offensive rebound by K. Lowry,55-53, ,,3,55,53,2,1668.0
8:09.0,B. Adebayo misses 2-pt jump shot from 15 ft,55-53, ,,3,55,53,2,1671.0
8:05.0, ,55-53,Defensive rebound by L. Ball,,3,55,53,2,1675.0
8:02.0, ,55-55,M. Plumlee makes 2-pt dunk from 2 ft (assist by L. Ball),Tie,3,55,55,0,1678.0
7:44.0,Def 3 sec tech foul by Team,55-55, ,,3,55,55,0,1696.0
7:44.0,J. Butler makes technical free throw,56-55, ,,3,56,55,1,1696.0
7:33.0,J. Butler makes 2-pt layup from 2 ft,58-55, ,,3,58,55,3,1707.0
7:25.0, ,58-55,Charlotte full timeout,,3,58,55,3,1715.0
7:18.0, ,58-57,T. Rozier makes 2-pt jump shot from 9 ft (assist by G. Hayward),,3,58,57,1,1722.0
6:59.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by D. Robinson),60-57, ,,3,60,57,3,1741.0
6:44.0, ,60-57,T. Rozier misses 2-pt jump shot from 17 ft,,3,60,57,3,1756.0
6:42.0,Defensive rebound by B. Adebayo,60-57, ,,3,60,57,3,1758.0
6:34.0,D. Robinson makes 3-pt jump shot from 27 ft (assist by J. Butler),63-57, ,,3,63,57,6,1766.0
6:09.0, ,63-57,Turnover by L. Ball (lost ball; steal by K. Lowry),,3,63,57,6,1791.0
5:57.0,K. Lowry misses 3-pt jump shot from 26 ft,63-57, ,,3,63,57,6,1803.0
