Time,Miami,Score,Portland,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:30.0, ,19-12,J. Nurkić makes 2-pt layup at rim (assist by A. Simons),,1,19,12,7,390.0
5:05.0,M. Strus misses 2-pt jump shot from 18 ft,19-12, ,,1,19,12,7,415.0
5:01.0, ,19-12,Defensive rebound by J. Nurkić,,1,19,12,7,419.0
5:01.0,T. Herro enters the game for C. Martin,19-12, ,,1,19,12,7,419.0
5:01.0,D. Robinson enters the game for M. Strus,19-12, ,,1,19,12,7,419.0
5:01.0, ,19-12,R. Covington enters the game for N. Little,,1,19,12,7,419.0
5:01.0, ,19-12,B. McLemore enters the game for J. Nurkić,,1,19,12,7,419.0
4:51.0, ,19-12,R. Covington misses 3-pt jump shot from 26 ft,,1,19,12,7,429.0
4:48.0,Defensive rebound by P. Tucker,19-12, ,,1,19,12,7,432.0
4:39.0,D. Robinson makes 3-pt jump shot from 23 ft (assist by K. Lowry),22-12, ,,1,22,12,10,441.0
4:29.0, ,22-12,Shooting foul by C. Silva (drawn by N. Powell),,1,22,12,10,451.0
4:29.0, ,22-13,N. Powell makes free throw 1 of 2,,1,22,13,9,451.0
4:29.0, ,22-14,N. Powell makes free throw 2 of 2,,1,22,14,8,451.0
4:10.0,D. Robinson misses 3-pt jump shot from 26 ft,22-14, ,,1,22,14,8,470.0
4:06.0,Offensive rebound by C. Silva,22-14, ,,1,22,14,8,474.0
4:04.0,Jump ball: C. Silva vs. R. Covington (P. Tucker gains possession),22-14,,,1,22,14,8,476.0
3:57.0,Shooting foul by B. McLemore (drawn by P. Tucker),22-14, ,,1,22,14,8,483.0
3:57.0,P. Tucker makes free throw 1 of 2,23-14, ,,1,23,14,9,483.0
3:57.0,P. Tucker makes free throw 2 of 2,24-14, ,,1,24,14,10,483.0
3:48.0, ,24-17,B. McLemore makes 3-pt jump shot from 24 ft (assist by A. Simons),,1,24,17,7,492.0
3:40.0,Personal foul by B. McLemore (drawn by D. Robinson),24-17, ,,1,24,17,7,500.0
3:31.0,T. Herro misses 2-pt jump shot from 13 ft,24-17, ,,1,24,17,7,509.0
3:29.0, ,24-17,Defensive rebound by A. Simons,,1,24,17,7,511.0
3:18.0, ,24-17,Shooting foul by P. Tucker (drawn by L. Nance),,1,24,17,7,522.0
3:18.0, ,24-18,L. Nance makes free throw 1 of 2,,1,24,18,6,522.0
3:18.0, ,24-19,L. Nance makes free throw 2 of 2,,1,24,19,5,522.0
2:57.0,T. Herro misses 2-pt jump shot from 17 ft,24-19, ,,1,24,19,5,543.0
2:54.0, ,24-19,Defensive rebound by N. Powell,,1,24,19,5,546.0
2:48.0,Miami full timeout,24-19, ,,1,24,19,5,552.0
2:48.0,C. Martin enters the game for P. Tucker,24-19, ,,1,24,19,5,552.0
2:37.0, ,24-19,Shooting foul by C. Silva (drawn by N. Powell),,1,24,19,5,563.0
2:37.0, ,24-20,N. Powell makes free throw 1 of 2,,1,24,20,4,563.0
2:37.0, ,24-20,D. Smith enters the game for A. Simons,,1,24,20,4,563.0
2:37.0, ,24-21,N. Powell makes free throw 2 of 2,,1,24,21,3,563.0
2:23.0,Turnover by K. Lowry (bad pass; steal by L. Nance),24-21, ,,1,24,21,3,577.0
2:05.0, ,24-21,Turnover by N. Powell (bad pass; steal by K. Lowry),,1,24,21,3,595.0
1:55.0,T. Herro misses 2-pt layup from 3 ft,24-21, ,,1,24,21,3,605.0
1:52.0,Offensive rebound by C. Silva,24-21, ,,1,24,21,3,608.0
1:41.0,K. Lowry makes 3-pt jump shot from 27 ft,27-21, ,,1,27,21,6,619.0
1:19.0, ,27-21,B. McLemore misses 3-pt jump shot from 23 ft,,1,27,21,6,641.0
1:18.0,Defensive rebound by D. Robinson,27-21, ,,1,27,21,6,642.0
1:08.0,D. Robinson makes 3-pt jump shot from 23 ft (assist by T. Herro),30-21, ,,1,30,21,9,652.0
0:49.0, ,30-21,Turnover by R. Covington (bad pass),,1,30,21,9,671.0
0:49.0,K. Guy enters the game for K. Lowry,30-21, ,,1,30,21,9,671.0
0:49.0, ,30-21,C. Elleby enters the game for L. Nance,,1,30,21,9,671.0
0:49.0, ,30-21,T. Watford enters the game for N. Powell,,1,30,21,9,671.0
0:37.0, ,30-21,Violation by Team (kicked ball),,1,30,21,9,683.0
0:37.0,H. Highsmith enters the game for C. Silva,30-21, ,,1,30,21,9,683.0
0:28.0,T. Herro misses 2-pt jump shot from 21 ft,30-21, ,,1,30,21,9,692.0
0:25.0, ,30-21,Defensive rebound by C. Elleby,,1,30,21,9,695.0
0:05.0, ,30-21,D. Smith misses 2-pt jump shot from 11 ft,,1,30,21,9,715.0
0:03.0, ,30-21,Offensive rebound by C. Elleby,,1,30,21,9,717.0
0:03.0, ,30-23,C. Elleby makes 2-pt layup from 1 ft,,1,30,23,7,717.0
0:03.0, ,30-23,Violation by Team (delay of game),,1,30,23,7,717.0
0:01.0,Personal take foul by R. Covington (drawn by T. Herro),30-23, ,,1,30,23,7,719.0
0:01.0,O. Yurtseven enters the game for H. Highsmith,30-23, ,,1,30,23,7,719.0
0:00.0,Turnover by C. Martin (bad pass; steal by D. Smith),30-23, ,,1,30,23,7,720.0
0:00.0,End of 1st quarter,30-23,,,1,30,23,7,720.0
12:00.0,Start of 2nd quarter,30-23,,,2,30,23,7,720.0
11:38.0, ,30-23,C. Elleby misses 2-pt jump shot from 14 ft,,2,30,23,7,742.0
11:35.0,Defensive rebound by D. Robinson,30-23, ,,2,30,23,7,745.0
11:19.0,Personal foul by T. Watford (drawn by K. Guy),30-23, ,,2,30,23,7,761.0
11:06.0,T. Herro misses 2-pt layup from 2 ft,30-23, ,,2,30,23,7,774.0
11:04.0, ,30-23,Defensive rebound by R. Covington,,2,30,23,7,776.0
10:44.0, ,30-26,C. Elleby makes 3-pt jump shot from 23 ft (assist by D. Smith),,2,30,26,4,796.0
10:19.0,C. Silva makes 2-pt layup from 1 ft (assist by K. Guy),32-26, ,,2,32,26,6,821.0
10:07.0, ,32-26,Shooting foul by C. Silva (drawn by T. Watford),,2,32,26,6,833.0
10:07.0, ,32-27,T. Watford makes free throw 1 of 2,,2,32,27,5,833.0
10:07.0,M. Strus enters the game for D. Robinson,32-27, ,,2,32,27,5,833.0
10:07.0,O. Yurtseven enters the game for C. Silva,32-27, ,,2,32,27,5,833.0
10:07.0, ,32-27,N. Little enters the game for C. Elleby,,2,32,27,5,833.0
10:07.0, ,32-27,T. Watford misses free throw 2 of 2,,2,32,27,5,833.0
10:04.0,Defensive rebound by T. Herro,32-27, ,,2,32,27,5,836.0
9:56.0,Turnover by K. Guy (lost ball; steal by D. Smith),32-27, ,,2,32,27,5,844.0
9:51.0, ,32-27,T. Watford misses 2-pt layup from 1 ft,,2,32,27,5,849.0
9:50.0,Defensive rebound by O. Yurtseven,32-27, ,,2,32,27,5,850.0
9:44.0,M. Strus misses 3-pt jump shot from 26 ft,32-27, ,,2,32,27,5,856.0
9:41.0, ,32-27,Defensive rebound by B. McLemore,,2,32,27,5,859.0
9:38.0, ,32-27,Shooting foul by K. Guy (drawn by D. Smith),,2,32,27,5,862.0
9:38.0, ,32-27,D. Smith misses free throw 1 of 2,,2,32,27,5,862.0
9:38.0, ,32-27,Offensive rebound by Team,,2,32,27,5,862.0
9:38.0, ,32-27,J. Nurkić enters the game for T. Watford,,2,32,27,5,862.0
9:38.0, ,32-28,D. Smith makes free throw 2 of 2,,2,32,28,4,862.0
9:28.0,K. Guy makes 3-pt jump shot from 26 ft (assist by T. Herro),35-28, ,,2,35,28,7,872.0
9:15.0, ,35-28,D. Smith misses 2-pt hook shot from 8 ft,,2,35,28,7,885.0
9:13.0,Defensive rebound by O. Yurtseven,35-28, ,,2,35,28,7,887.0
9:02.0,T. Herro makes 3-pt jump shot from 30 ft,38-28, ,,2,38,28,10,898.0
9:01.0, ,38-28,Portland full timeout,,2,38,28,10,899.0
9:01.0, ,38-28,N. Powell enters the game for B. McLemore,,2,38,28,10,899.0
9:01.0, ,38-28,A. Simons enters the game for D. Smith,,2,38,28,10,899.0
8:42.0, ,38-28,N. Little misses 3-pt jump shot from 23 ft,,2,38,28,10,918.0
8:39.0,Defensive rebound by M. Strus,38-28, ,,2,38,28,10,921.0
8:32.0,C. Martin makes 3-pt jump shot from 24 ft (assist by M. Strus),41-28, ,,2,41,28,13,928.0
8:15.0, ,41-31,R. Covington makes 3-pt jump shot from 27 ft (assist by J. Nurkić),,2,41,31,10,945.0
7:52.0,K. Guy misses 3-pt jump shot from 28 ft,41-31, ,,2,41,31,10,968.0
7:49.0, ,41-31,Defensive rebound by J. Nurkić,,2,41,31,10,971.0
7:40.0, ,41-31,N. Powell misses 3-pt jump shot from 22 ft,,2,41,31,10,980.0
7:37.0,Defensive rebound by O. Yurtseven,41-31, ,,2,41,31,10,983.0
7:19.0,O. Yurtseven makes 2-pt dunk at rim (assist by M. Strus),43-31, ,,2,43,31,12,1001.0
7:03.0, ,43-31,N. Powell misses 2-pt jump shot from 3 ft,,2,43,31,12,1017.0
7:01.0,Defensive rebound by O. Yurtseven,43-31, ,,2,43,31,12,1019.0
6:52.0,Personal foul by J. Nurkić (drawn by T. Herro),43-31, ,,2,43,31,12,1028.0
6:52.0, ,43-31,L. Nance enters the game for R. Covington,,2,43,31,12,1028.0
6:43.0,K. Guy makes 2-pt layup from 2 ft (assist by M. Strus),45-31, ,,2,45,31,14,1037.0
6:34.0, ,45-31,J. Nurkić misses 3-pt jump shot from 26 ft,,2,45,31,14,1046.0
6:33.0,Defensive rebound by Team,45-31, ,,2,45,31,14,1047.0
6:30.0,Miami full timeout,45-31, ,,2,45,31,14,1050.0
6:18.0,Turnover by M. Strus (bad pass; steal by J. Nurkić),45-31, ,,2,45,31,14,1062.0
6:11.0, ,45-31,Personal foul by K. Guy (drawn by L. Nance),,2,45,31,14,1069.0
6:11.0,K. Lowry enters the game for K. Guy,45-31, ,,2,45,31,14,1069.0
6:11.0,P. Tucker enters the game for C. Martin,45-31, ,,2,45,31,14,1069.0
5:55.0, ,45-31,N. Little misses 2-pt jump shot from 20 ft,,2,45,31,14,1085.0
5:53.0,Defensive rebound by P. Tucker,45-31, ,,2,45,31,14,1087.0
5:42.0,Personal foul by J. Nurkić (drawn by T. Herro),45-31, ,,2,45,31,14,1098.0
5:31.0,T. Herro misses 3-pt jump shot from 25 ft,45-31, ,,2,45,31,14,1109.0
5:27.0,Offensive rebound by T. Herro,45-31, ,,2,45,31,14,1113.0
5:22.0,M. Strus makes 3-pt jump shot from 24 ft (assist by K. Lowry),48-31, ,,2,48,31,17,1118.0
5:00.0, ,48-31,L. Nance misses 3-pt jump shot from 25 ft,,2,48,31,17,1140.0
4:57.0,Defensive rebound by O. Yurtseven,48-31, ,,2,48,31,17,1143.0
4:51.0,O. Yurtseven makes 2-pt layup from 2 ft (assist by K. Lowry),50-31, ,,2,50,31,19,1149.0
4:51.0,Shooting foul by N. Little (drawn by O. Yurtseven),50-31, ,,2,50,31,19,1149.0
4:51.0,O. Yurtseven misses free throw 1 of 1,50-31, ,,2,50,31,19,1149.0
4:49.0, ,50-31,Defensive rebound by L. Nance,,2,50,31,19,1151.0
4:40.0, ,50-31,Shooting foul by P. Tucker (drawn by J. Nurkić),,2,50,31,19,1160.0
4:40.0, ,50-32,J. Nurkić makes free throw 1 of 2,,2,50,32,18,1160.0
4:40.0, ,50-32,J. Nurkić misses free throw 2 of 2,,2,50,32,18,1160.0
4:37.0,Defensive rebound by O. Yurtseven,50-32, ,,2,50,32,18,1163.0
4:23.0,Turnover by P. Tucker (traveling),50-32, ,,2,50,32,18,1177.0
4:08.0, ,50-32,Personal foul by O. Yurtseven (drawn by J. Nurkić),,2,50,32,18,1192.0
4:08.0, ,50-32,J. Nurkić misses free throw 1 of 2,,2,50,32,18,1192.0
4:08.0, ,50-32,Offensive rebound by Team,,2,50,32,18,1192.0
4:08.0,H. Highsmith enters the game for O. Yurtseven,50-32, ,,2,50,32,18,1192.0
4:08.0, ,50-33,J. Nurkić makes free throw 2 of 2,,2,50,33,17,1192.0
3:46.0,K. Lowry misses 3-pt jump shot from 25 ft,50-33, ,,2,50,33,17,1214.0
3:44.0, ,50-33,Defensive rebound by J. Nurkić,,2,50,33,17,1216.0
3:31.0, ,50-33,L. Nance misses 2-pt jump shot from 14 ft,,2,50,33,17,1229.0
3:27.0,Defensive rebound by H. Highsmith,50-33, ,,2,50,33,17,1233.0
3:18.0,T. Herro misses 2-pt layup from 1 ft,50-33, ,,2,50,33,17,1242.0
3:17.0, ,50-33,Defensive rebound by N. Little,,2,50,33,17,1243.0
3:13.0, ,50-35,N. Little makes 2-pt layup from 1 ft,,2,50,35,15,1247.0
3:13.0, ,50-35,Shooting foul by K. Lowry (drawn by N. Little),,2,50,35,15,1247.0
3:13.0, ,50-35,N. Little misses free throw 1 of 1,,2,50,35,15,1247.0
3:13.0,Defensive rebound by P. Tucker,50-35, ,,2,50,35,15,1247.0
3:13.0,Technical foul by K. Lowry,50-35, ,,2,50,35,15,1247.0
3:13.0, ,50-36,A. Simons makes technical free throw,,2,50,36,14,1247.0
2:58.0,K. Lowry misses 2-pt jump shot from 15 ft,50-36, ,,2,50,36,14,1262.0
2:54.0,Offensive rebound by P. Tucker,50-36, ,,2,50,36,14,1266.0
2:43.0,M. Strus misses 3-pt jump shot from 23 ft,50-36, ,,2,50,36,14,1277.0
2:40.0, ,50-36,Defensive rebound by N. Powell,,2,50,36,14,1280.0
2:26.0, ,50-38,J. Nurkić makes 2-pt hook shot from 7 ft,,2,50,38,12,1294.0
2:17.0,T. Herro misses 3-pt jump shot from 23 ft,50-38, ,,2,50,38,12,1303.0
2:15.0, ,50-38,Defensive rebound by J. Nurkić,,2,50,38,12,1305.0
2:09.0, ,50-38,Personal foul by T. Herro (drawn by L. Nance),,2,50,38,12,1311.0
2:09.0, ,50-39,L. Nance makes free throw 1 of 2,,2,50,39,11,1311.0
2:09.0,D. Robinson enters the game for M. Strus,50-39, ,,2,50,39,11,1311.0
2:09.0, ,50-40,L. Nance makes free throw 2 of 2,,2,50,40,10,1311.0
1:58.0,H. Highsmith makes 3-pt jump shot from 23 ft (assist by K. Lowry),53-40, ,,2,53,40,13,1322.0
1:40.0, ,53-40,Turnover by A. Simons (lost ball),,2,53,40,13,1340.0
1:40.0, ,53-40,Loose ball foul by A. Simons (drawn by K. Lowry),,2,53,40,13,1340.0
1:40.0,K. Lowry makes free throw 1 of 2,54-40, ,,2,54,40,14,1340.0
1:40.0,K. Lowry makes free throw 2 of 2,55-40, ,,2,55,40,15,1340.0
1:25.0, ,55-40,A. Simons misses 3-pt jump shot from 28 ft,,2,55,40,15,1355.0
1:21.0, ,55-40,Offensive rebound by J. Nurkić,,2,55,40,15,1359.0
1:14.0, ,55-40,Shooting foul by D. Robinson (drawn by A. Simons),,2,55,40,15,1366.0
1:14.0,Technical foul by K. Lowry,55-40, ,,2,55,40,15,1366.0
1:14.0,K. Lowry ejected from game,55-40, ,,2,55,40,15,1366.0
1:14.0,Technical foul by E. Spoelstra,55-40, ,,2,55,40,15,1366.0
1:14.0, ,55-41,N. Powell makes technical free throw,,2,55,41,14,1366.0
1:14.0, ,55-41,N. Powell misses technical free throw,,2,55,41,14,1366.0
1:14.0, ,55-41,Offensive rebound by Team,,2,55,41,14,1366.0
1:14.0,K. Guy enters the game for K. Lowry,55-41, ,,2,55,41,14,1366.0
1:14.0, ,55-42,A. Simons makes free throw 1 of 2,,2,55,42,13,1366.0
1:14.0, ,55-43,A. Simons makes free throw 2 of 2,,2,55,43,12,1366.0
1:05.0,D. Robinson makes 3-pt jump shot from 29 ft (assist by P. Tucker),58-43, ,,2,58,43,15,1375.0
0:55.0, ,58-43,Shooting foul by H. Highsmith (drawn by J. Nurkić),,2,58,43,15,1385.0
0:55.0, ,58-44,J. Nurkić makes free throw 1 of 2,,2,58,44,14,1385.0
0:55.0, ,58-45,J. Nurkić makes free throw 2 of 2,,2,58,45,13,1385.0
0:39.0,Turnover by P. Tucker (bad pass; steal by L. Nance),58-45, ,,2,58,45,13,1401.0
0:32.0, ,58-45,N. Powell misses 2-pt layup from 2 ft,,2,58,45,13,1408.0
0:31.0, ,58-45,Offensive rebound by N. Little,,2,58,45,13,1409.0
0:26.0, ,58-47,J. Nurkić makes 2-pt layup from 1 ft (assist by L. Nance),,2,58,47,11,1414.0
0:06.0,T. Herro misses 3-pt jump shot from 29 ft,58-47, ,,2,58,47,11,1434.0
0:04.0, ,58-47,Defensive rebound by J. Nurkić,,2,58,47,11,1436.0
0:00.0, ,58-47,N. Powell misses 3-pt jump shot from 36 ft,,2,58,47,11,1440.0
0:00.0, ,58-47,Offensive rebound by Team,,2,58,47,11,1440.0
0:00.0,End of 2nd quarter,58-47,,,2,58,47,11,1440.0
12:00.0,Start of 3rd quarter,58-47,,,3,58,47,11,1440.0
11:47.0, ,58-47,A. Simons misses 2-pt jump shot from 19 ft,,3,58,47,11,1453.0
11:43.0,Defensive rebound by T. Herro,58-47, ,,3,58,47,11,1457.0
11:27.0,M. Strus makes 3-pt jump shot from 31 ft (assist by O. Yurtseven),61-47, ,,3,61,47,14,1473.0
11:06.0, ,61-49,A. Simons makes 2-pt jump shot from 6 ft,,3,61,49,12,1494.0
10:54.0,Personal foul by N. Little (drawn by P. Tucker),61-49, ,,3,61,49,12,1506.0
10:48.0,M. Strus misses 3-pt jump shot from 30 ft,61-49, ,,3,61,49,12,1512.0
10:45.0, ,61-49,Defensive rebound by J. Nurkić,,3,61,49,12,1515.0
10:31.0, ,61-51,A. Simons makes 2-pt jump shot from 15 ft,,3,61,51,10,1529.0
10:14.0,Turnover by O. Yurtseven (bad pass; steal by A. Simons),61-51, ,,3,61,51,10,1546.0
10:10.0, ,61-53,N. Powell makes 2-pt layup from 1 ft (assist by A. Simons),,3,61,53,8,1550.0
9:51.0,P. Tucker makes 2-pt jump shot from 8 ft (assist by M. Strus),63-53, ,,3,63,53,10,1569.0
9:34.0, ,63-55,J. Nurkić makes 2-pt layup at rim (assist by A. Simons),,3,63,55,8,1586.0
9:21.0,T. Herro makes 2-pt layup from 1 ft,65-55, ,,3,65,55,10,1599.0
9:06.0, ,65-57,A. Simons makes 2-pt layup from 2 ft,,3,65,57,8,1614.0
8:57.0,T. Herro makes 3-pt jump shot from 25 ft,68-57, ,,3,68,57,11,1623.0
8:54.0, ,68-57,Portland full timeout,,3,68,57,11,1626.0
8:34.0, ,68-57,N. Powell misses 2-pt jump shot from 3 ft,,3,68,57,11,1646.0
8:33.0, ,68-57,Offensive rebound by N. Powell,,3,68,57,11,1647.0
8:20.0, ,68-57,Turnover by N. Little (lost ball; steal by T. Herro),,3,68,57,11,1660.0
8:18.0,Offensive foul by T. Herro (drawn by N. Little),68-57, ,,3,68,57,11,1662.0
8:18.0,Turnover by T. Herro (offensive foul),68-57, ,,3,68,57,11,1662.0
8:07.0, ,68-60,A. Simons makes 3-pt jump shot from 29 ft,,3,68,60,8,1673.0
7:41.0,M. Strus makes 2-pt layup from 2 ft (assist by P. Tucker),70-60, ,,3,70,60,10,1699.0
7:28.0, ,70-63,A. Simons makes 3-pt jump shot from 29 ft (assist by L. Nance),,3,70,63,7,1712.0
7:02.0,M. Strus misses 3-pt jump shot from 24 ft,70-63, ,,3,70,63,7,1738.0
7:00.0,Offensive rebound by P. Tucker,70-63, ,,3,70,63,7,1740.0
6:55.0,C. Martin makes 2-pt layup at rim (assist by P. Tucker),72-63, ,,3,72,63,9,1745.0
6:35.0, ,72-65,N. Powell makes 2-pt jump shot from 4 ft,,3,72,65,7,1765.0
6:20.0,T. Herro misses 2-pt layup from 2 ft,72-65, ,,3,72,65,7,1780.0
6:17.0,Offensive rebound by O. Yurtseven,72-65, ,,3,72,65,7,1783.0
6:17.0,O. Yurtseven makes 2-pt dunk at rim,74-65, ,,3,74,65,9,1783.0
6:08.0, ,74-68,A. Simons makes 3-pt jump shot from 26 ft,,3,74,68,6,1792.0
6:07.0,Miami full timeout,74-68, ,,3,74,68,6,1793.0
6:07.0, ,74-68,R. Covington enters the game for N. Little,,3,74,68,6,1793.0
6:07.0, ,74-68,B. McLemore enters the game for L. Nance,,3,74,68,6,1793.0
5:45.0,P. Tucker misses 3-pt jump shot from 23 ft,74-68, ,,3,74,68,6,1815.0
5:42.0, ,74-68,Defensive rebound by J. Nurkić,,3,74,68,6,1818.0
5:35.0, ,74-68,R. Covington misses 3-pt jump shot from 26 ft,,3,74,68,6,1825.0
5:32.0,Defensive rebound by M. Strus,74-68, ,,3,74,68,6,1828.0
5:22.0,O. Yurtseven misses 2-pt hook shot from 4 ft,74-68, ,,3,74,68,6,1838.0
5:21.0,Offensive rebound by O. Yurtseven,74-68, ,,3,74,68,6,1839.0
5:20.0,O. Yurtseven misses 2-pt hook shot from 4 ft,74-68, ,,3,74,68,6,1840.0
5:19.0,Offensive rebound by O. Yurtseven,74-68, ,,3,74,68,6,1841.0
5:17.0,O. Yurtseven misses 2-pt hook shot at rim,74-68, ,,3,74,68,6,1843.0
5:16.0, ,74-68,Defensive rebound by J. Nurkić,,3,74,68,6,1844.0
5:01.0, ,74-71,N. Powell makes 3-pt jump shot from 23 ft (assist by B. McLemore),,3,74,71,3,1859.0
4:42.0,C. Martin misses 3-pt jump shot from 23 ft,74-71, ,,3,74,71,3,1878.0
4:38.0,Offensive rebound by T. Herro,74-71, ,,3,74,71,3,1882.0
4:38.0,T. Herro misses 2-pt jump shot from 21 ft,74-71, ,,3,74,71,3,1882.0
4:36.0,Offensive rebound by O. Yurtseven,74-71, ,,3,74,71,3,1884.0
4:26.0,T. Herro misses 3-pt jump shot from 25 ft,74-71, ,,3,74,71,3,1894.0
4:24.0, ,74-71,Defensive rebound by R. Covington,,3,74,71,3,1896.0
4:17.0, ,74-71,A. Simons misses 3-pt jump shot from 26 ft,,3,74,71,3,1903.0
4:16.0,Defensive rebound by O. Yurtseven,74-71, ,,3,74,71,3,1904.0
4:00.0,Shooting foul by B. McLemore (drawn by P. Tucker),74-71, ,,3,74,71,3,1920.0
4:00.0,P. Tucker misses free throw 1 of 2,74-71, ,,3,74,71,3,1920.0
4:00.0,Offensive rebound by Team,74-71, ,,3,74,71,3,1920.0
4:00.0,K. Guy enters the game for T. Herro,74-71, ,,3,74,71,3,1920.0
4:00.0,D. Robinson enters the game for M. Strus,74-71, ,,3,74,71,3,1920.0
4:00.0,C. Silva enters the game for O. Yurtseven,74-71, ,,3,74,71,3,1920.0
4:00.0, ,74-71,L. Nance enters the game for J. Nurkić,,3,74,71,3,1920.0
4:00.0, ,74-71,D. Smith enters the game for N. Powell,,3,74,71,3,1920.0
4:00.0,P. Tucker misses free throw 2 of 2,74-71, ,,3,74,71,3,1920.0
3:58.0,Offensive rebound by Team,74-71, ,,3,74,71,3,1922.0
3:58.0, ,74-71,Loose ball foul by B. McLemore (drawn by C. Silva),,3,74,71,3,1922.0
