Time,Brooklyn,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:43.0,C. Thomas misses 3-pt jump shot from 24 ft,17-18, ,,1,18,17,1,497.0
3:40.0, ,17-18,Defensive rebound by B. Adebayo,,1,18,17,1,500.0
3:35.0, ,17-18,Personal foul by K. Irving (drawn by J. Butler),,1,18,17,1,505.0
3:35.0, ,17-19,J. Butler makes free throw 1 of 2,,1,19,17,2,505.0
3:35.0, ,17-19,D. Dedmon enters the game for B. Adebayo,,1,19,17,2,505.0
3:35.0, ,17-20,J. Butler makes free throw 2 of 2,,1,20,17,3,505.0
3:24.0,J. Johnson makes 2-pt layup from 3 ft,19-20, ,,1,20,19,1,516.0
3:08.0, ,19-22,T. Herro makes 2-pt jump shot from 7 ft,,1,22,19,3,532.0
2:52.0,C. Thomas misses 2-pt jump shot from 14 ft,19-22, ,,1,22,19,3,548.0
2:48.0, ,19-22,Defensive rebound by P. Tucker,,1,22,19,3,552.0
2:32.0, ,19-22,D. Dedmon misses 2-pt layup from 3 ft,,1,22,19,3,568.0
2:29.0, ,19-22,Offensive rebound by D. Dedmon,,1,22,19,3,571.0
2:28.0, ,19-24,D. Dedmon makes 2-pt layup from 1 ft,,1,24,19,5,572.0
2:25.0,Brooklyn full timeout,19-24, ,,1,24,19,5,575.0
2:25.0, ,19-24,G. Vincent enters the game for P. Tucker,,1,24,19,5,575.0
2:04.0,J. Johnson misses 3-pt jump shot from 27 ft,19-24, ,,1,24,19,5,596.0
2:02.0, ,19-24,Defensive rebound by T. Herro,,1,24,19,5,598.0
1:54.0, ,19-24,Turnover by T. Herro (lost ball; steal by D. Duke),,1,24,19,5,606.0
1:42.0,D. Sharpe makes 2-pt dunk from 1 ft (assist by C. Thomas),21-24, ,,1,24,21,3,618.0
1:28.0, ,21-24,M. Strus misses 3-pt jump shot from 27 ft,,1,24,21,3,632.0
1:26.0,Defensive rebound by Team,21-24, ,,1,24,21,3,634.0
1:26.0,J. Carter enters the game for K. Irving,21-24, ,,1,24,21,3,634.0
1:16.0,J. Johnson makes 2-pt layup from 2 ft,23-24, ,,1,24,23,1,644.0
1:16.0,Shooting foul by M. Strus (drawn by J. Johnson),23-24, ,,1,24,23,1,644.0
1:16.0, ,23-24,K. Lowry enters the game for J. Butler,,1,24,23,1,644.0
1:16.0,J. Johnson misses free throw 1 of 1,23-24, ,,1,24,23,1,644.0
1:13.0,Offensive rebound by D. Sharpe,23-24, ,,1,24,23,1,647.0
1:10.0,C. Thomas misses 3-pt jump shot from 26 ft,23-24, ,,1,24,23,1,650.0
1:09.0,Offensive rebound by D. Duke,23-24, ,,1,24,23,1,651.0
1:01.0,J. Carter misses 3-pt jump shot from 26 ft,23-24, ,,1,24,23,1,659.0
1:01.0,Offensive rebound by Team,23-24, ,,1,24,23,1,659.0
1:01.0, ,23-24,Loose ball foul by D. Dedmon (drawn by D. Sharpe),,1,24,23,1,659.0
1:01.0,D. Sharpe misses free throw 1 of 2,23-24, ,,1,24,23,1,659.0
1:01.0,D. Sharpe misses free throw 2 of 2,23-24, ,,1,24,23,1,659.0
0:59.0, ,23-24,Defensive rebound by T. Herro,,1,24,23,1,661.0
0:42.0, ,23-26,T. Herro makes 2-pt layup from 2 ft,,1,26,23,3,678.0
0:31.0,J. Johnson makes 3-pt jump shot from 27 ft,26-26, ,Tie,1,26,26,0,689.0
0:25.0, ,26-26,T. Herro misses 3-pt jump shot from 27 ft,,1,26,26,0,695.0
0:22.0,Defensive rebound by J. Carter,26-26, ,,1,26,26,0,698.0
0:09.0,Offensive foul by D. Sharpe (drawn by K. Lowry),26-26, ,,1,26,26,0,711.0
0:09.0,Turnover by D. Sharpe (offensive foul),26-26, ,,1,26,26,0,711.0
0:02.0, ,26-26,M. Strus misses 3-pt jump shot from 23 ft,,1,26,26,0,718.0
0:01.0, ,26-26,Offensive rebound by Team,,1,26,26,0,719.0
0:00.0,End of 1st quarter,26-26,,,1,26,26,0,720.0
12:00.0,Start of 2nd quarter,26-26,,,2,26,26,0,720.0
11:47.0,C. Thomas makes 2-pt jump shot from 4 ft (assist by D. Sharpe),28-26, ,Lead change,2,26,28,-2,733.0
11:26.0, ,28-29,D. Dedmon makes 3-pt jump shot from 26 ft (assist by T. Herro),Lead change,2,29,28,1,754.0
11:08.0,C. Thomas makes 2-pt jump shot from 11 ft,30-29, ,Lead change,2,29,30,-1,772.0
10:58.0, ,30-29,Personal foul by D. Duke (drawn by T. Herro),,2,29,30,-1,782.0
10:51.0, ,30-29,Turnover by T. Herro (bad pass; steal by C. Thomas),,2,29,30,-1,789.0
10:46.0,C. Thomas makes 2-pt jump shot from 13 ft,32-29, ,,2,29,32,-3,794.0
10:34.0, ,32-29,Personal foul by D. Duke (drawn by D. Dedmon),,2,29,32,-3,806.0
10:34.0,B. Brown enters the game for D. Duke,32-29, ,,2,29,32,-3,806.0
10:34.0,B. Griffin enters the game for D. Sharpe,32-29, ,,2,29,32,-3,806.0
10:34.0, ,32-29,B. Adebayo enters the game for D. Dedmon,,2,29,32,-3,806.0
10:28.0, ,32-31,G. Vincent makes 2-pt jump shot from 11 ft (assist by M. Strus),,2,31,32,-1,812.0
10:09.0,B. Brown makes 2-pt layup from 2 ft (assist by J. Johnson),34-31, ,,2,31,34,-3,831.0
9:56.0, ,34-33,G. Vincent makes 2-pt jump shot from 10 ft,,2,33,34,-1,844.0
9:40.0,B. Griffin misses 3-pt jump shot from 24 ft,34-33, ,,2,33,34,-1,860.0
9:37.0, ,34-33,Defensive rebound by T. Herro,,2,33,34,-1,863.0
9:28.0, ,34-35,K. Lowry makes 2-pt layup from 2 ft (assist by B. Adebayo),Lead change,2,35,34,1,872.0
9:09.0,J. Carter misses 3-pt jump shot from 26 ft,34-35, ,,2,35,34,1,891.0
9:06.0, ,34-35,Defensive rebound by T. Herro,,2,35,34,1,894.0
8:59.0, ,34-37,T. Herro makes 2-pt jump shot from 20 ft,,2,37,34,3,901.0
8:44.0,B. Brown misses 2-pt jump shot from 9 ft,34-37, ,,2,37,34,3,916.0
8:41.0, ,34-37,Defensive rebound by M. Strus,,2,37,34,3,919.0
8:35.0, ,34-40,M. Strus makes 3-pt jump shot from 29 ft,,2,40,34,6,925.0
8:32.0,Brooklyn full timeout,34-40, ,,2,40,34,6,928.0
8:32.0,K. Irving enters the game for J. Carter,34-40, ,,2,40,34,6,928.0
8:16.0,C. Thomas makes 2-pt jump shot from 12 ft,36-40, ,,2,40,36,4,944.0
7:58.0, ,36-43,G. Vincent makes 3-pt jump shot from 28 ft,,2,43,36,7,962.0
7:39.0,C. Thomas makes 3-pt jump shot from 26 ft,39-43, ,,2,43,39,4,981.0
7:28.0, ,39-43,T. Herro misses 3-pt jump shot from 24 ft,,2,43,39,4,992.0
7:26.0,Defensive rebound by J. Johnson,39-43, ,,2,43,39,4,994.0
7:20.0,C. Thomas misses 3-pt jump shot from 26 ft,39-43, ,,2,43,39,4,1000.0
7:18.0, ,39-43,Defensive rebound by G. Vincent,,2,43,39,4,1002.0
7:06.0, ,39-45,B. Adebayo makes 2-pt jump shot from 6 ft,,2,45,39,6,1014.0
6:49.0,K. Irving misses 3-pt jump shot from 24 ft,39-45, ,,2,45,39,6,1031.0
6:46.0,Offensive rebound by B. Griffin,39-45, ,,2,45,39,6,1034.0
6:45.0,B. Griffin misses 2-pt layup from 1 ft,39-45, ,,2,45,39,6,1035.0
6:45.0,Offensive rebound by B. Griffin,39-45, ,,2,45,39,6,1035.0
6:44.0,B. Griffin makes 2-pt layup at rim,41-45, ,,2,45,41,4,1036.0
6:31.0, ,41-48,M. Strus makes 3-pt jump shot from 23 ft (assist by K. Lowry),,2,48,41,7,1049.0
6:17.0,B. Brown makes 3-pt jump shot from 23 ft (assist by K. Irving),44-48, ,,2,48,44,4,1063.0
6:01.0, ,44-48,Shooting foul by C. Thomas (drawn by T. Herro),,2,48,44,4,1079.0
6:01.0, ,44-49,T. Herro makes free throw 1 of 2,,2,49,44,5,1079.0
6:01.0,K. Edwards enters the game for J. Johnson,44-49, ,,2,49,44,5,1079.0
6:01.0,P. Mills enters the game for C. Thomas,44-49, ,,2,49,44,5,1079.0
6:01.0, ,44-49,J. Butler enters the game for K. Lowry,,2,49,44,5,1079.0
6:01.0, ,44-49,D. Robinson enters the game for M. Strus,,2,49,44,5,1079.0
6:01.0, ,44-50,T. Herro makes free throw 2 of 2,,2,50,44,6,1079.0
5:54.0,K. Irving misses 2-pt jump shot from 5 ft,44-50, ,,2,50,44,6,1086.0
5:51.0, ,44-50,Defensive rebound by B. Adebayo,,2,50,44,6,1089.0
5:35.0, ,44-50,T. Herro misses 2-pt jump shot from 12 ft,,2,50,44,6,1105.0
5:33.0,Defensive rebound by K. Irving,44-50, ,,2,50,44,6,1107.0
5:15.0,Turnover by B. Brown (bad pass; steal by G. Vincent),44-50, ,,2,50,44,6,1125.0
5:11.0, ,44-52,B. Adebayo makes 2-pt layup from 2 ft,,2,52,44,8,1129.0
4:58.0,K. Irving misses 2-pt jump shot from 21 ft,44-52, ,,2,52,44,8,1142.0
4:54.0, ,44-52,Defensive rebound by T. Herro,,2,52,44,8,1146.0
4:46.0, ,44-52,Turnover by B. Adebayo (bad pass; steal by P. Mills),,2,52,44,8,1154.0
4:40.0,Shooting foul by T. Herro (drawn by B. Griffin),44-52, ,,2,52,44,8,1160.0
4:40.0,B. Griffin makes free throw 1 of 2,45-52, ,,2,52,45,7,1160.0
4:40.0, ,45-52,P. Tucker enters the game for T. Herro,,2,52,45,7,1160.0
4:40.0,B. Griffin misses free throw 2 of 2,45-52, ,,2,52,45,7,1160.0
4:37.0, ,45-52,Defensive rebound by B. Adebayo,,2,52,45,7,1163.0
4:36.0, ,45-52,Personal foul by K. Irving (drawn by J. Butler),,2,52,45,7,1164.0
