Time,Miami,Score,Charlotte,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
4:01.0,Defensive rebound by O. Yurtseven,25-14, ,,1,25,14,11,479.0
3:44.0,O. Yurtseven makes 2-pt jump shot from 8 ft (assist by G. Vincent),27-14, ,,1,27,14,13,496.0
3:32.0, ,27-17,J. Thor makes 3-pt jump shot from 25 ft (assist by M. Bridges),,1,27,17,10,508.0
3:15.0,Turnover by J. Butler (bad pass),27-17, ,,1,27,17,10,525.0
3:15.0,M. Strus enters the game for D. Robinson,27-17, ,,1,27,17,10,525.0
3:06.0, ,27-17,Shooting foul by O. Yurtseven (drawn by M. Harrell),,1,27,17,10,534.0
3:06.0, ,27-18,M. Harrell makes free throw 1 of 2,,1,27,18,9,534.0
3:06.0,H. Highsmith enters the game for P. Tucker,27-18, ,,1,27,18,9,534.0
3:06.0, ,27-18,M. Harrell misses free throw 2 of 2,,1,27,18,9,534.0
3:03.0, ,27-18,Offensive rebound by J. Thor,,1,27,18,9,537.0
2:59.0, ,27-21,L. Ball makes 3-pt jump shot from 26 ft (assist by J. Thor),,1,27,21,6,541.0
2:40.0,M. Strus makes 2-pt layup from 2 ft (assist by J. Butler),29-21, ,,1,29,21,8,560.0
2:40.0, ,29-21,Violation by Team (def goaltending),,1,29,21,8,560.0
2:23.0, ,29-23,M. Harrell makes 2-pt layup from 2 ft (assist by L. Ball),,1,29,23,6,577.0
2:11.0,O. Yurtseven makes 2-pt layup from 2 ft (assist by G. Vincent),31-23, ,,1,31,23,8,589.0
2:02.0, ,31-23,Shooting foul by G. Vincent (drawn by K. Oubre),,1,31,23,8,598.0
2:02.0, ,31-23,K. Oubre misses free throw 1 of 2,,1,31,23,8,598.0
2:02.0, ,31-23,Offensive rebound by Team,,1,31,23,8,598.0
2:02.0, ,31-24,K. Oubre makes free throw 2 of 2,,1,31,24,7,598.0
1:50.0,Turnover by J. Butler (bad pass),31-24, ,,1,31,24,7,610.0
1:41.0, ,31-26,L. Ball makes 2-pt jump shot from 16 ft,,1,31,26,5,619.0
1:27.0,M. Strus misses 3-pt jump shot from 26 ft,31-26, ,,1,31,26,5,633.0
1:24.0, ,31-26,Defensive rebound by M. Bridges,,1,31,26,5,636.0
1:17.0, ,31-26,L. Ball misses 3-pt jump shot from 28 ft,,1,31,26,5,643.0
1:14.0,Defensive rebound by G. Vincent,31-26, ,,1,31,26,5,646.0
1:00.0,O. Yurtseven makes 2-pt hook shot from 7 ft (assist by G. Vincent),33-26, ,,1,33,26,7,660.0
0:47.0, ,33-28,M. Bridges makes 2-pt dunk from 2 ft (assist by L. Ball),,1,33,28,5,673.0
0:28.0,H. Highsmith makes 2-pt jump shot from 7 ft (assist by J. Butler),35-28, ,,1,35,28,7,692.0
0:28.0,K. Lowry enters the game for J. Butler,35-28, ,,1,35,28,7,692.0
0:28.0, ,35-28,J. Bouknight enters the game for M. Bridges,,1,35,28,7,692.0
0:28.0, ,35-28,P. Washington enters the game for J. Thor,,1,35,28,7,692.0
0:04.0, ,35-28,M. Harrell misses 2-pt jump shot from 5 ft,,1,35,28,7,716.0
0:04.0, ,35-30,L. Ball makes 2-pt dunk from 1 ft,,1,35,30,5,716.0
0:04.0, ,35-30,Offensive rebound by L. Ball,,1,35,30,5,716.0
0:04.0,Violation by Team (def goaltending),35-30, ,,1,35,30,5,716.0
0:04.0,Instant Replay (Challenge: Ruling Stands),35-30, ,,1,35,30,5,716.0
0:04.0, ,35-30,Charlotte full timeout,,1,35,30,5,716.0
0:04.0,B. Adebayo enters the game for H. Highsmith,35-30, ,,1,35,30,5,716.0
0:04.0,D. Robinson enters the game for O. Yurtseven,35-30, ,,1,35,30,5,716.0
0:04.0, ,35-30,M. Bridges enters the game for L. Ball,,1,35,30,5,716.0
0:00.0,B. Adebayo makes 2-pt jump shot from 11 ft,37-30, ,,1,37,30,7,720.0
0:00.0,End of 1st quarter,37-30,,,1,37,30,7,720.0
12:00.0,Start of 2nd quarter,37-30,,,2,37,30,7,720.0
11:39.0, ,37-30,K. Oubre misses 3-pt jump shot from 26 ft,,2,37,30,7,741.0
11:35.0,Defensive rebound by H. Highsmith,37-30, ,,2,37,30,7,745.0
11:27.0,Turnover by B. Adebayo (bad pass; steal by J. Bouknight),37-30, ,,2,37,30,7,753.0
11:22.0, ,37-32,M. Harrell makes 2-pt dunk from 1 ft (assist by J. Bouknight),,2,37,32,5,758.0
11:04.0,Personal foul by J. Bouknight (drawn by G. Vincent),37-32, ,,2,37,32,5,776.0
10:58.0,M. Strus misses 3-pt jump shot from 27 ft,37-32, ,,2,37,32,5,782.0
10:51.0, ,37-32,Defensive rebound by P. Washington,,2,37,32,5,789.0
10:40.0, ,37-32,L. Ball misses 3-pt jump shot from 32 ft,,2,37,32,5,800.0
10:37.0,Defensive rebound by K. Lowry,37-32, ,,2,37,32,5,803.0
10:30.0,B. Adebayo misses 2-pt layup from 2 ft,37-32, ,,2,37,32,5,810.0
10:28.0, ,37-32,Defensive rebound by L. Ball,,2,37,32,5,812.0
10:20.0, ,37-32,P. Washington misses 2-pt layup from 3 ft,,2,37,32,5,820.0
10:15.0, ,37-32,Offensive rebound by P. Washington,,2,37,32,5,825.0
10:15.0, ,37-34,P. Washington makes 2-pt layup at rim,,2,37,34,3,825.0
9:57.0,H. Highsmith misses 3-pt jump shot from 23 ft,37-34, ,,2,37,34,3,843.0
9:55.0, ,37-34,Defensive rebound by P. Washington,,2,37,34,3,845.0
9:45.0, ,37-37,K. Oubre makes 3-pt jump shot from 29 ft (assist by J. Bouknight),Tie,2,37,37,0,855.0
9:33.0,Personal foul by K. Oubre (drawn by B. Adebayo),37-37, ,,2,37,37,0,867.0
9:24.0,G. Vincent makes 2-pt jump shot from 19 ft,39-37, ,,2,39,37,2,876.0
9:10.0, ,39-40,K. Oubre makes 3-pt jump shot from 26 ft (assist by L. Ball),Lead change,2,39,40,-1,890.0
8:54.0,Turnover by B. Adebayo (bad pass),39-40, ,,2,39,40,-1,906.0
8:41.0, ,39-43,K. Oubre makes 3-pt jump shot from 28 ft (assist by L. Ball),,2,39,43,-4,919.0
8:41.0,Miami full timeout,39-43, ,,2,39,43,-4,919.0
8:18.0,B. Adebayo misses 2-pt jump shot from 18 ft,39-43, ,,2,39,43,-4,942.0
8:16.0, ,39-43,Defensive rebound by Team,,2,39,43,-4,944.0
8:01.0, ,39-43,Offensive foul by J. Bouknight (drawn by K. Lowry),,2,39,43,-4,959.0
8:01.0, ,39-43,Turnover by J. Bouknight (offensive foul),,2,39,43,-4,959.0
7:42.0,M. Strus misses 3-pt jump shot from 25 ft,39-43, ,,2,39,43,-4,978.0
7:38.0, ,39-43,Defensive rebound by L. Ball,,2,39,43,-4,982.0
7:33.0, ,39-45,L. Ball makes 2-pt jump shot from 6 ft,,2,39,45,-6,987.0
7:33.0, ,39-45,Shooting foul by G. Vincent (drawn by L. Ball),,2,39,45,-6,987.0
7:33.0,J. Butler enters the game for G. Vincent,39-45, ,,2,39,45,-6,987.0
7:33.0, ,39-46,L. Ball makes free throw 1 of 1,,2,39,46,-7,987.0
7:12.0,H. Highsmith makes 2-pt layup from 1 ft (assist by K. Lowry),41-46, ,,2,41,46,-5,1008.0
7:03.0, ,41-46,P. Washington misses 3-pt jump shot from 27 ft,,2,41,46,-5,1017.0
7:00.0,Defensive rebound by M. Strus,41-46, ,,2,41,46,-5,1020.0
6:51.0,Personal foul by L. Ball (drawn by B. Adebayo),41-46, ,,2,41,46,-5,1029.0
6:51.0,D. Robinson enters the game for M. Strus,41-46, ,,2,41,46,-5,1029.0
6:43.0,D. Robinson misses 3-pt jump shot from 26 ft,41-46, ,,2,41,46,-5,1037.0
6:41.0, ,41-46,Defensive rebound by J. Bouknight,,2,41,46,-5,1039.0
6:32.0, ,41-46,Turnover by L. Ball (lost ball; steal by K. Lowry),,2,41,46,-5,1048.0
6:32.0,Personal take foul by L. Ball (drawn by K. Lowry),41-46, ,,2,41,46,-5,1048.0
6:32.0,Instant Replay (Request: Ruling Stands),41-46, ,,2,41,46,-5,1048.0
6:32.0, ,41-46,T. Rozier enters the game for L. Ball,,2,41,46,-5,1048.0
6:14.0,J. Butler misses 2-pt jump shot from 11 ft,41-46, ,,2,41,46,-5,1066.0
6:11.0,Offensive rebound by J. Butler,41-46, ,,2,41,46,-5,1069.0
6:05.0,H. Highsmith misses 3-pt jump shot from 23 ft,41-46, ,,2,41,46,-5,1075.0
6:03.0,Offensive rebound by J. Butler,41-46, ,,2,41,46,-5,1077.0
5:55.0,Turnover by H. Highsmith (step out of bounds),41-46, ,,2,41,46,-5,1085.0
5:55.0,P. Tucker enters the game for B. Adebayo,41-46, ,,2,41,46,-5,1085.0
5:55.0,O. Yurtseven enters the game for H. Highsmith,41-46, ,,2,41,46,-5,1085.0
5:55.0, ,41-46,M. Bridges enters the game for J. Bouknight,,2,41,46,-5,1085.0
5:34.0, ,41-46,Turnover by P. Washington (lost ball; steal by K. Lowry),,2,41,46,-5,1106.0
5:17.0,P. Tucker misses 2-pt jump shot from 23 ft,41-46, ,,2,41,46,-5,1123.0
5:14.0, ,41-46,Defensive rebound by M. Harrell,,2,41,46,-5,1126.0
5:10.0, ,41-46,Personal foul by D. Robinson (drawn by T. Rozier),,2,41,46,-5,1130.0
5:10.0,G. Vincent enters the game for K. Lowry,41-46, ,,2,41,46,-5,1130.0
5:00.0, ,41-49,K. Oubre makes 3-pt jump shot from 24 ft (assist by T. Rozier),,2,41,49,-8,1140.0
4:36.0,J. Butler makes 2-pt layup from 2 ft,43-49, ,,2,43,49,-6,1164.0
4:28.0, ,43-49,Shooting foul by O. Yurtseven (drawn by M. Harrell),,2,43,49,-6,1172.0
4:28.0, ,43-49,M. Harrell misses free throw 1 of 2,,2,43,49,-6,1172.0
4:28.0, ,43-49,Offensive rebound by Team,,2,43,49,-6,1172.0
4:28.0, ,43-50,M. Harrell makes free throw 2 of 2,,2,43,50,-7,1172.0
4:18.0,O. Yurtseven misses 2-pt hook shot from 6 ft (block by M. Harrell),43-50, ,,2,43,50,-7,1182.0
4:14.0, ,43-50,Defensive rebound by M. Bridges,,2,43,50,-7,1186.0
4:07.0, ,43-50,M. Bridges misses 3-pt jump shot from 24 ft,,2,43,50,-7,1193.0
4:06.0, ,43-50,Offensive rebound by M. Bridges,,2,43,50,-7,1194.0
3:58.0, ,43-50,M. Harrell misses 2-pt hook shot from 5 ft,,2,43,50,-7,1202.0
3:56.0,Defensive rebound by J. Butler,43-50, ,,2,43,50,-7,1204.0
3:39.0,J. Butler misses 2-pt layup from 3 ft,43-50, ,,2,43,50,-7,1221.0
3:36.0, ,43-50,Defensive rebound by P. Washington,,2,43,50,-7,1224.0
3:32.0, ,43-52,M. Harrell makes 2-pt dunk from 1 ft (assist by M. Bridges),,2,43,52,-9,1228.0
3:15.0,Shooting foul by T. Rozier (drawn by J. Butler),43-52, ,,2,43,52,-9,1245.0
3:15.0,J. Butler makes free throw 1 of 2,44-52, ,,2,44,52,-8,1245.0
3:15.0,B. Adebayo enters the game for O. Yurtseven,44-52, ,,2,44,52,-8,1245.0
3:15.0, ,44-52,Charlotte full timeout,,2,44,52,-8,1245.0
3:15.0,K. Lowry enters the game for G. Vincent,44-52, ,,2,44,52,-8,1245.0
3:15.0,J. Butler makes free throw 2 of 2,45-52, ,,2,45,52,-7,1245.0
2:51.0, ,45-52,K. Oubre misses 3-pt jump shot from 23 ft,,2,45,52,-7,1269.0
2:48.0,Defensive rebound by K. Lowry,45-52, ,,2,45,52,-7,1272.0
2:40.0,Offensive foul by J. Butler (drawn by T. Rozier),45-52, ,,2,45,52,-7,1280.0
2:40.0,Turnover by J. Butler (offensive foul),45-52, ,,2,45,52,-7,1280.0
2:22.0, ,45-52,P. Washington misses 3-pt jump shot from 27 ft,,2,45,52,-7,1298.0
2:19.0,Defensive rebound by B. Adebayo,45-52, ,,2,45,52,-7,1301.0
2:11.0,Shooting foul by K. Oubre (drawn by B. Adebayo),45-52, ,,2,45,52,-7,1309.0
2:11.0,B. Adebayo makes free throw 1 of 2,46-52, ,,2,46,52,-6,1309.0
2:11.0,B. Adebayo makes free throw 2 of 2,47-52, ,,2,47,52,-5,1309.0
1:50.0, ,47-52,Turnover by K. Oubre (bad pass),,2,47,52,-5,1330.0
1:31.0,K. Lowry misses 3-pt jump shot from 23 ft,47-52, ,,2,47,52,-5,1349.0
1:28.0, ,47-52,Defensive rebound by P. Washington,,2,47,52,-5,1352.0
1:15.0, ,47-52,M. Harrell misses 2-pt hook shot from 4 ft,,2,47,52,-5,1365.0
1:12.0,Defensive rebound by D. Robinson,47-52, ,,2,47,52,-5,1368.0
1:04.0,Shooting foul by M. Harrell (drawn by B. Adebayo),47-52, ,,2,47,52,-5,1376.0
1:04.0,B. Adebayo misses free throw 1 of 2,47-52, ,,2,47,52,-5,1376.0
1:04.0,Offensive rebound by Team,47-52, ,,2,47,52,-5,1376.0
1:04.0, ,47-52,J. Bouknight enters the game for M. Harrell,,2,47,52,-5,1376.0
1:04.0,B. Adebayo misses free throw 2 of 2,47-52, ,,2,47,52,-5,1376.0
1:01.0, ,47-52,Defensive rebound by P. Washington,,2,47,52,-5,1379.0
0:44.0, ,47-54,K. Oubre makes 2-pt layup from 5 ft,,2,47,54,-7,1396.0
0:30.0,D. Robinson misses 3-pt jump shot from 25 ft,47-54, ,,2,47,54,-7,1410.0
0:28.0,Offensive rebound by K. Lowry,47-54, ,,2,47,54,-7,1412.0
0:24.0,Turnover by K. Lowry (bad pass; steal by K. Oubre),47-54, ,,2,47,54,-7,1416.0
0:07.0, ,47-54,Personal foul by J. Butler (drawn by K. Oubre),,2,47,54,-7,1433.0
0:00.0, ,47-54,T. Rozier misses 2-pt layup from 4 ft,,2,47,54,-7,1440.0
0:00.0,Defensive rebound by B. Adebayo,47-54, ,,2,47,54,-7,1440.0
0:00.0,B. Adebayo misses 3-pt jump shot from 58 ft,47-54, ,,2,47,54,-7,1440.0
0:00.0,Offensive rebound by Team,47-54, ,,2,47,54,-7,1440.0
0:00.0,End of 2nd quarter,47-54,,,2,47,54,-7,1440.0
12:00.0,Start of 3rd quarter,47-54,,,3,47,54,-7,1440.0
11:34.0, ,47-54,M. Bridges misses 3-pt jump shot from 23 ft,,3,47,54,-7,1466.0
11:32.0,Defensive rebound by J. Butler,47-54, ,,3,47,54,-7,1468.0
11:20.0,D. Robinson misses 3-pt jump shot from 26 ft,47-54, ,,3,47,54,-7,1480.0
11:18.0, ,47-54,Defensive rebound by P. Washington,,3,47,54,-7,1482.0
11:10.0, ,47-56,P. Washington makes 2-pt layup from 1 ft (assist by L. Ball),,3,47,56,-9,1490.0
10:53.0,K. Lowry misses 3-pt jump shot from 26 ft,47-56, ,,3,47,56,-9,1507.0
10:50.0, ,47-56,Defensive rebound by M. Plumlee,,3,47,56,-9,1510.0
10:27.0, ,47-56,M. Bridges misses 2-pt layup from 1 ft,,3,47,56,-9,1533.0
10:25.0,Defensive rebound by B. Adebayo,47-56, ,,3,47,56,-9,1535.0
10:15.0,B. Adebayo misses 2-pt hook shot from 6 ft,47-56, ,,3,47,56,-9,1545.0
10:13.0, ,47-56,Defensive rebound by L. Ball,,3,47,56,-9,1547.0
10:10.0, ,47-56,Offensive foul by L. Ball (drawn by D. Robinson),,3,47,56,-9,1550.0
10:10.0, ,47-56,Turnover by L. Ball (offensive foul),,3,47,56,-9,1550.0
9:57.0,P. Tucker makes 2-pt hook shot from 7 ft (assist by B. Adebayo),49-56, ,,3,49,56,-7,1563.0
9:29.0, ,49-56,T. Rozier misses 2-pt layup from 4 ft,,3,49,56,-7,1591.0
9:28.0, ,49-56,Offensive rebound by M. Plumlee,,3,49,56,-7,1592.0
9:28.0, ,49-56,Shooting foul by K. Lowry (drawn by M. Plumlee),,3,49,56,-7,1592.0
9:28.0, ,49-57,M. Plumlee makes free throw 1 of 2,,3,49,57,-8,1592.0
9:28.0, ,49-57,K. Oubre enters the game for L. Ball,,3,49,57,-8,1592.0
9:28.0, ,49-58,M. Plumlee makes free throw 2 of 2,,3,49,58,-9,1592.0
9:04.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by J. Butler),52-58, ,,3,52,58,-6,1616.0
8:47.0, ,52-60,P. Washington makes 2-pt layup from 3 ft (assist by M. Plumlee),,3,52,60,-8,1633.0
8:38.0,Turnover by B. Adebayo (traveling),52-60, ,,3,52,60,-8,1642.0
8:20.0, ,52-60,M. Plumlee misses 2-pt dunk from 2 ft,,3,52,60,-8,1660.0
8:18.0,Defensive rebound by J. Butler,52-60, ,,3,52,60,-8,1662.0
8:12.0,K. Lowry misses 3-pt jump shot from 25 ft,52-60, ,,3,52,60,-8,1668.0
8:09.0, ,52-60,Defensive rebound by M. Bridges,,3,52,60,-8,1671.0
8:02.0, ,52-60,Turnover by M. Plumlee (bad pass; steal by J. Butler),,3,52,60,-8,1678.0
7:55.0,J. Butler misses 3-pt jump shot from 26 ft,52-60, ,,3,52,60,-8,1685.0
7:52.0,Offensive rebound by P. Tucker,52-60, ,,3,52,60,-8,1688.0
7:50.0,P. Tucker makes 2-pt layup from 3 ft,54-60, ,,3,54,60,-6,1690.0
7:38.0, ,54-60,Offensive foul by P. Washington (drawn by D. Robinson),,3,54,60,-6,1702.0
7:38.0, ,54-60,Turnover by P. Washington (offensive foul),,3,54,60,-6,1702.0
7:24.0,K. Lowry makes 3-pt jump shot from 23 ft (assist by D. Robinson),57-60, ,,3,57,60,-3,1716.0
7:15.0, ,57-60,Charlotte full timeout,,3,57,60,-3,1725.0
7:06.0, ,57-60,M. Bridges misses 2-pt layup from 2 ft,,3,57,60,-3,1734.0
7:06.0, ,57-60,Offensive rebound by M. Bridges,,3,57,60,-3,1734.0
7:06.0, ,57-60,Shooting foul by P. Tucker (drawn by M. Bridges),,3,57,60,-3,1734.0
7:06.0, ,57-61,M. Bridges makes free throw 1 of 2,,3,57,61,-4,1734.0
7:06.0, ,57-62,M. Bridges makes free throw 2 of 2,,3,57,62,-5,1734.0
6:51.0,K. Lowry makes 3-pt jump shot from 23 ft (assist by J. Butler),60-62, ,,3,60,62,-2,1749.0
6:31.0, ,60-62,P. Washington misses 2-pt jump shot from 8 ft,,3,60,62,-2,1769.0
6:29.0,Defensive rebound by P. Tucker,60-62, ,,3,60,62,-2,1771.0
6:25.0,K. Lowry misses 2-pt layup from 2 ft,60-62, ,,3,60,62,-2,1775.0
6:25.0, ,60-62,Defensive rebound by K. Oubre,,3,60,62,-2,1775.0
6:18.0, ,60-62,K. Oubre misses 3-pt jump shot from 26 ft,,3,60,62,-2,1782.0
6:18.0, ,60-62,Offensive rebound by P. Washington,,3,60,62,-2,1782.0
6:18.0, ,60-62,Shooting foul by D. Robinson (drawn by P. Washington),,3,60,62,-2,1782.0
6:18.0, ,60-62,P. Washington misses free throw 1 of 2,,3,60,62,-2,1782.0
6:18.0, ,60-62,Offensive rebound by Team,,3,60,62,-2,1782.0
6:18.0, ,60-63,P. Washington makes free throw 2 of 2,,3,60,63,-3,1782.0
5:54.0,J. Butler misses 3-pt jump shot from 23 ft,60-63, ,,3,60,63,-3,1806.0
5:52.0, ,60-63,Defensive rebound by M. Plumlee,,3,60,63,-3,1808.0
5:43.0, ,60-63,Turnover by M. Bridges (bad pass),,3,60,63,-3,1817.0
5:36.0,J. Butler misses 2-pt layup from 7 ft (block by K. Oubre),60-63, ,,3,60,63,-3,1824.0
5:36.0,Offensive rebound by B. Adebayo,60-63, ,,3,60,63,-3,1824.0
5:36.0,Shooting foul by M. Plumlee (drawn by B. Adebayo),60-63, ,,3,60,63,-3,1824.0
5:36.0,B. Adebayo misses free throw 1 of 2,60-63, ,,3,60,63,-3,1824.0
5:36.0,Offensive rebound by Team,60-63, ,,3,60,63,-3,1824.0
5:36.0,B. Adebayo misses free throw 2 of 2,60-63, ,,3,60,63,-3,1824.0
5:33.0, ,60-63,Defensive rebound by M. Plumlee,,3,60,63,-3,1827.0
5:21.0, ,60-63,P. Washington misses 2-pt layup from 6 ft,,3,60,63,-3,1839.0
5:18.0,Defensive rebound by B. Adebayo,60-63, ,,3,60,63,-3,1842.0
5:09.0,J. Butler misses 2-pt layup from 3 ft,60-63, ,,3,60,63,-3,1851.0
5:05.0, ,60-63,Defensive rebound by P. Washington,,3,60,63,-3,1855.0
4:58.0, ,60-63,Personal foul by P. Tucker (drawn by K. Oubre),,3,60,63,-3,1862.0
4:58.0, ,60-63,M. Harrell enters the game for M. Plumlee,,3,60,63,-3,1862.0
4:50.0, ,60-63,T. Rozier misses 3-pt jump shot from 26 ft,,3,60,63,-3,1870.0
4:48.0,Defensive rebound by J. Butler,60-63, ,,3,60,63,-3,1872.0
4:32.0,Turnover by J. Butler (bad pass),60-63, ,,3,60,63,-3,1888.0
4:20.0, ,60-63,Shooting foul by D. Robinson (drawn by P. Washington),,3,60,63,-3,1900.0
4:20.0, ,60-64,P. Washington makes free throw 1 of 2,,3,60,64,-4,1900.0
4:20.0,G. Vincent enters the game for K. Lowry,60-64, ,,3,60,64,-4,1900.0
4:20.0, ,60-65,P. Washington makes free throw 2 of 2,,3,60,65,-5,1900.0
3:56.0,P. Tucker misses 2-pt jump shot from 5 ft,60-65, ,,3,60,65,-5,1924.0
3:56.0,Offensive rebound by Team,60-65, ,,3,60,65,-5,1924.0
3:56.0,Turnover by Team (shot clock),60-65, ,,3,60,65,-5,1924.0
3:45.0, ,60-65,K. Oubre misses 3-pt jump shot from 26 ft,,3,60,65,-5,1935.0
3:42.0,Defensive rebound by B. Adebayo,60-65, ,,3,60,65,-5,1938.0
3:31.0,Turnover by D. Robinson (bad pass; steal by M. Harrell),60-65, ,,3,60,65,-5,1949.0
3:28.0, ,60-65,M. Harrell misses 2-pt layup from 2 ft,,3,60,65,-5,1952.0
3:24.0, ,60-65,Offensive rebound by K. Oubre,,3,60,65,-5,1956.0
3:24.0, ,60-65,K. Oubre misses 2-pt layup at rim,,3,60,65,-5,1956.0
3:24.0,Defensive rebound by J. Butler,60-65, ,,3,60,65,-5,1956.0
3:24.0,Personal take foul by M. Bridges (drawn by J. Butler),60-65, ,,3,60,65,-5,1956.0
3:24.0,O. Yurtseven enters the game for B. Adebayo,60-65, ,,3,60,65,-5,1956.0
