Time,Orlando,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:50.0, ,9-17,J. Butler makes 2-pt jump shot from 13 ft (assist by D. Robinson),,1,17,9,8,490.0
3:35.0,G. Harris misses 2-pt hook shot from 7 ft (block by D. Dedmon),9-17, ,,1,17,9,8,505.0
3:35.0,Offensive rebound by Team,9-17, ,,1,17,9,8,505.0
3:35.0, ,9-17,M. Strus enters the game for D. Robinson,,1,17,9,8,505.0
3:33.0,Turnover by C. Anthony (bad pass; steal by J. Butler),9-17, ,,1,17,9,8,507.0
3:31.0, ,9-19,J. Butler makes 2-pt dunk from 1 ft,,1,19,9,10,509.0
3:30.0,Orlando full timeout,9-19, ,,1,19,9,10,510.0
3:30.0, ,9-19,M. Morris enters the game for P. Tucker,,1,19,9,10,510.0
3:17.0,T. Ross misses 3-pt jump shot from 24 ft,9-19, ,,1,19,9,10,523.0
3:14.0, ,9-19,Defensive rebound by T. Herro,,1,19,9,10,526.0
2:52.0, ,9-21,D. Dedmon makes 2-pt hook shot from 6 ft (assist by M. Strus),,1,21,9,12,548.0
2:37.0,R. Lopez makes 2-pt dunk from 2 ft (assist by C. Anthony),11-21, ,,1,21,11,10,563.0
2:19.0, ,11-21,D. Dedmon misses 2-pt layup from 3 ft (block by M. Wagner),,1,21,11,10,581.0
2:15.0,Defensive rebound by M. Wagner,11-21, ,,1,21,11,10,585.0
2:14.0,Shooting foul by M. Morris (drawn by R. Lopez),11-21, ,,1,21,11,10,586.0
2:14.0,R. Lopez makes free throw 1 of 2,12-21, ,,1,21,12,9,586.0
2:14.0,R. Hampton enters the game for G. Harris,12-21, ,,1,21,12,9,586.0
2:14.0, ,12-21,K. Lowry enters the game for J. Butler,,1,21,12,9,586.0
2:14.0,R. Lopez makes free throw 2 of 2,13-21, ,,1,21,13,8,586.0
1:56.0, ,13-21,T. Herro misses 2-pt jump shot from 7 ft,,1,21,13,8,604.0
1:54.0,Defensive rebound by C. Anthony,13-21, ,,1,21,13,8,606.0
1:46.0,R. Lopez makes 2-pt hook shot from 6 ft,15-21, ,,1,21,15,6,614.0
1:27.0, ,15-23,M. Morris makes 2-pt jump shot from 19 ft (assist by K. Lowry),,1,23,15,8,633.0
1:08.0,C. Anthony misses 3-pt jump shot from 26 ft,15-23, ,,1,23,15,8,652.0
1:07.0, ,15-23,Defensive rebound by M. Morris,,1,23,15,8,653.0
0:57.0, ,15-25,K. Lowry makes 2-pt jump shot from 15 ft (assist by D. Dedmon),,1,25,15,10,663.0
0:50.0,C. Anthony misses 2-pt jump shot from 18 ft,15-25, ,,1,25,15,10,670.0
0:46.0, ,15-25,Defensive rebound by D. Dedmon,,1,25,15,10,674.0
0:40.0, ,15-25,Personal foul by M. Wagner (drawn by M. Morris),,1,25,15,10,680.0
0:36.0, ,15-27,M. Morris makes 2-pt jump shot from 16 ft (assist by K. Lowry),,1,27,15,12,684.0
0:31.0,Personal foul by M. Morris (drawn by C. Anthony),15-27, ,,1,27,15,12,689.0
0:19.0,Technical foul by M. Wagner,15-27, ,,1,27,15,12,701.0
0:19.0, ,15-27,Technical foul by D. Dedmon,,1,27,15,12,701.0
0:17.0,Jump ball: D. Dedmon vs. M. Wagner (M. Strus gains possession),15-27,,,1,27,15,12,703.0
0:17.0,Turnover by T. Ross (lost ball; steal by D. Dedmon),15-27, ,,1,27,15,12,703.0
0:04.0, ,15-27,K. Lowry misses 3-pt jump shot from 28 ft,,1,27,15,12,716.0
0:04.0,Defensive rebound by R. Hampton,15-27, ,,1,27,15,12,716.0
0:00.0,R. Hampton misses 2-pt jump shot from 15 ft,15-27, ,,1,27,15,12,720.0
0:00.0,Offensive rebound by Team,15-27, ,,1,27,15,12,720.0
0:00.0,End of 1st quarter,15-27,,,1,27,15,12,720.0
12:00.0,Start of 2nd quarter,15-27,,,2,27,15,12,720.0
11:46.0,M. Bamba makes 2-pt layup from 3 ft (assist by T. Ross),17-27, ,,2,27,17,10,734.0
11:31.0, ,17-27,M. Strus misses 3-pt jump shot from 24 ft,,2,27,17,10,749.0
11:26.0, ,17-27,Offensive rebound by D. Dedmon,,2,27,17,10,754.0
11:19.0, ,17-29,T. Herro makes 2-pt hook shot from 6 ft,,2,29,17,12,761.0
11:11.0,Offensive foul by T. Ross (drawn by T. Herro),17-29, ,,2,29,17,12,769.0
11:11.0,Turnover by T. Ross (offensive foul),17-29, ,,2,29,17,12,769.0
10:58.0, ,17-31,M. Morris makes 2-pt jump shot from 14 ft,,2,31,17,14,782.0
10:45.0,F. Wagner makes 2-pt dunk from 1 ft (assist by C. Anthony),19-31, ,,2,31,19,12,795.0
10:45.0, ,19-31,B. Adebayo enters the game for D. Dedmon,,2,31,19,12,795.0
10:23.0, ,19-31,Turnover by K. Lowry (lost ball; steal by C. Anthony),,2,31,19,12,817.0
10:19.0,F. Wagner misses 3-pt jump shot from 27 ft,19-31, ,,2,31,19,12,821.0
10:16.0, ,19-31,Defensive rebound by Team,,2,31,19,12,824.0
10:07.0, ,19-31,Shooting foul by M. Bamba (drawn by B. Adebayo),,2,31,19,12,833.0
10:07.0, ,19-32,B. Adebayo makes free throw 1 of 2,,2,32,19,13,833.0
10:07.0, ,19-33,B. Adebayo makes free throw 2 of 2,,2,33,19,14,833.0
9:44.0,R. Hampton misses 3-pt jump shot from 26 ft,19-33, ,,2,33,19,14,856.0
9:40.0, ,19-33,Defensive rebound by B. Adebayo,,2,33,19,14,860.0
9:38.0, ,19-33,Shooting foul by F. Wagner (drawn by B. Adebayo),,2,33,19,14,862.0
9:38.0, ,19-34,B. Adebayo makes free throw 1 of 2,,2,34,19,15,862.0
9:38.0,J. Suggs enters the game for C. Anthony,19-34, ,,2,34,19,15,862.0
9:38.0, ,19-35,B. Adebayo makes free throw 2 of 2,,2,35,19,16,862.0
9:20.0,M. Bamba makes 2-pt layup from 3 ft (assist by R. Hampton),21-35, ,,2,35,21,14,880.0
9:01.0, ,21-35,T. Herro misses 2-pt layup from 4 ft,,2,35,21,14,899.0
8:57.0,Defensive rebound by R. Hampton,21-35, ,,2,35,21,14,903.0
8:55.0,R. Hampton makes 2-pt layup from 3 ft,23-35, ,,2,35,23,12,905.0
8:55.0,Violation by Team (delay of game),23-35, ,,2,35,23,12,905.0
8:44.0, ,23-35,Offensive foul by T. Herro (drawn by R. Hampton),,2,35,23,12,916.0
8:44.0, ,23-35,Turnover by T. Herro (offensive foul),,2,35,23,12,916.0
8:44.0,G. Harris enters the game for T. Ross,23-35, ,,2,35,23,12,916.0
8:28.0,F. Wagner misses 3-pt jump shot from 26 ft,23-35, ,,2,35,23,12,932.0
8:22.0, ,23-35,Defensive rebound by B. Adebayo,,2,35,23,12,938.0
8:12.0, ,23-35,Turnover by K. Lowry (bad pass; steal by M. Bamba),,2,35,23,12,948.0
8:05.0,Turnover by J. Suggs (bad pass; steal by B. Adebayo),23-35, ,,2,35,23,12,955.0
7:49.0, ,23-35,Shooting foul by M. Bamba (drawn by B. Adebayo),,2,35,23,12,971.0
7:49.0, ,23-36,B. Adebayo makes free throw 1 of 2,,2,36,23,13,971.0
7:49.0, ,23-36,J. Butler enters the game for K. Lowry,,2,36,23,13,971.0
7:49.0, ,23-36,D. Robinson enters the game for M. Strus,,2,36,23,13,971.0
7:49.0, ,23-37,B. Adebayo makes free throw 2 of 2,,2,37,23,14,971.0
7:31.0,Turnover by J. Suggs (lost ball; steal by J. Butler),23-37, ,,2,37,23,14,989.0
7:28.0, ,23-37,J. Butler misses 2-pt layup from 2 ft,,2,37,23,14,992.0
7:23.0,Defensive rebound by F. Wagner,23-37, ,,2,37,23,14,997.0
7:20.0,J. Suggs misses 2-pt layup from 4 ft (block by M. Morris),23-37, ,,2,37,23,14,1000.0
7:17.0, ,23-37,Defensive rebound by T. Herro,,2,37,23,14,1003.0
7:16.0, ,23-39,J. Butler makes 2-pt layup from 2 ft (assist by T. Herro),,2,39,23,16,1004.0
7:09.0,Orlando full timeout,23-39, ,,2,39,23,16,1011.0
6:48.0,F. Wagner makes 2-pt hook shot from 6 ft,25-39, ,,2,39,25,14,1032.0
6:36.0, ,25-39,T. Herro misses 2-pt jump shot from 18 ft,,2,39,25,14,1044.0
6:36.0,Defensive rebound by M. Bamba,25-39, ,,2,39,25,14,1044.0
6:21.0,F. Wagner misses 3-pt jump shot from 29 ft,25-39, ,,2,39,25,14,1059.0
6:19.0, ,25-39,Defensive rebound by D. Robinson,,2,39,25,14,1061.0
6:16.0, ,25-41,M. Morris makes 2-pt jump shot from 15 ft (assist by T. Herro),,2,41,25,16,1064.0
5:59.0,Turnover by M. Bamba (bad pass),25-41, ,,2,41,25,16,1081.0
5:40.0, ,25-43,J. Butler makes 2-pt layup from 2 ft (assist by T. Herro),,2,43,25,18,1100.0
5:31.0,J. Suggs makes 3-pt jump shot from 26 ft,28-43, ,,2,43,28,15,1109.0
5:23.0, ,28-45,D. Robinson makes 2-pt dunk from 2 ft (assist by B. Adebayo),,2,45,28,17,1117.0
5:07.0,F. Wagner misses 2-pt layup from 2 ft,28-45, ,,2,45,28,17,1133.0
5:06.0, ,28-45,Defensive rebound by B. Adebayo,,2,45,28,17,1134.0
5:04.0, ,28-47,J. Butler makes 2-pt layup from 1 ft (assist by T. Herro),,2,47,28,19,1136.0
5:04.0,Orlando full timeout,28-47, ,,2,47,28,19,1136.0
5:04.0,C. Anthony enters the game for M. Bamba,28-47, ,,2,47,28,19,1136.0
5:04.0,W. Carter enters the game for J. Suggs,28-47, ,,2,47,28,19,1136.0
4:48.0,R. Hampton makes 3-pt jump shot from 26 ft (assist by F. Wagner),31-47, ,,2,47,31,16,1152.0
4:21.0, ,31-47,B. Adebayo misses 2-pt layup from 2 ft,,2,47,31,16,1179.0
4:18.0,Defensive rebound by W. Carter,31-47, ,,2,47,31,16,1182.0
4:13.0,F. Wagner makes 3-pt jump shot from 26 ft (assist by R. Hampton),34-47, ,,2,47,34,13,1187.0
4:00.0, ,34-47,Turnover by T. Herro (lost ball; steal by F. Wagner),,2,47,34,13,1200.0
3:56.0,R. Hampton makes 2-pt layup from 3 ft (assist by F. Wagner),36-47, ,,2,47,36,11,1204.0
3:55.0, ,36-47,Miami full timeout,,2,47,36,11,1205.0
3:55.0, ,36-47,D. Dedmon enters the game for B. Adebayo,,2,47,36,11,1205.0
3:55.0, ,36-47,K. Lowry enters the game for T. Herro,,2,47,36,11,1205.0
3:55.0, ,36-47,P. Tucker enters the game for M. Morris,,2,47,36,11,1205.0
3:35.0, ,36-47,D. Dedmon misses 2-pt layup from 3 ft (block by W. Carter),,2,47,36,11,1225.0
3:31.0,Defensive rebound by C. Anthony,36-47, ,,2,47,36,11,1229.0
3:23.0,G. Harris makes 2-pt jump shot from 6 ft,38-47, ,,2,47,38,9,1237.0
3:11.0, ,38-47,Personal foul by G. Harris (drawn by J. Butler),,2,47,38,9,1249.0
3:08.0, ,38-47,Personal foul by R. Hampton (drawn by D. Robinson),,2,47,38,9,1252.0
3:08.0, ,38-48,D. Robinson makes free throw 1 of 2,,2,48,38,10,1252.0
3:08.0, ,38-49,D. Robinson makes free throw 2 of 2,,2,49,38,11,1252.0
2:59.0,F. Wagner misses 3-pt jump shot from 26 ft,38-49, ,,2,49,38,11,1261.0
2:55.0,Offensive rebound by W. Carter,38-49, ,,2,49,38,11,1265.0
2:54.0,G. Harris misses 3-pt jump shot from 26 ft,38-49, ,,2,49,38,11,1266.0
2:45.0, ,38-49,Defensive rebound by J. Butler,,2,49,38,11,1275.0
2:33.0, ,38-51,J. Butler makes 2-pt jump shot from 14 ft,,2,51,38,13,1287.0
2:17.0,R. Hampton makes 3-pt jump shot from 23 ft (assist by C. Anthony),41-51, ,,2,51,41,10,1303.0
1:49.0, ,41-53,K. Lowry makes 2-pt layup from 3 ft,,2,53,41,12,1331.0
1:35.0,Shooting foul by D. Dedmon (drawn by F. Wagner),41-53, ,,2,53,41,12,1345.0
1:35.0,F. Wagner misses free throw 1 of 2,41-53, ,,2,53,41,12,1345.0
1:35.0,Offensive rebound by Team,41-53, ,,2,53,41,12,1345.0
1:35.0,T. Ross enters the game for R. Hampton,41-53, ,,2,53,41,12,1345.0
1:35.0,J. Suggs enters the game for G. Harris,41-53, ,,2,53,41,12,1345.0
1:35.0, ,41-53,B. Adebayo enters the game for D. Dedmon,,2,53,41,12,1345.0
1:35.0,F. Wagner makes free throw 2 of 2,42-53, ,,2,53,42,11,1345.0
1:24.0, ,42-53,D. Robinson misses 3-pt jump shot from 28 ft,,2,53,42,11,1356.0
1:20.0,Defensive rebound by C. Anthony,42-53, ,,2,53,42,11,1360.0
1:06.0,C. Anthony makes 2-pt layup from 3 ft,44-53, ,,2,53,44,9,1374.0
0:58.0, ,44-53,Personal foul by J. Suggs (drawn by J. Butler),,2,53,44,9,1382.0
0:58.0, ,44-54,J. Butler makes free throw 1 of 2,,2,54,44,10,1382.0
0:58.0, ,44-54,T. Herro enters the game for D. Robinson,,2,54,44,10,1382.0
0:58.0, ,44-55,J. Butler makes free throw 2 of 2,,2,55,44,11,1382.0
0:39.0,J. Suggs misses 3-pt jump shot from 29 ft,44-55, ,,2,55,44,11,1401.0
0:35.0, ,44-55,Defensive rebound by T. Herro,,2,55,44,11,1405.0
0:26.0, ,44-55,B. Adebayo misses 2-pt layup from 2 ft (block by F. Wagner),,2,55,44,11,1414.0
0:23.0, ,44-55,Offensive rebound by B. Adebayo,,2,55,44,11,1417.0
0:17.0, ,44-55,T. Herro misses 3-pt jump shot from 26 ft,,2,55,44,11,1423.0
0:15.0,Defensive rebound by Team,44-55, ,,2,55,44,11,1425.0
0:04.0,Turnover by C. Anthony (bad pass; steal by J. Butler),44-55, ,,2,55,44,11,1436.0
0:03.0, ,44-57,J. Butler makes 2-pt dunk from 2 ft,,2,57,44,13,1437.0
0:00.0,End of 2nd quarter,44-57,,,2,57,44,13,1440.0
12:00.0,Start of 3rd quarter,44-57,,,3,57,44,13,1440.0
11:46.0,F. Wagner makes 2-pt jump shot from 10 ft,46-57, ,,3,57,46,11,1454.0
11:29.0, ,46-57,D. Robinson misses 3-pt jump shot from 26 ft,,3,57,46,11,1471.0
11:25.0,Defensive rebound by W. Carter,46-57, ,,3,57,46,11,1475.0
11:09.0,W. Carter makes 2-pt dunk from 2 ft (assist by J. Suggs),48-57, ,,3,57,48,9,1491.0
10:57.0, ,48-57,P. Tucker misses 3-pt jump shot from 23 ft,,3,57,48,9,1503.0
10:54.0, ,48-57,Offensive rebound by B. Adebayo,,3,57,48,9,1506.0
10:49.0, ,48-57,Personal foul by M. Bamba (drawn by J. Butler),,3,57,48,9,1511.0
10:34.0, ,48-60,K. Lowry makes 3-pt jump shot from 25 ft (assist by J. Butler),,3,60,48,12,1526.0
10:07.0,W. Carter makes 3-pt jump shot from 24 ft (assist by F. Wagner),51-60, ,,3,60,51,9,1553.0
10:00.0, ,51-60,Personal foul by F. Wagner (drawn by K. Lowry),,3,60,51,9,1560.0
9:57.0, ,51-60,Personal foul by J. Suggs (drawn by B. Adebayo),,3,60,51,9,1563.0
9:57.0, ,51-60,Instant Replay (Request: Ruling Stands),,3,60,51,9,1563.0
9:47.0, ,51-60,D. Robinson misses 3-pt jump shot from 23 ft,,3,60,51,9,1573.0
9:45.0,Defensive rebound by Team,51-60, ,,3,60,51,9,1575.0
9:45.0, ,51-60,Loose ball foul by B. Adebayo (drawn by C. Anthony),,3,60,51,9,1575.0
9:29.0,J. Suggs makes 3-pt jump shot from 26 ft (assist by F. Wagner),54-60, ,,3,60,54,6,1591.0
9:13.0, ,54-60,K. Lowry misses 2-pt jump shot from 16 ft,,3,60,54,6,1607.0
9:08.0,Defensive rebound by F. Wagner,54-60, ,,3,60,54,6,1612.0
9:05.0,F. Wagner misses 3-pt jump shot from 26 ft,54-60, ,,3,60,54,6,1615.0
8:58.0, ,54-60,Defensive rebound by P. Tucker,,3,60,54,6,1622.0
8:42.0, ,54-60,K. Lowry misses 2-pt jump shot from 19 ft,,3,60,54,6,1638.0
8:39.0,Defensive rebound by M. Bamba,54-60, ,,3,60,54,6,1641.0
8:26.0,J. Suggs misses 3-pt jump shot from 26 ft,54-60, ,,3,60,54,6,1654.0
8:24.0, ,54-60,Defensive rebound by J. Butler,,3,60,54,6,1656.0
8:18.0, ,54-60,J. Butler misses 2-pt jump shot from 15 ft,,3,60,54,6,1662.0
8:14.0,Defensive rebound by J. Suggs,54-60, ,,3,60,54,6,1666.0
8:04.0,Personal foul by D. Robinson (drawn by J. Suggs),54-60, ,,3,60,54,6,1676.0
7:55.0,J. Suggs misses 3-pt jump shot from 27 ft,54-60, ,,3,60,54,6,1685.0
7:51.0, ,54-60,Defensive rebound by B. Adebayo,,3,60,54,6,1689.0
7:39.0, ,54-62,J. Butler makes 2-pt jump shot from 9 ft (assist by D. Robinson),,3,62,54,8,1701.0
7:17.0,Personal foul by J. Butler (drawn by M. Bamba),54-62, ,,3,62,54,8,1723.0
7:10.0,C. Anthony misses 2-pt jump shot from 19 ft,54-62, ,,3,62,54,8,1730.0
7:06.0,Offensive rebound by M. Bamba,54-62, ,,3,62,54,8,1734.0
7:06.0,M. Bamba misses 2-pt hook shot from 2 ft,54-62, ,,3,62,54,8,1734.0
7:03.0, ,54-62,Defensive rebound by B. Adebayo,,3,62,54,8,1737.0
6:56.0, ,54-64,K. Lowry makes 2-pt jump shot from 10 ft (assist by B. Adebayo),,3,64,54,10,1744.0
6:41.0,Shooting foul by K. Lowry (drawn by M. Bamba),54-64, ,,3,64,54,10,1759.0
6:41.0, ,54-64,Miami full timeout,,3,64,54,10,1759.0
6:41.0,G. Harris enters the game for J. Suggs,54-64, ,,3,64,54,10,1759.0
6:41.0,M. Bamba makes free throw 1 of 2,55-64, ,,3,64,55,9,1759.0
6:41.0,M. Bamba makes free throw 2 of 2,56-64, ,,3,64,56,8,1759.0
6:19.0, ,56-66,B. Adebayo makes 2-pt jump shot from 16 ft,,3,66,56,10,1781.0
6:06.0,Personal foul by K. Lowry (drawn by C. Anthony),56-66, ,,3,66,56,10,1794.0
6:06.0,C. Anthony misses free throw 1 of 2,56-66, ,,3,66,56,10,1794.0
6:06.0,Offensive rebound by Team,56-66, ,,3,66,56,10,1794.0
6:06.0,I. Brazdeikis enters the game for M. Bamba,56-66, ,,3,66,56,10,1794.0
6:06.0,T. Ross enters the game for F. Wagner,56-66, ,,3,66,56,10,1794.0
6:06.0,C. Anthony makes free throw 2 of 2,57-66, ,,3,66,57,9,1794.0
5:47.0, ,57-66,P. Tucker misses 2-pt jump shot from 12 ft,,3,66,57,9,1813.0
5:44.0,Defensive rebound by W. Carter,57-66, ,,3,66,57,9,1816.0
5:42.0,C. Anthony makes 3-pt jump shot from 26 ft (assist by G. Harris),60-66, ,,3,66,60,6,1818.0
5:26.0, ,60-68,J. Butler makes 2-pt jump shot from 14 ft,,3,68,60,8,1834.0
5:10.0,C. Anthony makes 2-pt layup from 3 ft (assist by G. Harris),62-68, ,,3,68,62,6,1850.0
4:54.0, ,62-68,J. Butler misses 2-pt jump shot from 15 ft,,3,68,62,6,1866.0
4:50.0,Defensive rebound by W. Carter,62-68, ,,3,68,62,6,1870.0
4:41.0,C. Anthony misses 2-pt layup from 4 ft,62-68, ,,3,68,62,6,1879.0
4:38.0, ,62-68,Defensive rebound by B. Adebayo,,3,68,62,6,1882.0
4:36.0, ,62-68,Shooting foul by I. Brazdeikis (drawn by J. Butler),,3,68,62,6,1884.0
4:36.0, ,62-69,J. Butler makes free throw 1 of 2,,3,69,62,7,1884.0
4:36.0, ,62-69,D. Dedmon enters the game for B. Adebayo,,3,69,62,7,1884.0
4:36.0, ,62-69,T. Herro enters the game for K. Lowry,,3,69,62,7,1884.0
4:36.0, ,62-70,J. Butler makes free throw 2 of 2,,3,70,62,8,1884.0
4:22.0,T. Ross misses 3-pt jump shot from 27 ft,62-70, ,,3,70,62,8,1898.0
4:19.0, ,62-70,Defensive rebound by D. Robinson,,3,70,62,8,1901.0
3:59.0, ,62-70,T. Herro misses 3-pt jump shot from 24 ft,,3,70,62,8,1921.0
3:56.0,Defensive rebound by I. Brazdeikis,62-70, ,,3,70,62,8,1924.0
3:48.0,W. Carter misses 3-pt jump shot from 26 ft,62-70, ,,3,70,62,8,1932.0
3:41.0, ,62-70,Defensive rebound by D. Robinson,,3,70,62,8,1939.0
3:27.0, ,62-72,T. Herro makes 2-pt jump shot from 12 ft,,3,72,62,10,1953.0
3:14.0,I. Brazdeikis misses 3-pt jump shot from 23 ft,62-72, ,,3,72,62,10,1966.0
3:13.0,Offensive rebound by Team,62-72, ,,3,72,62,10,1967.0
3:13.0, ,62-72,Loose ball foul by P. Tucker (drawn by W. Carter),,3,72,62,10,1967.0
3:13.0,W. Carter makes free throw 1 of 2,63-72, ,,3,72,63,9,1967.0
3:13.0,R. Hampton enters the game for C. Anthony,63-72, ,,3,72,63,9,1967.0
3:13.0,J. Suggs enters the game for G. Harris,63-72, ,,3,72,63,9,1967.0
3:13.0, ,63-72,M. Morris enters the game for D. Robinson,,3,72,63,9,1967.0
3:13.0, ,63-72,M. Strus enters the game for P. Tucker,,3,72,63,9,1967.0
