Time,Miami,Score,Atlanta,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
0:15.0, ,21-27,D. Hunter makes 3-pt jump shot from 26 ft (assist by O. Okongwu),,1,21,27,-6,705.0
0:01.0,T. Herro misses 2-pt jump shot from 12 ft,21-27, ,,1,21,27,-6,719.0
0:01.0,Offensive rebound by Team,21-27, ,,1,21,27,-6,719.0
0:00.0,End of 1st quarter,21-27,,,1,21,27,-6,720.0
12:00.0,Start of 2nd quarter,21-27,,,2,21,27,-6,720.0
11:41.0, ,21-30,D. Hunter makes 3-pt jump shot from 25 ft (assist by D. Wright),,2,21,30,-9,739.0
11:24.0,Flagrant foul type 1 by O. Okongwu (drawn by D. Robinson),21-30, ,,2,21,30,-9,756.0
11:24.0,Instant Replay (Request: Ruling Stands),21-30, ,,2,21,30,-9,756.0
11:24.0,D. Robinson makes flagrant free throw 1 of 3,22-30, ,,2,22,30,-8,756.0
11:24.0,D. Robinson makes flagrant free throw 2 of 3,23-30, ,,2,23,30,-7,756.0
11:24.0,D. Robinson makes flagrant free throw 3 of 3,24-30, ,,2,24,30,-6,756.0
11:24.0, ,24-30,Violation by Team (kicked ball),,2,24,30,-6,756.0
11:17.0,D. Robinson misses 3-pt jump shot from 25 ft,24-30, ,,2,24,30,-6,763.0
11:14.0, ,24-30,Defensive rebound by D. Gallinari,,2,24,30,-6,766.0
11:00.0, ,24-30,Turnover by D. Wright (lost ball; steal by G. Vincent),,2,24,30,-6,780.0
10:53.0,G. Vincent makes 3-pt jump shot from 22 ft (assist by T. Herro),27-30, ,,2,27,30,-3,787.0
10:34.0, ,27-33,D. Gallinari makes 3-pt jump shot from 26 ft (assist by K. Huerter),,2,27,33,-6,806.0
10:24.0,C. Martin makes 3-pt jump shot from 25 ft (assist by T. Herro),30-33, ,,2,30,33,-3,816.0
9:57.0, ,30-33,D. Wright misses 3-pt jump shot from 23 ft,,2,30,33,-3,843.0
9:55.0, ,30-33,Offensive rebound by O. Okongwu,,2,30,33,-3,845.0
9:55.0, ,30-33,Shooting foul by O. Yurtseven (drawn by O. Okongwu),,2,30,33,-3,845.0
9:55.0, ,30-33,O. Okongwu misses free throw 1 of 2,,2,30,33,-3,845.0
9:55.0, ,30-33,Offensive rebound by Team,,2,30,33,-3,845.0
9:55.0, ,30-33,O. Okongwu misses free throw 2 of 2,,2,30,33,-3,845.0
9:53.0,Defensive rebound by O. Yurtseven,30-33, ,,2,30,33,-3,847.0
9:40.0,T. Herro makes 2-pt jump shot from 12 ft,32-33, ,,2,32,33,-1,860.0
9:27.0, ,32-33,D. Hunter misses 2-pt layup from 2 ft (block by O. Yurtseven),,2,32,33,-1,873.0
9:25.0, ,32-33,Offensive rebound by Team,,2,32,33,-1,875.0
9:25.0, ,32-33,J. Collins enters the game for O. Okongwu,,2,32,33,-1,875.0
9:23.0,Jump ball: D. Hunter vs. O. Yurtseven (K. Huerter gains possession),32-33,,,2,32,33,-1,877.0
9:13.0, ,32-33,D. Gallinari misses 3-pt jump shot from 25 ft,,2,32,33,-1,887.0
9:09.0, ,32-33,Offensive rebound by D. Wright,,2,32,33,-1,891.0
8:58.0, ,32-35,D. Hunter makes 2-pt jump shot from 9 ft (assist by J. Collins),,2,32,35,-3,902.0
8:44.0,D. Robinson makes 3-pt jump shot from 25 ft (assist by T. Herro),35-35, ,Tie,2,35,35,0,916.0
8:26.0, ,35-35,D. Wright misses 3-pt jump shot from 25 ft,,2,35,35,0,934.0
8:23.0,Defensive rebound by O. Yurtseven,35-35, ,,2,35,35,0,937.0
8:09.0,T. Herro misses 2-pt layup from 4 ft (block by D. Hunter),35-35, ,,2,35,35,0,951.0
8:02.0,Offensive rebound by T. Herro,35-35, ,,2,35,35,0,958.0
8:02.0,T. Herro misses 2-pt layup at rim,35-35, ,,2,35,35,0,958.0
8:02.0, ,35-35,Defensive rebound by D. Hunter,,2,35,35,0,958.0
8:00.0, ,35-35,K. Huerter misses 3-pt jump shot from 26 ft,,2,35,35,0,960.0
7:58.0,Defensive rebound by C. Martin,35-35, ,,2,35,35,0,962.0
7:51.0,C. Martin misses 2-pt layup from 4 ft,35-35, ,,2,35,35,0,969.0
7:50.0,Offensive rebound by C. Martin,35-35, ,,2,35,35,0,970.0
7:50.0,C. Martin misses 2-pt layup from 3 ft,35-35, ,,2,35,35,0,970.0
7:49.0,C. Martin makes 2-pt layup at rim,37-35, ,Lead change,2,37,35,2,971.0
7:35.0, ,37-35,Personal foul by G. Vincent (drawn by D. Gallinari),,2,37,35,2,985.0
7:35.0, ,37-35,B. Bogdanović enters the game for D. Hunter,,2,37,35,2,985.0
7:35.0, ,37-35,T. Young enters the game for D. Wright,,2,37,35,2,985.0
7:26.0, ,37-37,B. Bogdanović makes 2-pt layup from 2 ft,Tie,2,37,37,0,994.0
7:09.0,G. Vincent misses 3-pt jump shot from 25 ft,37-37, ,,2,37,37,0,1011.0
7:06.0, ,37-37,Defensive rebound by B. Bogdanović,,2,37,37,0,1014.0
7:01.0, ,37-37,Offensive foul by D. Gallinari (drawn by G. Vincent),,2,37,37,0,1019.0
7:01.0, ,37-37,Turnover by D. Gallinari (offensive foul),,2,37,37,0,1019.0
6:50.0,D. Robinson misses 3-pt jump shot from 26 ft,37-37, ,,2,37,37,0,1030.0
6:47.0, ,37-37,Defensive rebound by D. Gallinari,,2,37,37,0,1033.0
6:41.0, ,37-37,D. Gallinari misses 2-pt layup from 10 ft,,2,37,37,0,1039.0
6:38.0, ,37-37,Offensive rebound by J. Collins,,2,37,37,0,1042.0
6:38.0, ,37-37,Shooting foul by O. Yurtseven (drawn by J. Collins),,2,37,37,0,1042.0
6:38.0, ,37-37,Atlanta full timeout,,2,37,37,0,1042.0
6:38.0,D. Dedmon enters the game for C. Martin,37-37, ,,2,37,37,0,1042.0
6:38.0,K. Lowry enters the game for G. Vincent,37-37, ,,2,37,37,0,1042.0
6:38.0,P. Tucker enters the game for O. Yurtseven,37-37, ,,2,37,37,0,1042.0
6:38.0, ,37-37,T. Luwawu-Cabarrot enters the game for K. Huerter,,2,37,37,0,1042.0
6:38.0, ,37-38,J. Collins makes free throw 1 of 2,Lead change,2,37,38,-1,1042.0
6:38.0, ,37-38,J. Collins misses free throw 2 of 2,,2,37,38,-1,1042.0
6:36.0,Defensive rebound by D. Dedmon,37-38, ,,2,37,38,-1,1044.0
6:24.0,Shooting foul by T. Luwawu-Cabarrot (drawn by T. Herro),37-38, ,,2,37,38,-1,1056.0
6:24.0,T. Herro makes free throw 1 of 2,38-38, ,Tie,2,38,38,0,1056.0
6:24.0,T. Herro makes free throw 2 of 2,39-38, ,Lead change,2,39,38,1,1056.0
6:13.0, ,39-38,Turnover by T. Young (bad pass),,2,39,38,1,1067.0
6:04.0,Turnover by T. Herro (lost ball; steal by T. Luwawu-Cabarrot),39-38, ,,2,39,38,1,1076.0
5:59.0, ,39-41,T. Young makes 3-pt jump shot from 26 ft (assist by T. Luwawu-Cabarrot),Lead change,2,39,41,-2,1081.0
5:51.0,P. Tucker misses 3-pt jump shot from 23 ft,39-41, ,,2,39,41,-2,1089.0
5:48.0, ,39-41,Defensive rebound by J. Collins,,2,39,41,-2,1092.0
5:40.0, ,39-41,B. Bogdanović misses 3-pt jump shot from 23 ft,,2,39,41,-2,1100.0
5:37.0,Defensive rebound by D. Dedmon,39-41, ,,2,39,41,-2,1103.0
5:37.0, ,39-41,D. Hunter enters the game for D. Gallinari,,2,39,41,-2,1103.0
5:23.0,Offensive foul by D. Dedmon (drawn by T. Luwawu-Cabarrot),39-41, ,,2,39,41,-2,1117.0
5:23.0,Turnover by D. Dedmon (offensive foul),39-41, ,,2,39,41,-2,1117.0
5:06.0, ,39-41,J. Collins misses 2-pt hook shot from 6 ft (block by D. Dedmon),,2,39,41,-2,1134.0
5:06.0, ,39-41,Offensive rebound by Team,,2,39,41,-2,1134.0
5:00.0, ,39-44,B. Bogdanović makes 3-pt jump shot from 26 ft,,2,39,44,-5,1140.0
4:38.0,T. Herro makes 2-pt jump shot from 15 ft,41-44, ,,2,41,44,-3,1162.0
4:20.0, ,41-44,J. Collins misses 3-pt jump shot from 26 ft,,2,41,44,-3,1180.0
4:17.0,Defensive rebound by T. Herro,41-44, ,,2,41,44,-3,1183.0
4:14.0,D. Robinson makes 3-pt jump shot from 28 ft (assist by T. Herro),44-44, ,Tie,2,44,44,0,1186.0
3:54.0, ,44-44,D. Hunter misses 2-pt layup from 6 ft (block by D. Dedmon),,2,44,44,0,1206.0
3:52.0,Defensive rebound by D. Dedmon,44-44, ,,2,44,44,0,1208.0
3:48.0,T. Herro makes 2-pt layup from 1 ft,46-44, ,Lead change,2,46,44,2,1212.0
3:31.0, ,46-47,D. Hunter makes 3-pt jump shot from 23 ft (assist by T. Luwawu-Cabarrot),Lead change,2,46,47,-1,1229.0
3:07.0,P. Tucker makes 3-pt jump shot from 26 ft (assist by K. Lowry),49-47, ,Lead change,2,49,47,2,1253.0
2:51.0, ,49-47,T. Luwawu-Cabarrot misses 3-pt jump shot from 22 ft,,2,49,47,2,1269.0
2:47.0,Defensive rebound by K. Lowry,49-47, ,,2,49,47,2,1273.0
2:41.0,T. Herro misses 3-pt jump shot from 23 ft,49-47, ,,2,49,47,2,1279.0
2:37.0, ,49-47,Defensive rebound by J. Collins,,2,49,47,2,1283.0
2:33.0, ,49-47,D. Hunter misses 2-pt layup from 1 ft (block by T. Herro),,2,49,47,2,1287.0
2:29.0,Defensive rebound by P. Tucker,49-47, ,,2,49,47,2,1291.0
2:20.0,Miami full timeout,49-47, ,,2,49,47,2,1300.0
2:20.0, ,49-47,K. Huerter enters the game for T. Luwawu-Cabarrot,,2,49,47,2,1300.0
2:14.0,D. Robinson makes 3-pt jump shot from 25 ft (assist by K. Lowry),52-47, ,,2,52,47,5,1306.0
2:00.0, ,52-47,B. Bogdanović misses 3-pt jump shot from 25 ft,,2,52,47,5,1320.0
1:58.0,Defensive rebound by D. Dedmon,52-47, ,,2,52,47,5,1322.0
1:46.0,K. Lowry misses 3-pt jump shot from 24 ft,52-47, ,,2,52,47,5,1334.0
1:44.0, ,52-47,Defensive rebound by Team,,2,52,47,5,1336.0
1:35.0, ,52-47,Shooting foul by T. Herro (drawn by D. Hunter),,2,52,47,5,1345.0
1:35.0, ,52-48,D. Hunter makes free throw 1 of 2,,2,52,48,4,1345.0
1:35.0, ,52-49,D. Hunter makes free throw 2 of 2,,2,52,49,3,1345.0
1:20.0,D. Robinson misses 3-pt jump shot from 25 ft,52-49, ,,2,52,49,3,1360.0
1:19.0, ,52-49,Defensive rebound by Team,,2,52,49,3,1361.0
1:12.0, ,52-49,T. Young misses 2-pt layup from 3 ft,,2,52,49,3,1368.0
1:12.0,Defensive rebound by P. Tucker,52-49, ,,2,52,49,3,1368.0
1:04.0,K. Lowry misses 3-pt jump shot from 24 ft,52-49, ,,2,52,49,3,1376.0
0:59.0, ,52-49,Defensive rebound by B. Bogdanović,,2,52,49,3,1381.0
0:53.0, ,52-49,D. Hunter misses 3-pt jump shot from 23 ft,,2,52,49,3,1387.0
0:51.0,Defensive rebound by T. Herro,52-49, ,,2,52,49,3,1389.0
0:42.0,Shooting foul by J. Collins (drawn by D. Dedmon),52-49, ,,2,52,49,3,1398.0
0:42.0,D. Dedmon makes free throw 1 of 2,53-49, ,,2,53,49,4,1398.0
0:42.0, ,53-49,O. Okongwu enters the game for J. Collins,,2,53,49,4,1398.0
0:42.0,D. Dedmon makes free throw 2 of 2,54-49, ,,2,54,49,5,1398.0
0:30.0, ,54-49,T. Young misses 2-pt jump shot from 7 ft,,2,54,49,5,1410.0
0:27.0,Defensive rebound by K. Lowry,54-49, ,,2,54,49,5,1413.0
0:08.0,P. Tucker makes 2-pt jump shot from 3 ft (assist by T. Herro),56-49, ,,2,56,49,7,1432.0
0:01.0, ,56-49,Personal foul by P. Tucker (drawn by T. Young),,2,56,49,7,1439.0
0:01.0, ,56-50,T. Young makes free throw 1 of 2,,2,56,50,6,1439.0
0:01.0, ,56-51,T. Young makes free throw 2 of 2,,2,56,51,5,1439.0
0:00.0,End of 2nd quarter,56-51,,,2,56,51,5,1440.0
12:00.0,Start of 3rd quarter,56-51,,,3,56,51,5,1440.0
11:42.0, ,56-51,Turnover by T. Young (bad pass; steal by K. Lowry),,3,56,51,5,1458.0
11:25.0,M. Strus makes 3-pt jump shot from 25 ft (assist by P. Tucker),59-51, ,,3,59,51,8,1475.0
11:13.0, ,59-51,T. Young misses 2-pt layup from 1 ft,,3,59,51,8,1487.0
11:11.0,Defensive rebound by O. Yurtseven,59-51, ,,3,59,51,8,1489.0
11:09.0,Shooting foul by T. Luwawu-Cabarrot (drawn by M. Strus),59-51, ,,3,59,51,8,1491.0
11:09.0,M. Strus makes free throw 1 of 2,60-51, ,,3,60,51,9,1491.0
11:09.0,M. Strus makes free throw 2 of 2,61-51, ,,3,61,51,10,1491.0
10:50.0, ,61-51,B. Bogdanović misses 3-pt jump shot from 25 ft,,3,61,51,10,1510.0
10:45.0,Defensive rebound by O. Yurtseven,61-51, ,,3,61,51,10,1515.0
10:40.0,M. Strus makes 3-pt jump shot from 26 ft (assist by K. Lowry),64-51, ,,3,64,51,13,1520.0
10:28.0, ,64-51,T. Young misses 2-pt jump shot from 3 ft,,3,64,51,13,1532.0
10:26.0,Defensive rebound by M. Strus,64-51, ,,3,64,51,13,1534.0
10:23.0,C. Martin misses 3-pt jump shot from 26 ft,64-51, ,,3,64,51,13,1537.0
10:18.0, ,64-51,Defensive rebound by J. Collins,,3,64,51,13,1542.0
10:12.0, ,64-51,Atlanta full timeout,,3,64,51,13,1548.0
10:12.0, ,64-51,K. Huerter enters the game for T. Luwawu-Cabarrot,,3,64,51,13,1548.0
10:12.0, ,64-51,Turnover by K. Huerter (inbound),,3,64,51,13,1548.0
10:01.0,K. Lowry misses 3-pt jump shot from 25 ft,64-51, ,,3,64,51,13,1559.0
9:57.0,Offensive rebound by C. Martin,64-51, ,,3,64,51,13,1563.0
9:53.0,M. Strus misses 3-pt jump shot from 27 ft,64-51, ,,3,64,51,13,1567.0
9:50.0, ,64-51,Defensive rebound by J. Collins,,3,64,51,13,1570.0
9:45.0, ,64-51,B. Bogdanović misses 3-pt jump shot from 26 ft,,3,64,51,13,1575.0
9:42.0,Defensive rebound by C. Martin,64-51, ,,3,64,51,13,1578.0
9:33.0,K. Lowry makes 3-pt jump shot from 25 ft,67-51, ,,3,67,51,16,1587.0
9:14.0, ,67-51,K. Huerter misses 2-pt jump shot from 6 ft,,3,67,51,16,1606.0
9:08.0,Defensive rebound by K. Lowry,67-51, ,,3,67,51,16,1612.0
8:57.0,K. Lowry misses 2-pt layup from 3 ft,67-51, ,,3,67,51,16,1623.0
8:54.0, ,67-51,Defensive rebound by J. Collins,,3,67,51,16,1626.0
8:48.0, ,67-51,Turnover by J. Collins (lost ball; steal by K. Lowry),,3,67,51,16,1632.0
8:46.0,Shooting foul by K. Huerter (drawn by K. Lowry),67-51, ,,3,67,51,16,1634.0
8:46.0,K. Lowry misses free throw 1 of 2,67-51, ,,3,67,51,16,1634.0
8:46.0,Offensive rebound by Team,67-51, ,,3,67,51,16,1634.0
8:46.0, ,67-51,D. Gallinari enters the game for O. Okongwu,,3,67,51,16,1634.0
8:46.0,K. Lowry makes free throw 2 of 2,68-51, ,,3,68,51,17,1634.0
8:28.0, ,68-51,Personal foul by K. Lowry (drawn by B. Bogdanović),,3,68,51,17,1652.0
8:21.0, ,68-51,D. Gallinari misses 3-pt jump shot from 24 ft,,3,68,51,17,1659.0
8:18.0,Defensive rebound by K. Lowry,68-51, ,,3,68,51,17,1662.0
8:15.0,P. Tucker misses 2-pt layup from 2 ft,68-51, ,,3,68,51,17,1665.0
8:12.0,Offensive rebound by M. Strus,68-51, ,,3,68,51,17,1668.0
8:07.0,C. Martin makes 2-pt layup from 1 ft (assist by K. Lowry),70-51, ,,3,70,51,19,1673.0
8:00.0, ,70-51,Personal foul by K. Lowry (drawn by T. Young),,3,70,51,19,1680.0
7:50.0, ,70-51,Turnover by J. Collins (bad pass; steal by K. Lowry),,3,70,51,19,1690.0
7:40.0,O. Yurtseven makes 2-pt dunk at rim (assist by K. Lowry),72-51, ,,3,72,51,21,1700.0
7:20.0, ,72-53,D. Gallinari makes 2-pt jump shot from 14 ft,,3,72,53,19,1720.0
7:00.0,M. Strus misses 3-pt jump shot from 27 ft,72-53, ,,3,72,53,19,1740.0
6:57.0, ,72-53,Defensive rebound by J. Collins,,3,72,53,19,1743.0
6:48.0, ,72-53,B. Bogdanović misses 3-pt jump shot from 23 ft,,3,72,53,19,1752.0
6:45.0,Defensive rebound by P. Tucker,72-53, ,,3,72,53,19,1755.0
6:34.0,P. Tucker makes 3-pt jump shot from 24 ft (assist by M. Strus),75-53, ,,3,75,53,22,1766.0
6:32.0, ,75-53,Atlanta full timeout,,3,75,53,22,1768.0
6:32.0, ,75-53,D. Hunter enters the game for B. Bogdanović,,3,75,53,22,1768.0
6:19.0, ,75-53,Shooting foul by M. Strus (drawn by K. Huerter),,3,75,53,22,1781.0
6:19.0, ,75-54,K. Huerter makes free throw 1 of 2,,3,75,54,21,1781.0
6:19.0, ,75-55,K. Huerter makes free throw 2 of 2,,3,75,55,20,1781.0
5:59.0,K. Lowry makes 2-pt layup from 2 ft (assist by O. Yurtseven),77-55, ,,3,77,55,22,1801.0
5:59.0, ,77-55,Violation by Team (def goaltending),,3,77,55,22,1801.0
5:46.0, ,77-57,K. Huerter makes 2-pt jump shot from 5 ft (assist by J. Collins),,3,77,57,20,1814.0
5:24.0,C. Martin misses 3-pt jump shot from 24 ft,77-57, ,,3,77,57,20,1836.0
5:21.0,Offensive rebound by Team,77-57, ,,3,77,57,20,1839.0
5:21.0,T. Herro enters the game for C. Martin,77-57, ,,3,77,57,20,1839.0
5:11.0,K. Lowry misses 2-pt jump shot from 16 ft,77-57, ,,3,77,57,20,1849.0
5:07.0, ,77-57,Defensive rebound by J. Collins,,3,77,57,20,1853.0
4:57.0, ,77-59,J. Collins makes 2-pt layup from 1 ft (assist by T. Young),,3,77,59,18,1863.0
4:36.0,K. Lowry misses 2-pt layup from 2 ft,77-59, ,,3,77,59,18,1884.0
4:32.0, ,77-59,Defensive rebound by J. Collins,,3,77,59,18,1888.0
4:26.0, ,77-59,K. Huerter misses 3-pt jump shot from 22 ft,,3,77,59,18,1894.0
4:24.0,Defensive rebound by K. Lowry,77-59, ,,3,77,59,18,1896.0
4:24.0,Personal foul by K. Huerter (drawn by K. Lowry),77-59, ,,3,77,59,18,1896.0
4:04.0,O. Yurtseven makes 2-pt dunk from 1 ft (assist by T. Herro),79-59, ,,3,79,59,20,1916.0
