Time,Miami,Score,Orlando,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:58.0,D. Robinson makes 3-pt jump shot from 23 ft (assist by K. Lowry),19-18, ,Lead change,1,19,18,1,482.0
3:56.0, ,19-18,Orlando full timeout,,1,19,18,1,484.0
3:56.0,O. Yurtseven enters the game for D. Dedmon,19-18, ,,1,19,18,1,484.0
3:56.0, ,19-18,W. Carter enters the game for G. Harris,,1,19,18,1,484.0
3:56.0, ,19-18,H. Gravett enters the game for R. Lopez,,1,19,18,1,484.0
3:56.0, ,19-18,B. Johnson enters the game for F. Wagner,,1,19,18,1,484.0
3:44.0, ,19-18,W. Carter misses 2-pt jump shot from 12 ft,,1,19,18,1,496.0
3:42.0,Defensive rebound by O. Yurtseven,19-18, ,,1,19,18,1,498.0
3:37.0,K. Lowry makes 2-pt jump shot from 4 ft,21-18, ,,1,21,18,3,503.0
3:18.0, ,21-18,B. Johnson misses 3-pt jump shot from 25 ft,,1,21,18,3,522.0
3:18.0,Defensive rebound by O. Yurtseven,21-18, ,,1,21,18,3,522.0
3:09.0,Turnover by D. Robinson (bad pass; steal by C. Okeke),21-18, ,,1,21,18,3,531.0
3:01.0, ,21-18,W. Carter misses 2-pt layup from 4 ft,,1,21,18,3,539.0
2:54.0, ,21-18,Offensive rebound by B. Johnson,,1,21,18,3,546.0
2:54.0, ,21-18,B. Johnson misses 2-pt layup at rim,,1,21,18,3,546.0
2:52.0,Defensive rebound by O. Yurtseven,21-18, ,,1,21,18,3,548.0
2:34.0,D. Robinson misses 2-pt jump shot from 4 ft (block by W. Carter),21-18, ,,1,21,18,3,566.0
2:33.0, ,21-18,Defensive rebound by W. Carter,,1,21,18,3,567.0
2:33.0, ,21-18,Turnover by H. Gravett (bad pass),,1,21,18,3,567.0
2:33.0,M. Garrett enters the game for D. Robinson,21-18, ,,1,21,18,3,567.0
2:16.0,Turnover by M. Strus (lost ball; steal by C. Okeke),21-18, ,,1,21,18,3,584.0
2:05.0, ,21-18,C. Okeke misses 2-pt jump shot from 12 ft,,1,21,18,3,595.0
2:01.0,Defensive rebound by M. Garrett,21-18, ,,1,21,18,3,599.0
2:00.0,Shooting foul by B. Johnson (drawn by K. Okpala),21-18, ,,1,21,18,3,600.0
2:00.0,K. Okpala makes free throw 1 of 2,22-18, ,,1,22,18,4,600.0
2:00.0,G. Vincent enters the game for K. Lowry,22-18, ,,1,22,18,4,600.0
2:00.0,K. Okpala makes free throw 2 of 2,23-18, ,,1,23,18,5,600.0
1:43.0, ,23-20,W. Carter makes 2-pt layup from 2 ft (assist by C. Okeke),,1,23,20,3,617.0
1:28.0,O. Yurtseven misses 2-pt hook shot from 9 ft,23-20, ,,1,23,20,3,632.0
1:25.0, ,23-20,Defensive rebound by W. Carter,,1,23,20,3,635.0
1:11.0, ,23-20,H. Gravett misses 3-pt jump shot from 24 ft,,1,23,20,3,649.0
1:04.0,Defensive rebound by K. Okpala,23-20, ,,1,23,20,3,656.0
1:02.0,Shooting foul by B. Johnson (drawn by G. Vincent),23-20, ,,1,23,20,3,658.0
1:02.0,G. Vincent makes free throw 1 of 3,24-20, ,,1,24,20,4,658.0
1:02.0,G. Vincent makes free throw 2 of 3,25-20, ,,1,25,20,5,658.0
1:02.0,P. Tucker enters the game for K. Okpala,25-20, ,,1,25,20,5,658.0
1:02.0, ,25-20,A. Schofield enters the game for C. Okeke,,1,25,20,5,658.0
1:02.0,G. Vincent makes free throw 3 of 3,26-20, ,,1,26,20,6,658.0
0:48.0, ,26-22,W. Carter makes 2-pt jump shot from 15 ft (assist by A. Schofield),,1,26,22,4,672.0
0:38.0,G. Vincent misses 3-pt jump shot from 30 ft,26-22, ,,1,26,22,4,682.0
0:35.0,Offensive rebound by M. Garrett,26-22, ,,1,26,22,4,685.0
0:26.0,G. Vincent misses 3-pt jump shot from 27 ft,26-22, ,,1,26,22,4,694.0
0:22.0,Offensive rebound by O. Yurtseven,26-22, ,,1,26,22,4,698.0
0:22.0,O. Yurtseven makes 2-pt layup from 4 ft,28-22, ,,1,28,22,6,698.0
0:16.0, ,28-22,M. Mulder misses 3-pt jump shot from 26 ft,,1,28,22,6,704.0
0:12.0,Defensive rebound by M. Strus,28-22, ,,1,28,22,6,708.0
0:01.0,M. Strus makes 3-pt jump shot from 27 ft (assist by G. Vincent),31-22, ,,1,31,22,9,719.0
0:00.0,End of 1st quarter,31-22,,,1,31,22,9,720.0
12:00.0,Start of 2nd quarter,31-22,,,2,31,22,9,720.0
11:48.0,M. Strus makes 3-pt jump shot from 26 ft (assist by P. Tucker),34-22, ,,2,34,22,12,732.0
11:26.0, ,34-24,B. Johnson makes 2-pt jump shot from 14 ft,,2,34,24,10,754.0
11:18.0,Personal foul by H. Gravett (drawn by G. Vincent),34-24, ,,2,34,24,10,762.0
11:18.0, ,34-24,Orlando full timeout,,2,34,24,10,762.0
11:18.0, ,34-24,R. Lopez enters the game for W. Carter,,2,34,24,10,762.0
11:10.0,O. Yurtseven misses 2-pt dunk from 6 ft,34-24, ,,2,34,24,10,770.0
11:08.0, ,34-24,Defensive rebound by H. Gravett,,2,34,24,10,772.0
10:58.0, ,34-27,B. Johnson makes 3-pt jump shot from 26 ft (assist by R. Lopez),,2,34,27,7,782.0
10:45.0,G. Vincent makes 2-pt layup from 7 ft (assist by M. Strus),36-27, ,,2,36,27,9,795.0
10:33.0, ,36-27,Turnover by M. Mulder (bad pass; steal by M. Garrett),,2,36,27,9,807.0
10:28.0,M. Strus misses 3-pt jump shot from 25 ft,36-27, ,,2,36,27,9,812.0
10:25.0,Offensive rebound by M. Garrett,36-27, ,,2,36,27,9,815.0
10:18.0,M. Garrett misses 2-pt layup from 3 ft (block by B. Johnson),36-27, ,,2,36,27,9,822.0
10:18.0, ,36-27,Defensive rebound by R. Lopez,,2,36,27,9,822.0
10:05.0, ,36-30,M. Mulder makes 3-pt jump shot from 25 ft (assist by H. Gravett),,2,36,30,6,835.0
9:51.0,M. Strus makes 2-pt layup from 3 ft (assist by G. Vincent),38-30, ,,2,38,30,8,849.0
9:32.0, ,38-30,Personal foul by G. Vincent (drawn by M. Mulder),,2,38,30,8,868.0
9:20.0, ,38-30,M. Mulder misses 3-pt jump shot from 23 ft,,2,38,30,8,880.0
9:17.0,Defensive rebound by M. Garrett,38-30, ,,2,38,30,8,883.0
9:09.0,P. Tucker makes 2-pt hook shot from 13 ft (assist by G. Vincent),40-30, ,,2,40,30,10,891.0
9:03.0, ,40-30,Personal foul by M. Garrett (drawn by H. Gravett),,2,40,30,10,897.0
8:47.0, ,40-33,H. Gravett makes 3-pt jump shot from 26 ft (assist by M. Mulder),,2,40,33,7,913.0
8:32.0,G. Vincent makes 2-pt layup from 3 ft,42-33, ,,2,42,33,9,928.0
8:13.0, ,42-33,M. Mulder misses 3-pt jump shot from 25 ft,,2,42,33,9,947.0
8:08.0,Defensive rebound by O. Yurtseven,42-33, ,,2,42,33,9,952.0
8:04.0,Shooting foul by H. Gravett (drawn by M. Strus),42-33, ,,2,42,33,9,956.0
8:04.0,M. Strus makes free throw 1 of 2,43-33, ,,2,43,33,10,956.0
8:04.0, ,43-33,G. Harris enters the game for H. Gravett,,2,43,33,10,956.0
8:04.0, ,43-33,C. Okeke enters the game for M. Mulder,,2,43,33,10,956.0
8:04.0, ,43-33,F. Wagner enters the game for A. Schofield,,2,43,33,10,956.0
8:04.0,M. Strus misses free throw 2 of 2,43-33, ,,2,43,33,10,956.0
8:04.0, ,43-33,Defensive rebound by B. Johnson,,2,43,33,10,956.0
7:43.0, ,43-33,R. Lopez misses 2-pt hook shot from 10 ft,,2,43,33,10,977.0
7:39.0,Defensive rebound by M. Strus,43-33, ,,2,43,33,10,981.0
7:33.0,M. Strus makes 3-pt jump shot from 27 ft (assist by G. Vincent),46-33, ,,2,46,33,13,987.0
7:10.0, ,46-35,C. Okeke makes 2-pt hook shot from 7 ft,,2,46,35,11,1010.0
6:59.0,G. Vincent misses 3-pt jump shot from 24 ft,46-35, ,,2,46,35,11,1021.0
6:56.0,Offensive rebound by O. Yurtseven,46-35, ,,2,46,35,11,1024.0
6:55.0,O. Yurtseven misses 2-pt layup from 4 ft,46-35, ,,2,46,35,11,1025.0
6:50.0, ,46-35,Defensive rebound by C. Okeke,,2,46,35,11,1030.0
6:47.0, ,46-37,C. Okeke makes 2-pt jump shot from 4 ft,,2,46,37,9,1033.0
6:46.0,Miami full timeout,46-37, ,,2,46,37,9,1034.0
6:46.0,D. Dedmon enters the game for M. Garrett,46-37, ,,2,46,37,9,1034.0
6:46.0,K. Lowry enters the game for P. Tucker,46-37, ,,2,46,37,9,1034.0
6:46.0,K. Okpala enters the game for G. Vincent,46-37, ,,2,46,37,9,1034.0
6:46.0,D. Robinson enters the game for O. Yurtseven,46-37, ,,2,46,37,9,1034.0
6:46.0, ,46-37,A. Ford enters the game for R. Lopez,,2,46,37,9,1034.0
6:32.0,M. Strus makes 2-pt layup from 3 ft (assist by K. Lowry),48-37, ,,2,48,37,11,1048.0
6:16.0, ,48-39,F. Wagner makes 2-pt jump shot from 7 ft,,2,48,39,9,1064.0
5:55.0,M. Strus makes 3-pt jump shot from 26 ft (assist by K. Lowry),51-39, ,,2,51,39,12,1085.0
5:39.0, ,51-41,C. Okeke makes 2-pt jump shot from 10 ft,,2,51,41,10,1101.0
5:20.0,Turnover by K. Lowry (bad pass; steal by C. Okeke),51-41, ,,2,51,41,10,1120.0
5:13.0, ,51-41,G. Harris misses 2-pt layup from 1 ft (block by K. Okpala),,2,51,41,10,1127.0
5:08.0, ,51-41,Offensive rebound by B. Johnson,,2,51,41,10,1132.0
4:59.0, ,51-41,A. Ford misses 3-pt jump shot from 25 ft,,2,51,41,10,1141.0
4:56.0,Defensive rebound by K. Lowry,51-41, ,,2,51,41,10,1144.0
4:50.0,M. Strus makes 3-pt jump shot from 24 ft (assist by K. Lowry),54-41, ,,2,54,41,13,1150.0
4:28.0, ,54-43,A. Ford makes 2-pt layup from 1 ft (assist by G. Harris),,2,54,43,11,1172.0
4:21.0,K. Okpala makes 2-pt layup from 4 ft (assist by K. Lowry),56-43, ,,2,56,43,13,1179.0
4:09.0, ,56-45,F. Wagner makes 2-pt layup from 3 ft,,2,56,45,11,1191.0
3:54.0,M. Strus misses 2-pt layup from 2 ft,56-45, ,,2,56,45,11,1206.0
3:50.0, ,56-45,Defensive rebound by F. Wagner,,2,56,45,11,1210.0
3:47.0, ,56-48,C. Okeke makes 3-pt jump shot from 25 ft (assist by F. Wagner),,2,56,48,8,1213.0
3:33.0,Personal foul by C. Okeke (drawn by K. Lowry),56-48, ,,2,56,48,8,1227.0
3:33.0, ,56-48,R. Lopez enters the game for B. Johnson,,2,56,48,8,1227.0
3:24.0,D. Dedmon misses 2-pt layup from 7 ft (block by G. Harris),56-48, ,,2,56,48,8,1236.0
3:21.0,Offensive rebound by D. Dedmon,56-48, ,,2,56,48,8,1239.0
3:20.0,D. Dedmon makes 2-pt layup from 2 ft,58-48, ,,2,58,48,10,1240.0
3:14.0, ,58-48,Shooting foul by D. Dedmon (drawn by F. Wagner),,2,58,48,10,1246.0
3:14.0, ,58-48,F. Wagner misses free throw 1 of 2,,2,58,48,10,1246.0
3:14.0, ,58-48,Offensive rebound by Team,,2,58,48,10,1246.0
3:14.0, ,58-49,F. Wagner makes free throw 2 of 2,,2,58,49,9,1246.0
3:06.0,Personal foul by G. Harris (drawn by K. Okpala),58-49, ,,2,58,49,9,1254.0
3:06.0,P. Tucker enters the game for K. Okpala,58-49, ,,2,58,49,9,1254.0
2:58.0,Turnover by K. Lowry (bad pass),58-49, ,,2,58,49,9,1262.0
2:50.0, ,58-51,F. Wagner makes 2-pt layup from 2 ft,,2,58,51,7,1270.0
2:33.0,D. Dedmon makes 2-pt hook shot from 4 ft (assist by K. Lowry),60-51, ,,2,60,51,9,1287.0
2:19.0, ,60-51,G. Harris misses 3-pt jump shot from 24 ft,,2,60,51,9,1301.0
2:17.0,Defensive rebound by D. Dedmon,60-51, ,,2,60,51,9,1303.0
2:09.0,D. Robinson misses 3-pt jump shot from 27 ft,60-51, ,,2,60,51,9,1311.0
2:04.0,Offensive rebound by D. Robinson,60-51, ,,2,60,51,9,1316.0
1:54.0,K. Lowry makes 3-pt jump shot from 29 ft,63-51, ,,2,63,51,12,1326.0
1:36.0, ,63-51,Personal foul by D. Robinson (drawn by C. Okeke),,2,63,51,12,1344.0
1:32.0, ,63-51,Shooting foul by K. Lowry (drawn by C. Okeke),,2,63,51,12,1348.0
1:32.0, ,63-52,G. Harris makes free throw 1 of 2,,2,63,52,11,1348.0
1:32.0,G. Vincent enters the game for D. Dedmon,63-52, ,,2,63,52,11,1348.0
1:32.0,O. Yurtseven enters the game for D. Robinson,63-52, ,,2,63,52,11,1348.0
1:32.0, ,63-53,G. Harris makes free throw 2 of 2,,2,63,53,10,1348.0
1:21.0,Turnover by G. Vincent (bad pass; steal by G. Harris),63-53, ,,2,63,53,10,1359.0
1:18.0, ,63-53,G. Harris misses 2-pt layup from 2 ft,,2,63,53,10,1362.0
1:11.0, ,63-53,Offensive rebound by F. Wagner,,2,63,53,10,1369.0
1:11.0, ,63-55,F. Wagner makes 2-pt dunk at rim,,2,63,55,8,1369.0
0:51.0,M. Strus makes 3-pt jump shot from 24 ft (assist by K. Lowry),66-55, ,,2,66,55,11,1389.0
0:33.0, ,66-55,Shooting foul by G. Vincent (drawn by F. Wagner),,2,66,55,11,1407.0
0:33.0, ,66-56,F. Wagner makes free throw 1 of 2,,2,66,56,10,1407.0
0:33.0, ,66-56,B. Johnson enters the game for G. Harris,,2,66,56,10,1407.0
0:33.0, ,66-56,A. Schofield enters the game for R. Lopez,,2,66,56,10,1407.0
0:33.0, ,66-57,F. Wagner makes free throw 2 of 2,,2,66,57,9,1407.0
0:26.0,Turnover by K. Lowry (lost ball; steal by A. Ford),66-57, ,,2,66,57,9,1414.0
0:01.0, ,66-57,A. Ford misses 3-pt jump shot from 25 ft,,2,66,57,9,1439.0
0:01.0, ,66-57,Offensive rebound by Team,,2,66,57,9,1439.0
0:00.0,End of 2nd quarter,66-57,,,2,66,57,9,1440.0
12:00.0,Start of 3rd quarter,66-57,,,3,66,57,9,1440.0
11:49.0,Shooting foul by R. Lopez (drawn by D. Dedmon),66-57, ,,3,66,57,9,1451.0
11:49.0,D. Dedmon makes free throw 1 of 2,67-57, ,,3,67,57,10,1451.0
11:49.0,D. Dedmon makes free throw 2 of 2,68-57, ,,3,68,57,11,1451.0
11:36.0, ,68-57,Offensive foul by M. Mulder (drawn by K. Lowry),,3,68,57,11,1464.0
11:36.0, ,68-57,Turnover by M. Mulder (offensive foul),,3,68,57,11,1464.0
11:20.0,G. Vincent makes 2-pt layup from 2 ft,70-57, ,,3,70,57,13,1480.0
11:10.0, ,70-57,C. Okeke misses 3-pt jump shot from 27 ft,,3,70,57,13,1490.0
11:10.0,Defensive rebound by D. Dedmon,70-57, ,,3,70,57,13,1490.0
10:59.0,Turnover by G. Vincent (bad pass; steal by G. Harris),70-57, ,,3,70,57,13,1501.0
10:53.0, ,70-59,G. Harris makes 2-pt layup from 2 ft,,3,70,59,11,1507.0
10:40.0,G. Vincent makes 2-pt jump shot from 15 ft,72-59, ,,3,72,59,13,1520.0
10:19.0, ,72-61,R. Lopez makes 2-pt hook shot from 7 ft (assist by F. Wagner),,3,72,61,11,1541.0
10:05.0,Turnover by K. Lowry (bad pass; steal by C. Okeke),72-61, ,,3,72,61,11,1555.0
9:59.0, ,72-61,Turnover by F. Wagner (step out of bounds),,3,72,61,11,1561.0
9:37.0,P. Tucker makes 3-pt jump shot from 24 ft (assist by K. Lowry),75-61, ,,3,75,61,14,1583.0
9:18.0, ,75-63,G. Harris makes 2-pt jump shot from 17 ft,,3,75,63,12,1602.0
9:18.0, ,75-63,Shooting foul by G. Vincent (drawn by G. Harris),,3,75,63,12,1602.0
9:18.0, ,75-64,G. Harris makes free throw 1 of 1,,3,75,64,11,1602.0
9:05.0,K. Lowry misses 3-pt jump shot from 23 ft,75-64, ,,3,75,64,11,1615.0
9:03.0, ,75-64,Defensive rebound by M. Mulder,,3,75,64,11,1617.0
8:57.0, ,75-64,M. Mulder misses 3-pt jump shot from 26 ft,,3,75,64,11,1623.0
8:54.0,Defensive rebound by K. Lowry,75-64, ,,3,75,64,11,1626.0
8:47.0,G. Vincent makes 3-pt jump shot from 25 ft (assist by K. Lowry),78-64, ,,3,78,64,14,1633.0
8:28.0, ,78-64,F. Wagner misses 3-pt jump shot from 25 ft,,3,78,64,14,1652.0
8:27.0, ,78-64,Offensive rebound by C. Okeke,,3,78,64,14,1653.0
8:27.0, ,78-64,Personal foul by D. Robinson (drawn by C. Okeke),,3,78,64,14,1653.0
8:15.0, ,78-66,F. Wagner makes 2-pt layup from 5 ft,,3,78,66,12,1665.0
7:54.0,G. Vincent makes 3-pt jump shot from 25 ft,81-66, ,,3,81,66,15,1686.0
7:40.0, ,81-66,C. Okeke misses 3-pt jump shot from 27 ft,,3,81,66,15,1700.0
7:36.0, ,81-66,Offensive rebound by R. Lopez,,3,81,66,15,1704.0
7:35.0, ,81-66,Personal foul by D. Dedmon (drawn by R. Lopez),,3,81,66,15,1705.0
7:24.0, ,81-66,F. Wagner misses 2-pt jump shot from 12 ft (block by K. Lowry),,3,81,66,15,1716.0
7:24.0, ,81-66,Offensive rebound by Team,,3,81,66,15,1716.0
7:20.0, ,81-68,R. Lopez makes 2-pt jump shot from 22 ft (assist by M. Mulder),,3,81,68,13,1720.0
7:07.0,G. Vincent misses 3-pt jump shot from 26 ft,81-68, ,,3,81,68,13,1733.0
7:05.0, ,81-68,Defensive rebound by C. Okeke,,3,81,68,13,1735.0
6:56.0, ,81-68,Turnover by M. Mulder (bad pass; steal by D. Robinson),,3,81,68,13,1744.0
6:41.0,Turnover by P. Tucker (bad pass),81-68, ,,3,81,68,13,1759.0
6:41.0, ,81-68,Orlando full timeout,,3,81,68,13,1759.0
6:41.0,K. Okpala enters the game for P. Tucker,81-68, ,,3,81,68,13,1759.0
6:28.0, ,81-70,R. Lopez makes 2-pt hook shot from 9 ft,,3,81,70,11,1772.0
6:11.0,K. Okpala misses 2-pt layup from 1 ft (block by R. Lopez),81-70, ,,3,81,70,11,1789.0
6:08.0, ,81-70,Defensive rebound by F. Wagner,,3,81,70,11,1792.0
5:59.0, ,81-70,Offensive foul by R. Lopez (drawn by K. Lowry),,3,81,70,11,1801.0
5:59.0, ,81-70,Turnover by R. Lopez (offensive foul),,3,81,70,11,1801.0
5:43.0,Turnover by K. Lowry (bad pass),81-70, ,,3,81,70,11,1817.0
5:28.0, ,81-72,F. Wagner makes 2-pt jump shot from 9 ft,,3,81,72,9,1832.0
5:03.0,G. Vincent makes 3-pt jump shot from 27 ft (assist by D. Robinson),84-72, ,,3,84,72,12,1857.0
4:43.0, ,84-74,R. Lopez makes 2-pt layup from 2 ft (assist by G. Harris),,3,84,74,10,1877.0
4:28.0,D. Dedmon misses 2-pt jump shot from 21 ft,84-74, ,,3,84,74,10,1892.0
4:25.0, ,84-74,Defensive rebound by G. Harris,,3,84,74,10,1895.0
4:18.0, ,84-74,R. Lopez misses 2-pt hook shot from 8 ft,,3,84,74,10,1902.0
4:16.0,Defensive rebound by K. Lowry,84-74, ,,3,84,74,10,1904.0
4:03.0,G. Vincent makes 2-pt layup from 1 ft,86-74, ,,3,86,74,12,1917.0
4:03.0, ,86-74,Orlando full timeout,,3,86,74,12,1917.0
4:03.0,M. Strus enters the game for D. Dedmon,86-74, ,,3,86,74,12,1917.0
4:03.0,O. Yurtseven enters the game for G. Vincent,86-74, ,,3,86,74,12,1917.0
4:03.0, ,86-74,H. Gravett enters the game for M. Mulder,,3,86,74,12,1917.0
4:03.0, ,86-74,B. Johnson enters the game for F. Wagner,,3,86,74,12,1917.0
3:54.0, ,86-74,H. Gravett misses 2-pt layup from 9 ft (block by K. Lowry),,3,86,74,12,1926.0
3:54.0,Defensive rebound by K. Lowry,86-74, ,,3,86,74,12,1926.0
3:54.0, ,86-74,A. Schofield enters the game for R. Lopez,,3,86,74,12,1926.0
3:31.0,Jump ball: O. Yurtseven vs. B. Johnson (K. Lowry gains possession),86-74,,,3,86,74,12,1949.0
3:29.0,M. Strus misses 3-pt jump shot from 25 ft,86-74, ,,3,86,74,12,1951.0
3:27.0,Offensive rebound by K. Okpala,86-74, ,,3,86,74,12,1953.0
3:25.0,K. Okpala misses 2-pt hook shot from 5 ft,86-74, ,,3,86,74,12,1955.0
3:22.0, ,86-74,Defensive rebound by B. Johnson,,3,86,74,12,1958.0
3:11.0, ,86-74,A. Schofield misses 2-pt layup from 2 ft (block by D. Robinson),,3,86,74,12,1969.0
3:08.0,Defensive rebound by D. Robinson,86-74, ,,3,86,74,12,1972.0
3:06.0,K. Okpala makes 2-pt dunk from 1 ft,88-74, ,,3,88,74,14,1974.0
2:40.0, ,88-74,G. Harris misses 2-pt jump shot from 17 ft,,3,88,74,14,2000.0
2:36.0,Defensive rebound by M. Strus,88-74, ,,3,88,74,14,2004.0
2:30.0,Personal foul by H. Gravett (drawn by M. Strus),88-74, ,,3,88,74,14,2010.0
2:17.0,K. Lowry misses 3-pt jump shot from 25 ft,88-74, ,,3,88,74,14,2023.0
2:14.0, ,88-74,Defensive rebound by C. Okeke,,3,88,74,14,2026.0
2:08.0, ,88-77,H. Gravett makes 3-pt jump shot from 23 ft (assist by C. Okeke),,3,88,77,11,2032.0
1:58.0,M. Strus makes 2-pt layup from 1 ft (assist by K. Lowry),90-77, ,,3,90,77,13,2042.0
1:44.0, ,90-80,C. Okeke makes 3-pt jump shot from 26 ft (assist by G. Harris),,3,90,80,10,2056.0
1:23.0,O. Yurtseven misses 2-pt layup from 5 ft,90-80, ,,3,90,80,10,2077.0
