Time,Miami,Score,Milwaukee,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
0:47.0,Defensive rebound by T. Herro,24-34, ,,1,24,34,-10,673.0
0:44.0,C. Martin misses 2-pt layup from 3 ft,24-34, ,,1,24,34,-10,676.0
0:43.0,Offensive rebound by J. Butler,24-34, ,,1,24,34,-10,677.0
0:43.0,J. Butler makes 2-pt layup at rim,26-34, ,,1,26,34,-8,677.0
0:29.0, ,26-34,J. Nwora misses 3-pt jump shot from 24 ft,,1,26,34,-8,691.0
0:26.0,Defensive rebound by J. Butler,26-34, ,,1,26,34,-8,694.0
0:19.0,J. Butler makes 2-pt jump shot from 18 ft,28-34, ,,1,28,34,-6,701.0
0:00.0, ,28-36,G. Antetokounmpo makes 2-pt jump shot from 14 ft,,1,28,36,-8,720.0
0:00.0, ,28-36,Instant Replay (Request: Stands),,1,28,36,-8,720.0
0:00.0,End of 1st quarter,28-36,,,1,28,36,-8,720.0
12:00.0,Start of 2nd quarter,28-36,,,2,28,36,-8,720.0
11:49.0, ,28-36,J. Holiday misses 3-pt jump shot from 23 ft,,2,28,36,-8,731.0
11:46.0,Defensive rebound by C. Martin,28-36, ,,2,28,36,-8,734.0
11:32.0,T. Herro makes 3-pt jump shot from 27 ft,31-36, ,,2,31,36,-5,748.0
11:03.0, ,31-39,J. Nwora makes 3-pt jump shot from 27 ft (assist by S. Ibaka),,2,31,39,-8,777.0
10:51.0,Turnover by G. Vincent (bad pass; steal by J. Holiday),31-39, ,,2,31,39,-8,789.0
10:46.0, ,31-41,J. Nwora makes 2-pt layup from 2 ft (assist by J. Holiday),,2,31,41,-10,794.0
10:32.0,C. Martin makes 3-pt jump shot from 26 ft (assist by G. Vincent),34-41, ,,2,34,41,-7,808.0
10:14.0, ,34-41,J. Holiday misses 3-pt jump shot from 27 ft,,2,34,41,-7,826.0
10:11.0,Defensive rebound by C. Martin,34-41, ,,2,34,41,-7,829.0
9:56.0,Shooting foul by J. Nwora (drawn by C. Martin),34-41, ,,2,34,41,-7,844.0
9:56.0,C. Martin makes free throw 1 of 2,35-41, ,,2,35,41,-6,844.0
9:56.0, ,35-41,G. Allen enters the game for G. Antetokounmpo,,2,35,41,-6,844.0
9:56.0, ,35-41,B. Portis enters the game for S. Ibaka,,2,35,41,-6,844.0
9:56.0,C. Martin makes free throw 2 of 2,36-41, ,,2,36,41,-5,844.0
9:36.0, ,36-41,B. Portis misses 2-pt jump shot from 14 ft,,2,36,41,-5,864.0
9:34.0,Defensive rebound by B. Adebayo,36-41, ,,2,36,41,-5,866.0
9:31.0,B. Adebayo makes 2-pt layup from 2 ft,38-41, ,,2,38,41,-3,869.0
9:31.0,Shooting foul by B. Portis (drawn by B. Adebayo),38-41, ,,2,38,41,-3,869.0
9:31.0,B. Adebayo makes free throw 1 of 1,39-41, ,,2,39,41,-2,869.0
9:09.0, ,39-41,Turnover by J. Holiday (lost ball; steal by M. Strus),,2,39,41,-2,891.0
9:04.0,T. Herro makes 2-pt layup from 1 ft,41-41, ,Tie,2,41,41,0,896.0
9:01.0, ,41-41,Milwaukee full timeout,,2,41,41,0,899.0
9:01.0, ,41-41,G. Antetokounmpo enters the game for J. Nwora,,2,41,41,0,899.0
8:57.0, ,41-41,Offensive foul by G. Antetokounmpo (drawn by M. Strus),,2,41,41,0,903.0
8:57.0, ,41-41,Turnover by G. Antetokounmpo (offensive foul),,2,41,41,0,903.0
8:32.0,B. Adebayo misses 2-pt jump shot from 12 ft,41-41, ,,2,41,41,0,928.0
8:29.0, ,41-41,Defensive rebound by G. Antetokounmpo,,2,41,41,0,931.0
8:22.0, ,41-41,G. Antetokounmpo misses 2-pt jump shot from 13 ft,,2,41,41,0,938.0
8:19.0,Defensive rebound by G. Vincent,41-41, ,,2,41,41,0,941.0
8:10.0,C. Martin misses 2-pt jump shot from 12 ft,41-41, ,,2,41,41,0,950.0
8:07.0, ,41-41,Defensive rebound by G. Antetokounmpo,,2,41,41,0,953.0
8:01.0, ,41-44,G. Allen makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,2,41,44,-3,959.0
7:53.0,Personal foul by G. Allen (drawn by B. Adebayo),41-44, ,,2,41,44,-3,967.0
7:53.0,D. Dedmon enters the game for B. Adebayo,41-44, ,,2,41,44,-3,967.0
7:53.0, ,41-44,K. Middleton enters the game for G. Antetokounmpo,,2,41,44,-3,967.0
7:47.0,T. Herro misses 2-pt jump shot from 14 ft,41-44, ,,2,41,44,-3,973.0
7:44.0, ,41-44,Defensive rebound by G. Allen,,2,41,44,-3,976.0
7:35.0, ,41-44,G. Allen misses 2-pt layup from 4 ft,,2,41,44,-3,985.0
7:35.0,Defensive rebound by D. Dedmon,41-44, ,,2,41,44,-3,985.0
7:30.0,Turnover by T. Herro (lost ball; steal by J. Holiday),41-44, ,,2,41,44,-3,990.0
7:30.0, ,41-44,Personal take foul by D. Dedmon (drawn by B. Portis),,2,41,44,-3,990.0
7:18.0, ,41-46,K. Middleton makes 2-pt jump shot from 10 ft,,2,41,46,-5,1002.0
7:00.0,M. Strus makes 3-pt jump shot from 29 ft (assist by D. Dedmon),44-46, ,,2,44,46,-2,1020.0
6:54.0, ,44-46,Offensive foul by K. Middleton (drawn by M. Strus),,2,44,46,-2,1026.0
6:54.0, ,44-46,Turnover by K. Middleton (offensive foul),,2,44,46,-2,1026.0
6:41.0,T. Herro makes 3-pt jump shot from 27 ft,47-46, ,Lead change,2,47,46,1,1039.0
6:27.0, ,47-46,Turnover by K. Middleton (bad pass; steal by G. Vincent),,2,47,46,1,1053.0
6:22.0,T. Herro misses 3-pt jump shot from 27 ft,47-46, ,,2,47,46,1,1058.0
6:21.0,Offensive rebound by C. Martin,47-46, ,,2,47,46,1,1059.0
6:17.0,G. Vincent makes 2-pt layup from 2 ft (assist by C. Martin),49-46, ,,2,49,46,3,1063.0
6:12.0, ,49-46,Shooting foul by D. Dedmon (drawn by J. Holiday),,2,49,46,3,1068.0
6:12.0, ,49-47,J. Holiday makes free throw 1 of 2,,2,49,47,2,1068.0
6:12.0,J. Butler enters the game for G. Vincent,49-47, ,,2,49,47,2,1068.0
6:12.0, ,49-47,W. Matthews enters the game for G. Allen,,2,49,47,2,1068.0
6:12.0, ,49-48,J. Holiday makes free throw 2 of 2,,2,49,48,1,1068.0
5:58.0,J. Butler misses 2-pt jump shot from 14 ft,49-48, ,,2,49,48,1,1082.0
5:54.0,Offensive rebound by D. Dedmon,49-48, ,,2,49,48,1,1086.0
5:53.0,D. Dedmon misses 2-pt layup from 3 ft,49-48, ,,2,49,48,1,1087.0
5:53.0,Offensive rebound by C. Martin,49-48, ,,2,49,48,1,1087.0
5:50.0,C. Martin makes 2-pt layup at rim,51-48, ,,2,51,48,3,1090.0
5:40.0, ,51-50,B. Portis makes 2-pt jump shot from 14 ft,,2,51,50,1,1100.0
5:22.0,T. Herro makes 2-pt layup from 1 ft,53-50, ,,2,53,50,3,1118.0
5:08.0, ,53-50,J. Holiday misses 2-pt jump shot from 18 ft,,2,53,50,3,1132.0
5:05.0, ,53-50,Offensive rebound by D. Bembry,,2,53,50,3,1135.0
5:03.0, ,53-50,K. Middleton misses 3-pt jump shot from 26 ft,,2,53,50,3,1137.0
5:01.0, ,53-50,Offensive rebound by B. Portis,,2,53,50,3,1139.0
4:56.0, ,53-53,K. Middleton makes 3-pt jump shot from 27 ft (assist by J. Holiday),Tie,2,53,53,0,1144.0
4:56.0,Miami full timeout,53-53, ,,2,53,53,0,1144.0
4:56.0,D. Robinson enters the game for C. Martin,53-53, ,,2,53,53,0,1144.0
4:56.0,P. Tucker enters the game for M. Strus,53-53, ,,2,53,53,0,1144.0
4:56.0, ,53-53,G. Allen enters the game for D. Bembry,,2,53,53,0,1144.0
4:56.0, ,53-53,J. Carter enters the game for J. Holiday,,2,53,53,0,1144.0
4:56.0, ,53-53,S. Ibaka enters the game for B. Portis,,2,53,53,0,1144.0
4:39.0,T. Herro misses 2-pt jump shot from 14 ft,53-53, ,,2,53,53,0,1161.0
4:37.0,Offensive rebound by T. Herro,53-53, ,,2,53,53,0,1163.0
4:34.0,T. Herro makes 2-pt layup from 2 ft,55-53, ,,2,55,53,2,1166.0
4:26.0, ,55-55,K. Middleton makes 2-pt jump shot from 16 ft,Tie,2,55,55,0,1174.0
4:12.0,D. Robinson misses 3-pt jump shot from 27 ft,55-55, ,,2,55,55,0,1188.0
4:07.0, ,55-55,Defensive rebound by G. Allen,,2,55,55,0,1193.0
4:03.0, ,55-55,Shooting foul by D. Robinson (drawn by K. Middleton),,2,55,55,0,1197.0
4:03.0, ,55-56,K. Middleton makes free throw 1 of 2,Lead change,2,55,56,-1,1197.0
4:03.0, ,55-57,K. Middleton makes free throw 2 of 2,,2,55,57,-2,1197.0
3:50.0,T. Herro makes 3-pt jump shot from 27 ft,58-57, ,Lead change,2,58,57,1,1210.0
3:23.0, ,58-60,J. Carter makes 3-pt jump shot from 27 ft,Lead change,2,58,60,-2,1237.0
3:07.0,Offensive foul by D. Dedmon (drawn by W. Matthews),58-60, ,,2,58,60,-2,1253.0
3:07.0,Turnover by D. Dedmon (offensive foul),58-60, ,,2,58,60,-2,1253.0
3:07.0,B. Adebayo enters the game for D. Dedmon,58-60, ,,2,58,60,-2,1253.0
3:07.0, ,58-60,G. Antetokounmpo enters the game for G. Allen,,2,58,60,-2,1253.0
2:51.0, ,58-60,K. Middleton misses 3-pt jump shot from 28 ft,,2,58,60,-2,1269.0
2:44.0,Defensive rebound by B. Adebayo,58-60, ,,2,58,60,-2,1276.0
2:42.0,D. Robinson makes 3-pt jump shot from 27 ft (assist by B. Adebayo),61-60, ,Lead change,2,61,60,1,1278.0
2:19.0, ,61-60,W. Matthews misses 2-pt jump shot from 15 ft,,2,61,60,1,1301.0
2:16.0,Defensive rebound by P. Tucker,61-60, ,,2,61,60,1,1304.0
2:05.0,Turnover by T. Herro (bad pass),61-60, ,,2,61,60,1,1315.0
2:05.0, ,61-60,J. Holiday enters the game for J. Carter,,2,61,60,1,1315.0
1:47.0, ,61-62,J. Holiday makes 2-pt layup from 2 ft,Lead change,2,61,62,-1,1333.0
1:33.0,D. Robinson makes 3-pt jump shot from 27 ft (assist by B. Adebayo),64-62, ,Lead change,2,64,62,2,1347.0
1:23.0, ,64-62,Personal foul by D. Robinson (drawn by W. Matthews),,2,64,62,2,1357.0
1:23.0, ,64-62,B. Portis enters the game for S. Ibaka,,2,64,62,2,1357.0
1:16.0, ,64-62,Turnover by G. Antetokounmpo (lost ball; steal by P. Tucker),,2,64,62,2,1364.0
1:00.0,B. Adebayo makes 2-pt hook shot from 3 ft (assist by T. Herro),66-62, ,,2,66,62,4,1380.0
0:48.0, ,66-64,K. Middleton makes 2-pt jump shot from 13 ft,,2,66,64,2,1392.0
0:36.0,Personal foul by W. Matthews (drawn by D. Robinson),66-64, ,,2,66,64,2,1404.0
0:36.0, ,66-64,S. Ibaka enters the game for G. Antetokounmpo,,2,66,64,2,1404.0
0:27.0,J. Butler misses 2-pt jump shot from 15 ft,66-64, ,,2,66,64,2,1413.0
0:24.0, ,66-64,Defensive rebound by B. Portis,,2,66,64,2,1416.0
0:07.0, ,66-64,J. Holiday misses 2-pt layup from 4 ft (block by J. Butler),,2,66,64,2,1433.0
0:02.0,Defensive rebound by B. Adebayo,66-64, ,,2,66,64,2,1438.0
0:00.0,J. Butler misses 3-pt jump shot from 23 ft,66-64, ,,2,66,64,2,1440.0
0:00.0,Offensive rebound by Team,66-64, ,,2,66,64,2,1440.0
0:00.0,End of 2nd quarter,66-64,,,2,66,64,2,1440.0
12:00.0,Start of 3rd quarter,66-64,,,3,66,64,2,1440.0
11:48.0, ,66-64,G. Allen misses 2-pt jump shot from 6 ft (block by D. Robinson),,3,66,64,2,1452.0
11:48.0, ,66-64,Offensive rebound by Team,,3,66,64,2,1452.0
11:38.0, ,66-64,K. Middleton misses 2-pt jump shot from 10 ft,,3,66,64,2,1462.0
11:36.0,Defensive rebound by B. Adebayo,66-64, ,,3,66,64,2,1464.0
11:27.0,G. Vincent makes 3-pt jump shot from 26 ft (assist by P. Tucker),69-64, ,,3,69,64,5,1473.0
11:13.0, ,69-64,G. Antetokounmpo misses 3-pt jump shot from 24 ft,,3,69,64,5,1487.0
11:10.0,Defensive rebound by G. Vincent,69-64, ,,3,69,64,5,1490.0
11:00.0,B. Adebayo makes 2-pt layup from 3 ft (assist by G. Vincent),71-64, ,,3,71,64,7,1500.0
10:47.0, ,71-66,J. Holiday makes 2-pt jump shot from 14 ft,,3,71,66,5,1513.0
10:32.0,G. Vincent makes 3-pt jump shot from 27 ft (assist by P. Tucker),74-66, ,,3,74,66,8,1528.0
10:22.0, ,74-66,J. Holiday misses 3-pt jump shot from 27 ft,,3,74,66,8,1538.0
10:19.0,Defensive rebound by P. Tucker,74-66, ,,3,74,66,8,1541.0
10:10.0,G. Vincent makes 3-pt jump shot from 28 ft (assist by J. Butler),77-66, ,,3,77,66,11,1550.0
10:09.0, ,77-66,Milwaukee full timeout,,3,77,66,11,1551.0
9:58.0, ,77-66,K. Middleton misses 2-pt layup from 11 ft,,3,77,66,11,1562.0
9:55.0, ,77-66,Offensive rebound by G. Antetokounmpo,,3,77,66,11,1565.0
9:54.0, ,77-66,Turnover by G. Antetokounmpo (lost ball; steal by G. Vincent),,3,77,66,11,1566.0
9:39.0,G. Vincent misses 3-pt jump shot from 29 ft,77-66, ,,3,77,66,11,1581.0
9:36.0, ,77-66,Defensive rebound by G. Antetokounmpo,,3,77,66,11,1584.0
9:28.0, ,77-66,G. Antetokounmpo misses 2-pt jump shot from 19 ft,,3,77,66,11,1592.0
9:25.0,Defensive rebound by B. Adebayo,77-66, ,,3,77,66,11,1595.0
9:23.0,B. Adebayo misses 2-pt layup from 7 ft (block by B. Portis),77-66, ,,3,77,66,11,1597.0
9:22.0, ,77-66,Defensive rebound by B. Portis,,3,77,66,11,1598.0
9:17.0, ,77-68,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by J. Holiday),,3,77,68,9,1603.0
9:17.0, ,77-68,Shooting foul by D. Robinson (drawn by G. Antetokounmpo),,3,77,68,9,1603.0
9:17.0, ,77-69,G. Antetokounmpo makes free throw 1 of 1,,3,77,69,8,1603.0
8:59.0,J. Butler misses 3-pt jump shot from 27 ft,77-69, ,,3,77,69,8,1621.0
8:55.0, ,77-69,Defensive rebound by K. Middleton,,3,77,69,8,1625.0
8:48.0, ,77-69,Shooting foul by P. Tucker (drawn by G. Antetokounmpo),,3,77,69,8,1632.0
8:48.0,Violation by Team (delay of game),77-69, ,,3,77,69,8,1632.0
8:48.0, ,77-69,G. Antetokounmpo misses free throw 1 of 2,,3,77,69,8,1632.0
8:48.0, ,77-69,Offensive rebound by Team,,3,77,69,8,1632.0
8:48.0, ,77-69,G. Antetokounmpo misses free throw 2 of 2,,3,77,69,8,1632.0
8:44.0,Defensive rebound by B. Adebayo,77-69, ,,3,77,69,8,1636.0
8:35.0,J. Butler misses 2-pt layup from 4 ft (block by G. Antetokounmpo),77-69, ,,3,77,69,8,1645.0
8:31.0, ,77-69,Defensive rebound by G. Allen,,3,77,69,8,1649.0
8:23.0, ,77-71,G. Allen makes 2-pt layup from 2 ft (assist by J. Holiday),,3,77,71,6,1657.0
8:09.0,D. Robinson misses 3-pt jump shot from 23 ft,77-71, ,,3,77,71,6,1671.0
8:06.0, ,77-71,Defensive rebound by G. Antetokounmpo,,3,77,71,6,1674.0
8:00.0, ,77-71,B. Portis misses 3-pt jump shot from 27 ft,,3,77,71,6,1680.0
7:57.0,Defensive rebound by G. Vincent,77-71, ,,3,77,71,6,1683.0
7:50.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by G. Vincent),79-71, ,,3,79,71,8,1690.0
7:34.0, ,79-73,B. Portis makes 2-pt jump shot from 4 ft (assist by G. Antetokounmpo),,3,79,73,6,1706.0
7:19.0,G. Vincent misses 3-pt jump shot from 27 ft,79-73, ,,3,79,73,6,1721.0
7:17.0, ,79-73,Defensive rebound by J. Holiday,,3,79,73,6,1723.0
7:14.0, ,79-73,Shooting foul by G. Vincent (drawn by J. Holiday),,3,79,73,6,1726.0
7:14.0, ,79-74,J. Holiday makes free throw 1 of 2,,3,79,74,5,1726.0
7:14.0, ,79-74,W. Matthews enters the game for G. Antetokounmpo,,3,79,74,5,1726.0
7:14.0, ,79-75,J. Holiday makes free throw 2 of 2,,3,79,75,4,1726.0
7:01.0,Turnover by G. Vincent (lost ball; steal by K. Middleton),79-75, ,,3,79,75,4,1739.0
6:56.0, ,79-77,G. Allen makes 2-pt dunk from 2 ft (assist by K. Middleton),,3,79,77,2,1744.0
6:56.0,Miami full timeout,79-77, ,,3,79,77,2,1744.0
6:56.0,D. Dedmon enters the game for B. Adebayo,79-77, ,,3,79,77,2,1744.0
6:56.0,T. Herro enters the game for G. Vincent,79-77, ,,3,79,77,2,1744.0
6:56.0, ,79-77,G. Antetokounmpo enters the game for G. Allen,,3,79,77,2,1744.0
