Time,Milwaukee,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
8:52.0,J. Holiday makes 2-pt layup from 2 ft (assist by K. Middleton),2-7, ,,1,7,2,5,188.0
8:32.0, ,2-9,P. Tucker makes 2-pt jump shot from 9 ft (assist by K. Lowry),,1,9,2,7,208.0
8:24.0,Shooting foul by D. Robinson (drawn by K. Middleton),2-9, ,,1,9,2,7,216.0
8:24.0,K. Middleton makes free throw 1 of 2,3-9, ,,1,9,3,6,216.0
8:24.0,K. Middleton makes free throw 2 of 2,4-9, ,,1,9,4,5,216.0
8:13.0, ,4-9,D. Robinson misses 3-pt jump shot from 25 ft,,1,9,4,5,227.0
8:09.0,Defensive rebound by B. Portis,4-9, ,,1,9,4,5,231.0
8:05.0,G. Allen makes 3-pt jump shot from 27 ft,7-9, ,,1,9,7,2,235.0
7:49.0, ,7-11,C. Martin makes 2-pt layup from 3 ft (assist by K. Lowry),,1,11,7,4,251.0
7:44.0,Offensive foul by G. Antetokounmpo (drawn by P. Tucker),7-11, ,,1,11,7,4,256.0
7:44.0,Turnover by G. Antetokounmpo (offensive foul),7-11, ,,1,11,7,4,256.0
7:21.0, ,7-14,D. Robinson makes 3-pt jump shot from 26 ft (assist by K. Lowry),,1,14,7,7,279.0
7:19.0,Milwaukee full timeout,7-14, ,,1,14,7,7,281.0
7:19.0,P. Connaughton enters the game for G. Antetokounmpo,7-14, ,,1,14,7,7,281.0
7:01.0,B. Portis misses 3-pt jump shot from 26 ft,7-14, ,,1,14,7,7,299.0
6:57.0, ,7-14,Defensive rebound by D. Dedmon,,1,14,7,7,303.0
6:49.0, ,7-14,C. Martin misses 3-pt jump shot from 26 ft,,1,14,7,7,311.0
6:47.0, ,7-14,Offensive rebound by K. Lowry,,1,14,7,7,313.0
6:45.0, ,7-16,K. Lowry makes 2-pt layup from 2 ft,,1,16,7,9,315.0
6:34.0,B. Portis makes 3-pt jump shot from 23 ft (assist by K. Middleton),10-16, ,,1,16,10,6,326.0
6:17.0, ,10-16,Turnover by D. Robinson (traveling),,1,16,10,6,343.0
6:17.0,R. Hood enters the game for G. Allen,10-16, ,,1,16,10,6,343.0
6:17.0, ,10-16,T. Herro enters the game for P. Tucker,,1,16,10,6,343.0
6:04.0,Personal foul by D. Dedmon (drawn by B. Portis),10-16, ,,1,16,10,6,356.0
6:04.0,D. Cousins enters the game for B. Portis,10-16, ,,1,16,10,6,356.0
6:04.0, ,10-16,O. Yurtseven enters the game for D. Dedmon,,1,16,10,6,356.0
5:50.0,J. Holiday makes 2-pt jump shot from 19 ft,12-16, ,,1,16,12,4,370.0
5:49.0, ,12-16,K. Lowry misses 3-pt jump shot from 26 ft,,1,16,12,4,371.0
5:46.0,Defensive rebound by D. Cousins,12-16, ,,1,16,12,4,374.0
5:41.0,K. Middleton misses 3-pt jump shot from 25 ft,12-16, ,,1,16,12,4,379.0
5:39.0, ,12-16,Defensive rebound by C. Martin,,1,16,12,4,381.0
5:28.0, ,12-19,C. Martin makes 3-pt jump shot from 23 ft (assist by T. Herro),,1,19,12,7,392.0
5:09.0,P. Connaughton misses 3-pt jump shot from 26 ft,12-19, ,,1,19,12,7,411.0
5:09.0,Offensive rebound by K. Middleton,12-19, ,,1,19,12,7,411.0
5:09.0,Personal foul by K. Lowry (drawn by K. Middleton),12-19, ,,1,19,12,7,411.0
5:02.0,J. Holiday makes 2-pt jump shot from 13 ft,14-19, ,,1,19,14,5,418.0
4:46.0, ,14-19,Offensive foul by O. Yurtseven (drawn by R. Hood),,1,19,14,5,434.0
4:46.0, ,14-19,Turnover by O. Yurtseven (offensive foul),,1,19,14,5,434.0
4:46.0,J. Smart enters the game for K. Middleton,14-19, ,,1,19,14,5,434.0
4:46.0,Violation by Team (delay of game),14-19, ,,1,19,14,5,434.0
4:28.0,J. Smart makes 3-pt jump shot from 25 ft (assist by D. Cousins),17-19, ,,1,19,17,2,452.0
4:11.0, ,17-19,Turnover by K. Lowry (step out of bounds),,1,19,17,2,469.0
3:53.0,Turnover by D. Cousins (bad pass; steal by T. Herro),17-19, ,,1,19,17,2,487.0
3:39.0, ,17-19,Turnover by T. Herro (bad pass; steal by D. Cousins),,1,19,17,2,501.0
3:19.0,D. Cousins misses 3-pt jump shot from 26 ft,17-19, ,,1,19,17,2,521.0
3:17.0, ,17-19,Defensive rebound by Team,,1,19,17,2,523.0
3:17.0,Loose ball foul by J. Smart (drawn by K. Lowry),17-19, ,,1,19,17,2,523.0
3:17.0, ,17-19,Miami full timeout,,1,19,17,2,523.0
3:17.0,G. Antetokounmpo enters the game for J. Holiday,17-19, ,,1,19,17,2,523.0
3:17.0, ,17-19,P. Tucker enters the game for C. Martin,,1,19,17,2,523.0
3:17.0, ,17-19,G. Vincent enters the game for D. Robinson,,1,19,17,2,523.0
3:03.0, ,17-19,Turnover by O. Yurtseven (lost ball; steal by R. Hood),,1,19,17,2,537.0
3:00.0,Shooting foul by O. Yurtseven (drawn by J. Smart),17-19, ,,1,19,17,2,540.0
3:00.0,J. Smart makes free throw 1 of 2,18-19, ,,1,19,18,1,540.0
3:00.0,J. Smart makes free throw 2 of 2,19-19, ,Tie,1,19,19,0,540.0
2:41.0, ,19-21,O. Yurtseven makes 2-pt layup from 4 ft (assist by K. Lowry),,1,21,19,2,559.0
2:24.0,G. Antetokounmpo misses 2-pt jump shot from 17 ft,19-21, ,,1,21,19,2,576.0
2:24.0,Offensive rebound by R. Hood,19-21, ,,1,21,19,2,576.0
2:24.0,R. Hood makes 2-pt jump shot from 5 ft,21-21, ,Tie,1,21,21,0,576.0
2:24.0,Shooting foul by G. Vincent (drawn by R. Hood),21-21, ,,1,21,21,0,576.0
2:24.0,R. Hood makes free throw 1 of 1,22-21, ,Lead change,1,21,22,-1,576.0
2:05.0, ,22-21,Turnover by K. Lowry (traveling),,1,21,22,-1,595.0
2:05.0,G. Allen enters the game for D. Cousins,22-21, ,,1,21,22,-1,595.0
2:05.0,W. Matthews enters the game for R. Hood,22-21, ,,1,21,22,-1,595.0
2:05.0, ,22-21,M. Strus enters the game for K. Lowry,,1,21,22,-1,595.0
1:48.0,Turnover by G. Antetokounmpo (bad pass; steal by G. Vincent),22-21, ,,1,21,22,-1,612.0
1:48.0, ,22-21,K. Okpala enters the game for O. Yurtseven,,1,21,22,-1,612.0
1:41.0,Jump ball: M. Strus vs. J. Smart (G. Vincent gains possession),22-21,,,1,21,22,-1,619.0
1:30.0, ,22-21,P. Tucker misses 3-pt jump shot from 25 ft,,1,21,22,-1,630.0
1:24.0,Defensive rebound by J. Smart,22-21, ,,1,21,22,-1,636.0
1:18.0,G. Antetokounmpo misses 2-pt jump shot from 11 ft,22-21, ,,1,21,22,-1,642.0
1:13.0, ,22-21,Defensive rebound by P. Tucker,,1,21,22,-1,647.0
1:09.0, ,22-24,T. Herro makes 3-pt jump shot from 28 ft (assist by G. Vincent),Lead change,1,24,22,2,651.0
1:01.0,J. Smart misses 3-pt jump shot from 28 ft,22-24, ,,1,24,22,2,659.0
1:01.0, ,22-24,Defensive rebound by K. Okpala,,1,24,22,2,659.0
0:48.0, ,22-24,Offensive foul by P. Tucker (drawn by W. Matthews),,1,24,22,2,672.0
0:48.0, ,22-24,Turnover by P. Tucker (offensive foul),,1,24,22,2,672.0
0:32.0,J. Smart misses 3-pt jump shot from 23 ft (block by G. Vincent),22-24, ,,1,24,22,2,688.0
0:26.0,Offensive rebound by J. Smart,22-24, ,,1,24,22,2,694.0
0:25.0,W. Matthews makes 2-pt layup from 2 ft (assist by J. Smart),24-24, ,Tie,1,24,24,0,695.0
0:04.0, ,24-24,Turnover by T. Herro (lost ball; steal by J. Smart),,1,24,24,0,716.0
0:00.0,Shooting foul by G. Vincent (drawn by G. Antetokounmpo),24-24, ,,1,24,24,0,720.0
0:00.0,G. Antetokounmpo makes free throw 1 of 2,25-24, ,Lead change,1,24,25,-1,720.0
0:00.0,G. Antetokounmpo makes free throw 2 of 2,26-24, ,,1,24,26,-2,720.0
0:00.0,End of 1st quarter,26-24,,,1,24,26,-2,720.0
12:00.0,Start of 2nd quarter,26-24,,,2,24,26,-2,720.0
11:49.0, ,26-24,Shooting foul by W. Matthews (drawn by T. Herro),,2,24,26,-2,731.0
11:49.0, ,26-25,T. Herro makes free throw 1 of 2,,2,25,26,-1,731.0
11:49.0, ,26-26,T. Herro makes free throw 2 of 2,Tie,2,26,26,0,731.0
11:29.0,J. Smart misses 3-pt jump shot from 25 ft,26-26, ,,2,26,26,0,751.0
11:25.0, ,26-26,Defensive rebound by P. Tucker,,2,26,26,0,755.0
11:19.0, ,26-28,T. Herro makes 2-pt jump shot from 20 ft (assist by G. Vincent),Lead change,2,28,26,2,761.0
11:07.0,G. Allen misses 3-pt jump shot from 24 ft,26-28, ,,2,28,26,2,773.0
11:07.0, ,26-28,Defensive rebound by Team,,2,28,26,2,773.0
11:07.0,Loose ball foul by B. Portis (drawn by P. Tucker),26-28, ,,2,28,26,2,773.0
10:52.0, ,26-28,P. Tucker misses 2-pt jump shot from 8 ft,,2,28,26,2,788.0
10:49.0,Defensive rebound by B. Portis,26-28, ,,2,28,26,2,791.0
10:32.0,W. Matthews misses 2-pt jump shot from 10 ft (block by T. Herro),26-28, ,,2,28,26,2,808.0
10:32.0,Offensive rebound by Team,26-28, ,,2,28,26,2,808.0
10:29.0,Turnover by Team (shot clock),26-28, ,,2,28,26,2,811.0
10:11.0, ,26-28,Turnover by T. Herro (bad pass),,2,28,26,2,829.0
9:57.0,G. Allen misses 2-pt layup from 2 ft (block by K. Okpala),26-28, ,,2,28,26,2,843.0
9:57.0,Offensive rebound by Team,26-28, ,,2,28,26,2,843.0
9:55.0,Shooting foul by K. Okpala (drawn by G. Antetokounmpo),26-28, ,,2,28,26,2,845.0
9:55.0,G. Antetokounmpo misses free throw 1 of 2,26-28, ,,2,28,26,2,845.0
9:55.0,Offensive rebound by Team,26-28, ,,2,28,26,2,845.0
9:55.0,K. Middleton enters the game for G. Allen,26-28, ,,2,28,26,2,845.0
9:55.0,G. Antetokounmpo makes free throw 2 of 2,27-28, ,,2,28,27,1,845.0
9:43.0, ,27-28,T. Herro misses 3-pt jump shot from 25 ft,,2,28,27,1,857.0
9:39.0,Defensive rebound by J. Smart,27-28, ,,2,28,27,1,861.0
9:32.0,Personal foul by P. Tucker (drawn by K. Middleton),27-28, ,,2,28,27,1,868.0
9:32.0,P. Connaughton enters the game for W. Matthews,27-28, ,,2,28,27,1,868.0
9:32.0, ,27-28,K. Lowry enters the game for G. Vincent,,2,28,27,1,868.0
9:29.0,P. Connaughton misses 2-pt jump shot from 19 ft,27-28, ,,2,28,27,1,871.0
9:26.0, ,27-28,Defensive rebound by T. Herro,,2,28,27,1,874.0
9:17.0, ,27-28,T. Herro misses 3-pt jump shot from 25 ft,,2,28,27,1,883.0
9:12.0,Defensive rebound by J. Smart,27-28, ,,2,28,27,1,888.0
9:07.0,B. Portis makes 2-pt jump shot from 9 ft (assist by J. Smart),29-28, ,Lead change,2,28,29,-1,893.0
9:07.0,Shooting foul by K. Lowry (drawn by B. Portis),29-28, ,,2,28,29,-1,893.0
9:07.0,J. Holiday enters the game for G. Antetokounmpo,29-28, ,,2,28,29,-1,893.0
9:07.0,B. Portis makes free throw 1 of 1,30-28, ,,2,28,30,-2,893.0
8:51.0, ,30-30,K. Okpala makes 2-pt dunk from 1 ft (assist by K. Lowry),Tie,2,30,30,0,909.0
8:27.0,J. Smart misses 2-pt jump shot from 10 ft,30-30, ,,2,30,30,0,933.0
8:23.0, ,30-30,Defensive rebound by K. Okpala,,2,30,30,0,937.0
8:18.0, ,30-32,T. Herro makes 2-pt layup from 1 ft (assist by P. Tucker),Lead change,2,32,30,2,942.0
8:18.0,Milwaukee full timeout,30-32, ,,2,32,30,2,942.0
8:18.0,D. Cousins enters the game for J. Smart,30-32, ,,2,32,30,2,942.0
8:18.0, ,30-32,D. Dedmon enters the game for M. Strus,,2,32,30,2,942.0
8:18.0, ,30-32,C. Martin enters the game for P. Tucker,,2,32,30,2,942.0
8:03.0,P. Connaughton misses 3-pt jump shot from 27 ft,30-32, ,,2,32,30,2,957.0
8:02.0, ,30-32,Defensive rebound by Team,,2,32,30,2,958.0
7:53.0, ,30-32,Turnover by K. Lowry (lost ball; steal by B. Portis),,2,32,30,2,967.0
7:49.0,B. Portis misses 2-pt dunk from 2 ft,30-32, ,,2,32,30,2,971.0
7:48.0,Offensive rebound by B. Portis,30-32, ,,2,32,30,2,972.0
7:48.0,B. Portis makes 2-pt layup from 2 ft,32-32, ,Tie,2,32,32,0,972.0
7:48.0,Shooting foul by C. Martin (drawn by B. Portis),32-32, ,,2,32,32,0,972.0
7:48.0,B. Portis misses free throw 1 of 1,32-32, ,,2,32,32,0,972.0
7:38.0,Offensive rebound by D. Cousins,32-32, ,,2,32,32,0,982.0
7:33.0,P. Connaughton misses 3-pt jump shot from 24 ft,32-32, ,,2,32,32,0,987.0
7:28.0, ,32-32,Defensive rebound by D. Dedmon,,2,32,32,0,992.0
7:21.0, ,32-32,Turnover by T. Herro (bad pass),,2,32,32,0,999.0
7:10.0,K. Middleton misses 2-pt jump shot from 17 ft,32-32, ,,2,32,32,0,1010.0
7:05.0, ,32-32,Defensive rebound by D. Dedmon,,2,32,32,0,1015.0
6:56.0, ,32-32,T. Herro misses 2-pt layup from 2 ft (block by J. Holiday),,2,32,32,0,1024.0
6:56.0, ,32-32,Offensive rebound by D. Dedmon,,2,32,32,0,1024.0
6:56.0, ,32-32,D. Dedmon misses 2-pt jump shot from 2 ft,,2,32,32,0,1024.0
6:56.0,Defensive rebound by D. Cousins,32-32, ,,2,32,32,0,1024.0
6:52.0,B. Portis misses 2-pt jump shot from 3 ft (block by C. Martin),32-32, ,,2,32,32,0,1028.0
6:52.0, ,32-32,Defensive rebound by C. Martin,,2,32,32,0,1028.0
6:38.0, ,32-32,Turnover by K. Okpala (lost ball; steal by B. Portis),,2,32,32,0,1042.0
6:31.0,Offensive foul by D. Cousins (drawn by D. Dedmon),32-32, ,,2,32,32,0,1049.0
6:31.0,Turnover by D. Cousins (offensive foul),32-32, ,,2,32,32,0,1049.0
6:12.0, ,32-32,K. Lowry misses 3-pt jump shot from 25 ft,,2,32,32,0,1068.0
6:10.0,Defensive rebound by D. Cousins,32-32, ,,2,32,32,0,1070.0
6:02.0,B. Portis makes 2-pt jump shot from 12 ft,34-32, ,Lead change,2,32,34,-2,1078.0
5:49.0, ,34-32,T. Herro misses 2-pt dunk from 1 ft (block by B. Portis),,2,32,34,-2,1091.0
5:49.0,Defensive rebound by K. Middleton,34-32, ,,2,32,34,-2,1091.0
5:40.0,D. Cousins misses 3-pt jump shot from 26 ft,34-32, ,,2,32,34,-2,1100.0
5:40.0, ,34-32,Defensive rebound by C. Martin,,2,32,34,-2,1100.0
5:29.0, ,34-35,C. Martin makes 3-pt jump shot from 27 ft (assist by K. Lowry),Lead change,2,35,34,1,1111.0
5:12.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by J. Holiday),37-35, ,Lead change,2,35,37,-2,1128.0
4:52.0, ,37-38,C. Martin makes 3-pt jump shot from 24 ft (assist by K. Lowry),Lead change,2,38,37,1,1148.0
4:36.0,Turnover by J. Holiday (traveling),37-38, ,,2,38,37,1,1164.0
4:36.0,G. Antetokounmpo enters the game for D. Cousins,37-38, ,,2,38,37,1,1164.0
4:36.0, ,37-38,P. Tucker enters the game for K. Okpala,,2,38,37,1,1164.0
4:21.0, ,37-38,Turnover by D. Dedmon (lost ball; steal by P. Connaughton),,2,38,37,1,1179.0
4:10.0,J. Holiday makes 3-pt jump shot from 26 ft,40-38, ,Lead change,2,38,40,-2,1190.0
4:02.0, ,40-38,Turnover by K. Lowry (bad pass; steal by P. Connaughton),,2,38,40,-2,1198.0
3:46.0,K. Middleton misses 3-pt jump shot from 23 ft,40-38, ,,2,38,40,-2,1214.0
3:41.0, ,40-38,Defensive rebound by D. Dedmon,,2,38,40,-2,1219.0
3:38.0, ,40-38,Personal foul by K. Middleton (drawn by K. Lowry),,2,38,40,-2,1222.0
3:38.0, ,40-38,Miami full timeout,,2,38,40,-2,1222.0
3:38.0,G. Allen enters the game for K. Middleton,40-38, ,,2,38,40,-2,1222.0
3:38.0,R. Hood enters the game for B. Portis,40-38, ,,2,38,40,-2,1222.0
3:38.0, ,40-38,D. Robinson enters the game for D. Dedmon,,2,38,40,-2,1222.0
3:30.0, ,40-38,T. Herro misses 2-pt jump shot from 21 ft,,2,38,40,-2,1230.0
3:26.0,Defensive rebound by J. Holiday,40-38, ,,2,38,40,-2,1234.0
3:15.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by G. Allen),42-38, ,,2,38,42,-4,1245.0
3:00.0, ,42-38,Turnover by T. Herro (lost ball; steal by G. Antetokounmpo),,2,38,42,-4,1260.0
2:50.0,P. Connaughton makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),45-38, ,,2,38,45,-7,1270.0
2:32.0, ,45-38,Turnover by K. Lowry (bad pass; steal by J. Holiday),,2,38,45,-7,1288.0
2:28.0,Turnover by J. Holiday (bad pass; steal by P. Tucker),45-38, ,,2,38,45,-7,1292.0
2:23.0, ,45-38,T. Herro misses 3-pt jump shot from 24 ft,,2,38,45,-7,1297.0
2:18.0, ,45-38,Offensive rebound by C. Martin,,2,38,45,-7,1302.0
2:16.0, ,45-38,Turnover by T. Herro (bad pass; steal by R. Hood),,2,38,45,-7,1304.0
1:58.0,J. Holiday makes 2-pt jump shot from 6 ft,47-38, ,,2,38,47,-9,1322.0
1:42.0, ,47-38,K. Lowry misses 2-pt jump shot from 18 ft,,2,38,47,-9,1338.0
1:37.0,Defensive rebound by G. Allen,47-38, ,,2,38,47,-9,1343.0
1:29.0,Shooting foul by P. Tucker (drawn by G. Antetokounmpo),47-38, ,,2,38,47,-9,1351.0
1:29.0,G. Antetokounmpo makes free throw 1 of 2,48-38, ,,2,38,48,-10,1351.0
1:29.0,K. Middleton enters the game for J. Holiday,48-38, ,,2,38,48,-10,1351.0
1:29.0, ,48-38,K. Okpala enters the game for T. Herro,,2,38,48,-10,1351.0
1:29.0, ,48-38,G. Vincent enters the game for P. Tucker,,2,38,48,-10,1351.0
1:29.0,G. Antetokounmpo makes free throw 2 of 2,49-38, ,,2,38,49,-11,1351.0
1:12.0, ,49-41,C. Martin makes 3-pt jump shot from 26 ft,,2,41,49,-8,1368.0
0:55.0,G. Antetokounmpo misses 2-pt layup from 2 ft,49-41, ,,2,41,49,-8,1385.0
0:52.0, ,49-41,Defensive rebound by G. Vincent,,2,41,49,-8,1388.0
0:47.0, ,49-41,K. Lowry misses 3-pt jump shot from 28 ft,,2,41,49,-8,1393.0
0:41.0,Defensive rebound by P. Connaughton,49-41, ,,2,41,49,-8,1399.0
0:30.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),51-41, ,,2,41,51,-10,1410.0
0:08.0, ,51-44,K. Okpala makes 3-pt jump shot from 24 ft (assist by K. Lowry),,2,44,51,-7,1432.0
0:01.0,Turnover by K. Middleton (bad pass; steal by K. Okpala),51-44, ,,2,44,51,-7,1439.0
0:00.0,End of 2nd quarter,51-44,,,2,44,51,-7,1440.0
12:00.0,Start of 3rd quarter,51-44,,,3,44,51,-7,1440.0
11:35.0, ,51-47,C. Martin makes 3-pt jump shot from 26 ft (assist by K. Lowry),,3,47,51,-4,1465.0
11:22.0,G. Antetokounmpo misses 2-pt dunk from 2 ft,51-47, ,,3,47,51,-4,1478.0
11:16.0,Offensive rebound by K. Middleton,51-47, ,,3,47,51,-4,1484.0
11:16.0,K. Middleton makes 2-pt layup at rim,53-47, ,,3,47,53,-6,1484.0
11:13.0, ,53-47,C. Martin misses 3-pt jump shot from 26 ft,,3,47,53,-6,1487.0
11:10.0,Defensive rebound by G. Antetokounmpo,53-47, ,,3,47,53,-6,1490.0
11:04.0,Turnover by B. Portis (bad pass),53-47, ,,3,47,53,-6,1496.0
10:56.0, ,53-47,Personal foul by B. Portis (drawn by D. Robinson),,3,47,53,-6,1504.0
10:56.0, ,53-47,Offensive foul by C. Martin (drawn by B. Portis),,3,47,53,-6,1504.0
10:56.0, ,53-47,Turnover by C. Martin (offensive foul),,3,47,53,-6,1504.0
10:33.0,G. Allen makes 2-pt jump shot from 10 ft (assist by J. Holiday),55-47, ,,3,47,55,-8,1527.0
10:22.0, ,55-47,D. Robinson misses 2-pt layup from 3 ft (block by G. Antetokounmpo),,3,47,55,-8,1538.0
10:18.0,Defensive rebound by J. Holiday,55-47, ,,3,47,55,-8,1542.0
10:15.0,G. Allen misses 3-pt jump shot from 24 ft,55-47, ,,3,47,55,-8,1545.0
10:12.0, ,55-47,Defensive rebound by C. Martin,,3,47,55,-8,1548.0
10:05.0, ,55-47,K. Lowry misses 3-pt jump shot from 29 ft,,3,47,55,-8,1555.0
10:00.0, ,55-47,Offensive rebound by C. Martin,,3,47,55,-8,1560.0
9:54.0, ,55-47,K. Lowry misses 3-pt jump shot from 28 ft,,3,47,55,-8,1566.0
9:49.0,Defensive rebound by B. Portis,55-47, ,,3,47,55,-8,1571.0
9:41.0,K. Middleton misses 2-pt jump shot from 9 ft,55-47, ,,3,47,55,-8,1579.0
9:38.0, ,55-47,Defensive rebound by D. Dedmon,,3,47,55,-8,1582.0
9:36.0, ,55-47,Shooting foul by B. Portis (drawn by C. Martin),,3,47,55,-8,1584.0
9:36.0, ,55-48,C. Martin makes free throw 1 of 2,,3,48,55,-7,1584.0
9:36.0, ,55-49,C. Martin makes free throw 2 of 2,,3,49,55,-6,1584.0
9:28.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by J. Holiday),57-49, ,,3,49,57,-8,1592.0
9:28.0,Shooting foul by C. Martin (drawn by G. Antetokounmpo),57-49, ,,3,49,57,-8,1592.0
9:28.0,P. Connaughton enters the game for B. Portis,57-49, ,,3,49,57,-8,1592.0
9:28.0, ,57-49,K. Okpala enters the game for D. Dedmon,,3,49,57,-8,1592.0
9:28.0,G. Antetokounmpo misses free throw 1 of 1,57-49, ,,3,49,57,-8,1592.0
9:25.0, ,57-49,Defensive rebound by K. Okpala,,3,49,57,-8,1595.0
9:08.0, ,57-52,P. Tucker makes 3-pt jump shot from 23 ft (assist by C. Martin),,3,52,57,-5,1612.0
8:51.0,K. Middleton misses 2-pt jump shot from 7 ft,57-52, ,,3,52,57,-5,1629.0
8:46.0, ,57-52,Defensive rebound by D. Robinson,,3,52,57,-5,1634.0
8:38.0, ,57-54,C. Martin makes 2-pt dunk from 1 ft,,3,54,57,-3,1642.0
8:21.0,Shooting foul by D. Robinson (drawn by P. Connaughton),57-54, ,,3,54,57,-3,1659.0
8:21.0,P. Connaughton makes free throw 1 of 2,58-54, ,,3,54,58,-4,1659.0
8:21.0,P. Connaughton misses free throw 2 of 2,58-54, ,,3,54,58,-4,1659.0
8:19.0, ,58-54,Defensive rebound by K. Okpala,,3,54,58,-4,1661.0
8:04.0, ,58-56,P. Tucker makes 2-pt hook shot from 6 ft (assist by C. Martin),,3,56,58,-2,1676.0
7:56.0,Offensive foul by K. Middleton (drawn by K. Lowry),58-56, ,,3,56,58,-2,1684.0
7:56.0,Turnover by K. Middleton (offensive foul),58-56, ,,3,56,58,-2,1684.0
7:42.0, ,58-56,D. Robinson misses 3-pt jump shot from 26 ft,,3,56,58,-2,1698.0
7:39.0,Defensive rebound by G. Antetokounmpo,58-56, ,,3,56,58,-2,1701.0
7:28.0,G. Allen makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),61-56, ,,3,56,61,-5,1712.0
7:10.0, ,61-59,K. Lowry makes 3-pt jump shot from 27 ft (assist by P. Tucker),,3,59,61,-2,1730.0
7:02.0,Milwaukee full timeout,61-59, ,,3,59,61,-2,1738.0
7:02.0,D. Cousins enters the game for G. Antetokounmpo,61-59, ,,3,59,61,-2,1738.0
7:02.0, ,61-59,T. Herro enters the game for P. Tucker,,3,59,61,-2,1738.0
6:53.0,J. Holiday misses 2-pt jump shot from 18 ft,61-59, ,,3,59,61,-2,1747.0
6:50.0, ,61-59,Defensive rebound by K. Okpala,,3,59,61,-2,1750.0
6:35.0, ,61-59,K. Lowry misses 3-pt jump shot from 29 ft,,3,59,61,-2,1765.0
6:31.0,Defensive rebound by G. Allen,61-59, ,,3,59,61,-2,1769.0
6:26.0,G. Allen misses 3-pt jump shot from 28 ft,61-59, ,,3,59,61,-2,1774.0
6:24.0, ,61-59,Defensive rebound by T. Herro,,3,59,61,-2,1776.0
6:14.0, ,61-61,K. Lowry makes 2-pt layup from 1 ft (assist by T. Herro),Tie,3,61,61,0,1786.0
6:00.0,J. Holiday makes 2-pt hook shot from 5 ft,63-61, ,,3,61,63,-2,1800.0
5:33.0, ,63-63,K. Okpala makes 2-pt jump shot from 4 ft,Tie,3,63,63,0,1827.0
