Time,Miami,Score,New York,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
0:51.0,B. Adebayo misses 2-pt layup from 3 ft,62-52, ,,2,62,52,10,1389.0
0:49.0, ,62-52,Defensive rebound by J. Sims,,2,62,52,10,1391.0
0:46.0, ,62-52,Turnover by J. Randle (bad pass; steal by M. Strus),,2,62,52,10,1394.0
0:43.0,B. Adebayo makes 2-pt layup from 2 ft (assist by P. Tucker),64-52, ,,2,64,52,12,1397.0
0:43.0,Shooting foul by R. Barrett (drawn by B. Adebayo),64-52, ,,2,64,52,12,1397.0
0:43.0,C. Martin enters the game for P. Tucker,64-52, ,,2,64,52,12,1397.0
0:43.0,B. Adebayo makes free throw 1 of 1,65-52, ,,2,65,52,13,1397.0
0:30.0, ,65-52,R. Barrett misses 2-pt layup from 1 ft,,2,65,52,13,1410.0
0:28.0, ,65-52,Offensive rebound by J. Randle,,2,65,52,13,1412.0
0:21.0, ,65-52,M. McBride misses 3-pt jump shot from 25 ft,,2,65,52,13,1419.0
0:17.0, ,65-52,Offensive rebound by E. Fournier,,2,65,52,13,1423.0
0:05.0, ,65-55,R. Barrett makes 3-pt jump shot from 26 ft,,2,65,55,10,1435.0
0:00.0,B. Adebayo misses 3-pt jump shot from 26 ft,65-55, ,,2,65,55,10,1440.0
0:00.0,Offensive rebound by Team,65-55, ,,2,65,55,10,1440.0
0:00.0,End of 2nd quarter,65-55,,,2,65,55,10,1440.0
12:00.0,Start of 3rd quarter,65-55,,,3,65,55,10,1440.0
11:36.0, ,65-57,R. Barrett makes 2-pt layup from 1 ft,,3,65,57,8,1464.0
11:08.0,Turnover by Team (shot clock),65-57, ,,3,65,57,8,1492.0
10:56.0, ,65-60,A. Burks makes 3-pt jump shot from 25 ft (assist by J. Randle),,3,65,60,5,1504.0
10:30.0,J. Butler makes 2-pt layup from 1 ft (assist by K. Lowry),67-60, ,,3,67,60,7,1530.0
10:05.0, ,67-60,Shooting foul by J. Butler (drawn by R. Barrett),,3,67,60,7,1555.0
10:05.0, ,67-61,R. Barrett makes free throw 1 of 2,,3,67,61,6,1555.0
10:05.0, ,67-61,R. Barrett misses free throw 2 of 2,,3,67,61,6,1555.0
10:03.0,Defensive rebound by D. Robinson,67-61, ,,3,67,61,6,1557.0
9:42.0,K. Lowry makes 2-pt layup from 1 ft (assist by P. Tucker),69-61, ,,3,69,61,8,1578.0
9:31.0, ,69-64,E. Fournier makes 3-pt jump shot from 26 ft (assist by J. Randle),,3,69,64,5,1589.0
9:07.0,D. Robinson misses 3-pt jump shot from 23 ft,69-64, ,,3,69,64,5,1613.0
9:03.0, ,69-64,Defensive rebound by A. Burks,,3,69,64,5,1617.0
8:51.0, ,69-64,E. Fournier misses 2-pt jump shot from 4 ft,,3,69,64,5,1629.0
8:50.0,Defensive rebound by D. Robinson,69-64, ,,3,69,64,5,1630.0
8:41.0,Shooting foul by R. Barrett (drawn by J. Butler),69-64, ,,3,69,64,5,1639.0
8:41.0,J. Butler misses free throw 1 of 2,69-64, ,,3,69,64,5,1639.0
8:41.0,Offensive rebound by Team,69-64, ,,3,69,64,5,1639.0
8:41.0,J. Butler misses free throw 2 of 2,69-64, ,,3,69,64,5,1639.0
8:39.0, ,69-64,Defensive rebound by J. Randle,,3,69,64,5,1641.0
8:24.0, ,69-67,E. Fournier makes 3-pt jump shot from 25 ft (assist by R. Barrett),,3,69,67,2,1656.0
8:04.0,J. Butler makes 2-pt jump shot from 11 ft,71-67, ,,3,71,67,4,1676.0
7:43.0, ,71-67,J. Randle misses 2-pt layup from 1 ft,,3,71,67,4,1697.0
7:41.0,Defensive rebound by K. Lowry,71-67, ,,3,71,67,4,1699.0
7:40.0,Personal take foul by E. Fournier (drawn by J. Butler),71-67, ,,3,71,67,4,1700.0
7:25.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by B. Adebayo),74-67, ,,3,74,67,7,1715.0
7:12.0, ,74-67,E. Fournier misses 3-pt jump shot from 24 ft,,3,74,67,7,1728.0
7:10.0,Defensive rebound by K. Lowry,74-67, ,,3,74,67,7,1730.0
7:05.0,D. Robinson misses 3-pt jump shot from 25 ft,74-67, ,,3,74,67,7,1735.0
7:02.0, ,74-67,Defensive rebound by R. Barrett,,3,74,67,7,1738.0
7:00.0, ,74-67,Shooting foul by D. Robinson (drawn by R. Barrett),,3,74,67,7,1740.0
7:00.0,Miami full timeout,74-67, ,,3,74,67,7,1740.0
7:00.0,Instant Replay (Challenge: Ruling Stands),74-67, ,,3,74,67,7,1740.0
7:00.0, ,74-68,R. Barrett makes free throw 1 of 2,,3,74,68,6,1740.0
7:00.0, ,74-69,R. Barrett makes free throw 2 of 2,,3,74,69,5,1740.0
6:46.0,Shooting foul by R. Barrett (drawn by J. Butler),74-69, ,,3,74,69,5,1754.0
6:46.0,J. Butler makes free throw 1 of 2,75-69, ,,3,75,69,6,1754.0
6:46.0,J. Butler makes free throw 2 of 2,76-69, ,,3,76,69,7,1754.0
6:24.0, ,76-69,J. Randle misses 3-pt jump shot from 25 ft,,3,76,69,7,1776.0
6:20.0,Defensive rebound by B. Adebayo,76-69, ,,3,76,69,7,1780.0
6:05.0,K. Lowry misses 2-pt jump shot from 21 ft,76-69, ,,3,76,69,7,1795.0
6:02.0, ,76-69,Defensive rebound by R. Barrett,,3,76,69,7,1798.0
5:56.0, ,76-71,R. Barrett makes 2-pt layup from 2 ft,,3,76,71,5,1804.0
5:33.0,B. Adebayo misses 2-pt layup from 2 ft,76-71, ,,3,76,71,5,1827.0
