Time,Golden State,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:19.0, ,10-18,D. Robinson misses 3-pt jump shot from 24 ft,,1,18,10,8,401.0
5:16.0,Defensive rebound by J. Poole,10-18, ,,1,18,10,8,404.0
5:01.0,J. Kuminga makes 2-pt layup from 2 ft (assist by D. Lee),12-18, ,,1,18,12,6,419.0
4:46.0, ,12-21,D. Robinson makes 3-pt jump shot from 26 ft (assist by K. Lowry),,1,21,12,9,434.0
4:33.0,D. Lee misses 3-pt jump shot from 23 ft,12-21, ,,1,21,12,9,447.0
4:28.0, ,12-21,Defensive rebound by P. Tucker,,1,21,12,9,452.0
4:24.0, ,12-23,J. Butler makes 2-pt hook shot from 2 ft (assist by K. Lowry),,1,23,12,11,456.0
4:24.0,Golden State full timeout,12-23, ,,1,23,12,11,456.0
4:24.0,N. Bjelica enters the game for K. Looney,12-23, ,,1,23,12,11,456.0
4:24.0, ,12-23,M. Strus enters the game for K. Lowry,,1,23,12,11,456.0
4:04.0,J. Poole makes 2-pt jump shot from 20 ft,14-23, ,,1,23,14,9,476.0
3:35.0, ,14-23,M. Morris misses 2-pt jump shot from 16 ft,,1,23,14,9,505.0
3:33.0,Defensive rebound by D. Lee,14-23, ,,1,23,14,9,507.0
3:27.0,J. Poole makes 3-pt jump shot from 27 ft,17-23, ,,1,23,17,6,513.0
3:06.0, ,17-23,J. Butler misses 2-pt layup from 2 ft,,1,23,17,6,534.0
3:03.0,Defensive rebound by N. Bjelica,17-23, ,,1,23,17,6,537.0
2:57.0,J. Poole makes 2-pt layup from 1 ft (assist by N. Bjelica),19-23, ,,1,23,19,4,543.0
2:41.0, ,19-23,D. Robinson misses 3-pt jump shot from 26 ft,,1,23,19,4,559.0
2:41.0,Defensive rebound by D. Lee,19-23, ,,1,23,19,4,559.0
2:32.0,J. Poole misses 3-pt jump shot from 28 ft,19-23, ,,1,23,19,4,568.0
2:27.0,Offensive rebound by D. Lee,19-23, ,,1,23,19,4,573.0
2:26.0,J. Poole misses 2-pt jump shot from 8 ft,19-23, ,,1,23,19,4,574.0
2:26.0, ,19-23,Defensive rebound by Team,,1,23,19,4,574.0
2:26.0,Loose ball foul by N. Bjelica (drawn by M. Morris),19-23, ,,1,23,19,4,574.0
2:26.0, ,19-23,V. Oladipo enters the game for D. Robinson,,1,23,19,4,574.0
2:17.0, ,19-23,Turnover by M. Strus (bad pass; steal by G. Payton),,1,23,19,4,583.0
2:13.0,G. Payton makes 2-pt layup from 1 ft,21-23, ,,1,23,21,2,587.0
1:47.0, ,21-23,M. Morris misses 2-pt jump shot from 9 ft,,1,23,21,2,613.0
1:44.0,Defensive rebound by N. Bjelica,21-23, ,,1,23,21,2,616.0
1:43.0,Shooting foul by V. Oladipo (drawn by J. Kuminga),21-23, ,,1,23,21,2,617.0
1:43.0,J. Kuminga misses free throw 1 of 2,21-23, ,,1,23,21,2,617.0
1:43.0,Offensive rebound by Team,21-23, ,,1,23,21,2,617.0
1:43.0,C. Chiozza enters the game for D. Lee,21-23, ,,1,23,21,2,617.0
1:43.0,A. Wiggins enters the game for J. Poole,21-23, ,,1,23,21,2,617.0
1:43.0,J. Kuminga misses free throw 2 of 2,21-23, ,,1,23,21,2,617.0
1:40.0, ,21-23,Defensive rebound by M. Morris,,1,23,21,2,620.0
1:21.0, ,21-23,J. Butler misses 2-pt jump shot from 8 ft,,1,23,21,2,639.0
1:18.0,Defensive rebound by J. Kuminga,21-23, ,,1,23,21,2,642.0
1:08.0,Turnover by N. Bjelica (bad pass; steal by V. Oladipo),21-23, ,,1,23,21,2,652.0
1:08.0,D. Lee enters the game for J. Kuminga,21-23, ,,1,23,21,2,652.0
1:08.0, ,21-23,B. Adebayo enters the game for M. Morris,,1,23,21,2,652.0
1:08.0, ,21-23,C. Martin enters the game for P. Tucker,,1,23,21,2,652.0
0:47.0, ,21-23,M. Strus misses 3-pt jump shot from 27 ft,,1,23,21,2,673.0
0:44.0,Defensive rebound by D. Lee,21-23, ,,1,23,21,2,676.0
0:29.0,A. Wiggins misses 2-pt jump shot from 12 ft,21-23, ,,1,23,21,2,691.0
0:29.0,Offensive rebound by Team,21-23, ,,1,23,21,2,691.0
0:29.0, ,21-23,Loose ball foul by C. Martin (drawn by N. Bjelica),,1,23,21,2,691.0
0:29.0,N. Bjelica makes free throw 1 of 2,22-23, ,,1,23,22,1,691.0
0:29.0, ,22-23,K. Lowry enters the game for J. Butler,,1,23,22,1,691.0
0:29.0,N. Bjelica makes free throw 2 of 2,23-23, ,Tie,1,23,23,0,691.0
0:05.0, ,23-23,Turnover by Team (shot clock),,1,23,23,0,715.0
0:05.0,J. Poole enters the game for G. Payton,23-23, ,,1,23,23,0,715.0
0:02.0,J. Poole misses 3-pt jump shot from 34 ft,23-23, ,,1,23,23,0,718.0
0:00.0,Offensive rebound by Team,23-23, ,,1,23,23,0,720.0
0:00.0,End of 1st quarter,23-23,,,1,23,23,0,720.0
12:00.0,Start of 2nd quarter,23-23,,,2,23,23,0,720.0
11:40.0,Turnover by N. Bjelica (bad pass; steal by C. Martin),23-23, ,,2,23,23,0,740.0
11:38.0, ,23-23,Personal foul by G. Payton (drawn by C. Martin),,2,23,23,0,742.0
11:26.0, ,23-23,M. Strus misses 3-pt jump shot from 26 ft,,2,23,23,0,754.0
11:22.0,Defensive rebound by G. Payton,23-23, ,,2,23,23,0,758.0
11:13.0,Shooting foul by B. Adebayo (drawn by N. Bjelica),23-23, ,,2,23,23,0,767.0
11:13.0,N. Bjelica makes free throw 1 of 2,24-23, ,Lead change,2,23,24,-1,767.0
11:13.0,N. Bjelica makes free throw 2 of 2,25-23, ,,2,23,25,-2,767.0
10:56.0, ,25-23,V. Oladipo misses 2-pt layup from 2 ft,,2,23,25,-2,784.0
10:55.0, ,25-23,Offensive rebound by B. Adebayo,,2,23,25,-2,785.0
10:53.0, ,25-25,B. Adebayo makes 2-pt layup from 4 ft,Tie,2,25,25,0,787.0
10:44.0,N. Bjelica makes 2-pt layup from 1 ft (assist by D. Lee),27-25, ,,2,25,27,-2,796.0
10:40.0, ,27-25,Personal foul by N. Bjelica (drawn by K. Lowry),,2,25,27,-2,800.0
10:27.0, ,27-25,B. Adebayo misses 2-pt layup from 2 ft,,2,25,27,-2,813.0
10:23.0,Defensive rebound by G. Payton,27-25, ,,2,25,27,-2,817.0
10:13.0,D. Lee makes 2-pt layup from 3 ft (assist by C. Chiozza),29-25, ,,2,25,29,-4,827.0
10:13.0,Shooting foul by C. Martin (drawn by D. Lee),29-25, ,,2,25,29,-4,827.0
10:13.0,D. Lee makes free throw 1 of 1,30-25, ,,2,25,30,-5,827.0
9:53.0, ,30-28,K. Lowry makes 3-pt jump shot from 27 ft,,2,28,30,-2,847.0
9:30.0,C. Chiozza misses 3-pt jump shot from 27 ft,30-28, ,,2,28,30,-2,870.0
9:28.0, ,30-28,Defensive rebound by B. Adebayo,,2,28,30,-2,872.0
9:22.0, ,30-30,V. Oladipo makes 2-pt layup from 2 ft,Tie,2,30,30,0,878.0
9:06.0,D. Lee misses 3-pt jump shot from 23 ft,30-30, ,,2,30,30,0,894.0
9:04.0, ,30-30,Defensive rebound by B. Adebayo,,2,30,30,0,896.0
8:55.0, ,30-30,V. Oladipo misses 3-pt jump shot from 26 ft,,2,30,30,0,905.0
8:55.0,Defensive rebound by N. Bjelica,30-30, ,,2,30,30,0,905.0
8:45.0,A. Wiggins misses 3-pt jump shot from 26 ft,30-30, ,,2,30,30,0,915.0
8:40.0, ,30-30,Defensive rebound by C. Martin,,2,30,30,0,920.0
8:37.0, ,30-30,Personal foul by A. Wiggins (drawn by B. Adebayo),,2,30,30,0,923.0
8:37.0,M. Moody enters the game for D. Lee,30-30, ,,2,30,30,0,923.0
8:32.0, ,30-30,Shooting foul by N. Bjelica (drawn by B. Adebayo),,2,30,30,0,928.0
8:32.0, ,30-30,B. Adebayo misses free throw 1 of 2,,2,30,30,0,928.0
8:32.0, ,30-30,Offensive rebound by Team,,2,30,30,0,928.0
8:32.0, ,30-31,B. Adebayo makes free throw 2 of 2,Lead change,2,31,30,1,928.0
8:23.0,Golden State full timeout,30-31, ,,2,31,30,1,937.0
8:23.0,J. Kuminga enters the game for C. Chiozza,30-31, ,,2,31,30,1,937.0
8:23.0,J. Poole enters the game for A. Wiggins,30-31, ,,2,31,30,1,937.0
8:10.0,Personal foul by C. Martin (drawn by J. Poole),30-31, ,,2,31,30,1,950.0
8:10.0, ,30-31,P. Tucker enters the game for C. Martin,,2,31,30,1,950.0
8:02.0,G. Payton misses 3-pt jump shot from 24 ft,30-31, ,,2,31,30,1,958.0
8:02.0,Offensive rebound by Team,30-31, ,,2,31,30,1,958.0
8:02.0, ,30-31,Loose ball foul by K. Lowry (drawn by N. Bjelica),,2,31,30,1,958.0
7:54.0,M. Moody misses 2-pt layup from 2 ft,30-31, ,,2,31,30,1,966.0
7:52.0, ,30-31,Defensive rebound by P. Tucker,,2,31,30,1,968.0
7:47.0, ,30-31,Turnover by V. Oladipo (bad pass),,2,31,30,1,973.0
7:35.0,M. Moody misses 3-pt jump shot from 25 ft,30-31, ,,2,31,30,1,985.0
7:32.0, ,30-31,Defensive rebound by V. Oladipo,,2,31,30,1,988.0
7:26.0, ,30-31,M. Strus misses 3-pt jump shot from 26 ft,,2,31,30,1,994.0
7:22.0, ,30-31,Offensive rebound by V. Oladipo,,2,31,30,1,998.0
7:13.0, ,30-31,V. Oladipo misses 3-pt jump shot from 24 ft,,2,31,30,1,1007.0
7:10.0,Defensive rebound by J. Kuminga,30-31, ,,2,31,30,1,1010.0
7:04.0,J. Kuminga makes 2-pt layup from 1 ft,32-31, ,Lead change,2,31,32,-1,1016.0
6:51.0, ,32-31,B. Adebayo misses 2-pt layup from 1 ft,,2,31,32,-1,1029.0
6:49.0,Defensive rebound by N. Bjelica,32-31, ,,2,31,32,-1,1031.0
6:36.0,J. Kuminga makes 2-pt dunk from 1 ft (assist by N. Bjelica),34-31, ,,2,31,34,-3,1044.0
6:36.0, ,34-31,Miami full timeout,,2,31,34,-3,1044.0
6:36.0,D. Lee enters the game for N. Bjelica,34-31, ,,2,31,34,-3,1044.0
6:36.0,K. Looney enters the game for G. Payton,34-31, ,,2,31,34,-3,1044.0
6:36.0, ,34-31,J. Butler enters the game for B. Adebayo,,2,31,34,-3,1044.0
6:36.0, ,34-31,D. Dedmon enters the game for K. Lowry,,2,31,34,-3,1044.0
6:36.0, ,34-31,D. Robinson enters the game for M. Strus,,2,31,34,-3,1044.0
6:16.0, ,34-31,P. Tucker misses 2-pt hook shot from 4 ft,,2,31,34,-3,1064.0
6:12.0,Defensive rebound by K. Looney,34-31, ,,2,31,34,-3,1068.0
6:06.0,J. Kuminga misses 2-pt layup from 1 ft (block by D. Robinson),34-31, ,,2,31,34,-3,1074.0
6:05.0, ,34-31,Defensive rebound by D. Robinson,,2,31,34,-3,1075.0
6:04.0, ,34-31,Turnover by D. Robinson (lost ball; steal by K. Looney),,2,31,34,-3,1076.0
6:03.0,Personal foul by D. Dedmon (drawn by J. Kuminga),34-31, ,,2,31,34,-3,1077.0
6:03.0,J. Kuminga makes free throw 1 of 2,35-31, ,,2,31,35,-4,1077.0
6:03.0,J. Kuminga misses free throw 2 of 2,35-31, ,,2,31,35,-4,1077.0
5:59.0, ,35-31,Defensive rebound by P. Tucker,,2,31,35,-4,1081.0
5:44.0, ,35-33,V. Oladipo makes 2-pt jump shot from 11 ft,,2,33,35,-2,1096.0
5:24.0,Turnover by J. Poole (bad pass; steal by P. Tucker),35-33, ,,2,33,35,-2,1116.0
5:19.0, ,35-35,J. Butler makes 2-pt layup from 2 ft (assist by P. Tucker),Tie,2,35,35,0,1121.0
5:05.0,D. Lee makes 3-pt jump shot from 26 ft (assist by J. Poole),38-35, ,,2,35,38,-3,1135.0
4:50.0, ,38-35,V. Oladipo misses 2-pt jump shot from 20 ft,,2,35,38,-3,1150.0
4:47.0,Defensive rebound by K. Looney,38-35, ,,2,35,38,-3,1153.0
4:35.0,J. Poole misses 3-pt jump shot from 29 ft,38-35, ,,2,35,38,-3,1165.0
4:31.0, ,38-35,Defensive rebound by D. Dedmon,,2,35,38,-3,1169.0
4:28.0, ,38-35,Shooting foul by J. Kuminga (drawn by J. Butler),,2,35,38,-3,1172.0
4:28.0, ,38-35,J. Butler misses free throw 1 of 2,,2,35,38,-3,1172.0
4:28.0, ,38-35,Offensive rebound by Team,,2,35,38,-3,1172.0
4:28.0,A. Wiggins enters the game for M. Moody,38-35, ,,2,35,38,-3,1172.0
4:28.0, ,38-36,J. Butler makes free throw 2 of 2,,2,36,38,-2,1172.0
4:09.0,Turnover by J. Kuminga (lost ball; steal by P. Tucker),38-36, ,,2,36,38,-2,1191.0
4:09.0, ,38-36,K. Lowry enters the game for V. Oladipo,,2,36,38,-2,1191.0
4:01.0, ,38-36,D. Robinson misses 3-pt jump shot from 26 ft,,2,36,38,-2,1199.0
3:57.0,Defensive rebound by A. Wiggins,38-36, ,,2,36,38,-2,1203.0
3:48.0,Shooting foul by D. Dedmon (drawn by J. Kuminga),38-36, ,,2,36,38,-2,1212.0
3:48.0,J. Kuminga misses free throw 1 of 2,38-36, ,,2,36,38,-2,1212.0
3:48.0,Offensive rebound by Team,38-36, ,,2,36,38,-2,1212.0
3:48.0,J. Kuminga makes free throw 2 of 2,39-36, ,,2,36,39,-3,1212.0
3:25.0, ,39-36,J. Butler misses 2-pt jump shot from 5 ft,,2,36,39,-3,1235.0
3:23.0,Defensive rebound by K. Looney,39-36, ,,2,36,39,-3,1237.0
3:11.0,J. Kuminga makes 2-pt jump shot from 13 ft,41-36, ,,2,36,41,-5,1249.0
3:02.0, ,41-39,K. Lowry makes 3-pt jump shot from 29 ft (assist by D. Robinson),,2,39,41,-2,1258.0
2:40.0,J. Kuminga misses 3-pt jump shot from 24 ft,41-39, ,,2,39,41,-2,1280.0
2:36.0,Offensive rebound by K. Looney,41-39, ,,2,39,41,-2,1284.0
2:34.0,D. Lee makes 2-pt jump shot from 12 ft (assist by K. Looney),43-39, ,,2,39,43,-4,1286.0
2:20.0, ,43-42,D. Dedmon makes 3-pt jump shot from 23 ft (assist by K. Lowry),,2,42,43,-1,1300.0
2:04.0,Turnover by A. Wiggins (lost ball; steal by J. Butler),43-42, ,,2,42,43,-1,1316.0
2:02.0, ,43-44,J. Butler makes 2-pt dunk from 2 ft (assist by P. Tucker),Lead change,2,44,43,1,1318.0
2:01.0,Golden State full timeout,43-44, ,,2,44,43,1,1319.0
2:01.0, ,43-44,B. Adebayo enters the game for D. Dedmon,,2,44,43,1,1319.0
1:51.0,Shooting foul by D. Robinson (drawn by D. Lee),43-44, ,,2,44,43,1,1329.0
1:51.0,D. Lee makes free throw 1 of 2,44-44, ,Tie,2,44,44,0,1329.0
1:51.0,D. Lee makes free throw 2 of 2,45-44, ,Lead change,2,44,45,-1,1329.0
1:28.0, ,45-44,P. Tucker misses 3-pt jump shot from 24 ft,,2,44,45,-1,1352.0
1:26.0,Defensive rebound by K. Looney,45-44, ,,2,44,45,-1,1354.0
1:18.0,J. Poole makes 3-pt jump shot from 23 ft,48-44, ,,2,44,48,-4,1362.0
1:01.0, ,48-44,Shooting foul by K. Looney (drawn by B. Adebayo),,2,44,48,-4,1379.0
1:01.0, ,48-45,B. Adebayo makes free throw 1 of 2,,2,45,48,-3,1379.0
1:01.0, ,48-46,B. Adebayo makes free throw 2 of 2,,2,46,48,-2,1379.0
0:36.0,D. Lee misses 2-pt jump shot from 18 ft,48-46, ,,2,46,48,-2,1404.0
0:34.0,Offensive rebound by J. Poole,48-46, ,,2,46,48,-2,1406.0
0:31.0,Shooting foul by K. Lowry (drawn by D. Lee),48-46, ,,2,46,48,-2,1409.0
0:31.0,D. Lee makes free throw 1 of 2,49-46, ,,2,46,49,-3,1409.0
0:31.0,G. Payton enters the game for J. Kuminga,49-46, ,,2,46,49,-3,1409.0
0:31.0,D. Lee makes free throw 2 of 2,50-46, ,,2,46,50,-4,1409.0
0:11.0, ,50-48,K. Lowry makes 2-pt jump shot from 7 ft (assist by B. Adebayo),,2,48,50,-2,1429.0
0:04.0,Turnover by J. Poole (bad pass; steal by K. Lowry),50-48, ,,2,48,50,-2,1436.0
0:01.0, ,50-50,K. Lowry makes 2-pt layup from 1 ft (assist by B. Adebayo),Tie,2,50,50,0,1439.0
0:00.0,End of 2nd quarter,50-50,,,2,50,50,0,1440.0
12:00.0,Start of 3rd quarter,50-50,,,3,50,50,0,1440.0
11:43.0,J. Kuminga makes 2-pt jump shot from 12 ft,52-50, ,,3,50,52,-2,1457.0
11:28.0, ,52-50,D. Robinson misses 2-pt layup from 3 ft,,3,50,52,-2,1472.0
11:28.0, ,52-50,Offensive rebound by Team,,3,50,52,-2,1472.0
11:28.0,Loose ball foul by J. Kuminga (drawn by J. Butler),52-50, ,,3,50,52,-2,1472.0
11:20.0, ,52-50,D. Robinson misses 3-pt jump shot from 32 ft,,3,50,52,-2,1480.0
11:16.0,Defensive rebound by J. Poole,52-50, ,,3,50,52,-2,1484.0
11:11.0,A. Wiggins makes 3-pt jump shot from 26 ft (assist by J. Poole),55-50, ,,3,50,55,-5,1489.0
10:52.0, ,55-50,B. Adebayo misses 2-pt jump shot from 18 ft,,3,50,55,-5,1508.0
10:48.0,Defensive rebound by A. Wiggins,55-50, ,,3,50,55,-5,1512.0
10:40.0,A. Wiggins makes 2-pt jump shot from 10 ft,57-50, ,,3,50,57,-7,1520.0
10:25.0, ,57-50,Turnover by B. Adebayo (bad pass),,3,50,57,-7,1535.0
10:15.0,J. Poole misses 3-pt jump shot from 27 ft,57-50, ,,3,50,57,-7,1545.0
10:12.0, ,57-50,Defensive rebound by P. Tucker,,3,50,57,-7,1548.0
10:07.0, ,57-50,K. Lowry misses 3-pt jump shot from 24 ft,,3,50,57,-7,1553.0
10:04.0,Defensive rebound by J. Poole,57-50, ,,3,50,57,-7,1556.0
9:41.0,J. Kuminga misses 2-pt jump shot from 14 ft,57-50, ,,3,50,57,-7,1579.0
9:39.0,Offensive rebound by K. Looney,57-50, ,,3,50,57,-7,1581.0
9:31.0,A. Wiggins makes 3-pt jump shot from 26 ft (assist by J. Poole),60-50, ,,3,50,60,-10,1589.0
9:05.0, ,60-50,J. Butler misses 2-pt jump shot from 13 ft,,3,50,60,-10,1615.0
9:01.0,Defensive rebound by K. Looney,60-50, ,,3,50,60,-10,1619.0
8:59.0,Personal foul by K. Lowry (drawn by J. Poole),60-50, ,,3,50,60,-10,1621.0
8:41.0,J. Poole makes 3-pt jump shot from 31 ft,63-50, ,,3,50,63,-13,1639.0
8:39.0, ,63-50,Miami full timeout,,3,50,63,-13,1641.0
8:16.0, ,63-50,Turnover by B. Adebayo (bad pass; steal by A. Wiggins),,3,50,63,-13,1664.0
8:11.0,J. Poole makes 3-pt jump shot from 35 ft (assist by A. Wiggins),66-50, ,,3,50,66,-16,1669.0
7:48.0, ,66-50,B. Adebayo misses 2-pt jump shot from 9 ft,,3,50,66,-16,1692.0
7:45.0,Defensive rebound by K. Looney,66-50, ,,3,50,66,-16,1695.0
7:37.0,J. Poole makes 3-pt jump shot from 30 ft (assist by J. Kuminga),69-50, ,,3,50,69,-19,1703.0
7:30.0, ,69-50,J. Butler misses 2-pt layup from 2 ft,,3,50,69,-19,1710.0
7:30.0, ,69-50,Offensive rebound by Team,,3,50,69,-19,1710.0
7:30.0,Loose ball foul by J. Kuminga (drawn by B. Adebayo),69-50, ,,3,50,69,-19,1710.0
7:30.0,G. Payton enters the game for J. Kuminga,69-50, ,,3,50,69,-19,1710.0
7:15.0, ,69-50,Personal foul by G. Payton (drawn by K. Lowry),,3,50,69,-19,1725.0
7:03.0, ,69-50,B. Adebayo misses 2-pt hook shot from 10 ft,,3,50,69,-19,1737.0
6:57.0, ,69-50,Offensive rebound by J. Butler,,3,50,69,-19,1743.0
6:55.0, ,69-52,P. Tucker makes 2-pt jump shot from 1 ft (assist by J. Butler),,3,52,69,-17,1745.0
6:47.0,A. Wiggins misses 3-pt jump shot from 25 ft,69-52, ,,3,52,69,-17,1753.0
6:47.0, ,69-52,Defensive rebound by D. Robinson,,3,52,69,-17,1753.0
6:44.0, ,69-54,B. Adebayo makes 2-pt dunk from 2 ft (assist by K. Lowry),,3,54,69,-15,1756.0
6:42.0,Golden State full timeout,69-54, ,,3,54,69,-15,1758.0
6:25.0,A. Wiggins makes 2-pt hook shot from 6 ft,71-54, ,,3,54,71,-17,1775.0
6:03.0, ,71-56,P. Tucker makes 2-pt hook shot from 7 ft (assist by D. Robinson),,3,56,71,-15,1797.0
5:51.0,J. Poole misses 3-pt jump shot from 27 ft,71-56, ,,3,56,71,-15,1809.0
5:47.0, ,71-56,Defensive rebound by K. Lowry,,3,56,71,-15,1813.0
5:42.0, ,71-59,K. Lowry makes 3-pt jump shot from 26 ft (assist by D. Robinson),,3,59,71,-12,1818.0
5:14.0,K. Looney makes 2-pt jump shot from 16 ft (assist by M. Moody),73-59, ,,3,59,73,-14,1846.0
5:02.0, ,73-61,B. Adebayo makes 2-pt jump shot from 7 ft,,3,61,73,-12,1858.0
4:53.0,M. Moody misses 2-pt jump shot from 22 ft,73-61, ,,3,61,73,-12,1867.0
4:50.0, ,73-61,Defensive rebound by B. Adebayo,,3,61,73,-12,1870.0
4:41.0, ,73-64,D. Robinson makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,3,64,73,-9,1879.0
4:19.0,A. Wiggins misses 2-pt jump shot from 19 ft,73-64, ,,3,64,73,-9,1901.0
4:17.0,Offensive rebound by G. Payton,73-64, ,,3,64,73,-9,1903.0
4:16.0,A. Wiggins makes 2-pt layup from 2 ft (assist by G. Payton),75-64, ,,3,64,75,-11,1904.0
4:14.0, ,75-64,Personal take foul by G. Payton (drawn by K. Lowry),,3,64,75,-11,1906.0
4:14.0,N. Bjelica enters the game for K. Looney,75-64, ,,3,64,75,-11,1906.0
4:14.0,D. Lee enters the game for M. Moody,75-64, ,,3,64,75,-11,1906.0
4:14.0,J. Toscano-Anderson enters the game for A. Wiggins,75-64, ,,3,64,75,-11,1906.0
3:58.0,Violation by Team (kicked ball),75-64, ,,3,64,75,-11,1922.0
3:47.0, ,75-66,B. Adebayo makes 2-pt dunk from 2 ft (assist by P. Tucker),,3,66,75,-9,1933.0
3:26.0,Offensive foul by D. Lee (drawn by D. Robinson),75-66, ,,3,66,75,-9,1954.0
