Time,Philadelphia,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
1:32.0,G. Niang makes 2-pt layup from 1 ft,63-68, ,,3,68,63,5,2068.0
1:06.0, ,63-68,J. Butler misses 2-pt jump shot from 13 ft,,3,68,63,5,2094.0
1:04.0,Defensive rebound by J. Embiid,63-68, ,,3,68,63,5,2096.0
1:03.0,Turnover by J. Embiid (lost ball; steal by J. Butler),63-68, ,,3,68,63,5,2097.0
0:59.0, ,63-68,Personal foul by S. Milton (drawn by C. Martin),,3,68,63,5,2101.0
0:59.0, ,63-69,C. Martin makes free throw 1 of 2,,3,69,63,6,2101.0
0:59.0, ,63-69,G. Vincent enters the game for J. Butler,,3,69,63,6,2101.0
0:59.0, ,63-70,C. Martin makes free throw 2 of 2,,3,70,63,7,2101.0
0:38.0,D. Green makes 3-pt jump shot from 26 ft (assist by G. Niang),66-70, ,,3,70,66,4,2122.0
0:26.0, ,66-70,T. Herro misses 2-pt jump shot from 13 ft (block by S. Milton),,3,70,66,4,2134.0
0:26.0,Defensive rebound by Team,66-70, ,,3,70,66,4,2134.0
0:07.0,Personal foul by G. Vincent (drawn by J. Embiid),66-70, ,,3,70,66,4,2153.0
0:07.0,J. Embiid makes free throw 1 of 2,67-70, ,,3,70,67,3,2153.0
0:07.0,T. Maxey enters the game for D. Green,67-70, ,,3,70,67,3,2153.0
0:07.0,M. Thybulle enters the game for G. Niang,67-70, ,,3,70,67,3,2153.0
0:07.0,J. Embiid makes free throw 2 of 2,68-70, ,,3,70,68,2,2153.0
0:00.0, ,68-73,G. Vincent makes 3-pt jump shot from 27 ft,,3,73,68,5,2160.0
0:00.0,End of 3rd quarter,68-73,,,3,73,68,5,2160.0
12:00.0,Start of 4th quarter,68-73,,,4,73,68,5,2160.0
11:38.0,D. Green misses 3-pt jump shot from 23 ft,68-73, ,,4,73,68,5,2182.0
11:36.0, ,68-73,Defensive rebound by Team,,4,73,68,5,2184.0
11:26.0, ,68-73,Personal foul by S. Milton (drawn by G. Vincent),,4,73,68,5,2194.0
11:16.0, ,68-73,T. Herro misses 2-pt jump shot from 17 ft,,4,73,68,5,2204.0
11:13.0,Defensive rebound by T. Harris,68-73, ,,4,73,68,5,2207.0
11:03.0,P. Millsap misses 3-pt jump shot from 26 ft,68-73, ,,4,73,68,5,2217.0
11:02.0, ,68-73,Defensive rebound by Team,,4,73,68,5,2218.0
10:47.0, ,68-73,G. Vincent misses 3-pt jump shot from 26 ft,,4,73,68,5,2233.0
10:44.0, ,68-73,Offensive rebound by M. Strus,,4,73,68,5,2236.0
10:44.0, ,68-73,Personal foul by D. Green (drawn by C. Martin),,4,73,68,5,2236.0
10:37.0, ,68-76,M. Strus makes 3-pt jump shot from 27 ft (assist by T. Herro),,4,76,68,8,2243.0
10:19.0,T. Harris misses 2-pt jump shot from 10 ft,68-76, ,,4,76,68,8,2261.0
10:19.0,Offensive rebound by T. Harris,68-76, ,,4,76,68,8,2261.0
10:19.0,T. Harris makes 2-pt layup from 3 ft,70-76, ,,4,76,70,6,2261.0
10:19.0,Shooting foul by D. Dedmon (drawn by T. Harris),70-76, ,,4,76,70,6,2261.0
10:19.0,T. Harris makes free throw 1 of 1,71-76, ,,4,76,71,5,2261.0
10:07.0, ,71-78,C. Martin makes 2-pt layup from 2 ft (assist by M. Strus),,4,78,71,7,2273.0
9:53.0,D. Green misses 3-pt jump shot from 23 ft,71-78, ,,4,78,71,7,2287.0
9:49.0,Offensive rebound by T. Harris,71-78, ,,4,78,71,7,2291.0
9:46.0,G. Niang makes 3-pt jump shot from 25 ft (assist by T. Harris),74-78, ,,4,78,74,4,2294.0
9:36.0, ,74-78,Personal foul by S. Milton (drawn by G. Vincent),,4,78,74,4,2304.0
9:36.0,Philadelphia full timeout,74-78, ,,4,78,74,4,2304.0
9:36.0,T. Maxey enters the game for P. Millsap,74-78, ,,4,78,74,4,2304.0
9:21.0, ,74-78,Turnover by T. Herro (bad pass; steal by D. Green),,4,78,74,4,2319.0
9:16.0,T. Maxey misses 2-pt layup from 1 ft,74-78, ,,4,78,74,4,2324.0
9:14.0, ,74-78,Defensive rebound by M. Strus,,4,78,74,4,2326.0
8:57.0, ,74-80,T. Herro makes 2-pt layup from 5 ft,,4,80,74,6,2343.0
8:35.0,T. Harris misses 2-pt jump shot from 13 ft,74-80, ,,4,80,74,6,2365.0
8:33.0, ,74-80,Defensive rebound by M. Strus,,4,80,74,6,2367.0
8:25.0, ,74-82,T. Herro makes 2-pt jump shot from 21 ft,,4,82,74,8,2375.0
8:10.0,S. Milton misses 3-pt jump shot from 24 ft,74-82, ,,4,82,74,8,2390.0
8:08.0, ,74-82,Defensive rebound by T. Herro,,4,82,74,8,2392.0
8:08.0,J. Embiid enters the game for D. Green,74-82, ,,4,82,74,8,2392.0
8:08.0,M. Thybulle enters the game for G. Niang,74-82, ,,4,82,74,8,2392.0
7:46.0, ,74-82,T. Herro misses 2-pt jump shot from 17 ft,,4,82,74,8,2414.0
7:41.0,Defensive rebound by T. Harris,74-82, ,,4,82,74,8,2419.0
7:37.0,Shooting foul by D. Dedmon (drawn by J. Embiid),74-82, ,,4,82,74,8,2423.0
7:37.0,J. Embiid makes free throw 1 of 2,75-82, ,,4,82,75,7,2423.0
7:37.0, ,75-82,B. Adebayo enters the game for D. Dedmon,,4,82,75,7,2423.0
7:37.0,J. Embiid makes free throw 2 of 2,76-82, ,,4,82,76,6,2423.0
7:22.0, ,76-85,G. Vincent makes 3-pt jump shot from 28 ft (assist by T. Herro),,4,85,76,9,2438.0
7:00.0,Shooting foul by B. Adebayo (drawn by J. Embiid),76-85, ,,4,85,76,9,2460.0
7:00.0,J. Embiid makes free throw 1 of 2,77-85, ,,4,85,77,8,2460.0
7:00.0,J. Embiid makes free throw 2 of 2,78-85, ,,4,85,78,7,2460.0
6:42.0, ,78-87,B. Adebayo makes 2-pt dunk from 1 ft (assist by T. Herro),,4,87,78,9,2478.0
6:21.0,J. Embiid misses 3-pt jump shot from 26 ft,78-87, ,,4,87,78,9,2499.0
6:18.0, ,78-87,Defensive rebound by B. Adebayo,,4,87,78,9,2502.0
6:09.0, ,78-87,Turnover by T. Herro (bad pass),,4,87,78,9,2511.0
6:09.0, ,78-87,J. Butler enters the game for G. Vincent,,4,87,78,9,2511.0
5:49.0,J. Embiid misses 3-pt jump shot from 26 ft,78-87, ,,4,87,78,9,2531.0
5:47.0, ,78-87,Defensive rebound by B. Adebayo,,4,87,78,9,2533.0
5:23.0, ,78-87,T. Herro misses 2-pt jump shot from 14 ft,,4,87,78,9,2557.0
5:21.0,Defensive rebound by J. Embiid,78-87, ,,4,87,78,9,2559.0
5:10.0,T. Harris makes 2-pt jump shot from 8 ft,80-87, ,,4,87,80,7,2570.0
5:10.0, ,80-87,Miami full timeout,,4,87,80,7,2570.0
5:10.0,D. Green enters the game for S. Milton,80-87, ,,4,87,80,7,2570.0
5:10.0,G. Niang enters the game for M. Thybulle,80-87, ,,4,87,80,7,2570.0
4:44.0, ,80-87,B. Adebayo misses 2-pt jump shot from 15 ft,,4,87,80,7,2596.0
4:41.0,Defensive rebound by D. Green,80-87, ,,4,87,80,7,2599.0
4:26.0,T. Harris misses 3-pt jump shot from 25 ft,80-87, ,,4,87,80,7,2614.0
4:23.0, ,80-87,Defensive rebound by M. Strus,,4,87,80,7,2617.0
4:07.0, ,80-87,J. Butler misses 2-pt jump shot from 10 ft,,4,87,80,7,2633.0
4:03.0,Defensive rebound by G. Niang,80-87, ,,4,87,80,7,2637.0
3:58.0,Turnover by T. Maxey (bad pass; steal by C. Martin),80-87, ,,4,87,80,7,2642.0
3:54.0, ,80-89,C. Martin makes 2-pt dunk from 1 ft,,4,89,80,9,2646.0
3:43.0,G. Niang misses 3-pt jump shot from 26 ft,80-89, ,,4,89,80,9,2657.0
3:41.0, ,80-89,Defensive rebound by B. Adebayo,,4,89,80,9,2659.0
3:29.0, ,80-89,C. Martin misses 3-pt jump shot from 24 ft,,4,89,80,9,2671.0
3:29.0,Defensive rebound by T. Harris,80-89, ,,4,89,80,9,2671.0
3:29.0,Philadelphia full timeout,80-89, ,,4,89,80,9,2671.0
3:14.0,Turnover by J. Embiid (lost ball; steal by C. Martin),80-89, ,,4,89,80,9,2686.0
3:06.0, ,80-92,M. Strus makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,4,92,80,12,2694.0
2:46.0,D. Green misses 3-pt jump shot from 25 ft,80-92, ,,4,92,80,12,2714.0
2:43.0, ,80-92,Defensive rebound by B. Adebayo,,4,92,80,12,2717.0
2:30.0, ,80-92,Personal foul by D. Green (drawn by C. Martin),,4,92,80,12,2730.0
2:16.0, ,80-92,J. Butler misses 3-pt jump shot from 25 ft,,4,92,80,12,2744.0
2:12.0,Defensive rebound by J. Embiid,80-92, ,,4,92,80,12,2748.0
2:06.0,D. Green misses 3-pt jump shot from 23 ft (block by J. Butler),80-92, ,,4,92,80,12,2754.0
2:01.0, ,80-92,Defensive rebound by M. Strus,,4,92,80,12,2759.0
1:47.0, ,80-92,J. Butler misses 2-pt jump shot from 20 ft,,4,92,80,12,2773.0
1:47.0, ,80-92,Offensive rebound by B. Adebayo,,4,92,80,12,2773.0
1:46.0, ,80-94,B. Adebayo makes 2-pt layup from 1 ft,,4,94,80,14,2774.0
1:31.0,G. Niang misses 3-pt jump shot from 25 ft,80-94, ,,4,94,80,14,2789.0
1:28.0, ,80-94,Defensive rebound by M. Strus,,4,94,80,14,2792.0
1:10.0, ,80-97,C. Martin makes 3-pt jump shot from 26 ft (assist by J. Butler),,4,97,80,17,2810.0
1:10.0,Philadelphia full timeout,80-97, ,,4,97,80,17,2810.0
1:10.0,I. Joe enters the game for J. Embiid,80-97, ,,4,97,80,17,2810.0
1:10.0,F. Korkmaz enters the game for D. Green,80-97, ,,4,97,80,17,2810.0
1:10.0,S. Milton enters the game for T. Harris,80-97, ,,4,97,80,17,2810.0
1:10.0,P. Reed enters the game for T. Maxey,80-97, ,,4,97,80,17,2810.0
1:10.0, ,80-97,K. Guy enters the game for B. Adebayo,,4,97,80,17,2810.0
1:10.0, ,80-97,H. Highsmith enters the game for J. Butler,,4,97,80,17,2810.0
1:10.0, ,80-97,J. Smart enters the game for T. Herro,,4,97,80,17,2810.0
1:10.0, ,80-97,O. Yurtseven enters the game for C. Martin,,4,97,80,17,2810.0
0:50.0,Shooting foul by H. Highsmith (drawn by I. Joe),80-97, ,,4,97,80,17,2830.0
0:50.0,I. Joe misses free throw 1 of 3,80-97, ,,4,97,80,17,2830.0
0:50.0,Offensive rebound by Team,80-97, ,,4,97,80,17,2830.0
0:50.0,I. Joe makes free throw 2 of 3,81-97, ,,4,97,81,16,2830.0
0:50.0,I. Joe makes free throw 3 of 3,82-97, ,,4,97,82,15,2830.0
0:31.0, ,82-97,K. Guy misses 3-pt jump shot from 26 ft,,4,97,82,15,2849.0
0:30.0, ,82-97,Offensive rebound by H. Highsmith,,4,97,82,15,2850.0
0:30.0, ,82-97,Shooting foul by P. Reed (drawn by H. Highsmith),,4,97,82,15,2850.0
0:30.0, ,82-98,H. Highsmith makes free throw 1 of 2,,4,98,82,16,2850.0
0:30.0, ,82-99,H. Highsmith makes free throw 2 of 2,,4,99,82,17,2850.0
0:18.0,F. Korkmaz misses 3-pt jump shot from 24 ft,82-99, ,,4,99,82,17,2862.0
0:16.0, ,82-99,Defensive rebound by O. Yurtseven,,4,99,82,17,2864.0
0:00.0,End of 4th quarter,82-99,,,4,99,82,17,2880.0
