Time,Miami,Score,Indiana,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
1:30.0, ,32-23,Turnover by M. Brogdon (out of bounds lost ball),,1,32,23,9,630.0
1:30.0,T. Herro enters the game for K. Lowry,32-23, ,,1,32,23,9,630.0
1:30.0,C. Martin enters the game for P. Tucker,32-23, ,,1,32,23,9,630.0
1:17.0,Turnover by D. Robinson (traveling),32-23, ,,1,32,23,9,643.0
1:06.0, ,32-23,M. Brogdon misses 3-pt jump shot from 27 ft,,1,32,23,9,654.0
1:01.0,Defensive rebound by T. Herro,32-23, ,,1,32,23,9,659.0
0:58.0,Turnover by G. Vincent (bad pass),32-23, ,,1,32,23,9,662.0
0:44.0, ,32-23,J. Lamb misses 2-pt jump shot from 12 ft,,1,32,23,9,676.0
0:41.0,Defensive rebound by T. Herro,32-23, ,,1,32,23,9,679.0
0:28.0,C. Martin misses 3-pt jump shot from 23 ft,32-23, ,,1,32,23,9,692.0
0:25.0, ,32-23,Defensive rebound by J. Lamb,,1,32,23,9,695.0
0:09.0, ,32-25,O. Brissett makes 2-pt layup from 2 ft (assist by D. Sabonis),,1,32,25,7,711.0
0:00.0,End of 1st quarter,32-25,,,1,32,25,7,720.0
12:00.0,Start of 2nd quarter,32-25,,,2,32,25,7,720.0
11:44.0,M. Strus misses 3-pt jump shot from 26 ft,32-25, ,,2,32,25,7,736.0
11:41.0, ,32-25,Defensive rebound by D. Sabonis,,2,32,25,7,739.0
11:34.0, ,32-25,Shooting foul by M. Strus (drawn by K. Martin),,2,32,25,7,746.0
11:34.0, ,32-25,K. Martin misses free throw 1 of 2,,2,32,25,7,746.0
11:34.0, ,32-25,Offensive rebound by Team,,2,32,25,7,746.0
11:34.0, ,32-26,K. Martin makes free throw 2 of 2,,2,32,26,6,746.0
11:24.0,T. Herro misses 2-pt jump shot from 15 ft,32-26, ,,2,32,26,6,756.0
11:21.0, ,32-26,Defensive rebound by J. Lamb,,2,32,26,6,759.0
11:12.0, ,32-29,O. Brissett makes 3-pt jump shot from 26 ft (assist by J. Lamb),,2,32,29,3,768.0
10:58.0,T. Herro makes 2-pt layup from 7 ft (assist by G. Vincent),34-29, ,,2,34,29,5,782.0
10:58.0,Shooting foul by K. Martin (drawn by T. Herro),34-29, ,,2,34,29,5,782.0
10:58.0,T. Herro makes free throw 1 of 1,35-29, ,,2,35,29,6,782.0
10:54.0, ,35-29,Turnover by C. LeVert (lost ball; steal by G. Vincent),,2,35,29,6,786.0
10:51.0,G. Vincent makes 2-pt layup from 2 ft,37-29, ,,2,37,29,8,789.0
10:30.0, ,37-31,D. Sabonis makes 2-pt hook shot from 7 ft,,2,37,31,6,810.0
10:16.0,M. Strus misses 3-pt jump shot from 23 ft,37-31, ,,2,37,31,6,824.0
10:12.0, ,37-31,Defensive rebound by D. Sabonis,,2,37,31,6,828.0
10:06.0, ,37-31,K. Martin misses 3-pt jump shot from 23 ft,,2,37,31,6,834.0
10:04.0,Defensive rebound by C. Martin,37-31, ,,2,37,31,6,836.0
9:48.0,T. Herro makes 2-pt layup from 4 ft,39-31, ,,2,39,31,8,852.0
9:45.0, ,39-31,Indiana full timeout,,2,39,31,8,855.0
9:45.0,O. Yurtseven enters the game for U. Haslem,39-31, ,,2,39,31,8,855.0
9:45.0, ,39-31,C. Duarte enters the game for J. Lamb,,2,39,31,8,855.0
9:45.0, ,39-31,M. Turner enters the game for K. Martin,,2,39,31,8,855.0
9:45.0, ,39-31,B. Wanamaker enters the game for D. Sabonis,,2,39,31,8,855.0
9:30.0, ,39-33,C. LeVert makes 2-pt jump shot from 11 ft (assist by B. Wanamaker),,2,39,33,6,870.0
9:11.0,Turnover by O. Yurtseven (lost ball; steal by C. Duarte),39-33, ,,2,39,33,6,889.0
9:07.0, ,39-35,C. Duarte makes 2-pt layup from 3 ft,,2,39,35,4,893.0
8:48.0,G. Vincent misses 3-pt jump shot from 26 ft,39-35, ,,2,39,35,4,912.0
8:44.0,Offensive rebound by C. Martin,39-35, ,,2,39,35,4,916.0
8:35.0,T. Herro makes 2-pt layup from 3 ft,41-35, ,,2,41,35,6,925.0
8:09.0, ,41-35,O. Brissett misses 3-pt jump shot from 23 ft,,2,41,35,6,951.0
8:06.0,Defensive rebound by Team,41-35, ,,2,41,35,6,954.0
8:06.0,K. Lowry enters the game for G. Vincent,41-35, ,,2,41,35,6,954.0
7:51.0,K. Lowry makes 3-pt jump shot from 23 ft (assist by C. Martin),44-35, ,,2,44,35,9,969.0
7:38.0, ,44-35,Personal foul by T. Herro (drawn by M. Turner),,2,44,35,9,982.0
7:38.0, ,44-35,M. Brogdon enters the game for C. LeVert,,2,44,35,9,982.0
7:33.0, ,44-35,Shooting foul by O. Yurtseven (drawn by C. Duarte),,2,44,35,9,987.0
7:33.0, ,44-35,C. Duarte misses free throw 1 of 2,,2,44,35,9,987.0
7:33.0, ,44-35,Offensive rebound by Team,,2,44,35,9,987.0
7:33.0, ,44-36,C. Duarte makes free throw 2 of 2,,2,44,36,8,987.0
7:14.0,C. Martin makes 2-pt layup from 4 ft,46-36, ,,2,46,36,10,1006.0
7:14.0,Shooting foul by B. Wanamaker (drawn by C. Martin),46-36, ,,2,46,36,10,1006.0
7:14.0,C. Martin makes free throw 1 of 1,47-36, ,,2,47,36,11,1006.0
6:54.0, ,47-36,C. Duarte misses 2-pt jump shot from 7 ft (block by O. Yurtseven),,2,47,36,11,1026.0
6:51.0,Defensive rebound by K. Lowry,47-36, ,,2,47,36,11,1029.0
6:48.0,O. Yurtseven misses 2-pt jump shot from 4 ft (block by M. Turner),47-36, ,,2,47,36,11,1032.0
6:44.0, ,47-36,Defensive rebound by O. Brissett,,2,47,36,11,1036.0
6:40.0, ,47-39,M. Turner makes 3-pt jump shot from 26 ft (assist by B. Wanamaker),,2,47,39,8,1040.0
6:22.0,K. Lowry makes 2-pt jump shot from 12 ft,49-39, ,,2,49,39,10,1058.0
6:08.0, ,49-39,M. Brogdon misses 2-pt jump shot from 13 ft,,2,49,39,10,1072.0
6:08.0, ,49-39,Offensive rebound by B. Wanamaker,,2,49,39,10,1072.0
6:05.0, ,49-41,B. Wanamaker makes 2-pt jump shot from 12 ft,,2,49,41,8,1075.0
5:50.0,T. Herro misses 2-pt layup from 3 ft,49-41, ,,2,49,41,8,1090.0
5:50.0,Offensive rebound by O. Yurtseven,49-41, ,,2,49,41,8,1090.0
5:47.0,O. Yurtseven makes 2-pt layup at rim,51-41, ,,2,51,41,10,1093.0
5:31.0, ,51-43,M. Turner makes 2-pt jump shot from 17 ft (assist by B. Wanamaker),,2,51,43,8,1109.0
5:30.0,Miami full timeout,51-43, ,,2,51,43,8,1110.0
5:30.0,D. Dedmon enters the game for C. Martin,51-43, ,,2,51,43,8,1110.0
5:30.0,D. Robinson enters the game for M. Strus,51-43, ,,2,51,43,8,1110.0
5:30.0,P. Tucker enters the game for O. Yurtseven,51-43, ,,2,51,43,8,1110.0
5:30.0, ,51-43,C. LeVert enters the game for O. Brissett,,2,51,43,8,1110.0
5:30.0, ,51-43,D. Sabonis enters the game for B. Wanamaker,,2,51,43,8,1110.0
5:13.0,Turnover by T. Herro (step out of bounds),51-43, ,,2,51,43,8,1127.0
4:59.0, ,51-45,D. Sabonis makes 2-pt hook shot from 4 ft,,2,51,45,6,1141.0
4:49.0,Shooting foul by M. Turner (drawn by D. Robinson),51-45, ,,2,51,45,6,1151.0
4:49.0,D. Robinson makes free throw 1 of 2,52-45, ,,2,52,45,7,1151.0
4:49.0,D. Robinson makes free throw 2 of 2,53-45, ,,2,53,45,8,1151.0
4:38.0, ,53-45,Def 3 sec tech foul by Team,,2,53,45,8,1162.0
4:38.0, ,53-46,M. Brogdon makes technical free throw,,2,53,46,7,1162.0
4:34.0, ,53-46,Shooting foul by P. Tucker (drawn by C. LeVert),,2,53,46,7,1166.0
4:34.0, ,53-47,C. LeVert makes free throw 1 of 2,,2,53,47,6,1166.0
4:34.0, ,53-48,C. LeVert makes free throw 2 of 2,,2,53,48,5,1166.0
4:18.0,T. Herro misses 2-pt jump shot from 16 ft,53-48, ,,2,53,48,5,1182.0
4:16.0,Offensive rebound by Team,53-48, ,,2,53,48,5,1184.0
4:16.0, ,53-48,Loose ball foul by D. Sabonis (drawn by P. Tucker),,2,53,48,5,1184.0
4:16.0, ,53-48,O. Brissett enters the game for M. Turner,,2,53,48,5,1184.0
4:14.0,Personal foul by M. Brogdon (drawn by K. Lowry),53-48, ,,2,53,48,5,1186.0
4:14.0,K. Lowry makes free throw 1 of 2,54-48, ,,2,54,48,6,1186.0
4:14.0,K. Lowry makes free throw 2 of 2,55-48, ,,2,55,48,7,1186.0
3:59.0, ,55-48,C. LeVert misses 2-pt jump shot from 10 ft,,2,55,48,7,1201.0
3:55.0, ,55-48,Offensive rebound by D. Sabonis,,2,55,48,7,1205.0
3:48.0, ,55-48,Turnover by D. Sabonis (bad pass; steal by D. Dedmon),,2,55,48,7,1212.0
3:37.0,K. Lowry misses 3-pt jump shot from 26 ft,55-48, ,,2,55,48,7,1223.0
3:35.0, ,55-48,Defensive rebound by D. Sabonis,,2,55,48,7,1225.0
3:23.0, ,55-50,C. LeVert makes 2-pt layup from 2 ft,,2,55,50,5,1237.0
3:23.0, ,55-50,Shooting foul by D. Robinson (drawn by C. LeVert),,2,55,50,5,1237.0
3:23.0, ,55-51,C. LeVert makes free throw 1 of 1,,2,55,51,4,1237.0
3:00.0,K. Lowry misses 2-pt jump shot from 22 ft,55-51, ,,2,55,51,4,1260.0
2:57.0, ,55-51,Defensive rebound by D. Sabonis,,2,55,51,4,1263.0
2:52.0, ,55-51,M. Brogdon misses 3-pt jump shot from 27 ft,,2,55,51,4,1268.0
2:48.0, ,55-51,Offensive rebound by D. Sabonis,,2,55,51,4,1272.0
2:47.0, ,55-51,C. Duarte misses 3-pt jump shot from 23 ft,,2,55,51,4,1273.0
2:45.0,Defensive rebound by P. Tucker,55-51, ,,2,55,51,4,1275.0
2:31.0,D. Dedmon misses 2-pt layup from 2 ft,55-51, ,,2,55,51,4,1289.0
2:29.0, ,55-51,Defensive rebound by D. Sabonis,,2,55,51,4,1291.0
2:22.0, ,55-53,D. Sabonis makes 2-pt dunk from 2 ft (assist by M. Brogdon),,2,55,53,2,1298.0
2:05.0,K. Lowry makes 2-pt jump shot from 8 ft,57-53, ,,2,57,53,4,1315.0
1:55.0, ,57-53,Shooting foul by K. Lowry (drawn by O. Brissett),,2,57,53,4,1325.0
1:55.0, ,57-53,O. Brissett misses free throw 1 of 2,,2,57,53,4,1325.0
1:55.0, ,57-53,Offensive rebound by Team,,2,57,53,4,1325.0
1:55.0,G. Vincent enters the game for T. Herro,57-53, ,,2,57,53,4,1325.0
1:55.0, ,57-53,O. Brissett misses free throw 2 of 2,,2,57,53,4,1325.0
1:54.0,Defensive rebound by P. Tucker,57-53, ,,2,57,53,4,1326.0
1:38.0,D. Dedmon makes 2-pt dunk from 2 ft (assist by K. Lowry),59-53, ,,2,59,53,6,1342.0
1:25.0, ,59-53,Personal foul by K. Lowry (drawn by C. LeVert),,2,59,53,6,1355.0
1:25.0, ,59-54,C. LeVert makes free throw 1 of 2,,2,59,54,5,1355.0
1:25.0, ,59-55,C. LeVert makes free throw 2 of 2,,2,59,55,4,1355.0
1:10.0,G. Vincent misses 3-pt jump shot from 25 ft,59-55, ,,2,59,55,4,1370.0
1:04.0, ,59-55,Defensive rebound by D. Sabonis,,2,59,55,4,1376.0
0:46.0, ,59-55,C. LeVert misses 2-pt jump shot from 12 ft,,2,59,55,4,1394.0
0:42.0,Defensive rebound by K. Lowry,59-55, ,,2,59,55,4,1398.0
0:39.0,K. Lowry misses 3-pt jump shot from 28 ft,59-55, ,,2,59,55,4,1401.0
0:36.0, ,59-55,Defensive rebound by M. Brogdon,,2,59,55,4,1404.0
0:22.0, ,59-55,M. Brogdon misses 2-pt layup from 3 ft (block by P. Tucker),,2,59,55,4,1418.0
0:22.0, ,59-55,Offensive rebound by Team,,2,59,55,4,1418.0
0:22.0,C. Martin enters the game for K. Lowry,59-55, ,,2,59,55,4,1418.0
0:14.0, ,59-55,C. LeVert misses 3-pt jump shot from 27 ft,,2,59,55,4,1426.0
0:12.0,Defensive rebound by P. Tucker,59-55, ,,2,59,55,4,1428.0
0:01.0,G. Vincent makes 3-pt jump shot from 29 ft,62-55, ,,2,62,55,7,1439.0
0:00.0,End of 2nd quarter,62-55,,,2,62,55,7,1440.0
12:00.0,Start of 3rd quarter,62-55,,,3,62,55,7,1440.0
11:45.0,P. Tucker misses 2-pt layup from 2 ft,62-55, ,,3,62,55,7,1455.0
11:42.0, ,62-55,Defensive rebound by M. Brogdon,,3,62,55,7,1458.0
11:35.0, ,62-57,M. Brogdon makes 2-pt layup from 2 ft (assist by M. Turner),,3,62,57,5,1465.0
11:12.0,P. Tucker makes 2-pt jump shot from 14 ft (assist by K. Lowry),64-57, ,,3,64,57,7,1488.0
10:58.0, ,64-57,C. Duarte misses 3-pt jump shot from 23 ft,,3,64,57,7,1502.0
10:55.0,Defensive rebound by K. Lowry,64-57, ,,3,64,57,7,1505.0
10:48.0,Personal foul by D. Sabonis (drawn by D. Dedmon),64-57, ,,3,64,57,7,1512.0
10:41.0,T. Herro misses 2-pt jump shot from 22 ft,64-57, ,,3,64,57,7,1519.0
10:39.0, ,64-57,Defensive rebound by D. Sabonis,,3,64,57,7,1521.0
10:28.0, ,64-57,Def 3 sec tech foul by Team,,3,64,57,7,1532.0
10:28.0, ,64-58,M. Brogdon makes technical free throw,,3,64,58,6,1532.0
10:20.0, ,64-61,M. Turner makes 3-pt jump shot from 23 ft (assist by C. LeVert),,3,64,61,3,1540.0
10:01.0,T. Herro misses 2-pt layup from 3 ft,64-61, ,,3,64,61,3,1559.0
9:57.0,Offensive rebound by D. Dedmon,64-61, ,,3,64,61,3,1563.0
9:57.0,D. Dedmon makes 2-pt layup at rim,66-61, ,,3,66,61,5,1563.0
9:43.0, ,66-61,Turnover by D. Sabonis (bad pass),,3,66,61,5,1577.0
9:35.0,D. Dedmon makes 3-pt jump shot from 23 ft (assist by K. Lowry),69-61, ,,3,69,61,8,1585.0
9:21.0, ,69-63,M. Brogdon makes 2-pt layup from 2 ft,,3,69,63,6,1599.0
9:08.0,P. Tucker makes 2-pt jump shot from 8 ft (assist by T. Herro),71-63, ,,3,71,63,8,1612.0
8:48.0, ,71-63,D. Sabonis misses 3-pt jump shot from 23 ft,,3,71,63,8,1632.0
8:44.0,Defensive rebound by T. Herro,71-63, ,,3,71,63,8,1636.0
8:31.0,T. Herro misses 2-pt layup from 4 ft,71-63, ,,3,71,63,8,1649.0
8:31.0, ,71-63,Defensive rebound by Team,,3,71,63,8,1649.0
8:16.0, ,71-65,M. Turner makes 2-pt layup from 2 ft,,3,71,65,6,1664.0
7:49.0,D. Robinson misses 2-pt jump shot from 4 ft,71-65, ,,3,71,65,6,1691.0
7:47.0,Offensive rebound by D. Dedmon,71-65, ,,3,71,65,6,1693.0
7:47.0,D. Robinson makes 2-pt layup from 1 ft (assist by D. Dedmon),73-65, ,,3,73,65,8,1693.0
7:36.0, ,73-65,Shooting foul by D. Dedmon (drawn by D. Sabonis),,3,73,65,8,1704.0
7:36.0, ,73-66,D. Sabonis makes free throw 1 of 2,,3,73,66,7,1704.0
7:36.0, ,73-67,D. Sabonis makes free throw 2 of 2,,3,73,67,6,1704.0
7:19.0,D. Robinson misses 3-pt jump shot from 25 ft,73-67, ,,3,73,67,6,1721.0
7:15.0, ,73-67,Defensive rebound by D. Sabonis,,3,73,67,6,1725.0
7:10.0, ,73-67,M. Brogdon misses 3-pt jump shot from 25 ft,,3,73,67,6,1730.0
7:06.0,Defensive rebound by D. Robinson,73-67, ,,3,73,67,6,1734.0
7:01.0,K. Lowry misses 3-pt jump shot from 25 ft,73-67, ,,3,73,67,6,1739.0
6:58.0, ,73-67,Defensive rebound by C. Duarte,,3,73,67,6,1742.0
6:52.0, ,73-70,C. Duarte makes 3-pt jump shot from 26 ft (assist by C. LeVert),,3,73,70,3,1748.0
6:28.0,T. Herro makes 3-pt jump shot from 26 ft (assist by K. Lowry),76-70, ,,3,76,70,6,1772.0
6:13.0, ,76-70,C. LeVert misses 3-pt jump shot from 25 ft,,3,76,70,6,1787.0
6:11.0,Defensive rebound by Team,76-70, ,,3,76,70,6,1789.0
6:11.0, ,76-70,Indiana full timeout,,3,76,70,6,1789.0
6:11.0, ,76-70,K. Martin enters the game for C. LeVert,,3,76,70,6,1789.0
5:57.0,Turnover by T. Herro (bad pass),76-70, ,,3,76,70,6,1803.0
5:39.0, ,76-70,C. Duarte misses 3-pt jump shot from 23 ft,,3,76,70,6,1821.0
5:35.0,Defensive rebound by D. Dedmon,76-70, ,,3,76,70,6,1825.0
5:33.0,Turnover by K. Lowry (lost ball; steal by C. Duarte),76-70, ,,3,76,70,6,1827.0
5:22.0, ,76-73,M. Turner makes 3-pt jump shot from 25 ft (assist by M. Brogdon),,3,76,73,3,1838.0
5:05.0,T. Herro makes 3-pt jump shot from 27 ft (assist by P. Tucker),79-73, ,,3,79,73,6,1855.0
4:46.0, ,79-73,Turnover by M. Brogdon (bad pass; steal by T. Herro),,3,79,73,6,1874.0
4:46.0,Personal take foul by C. Duarte (drawn by T. Herro),79-73, ,,3,79,73,6,1874.0
4:46.0,G. Vincent enters the game for K. Lowry,79-73, ,,3,79,73,6,1874.0
4:35.0,D. Robinson misses 3-pt jump shot from 26 ft,79-73, ,,3,79,73,6,1885.0
4:31.0, ,79-73,Defensive rebound by M. Turner,,3,79,73,6,1889.0
4:12.0, ,79-73,M. Brogdon misses 3-pt jump shot from 26 ft,,3,79,73,6,1908.0
4:09.0,Defensive rebound by D. Dedmon,79-73, ,,3,79,73,6,1911.0
3:55.0,D. Robinson makes 2-pt layup from 1 ft,81-73, ,,3,81,73,8,1925.0
3:47.0, ,81-75,C. Duarte makes 2-pt layup from 2 ft,,3,81,75,6,1933.0
3:27.0,G. Vincent makes 2-pt jump shot from 18 ft (assist by D. Dedmon),83-75, ,,3,83,75,8,1953.0
3:13.0, ,83-75,M. Turner misses 3-pt jump shot from 25 ft,,3,83,75,8,1967.0
3:10.0,Defensive rebound by D. Robinson,83-75, ,,3,83,75,8,1970.0
3:03.0,Personal foul by D. Sabonis (drawn by T. Herro),83-75, ,,3,83,75,8,1977.0
3:03.0,O. Yurtseven enters the game for D. Dedmon,83-75, ,,3,83,75,8,1977.0
3:03.0, ,83-75,O. Brissett enters the game for D. Sabonis,,3,83,75,8,1977.0
2:51.0,Personal foul by M. Turner (drawn by P. Tucker),83-75, ,,3,83,75,8,1989.0
2:51.0,Miami full timeout,83-75, ,,3,83,75,8,1989.0
2:51.0, ,83-75,J. Lamb enters the game for M. Brogdon,,3,83,75,8,1989.0
2:51.0, ,83-75,C. LeVert enters the game for C. Duarte,,3,83,75,8,1989.0
2:44.0,D. Robinson makes 3-pt jump shot from 23 ft (assist by P. Tucker),86-75, ,,3,86,75,11,1996.0
2:27.0, ,86-75,K. Martin misses 3-pt jump shot from 24 ft,,3,86,75,11,2013.0
2:23.0, ,86-75,Offensive rebound by M. Turner,,3,86,75,11,2017.0
2:23.0, ,86-77,M. Turner makes 2-pt layup from 3 ft,,3,86,77,9,2017.0
2:23.0, ,86-77,Shooting foul by O. Yurtseven (drawn by M. Turner),,3,86,77,9,2017.0
2:23.0, ,86-78,M. Turner makes free throw 1 of 1,,3,86,78,8,2017.0
2:15.0,T. Herro misses 2-pt layup from 5 ft,86-78, ,,3,86,78,8,2025.0
2:11.0,Offensive rebound by O. Yurtseven,86-78, ,,3,86,78,8,2029.0
2:11.0,O. Yurtseven makes 2-pt layup at rim,88-78, ,,3,88,78,10,2029.0
1:53.0, ,88-78,J. Lamb misses 3-pt jump shot from 27 ft,,3,88,78,10,2047.0
1:50.0, ,88-78,Offensive rebound by J. Lamb,,3,88,78,10,2050.0
1:42.0, ,88-78,C. LeVert misses 2-pt jump shot from 8 ft (block by G. Vincent),,3,88,78,10,2058.0
1:40.0, ,88-78,Offensive rebound by C. LeVert,,3,88,78,10,2060.0
1:38.0, ,88-78,J. Lamb misses 3-pt jump shot from 23 ft,,3,88,78,10,2062.0
1:38.0, ,88-78,Offensive rebound by O. Brissett,,3,88,78,10,2062.0
1:23.0, ,88-81,C. LeVert makes 3-pt jump shot from 26 ft,,3,88,81,7,2077.0
0:59.0,Personal take foul by O. Brissett (drawn by D. Robinson),88-81, ,,3,88,81,7,2101.0
