Time,Miami,Score,Toronto,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
8:59.0,B. Adebayo makes 2-pt jump shot from 13 ft (assist by M. Morris),7-7, ,Tie,1,7,7,0,181.0
8:47.0, ,7-10,F. VanVleet makes 3-pt jump shot from 26 ft,,1,7,10,-3,193.0
8:30.0,Turnover by B. Adebayo (lost ball; steal by F. VanVleet),7-10, ,,1,7,10,-3,210.0
8:28.0, ,7-10,Shooting foul by C. Martin (drawn by F. VanVleet),,1,7,10,-3,212.0
8:28.0, ,7-11,F. VanVleet makes free throw 1 of 2,,1,7,11,-4,212.0
8:28.0, ,7-12,F. VanVleet makes free throw 2 of 2,,1,7,12,-5,212.0
8:14.0,C. Martin misses 3-pt jump shot from 24 ft,7-12, ,,1,7,12,-5,226.0
8:10.0, ,7-12,Defensive rebound by P. Siakam,,1,7,12,-5,230.0
8:05.0, ,7-12,G. Trent misses 3-pt jump shot from 22 ft,,1,7,12,-5,235.0
8:03.0,Defensive rebound by K. Lowry,7-12, ,,1,7,12,-5,237.0
7:57.0,K. Lowry misses 3-pt jump shot from 27 ft,7-12, ,,1,7,12,-5,243.0
7:53.0, ,7-12,Defensive rebound by G. Trent,,1,7,12,-5,247.0
7:44.0, ,7-12,Turnover by P. Siakam (bad pass),,1,7,12,-5,256.0
7:27.0,K. Lowry makes 2-pt jump shot from 14 ft,9-12, ,,1,9,12,-3,273.0
7:19.0, ,9-14,P. Siakam makes 2-pt layup from 2 ft (assist by F. VanVleet),,1,9,14,-5,281.0
7:03.0,B. Adebayo misses 2-pt jump shot from 13 ft,9-14, ,,1,9,14,-5,297.0
7:00.0, ,9-14,Defensive rebound by P. Siakam,,1,9,14,-5,300.0
6:56.0, ,9-16,F. VanVleet makes 2-pt layup from 1 ft,,1,9,16,-7,304.0
6:55.0,Miami full timeout,9-16, ,,1,9,16,-7,305.0
6:55.0,T. Herro enters the game for C. Martin,9-16, ,,1,9,16,-7,305.0
6:55.0, ,9-16,P. Achiuwa enters the game for S. Barnes,,1,9,16,-7,305.0
6:55.0, ,9-16,C. Boucher enters the game for K. Birch,,1,9,16,-7,305.0
6:42.0,Turnover by B. Adebayo (bad pass; steal by G. Trent),9-16, ,,1,9,16,-7,318.0
6:34.0, ,9-16,Shooting foul by M. Strus (drawn by P. Achiuwa),,1,9,16,-7,326.0
6:34.0, ,9-17,P. Achiuwa makes free throw 1 of 2,,1,9,17,-8,326.0
6:34.0, ,9-17,P. Achiuwa misses free throw 2 of 2,,1,9,17,-8,326.0
6:31.0,Defensive rebound by T. Herro,9-17, ,,1,9,17,-8,329.0
6:17.0,M. Morris makes 3-pt jump shot from 25 ft (assist by K. Lowry),12-17, ,,1,12,17,-5,343.0
5:58.0, ,12-17,Shooting foul by B. Adebayo (drawn by F. VanVleet),,1,12,17,-5,362.0
5:58.0, ,12-18,F. VanVleet makes free throw 1 of 3,,1,12,18,-6,362.0
5:58.0, ,12-19,F. VanVleet makes free throw 2 of 3,,1,12,19,-7,362.0
5:58.0, ,12-20,F. VanVleet makes free throw 3 of 3,,1,12,20,-8,362.0
5:47.0,Turnover by K. Lowry (bad pass),12-20, ,,1,12,20,-8,373.0
5:39.0, ,12-23,F. VanVleet makes 3-pt jump shot from 25 ft,,1,12,23,-11,381.0
5:24.0,B. Adebayo makes 2-pt jump shot from 7 ft (assist by T. Herro),14-23, ,,1,14,23,-9,396.0
4:59.0, ,14-23,P. Siakam misses 2-pt jump shot from 9 ft,,1,14,23,-9,421.0
4:58.0, ,14-23,Offensive rebound by Team,,1,14,23,-9,422.0
4:58.0,Loose ball foul by K. Lowry (drawn by C. Boucher),14-23, ,,1,14,23,-9,422.0
4:54.0, ,14-23,Turnover by F. VanVleet (lost ball; steal by M. Morris),,1,14,23,-9,426.0
4:50.0,T. Herro makes 2-pt dunk from 2 ft (assist by M. Morris),16-23, ,,1,16,23,-7,430.0
4:36.0, ,16-25,G. Trent makes 2-pt jump shot from 21 ft,,1,16,25,-9,444.0
4:20.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by M. Morris),19-25, ,,1,19,25,-6,460.0
3:53.0, ,19-27,P. Siakam makes 2-pt jump shot from 7 ft,,1,19,27,-8,487.0
3:33.0,M. Morris misses 3-pt jump shot from 26 ft,19-27, ,,1,19,27,-8,507.0
3:30.0, ,19-27,Defensive rebound by P. Achiuwa,,1,19,27,-8,510.0
3:26.0, ,19-30,C. Boucher makes 3-pt jump shot from 23 ft (assist by P. Achiuwa),,1,19,30,-11,514.0
3:11.0,B. Adebayo misses 2-pt hook shot from 5 ft,19-30, ,,1,19,30,-11,529.0
3:09.0, ,19-30,Defensive rebound by C. Boucher,,1,19,30,-11,531.0
3:01.0, ,19-30,C. Boucher misses 3-pt jump shot from 25 ft,,1,19,30,-11,539.0
2:59.0,Defensive rebound by T. Herro,19-30, ,,1,19,30,-11,541.0
2:53.0,T. Herro misses 2-pt jump shot from 9 ft,19-30, ,,1,19,30,-11,547.0
2:49.0,Offensive rebound by M. Morris,19-30, ,,1,19,30,-11,551.0
2:48.0,M. Morris makes 2-pt layup from 3 ft,21-30, ,,1,21,30,-9,552.0
2:48.0,Technical foul by T. Herro,21-30, ,,1,21,30,-9,552.0
2:48.0, ,21-30,Toronto full timeout,,1,21,30,-9,552.0
2:48.0,C. Martin enters the game for B. Adebayo,21-30, ,,1,21,30,-9,552.0
2:48.0,D. Robinson enters the game for M. Morris,21-30, ,,1,21,30,-9,552.0
2:48.0,O. Yurtseven enters the game for M. Strus,21-30, ,,1,21,30,-9,552.0
2:48.0, ,21-30,S. Barnes enters the game for P. Siakam,,1,21,30,-9,552.0
2:48.0, ,21-30,A. Brooks enters the game for G. Trent,,1,21,30,-9,552.0
2:48.0, ,21-31,F. VanVleet makes technical free throw,,1,21,31,-10,552.0
2:29.0, ,21-31,F. VanVleet misses 3-pt jump shot from 27 ft,,1,21,31,-10,571.0
2:28.0, ,21-31,Offensive rebound by Team,,1,21,31,-10,572.0
2:28.0,Loose ball foul by D. Robinson (drawn by C. Boucher),21-31, ,,1,21,31,-10,572.0
2:28.0, ,21-31,C. Boucher misses free throw 1 of 2,,1,21,31,-10,572.0
2:28.0, ,21-32,C. Boucher makes free throw 2 of 2,,1,21,32,-11,572.0
2:13.0,C. Martin misses 2-pt jump shot from 21 ft,21-32, ,,1,21,32,-11,587.0
2:08.0, ,21-32,Defensive rebound by F. VanVleet,,1,21,32,-11,592.0
2:04.0, ,21-32,A. Brooks misses 3-pt jump shot from 24 ft,,1,21,32,-11,596.0
2:00.0, ,21-32,Offensive rebound by C. Boucher,,1,21,32,-11,600.0
1:56.0, ,21-34,P. Achiuwa makes 2-pt hook shot from 7 ft,,1,21,34,-13,604.0
1:45.0,Personal foul by S. Barnes (drawn by K. Lowry),21-34, ,,1,21,34,-13,615.0
1:45.0,V. Oladipo enters the game for K. Lowry,21-34, ,,1,21,34,-13,615.0
1:29.0,C. Martin misses 3-pt jump shot from 23 ft,21-34, ,,1,21,34,-13,631.0
1:28.0,Offensive rebound by O. Yurtseven,21-34, ,,1,21,34,-13,632.0
1:26.0,V. Oladipo makes 3-pt jump shot from 26 ft (assist by O. Yurtseven),24-34, ,,1,24,34,-10,634.0
1:03.0, ,24-34,P. Achiuwa misses 2-pt jump shot from 8 ft,,1,24,34,-10,657.0
0:59.0, ,24-34,Offensive rebound by C. Boucher,,1,24,34,-10,661.0
0:59.0, ,24-34,C. Boucher misses 2-pt layup at rim (block by C. Martin),,1,24,34,-10,661.0
0:59.0,Defensive rebound by V. Oladipo,24-34, ,,1,24,34,-10,661.0
0:50.0,T. Herro makes 2-pt jump shot from 5 ft,26-34, ,,1,26,34,-8,670.0
0:30.0, ,26-34,Turnover by F. VanVleet (bad pass; steal by C. Martin),,1,26,34,-8,690.0
0:27.0,T. Herro makes 2-pt jump shot from 22 ft (assist by D. Robinson),28-34, ,,1,28,34,-6,693.0
0:02.0, ,28-34,F. VanVleet misses 2-pt jump shot from 23 ft,,1,28,34,-6,718.0
0:02.0, ,28-34,Offensive rebound by Team,,1,28,34,-6,718.0
0:02.0, ,28-34,Turnover by Team (shot clock),,1,28,34,-6,718.0
0:00.0,V. Oladipo misses 3-pt jump shot from 24 ft,28-34, ,,1,28,34,-6,720.0
0:00.0,Offensive rebound by Team,28-34, ,,1,28,34,-6,720.0
0:00.0,End of 1st quarter,28-34,,,1,28,34,-6,720.0
12:00.0,Start of 2nd quarter,28-34,,,2,28,34,-6,720.0
11:39.0,Turnover by T. Herro (bad pass; steal by P. Siakam),28-34, ,,2,28,34,-6,741.0
11:23.0, ,28-37,S. Barnes makes 3-pt jump shot from 23 ft (assist by C. Boucher),,2,28,37,-9,757.0
11:10.0,Personal foul by S. Barnes (drawn by C. Martin),28-37, ,,2,28,37,-9,770.0
11:04.0,Turnover by V. Oladipo (bad pass; steal by G. Trent),28-37, ,,2,28,37,-9,776.0
11:02.0, ,28-37,Offensive foul by P. Achiuwa (drawn by V. Oladipo),,2,28,37,-9,778.0
11:02.0, ,28-37,Turnover by P. Achiuwa (offensive foul),,2,28,37,-9,778.0
11:02.0, ,28-37,T. Young enters the game for S. Barnes,,2,28,37,-9,778.0
10:54.0,V. Oladipo misses 2-pt jump shot from 6 ft,28-37, ,,2,28,37,-9,786.0
10:51.0, ,28-37,Defensive rebound by C. Boucher,,2,28,37,-9,789.0
10:38.0, ,28-37,G. Trent misses 3-pt jump shot from 25 ft,,2,28,37,-9,802.0
10:36.0,Defensive rebound by T. Herro,28-37, ,,2,28,37,-9,804.0
10:28.0,T. Herro makes 2-pt jump shot from 13 ft,30-37, ,,2,30,37,-7,812.0
10:08.0, ,30-37,P. Achiuwa misses 3-pt jump shot from 25 ft,,2,30,37,-7,832.0
10:05.0,Defensive rebound by O. Yurtseven,30-37, ,,2,30,37,-7,835.0
10:01.0,D. Robinson misses 3-pt jump shot from 26 ft,30-37, ,,2,30,37,-7,839.0
9:57.0, ,30-37,Defensive rebound by T. Young,,2,30,37,-7,843.0
9:50.0, ,30-37,Shooting foul by T. Herro (drawn by P. Siakam),,2,30,37,-7,850.0
9:50.0, ,30-38,P. Siakam makes free throw 1 of 2,,2,30,38,-8,850.0
9:50.0, ,30-39,P. Siakam makes free throw 2 of 2,,2,30,39,-9,850.0
9:38.0,O. Yurtseven misses 2-pt jump shot from 9 ft,30-39, ,,2,30,39,-9,862.0
9:35.0, ,30-39,Defensive rebound by C. Boucher,,2,30,39,-9,865.0
9:27.0, ,30-39,C. Boucher misses 2-pt layup from 3 ft,,2,30,39,-9,873.0
9:24.0, ,30-39,Offensive rebound by T. Young,,2,30,39,-9,876.0
9:13.0, ,30-39,C. Boucher misses 3-pt jump shot from 25 ft (block by C. Martin),,2,30,39,-9,887.0
9:13.0, ,30-39,Offensive rebound by Team,,2,30,39,-9,887.0
9:13.0, ,30-39,Turnover by Team (shot clock),,2,30,39,-9,887.0
9:04.0,Personal foul by P. Achiuwa (drawn by T. Herro),30-39, ,,2,30,39,-9,896.0
9:04.0, ,30-39,F. VanVleet enters the game for P. Achiuwa,,2,30,39,-9,896.0
9:02.0,T. Herro misses 2-pt layup from 4 ft (block by C. Boucher),30-39, ,,2,30,39,-9,898.0
9:02.0,Offensive rebound by Team,30-39, ,,2,30,39,-9,898.0
8:51.0,Turnover by T. Herro (step out of bounds),30-39, ,,2,30,39,-9,909.0
8:51.0,Instant Replay (Request: Ruling Stands),30-39, ,,2,30,39,-9,909.0
8:33.0, ,30-41,P. Siakam makes 2-pt jump shot from 9 ft,,2,30,41,-11,927.0
8:16.0,V. Oladipo misses 3-pt jump shot from 26 ft,30-41, ,,2,30,41,-11,944.0
8:14.0, ,30-41,Defensive rebound by Team,,2,30,41,-11,946.0
8:14.0,B. Adebayo enters the game for O. Yurtseven,30-41, ,,2,30,41,-11,946.0
7:58.0, ,30-41,P. Siakam misses 2-pt jump shot from 12 ft,,2,30,41,-11,962.0
7:55.0,Defensive rebound by B. Adebayo,30-41, ,,2,30,41,-11,965.0
7:40.0,V. Oladipo makes 3-pt jump shot from 26 ft (assist by B. Adebayo),33-41, ,,2,33,41,-8,980.0
7:31.0, ,33-41,Turnover by F. VanVleet (bad pass; steal by V. Oladipo),,2,33,41,-8,989.0
7:22.0,Offensive foul by T. Herro (drawn by G. Trent),33-41, ,,2,33,41,-8,998.0
7:22.0,Turnover by T. Herro (offensive foul),33-41, ,,2,33,41,-8,998.0
7:03.0, ,33-41,P. Siakam misses 3-pt jump shot from 23 ft,,2,33,41,-8,1017.0
7:01.0,Defensive rebound by C. Martin,33-41, ,,2,33,41,-8,1019.0
6:57.0,T. Herro misses 3-pt jump shot from 25 ft,33-41, ,,2,33,41,-8,1023.0
6:53.0, ,33-41,Defensive rebound by F. VanVleet,,2,33,41,-8,1027.0
6:43.0, ,33-43,G. Trent makes 2-pt jump shot from 18 ft,,2,33,43,-10,1037.0
6:32.0,C. Martin misses 3-pt jump shot from 23 ft,33-43, ,,2,33,43,-10,1048.0
6:29.0, ,33-43,Defensive rebound by P. Siakam,,2,33,43,-10,1051.0
6:25.0, ,33-45,F. VanVleet makes 2-pt layup from 2 ft (assist by P. Siakam),,2,33,45,-12,1055.0
6:25.0,Miami full timeout,33-45, ,,2,33,45,-12,1055.0
6:25.0,K. Lowry enters the game for C. Martin,33-45, ,,2,33,45,-12,1055.0
6:25.0,M. Morris enters the game for D. Robinson,33-45, ,,2,33,45,-12,1055.0
6:25.0, ,33-45,S. Barnes enters the game for C. Boucher,,2,33,45,-12,1055.0
6:07.0,B. Adebayo makes 2-pt jump shot from 8 ft (assist by K. Lowry),35-45, ,,2,35,45,-10,1073.0
5:37.0, ,35-47,S. Barnes makes 2-pt jump shot from 5 ft (assist by F. VanVleet),,2,35,47,-12,1103.0
5:21.0,V. Oladipo misses 3-pt jump shot from 26 ft,35-47, ,,2,35,47,-12,1119.0
5:18.0, ,35-47,Defensive rebound by T. Young,,2,35,47,-12,1122.0
5:12.0, ,35-47,S. Barnes misses 3-pt jump shot from 25 ft,,2,35,47,-12,1128.0
5:10.0,Defensive rebound by B. Adebayo,35-47, ,,2,35,47,-12,1130.0
5:04.0,V. Oladipo makes 3-pt jump shot from 27 ft,38-47, ,,2,38,47,-9,1136.0
4:39.0, ,38-47,Turnover by P. Siakam (lost ball; steal by V. Oladipo),,2,38,47,-9,1161.0
4:35.0,T. Herro misses 3-pt jump shot from 26 ft,38-47, ,,2,38,47,-9,1165.0
4:32.0,Offensive rebound by V. Oladipo,38-47, ,,2,38,47,-9,1168.0
4:31.0,B. Adebayo makes 2-pt dunk from 3 ft (assist by V. Oladipo),40-47, ,,2,40,47,-7,1169.0
4:15.0, ,40-47,Turnover by T. Young (bad pass),,2,40,47,-7,1185.0
4:03.0,T. Herro makes 3-pt jump shot from 23 ft (assist by K. Lowry),43-47, ,,2,43,47,-4,1197.0
3:39.0, ,43-50,S. Barnes makes 3-pt jump shot from 23 ft (assist by F. VanVleet),,2,43,50,-7,1221.0
3:26.0,Turnover by V. Oladipo (step out of bounds),43-50, ,,2,43,50,-7,1234.0
3:10.0, ,43-52,F. VanVleet makes 2-pt layup from 1 ft,,2,43,52,-9,1250.0
2:55.0,Turnover by V. Oladipo (bad pass; steal by F. VanVleet),43-52, ,,2,43,52,-9,1265.0
2:50.0, ,43-52,Turnover by F. VanVleet (bad pass; steal by M. Morris),,2,43,52,-9,1270.0
2:42.0,T. Herro misses 3-pt jump shot from 23 ft,43-52, ,,2,43,52,-9,1278.0
2:38.0, ,43-52,Defensive rebound by S. Barnes,,2,43,52,-9,1282.0
2:32.0, ,43-52,Toronto full timeout,,2,43,52,-9,1288.0
2:32.0, ,43-52,K. Birch enters the game for T. Young,,2,43,52,-9,1288.0
2:16.0, ,43-52,F. VanVleet misses 3-pt jump shot from 27 ft,,2,43,52,-9,1304.0
2:14.0,Defensive rebound by B. Adebayo,43-52, ,,2,43,52,-9,1306.0
2:07.0,Shooting foul by G. Trent (drawn by K. Lowry),43-52, ,,2,43,52,-9,1313.0
2:07.0,K. Lowry misses free throw 1 of 2,43-52, ,,2,43,52,-9,1313.0
2:07.0,Offensive rebound by Team,43-52, ,,2,43,52,-9,1313.0
2:07.0,K. Lowry makes free throw 2 of 2,44-52, ,,2,44,52,-8,1313.0
1:44.0, ,44-52,S. Barnes misses 3-pt jump shot from 23 ft,,2,44,52,-8,1336.0
1:42.0, ,44-52,Offensive rebound by K. Birch,,2,44,52,-8,1338.0
1:36.0, ,44-52,F. VanVleet misses 3-pt jump shot from 23 ft,,2,44,52,-8,1344.0
1:32.0,Defensive rebound by B. Adebayo,44-52, ,,2,44,52,-8,1348.0
1:28.0,M. Morris misses 3-pt jump shot from 26 ft,44-52, ,,2,44,52,-8,1352.0
1:26.0,Offensive rebound by B. Adebayo,44-52, ,,2,44,52,-8,1354.0
1:26.0,Shooting foul by K. Birch (drawn by B. Adebayo),44-52, ,,2,44,52,-8,1354.0
1:26.0,B. Adebayo misses free throw 1 of 2,44-52, ,,2,44,52,-8,1354.0
1:26.0,Offensive rebound by Team,44-52, ,,2,44,52,-8,1354.0
1:26.0,B. Adebayo makes free throw 2 of 2,45-52, ,,2,45,52,-7,1354.0
1:06.0, ,45-55,G. Trent makes 3-pt jump shot from 25 ft (assist by P. Siakam),,2,45,55,-10,1374.0
0:57.0, ,45-55,Violation by Team (kicked ball),,2,45,55,-10,1383.0
0:57.0,M. Strus enters the game for T. Herro,45-55, ,,2,45,55,-10,1383.0
0:44.0,Turnover by V. Oladipo (lost ball; steal by G. Trent),45-55, ,,2,45,55,-10,1396.0
0:33.0, ,45-55,Turnover by G. Trent (bad pass; steal by M. Strus),,2,45,55,-10,1407.0
0:25.0,Turnover by V. Oladipo (lost ball; steal by F. VanVleet),45-55, ,,2,45,55,-10,1415.0
0:21.0, ,45-55,S. Barnes misses 3-pt jump shot from 23 ft,,2,45,55,-10,1419.0
0:17.0,Defensive rebound by M. Morris,45-55, ,,2,45,55,-10,1423.0
0:01.0,Turnover by K. Lowry (bad pass),45-55, ,,2,45,55,-10,1439.0
0:00.0, ,45-55,S. Barnes misses 3-pt jump shot from 37 ft,,2,45,55,-10,1440.0
0:00.0, ,45-55,Offensive rebound by Team,,2,45,55,-10,1440.0
0:00.0,End of 2nd quarter,45-55,,,2,45,55,-10,1440.0
12:00.0,Start of 3rd quarter,45-55,,,3,45,55,-10,1440.0
11:44.0,M. Strus misses 3-pt jump shot from 25 ft,45-55, ,,3,45,55,-10,1456.0
11:41.0,Offensive rebound by C. Martin,45-55, ,,3,45,55,-10,1459.0
11:29.0,K. Lowry misses 2-pt jump shot from 23 ft,45-55, ,,3,45,55,-10,1471.0
11:26.0, ,45-55,Defensive rebound by S. Barnes,,3,45,55,-10,1474.0
11:07.0, ,45-55,Turnover by P. Siakam (bad pass),,3,45,55,-10,1493.0
11:00.0,M. Morris makes 3-pt jump shot from 25 ft (assist by M. Strus),48-55, ,,3,48,55,-7,1500.0
10:40.0, ,48-55,Turnover by F. VanVleet (bad pass; steal by K. Lowry),,3,48,55,-7,1520.0
10:35.0,K. Lowry makes 2-pt layup from 2 ft,50-55, ,,3,50,55,-5,1525.0
10:22.0, ,50-55,Shooting foul by M. Morris (drawn by F. VanVleet),,3,50,55,-5,1538.0
10:22.0, ,50-56,F. VanVleet makes free throw 1 of 2,,3,50,56,-6,1538.0
10:22.0, ,50-57,F. VanVleet makes free throw 2 of 2,,3,50,57,-7,1538.0
10:10.0,K. Lowry misses 3-pt jump shot from 25 ft,50-57, ,,3,50,57,-7,1550.0
10:08.0,Offensive rebound by B. Adebayo,50-57, ,,3,50,57,-7,1552.0
10:08.0,Shooting foul by S. Barnes (drawn by B. Adebayo),50-57, ,,3,50,57,-7,1552.0
10:08.0,B. Adebayo makes free throw 1 of 2,51-57, ,,3,51,57,-6,1552.0
10:08.0,B. Adebayo makes free throw 2 of 2,52-57, ,,3,52,57,-5,1552.0
9:54.0, ,52-57,P. Siakam misses 2-pt jump shot from 19 ft,,3,52,57,-5,1566.0
9:49.0, ,52-57,Offensive rebound by S. Barnes,,3,52,57,-5,1571.0
9:49.0, ,52-59,S. Barnes makes 2-pt dunk at rim,,3,52,59,-7,1571.0
9:37.0,B. Adebayo makes 2-pt jump shot from 9 ft (assist by K. Lowry),54-59, ,,3,54,59,-5,1583.0
9:20.0, ,54-62,G. Trent makes 3-pt jump shot from 25 ft (assist by P. Siakam),,3,54,62,-8,1600.0
8:57.0,M. Morris misses 2-pt jump shot from 18 ft,54-62, ,,3,54,62,-8,1623.0
8:55.0, ,54-62,Defensive rebound by P. Siakam,,3,54,62,-8,1625.0
8:41.0, ,54-62,Personal foul by K. Lowry (drawn by P. Siakam),,3,54,62,-8,1639.0
8:27.0, ,54-62,S. Barnes misses 2-pt jump shot from 21 ft,,3,54,62,-8,1653.0
8:26.0,Defensive rebound by Team,54-62, ,,3,54,62,-8,1654.0
8:26.0, ,54-62,Loose ball foul by K. Birch (drawn by M. Morris),,3,54,62,-8,1654.0
8:07.0,B. Adebayo misses 2-pt jump shot from 7 ft,54-62, ,,3,54,62,-8,1673.0
8:05.0,Offensive rebound by Team,54-62, ,,3,54,62,-8,1675.0
8:02.0,M. Strus makes 3-pt jump shot from 23 ft (assist by K. Lowry),57-62, ,,3,57,62,-5,1678.0
7:44.0, ,57-64,S. Barnes makes 2-pt layup from 3 ft (assist by F. VanVleet),,3,57,64,-7,1696.0
7:29.0,Shooting foul by F. VanVleet (drawn by B. Adebayo),57-64, ,,3,57,64,-7,1711.0
7:29.0,B. Adebayo misses free throw 1 of 2,57-64, ,,3,57,64,-7,1711.0
7:29.0,Offensive rebound by Team,57-64, ,,3,57,64,-7,1711.0
7:29.0,B. Adebayo misses free throw 2 of 2,57-64, ,,3,57,64,-7,1711.0
7:27.0, ,57-64,Defensive rebound by S. Barnes,,3,57,64,-7,1713.0
7:14.0, ,57-64,G. Trent misses 3-pt jump shot from 26 ft,,3,57,64,-7,1726.0
7:12.0,Defensive rebound by K. Lowry,57-64, ,,3,57,64,-7,1728.0
7:10.0,C. Martin makes 2-pt layup from 1 ft (assist by K. Lowry),59-64, ,,3,59,64,-5,1730.0
6:49.0, ,59-64,S. Barnes misses 2-pt jump shot from 15 ft,,3,59,64,-5,1751.0
6:47.0,Defensive rebound by M. Morris,59-64, ,,3,59,64,-5,1753.0
6:31.0,M. Strus misses 2-pt jump shot from 19 ft,59-64, ,,3,59,64,-5,1769.0
6:29.0,Offensive rebound by K. Lowry,59-64, ,,3,59,64,-5,1771.0
6:28.0,K. Lowry misses 2-pt layup at rim,59-64, ,,3,59,64,-5,1772.0
6:26.0, ,59-64,Defensive rebound by Team,,3,59,64,-5,1774.0
6:26.0, ,59-64,Toronto full timeout,,3,59,64,-5,1774.0
6:26.0,T. Herro enters the game for C. Martin,59-64, ,,3,59,64,-5,1774.0
6:26.0, ,59-64,P. Achiuwa enters the game for S. Barnes,,3,59,64,-5,1774.0
6:26.0, ,59-64,C. Boucher enters the game for K. Birch,,3,59,64,-5,1774.0
6:08.0, ,59-64,F. VanVleet misses 3-pt jump shot from 26 ft,,3,59,64,-5,1792.0
6:04.0,Defensive rebound by K. Lowry,59-64, ,,3,59,64,-5,1796.0
5:45.0,M. Strus makes 3-pt jump shot from 25 ft (assist by T. Herro),62-64, ,,3,62,64,-2,1815.0
5:27.0, ,62-64,Offensive foul by C. Boucher (drawn by B. Adebayo),,3,62,64,-2,1833.0
5:27.0, ,62-64,Turnover by C. Boucher (offensive foul),,3,62,64,-2,1833.0
5:14.0,M. Morris misses 3-pt jump shot from 25 ft,62-64, ,,3,62,64,-2,1846.0
5:11.0, ,62-64,Defensive rebound by C. Boucher,,3,62,64,-2,1849.0
5:07.0, ,62-66,P. Siakam makes 2-pt layup from 4 ft (assist by F. VanVleet),,3,62,66,-4,1853.0
4:47.0,M. Strus misses 3-pt jump shot from 25 ft,62-66, ,,3,62,66,-4,1873.0
4:44.0, ,62-66,Defensive rebound by P. Achiuwa,,3,62,66,-4,1876.0
4:37.0, ,62-68,P. Siakam makes 2-pt layup from 2 ft,,3,62,68,-6,1883.0
4:11.0,T. Herro misses 2-pt jump shot from 19 ft,62-68, ,,3,62,68,-6,1909.0
4:09.0, ,62-68,Defensive rebound by C. Boucher,,3,62,68,-6,1911.0
4:09.0, ,62-68,Personal foul by K. Lowry (drawn by P. Siakam),,3,62,68,-6,1911.0
3:56.0, ,62-68,Turnover by G. Trent (lost ball; steal by M. Morris),,3,62,68,-6,1924.0
3:53.0,T. Herro makes 2-pt layup from 1 ft (assist by M. Morris),64-68, ,,3,64,68,-4,1927.0
3:37.0, ,64-68,P. Achiuwa misses 2-pt jump shot from 7 ft,,3,64,68,-4,1943.0
3:33.0, ,64-68,Offensive rebound by Team,,3,64,68,-4,1947.0
3:17.0, ,64-68,C. Boucher misses 2-pt jump shot from 16 ft,,3,64,68,-4,1963.0
3:14.0,Defensive rebound by M. Strus,64-68, ,,3,64,68,-4,1966.0
3:06.0,T. Herro misses 2-pt jump shot from 12 ft,64-68, ,,3,64,68,-4,1974.0
3:04.0,Offensive rebound by T. Herro,64-68, ,,3,64,68,-4,1976.0
3:03.0,Shooting foul by C. Boucher (drawn by M. Strus),64-68, ,,3,64,68,-4,1977.0
