Time,Atlanta,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:17.0, ,90-83,P. Tucker misses 3-pt jump shot from 24 ft,,3,83,90,-7,1963.0
3:14.0, ,90-83,Offensive rebound by J. Butler,,3,83,90,-7,1966.0
3:06.0, ,90-83,J. Butler misses 2-pt layup from 4 ft,,3,83,90,-7,1974.0
3:03.0,Defensive rebound by D. Gallinari,90-83, ,,3,83,90,-7,1977.0
2:58.0,K. Huerter misses 3-pt jump shot from 23 ft,90-83, ,,3,83,90,-7,1982.0
2:55.0, ,90-83,Defensive rebound by J. Butler,,3,83,90,-7,1985.0
2:54.0, ,90-83,Personal foul by D. Gallinari (drawn by J. Butler),,3,83,90,-7,1986.0
2:54.0,Atlanta full timeout,90-83, ,,3,83,90,-7,1986.0
2:54.0,T. Luwawu-Cabarrot enters the game for D. Hunter,90-83, ,,3,83,90,-7,1986.0
2:54.0, ,90-83,D. Dedmon enters the game for O. Yurtseven,,3,83,90,-7,1986.0
2:45.0, ,90-85,D. Dedmon makes 2-pt layup from 3 ft (assist by D. Robinson),,3,85,90,-5,1995.0
2:27.0,K. Huerter misses 3-pt jump shot from 27 ft,90-85, ,,3,85,90,-5,2013.0
2:25.0, ,90-85,Defensive rebound by D. Robinson,,3,85,90,-5,2015.0
2:19.0, ,90-87,J. Butler makes 2-pt jump shot from 4 ft (assist by T. Herro),,3,87,90,-3,2021.0
2:06.0,T. Young makes 3-pt jump shot from 28 ft,93-87, ,,3,87,93,-6,2034.0
1:49.0, ,93-89,D. Dedmon makes 2-pt layup from 4 ft (assist by J. Butler),,3,89,93,-4,2051.0
1:37.0,K. Huerter misses 2-pt jump shot from 9 ft,93-89, ,,3,89,93,-4,2063.0
1:37.0,Offensive rebound by O. Okongwu,93-89, ,,3,89,93,-4,2063.0
1:37.0,O. Okongwu makes 2-pt layup at rim,95-89, ,,3,89,95,-6,2063.0
1:37.0,Shooting foul by D. Dedmon (drawn by O. Okongwu),95-89, ,,3,89,95,-6,2063.0
1:37.0,D. Wright enters the game for T. Young,95-89, ,,3,89,95,-6,2063.0
1:37.0, ,95-89,K. Lowry enters the game for J. Butler,,3,89,95,-6,2063.0
1:37.0, ,95-89,C. Martin enters the game for P. Tucker,,3,89,95,-6,2063.0
1:37.0,O. Okongwu misses free throw 1 of 1,95-89, ,,3,89,95,-6,2063.0
1:34.0, ,95-89,Defensive rebound by D. Dedmon,,3,89,95,-6,2066.0
1:12.0, ,95-89,T. Herro misses 2-pt jump shot from 14 ft,,3,89,95,-6,2088.0
1:08.0,Defensive rebound by D. Gallinari,95-89, ,,3,89,95,-6,2092.0
0:54.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 28 ft,95-89, ,,3,89,95,-6,2106.0
0:50.0, ,95-89,Defensive rebound by D. Dedmon,,3,89,95,-6,2110.0
0:48.0, ,95-89,Turnover by C. Martin (bad pass; steal by D. Wright),,3,89,95,-6,2112.0
0:45.0,Shooting foul by K. Lowry (drawn by D. Wright),95-89, ,,3,89,95,-6,2115.0
0:45.0,D. Wright makes free throw 1 of 2,96-89, ,,3,89,96,-7,2115.0
0:45.0,D. Wright misses free throw 2 of 2,96-89, ,,3,89,96,-7,2115.0
0:43.0, ,96-89,Defensive rebound by D. Dedmon,,3,89,96,-7,2117.0
0:33.0, ,96-89,K. Lowry misses 3-pt jump shot from 29 ft,,3,89,96,-7,2127.0
0:29.0,Defensive rebound by O. Okongwu,96-89, ,,3,89,96,-7,2131.0
0:13.0,D. Gallinari makes 3-pt jump shot from 23 ft (assist by O. Okongwu),99-89, ,,3,89,99,-10,2147.0
0:08.0, ,99-92,T. Herro makes 3-pt jump shot from 26 ft (assist by K. Lowry),,3,92,99,-7,2152.0
0:01.0,D. Gallinari misses 2-pt layup from 4 ft,99-92, ,,3,92,99,-7,2159.0
0:01.0, ,99-92,Defensive rebound by Team,,3,92,99,-7,2159.0
0:01.0,Loose ball foul by O. Okongwu (drawn by D. Dedmon),99-92, ,,3,92,99,-7,2159.0
0:01.0, ,99-93,D. Dedmon makes free throw 1 of 2,,3,93,99,-6,2159.0
0:01.0, ,99-94,D. Dedmon makes free throw 2 of 2,,3,94,99,-5,2159.0
0:00.0,End of 3rd quarter,99-94,,,3,94,99,-5,2160.0
12:00.0,Start of 4th quarter,99-94,,,4,94,99,-5,2160.0
11:43.0,D. Gallinari misses 2-pt jump shot from 16 ft,99-94, ,,4,94,99,-5,2177.0
11:39.0,Offensive rebound by O. Okongwu,99-94, ,,4,94,99,-5,2181.0
11:38.0,Turnover by O. Okongwu (bad pass; steal by C. Martin),99-94, ,,4,94,99,-5,2182.0
11:34.0, ,99-96,C. Martin makes 2-pt layup from 3 ft,,4,96,99,-3,2186.0
11:16.0,Turnover by D. Gallinari (3 sec),99-96, ,,4,96,99,-3,2204.0
10:58.0, ,99-96,Turnover by D. Robinson (bad pass; steal by O. Okongwu),,4,96,99,-3,2222.0
10:51.0,D. Wright makes 3-pt jump shot from 26 ft (assist by K. Huerter),102-96, ,,4,96,102,-6,2229.0
10:27.0, ,102-96,D. Dedmon misses 2-pt jump shot from 8 ft,,4,96,102,-6,2253.0
10:20.0,Defensive rebound by K. Huerter,102-96, ,,4,96,102,-6,2260.0
10:16.0,D. Wright misses 3-pt jump shot from 26 ft,102-96, ,,4,96,102,-6,2264.0
10:14.0,Offensive rebound by O. Okongwu,102-96, ,,4,96,102,-6,2266.0
10:14.0,Shooting foul by D. Dedmon (drawn by O. Okongwu),102-96, ,,4,96,102,-6,2266.0
10:14.0,O. Okongwu misses free throw 1 of 2,102-96, ,,4,96,102,-6,2266.0
10:14.0,Offensive rebound by Team,102-96, ,,4,96,102,-6,2266.0
10:14.0,O. Okongwu makes free throw 2 of 2,103-96, ,,4,96,103,-7,2266.0
10:00.0, ,103-96,Turnover by T. Herro (bad pass; steal by D. Wright),,4,96,103,-7,2280.0
9:45.0,D. Gallinari misses 3-pt jump shot from 26 ft,103-96, ,,4,96,103,-7,2295.0
9:41.0, ,103-96,Defensive rebound by K. Lowry,,4,96,103,-7,2299.0
9:34.0, ,103-96,K. Lowry misses 3-pt jump shot from 27 ft,,4,96,103,-7,2306.0
9:31.0,Defensive rebound by T. Luwawu-Cabarrot,103-96, ,,4,96,103,-7,2309.0
9:20.0,Personal foul by D. Dedmon (drawn by D. Wright),103-96, ,,4,96,103,-7,2320.0
9:09.0,Offensive foul by T. Luwawu-Cabarrot (drawn by K. Lowry),103-96, ,,4,96,103,-7,2331.0
9:09.0,Turnover by T. Luwawu-Cabarrot (offensive foul),103-96, ,,4,96,103,-7,2331.0
8:55.0, ,103-96,T. Herro misses 2-pt layup from 3 ft (block by O. Okongwu),,4,96,103,-7,2345.0
8:50.0, ,103-96,Offensive rebound by D. Dedmon,,4,96,103,-7,2350.0
8:48.0, ,103-98,D. Dedmon makes 2-pt layup from 4 ft,,4,98,103,-5,2352.0
8:35.0,K. Huerter makes 2-pt layup from 4 ft (assist by D. Wright),105-98, ,,4,98,105,-7,2365.0
8:24.0, ,105-98,D. Robinson misses 3-pt jump shot from 26 ft,,4,98,105,-7,2376.0
8:21.0,Defensive rebound by D. Wright,105-98, ,,4,98,105,-7,2379.0
8:06.0,Turnover by O. Okongwu (bad pass; steal by K. Lowry),105-98, ,,4,98,105,-7,2394.0
8:05.0, ,105-98,Personal take foul by K. Huerter (drawn by C. Martin),,4,98,105,-7,2395.0
8:05.0,B. Bogdanović enters the game for T. Luwawu-Cabarrot,105-98, ,,4,98,105,-7,2395.0
8:05.0,J. Collins enters the game for O. Okongwu,105-98, ,,4,98,105,-7,2395.0
8:05.0,T. Young enters the game for D. Wright,105-98, ,,4,98,105,-7,2395.0
8:05.0, ,105-98,O. Yurtseven enters the game for D. Dedmon,,4,98,105,-7,2395.0
7:55.0, ,105-100,T. Herro makes 2-pt jump shot from 9 ft,,4,100,105,-5,2405.0
7:34.0,J. Collins misses 2-pt jump shot from 11 ft,105-100, ,,4,100,105,-5,2426.0
7:31.0, ,105-100,Defensive rebound by D. Robinson,,4,100,105,-5,2429.0
7:17.0, ,105-103,T. Herro makes 3-pt jump shot from 26 ft (assist by D. Robinson),,4,103,105,-2,2443.0
7:17.0,Atlanta full timeout,105-103, ,,4,103,105,-2,2443.0
7:17.0,D. Hunter enters the game for K. Huerter,105-103, ,,4,103,105,-2,2443.0
7:17.0, ,105-103,M. Strus enters the game for D. Robinson,,4,103,105,-2,2443.0
6:50.0,D. Gallinari misses 2-pt jump shot from 18 ft,105-103, ,,4,103,105,-2,2470.0
6:46.0,Offensive rebound by B. Bogdanović,105-103, ,,4,103,105,-2,2474.0
6:45.0,B. Bogdanović misses 2-pt layup from 3 ft (block by K. Lowry),105-103, ,,4,103,105,-2,2475.0
6:45.0,Offensive rebound by J. Collins,105-103, ,,4,103,105,-2,2475.0
6:39.0,D. Hunter makes 3-pt jump shot from 25 ft (assist by J. Collins),108-103, ,,4,103,108,-5,2481.0
6:19.0, ,108-103,T. Herro misses 2-pt layup from 4 ft,,4,103,108,-5,2501.0
6:17.0,Defensive rebound by D. Gallinari,108-103, ,,4,103,108,-5,2503.0
6:13.0,D. Hunter misses 2-pt dunk from 5 ft (block by M. Strus),108-103, ,,4,103,108,-5,2507.0
6:13.0,Offensive rebound by Team,108-103, ,,4,103,108,-5,2507.0
6:05.0,J. Collins makes 2-pt dunk from 5 ft (assist by T. Young),110-103, ,,4,103,110,-7,2515.0
5:51.0, ,110-105,O. Yurtseven makes 2-pt jump shot from 4 ft (assist by K. Lowry),,4,105,110,-5,2529.0
5:34.0,B. Bogdanović misses 3-pt jump shot from 23 ft,110-105, ,,4,105,110,-5,2546.0
5:30.0, ,110-105,Defensive rebound by T. Herro,,4,105,110,-5,2550.0
5:26.0, ,110-105,Personal foul by J. Collins (drawn by K. Lowry),,4,105,110,-5,2554.0
5:26.0,O. Okongwu enters the game for J. Collins,110-105, ,,4,105,110,-5,2554.0
5:26.0, ,110-105,J. Butler enters the game for M. Strus,,4,105,110,-5,2554.0
5:26.0, ,110-105,P. Tucker enters the game for O. Yurtseven,,4,105,110,-5,2554.0
5:07.0, ,110-105,J. Butler misses 2-pt jump shot from 13 ft,,4,105,110,-5,2573.0
5:07.0, ,110-105,Offensive rebound by K. Lowry,,4,105,110,-5,2573.0
5:07.0, ,110-105,Shooting foul by T. Young (drawn by K. Lowry),,4,105,110,-5,2573.0
5:07.0, ,110-106,K. Lowry makes free throw 1 of 2,,4,106,110,-4,2573.0
5:07.0, ,110-107,K. Lowry makes free throw 2 of 2,,4,107,110,-3,2573.0
4:53.0,Shooting foul by C. Martin (drawn by T. Young),110-107, ,,4,107,110,-3,2587.0
4:53.0,Instant Replay (Challenge: Stands),110-107, ,,4,107,110,-3,2587.0
4:53.0, ,110-107,Miami full timeout,,4,107,110,-3,2587.0
4:53.0,J. Collins enters the game for O. Okongwu,110-107, ,,4,107,110,-3,2587.0
4:53.0,T. Young makes free throw 1 of 2,111-107, ,,4,107,111,-4,2587.0
4:53.0,T. Young makes free throw 2 of 2,112-107, ,,4,107,112,-5,2587.0
4:38.0, ,112-107,J. Butler misses 2-pt layup from 3 ft,,4,107,112,-5,2602.0
4:38.0, ,112-107,Offensive rebound by Team,,4,107,112,-5,2602.0
4:36.0, ,112-107,Away from play foul by B. Bogdanović (drawn by T. Herro),,4,107,112,-5,2604.0
4:36.0, ,112-108,T. Herro makes free throw 1 of 1,,4,108,112,-4,2604.0
4:33.0, ,112-111,T. Herro makes 3-pt jump shot from 23 ft (assist by K. Lowry),,4,111,112,-1,2607.0
4:17.0,Personal foul by P. Tucker (drawn by J. Collins),112-111, ,,4,111,112,-1,2623.0
4:17.0,K. Huerter enters the game for B. Bogdanović,112-111, ,,4,111,112,-1,2623.0
4:07.0,J. Collins makes 2-pt dunk from 4 ft (assist by T. Young),114-111, ,,4,111,114,-3,2633.0
3:45.0, ,114-111,T. Herro misses 2-pt jump shot from 13 ft,,4,111,114,-3,2655.0
3:41.0, ,114-111,Offensive rebound by C. Martin,,4,111,114,-3,2659.0
3:34.0, ,114-114,K. Lowry makes 3-pt jump shot from 27 ft,Tie,4,114,114,0,2666.0
3:34.0,Atlanta full timeout,114-114, ,,4,114,114,0,2666.0
3:23.0,K. Huerter misses 2-pt jump shot from 10 ft,114-114, ,,4,114,114,0,2677.0
3:21.0,Offensive rebound by K. Huerter,114-114, ,,4,114,114,0,2679.0
3:13.0,D. Hunter makes 2-pt jump shot from 13 ft,116-114, ,,4,114,116,-2,2687.0
2:48.0, ,116-116,J. Butler makes 2-pt jump shot from 5 ft,Tie,4,116,116,0,2712.0
2:31.0,T. Young misses 3-pt jump shot from 28 ft,116-116, ,,4,116,116,0,2729.0
2:28.0, ,116-116,Defensive rebound by K. Lowry,,4,116,116,0,2732.0
2:25.0, ,116-116,K. Lowry misses 2-pt layup from 3 ft (block by D. Hunter),,4,116,116,0,2735.0
2:25.0,Defensive rebound by J. Collins,116-116, ,,4,116,116,0,2735.0
2:17.0,T. Young misses 2-pt jump shot from 8 ft (block by J. Butler),116-116, ,,4,116,116,0,2743.0
2:16.0,Offensive rebound by Team,116-116, ,,4,116,116,0,2744.0
2:10.0,Personal foul by C. Martin (drawn by T. Young),116-116, ,,4,116,116,0,2750.0
2:10.0,T. Young makes free throw 1 of 2,117-116, ,,4,116,117,-1,2750.0
2:10.0,T. Young makes free throw 2 of 2,118-116, ,,4,116,118,-2,2750.0
1:48.0, ,118-116,T. Herro misses 2-pt layup from 2 ft,,4,116,118,-2,2772.0
1:44.0,Defensive rebound by J. Collins,118-116, ,,4,116,118,-2,2776.0
1:36.0,J. Collins misses 2-pt layup from 3 ft (block by C. Martin),118-116, ,,4,116,118,-2,2784.0
1:34.0,Offensive rebound by Team,118-116, ,,4,116,118,-2,2786.0
1:24.0,Turnover by T. Young (lost ball; steal by P. Tucker),118-116, ,,4,116,118,-2,2796.0
1:23.0, ,118-116,Personal foul by K. Huerter (drawn by P. Tucker),,4,116,118,-2,2797.0
1:23.0, ,118-117,P. Tucker makes free throw 1 of 2,,4,117,118,-1,2797.0
1:23.0, ,118-118,P. Tucker makes free throw 2 of 2,Tie,4,118,118,0,2797.0
1:01.0,Offensive foul by T. Young (drawn by C. Martin),118-118, ,,4,118,118,0,2819.0
1:01.0,Turnover by T. Young (offensive foul),118-118, ,,4,118,118,0,2819.0
0:46.0, ,118-118,Personal foul by K. Huerter (drawn by T. Herro),,4,118,118,0,2834.0
0:46.0, ,118-119,T. Herro makes free throw 1 of 2,Lead change,4,119,118,1,2834.0
0:46.0, ,118-120,T. Herro makes free throw 2 of 2,,4,120,118,2,2834.0
0:46.0,Atlanta full timeout,118-120, ,,4,120,118,2,2834.0
0:44.0,Turnover by K. Huerter (bad pass; steal by C. Martin),118-120, ,,4,120,118,2,2836.0
0:22.0, ,118-122,J. Butler makes 2-pt layup from 3 ft,,4,122,118,4,2858.0
0:22.0,Atlanta full timeout,118-122, ,,4,122,118,4,2858.0
0:22.0,B. Bogdanović enters the game for D. Hunter,118-122, ,,4,122,118,4,2858.0
0:13.0,D. Gallinari misses 3-pt jump shot from 26 ft,118-122, ,,4,122,118,4,2867.0
0:10.0, ,118-122,Defensive rebound by P. Tucker,,4,122,118,4,2870.0
0:05.0, ,118-122,Personal take foul by J. Collins (drawn by P. Tucker),,4,122,118,4,2875.0
0:05.0,O. Okongwu enters the game for J. Collins,118-122, ,,4,122,118,4,2875.0
0:05.0, ,118-123,P. Tucker makes free throw 1 of 2,,4,123,118,5,2875.0
0:05.0, ,118-124,P. Tucker makes free throw 2 of 2,,4,124,118,6,2875.0
0:01.0,B. Bogdanović misses 3-pt jump shot from 28 ft,118-124, ,,4,124,118,6,2879.0
0:00.0,Offensive rebound by Team,118-124, ,,4,124,118,6,2880.0
0:00.0,End of 4th quarter,118-124,,,4,124,118,6,2880.0
