Time,Toronto,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
4:53.0,Offensive rebound by Team,11-15, ,,1,15,11,4,427.0
4:53.0,O. Anunoby enters the game for S. Barnes,11-15, ,,1,15,11,4,427.0
4:53.0,C. Boucher misses free throw 2 of 2,11-15, ,,1,15,11,4,427.0
4:50.0, ,11-15,Defensive rebound by D. Robinson,,1,15,11,4,430.0
4:42.0, ,11-15,J. Butler misses 2-pt layup from 2 ft,,1,15,11,4,438.0
4:39.0, ,11-15,Offensive rebound by J. Butler,,1,15,11,4,441.0
4:39.0, ,11-17,J. Butler makes 2-pt jump shot from 6 ft,,1,17,11,6,441.0
4:24.0,C. Boucher makes 2-pt dunk from 2 ft (assist by P. Siakam),13-17, ,,1,17,13,4,456.0
4:00.0, ,13-19,C. Martin makes 2-pt jump shot from 20 ft (assist by T. Herro),,1,19,13,6,480.0
3:39.0,O. Anunoby makes 2-pt jump shot from 5 ft (assist by F. VanVleet),15-19, ,,1,19,15,4,501.0
3:27.0, ,15-19,D. Robinson misses 3-pt jump shot from 26 ft,,1,19,15,4,513.0
3:27.0,Defensive rebound by P. Achiuwa,15-19, ,,1,19,15,4,513.0
3:17.0,O. Anunoby misses 3-pt jump shot from 23 ft,15-19, ,,1,19,15,4,523.0
3:14.0,Offensive rebound by C. Boucher,15-19, ,,1,19,15,4,526.0
3:13.0,Turnover by C. Boucher (bad pass; steal by T. Herro),15-19, ,,1,19,15,4,527.0
3:06.0, ,15-19,J. Butler misses 2-pt dunk from 2 ft,,1,19,15,4,534.0
3:02.0,Defensive rebound by O. Anunoby,15-19, ,,1,19,15,4,538.0
3:02.0,C. Boucher makes 2-pt layup from 2 ft (assist by P. Siakam),17-19, ,,1,19,17,2,538.0
3:02.0,Shooting foul by D. Robinson (drawn by C. Boucher),17-19, ,,1,19,17,2,538.0
3:02.0,S. Barnes enters the game for P. Siakam,17-19, ,,1,19,17,2,538.0
3:02.0, ,17-19,D. Dedmon enters the game for B. Adebayo,,1,19,17,2,538.0
3:02.0, ,17-19,M. Strus enters the game for D. Robinson,,1,19,17,2,538.0
3:02.0,C. Boucher makes free throw 1 of 1,18-19, ,,1,19,18,1,538.0
2:52.0, ,18-21,T. Herro makes 2-pt dunk from 1 ft (assist by J. Butler),,1,21,18,3,548.0
2:39.0,F. VanVleet misses 3-pt jump shot from 27 ft,18-21, ,,1,21,18,3,561.0
2:34.0, ,18-21,Defensive rebound by D. Dedmon,,1,21,18,3,566.0
2:30.0, ,18-21,T. Herro misses 2-pt layup from 2 ft,,1,21,18,3,570.0
2:30.0,Defensive rebound by Team,18-21, ,,1,21,18,3,570.0
2:30.0, ,18-21,Loose ball foul by D. Dedmon (drawn by F. VanVleet),,1,21,18,3,570.0
2:30.0,Toronto full timeout,18-21, ,,1,21,18,3,570.0
2:30.0, ,18-21,G. Vincent enters the game for J. Butler,,1,21,18,3,570.0
2:30.0,F. VanVleet makes free throw 1 of 2,19-21, ,,1,21,19,2,570.0
2:30.0,F. VanVleet makes free throw 2 of 2,20-21, ,,1,21,20,1,570.0
2:15.0, ,20-21,G. Vincent misses 2-pt jump shot from 18 ft,,1,21,20,1,585.0
2:13.0,Defensive rebound by F. VanVleet,20-21, ,,1,21,20,1,587.0
2:13.0,Personal foul by C. Martin (drawn by C. Boucher),20-21, ,,1,21,20,1,587.0
2:13.0,C. Boucher makes free throw 1 of 2,21-21, ,Tie,1,21,21,0,587.0
2:13.0,J. Champagnie enters the game for O. Anunoby,21-21, ,,1,21,21,0,587.0
2:13.0,C. Boucher makes free throw 2 of 2,22-21, ,Lead change,1,21,22,-1,587.0
1:51.0, ,22-21,T. Herro misses 2-pt jump shot from 14 ft,,1,21,22,-1,609.0
1:44.0,Defensive rebound by C. Boucher,22-21, ,,1,21,22,-1,616.0
1:36.0,P. Achiuwa makes 2-pt jump shot from 8 ft,24-21, ,,1,21,24,-3,624.0
1:27.0, ,24-21,Personal foul by J. Champagnie (drawn by T. Herro),,1,21,24,-3,633.0
1:27.0, ,24-22,T. Herro makes free throw 1 of 2,,1,22,24,-2,633.0
1:27.0, ,24-23,T. Herro makes free throw 2 of 2,,1,23,24,-1,633.0
1:10.0,F. VanVleet makes 3-pt jump shot from 23 ft (assist by J. Champagnie),27-23, ,,1,23,27,-4,650.0
0:46.0, ,27-23,G. Vincent misses 3-pt jump shot from 26 ft,,1,23,27,-4,674.0
0:43.0, ,27-23,Offensive rebound by D. Dedmon,,1,23,27,-4,677.0
0:43.0, ,27-25,D. Dedmon makes 2-pt dunk from 2 ft,,1,25,27,-2,677.0
0:32.0,F. VanVleet makes 3-pt jump shot from 27 ft,30-25, ,,1,25,30,-5,688.0
0:15.0, ,30-27,G. Vincent makes 2-pt layup from 1 ft,,1,27,30,-3,705.0
0:00.0,F. VanVleet misses 3-pt jump shot from 28 ft,30-27, ,,1,27,30,-3,720.0
0:00.0,Offensive rebound by Team,30-27, ,,1,27,30,-3,720.0
0:00.0,End of 1st quarter,30-27,,,1,27,30,-3,720.0
12:00.0,Start of 2nd quarter,30-27,,,2,27,30,-3,720.0
11:43.0,P. Siakam misses 3-pt jump shot from 26 ft,30-27, ,,2,27,30,-3,737.0
11:41.0,Offensive rebound by P. Achiuwa,30-27, ,,2,27,30,-3,739.0
11:41.0,Personal foul by G. Vincent (drawn by P. Achiuwa),30-27, ,,2,27,30,-3,739.0
11:29.0,P. Achiuwa misses 2-pt jump shot from 13 ft,30-27, ,,2,27,30,-3,751.0
11:25.0, ,30-27,Defensive rebound by M. Strus,,2,27,30,-3,755.0
11:10.0, ,30-29,D. Dedmon makes 2-pt jump shot from 5 ft (assist by M. Strus),,2,29,30,-1,770.0
10:55.0,S. Barnes misses 2-pt hook shot from 7 ft,30-29, ,,2,29,30,-1,785.0
10:53.0,Offensive rebound by P. Achiuwa,30-29, ,,2,29,30,-1,787.0
10:49.0,S. Barnes misses 2-pt dunk from 1 ft,30-29, ,,2,29,30,-1,791.0
10:46.0, ,30-29,Defensive rebound by T. Herro,,2,29,30,-1,794.0
10:40.0, ,30-29,Shooting foul by O. Anunoby (drawn by T. Herro),,2,29,30,-1,800.0
10:40.0, ,30-30,T. Herro makes free throw 1 of 2,Tie,2,30,30,0,800.0
10:40.0, ,30-31,T. Herro makes free throw 2 of 2,Lead change,2,31,30,1,800.0
10:23.0,O. Anunoby misses 3-pt jump shot from 26 ft,30-31, ,,2,31,30,1,817.0
10:19.0,Offensive rebound by P. Achiuwa,30-31, ,,2,31,30,1,821.0
10:15.0,C. Boucher makes 3-pt jump shot from 25 ft (assist by P. Siakam),33-31, ,Lead change,2,31,33,-2,825.0
9:47.0, ,33-31,G. Vincent misses 3-pt jump shot from 23 ft,,2,31,33,-2,853.0
9:43.0, ,33-31,Offensive rebound by D. Dedmon,,2,31,33,-2,857.0
9:39.0, ,33-31,D. Dedmon misses 2-pt hook shot from 6 ft,,2,31,33,-2,861.0
9:36.0,Defensive rebound by P. Achiuwa,33-31, ,,2,31,33,-2,864.0
9:29.0,O. Anunoby misses 2-pt layup from 4 ft,33-31, ,,2,31,33,-2,871.0
9:25.0,C. Boucher misses 2-pt layup from 2 ft,33-31, ,,2,31,33,-2,875.0
9:25.0,Offensive rebound by C. Boucher,33-31, ,,2,31,33,-2,875.0
9:24.0,Offensive rebound by C. Boucher,33-31, ,,2,31,33,-2,876.0
9:23.0,C. Boucher misses 2-pt layup from 2 ft (block by D. Dedmon),33-31, ,,2,31,33,-2,877.0
9:21.0, ,33-31,Defensive rebound by D. Dedmon,,2,31,33,-2,879.0
9:08.0, ,33-31,C. Martin misses 3-pt jump shot from 23 ft,,2,31,33,-2,892.0
9:06.0, ,33-31,Offensive rebound by D. Dedmon,,2,31,33,-2,894.0
9:03.0, ,33-31,D. Dedmon misses 2-pt hook shot from 6 ft,,2,31,33,-2,897.0
9:00.0,Defensive rebound by P. Achiuwa,33-31, ,,2,31,33,-2,900.0
8:56.0,C. Boucher makes 2-pt layup from 2 ft (assist by S. Barnes),35-31, ,,2,31,35,-4,904.0
8:38.0, ,35-33,T. Herro makes 2-pt layup from 2 ft,,2,33,35,-2,922.0
8:20.0,P. Siakam makes 2-pt jump shot from 9 ft,37-33, ,,2,33,37,-4,940.0
8:11.0, ,37-33,Personal foul by O. Anunoby (drawn by T. Herro),,2,33,37,-4,949.0
8:11.0,J. Champagnie enters the game for O. Anunoby,37-33, ,,2,33,37,-4,949.0
8:11.0, ,37-33,B. Adebayo enters the game for D. Dedmon,,2,33,37,-4,949.0
8:11.0, ,37-33,J. Butler enters the game for G. Vincent,,2,33,37,-4,949.0
8:04.0, ,37-35,T. Herro makes 2-pt layup from 2 ft,,2,35,37,-2,956.0
7:43.0,P. Siakam makes 2-pt layup from 3 ft,39-35, ,,2,35,39,-4,977.0
7:31.0, ,39-35,Shooting foul by P. Achiuwa (drawn by T. Herro),,2,35,39,-4,989.0
7:31.0, ,39-36,T. Herro makes free throw 1 of 2,,2,36,39,-3,989.0
7:31.0,F. VanVleet enters the game for S. Barnes,39-36, ,,2,36,39,-3,989.0
7:31.0, ,39-36,P. Tucker enters the game for C. Martin,,2,36,39,-3,989.0
7:31.0, ,39-37,T. Herro makes free throw 2 of 2,,2,37,39,-2,989.0
7:10.0,P. Siakam misses 2-pt jump shot from 12 ft,39-37, ,,2,37,39,-2,1010.0
7:03.0, ,39-37,Defensive rebound by P. Tucker,,2,37,39,-2,1017.0
7:00.0, ,39-37,T. Herro misses 2-pt jump shot from 11 ft,,2,37,39,-2,1020.0
6:55.0,Defensive rebound by C. Boucher,39-37, ,,2,37,39,-2,1025.0
6:51.0,Personal foul by M. Strus (drawn by P. Siakam),39-37, ,,2,37,39,-2,1029.0
6:51.0, ,39-37,Miami full timeout,,2,37,39,-2,1029.0
6:36.0,P. Siakam misses 3-pt jump shot from 23 ft,39-37, ,,2,37,39,-2,1044.0
6:35.0, ,39-37,Defensive rebound by Team,,2,37,39,-2,1045.0
6:22.0, ,39-37,Turnover by M. Strus (bad pass; steal by P. Siakam),,2,37,39,-2,1058.0
6:15.0,P. Achiuwa misses 2-pt layup from 5 ft (block by B. Adebayo),39-37, ,,2,37,39,-2,1065.0
6:09.0, ,39-37,Defensive rebound by M. Strus,,2,37,39,-2,1071.0
6:08.0, ,39-39,J. Butler makes 2-pt layup from 3 ft,Tie,2,39,39,0,1072.0
5:52.0,P. Siakam makes 2-pt jump shot from 15 ft (assist by F. VanVleet),41-39, ,,2,39,41,-2,1088.0
5:33.0, ,41-42,M. Strus makes 3-pt jump shot from 28 ft (assist by J. Butler),Lead change,2,42,41,1,1107.0
5:11.0,C. Boucher makes 2-pt layup from 2 ft (assist by P. Siakam),43-42, ,Lead change,2,42,43,-1,1129.0
4:53.0, ,43-42,Shooting foul by C. Boucher (drawn by J. Butler),,2,42,43,-1,1147.0
4:53.0, ,43-43,J. Butler makes free throw 1 of 2,Tie,2,43,43,0,1147.0
4:53.0,S. Barnes enters the game for P. Achiuwa,43-43, ,,2,43,43,0,1147.0
4:53.0, ,43-44,J. Butler makes free throw 2 of 2,Lead change,2,44,43,1,1147.0
4:37.0,S. Barnes misses 3-pt jump shot from 23 ft,43-44, ,,2,44,43,1,1163.0
4:32.0, ,43-44,Defensive rebound by T. Herro,,2,44,43,1,1168.0
4:28.0, ,43-44,Turnover by J. Butler (bad pass; steal by S. Barnes),,2,44,43,1,1172.0
4:25.0,P. Siakam makes 2-pt layup from 2 ft (assist by S. Barnes),45-44, ,Lead change,2,44,45,-1,1175.0
4:12.0, ,45-46,B. Adebayo makes 2-pt layup from 2 ft,Lead change,2,46,45,1,1188.0
4:12.0, ,45-46,Shooting foul by S. Barnes (drawn by B. Adebayo),,2,46,45,1,1188.0
4:12.0,P. Achiuwa enters the game for J. Champagnie,45-46, ,,2,46,45,1,1188.0
4:12.0, ,45-46,D. Robinson enters the game for M. Strus,,2,46,45,1,1188.0
4:12.0, ,45-47,B. Adebayo makes free throw 1 of 1,,2,47,45,2,1188.0
3:51.0,S. Barnes misses 2-pt layup from 3 ft,45-47, ,,2,47,45,2,1209.0
3:46.0,Offensive rebound by S. Barnes,45-47, ,,2,47,45,2,1214.0
3:46.0,S. Barnes makes 2-pt layup at rim,47-47, ,Tie,2,47,47,0,1214.0
3:41.0, ,47-50,D. Robinson makes 3-pt jump shot from 25 ft (assist by B. Adebayo),,2,50,47,3,1219.0
3:16.0,Turnover by S. Barnes (bad pass; steal by T. Herro),47-50, ,,2,50,47,3,1244.0
3:07.0, ,47-50,J. Butler misses 2-pt layup from 2 ft,,2,50,47,3,1253.0
3:05.0,Defensive rebound by P. Achiuwa,47-50, ,,2,50,47,3,1255.0
2:49.0,Turnover by F. VanVleet (bad pass; steal by D. Robinson),47-50, ,,2,50,47,3,1271.0
2:33.0, ,47-50,Shooting foul by P. Siakam (drawn by B. Adebayo),,2,50,47,3,1287.0
2:33.0,Toronto full timeout,47-50, ,,2,50,47,3,1287.0
2:33.0, ,47-51,B. Adebayo makes free throw 1 of 2,,2,51,47,4,1287.0
2:33.0, ,47-52,B. Adebayo makes free throw 2 of 2,,2,52,47,5,1287.0
2:11.0,Turnover by F. VanVleet (bad pass; steal by B. Adebayo),47-52, ,,2,52,47,5,1309.0
2:05.0, ,47-54,B. Adebayo makes 2-pt layup from 1 ft,,2,54,47,7,1315.0
1:49.0,Turnover by F. VanVleet (bad pass; steal by D. Robinson),47-54, ,,2,54,47,7,1331.0
1:40.0, ,47-54,B. Adebayo misses 2-pt hook shot from 6 ft,,2,54,47,7,1340.0
1:38.0,Defensive rebound by S. Barnes,47-54, ,,2,54,47,7,1342.0
1:33.0,S. Barnes misses 2-pt jump shot from 6 ft,47-54, ,,2,54,47,7,1347.0
1:30.0, ,47-54,Defensive rebound by D. Robinson,,2,54,47,7,1350.0
1:29.0, ,47-54,Personal foul by F. VanVleet (drawn by J. Butler),,2,54,47,7,1351.0
1:29.0, ,47-55,J. Butler makes free throw 1 of 2,,2,55,47,8,1351.0
1:29.0, ,47-55,C. Martin enters the game for D. Robinson,,2,55,47,8,1351.0
1:29.0, ,47-55,M. Strus enters the game for P. Tucker,,2,55,47,8,1351.0
1:29.0, ,47-56,J. Butler makes free throw 2 of 2,,2,56,47,9,1351.0
1:08.0,S. Barnes makes 2-pt hook shot from 4 ft (assist by P. Siakam),49-56, ,,2,56,49,7,1372.0
0:57.0, ,49-58,T. Herro makes 2-pt jump shot from 13 ft,,2,58,49,9,1383.0
0:43.0,P. Achiuwa makes 2-pt dunk from 2 ft (assist by P. Siakam),51-58, ,,2,58,51,7,1397.0
0:23.0, ,51-58,B. Adebayo misses 2-pt jump shot from 13 ft,,2,58,51,7,1417.0
0:18.0,Defensive rebound by P. Achiuwa,51-58, ,,2,58,51,7,1422.0
0:00.0,P. Achiuwa misses 3-pt jump shot from 26 ft,51-58, ,,2,58,51,7,1440.0
0:00.0,Offensive rebound by Team,51-58, ,,2,58,51,7,1440.0
0:00.0,End of 2nd quarter,51-58,,,2,58,51,7,1440.0
12:00.0,Start of 3rd quarter,51-58,,,3,58,51,7,1440.0
11:44.0,F. VanVleet misses 3-pt jump shot from 27 ft,51-58, ,,3,58,51,7,1456.0
11:38.0, ,51-58,Defensive rebound by J. Butler,,3,58,51,7,1462.0
11:34.0, ,51-58,P. Tucker misses 3-pt jump shot from 23 ft,,3,58,51,7,1466.0
11:34.0,Defensive rebound by F. VanVleet,51-58, ,,3,58,51,7,1466.0
11:25.0,P. Siakam misses 2-pt layup from 2 ft,51-58, ,,3,58,51,7,1475.0
11:22.0, ,51-58,Defensive rebound by P. Tucker,,3,58,51,7,1478.0
11:15.0, ,51-58,Personal foul by F. VanVleet (drawn by B. Adebayo),,3,58,51,7,1485.0
11:08.0, ,51-58,G. Vincent misses 3-pt jump shot from 25 ft,,3,58,51,7,1492.0
11:04.0, ,51-58,Offensive rebound by B. Adebayo,,3,58,51,7,1496.0
11:00.0, ,51-58,Turnover by B. Adebayo (lost ball; steal by P. Siakam),,3,58,51,7,1500.0
10:56.0,F. VanVleet makes 3-pt jump shot from 25 ft (assist by P. Siakam),54-58, ,,3,58,54,4,1504.0
10:34.0, ,54-58,B. Adebayo misses 2-pt hook shot from 8 ft,,3,58,54,4,1526.0
10:30.0,Defensive rebound by S. Barnes,54-58, ,,3,58,54,4,1530.0
10:20.0,S. Barnes misses 2-pt jump shot from 10 ft,54-58, ,,3,58,54,4,1540.0
10:16.0,Offensive rebound by P. Siakam,54-58, ,,3,58,54,4,1544.0
10:11.0,S. Barnes makes 3-pt jump shot from 25 ft (assist by P. Achiuwa),57-58, ,,3,58,57,1,1549.0
9:44.0, ,57-58,J. Butler misses 2-pt jump shot from 17 ft,,3,58,57,1,1576.0
9:40.0,Defensive rebound by S. Barnes,57-58, ,,3,58,57,1,1580.0
9:40.0,O. Anunoby makes 2-pt layup from 3 ft (assist by S. Barnes),59-58, ,Lead change,3,58,59,-1,1580.0
9:40.0,Shooting foul by D. Robinson (drawn by O. Anunoby),59-58, ,,3,58,59,-1,1580.0
9:40.0,O. Anunoby misses free throw 1 of 1,59-58, ,,3,58,59,-1,1580.0
9:40.0, ,59-58,Defensive rebound by B. Adebayo,,3,58,59,-1,1580.0
9:21.0, ,59-58,B. Adebayo misses 2-pt hook shot from 5 ft,,3,58,59,-1,1599.0
9:18.0,Defensive rebound by P. Achiuwa,59-58, ,,3,58,59,-1,1602.0
9:11.0,Turnover by O. Anunoby (lost ball; steal by G. Vincent),59-58, ,,3,58,59,-1,1609.0
9:05.0, ,59-58,B. Adebayo misses 2-pt layup from 4 ft,,3,58,59,-1,1615.0
9:03.0,Defensive rebound by F. VanVleet,59-58, ,,3,58,59,-1,1617.0
8:59.0,F. VanVleet misses 3-pt jump shot from 26 ft,59-58, ,,3,58,59,-1,1621.0
8:55.0, ,59-58,Defensive rebound by J. Butler,,3,58,59,-1,1625.0
8:39.0, ,59-58,Personal foul by O. Anunoby (drawn by J. Butler),,3,58,59,-1,1641.0
8:27.0, ,59-60,B. Adebayo makes 2-pt dunk from 2 ft (assist by D. Robinson),Lead change,3,60,59,1,1653.0
8:02.0,P. Siakam makes 2-pt jump shot from 12 ft (assist by S. Barnes),61-60, ,Lead change,3,60,61,-1,1678.0
7:43.0, ,61-60,Personal foul by S. Barnes (drawn by B. Adebayo),,3,60,61,-1,1697.0
7:43.0,C. Boucher enters the game for S. Barnes,61-60, ,,3,60,61,-1,1697.0
7:37.0, ,61-62,J. Butler makes 2-pt dunk from 2 ft (assist by P. Tucker),Lead change,3,62,61,1,1703.0
7:16.0,O. Anunoby makes 3-pt jump shot from 26 ft (assist by F. VanVleet),64-62, ,Lead change,3,62,64,-2,1724.0
7:02.0, ,64-65,G. Vincent makes 3-pt jump shot from 26 ft (assist by J. Butler),Lead change,3,65,64,1,1738.0
6:48.0,F. VanVleet makes 2-pt jump shot from 21 ft,66-65, ,Lead change,3,65,66,-1,1752.0
6:37.0, ,66-65,D. Robinson misses 3-pt jump shot from 26 ft (block by C. Boucher),,3,65,66,-1,1763.0
6:35.0, ,66-65,Offensive rebound by D. Robinson,,3,65,66,-1,1765.0
6:22.0, ,66-67,P. Tucker makes 2-pt layup from 3 ft (assist by J. Butler),Lead change,3,67,66,1,1778.0
6:06.0,Personal foul by D. Robinson (drawn by P. Siakam),66-67, ,,3,67,66,1,1794.0
6:06.0, ,66-67,Miami full timeout,,3,67,66,1,1794.0
6:06.0, ,66-67,M. Strus enters the game for D. Robinson,,3,67,66,1,1794.0
5:53.0,F. VanVleet misses 3-pt jump shot from 26 ft,66-67, ,,3,67,66,1,1807.0
5:49.0,Offensive rebound by P. Achiuwa,66-67, ,,3,67,66,1,1811.0
5:41.0,Personal foul by B. Adebayo (drawn by P. Achiuwa),66-67, ,,3,67,66,1,1819.0
5:33.0,O. Anunoby misses 2-pt layup from 4 ft,66-67, ,,3,67,66,1,1827.0
5:30.0, ,66-67,Defensive rebound by P. Tucker,,3,67,66,1,1830.0
5:20.0, ,66-67,Turnover by B. Adebayo (bad pass; steal by O. Anunoby),,3,67,66,1,1840.0
5:15.0,P. Siakam makes 2-pt dunk from 1 ft,68-67, ,Lead change,3,67,68,-1,1845.0
4:58.0, ,68-69,G. Vincent makes 2-pt jump shot from 12 ft,Lead change,3,69,68,1,1862.0
4:42.0, ,68-69,Violation by Team (kicked ball),,3,69,68,1,1878.0
4:42.0,Technical foul by O. Anunoby,68-69, ,,3,69,68,1,1878.0
4:42.0, ,68-69,Technical foul by G. Vincent,,3,69,68,1,1878.0
4:42.0,S. Barnes enters the game for O. Anunoby,68-69, ,,3,69,68,1,1878.0
4:42.0, ,68-69,D. Dedmon enters the game for B. Adebayo,,3,69,68,1,1878.0
4:42.0, ,68-69,T. Herro enters the game for G. Vincent,,3,69,68,1,1878.0
4:30.0,S. Barnes misses 2-pt dunk from 2 ft (block by M. Strus),68-69, ,,3,69,68,1,1890.0
4:29.0,Offensive rebound by P. Achiuwa,68-69, ,,3,69,68,1,1891.0
4:28.0,Turnover by Team (shot clock),68-69, ,,3,69,68,1,1892.0
4:04.0, ,68-69,Turnover by D. Dedmon (3 sec),,3,69,68,1,1916.0
3:47.0,P. Siakam misses 2-pt jump shot from 9 ft,68-69, ,,3,69,68,1,1933.0
3:44.0, ,68-69,Defensive rebound by D. Dedmon,,3,69,68,1,1936.0
3:30.0, ,68-69,J. Butler misses 2-pt jump shot from 6 ft,,3,69,68,1,1950.0
