Time,Miami,Score,Brooklyn,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:32.0,B. Adebayo misses 2-pt jump shot from 8 ft,63-62, ,,3,63,62,1,1828.0
5:31.0,Offensive rebound by P. Tucker,63-62, ,,3,63,62,1,1829.0
5:31.0,P. Tucker makes 2-pt hook shot from 6 ft,65-62, ,,3,65,62,3,1829.0
5:31.0,Shooting foul by J. Harris (drawn by P. Tucker),65-62, ,,3,65,62,3,1829.0
5:31.0,D. Dedmon enters the game for B. Adebayo,65-62, ,,3,65,62,3,1829.0
5:31.0,T. Herro enters the game for K. Lowry,65-62, ,,3,65,62,3,1829.0
5:31.0, ,65-62,L. Aldridge enters the game for B. Griffin,,3,65,62,3,1829.0
5:31.0, ,65-62,B. Brown enters the game for J. Harris,,3,65,62,3,1829.0
5:31.0,P. Tucker makes free throw 1 of 1,66-62, ,,3,66,62,4,1829.0
5:21.0, ,66-62,Turnover by J. Harden (bad pass),,3,66,62,4,1839.0
5:05.0,D. Robinson makes 3-pt jump shot from 25 ft (assist by P. Tucker),69-62, ,,3,69,62,7,1855.0
4:48.0, ,69-62,K. Durant misses 2-pt jump shot from 12 ft,,3,69,62,7,1872.0
4:45.0, ,69-62,Offensive rebound by B. Brown,,3,69,62,7,1875.0
4:42.0,Jump ball: B. Brown vs. D. Robinson (P. Mills gains possession),69-62,,,3,69,62,7,1878.0
4:39.0, ,69-62,B. Brown misses 2-pt jump shot from 7 ft,,3,69,62,7,1881.0
4:35.0, ,69-62,Offensive rebound by L. Aldridge,,3,69,62,7,1885.0
4:35.0, ,69-64,L. Aldridge makes 2-pt layup at rim,,3,69,64,5,1885.0
4:28.0,Personal foul by B. Brown (drawn by T. Herro),69-64, ,,3,69,64,5,1892.0
4:28.0,T. Herro makes free throw 1 of 2,70-64, ,,3,70,64,6,1892.0
4:28.0,T. Herro makes free throw 2 of 2,71-64, ,,3,71,64,7,1892.0
4:14.0, ,71-67,B. Brown makes 3-pt jump shot from 24 ft (assist by J. Harden),,3,71,67,4,1906.0
3:51.0,Turnover by J. Butler (bad pass; steal by B. Brown),71-67, ,,3,71,67,4,1929.0
3:39.0, ,71-67,Turnover by L. Aldridge (bad pass; steal by D. Dedmon),,3,71,67,4,1941.0
3:35.0,Shooting foul by P. Mills (drawn by J. Butler),71-67, ,,3,71,67,4,1945.0
3:35.0,J. Butler makes free throw 1 of 2,72-67, ,,3,72,67,5,1945.0
3:35.0,J. Butler makes free throw 2 of 2,73-67, ,,3,73,67,6,1945.0
3:29.0, ,73-69,K. Durant makes 2-pt layup from 2 ft (assist by J. Harden),,3,73,69,4,1951.0
3:10.0,P. Tucker misses 2-pt jump shot from 9 ft,73-69, ,,3,73,69,4,1970.0
3:08.0,Offensive rebound by D. Dedmon,73-69, ,,3,73,69,4,1972.0
3:07.0,D. Dedmon misses 2-pt layup from 4 ft (block by J. Harden),73-69, ,,3,73,69,4,1973.0
3:07.0, ,73-69,Defensive rebound by L. Aldridge,,3,73,69,4,1973.0
3:00.0, ,73-69,K. Durant misses 3-pt jump shot from 26 ft,,3,73,69,4,1980.0
2:58.0,Defensive rebound by T. Herro,73-69, ,,3,73,69,4,1982.0
2:55.0,Offensive foul by D. Dedmon (drawn by P. Mills),73-69, ,,3,73,69,4,1985.0
2:55.0,Turnover by D. Dedmon (offensive foul),73-69, ,,3,73,69,4,1985.0
2:55.0,Miami full timeout,73-69, ,,3,73,69,4,1985.0
2:55.0, ,73-69,J. Harris enters the game for J. Harden,,3,73,69,4,1985.0
2:43.0, ,73-69,Turnover by K. Durant (lost ball; steal by J. Butler),,3,73,69,4,1997.0
2:38.0,T. Herro misses 2-pt jump shot from 14 ft,73-69, ,,3,73,69,4,2002.0
2:35.0,Offensive rebound by P. Tucker,73-69, ,,3,73,69,4,2005.0
2:27.0,T. Herro makes 3-pt jump shot from 26 ft,76-69, ,,3,76,69,7,2013.0
2:06.0, ,76-69,J. Harris misses 3-pt jump shot from 25 ft,,3,76,69,7,2034.0
2:03.0,Defensive rebound by J. Butler,76-69, ,,3,76,69,7,2037.0
1:50.0,D. Dedmon makes 2-pt layup from 2 ft (assist by J. Butler),78-69, ,,3,78,69,9,2050.0
1:36.0, ,78-71,L. Aldridge makes 2-pt jump shot from 19 ft (assist by P. Mills),,3,78,71,7,2064.0
1:13.0,D. Dedmon makes 2-pt jump shot from 23 ft (assist by J. Butler),80-71, ,,3,80,71,9,2087.0
0:55.0, ,80-74,B. Brown makes 3-pt jump shot from 23 ft (assist by K. Durant),,3,80,74,6,2105.0
0:44.0,J. Butler misses 2-pt layup from 4 ft,80-74, ,,3,80,74,6,2116.0
0:41.0, ,80-74,Defensive rebound by K. Durant,,3,80,74,6,2119.0
0:40.0, ,80-74,Turnover by P. Mills (step out of bounds),,3,80,74,6,2120.0
0:40.0,K. Lowry enters the game for J. Butler,80-74, ,,3,80,74,6,2120.0
0:31.0,T. Herro misses 3-pt jump shot from 25 ft,80-74, ,,3,80,74,6,2129.0
0:29.0,Offensive rebound by Team,80-74, ,,3,80,74,6,2131.0
0:29.0, ,80-74,Loose ball foul by L. Aldridge (drawn by P. Tucker),,3,80,74,6,2131.0
0:29.0,P. Tucker makes free throw 1 of 2,81-74, ,,3,81,74,7,2131.0
0:29.0,M. Strus enters the game for D. Robinson,81-74, ,,3,81,74,7,2131.0
0:29.0,P. Tucker misses free throw 2 of 2,81-74, ,,3,81,74,7,2131.0
0:27.0, ,81-74,Defensive rebound by L. Aldridge,,3,81,74,7,2133.0
0:12.0, ,81-74,Personal foul by M. Strus (drawn by K. Durant),,3,81,74,7,2148.0
0:02.0, ,81-74,J. Harris misses 3-pt jump shot from 23 ft,,3,81,74,7,2158.0
0:02.0,Defensive rebound by D. Dedmon,81-74, ,,3,81,74,7,2158.0
0:00.0,End of 3rd quarter,81-74,,,3,81,74,7,2160.0
12:00.0,Start of 4th quarter,81-74,,,4,81,74,7,2160.0
11:43.0,Turnover by B. Adebayo (bad pass; steal by J. Harris),81-74, ,,4,81,74,7,2177.0
11:39.0, ,81-77,J. Harris makes 3-pt jump shot from 25 ft (assist by P. Mills),,4,81,77,4,2181.0
11:23.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by K. Lowry),83-77, ,,4,83,77,6,2197.0
10:55.0, ,83-77,P. Millsap misses 2-pt hook shot from 3 ft,,4,83,77,6,2225.0
10:53.0,Defensive rebound by M. Morris,83-77, ,,4,83,77,6,2227.0
10:37.0,M. Strus misses 2-pt layup from 2 ft (block by J. Harris),83-77, ,,4,83,77,6,2243.0
10:36.0, ,83-77,Defensive rebound by J. Harden,,4,83,77,6,2244.0
10:36.0, ,83-77,Personal foul by M. Morris (drawn by J. Harden),,4,83,77,6,2244.0
10:22.0, ,83-77,P. Millsap misses 3-pt jump shot from 23 ft,,4,83,77,6,2258.0
10:18.0,Defensive rebound by K. Lowry,83-77, ,,4,83,77,6,2262.0
10:10.0,B. Adebayo misses 2-pt layup from 1 ft,83-77, ,,4,83,77,6,2270.0
10:10.0,Offensive rebound by Team,83-77, ,,4,83,77,6,2270.0
10:02.0,M. Strus makes 3-pt jump shot from 26 ft (assist by T. Herro),86-77, ,,4,86,77,9,2278.0
9:41.0, ,86-77,D. Bembry misses 2-pt layup from 1 ft,,4,86,77,9,2299.0
9:38.0,Defensive rebound by M. Strus,86-77, ,,4,86,77,9,2302.0
9:37.0,Shooting foul by J. Harris (drawn by B. Adebayo),86-77, ,,4,86,77,9,2303.0
9:37.0,Instant Replay (Challenge: Ruling Stands),86-77, ,,4,86,77,9,2303.0
9:37.0, ,86-77,Brooklyn full timeout,,4,86,77,9,2303.0
9:37.0,B. Adebayo makes free throw 1 of 2,87-77, ,,4,87,77,10,2303.0
9:37.0,B. Adebayo makes free throw 2 of 2,88-77, ,,4,88,77,11,2303.0
9:23.0, ,88-77,J. Harris misses 2-pt jump shot from 13 ft,,4,88,77,11,2317.0
9:19.0,Defensive rebound by T. Herro,88-77, ,,4,88,77,11,2321.0
9:13.0,K. Lowry misses 3-pt jump shot from 25 ft,88-77, ,,4,88,77,11,2327.0
9:09.0, ,88-77,Defensive rebound by P. Millsap,,4,88,77,11,2331.0
9:02.0, ,88-80,J. Harden makes 3-pt jump shot from 25 ft (assist by P. Millsap),,4,88,80,8,2338.0
8:45.0,M. Strus misses 3-pt jump shot from 25 ft,88-80, ,,4,88,80,8,2355.0
8:45.0, ,88-80,Defensive rebound by J. Harden,,4,88,80,8,2355.0
8:32.0, ,88-80,Shooting foul by B. Adebayo (drawn by P. Millsap),,4,88,80,8,2368.0
8:32.0, ,88-81,P. Millsap makes free throw 1 of 2,,4,88,81,7,2368.0
8:32.0,J. Butler enters the game for M. Strus,88-81, ,,4,88,81,7,2368.0
8:32.0, ,88-81,K. Durant enters the game for D. Bembry,,4,88,81,7,2368.0
8:32.0, ,88-82,P. Millsap makes free throw 2 of 2,,4,88,82,6,2368.0
8:19.0,B. Adebayo makes 2-pt layup from 2 ft,90-82, ,,4,90,82,8,2381.0
8:19.0,Shooting foul by P. Millsap (drawn by B. Adebayo),90-82, ,,4,90,82,8,2381.0
8:19.0,B. Adebayo misses free throw 1 of 1,90-82, ,,4,90,82,8,2381.0
8:17.0, ,90-82,Defensive rebound by J. Harden,,4,90,82,8,2383.0
8:06.0, ,90-82,P. Millsap misses 3-pt jump shot from 23 ft,,4,90,82,8,2394.0
8:03.0,Defensive rebound by M. Morris,90-82, ,,4,90,82,8,2397.0
7:42.0,Turnover by K. Lowry (bad pass; steal by K. Durant),90-82, ,,4,90,82,8,2418.0
7:35.0, ,90-84,P. Mills makes 2-pt layup from 1 ft (assist by J. Harden),,4,90,84,6,2425.0
7:17.0,B. Adebayo misses 2-pt layup from 3 ft,90-84, ,,4,90,84,6,2443.0
7:13.0, ,90-84,Defensive rebound by K. Durant,,4,90,84,6,2447.0
7:06.0, ,90-84,J. Harden misses 2-pt jump shot from 11 ft,,4,90,84,6,2454.0
7:04.0, ,90-84,Offensive rebound by P. Mills,,4,90,84,6,2456.0
6:53.0, ,90-84,P. Mills misses 2-pt jump shot from 22 ft,,4,90,84,6,2467.0
6:53.0,Defensive rebound by Team,90-84, ,,4,90,84,6,2467.0
6:53.0,Miami full timeout,90-84, ,,4,90,84,6,2467.0
6:53.0,D. Dedmon enters the game for B. Adebayo,90-84, ,,4,90,84,6,2467.0
6:53.0,D. Robinson enters the game for K. Lowry,90-84, ,,4,90,84,6,2467.0
6:53.0,P. Tucker enters the game for M. Morris,90-84, ,,4,90,84,6,2467.0
6:53.0, ,90-84,B. Brown enters the game for J. Harden,,4,90,84,6,2467.0
6:33.0,T. Herro misses 2-pt jump shot from 15 ft,90-84, ,,4,90,84,6,2487.0
6:29.0, ,90-84,Defensive rebound by B. Brown,,4,90,84,6,2491.0
6:08.0, ,90-87,K. Durant makes 3-pt jump shot from 27 ft,,4,90,87,3,2512.0
5:42.0,T. Herro misses 3-pt jump shot from 26 ft,90-87, ,,4,90,87,3,2538.0
5:40.0,Offensive rebound by D. Dedmon,90-87, ,,4,90,87,3,2540.0
5:40.0,Shooting foul by B. Brown (drawn by D. Dedmon),90-87, ,,4,90,87,3,2540.0
5:40.0,D. Dedmon makes free throw 1 of 2,91-87, ,,4,91,87,4,2540.0
5:40.0,K. Lowry enters the game for T. Herro,91-87, ,,4,91,87,4,2540.0
5:40.0, ,91-87,J. Harden enters the game for P. Mills,,4,91,87,4,2540.0
5:40.0,D. Dedmon makes free throw 2 of 2,92-87, ,,4,92,87,5,2540.0
5:24.0, ,92-87,Personal foul by J. Butler (drawn by J. Harden),,4,92,87,5,2556.0
5:15.0, ,92-87,J. Harris misses 2-pt layup from 1 ft,,4,92,87,5,2565.0
5:12.0,Defensive rebound by K. Lowry,92-87, ,,4,92,87,5,2568.0
5:07.0,J. Butler misses 2-pt layup from 1 ft,92-87, ,,4,92,87,5,2573.0
5:06.0,Offensive rebound by J. Butler,92-87, ,,4,92,87,5,2574.0
5:06.0,Shooting foul by P. Millsap (drawn by J. Butler),92-87, ,,4,92,87,5,2574.0
5:06.0,J. Butler makes free throw 1 of 2,93-87, ,,4,93,87,6,2574.0
5:06.0,J. Butler makes free throw 2 of 2,94-87, ,,4,94,87,7,2574.0
4:50.0, ,94-87,Turnover by K. Durant (bad pass; steal by J. Butler),,4,94,87,7,2590.0
4:40.0,J. Butler misses 2-pt layup from 1 ft,94-87, ,,4,94,87,7,2600.0
4:38.0, ,94-87,Defensive rebound by P. Millsap,,4,94,87,7,2602.0
4:35.0, ,94-89,K. Durant makes 2-pt jump shot from 12 ft (assist by P. Millsap),,4,94,89,5,2605.0
4:35.0,Violation by Team (def goaltending),94-89, ,,4,94,89,5,2605.0
4:20.0,Turnover by D. Robinson (bad pass; steal by J. Harden),94-89, ,,4,94,89,5,2620.0
4:15.0, ,94-89,Offensive foul by J. Harris (drawn by P. Tucker),,4,94,89,5,2625.0
4:15.0, ,94-89,Turnover by J. Harris (offensive foul),,4,94,89,5,2625.0
4:15.0,B. Adebayo enters the game for D. Dedmon,94-89, ,,4,94,89,5,2625.0
4:01.0,B. Adebayo makes 2-pt dunk at rim (assist by J. Butler),96-89, ,,4,96,89,7,2639.0
4:01.0, ,96-89,Brooklyn full timeout,,4,96,89,7,2639.0
4:01.0, ,96-89,P. Mills enters the game for J. Harris,,4,96,89,7,2639.0
3:44.0, ,96-89,J. Harden misses 2-pt layup from 2 ft (block by J. Butler),,4,96,89,7,2656.0
3:41.0,Defensive rebound by D. Robinson,96-89, ,,4,96,89,7,2659.0
3:27.0,J. Butler misses 2-pt layup at rim,96-89, ,,4,96,89,7,2673.0
3:27.0,Offensive rebound by B. Adebayo,96-89, ,,4,96,89,7,2673.0
3:23.0,B. Adebayo makes 2-pt dunk at rim,98-89, ,,4,98,89,9,2677.0
3:15.0, ,98-89,J. Harden misses 3-pt jump shot from 28 ft,,4,98,89,9,2685.0
3:12.0,Defensive rebound by J. Butler,98-89, ,,4,98,89,9,2688.0
3:05.0,Turnover by K. Lowry (bad pass; steal by B. Brown),98-89, ,,4,98,89,9,2695.0
3:00.0, ,98-89,Turnover by K. Durant (step out of bounds),,4,98,89,9,2700.0
2:44.0,B. Adebayo misses 2-pt layup from 2 ft (block by K. Durant),98-89, ,,4,98,89,9,2716.0
2:41.0, ,98-89,Defensive rebound by P. Millsap,,4,98,89,9,2719.0
2:31.0, ,98-89,K. Durant misses 2-pt jump shot from 13 ft,,4,98,89,9,2729.0
2:29.0,Defensive rebound by K. Lowry,98-89, ,,4,98,89,9,2731.0
2:20.0,Shooting foul by P. Millsap (drawn by K. Lowry),98-89, ,,4,98,89,9,2740.0
2:20.0,K. Lowry makes free throw 1 of 2,99-89, ,,4,99,89,10,2740.0
2:20.0, ,99-89,J. Harris enters the game for P. Millsap,,4,99,89,10,2740.0
2:20.0,K. Lowry makes free throw 2 of 2,100-89, ,,4,100,89,11,2740.0
2:08.0, ,100-89,P. Mills misses 2-pt jump shot from 19 ft,,4,100,89,11,2752.0
2:05.0,Defensive rebound by J. Butler,100-89, ,,4,100,89,11,2755.0
2:00.0,Personal foul by J. Harris (drawn by J. Butler),100-89, ,,4,100,89,11,2760.0
2:00.0,J. Butler misses free throw 1 of 2,100-89, ,,4,100,89,11,2760.0
2:00.0,Offensive rebound by Team,100-89, ,,4,100,89,11,2760.0
2:00.0,J. Butler makes free throw 2 of 2,101-89, ,,4,101,89,12,2760.0
1:51.0, ,101-89,P. Mills misses 3-pt jump shot from 25 ft,,4,101,89,12,2769.0
1:46.0,Defensive rebound by K. Lowry,101-89, ,,4,101,89,12,2774.0
1:34.0,P. Tucker makes 3-pt jump shot from 22 ft (assist by J. Butler),104-89, ,,4,104,89,15,2786.0
1:34.0, ,104-89,Brooklyn full timeout,,4,104,89,15,2786.0
1:34.0, ,104-89,D. Bembry enters the game for K. Durant,,4,104,89,15,2786.0
1:34.0, ,104-89,J. Carter enters the game for J. Harden,,4,104,89,15,2786.0
1:34.0, ,104-89,D. Sharpe enters the game for J. Harris,,4,104,89,15,2786.0
1:34.0, ,104-89,C. Thomas enters the game for P. Mills,,4,104,89,15,2786.0
1:14.0, ,104-91,B. Brown makes 2-pt jump shot from 14 ft,,4,104,91,13,2806.0
0:51.0,K. Lowry misses 2-pt layup from 1 ft (block by D. Bembry),104-91, ,,4,104,91,13,2829.0
0:51.0,Offensive rebound by Team,104-91, ,,4,104,91,13,2829.0
0:51.0,C. Martin enters the game for B. Adebayo,104-91, ,,4,104,91,13,2829.0
0:51.0,K. Okpala enters the game for J. Butler,104-91, ,,4,104,91,13,2829.0
0:51.0,M. Strus enters the game for K. Lowry,104-91, ,,4,104,91,13,2829.0
0:51.0,G. Vincent enters the game for D. Robinson,104-91, ,,4,104,91,13,2829.0
0:51.0,O. Yurtseven enters the game for P. Tucker,104-91, ,,4,104,91,13,2829.0
0:50.0,Turnover by Team (shot clock),104-91, ,,4,104,91,13,2830.0
0:35.0, ,104-93,B. Brown makes 2-pt hook shot from 11 ft,,4,104,93,11,2845.0
0:20.0,C. Martin makes 2-pt layup from 4 ft,106-93, ,,4,106,93,13,2860.0
0:00.0,End of 4th quarter,106-93,,,4,106,93,13,2880.0
