Time,Milwaukee,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
8:23.0,K. Middleton misses 3-pt jump shot from 24 ft,3-9, ,,1,9,3,6,217.0
8:20.0, ,3-9,Defensive rebound by D. Robinson,,1,9,3,6,220.0
8:11.0, ,3-11,B. Adebayo makes 2-pt jump shot from 17 ft,,1,11,3,8,229.0
7:53.0,G. Hill misses 2-pt layup from 3 ft,3-11, ,,1,11,3,8,247.0
7:53.0, ,3-11,Defensive rebound by Team,,1,11,3,8,247.0
7:53.0,Loose ball foul by G. Hill (drawn by J. Butler),3-11, ,,1,11,3,8,247.0
7:40.0, ,3-11,Personal foul by G. Hill (drawn by B. Adebayo),,1,11,3,8,260.0
7:40.0, ,3-11,B. Adebayo misses free throw 1 of 2,,1,11,3,8,260.0
7:40.0, ,3-11,Offensive rebound by Team,,1,11,3,8,260.0
7:40.0, ,3-11,B. Adebayo misses free throw 2 of 2,,1,11,3,8,260.0
7:40.0,Defensive rebound by Team,3-11, ,,1,11,3,8,260.0
7:40.0,J. Robinson enters the game for G. Hill,3-11, ,,1,11,3,8,260.0
7:39.0, ,3-11,Loose ball foul by K. Lowry (drawn by K. Middleton),,1,11,3,8,261.0
7:24.0,J. Robinson misses 3-pt jump shot from 27 ft,3-11, ,,1,11,3,8,276.0
7:20.0, ,3-11,Defensive rebound by P. Tucker,,1,11,3,8,280.0
7:14.0, ,3-13,P. Tucker makes 2-pt layup from 5 ft (assist by D. Robinson),,1,13,3,10,286.0
7:14.0,Milwaukee full timeout,3-13, ,,1,13,3,10,286.0
7:14.0,J. Nwora enters the game for K. Middleton,3-13, ,,1,13,3,10,286.0
6:51.0,Turnover by G. Antetokounmpo (bad pass),3-13, ,,1,13,3,10,309.0
6:38.0, ,3-13,Turnover by B. Adebayo (lost ball; steal by G. Antetokounmpo),,1,13,3,10,322.0
6:38.0,Personal foul by D. Robinson (drawn by P. Connaughton),3-13, ,,1,13,3,10,322.0
6:29.0,Turnover by G. Allen (traveling),3-13, ,,1,13,3,10,331.0
6:29.0, ,3-13,T. Herro enters the game for K. Lowry,,1,13,3,10,331.0
6:15.0, ,3-15,J. Butler makes 2-pt layup from 3 ft,,1,15,3,12,345.0
6:08.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,3-15, ,,1,15,3,12,352.0
6:08.0, ,3-15,Defensive rebound by T. Herro,,1,15,3,12,352.0
5:49.0, ,3-15,T. Herro misses 2-pt layup from 6 ft,,1,15,3,12,371.0
5:48.0, ,3-15,Offensive rebound by J. Butler,,1,15,3,12,372.0
5:46.0, ,3-15,Shooting foul by G. Antetokounmpo (drawn by J. Butler),,1,15,3,12,374.0
5:46.0, ,3-16,J. Butler makes free throw 1 of 2,,1,16,3,13,374.0
5:46.0,T. Antetokounmpo enters the game for G. Antetokounmpo,3-16, ,,1,16,3,13,374.0
5:46.0,S. Mamukelashvili enters the game for P. Connaughton,3-16, ,,1,16,3,13,374.0
5:46.0, ,3-16,D. Dedmon enters the game for B. Adebayo,,1,16,3,13,374.0
5:46.0, ,3-17,J. Butler makes free throw 2 of 2,,1,17,3,14,374.0
5:46.0, ,3-17,Violation by Team (delay of game),,1,17,3,14,374.0
5:35.0,J. Nwora misses 2-pt jump shot from 17 ft,3-17, ,,1,17,3,14,385.0
5:30.0, ,3-17,Defensive rebound by D. Dedmon,,1,17,3,14,390.0
5:18.0, ,3-19,D. Dedmon makes 2-pt layup from 2 ft (assist by J. Butler),,1,19,3,16,402.0
5:02.0,S. Mamukelashvili misses 3-pt jump shot from 24 ft,3-19, ,,1,19,3,16,418.0
4:56.0, ,3-19,Defensive rebound by P. Tucker,,1,19,3,16,424.0
4:46.0, ,3-22,P. Tucker makes 3-pt jump shot from 25 ft (assist by T. Herro),,1,22,3,19,434.0
4:30.0,Shooting foul by D. Robinson (drawn by G. Allen),3-22, ,,1,22,3,19,450.0
4:30.0,G. Allen makes free throw 1 of 2,4-22, ,,1,22,4,18,450.0
4:30.0, ,4-22,M. Strus enters the game for D. Robinson,,1,22,4,18,450.0
4:30.0,G. Allen makes free throw 2 of 2,5-22, ,,1,22,5,17,450.0
4:18.0, ,5-24,M. Strus makes 2-pt layup from 2 ft (assist by P. Tucker),,1,24,5,19,462.0
4:18.0, ,5-24,Shooting foul by T. Antetokounmpo (drawn by M. Strus),,1,24,5,19,462.0
4:18.0,K. Middleton enters the game for G. Allen,5-24, ,,1,24,5,19,462.0
4:18.0, ,5-24,M. Strus misses free throw 1 of 1,,1,24,5,19,462.0
4:15.0, ,5-24,Offensive rebound by P. Tucker,,1,24,5,19,465.0
4:09.0, ,5-24,P. Tucker misses 3-pt jump shot from 24 ft,,1,24,5,19,471.0
4:04.0,Defensive rebound by J. Nwora,5-24, ,,1,24,5,19,476.0
3:54.0,Turnover by K. Middleton (bad pass),5-24, ,,1,24,5,19,486.0
3:31.0, ,5-26,T. Herro makes 2-pt jump shot from 20 ft,,1,26,5,21,509.0
3:26.0,Milwaukee full timeout,5-26, ,,1,26,5,21,514.0
3:17.0,J. Nwora misses 3-pt jump shot from 23 ft,5-26, ,,1,26,5,21,523.0
3:14.0, ,5-26,Defensive rebound by T. Herro,,1,26,5,21,526.0
3:12.0, ,5-29,M. Strus makes 3-pt jump shot from 27 ft (assist by T. Herro),,1,29,5,24,528.0
2:58.0,K. Middleton misses 2-pt jump shot from 16 ft,5-29, ,,1,29,5,24,542.0
2:53.0, ,5-29,Defensive rebound by M. Strus,,1,29,5,24,547.0
2:49.0, ,5-29,T. Herro misses 2-pt jump shot from 9 ft,,1,29,5,24,551.0
2:44.0,Defensive rebound by S. Mamukelashvili,5-29, ,,1,29,5,24,556.0
2:41.0,Personal foul by D. Dedmon (drawn by S. Mamukelashvili),5-29, ,,1,29,5,24,559.0
2:41.0,S. Mamukelashvili makes free throw 1 of 2,6-29, ,,1,29,6,23,559.0
2:41.0, ,6-29,K. Lowry enters the game for J. Butler,,1,29,6,23,559.0
2:41.0, ,6-29,M. Morris enters the game for P. Tucker,,1,29,6,23,559.0
2:41.0,S. Mamukelashvili makes free throw 2 of 2,7-29, ,,1,29,7,22,559.0
2:29.0, ,7-32,T. Herro makes 3-pt jump shot from 26 ft (assist by M. Morris),,1,32,7,25,571.0
2:07.0,K. Middleton misses 3-pt jump shot from 27 ft,7-32, ,,1,32,7,25,593.0
2:04.0, ,7-32,Defensive rebound by D. Dedmon,,1,32,7,25,596.0
2:04.0, ,7-32,Offensive foul by D. Dedmon (drawn by T. Antetokounmpo),,1,32,7,25,596.0
2:04.0, ,7-32,Turnover by D. Dedmon (offensive foul),,1,32,7,25,596.0
2:04.0,P. Connaughton enters the game for T. Antetokounmpo,7-32, ,,1,32,7,25,596.0
1:54.0,J. Nwora makes 3-pt jump shot from 24 ft (assist by P. Connaughton),10-32, ,,1,32,10,22,606.0
1:35.0, ,10-32,T. Herro misses 3-pt jump shot from 26 ft,,1,32,10,22,625.0
1:34.0, ,10-32,Offensive rebound by M. Morris,,1,32,10,22,626.0
1:33.0, ,10-32,Turnover by M. Morris (bad pass; steal by K. Middleton),,1,32,10,22,627.0
1:30.0,K. Middleton misses 2-pt jump shot from 16 ft,10-32, ,,1,32,10,22,630.0
1:30.0,Offensive rebound by S. Mamukelashvili,10-32, ,,1,32,10,22,630.0
1:28.0,S. Mamukelashvili misses 2-pt layup at rim,10-32, ,,1,32,10,22,632.0
1:28.0,Offensive rebound by S. Mamukelashvili,10-32, ,,1,32,10,22,632.0
1:27.0,S. Mamukelashvili makes 2-pt layup at rim,12-32, ,,1,32,12,20,633.0
1:12.0, ,12-32,M. Morris misses 2-pt jump shot from 15 ft,,1,32,12,20,648.0
1:08.0,Defensive rebound by S. Mamukelashvili,12-32, ,,1,32,12,20,652.0
1:02.0,J. Nwora misses 3-pt jump shot from 27 ft,12-32, ,,1,32,12,20,658.0
0:58.0, ,12-32,Defensive rebound by D. Dedmon,,1,32,12,20,662.0
0:52.0, ,12-35,D. Dedmon makes 3-pt jump shot from 26 ft (assist by K. Lowry),,1,35,12,23,668.0
0:40.0,J. Robinson makes 3-pt jump shot from 28 ft,15-35, ,,1,35,15,20,680.0
0:33.0, ,15-35,Personal foul by J. Robinson (drawn by D. Dedmon),,1,35,15,20,687.0
0:33.0, ,15-36,D. Dedmon makes free throw 1 of 2,,1,36,15,21,687.0
0:33.0, ,15-37,D. Dedmon makes free throw 2 of 2,,1,37,15,22,687.0
0:30.0,K. Middleton makes 2-pt jump shot from 21 ft,17-37, ,,1,37,17,20,690.0
0:06.0, ,17-37,K. Lowry misses 2-pt layup from 6 ft,,1,37,17,20,714.0
0:04.0,Defensive rebound by P. Connaughton,17-37, ,,1,37,17,20,716.0
0:03.0,J. Nwora misses 2-pt dunk from 1 ft (block by M. Strus),17-37, ,,1,37,17,20,717.0
0:03.0, ,17-37,Defensive rebound by T. Herro,,1,37,17,20,717.0
0:00.0, ,17-40,T. Herro makes 3-pt jump shot from 32 ft,,1,40,17,23,720.0
0:00.0, ,17-40,Instant Replay (Request: Ruling Stands),,1,40,17,23,720.0
0:00.0,End of 1st quarter,17-40,,,1,40,17,23,720.0
12:00.0,Start of 2nd quarter,17-40,,,2,40,17,23,720.0
11:46.0, ,17-40,T. Herro misses 2-pt jump shot from 7 ft,,2,40,17,23,734.0
11:44.0,Defensive rebound by G. Antetokounmpo,17-40, ,,2,40,17,23,736.0
11:43.0,Shooting foul by M. Morris (drawn by G. Antetokounmpo),17-40, ,,2,40,17,23,737.0
11:43.0,G. Antetokounmpo makes free throw 1 of 2,18-40, ,,2,40,18,22,737.0
11:43.0,G. Antetokounmpo makes free throw 2 of 2,19-40, ,,2,40,19,21,737.0
11:31.0, ,19-40,B. Adebayo misses 2-pt jump shot from 14 ft,,2,40,19,21,749.0
11:28.0,Defensive rebound by G. Hill,19-40, ,,2,40,19,21,752.0
11:18.0,G. Allen makes 2-pt layup from 4 ft,21-40, ,,2,40,21,19,762.0
11:04.0, ,21-43,M. Morris makes 3-pt jump shot from 23 ft (assist by T. Herro),,2,43,21,22,776.0
10:52.0,G. Hill makes 3-pt jump shot from 24 ft (assist by K. Middleton),24-43, ,,2,43,24,19,788.0
10:37.0, ,24-43,T. Herro misses 3-pt jump shot from 25 ft,,2,43,24,19,803.0
10:35.0,Defensive rebound by G. Antetokounmpo,24-43, ,,2,43,24,19,805.0
10:34.0,Personal take foul by K. Lowry (drawn by G. Antetokounmpo),24-43, ,,2,43,24,19,806.0
10:34.0, ,24-43,J. Butler enters the game for K. Lowry,,2,43,24,19,806.0
10:17.0,G. Hill makes 2-pt dunk from 1 ft (assist by G. Antetokounmpo),26-43, ,,2,43,26,17,823.0
10:05.0, ,26-43,Turnover by T. Herro (bad pass; steal by G. Hill),,2,43,26,17,835.0
10:05.0,Personal foul by B. Adebayo (drawn by G. Hill),26-43, ,,2,43,26,17,835.0
9:52.0,P. Connaughton misses 3-pt jump shot from 26 ft,26-43, ,,2,43,26,17,848.0
9:48.0, ,26-43,Defensive rebound by J. Butler,,2,43,26,17,852.0
9:35.0, ,26-43,J. Butler misses 2-pt jump shot from 5 ft,,2,43,26,17,865.0
9:32.0,Defensive rebound by G. Antetokounmpo,26-43, ,,2,43,26,17,868.0
9:29.0,G. Allen misses 3-pt jump shot from 27 ft,26-43, ,,2,43,26,17,871.0
9:25.0, ,26-43,Defensive rebound by B. Adebayo,,2,43,26,17,875.0
9:18.0, ,26-43,Shooting foul by G. Allen (drawn by J. Butler),,2,43,26,17,882.0
9:18.0, ,26-44,J. Butler makes free throw 1 of 2,,2,44,26,18,882.0
9:18.0,J. Nwora enters the game for K. Middleton,26-44, ,,2,44,26,18,882.0
9:18.0, ,26-45,J. Butler makes free throw 2 of 2,,2,45,26,19,882.0
9:05.0,G. Antetokounmpo misses 2-pt jump shot from 19 ft,26-45, ,,2,45,26,19,895.0
9:03.0,Offensive rebound by Team,26-45, ,,2,45,26,19,897.0
9:03.0, ,26-45,Loose ball foul by T. Herro (drawn by G. Hill),,2,45,26,19,897.0
8:54.0,J. Nwora misses 3-pt jump shot from 24 ft,26-45, ,,2,45,26,19,906.0
8:50.0, ,26-45,Defensive rebound by B. Adebayo,,2,45,26,19,910.0
8:34.0, ,26-45,J. Butler misses 2-pt hook shot from 6 ft,,2,45,26,19,926.0
8:30.0,Defensive rebound by G. Antetokounmpo,26-45, ,,2,45,26,19,930.0
8:28.0,Milwaukee full timeout,26-45, ,,2,45,26,19,932.0
8:28.0,Instant Replay (Challenge: Ruling Stands),26-45, ,,2,45,26,19,932.0
8:28.0,Personal foul by J. Butler (drawn by G. Antetokounmpo),26-45, ,,2,45,26,19,932.0
8:28.0,S. Mamukelashvili enters the game for P. Connaughton,26-45, ,,2,45,26,19,932.0
8:28.0,G. Antetokounmpo misses free throw 1 of 2,26-45, ,,2,45,26,19,932.0
8:28.0,Offensive rebound by Team,26-45, ,,2,45,26,19,932.0
8:28.0,G. Antetokounmpo makes free throw 2 of 2,27-45, ,,2,45,27,18,932.0
8:14.0, ,27-45,T. Herro misses 2-pt jump shot from 8 ft,,2,45,27,18,946.0
8:08.0,Defensive rebound by G. Hill,27-45, ,,2,45,27,18,952.0
8:08.0,Turnover by G. Hill (bad pass; steal by J. Butler),27-45, ,,2,45,27,18,952.0
8:04.0, ,27-47,B. Adebayo makes 2-pt dunk from 2 ft (assist by J. Butler),,2,47,27,20,956.0
7:51.0,G. Antetokounmpo makes 2-pt layup from 3 ft,29-47, ,,2,47,29,18,969.0
7:51.0,Shooting foul by M. Strus (drawn by G. Antetokounmpo),29-47, ,,2,47,29,18,969.0
7:51.0, ,29-47,K. Lowry enters the game for M. Strus,,2,47,29,18,969.0
7:51.0,G. Antetokounmpo misses free throw 1 of 1,29-47, ,,2,47,29,18,969.0
7:48.0, ,29-47,Defensive rebound by B. Adebayo,,2,47,29,18,972.0
7:33.0, ,29-47,K. Lowry misses 3-pt jump shot from 25 ft,,2,47,29,18,987.0
7:29.0, ,29-47,Offensive rebound by B. Adebayo,,2,47,29,18,991.0
7:18.0, ,29-49,M. Morris makes 2-pt layup from 2 ft (assist by T. Herro),,2,49,29,20,1002.0
7:10.0,G. Hill misses 2-pt layup from 7 ft,29-49, ,,2,49,29,20,1010.0
7:06.0,Offensive rebound by G. Antetokounmpo,29-49, ,,2,49,29,20,1014.0
7:06.0,G. Antetokounmpo misses 2-pt layup at rim,29-49, ,,2,49,29,20,1014.0
7:06.0, ,29-49,Defensive rebound by B. Adebayo,,2,49,29,20,1014.0
6:50.0, ,29-49,T. Herro misses 3-pt jump shot from 26 ft,,2,49,29,20,1030.0
6:48.0, ,29-49,Offensive rebound by Team,,2,49,29,20,1032.0
6:48.0, ,29-49,D. Robinson enters the game for T. Herro,,2,49,29,20,1032.0
6:48.0,Jump ball: B. Adebayo vs. G. Hill (J. Butler gains possession),29-49,,,2,49,29,20,1032.0
6:34.0, ,29-49,B. Adebayo misses 2-pt jump shot from 7 ft,,2,49,29,20,1046.0
6:30.0,Defensive rebound by G. Antetokounmpo,29-49, ,,2,49,29,20,1050.0
6:17.0,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by G. Hill),31-49, ,,2,49,31,18,1063.0
6:16.0,Violation by Team (delay of game),31-49, ,,2,49,31,18,1064.0
6:09.0, ,31-51,J. Butler makes 2-pt layup from 3 ft (assist by K. Lowry),,2,51,31,20,1071.0
5:45.0,G. Hill misses 3-pt jump shot from 25 ft,31-51, ,,2,51,31,20,1095.0
5:42.0, ,31-51,Defensive rebound by J. Butler,,2,51,31,20,1098.0
5:38.0, ,31-51,Shooting foul by J. Nwora (drawn by J. Butler),,2,51,31,20,1102.0
5:38.0, ,31-51,J. Butler misses free throw 1 of 2,,2,51,31,20,1102.0
5:38.0, ,31-51,Offensive rebound by Team,,2,51,31,20,1102.0
5:38.0,T. Antetokounmpo enters the game for G. Antetokounmpo,31-51, ,,2,51,31,20,1102.0
5:38.0,J. Robinson enters the game for G. Hill,31-51, ,,2,51,31,20,1102.0
5:38.0, ,31-51,P. Tucker enters the game for B. Adebayo,,2,51,31,20,1102.0
5:38.0, ,31-52,J. Butler makes free throw 2 of 2,,2,52,31,21,1102.0
5:27.0,Personal foul by P. Tucker (drawn by J. Nwora),31-52, ,,2,52,31,21,1113.0
5:27.0,J. Nwora makes free throw 1 of 2,32-52, ,,2,52,32,20,1113.0
5:27.0, ,32-52,D. Dedmon enters the game for M. Morris,,2,52,32,20,1113.0
5:27.0,J. Nwora makes free throw 2 of 2,33-52, ,,2,52,33,19,1113.0
5:15.0, ,33-52,Shooting foul by T. Antetokounmpo (drawn by J. Butler),,2,52,33,19,1125.0
5:15.0, ,33-52,J. Butler misses free throw 1 of 2,,2,52,33,19,1125.0
5:15.0, ,33-52,Offensive rebound by Team,,2,52,33,19,1125.0
5:15.0, ,33-53,J. Butler makes free throw 2 of 2,,2,53,33,20,1125.0
4:59.0,J. Nwora makes 2-pt jump shot from 11 ft,35-53, ,,2,53,35,18,1141.0
4:48.0, ,35-53,K. Lowry misses 3-pt jump shot from 24 ft,,2,53,35,18,1152.0
4:48.0,Defensive rebound by T. Antetokounmpo,35-53, ,,2,53,35,18,1152.0
4:43.0,Personal foul by J. Butler (drawn by T. Antetokounmpo),35-53, ,,2,53,35,18,1157.0
4:43.0,T. Antetokounmpo makes free throw 1 of 2,36-53, ,,2,53,36,17,1157.0
4:43.0,K. Middleton enters the game for G. Allen,36-53, ,,2,53,36,17,1157.0
4:43.0,T. Antetokounmpo misses free throw 2 of 2,36-53, ,,2,53,36,17,1157.0
4:40.0, ,36-53,Defensive rebound by D. Dedmon,,2,53,36,17,1160.0
4:21.0, ,36-53,J. Butler misses 2-pt jump shot from 14 ft,,2,53,36,17,1179.0
4:16.0,Defensive rebound by T. Antetokounmpo,36-53, ,,2,53,36,17,1184.0
4:14.0,J. Nwora misses 2-pt jump shot from 12 ft,36-53, ,,2,53,36,17,1186.0
4:09.0, ,36-53,Defensive rebound by D. Robinson,,2,53,36,17,1191.0
4:09.0, ,36-53,Turnover by K. Lowry (bad pass),,2,53,36,17,1191.0
4:09.0,P. Connaughton enters the game for S. Mamukelashvili,36-53, ,,2,53,36,17,1191.0
3:57.0,K. Middleton misses 3-pt jump shot from 25 ft,36-53, ,,2,53,36,17,1203.0
3:55.0, ,36-53,Defensive rebound by D. Dedmon,,2,53,36,17,1205.0
3:49.0, ,36-53,D. Robinson misses 3-pt jump shot from 25 ft,,2,53,36,17,1211.0
3:45.0,Defensive rebound by Team,36-53, ,,2,53,36,17,1215.0
3:45.0,G. Kalaitzakis enters the game for J. Nwora,36-53, ,,2,53,36,17,1215.0
3:45.0, ,36-53,T. Herro enters the game for J. Butler,,2,53,36,17,1215.0
3:35.0,T. Antetokounmpo makes 2-pt dunk from 1 ft (assist by P. Connaughton),38-53, ,,2,53,38,15,1225.0
3:35.0, ,38-53,Miami full timeout,,2,53,38,15,1225.0
3:35.0, ,38-53,B. Adebayo enters the game for D. Dedmon,,2,53,38,15,1225.0
3:17.0, ,38-55,T. Herro makes 2-pt layup from 7 ft,,2,55,38,17,1243.0
3:05.0,J. Robinson misses 3-pt jump shot from 25 ft,38-55, ,,2,55,38,17,1255.0
3:02.0, ,38-55,Defensive rebound by T. Herro,,2,55,38,17,1258.0
3:00.0, ,38-57,B. Adebayo makes 2-pt layup from 5 ft (assist by T. Herro),,2,57,38,19,1260.0
3:00.0, ,38-57,Shooting foul by T. Antetokounmpo (drawn by B. Adebayo),,2,57,38,19,1260.0
3:00.0,G. Antetokounmpo enters the game for G. Kalaitzakis,38-57, ,,2,57,38,19,1260.0
3:00.0, ,38-58,B. Adebayo makes free throw 1 of 1,,2,58,38,20,1260.0
2:49.0,K. Middleton misses 3-pt jump shot from 26 ft,38-58, ,,2,58,38,20,1271.0
2:44.0, ,38-58,Defensive rebound by P. Tucker,,2,58,38,20,1276.0
2:38.0, ,38-61,D. Robinson makes 3-pt jump shot from 23 ft (assist by K. Lowry),,2,61,38,23,1282.0
2:18.0,Turnover by K. Middleton (lost ball; steal by B. Adebayo),38-61, ,,2,61,38,23,1302.0
2:13.0, ,38-61,Shooting foul by J. Robinson (drawn by T. Herro),,2,61,38,23,1307.0
2:13.0, ,38-62,T. Herro makes free throw 1 of 2,,2,62,38,24,1307.0
2:13.0, ,38-63,T. Herro makes free throw 2 of 2,,2,63,38,25,1307.0
1:57.0,Offensive foul by P. Connaughton (drawn by P. Tucker),38-63, ,,2,63,38,25,1323.0
1:57.0,Turnover by P. Connaughton (offensive foul),38-63, ,,2,63,38,25,1323.0
1:37.0, ,38-65,B. Adebayo makes 2-pt jump shot from 15 ft,,2,65,38,27,1343.0
1:22.0,G. Antetokounmpo misses 2-pt jump shot from 17 ft,38-65, ,,2,65,38,27,1358.0
1:21.0, ,38-65,Defensive rebound by Team,,2,65,38,27,1359.0
1:21.0,Loose ball foul by T. Antetokounmpo (drawn by K. Lowry),38-65, ,,2,65,38,27,1359.0
1:21.0,Instant Replay (Request: Stands),38-65, ,,2,65,38,27,1359.0
1:21.0, ,38-66,K. Lowry makes free throw 1 of 2,,2,66,38,28,1359.0
1:21.0,S. Mamukelashvili enters the game for T. Antetokounmpo,38-66, ,,2,66,38,28,1359.0
1:21.0, ,38-66,J. Butler enters the game for P. Tucker,,2,66,38,28,1359.0
1:21.0, ,38-67,K. Lowry makes free throw 2 of 2,,2,67,38,29,1359.0
1:12.0,K. Middleton makes 3-pt jump shot from 27 ft (assist by P. Connaughton),41-67, ,,2,67,41,26,1368.0
0:53.0, ,41-69,T. Herro makes 2-pt jump shot from 10 ft,,2,69,41,28,1387.0
0:46.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,41-69, ,,2,69,41,28,1394.0
0:42.0, ,41-69,Defensive rebound by B. Adebayo,,2,69,41,28,1398.0
0:39.0, ,41-69,T. Herro misses 3-pt jump shot from 26 ft,,2,69,41,28,1401.0
0:36.0, ,41-69,Offensive rebound by B. Adebayo,,2,69,41,28,1404.0
0:35.0, ,41-72,D. Robinson makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,2,72,41,31,1405.0
0:20.0,P. Connaughton makes 2-pt jump shot from 7 ft (assist by K. Middleton),43-72, ,,2,72,43,29,1420.0
0:00.0, ,43-72,B. Adebayo misses 2-pt jump shot from 12 ft,,2,72,43,29,1440.0
0:00.0, ,43-72,Offensive rebound by Team,,2,72,43,29,1440.0
0:00.0,End of 2nd quarter,43-72,,,2,72,43,29,1440.0
12:00.0,Start of 3rd quarter,43-72,,,3,72,43,29,1440.0
11:39.0, ,43-75,K. Lowry makes 3-pt jump shot from 27 ft (assist by D. Robinson),,3,75,43,32,1461.0
11:22.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by K. Middleton),45-75, ,,3,75,45,30,1478.0
11:22.0,Shooting foul by P. Tucker (drawn by G. Antetokounmpo),45-75, ,,3,75,45,30,1478.0
11:22.0,G. Antetokounmpo makes free throw 1 of 1,46-75, ,,3,75,46,29,1478.0
11:06.0, ,46-75,Turnover by B. Adebayo (lost ball; steal by G. Antetokounmpo),,3,75,46,29,1494.0
10:59.0,G. Antetokounmpo misses 2-pt layup from 3 ft,46-75, ,,3,75,46,29,1501.0
10:57.0, ,46-75,Defensive rebound by D. Robinson,,3,75,46,29,1503.0
10:54.0, ,46-75,D. Robinson misses 3-pt jump shot from 27 ft,,3,75,46,29,1506.0
10:52.0, ,46-75,Offensive rebound by B. Adebayo,,3,75,46,29,1508.0
10:52.0, ,46-75,Personal foul by K. Middleton (drawn by B. Adebayo),,3,75,46,29,1508.0
10:48.0, ,46-75,D. Robinson misses 3-pt jump shot from 26 ft,,3,75,46,29,1512.0
10:43.0,Defensive rebound by K. Middleton,46-75, ,,3,75,46,29,1517.0
10:39.0,K. Middleton misses 2-pt layup from 3 ft,46-75, ,,3,75,46,29,1521.0
10:37.0, ,46-75,Defensive rebound by B. Adebayo,,3,75,46,29,1523.0
10:33.0, ,46-75,D. Robinson misses 3-pt jump shot from 27 ft,,3,75,46,29,1527.0
10:30.0,Defensive rebound by G. Antetokounmpo,46-75, ,,3,75,46,29,1530.0
10:14.0,G. Antetokounmpo makes 3-pt jump shot from 26 ft,49-75, ,,3,75,49,26,1546.0
