Time,Miami,Score,Boston,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:07.0,B. Adebayo makes 2-pt dunk from 2 ft (assist by T. Herro),17-14, ,,1,17,14,3,413.0
4:46.0, ,17-17,M. Smart makes 3-pt jump shot from 27 ft,Tie,1,17,17,0,434.0
4:38.0,Turnover by T. Herro (out of bounds lost ball),17-17, ,,1,17,17,0,442.0
4:22.0, ,17-17,M. Smart misses 3-pt jump shot from 27 ft,,1,17,17,0,458.0
4:19.0, ,17-17,Offensive rebound by A. Horford,,1,17,17,0,461.0
4:09.0, ,17-17,A. Horford misses 2-pt hook shot from 4 ft,,1,17,17,0,471.0
4:06.0,Defensive rebound by M. Strus,17-17, ,,1,17,17,0,474.0
4:03.0,B. Adebayo makes 2-pt layup from 5 ft,19-17, ,,1,19,17,2,477.0
4:03.0,Shooting foul by D. White (drawn by B. Adebayo),19-17, ,,1,19,17,2,477.0
4:03.0,B. Adebayo makes free throw 1 of 1,20-17, ,,1,20,17,3,477.0
3:55.0, ,20-17,Personal foul by K. Lowry (drawn by D. White),,1,20,17,3,485.0
3:55.0,D. Dedmon enters the game for B. Adebayo,20-17, ,,1,20,17,3,485.0
3:46.0, ,20-19,D. White makes 2-pt jump shot from 4 ft (assist by J. Brown),,1,20,19,1,494.0
3:24.0,P. Tucker makes 2-pt hook shot from 5 ft (assist by T. Herro),22-19, ,,1,22,19,3,516.0
3:06.0, ,22-22,D. Theis makes 3-pt jump shot from 24 ft (assist by A. Horford),Tie,1,22,22,0,534.0
2:54.0,M. Strus misses 3-pt jump shot from 26 ft,22-22, ,,1,22,22,0,546.0
2:50.0, ,22-22,Defensive rebound by A. Horford,,1,22,22,0,550.0
2:46.0, ,22-22,Turnover by D. White (bad pass; steal by M. Strus),,1,22,22,0,554.0
2:36.0,Shooting foul by M. Smart (drawn by D. Dedmon),22-22, ,,1,22,22,0,564.0
2:36.0,Miami full timeout,22-22, ,,1,22,22,0,564.0
2:36.0,G. Vincent enters the game for M. Strus,22-22, ,,1,22,22,0,564.0
2:36.0, ,22-22,J. Tatum enters the game for J. Brown,,1,22,22,0,564.0
2:36.0, ,22-22,G. Williams enters the game for A. Horford,,1,22,22,0,564.0
2:36.0,D. Dedmon misses free throw 1 of 2,22-22, ,,1,22,22,0,564.0
2:36.0,Offensive rebound by Team,22-22, ,,1,22,22,0,564.0
2:36.0,D. Dedmon misses free throw 2 of 2,22-22, ,,1,22,22,0,564.0
2:36.0, ,22-22,Defensive rebound by J. Tatum,,1,22,22,0,564.0
2:21.0, ,22-22,M. Smart misses 3-pt jump shot from 27 ft,,1,22,22,0,579.0
2:18.0,Defensive rebound by P. Tucker,22-22, ,,1,22,22,0,582.0
2:02.0,G. Vincent misses 2-pt jump shot from 18 ft,22-22, ,,1,22,22,0,598.0
1:59.0, ,22-22,Defensive rebound by D. White,,1,22,22,0,601.0
1:54.0, ,22-22,D. White misses 2-pt jump shot from 15 ft,,1,22,22,0,606.0
1:52.0, ,22-22,Offensive rebound by G. Williams,,1,22,22,0,608.0
1:49.0, ,22-22,Boston full timeout,,1,22,22,0,611.0
1:49.0,J. Butler enters the game for K. Lowry,22-22, ,,1,22,22,0,611.0
1:49.0,D. Robinson enters the game for P. Tucker,22-22, ,,1,22,22,0,611.0
1:41.0, ,22-22,G. Williams misses 3-pt jump shot from 27 ft,,1,22,22,0,619.0
1:38.0,Defensive rebound by G. Vincent,22-22, ,,1,22,22,0,622.0
1:25.0,Personal foul by D. White (drawn by J. Butler),22-22, ,,1,22,22,0,635.0
1:20.0,Offensive foul by D. Dedmon (drawn by M. Smart),22-22, ,,1,22,22,0,640.0
1:20.0,Turnover by D. Dedmon (offensive foul),22-22, ,,1,22,22,0,640.0
1:07.0, ,22-24,J. Tatum makes 2-pt layup from 3 ft (assist by D. White),Lead change,1,22,24,-2,653.0
0:56.0,Turnover by G. Vincent (bad pass; steal by D. White),22-24, ,,1,22,24,-2,664.0
0:47.0, ,22-24,Offensive foul by J. Tatum (drawn by D. Robinson),,1,22,24,-2,673.0
0:47.0, ,22-24,Turnover by J. Tatum (offensive foul),,1,22,24,-2,673.0
0:38.0,Turnover by T. Herro (bad pass; steal by M. Smart),22-24, ,,1,22,24,-2,682.0
0:35.0, ,22-26,J. Tatum makes 2-pt layup from 2 ft (assist by M. Smart),,1,22,26,-4,685.0
0:35.0, ,22-26,Shooting foul by D. Robinson (drawn by J. Tatum),,1,22,26,-4,685.0
0:35.0, ,22-27,J. Tatum makes free throw 1 of 1,,1,22,27,-5,685.0
0:28.0,T. Herro misses 3-pt jump shot from 25 ft,22-27, ,,1,22,27,-5,692.0
0:26.0, ,22-27,Defensive rebound by Team,,1,22,27,-5,694.0
0:06.0, ,22-29,G. Williams makes 2-pt layup from 4 ft (assist by J. Tatum),,1,22,29,-7,714.0
0:06.0, ,22-29,Shooting foul by G. Vincent (drawn by G. Williams),,1,22,29,-7,714.0
0:06.0, ,22-29,J. Brown enters the game for D. White,,1,22,29,-7,714.0
0:06.0, ,22-29,G. Williams misses free throw 1 of 1,,1,22,29,-7,714.0
0:06.0,Defensive rebound by T. Herro,22-29, ,,1,22,29,-7,714.0
0:00.0,T. Herro makes 3-pt jump shot from 27 ft,25-29, ,,1,25,29,-4,720.0
0:00.0,Instant Replay (Request: Ruling Stands),25-29, ,,1,25,29,-4,720.0
0:00.0,End of 1st quarter,25-29,,,1,25,29,-4,720.0
12:00.0,Start of 2nd quarter,25-29,,,2,25,29,-4,720.0
11:52.0,Offensive foul by D. Robinson (drawn by G. Williams),25-29, ,,2,25,29,-4,728.0
11:52.0,Turnover by D. Robinson (offensive foul),25-29, ,,2,25,29,-4,728.0
11:39.0, ,25-29,Shooting foul by D. Dedmon (drawn by D. Theis),,2,25,29,-4,741.0
11:39.0, ,25-30,D. Theis makes free throw 1 of 2,,2,25,30,-5,741.0
11:39.0, ,25-30,D. Theis misses free throw 2 of 2,,2,25,30,-5,741.0
11:39.0,Defensive rebound by T. Herro,25-30, ,,2,25,30,-5,741.0
11:16.0,T. Herro misses 2-pt jump shot from 19 ft,25-30, ,,2,25,30,-5,764.0
11:14.0, ,25-30,Defensive rebound by G. Williams,,2,25,30,-5,766.0
11:04.0, ,25-30,Personal foul by D. Dedmon (drawn by D. Theis),,2,25,30,-5,776.0
11:04.0,B. Adebayo enters the game for D. Dedmon,25-30, ,,2,25,30,-5,776.0
10:53.0, ,25-30,J. Tatum misses 2-pt layup from 4 ft,,2,25,30,-5,787.0
10:51.0,Defensive rebound by Team,25-30, ,,2,25,30,-5,789.0
10:41.0,J. Butler misses 2-pt jump shot from 9 ft,25-30, ,,2,25,30,-5,799.0
10:39.0,Offensive rebound by B. Adebayo,25-30, ,,2,25,30,-5,801.0
10:33.0,J. Butler misses 2-pt layup from 2 ft,25-30, ,,2,25,30,-5,807.0
10:31.0, ,25-30,Defensive rebound by P. Pritchard,,2,25,30,-5,809.0
10:18.0, ,25-30,J. Tatum misses 3-pt jump shot from 26 ft,,2,25,30,-5,822.0
10:16.0,Defensive rebound by T. Herro,25-30, ,,2,25,30,-5,824.0
10:05.0,T. Herro misses 2-pt jump shot from 6 ft,25-30, ,,2,25,30,-5,835.0
10:03.0, ,25-30,Defensive rebound by D. Theis,,2,25,30,-5,837.0
9:49.0, ,25-30,Turnover by D. White (step out of bounds),,2,25,30,-5,851.0
9:35.0,J. Butler makes 2-pt jump shot from 10 ft,27-30, ,,2,27,30,-3,865.0
9:18.0, ,27-30,Personal foul by G. Vincent (drawn by J. Tatum),,2,27,30,-3,882.0
9:12.0, ,27-30,G. Williams misses 2-pt jump shot from 7 ft,,2,27,30,-3,888.0
9:10.0,Defensive rebound by B. Adebayo,27-30, ,,2,27,30,-3,890.0
9:08.0,D. Robinson misses 3-pt jump shot from 26 ft,27-30, ,,2,27,30,-3,892.0
9:06.0, ,27-30,Defensive rebound by P. Pritchard,,2,27,30,-3,894.0
8:53.0, ,27-32,D. Theis makes 2-pt jump shot from 8 ft (assist by J. Tatum),,2,27,32,-5,907.0
8:33.0,D. Robinson makes 2-pt layup from 3 ft (assist by B. Adebayo),29-32, ,,2,29,32,-3,927.0
8:18.0, ,29-32,J. Tatum misses 3-pt jump shot from 27 ft,,2,29,32,-3,942.0
8:15.0,Defensive rebound by G. Vincent,29-32, ,,2,29,32,-3,945.0
7:53.0,T. Herro makes 2-pt jump shot from 12 ft (assist by J. Butler),31-32, ,,2,31,32,-1,967.0
7:53.0, ,31-32,J. Brown enters the game for J. Tatum,,2,31,32,-1,967.0
7:53.0, ,31-32,A. Horford enters the game for D. Theis,,2,31,32,-1,967.0
7:34.0, ,31-35,P. Pritchard makes 3-pt jump shot from 31 ft (assist by J. Brown),,2,31,35,-4,986.0
7:19.0,D. Robinson makes 3-pt jump shot from 25 ft (assist by B. Adebayo),34-35, ,,2,34,35,-1,1001.0
7:03.0, ,34-35,P. Pritchard misses 3-pt jump shot from 27 ft,,2,34,35,-1,1017.0
7:00.0, ,34-35,Offensive rebound by A. Horford,,2,34,35,-1,1020.0
6:58.0, ,34-37,A. Horford makes 2-pt layup from 2 ft,,2,34,37,-3,1022.0
6:58.0, ,34-37,Shooting foul by T. Herro (drawn by A. Horford),,2,34,37,-3,1022.0
6:58.0, ,34-37,Boston full timeout,,2,34,37,-3,1022.0
6:58.0, ,34-38,A. Horford makes free throw 1 of 1,,2,34,38,-4,1022.0
6:46.0,Turnover by G. Vincent (bad pass; steal by A. Horford),34-38, ,,2,34,38,-4,1034.0
6:37.0, ,34-38,D. White misses 3-pt jump shot from 26 ft,,2,34,38,-4,1043.0
6:34.0,Defensive rebound by T. Herro,34-38, ,,2,34,38,-4,1046.0
6:30.0,D. Robinson misses 3-pt jump shot from 24 ft,34-38, ,,2,34,38,-4,1050.0
6:27.0, ,34-38,Defensive rebound by A. Horford,,2,34,38,-4,1053.0
6:16.0, ,34-40,G. Williams makes 2-pt layup from 2 ft (assist by A. Horford),,2,34,40,-6,1064.0
6:05.0,T. Herro makes 2-pt jump shot from 20 ft (assist by B. Adebayo),36-40, ,,2,36,40,-4,1075.0
5:52.0, ,36-40,J. Brown misses 2-pt layup from 3 ft (block by D. Robinson),,2,36,40,-4,1088.0
5:50.0, ,36-40,Offensive rebound by Team,,2,36,40,-4,1090.0
5:50.0,K. Lowry enters the game for J. Butler,36-40, ,,2,36,40,-4,1090.0
5:50.0,M. Strus enters the game for D. Robinson,36-40, ,,2,36,40,-4,1090.0
5:50.0,P. Tucker enters the game for G. Vincent,36-40, ,,2,36,40,-4,1090.0
5:42.0, ,36-43,J. Brown makes 3-pt jump shot from 27 ft,,2,36,43,-7,1098.0
5:20.0,T. Herro makes 3-pt jump shot from 26 ft (assist by B. Adebayo),39-43, ,,2,39,43,-4,1120.0
5:09.0, ,39-43,Offensive foul by G. Williams (drawn by K. Lowry),,2,39,43,-4,1131.0
5:09.0, ,39-43,Turnover by G. Williams (offensive foul),,2,39,43,-4,1131.0
5:09.0, ,39-43,J. Tatum enters the game for G. Williams,,2,39,43,-4,1131.0
4:45.0,K. Lowry makes 3-pt jump shot from 22 ft (assist by T. Herro),42-43, ,,2,42,43,-1,1155.0
4:27.0, ,42-43,Shooting foul by T. Herro (drawn by J. Brown),,2,42,43,-1,1173.0
4:27.0, ,42-44,J. Brown makes free throw 1 of 2,,2,42,44,-2,1173.0
4:27.0, ,42-44,M. Smart enters the game for D. White,,2,42,44,-2,1173.0
4:27.0, ,42-45,J. Brown makes free throw 2 of 2,,2,42,45,-3,1173.0
4:15.0,M. Strus misses 3-pt jump shot from 30 ft,42-45, ,,2,42,45,-3,1185.0
4:11.0, ,42-45,Defensive rebound by M. Smart,,2,42,45,-3,1189.0
4:03.0, ,42-45,Turnover by M. Smart (lost ball; steal by M. Strus),,2,42,45,-3,1197.0
3:58.0,Turnover by M. Strus (bad pass; steal by P. Pritchard),42-45, ,,2,42,45,-3,1202.0
3:52.0, ,42-47,J. Tatum makes 2-pt layup from 3 ft (assist by M. Smart),,2,42,47,-5,1208.0
3:39.0,B. Adebayo misses 2-pt jump shot from 15 ft,42-47, ,,2,42,47,-5,1221.0
3:36.0, ,42-47,Defensive rebound by P. Pritchard,,2,42,47,-5,1224.0
3:26.0, ,42-47,Turnover by J. Tatum (bad pass; steal by B. Adebayo),,2,42,47,-5,1234.0
3:22.0,T. Herro misses 3-pt jump shot from 23 ft,42-47, ,,2,42,47,-5,1238.0
3:19.0, ,42-47,Defensive rebound by J. Tatum,,2,42,47,-5,1241.0
3:05.0, ,42-47,M. Smart misses 3-pt jump shot from 27 ft,,2,42,47,-5,1255.0
3:02.0,Defensive rebound by M. Strus,42-47, ,,2,42,47,-5,1258.0
3:00.0,Turnover by P. Tucker (bad pass; steal by M. Smart),42-47, ,,2,42,47,-5,1260.0
2:58.0, ,42-49,J. Tatum makes 2-pt layup from 4 ft (assist by M. Smart),,2,42,49,-7,1262.0
2:56.0,Miami full timeout,42-49, ,,2,42,49,-7,1264.0
2:56.0,J. Butler enters the game for T. Herro,42-49, ,,2,42,49,-7,1264.0
2:39.0,K. Lowry makes 2-pt jump shot from 19 ft,44-49, ,,2,44,49,-5,1281.0
2:23.0, ,44-49,Turnover by M. Smart (lost ball; steal by J. Butler),,2,44,49,-5,1297.0
2:03.0,M. Strus misses 3-pt jump shot from 23 ft,44-49, ,,2,44,49,-5,1317.0
2:00.0,Offensive rebound by B. Adebayo,44-49, ,,2,44,49,-5,1320.0
1:59.0,B. Adebayo misses 2-pt layup from 2 ft (block by A. Horford),44-49, ,,2,44,49,-5,1321.0
1:57.0, ,44-49,Defensive rebound by M. Smart,,2,44,49,-5,1323.0
1:56.0, ,44-49,Turnover by M. Smart (step out of bounds),,2,44,49,-5,1324.0
1:55.0,M. Strus makes 3-pt jump shot from 27 ft (assist by K. Lowry),47-49, ,,2,47,49,-2,1325.0
1:38.0, ,47-51,J. Tatum makes 2-pt layup from 3 ft (assist by M. Smart),,2,47,51,-4,1342.0
1:21.0,K. Lowry misses 3-pt jump shot from 28 ft,47-51, ,,2,47,51,-4,1359.0
1:19.0, ,47-51,Defensive rebound by Team,,2,47,51,-4,1361.0
1:19.0,Loose ball foul by B. Adebayo (drawn by M. Smart),47-51, ,,2,47,51,-4,1361.0
1:19.0, ,47-51,M. Smart misses free throw 1 of 2,,2,47,51,-4,1361.0
1:19.0, ,47-51,Offensive rebound by Team,,2,47,51,-4,1361.0
1:19.0, ,47-52,M. Smart makes free throw 2 of 2,,2,47,52,-5,1361.0
1:07.0,Shooting foul by A. Horford (drawn by J. Butler),47-52, ,,2,47,52,-5,1373.0
1:07.0,J. Butler makes free throw 1 of 2,48-52, ,,2,48,52,-4,1373.0
1:07.0,D. Dedmon enters the game for B. Adebayo,48-52, ,,2,48,52,-4,1373.0
1:07.0,J. Butler makes free throw 2 of 2,49-52, ,,2,49,52,-3,1373.0
0:52.0, ,49-52,Turnover by J. Tatum (bad pass; steal by D. Dedmon),,2,49,52,-3,1388.0
0:35.0,Personal foul by J. Tatum (drawn by J. Butler),49-52, ,,2,49,52,-3,1405.0
0:35.0,J. Butler makes free throw 1 of 2,50-52, ,,2,50,52,-2,1405.0
0:35.0, ,50-52,Technical foul by J. Tatum,,2,50,52,-2,1405.0
0:35.0,J. Butler makes technical free throw,51-52, ,,2,51,52,-1,1405.0
0:35.0,J. Butler makes free throw 2 of 2,52-52, ,Tie,2,52,52,0,1405.0
0:30.0, ,52-52,J. Brown misses 2-pt layup from 3 ft (block by D. Dedmon),,2,52,52,0,1410.0
0:28.0,Defensive rebound by Team,52-52, ,,2,52,52,0,1412.0
0:09.0,J. Butler misses 2-pt jump shot from 12 ft,52-52, ,,2,52,52,0,1431.0
0:07.0,Offensive rebound by Team,52-52, ,,2,52,52,0,1433.0
0:07.0, ,52-52,Loose ball foul by A. Horford (drawn by D. Dedmon),,2,52,52,0,1433.0
0:07.0,D. Dedmon makes free throw 1 of 2,53-52, ,Lead change,2,53,52,1,1433.0
0:07.0,D. Dedmon misses free throw 2 of 2,53-52, ,,2,53,52,1,1433.0
0:07.0, ,53-52,Defensive rebound by J. Brown,,2,53,52,1,1433.0
0:01.0, ,53-52,M. Smart misses 2-pt jump shot from 20 ft,,2,53,52,1,1439.0
0:01.0, ,53-52,Offensive rebound by Team,,2,53,52,1,1439.0
0:00.0,End of 2nd quarter,53-52,,,2,53,52,1,1440.0
12:00.0,Start of 3rd quarter,53-52,,,3,53,52,1,1440.0
11:48.0,J. Butler makes 2-pt layup from 3 ft (assist by P. Tucker),55-52, ,,3,55,52,3,1452.0
11:30.0, ,55-54,J. Tatum makes 2-pt dunk from 1 ft (assist by A. Horford),,3,55,54,1,1470.0
11:10.0,P. Tucker misses 2-pt jump shot from 5 ft,55-54, ,,3,55,54,1,1490.0
11:08.0, ,55-54,Defensive rebound by A. Horford,,3,55,54,1,1492.0
11:03.0, ,55-54,J. Tatum misses 3-pt jump shot from 25 ft,,3,55,54,1,1497.0
11:00.0, ,55-54,Offensive rebound by J. Tatum,,3,55,54,1,1500.0
10:58.0, ,55-56,J. Brown makes 2-pt layup from 2 ft (assist by J. Tatum),Lead change,3,55,56,-1,1502.0
10:43.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by B. Adebayo),58-56, ,Lead change,3,58,56,2,1517.0
10:22.0, ,58-56,M. Smart misses 3-pt jump shot from 25 ft,,3,58,56,2,1538.0
10:18.0,Defensive rebound by B. Adebayo,58-56, ,,3,58,56,2,1542.0
10:06.0,B. Adebayo makes 2-pt jump shot from 7 ft,60-56, ,,3,60,56,4,1554.0
9:39.0, ,60-56,Turnover by M. Smart (step out of bounds),,3,60,56,4,1581.0
9:33.0,K. Lowry makes 3-pt jump shot from 28 ft,63-56, ,,3,63,56,7,1587.0
9:32.0, ,63-56,Boston full timeout,,3,63,56,7,1588.0
9:32.0, ,63-56,D. White enters the game for G. Williams,,3,63,56,7,1588.0
9:20.0, ,63-56,M. Smart misses 3-pt jump shot from 25 ft,,3,63,56,7,1600.0
9:17.0,Defensive rebound by B. Adebayo,63-56, ,,3,63,56,7,1603.0
9:10.0,B. Adebayo makes 2-pt jump shot from 5 ft (assist by K. Lowry),65-56, ,,3,65,56,9,1610.0
8:45.0, ,65-56,M. Smart misses 2-pt jump shot from 9 ft,,3,65,56,9,1635.0
8:43.0,Defensive rebound by B. Adebayo,65-56, ,,3,65,56,9,1637.0
8:36.0,Turnover by B. Adebayo (bad pass; steal by J. Tatum),65-56, ,,3,65,56,9,1644.0
8:33.0, ,65-58,J. Tatum makes 2-pt dunk from 1 ft,,3,65,58,7,1647.0
8:21.0,Turnover by  (8 sec),65-58, ,,3,65,58,7,1659.0
8:19.0, ,65-58,Turnover by J. Brown (bad pass; steal by M. Strus),,3,65,58,7,1661.0
8:16.0,M. Strus makes 2-pt layup from 3 ft,67-58, ,,3,67,58,9,1664.0
8:02.0, ,67-58,J. Brown misses 2-pt jump shot from 8 ft,,3,67,58,9,1678.0
8:00.0,Defensive rebound by B. Adebayo,67-58, ,,3,67,58,9,1680.0
7:51.0,J. Butler makes 2-pt layup from 3 ft (assist by K. Lowry),69-58, ,,3,69,58,11,1689.0
7:36.0, ,69-58,M. Smart misses 2-pt jump shot from 8 ft,,3,69,58,11,1704.0
7:33.0,Defensive rebound by J. Butler,69-58, ,,3,69,58,11,1707.0
7:30.0,Personal foul by J. Brown (drawn by K. Lowry),69-58, ,,3,69,58,11,1710.0
7:25.0,K. Lowry misses 3-pt jump shot from 29 ft,69-58, ,,3,69,58,11,1715.0
7:21.0, ,69-58,Defensive rebound by A. Horford,,3,69,58,11,1719.0
7:04.0, ,69-61,J. Brown makes 3-pt jump shot from 26 ft (assist by D. White),,3,69,61,8,1736.0
6:45.0,Turnover by M. Strus (lost ball; steal by J. Tatum),69-61, ,,3,69,61,8,1755.0
6:43.0, ,69-61,Shooting foul by B. Adebayo (drawn by J. Tatum),,3,69,61,8,1757.0
6:43.0, ,69-62,J. Tatum makes free throw 1 of 2,,3,69,62,7,1757.0
6:43.0, ,69-63,J. Tatum makes free throw 2 of 2,,3,69,63,6,1757.0
6:26.0,Personal foul by D. White (drawn by P. Tucker),69-63, ,,3,69,63,6,1774.0
6:22.0,B. Adebayo misses 2-pt layup from 4 ft,69-63, ,,3,69,63,6,1778.0
6:20.0, ,69-63,Defensive rebound by A. Horford,,3,69,63,6,1780.0
6:14.0, ,69-66,M. Smart makes 3-pt jump shot from 23 ft (assist by J. Tatum),,3,69,66,3,1786.0
6:14.0,Miami full timeout,69-66, ,,3,69,66,3,1786.0
5:50.0,B. Adebayo misses 2-pt jump shot from 19 ft,69-66, ,,3,69,66,3,1810.0
5:49.0,Offensive rebound by Team,69-66, ,,3,69,66,3,1811.0
5:49.0,Turnover by Team (shot clock),69-66, ,,3,69,66,3,1811.0
5:34.0, ,69-68,D. White makes 2-pt jump shot from 5 ft (assist by J. Brown),,3,69,68,1,1826.0
5:34.0, ,69-68,Shooting foul by P. Tucker (drawn by D. White),,3,69,68,1,1826.0
5:34.0,Technical foul by M. Strus,69-68, ,,3,69,68,1,1826.0
5:34.0, ,69-69,J. Tatum makes technical free throw,Tie,3,69,69,0,1826.0
5:34.0, ,69-70,D. White makes free throw 1 of 1,Lead change,3,69,70,-1,1826.0
5:34.0,T. Herro enters the game for J. Butler,69-70, ,,3,69,70,-1,1826.0
5:22.0,M. Strus misses 3-pt jump shot from 23 ft,69-70, ,,3,69,70,-1,1838.0
5:19.0, ,69-70,Defensive rebound by J. Brown,,3,69,70,-1,1841.0
5:07.0, ,69-70,A. Horford misses 2-pt hook shot from 6 ft,,3,69,70,-1,1853.0
5:04.0,Defensive rebound by B. Adebayo,69-70, ,,3,69,70,-1,1856.0
5:00.0,Personal foul by M. Smart (drawn by P. Tucker),69-70, ,,3,69,70,-1,1860.0
4:53.0,T. Herro misses 2-pt jump shot from 21 ft,69-70, ,,3,69,70,-1,1867.0
4:51.0, ,69-70,Defensive rebound by Team,,3,69,70,-1,1869.0
4:51.0, ,69-70,G. Williams enters the game for J. Brown,,3,69,70,-1,1869.0
4:40.0, ,69-70,Shooting foul by K. Lowry (drawn by D. White),,3,69,70,-1,1880.0
4:40.0, ,69-70,D. White misses free throw 1 of 2,,3,69,70,-1,1880.0
4:40.0, ,69-70,Offensive rebound by Team,,3,69,70,-1,1880.0
4:40.0, ,69-71,D. White makes free throw 2 of 2,,3,69,71,-2,1880.0
4:31.0,T. Herro misses 2-pt jump shot from 19 ft,69-71, ,,3,69,71,-2,1889.0
4:28.0, ,69-71,Defensive rebound by A. Horford,,3,69,71,-2,1892.0
4:20.0, ,69-73,A. Horford makes 2-pt dunk from 2 ft (assist by M. Smart),,3,69,73,-4,1900.0
4:20.0, ,69-73,Shooting foul by K. Lowry (drawn by A. Horford),,3,69,73,-4,1900.0
4:20.0,D. Dedmon enters the game for B. Adebayo,69-73, ,,3,69,73,-4,1900.0
4:20.0, ,69-74,A. Horford makes free throw 1 of 1,,3,69,74,-5,1900.0
