Time,Brooklyn,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
4:57.0,N. Claxton makes 2-pt layup from 3 ft (assist by K. Durant),17-21, ,,1,21,17,4,423.0
4:44.0, ,17-21,K. Lowry misses 3-pt jump shot from 26 ft,,1,21,17,4,436.0
4:42.0,Defensive rebound by N. Claxton,17-21, ,,1,21,17,4,438.0
4:32.0,K. Irving misses 2-pt jump shot from 8 ft (block by J. Butler),17-21, ,,1,21,17,4,448.0
4:29.0, ,17-21,Defensive rebound by T. Herro,,1,21,17,4,451.0
4:24.0, ,17-21,P. Tucker misses 3-pt jump shot from 23 ft,,1,21,17,4,456.0
4:21.0, ,17-21,Offensive rebound by B. Adebayo,,1,21,17,4,459.0
4:17.0, ,17-21,Turnover by T. Herro (lost ball; steal by B. Brown),,1,21,17,4,463.0
4:13.0,N. Claxton makes 2-pt dunk at rim (assist by K. Irving),19-21, ,,1,21,19,2,467.0
4:04.0, ,19-23,B. Adebayo makes 2-pt dunk at rim (assist by T. Herro),,1,23,19,4,476.0
3:53.0,K. Durant makes 2-pt jump shot from 7 ft,21-23, ,,1,23,21,2,487.0
3:36.0, ,21-25,P. Tucker makes 2-pt jump shot from 9 ft (assist by K. Lowry),,1,25,21,4,504.0
3:22.0,B. Brown makes 2-pt hook shot from 7 ft (assist by G. Dragić),23-25, ,,1,25,23,2,518.0
3:15.0, ,23-25,Turnover by K. Lowry (bad pass; steal by K. Irving),,1,25,23,2,525.0
3:08.0,Turnover by B. Brown (bad pass; steal by J. Butler),23-25, ,,1,25,23,2,532.0
2:58.0, ,23-25,T. Herro misses 3-pt jump shot from 25 ft,,1,25,23,2,542.0
2:56.0, ,23-25,Offensive rebound by J. Butler,,1,25,23,2,544.0
2:55.0, ,23-25,T. Herro misses 3-pt jump shot from 23 ft,,1,25,23,2,545.0
2:55.0,Defensive rebound by Team,23-25, ,,1,25,23,2,545.0
2:55.0, ,23-25,Miami full timeout,,1,25,23,2,545.0
2:55.0,K. Edwards enters the game for B. Brown,23-25, ,,1,25,23,2,545.0
2:55.0,P. Mills enters the game for K. Irving,23-25, ,,1,25,23,2,545.0
2:55.0, ,23-25,D. Dedmon enters the game for B. Adebayo,,1,25,23,2,545.0
2:55.0, ,23-25,C. Martin enters the game for K. Lowry,,1,25,23,2,545.0
2:55.0, ,23-25,V. Oladipo enters the game for P. Tucker,,1,25,23,2,545.0
2:43.0,G. Dragić misses 2-pt layup from 2 ft (block by D. Dedmon),23-25, ,,1,25,23,2,557.0
2:41.0, ,23-25,Defensive rebound by D. Dedmon,,1,25,23,2,559.0
2:32.0, ,23-25,T. Herro misses 2-pt layup from 3 ft (block by N. Claxton),,1,25,23,2,568.0
2:31.0, ,23-25,Offensive rebound by Team,,1,25,23,2,569.0
2:25.0, ,23-25,Turnover by V. Oladipo (out of bounds lost ball),,1,25,23,2,575.0
2:08.0,Personal foul by J. Butler (drawn by K. Durant),23-25, ,,1,25,23,2,592.0
2:05.0,K. Durant misses 2-pt jump shot from 14 ft,23-25, ,,1,25,23,2,595.0
2:02.0, ,23-25,Defensive rebound by J. Butler,,1,25,23,2,598.0
1:40.0, ,23-25,J. Butler misses 3-pt jump shot from 25 ft,,1,25,23,2,620.0
1:36.0,Defensive rebound by N. Claxton,23-25, ,,1,25,23,2,624.0
1:30.0,P. Mills misses 3-pt jump shot from 28 ft,23-25, ,,1,25,23,2,630.0
1:28.0, ,23-25,Defensive rebound by J. Butler,,1,25,23,2,632.0
1:19.0, ,23-25,Turnover by V. Oladipo (bad pass; steal by N. Claxton),,1,25,23,2,641.0
1:14.0,K. Durant misses 3-pt jump shot from 27 ft,23-25, ,,1,25,23,2,646.0
1:10.0,Offensive rebound by N. Claxton,23-25, ,,1,25,23,2,650.0
1:09.0,P. Mills makes 3-pt jump shot from 26 ft (assist by N. Claxton),26-25, ,Lead change,1,25,26,-1,651.0
0:51.0, ,26-25,Personal foul by G. Dragić (drawn by J. Butler),,1,25,26,-1,669.0
0:51.0, ,26-25,D. Robinson enters the game for J. Butler,,1,25,26,-1,669.0
0:42.0, ,26-25,T. Herro misses 2-pt jump shot from 11 ft,,1,25,26,-1,678.0
0:40.0,Defensive rebound by K. Durant,26-25, ,,1,25,26,-1,680.0
0:37.0,Shooting foul by C. Martin (drawn by K. Durant),26-25, ,,1,25,26,-1,683.0
0:37.0,K. Durant misses free throw 1 of 2,26-25, ,,1,25,26,-1,683.0
0:37.0,Offensive rebound by Team,26-25, ,,1,25,26,-1,683.0
0:37.0,K. Durant makes free throw 2 of 2,27-25, ,,1,25,27,-2,683.0
0:29.0, ,27-25,T. Herro misses 3-pt jump shot from 27 ft,,1,25,27,-2,691.0
0:26.0,Defensive rebound by N. Claxton,27-25, ,,1,25,27,-2,694.0
0:18.0,P. Mills misses 3-pt jump shot from 26 ft,27-25, ,,1,25,27,-2,702.0
0:15.0, ,27-25,Defensive rebound by D. Dedmon,,1,25,27,-2,705.0
0:00.0, ,27-25,V. Oladipo misses 2-pt layup from 2 ft (block by N. Claxton),,1,25,27,-2,720.0
0:00.0, ,27-25,Offensive rebound by Team,,1,25,27,-2,720.0
0:00.0,End of 1st quarter,27-25,,,1,25,27,-2,720.0
12:00.0,Start of 2nd quarter,27-25,,,2,25,27,-2,720.0
11:49.0,Shooting foul by D. Dedmon (drawn by P. Mills),27-25, ,,2,25,27,-2,731.0
11:49.0,P. Mills makes free throw 1 of 3,28-25, ,,2,25,28,-3,731.0
11:49.0,P. Mills makes free throw 2 of 3,29-25, ,,2,25,29,-4,731.0
11:49.0,P. Mills makes free throw 3 of 3,30-25, ,,2,25,30,-5,731.0
11:31.0, ,30-28,D. Dedmon makes 3-pt jump shot from 25 ft (assist by T. Herro),,2,28,30,-2,749.0
11:08.0,Turnover by G. Dragić (step out of bounds),30-28, ,,2,28,30,-2,772.0
10:55.0, ,30-28,D. Dedmon misses 3-pt jump shot from 26 ft,,2,28,30,-2,785.0
10:52.0,Defensive rebound by A. Drummond,30-28, ,,2,28,30,-2,788.0
10:40.0,P. Mills misses 3-pt jump shot from 23 ft,30-28, ,,2,28,30,-2,800.0
10:38.0,Offensive rebound by A. Drummond,30-28, ,,2,28,30,-2,802.0
10:35.0,A. Drummond makes 2-pt hook shot from 2 ft,32-28, ,,2,28,32,-4,805.0
10:21.0, ,32-28,T. Herro misses 2-pt jump shot from 19 ft,,2,28,32,-4,819.0
10:17.0,Defensive rebound by J. Johnson,32-28, ,,2,28,32,-4,823.0
10:15.0,Shooting foul by D. Dedmon (drawn by A. Drummond),32-28, ,,2,28,32,-4,825.0
10:15.0,A. Drummond makes free throw 1 of 2,33-28, ,,2,28,33,-5,825.0
10:15.0,A. Drummond misses free throw 2 of 2,33-28, ,,2,28,33,-5,825.0
10:13.0, ,33-28,Defensive rebound by D. Dedmon,,2,28,33,-5,827.0
10:04.0, ,33-30,T. Herro makes 2-pt layup from 2 ft,,2,30,33,-3,836.0
9:48.0,K. Irving misses 3-pt jump shot from 25 ft,33-30, ,,2,30,33,-3,852.0
9:46.0,Offensive rebound by A. Drummond,33-30, ,,2,30,33,-3,854.0
9:46.0,Personal foul by V. Oladipo (drawn by A. Drummond),33-30, ,,2,30,33,-3,854.0
9:37.0,A. Drummond misses 2-pt hook shot from 10 ft,33-30, ,,2,30,33,-3,863.0
9:32.0,Offensive rebound by J. Johnson,33-30, ,,2,30,33,-3,868.0
9:32.0,J. Johnson makes 2-pt dunk at rim,35-30, ,,2,30,35,-5,868.0
9:29.0, ,35-32,T. Herro makes 2-pt layup from 3 ft,,2,32,35,-3,871.0
9:29.0, ,35-32,Shooting foul by G. Dragić (drawn by T. Herro),,2,32,35,-3,871.0
9:29.0, ,35-33,T. Herro makes free throw 1 of 1,,2,33,35,-2,871.0
9:15.0,K. Irving makes 2-pt jump shot from 9 ft,37-33, ,,2,33,37,-4,885.0
9:15.0,Shooting foul by C. Martin (drawn by K. Irving),37-33, ,,2,33,37,-4,885.0
9:15.0,K. Irving makes free throw 1 of 1,38-33, ,,2,33,38,-5,885.0
9:03.0, ,38-33,V. Oladipo misses 2-pt jump shot from 12 ft,,2,33,38,-5,897.0
9:00.0,Defensive rebound by A. Drummond,38-33, ,,2,33,38,-5,900.0
9:00.0, ,38-33,K. Lowry enters the game for D. Robinson,,2,33,38,-5,900.0
8:44.0,K. Irving makes 2-pt jump shot from 7 ft,40-33, ,,2,33,40,-7,916.0
8:21.0, ,40-33,Shooting foul by J. Johnson (drawn by V. Oladipo),,2,33,40,-7,939.0
8:21.0, ,40-34,V. Oladipo makes free throw 1 of 2,,2,34,40,-6,939.0
8:21.0, ,40-34,B. Adebayo enters the game for D. Dedmon,,2,34,40,-6,939.0
8:21.0, ,40-34,V. Oladipo misses free throw 2 of 2,,2,34,40,-6,939.0
8:18.0,Defensive rebound by A. Drummond,40-34, ,,2,34,40,-6,942.0
8:06.0,K. Irving makes 3-pt jump shot from 27 ft (assist by G. Dragić),43-34, ,,2,34,43,-9,954.0
7:54.0, ,43-34,K. Lowry misses 3-pt jump shot from 25 ft,,2,34,43,-9,966.0
7:51.0,Defensive rebound by K. Irving,43-34, ,,2,34,43,-9,969.0
7:48.0,Turnover by K. Irving (lost ball; steal by T. Herro),43-34, ,,2,34,43,-9,972.0
7:41.0, ,43-36,T. Herro makes 2-pt layup from 3 ft,,2,36,43,-7,979.0
7:30.0,G. Dragić makes 2-pt layup from 6 ft,45-36, ,,2,36,45,-9,990.0
7:00.0, ,45-36,B. Adebayo misses 2-pt jump shot from 10 ft,,2,36,45,-9,1020.0
6:57.0,Defensive rebound by J. Johnson,45-36, ,,2,36,45,-9,1023.0
6:48.0,J. Johnson misses 2-pt hook shot from 6 ft,45-36, ,,2,36,45,-9,1032.0
6:44.0,Offensive rebound by A. Drummond,45-36, ,,2,36,45,-9,1036.0
6:44.0,A. Drummond misses 2-pt layup at rim,45-36, ,,2,36,45,-9,1036.0
6:44.0, ,45-36,Defensive rebound by V. Oladipo,,2,36,45,-9,1036.0
6:37.0, ,45-36,Personal foul by P. Mills (drawn by T. Herro),,2,36,45,-9,1043.0
6:37.0, ,45-36,Miami full timeout,,2,36,45,-9,1043.0
6:37.0,S. Curry enters the game for G. Dragić,45-36, ,,2,36,45,-9,1043.0
6:37.0,K. Durant enters the game for P. Mills,45-36, ,,2,36,45,-9,1043.0
6:37.0, ,45-36,J. Butler enters the game for V. Oladipo,,2,36,45,-9,1043.0
6:23.0, ,45-36,Shooting foul by A. Drummond (drawn by T. Herro),,2,36,45,-9,1057.0
6:23.0, ,45-37,T. Herro makes free throw 1 of 2,,2,37,45,-8,1057.0
6:23.0, ,45-38,T. Herro makes free throw 2 of 2,,2,38,45,-7,1057.0
6:23.0, ,45-38,P. Tucker enters the game for C. Martin,,2,38,45,-7,1057.0
6:05.0,K. Durant misses 2-pt jump shot from 10 ft (block by B. Adebayo),45-38, ,,2,38,45,-7,1075.0
6:04.0,Offensive rebound by Team,45-38, ,,2,38,45,-7,1076.0
6:04.0,Technical foul by K. Durant,45-38, ,,2,38,45,-7,1076.0
6:04.0, ,45-38,J. Butler misses technical free throw,,2,38,45,-7,1076.0
6:04.0,Defensive rebound by Team,45-38, ,,2,38,45,-7,1076.0
6:04.0,N. Claxton enters the game for A. Drummond,45-38, ,,2,38,45,-7,1076.0
6:01.0,K. Durant makes 2-pt jump shot from 13 ft (assist by K. Irving),47-38, ,,2,38,47,-9,1079.0
5:46.0, ,47-38,J. Butler misses 3-pt jump shot from 26 ft,,2,38,47,-9,1094.0
5:46.0,Defensive rebound by K. Irving,47-38, ,,2,38,47,-9,1094.0
5:30.0,K. Irving misses 2-pt layup from 7 ft (block by B. Adebayo),47-38, ,,2,38,47,-9,1110.0
5:28.0, ,47-38,Defensive rebound by J. Butler,,2,38,47,-9,1112.0
5:19.0, ,47-38,Personal foul by J. Johnson (drawn by B. Adebayo),,2,38,47,-9,1121.0
5:19.0, ,47-39,B. Adebayo makes free throw 1 of 2,,2,39,47,-8,1121.0
5:19.0,B. Brown enters the game for J. Johnson,47-39, ,,2,39,47,-8,1121.0
5:19.0, ,47-40,B. Adebayo makes free throw 2 of 2,,2,40,47,-7,1121.0
5:04.0,K. Irving makes 2-pt jump shot from 18 ft,49-40, ,,2,40,49,-9,1136.0
4:39.0, ,49-40,Turnover by K. Lowry (bad pass; steal by B. Brown),,2,40,49,-9,1161.0
4:35.0,N. Claxton makes 2-pt layup from 3 ft (assist by B. Brown),51-40, ,,2,40,51,-11,1165.0
4:19.0, ,51-40,Turnover by T. Herro (bad pass; steal by K. Durant),,2,40,51,-11,1181.0
4:15.0,Turnover by K. Durant (bad pass; steal by T. Herro),51-40, ,,2,40,51,-11,1185.0
4:06.0, ,51-40,J. Butler misses 2-pt jump shot from 8 ft (block by K. Durant),,2,40,51,-11,1194.0
4:04.0,Defensive rebound by K. Durant,51-40, ,,2,40,51,-11,1196.0
4:01.0,K. Durant makes 2-pt jump shot from 16 ft (assist by K. Irving),53-40, ,,2,40,53,-13,1199.0
3:59.0, ,53-40,Miami full timeout,,2,40,53,-13,1201.0
3:40.0, ,53-40,K. Lowry misses 3-pt jump shot from 24 ft,,2,40,53,-13,1220.0
3:35.0,Defensive rebound by Team,53-40, ,,2,40,53,-13,1225.0
3:35.0, ,53-40,Loose ball foul by P. Tucker (drawn by K. Durant),,2,40,53,-13,1225.0
3:35.0,K. Durant makes free throw 1 of 2,54-40, ,,2,40,54,-14,1225.0
3:35.0,K. Durant makes free throw 2 of 2,55-40, ,,2,40,55,-15,1225.0
3:12.0, ,55-40,Turnover by T. Herro (lost ball; steal by K. Durant),,2,40,55,-15,1248.0
3:06.0,B. Brown makes 2-pt layup from 2 ft (assist by K. Durant),57-40, ,,2,40,57,-17,1254.0
2:50.0, ,57-40,Personal foul by S. Curry (drawn by P. Tucker),,2,40,57,-17,1270.0
2:50.0, ,57-41,P. Tucker makes free throw 1 of 2,,2,41,57,-16,1270.0
2:50.0,G. Dragić enters the game for K. Irving,57-41, ,,2,41,57,-16,1270.0
2:50.0, ,57-42,P. Tucker makes free throw 2 of 2,,2,42,57,-15,1270.0
2:34.0,K. Durant makes 2-pt jump shot from 16 ft (assist by B. Brown),59-42, ,,2,42,59,-17,1286.0
2:17.0, ,59-42,J. Butler misses 3-pt jump shot from 23 ft,,2,42,59,-17,1303.0
2:15.0,Defensive rebound by Team,59-42, ,,2,42,59,-17,1305.0
2:01.0,Personal foul by P. Tucker (drawn by K. Durant),59-42, ,,2,42,59,-17,1319.0
2:01.0,K. Durant makes free throw 1 of 2,60-42, ,,2,42,60,-18,1319.0
2:01.0,K. Durant makes free throw 2 of 2,61-42, ,,2,42,61,-19,1319.0
1:47.0, ,61-44,B. Adebayo makes 2-pt jump shot from 6 ft,,2,44,61,-17,1333.0
1:22.0,B. Brown makes 2-pt layup from 3 ft (assist by G. Dragić),63-44, ,,2,44,63,-19,1358.0
0:56.0, ,63-44,Turnover by Team (shot clock),,2,44,63,-19,1384.0
0:37.0,N. Claxton makes 2-pt hook shot from 5 ft (assist by K. Durant),65-44, ,,2,44,65,-21,1403.0
0:30.0, ,65-46,K. Lowry makes 2-pt layup from 3 ft,,2,46,65,-19,1410.0
0:30.0,K. Irving enters the game for N. Claxton,65-46, ,,2,46,65,-19,1410.0
0:08.0,Turnover by G. Dragić (bad pass),65-46, ,,2,46,65,-19,1432.0
0:08.0,N. Claxton enters the game for K. Irving,65-46, ,,2,46,65,-19,1432.0
0:02.0, ,65-46,Offensive foul by B. Adebayo (drawn by G. Dragić),,2,46,65,-19,1438.0
0:02.0, ,65-46,Turnover by B. Adebayo (offensive foul),,2,46,65,-19,1438.0
0:02.0,K. Irving enters the game for N. Claxton,65-46, ,,2,46,65,-19,1438.0
0:01.0,Personal foul by K. Lowry (drawn by G. Dragić),65-46, ,,2,46,65,-19,1439.0
0:01.0,G. Dragić makes free throw 1 of 2,66-46, ,,2,46,66,-20,1439.0
0:01.0,N. Claxton enters the game for S. Curry,66-46, ,,2,46,66,-20,1439.0
0:01.0,G. Dragić makes free throw 2 of 2,67-46, ,,2,46,67,-21,1439.0
0:00.0, ,67-46,T. Herro misses 3-pt jump shot from 63 ft,,2,46,67,-21,1440.0
0:00.0, ,67-46,Offensive rebound by Team,,2,46,67,-21,1440.0
0:00.0,End of 2nd quarter,67-46,,,2,46,67,-21,1440.0
12:00.0,Start of 3rd quarter,67-46,,,3,46,67,-21,1440.0
11:35.0,S. Curry misses 2-pt jump shot from 12 ft,67-46, ,,3,46,67,-21,1465.0
11:30.0,Offensive rebound by A. Drummond,67-46, ,,3,46,67,-21,1470.0
11:30.0,A. Drummond misses 2-pt layup at rim,67-46, ,,3,46,67,-21,1470.0
11:30.0, ,67-46,Defensive rebound by B. Adebayo,,3,46,67,-21,1470.0
11:27.0, ,67-46,P. Tucker misses 3-pt jump shot from 23 ft,,3,46,67,-21,1473.0
11:25.0,Defensive rebound by K. Irving,67-46, ,,3,46,67,-21,1475.0
11:22.0,S. Curry misses 3-pt jump shot from 23 ft,67-46, ,,3,46,67,-21,1478.0
11:20.0, ,67-46,Defensive rebound by P. Tucker,,3,46,67,-21,1480.0
11:13.0, ,67-46,D. Robinson misses 3-pt jump shot from 25 ft,,3,46,67,-21,1487.0
11:12.0, ,67-46,Offensive rebound by Team,,3,46,67,-21,1488.0
11:06.0, ,67-46,D. Robinson misses 3-pt jump shot from 25 ft,,3,46,67,-21,1494.0
11:04.0,Defensive rebound by K. Irving,67-46, ,,3,46,67,-21,1496.0
11:00.0,Turnover by K. Durant (bad pass; steal by B. Adebayo),67-46, ,,3,46,67,-21,1500.0
11:00.0, ,67-46,Personal foul by A. Drummond (drawn by J. Butler),,3,46,67,-21,1500.0
10:42.0, ,67-46,J. Butler misses 2-pt jump shot from 12 ft,,3,46,67,-21,1518.0
10:39.0,Defensive rebound by A. Drummond,67-46, ,,3,46,67,-21,1521.0
10:32.0,S. Curry makes 3-pt jump shot from 24 ft (assist by K. Irving),70-46, ,,3,46,70,-24,1528.0
10:12.0, ,70-48,B. Adebayo makes 2-pt hook shot from 4 ft,,3,48,70,-22,1548.0
9:54.0,Shooting foul by B. Adebayo (drawn by K. Durant),70-48, ,,3,48,70,-22,1566.0
9:54.0,K. Durant makes free throw 1 of 2,71-48, ,,3,48,71,-23,1566.0
9:54.0,K. Durant makes free throw 2 of 2,72-48, ,,3,48,72,-24,1566.0
9:37.0, ,72-51,K. Lowry makes 3-pt jump shot from 26 ft,,3,51,72,-21,1583.0
9:25.0,Personal foul by D. Robinson (drawn by B. Brown),72-51, ,,3,51,72,-21,1595.0
9:21.0,A. Drummond misses 2-pt hook shot from 3 ft,72-51, ,,3,51,72,-21,1599.0
9:19.0, ,72-51,Defensive rebound by B. Adebayo,,3,51,72,-21,1601.0
9:14.0, ,72-51,Turnover by B. Adebayo (lost ball; steal by K. Irving),,3,51,72,-21,1606.0
9:11.0,A. Drummond makes 2-pt dunk at rim (assist by K. Irving),74-51, ,,3,51,74,-23,1609.0
9:00.0, ,74-51,Personal foul by A. Drummond (drawn by B. Adebayo),,3,51,74,-23,1620.0
8:57.0, ,74-51,Offensive foul by B. Adebayo (drawn by S. Curry),,3,51,74,-23,1623.0
8:57.0, ,74-51,Turnover by B. Adebayo (offensive foul),,3,51,74,-23,1623.0
8:49.0,Personal foul by J. Butler (drawn by A. Drummond),74-51, ,,3,51,74,-23,1631.0
8:49.0, ,74-51,Technical foul by B. Adebayo,,3,51,74,-23,1631.0
8:49.0,K. Irving makes technical free throw,75-51, ,,3,51,75,-24,1631.0
8:43.0,Shooting foul by D. Robinson (drawn by B. Brown),75-51, ,,3,51,75,-24,1637.0
8:43.0,B. Brown makes free throw 1 of 2,76-51, ,,3,51,76,-25,1637.0
8:43.0,B. Brown makes free throw 2 of 2,77-51, ,,3,51,77,-26,1637.0
8:34.0, ,77-51,Personal foul by K. Irving (drawn by K. Lowry),,3,51,77,-26,1646.0
8:34.0, ,77-51,T. Herro enters the game for D. Robinson,,3,51,77,-26,1646.0
8:30.0, ,77-53,T. Herro makes 2-pt jump shot from 8 ft (assist by B. Adebayo),,3,53,77,-24,1650.0
8:12.0,S. Curry misses 2-pt jump shot from 14 ft,77-53, ,,3,53,77,-24,1668.0
8:09.0,Offensive rebound by A. Drummond,77-53, ,,3,53,77,-24,1671.0
8:08.0,S. Curry makes 3-pt jump shot from 26 ft (assist by A. Drummond),80-53, ,,3,53,80,-27,1672.0
7:50.0, ,80-55,B. Adebayo makes 2-pt jump shot from 12 ft,,3,55,80,-25,1690.0
7:38.0,Personal foul by P. Tucker (drawn by A. Drummond),80-55, ,,3,55,80,-25,1702.0
7:38.0,A. Drummond misses free throw 1 of 2,80-55, ,,3,55,80,-25,1702.0
7:38.0,Offensive rebound by Team,80-55, ,,3,55,80,-25,1702.0
7:38.0,A. Drummond misses free throw 2 of 2,80-55, ,,3,55,80,-25,1702.0
7:36.0, ,80-55,Defensive rebound by B. Adebayo,,3,55,80,-25,1704.0
7:22.0, ,80-55,K. Lowry misses 3-pt jump shot from 26 ft,,3,55,80,-25,1718.0
7:16.0, ,80-55,Offensive rebound by J. Butler,,3,55,80,-25,1724.0
7:08.0, ,80-55,Turnover by K. Lowry (bad pass; steal by A. Drummond),,3,55,80,-25,1732.0
7:05.0,A. Drummond makes 2-pt dunk at rim,82-55, ,,3,55,82,-27,1735.0
7:04.0, ,82-55,Miami full timeout,,3,55,82,-27,1736.0
6:41.0, ,82-55,Shooting foul by A. Drummond (drawn by B. Adebayo),,3,55,82,-27,1759.0
6:41.0, ,82-56,B. Adebayo makes free throw 1 of 2,,3,56,82,-26,1759.0
6:41.0,N. Claxton enters the game for A. Drummond,82-56, ,,3,56,82,-26,1759.0
6:41.0, ,82-56,B. Adebayo misses free throw 2 of 2,,3,56,82,-26,1759.0
6:39.0,Defensive rebound by N. Claxton,82-56, ,,3,56,82,-26,1761.0
6:24.0,Turnover by K. Durant (lost ball; steal by P. Tucker),82-56, ,,3,56,82,-26,1776.0
6:17.0, ,82-56,Shooting foul by N. Claxton (drawn by B. Adebayo),,3,56,82,-26,1783.0
6:17.0, ,82-56,B. Adebayo misses free throw 1 of 2,,3,56,82,-26,1783.0
6:17.0, ,82-56,Offensive rebound by Team,,3,56,82,-26,1783.0
6:17.0, ,82-57,B. Adebayo makes free throw 2 of 2,,3,57,82,-25,1783.0
5:53.0,S. Curry makes 2-pt jump shot from 15 ft,84-57, ,,3,57,84,-27,1807.0
