Time,Utah,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
6:55.0,H. Whiteside enters the game for R. Gobert,9-12, ,,1,12,9,3,305.0
6:49.0,D. Mitchell misses 2-pt jump shot from 20 ft,9-12, ,,1,12,9,3,311.0
6:44.0, ,9-12,Defensive rebound by B. Adebayo,,1,12,9,3,316.0
6:34.0, ,9-12,D. Robinson misses 3-pt jump shot from 27 ft,,1,12,9,3,326.0
6:30.0, ,9-12,Offensive rebound by P. Tucker,,1,12,9,3,330.0
6:28.0, ,9-12,Personal foul by H. Whiteside (drawn by B. Adebayo),,1,12,9,3,332.0
6:28.0, ,9-12,T. Herro enters the game for K. Lowry,,1,12,9,3,332.0
6:14.0, ,9-14,B. Adebayo makes 2-pt layup from 3 ft (assist by T. Herro),,1,14,9,5,346.0
6:00.0,H. Whiteside makes 2-pt layup from 2 ft (assist by D. Mitchell),11-14, ,,1,14,11,3,360.0
5:40.0, ,11-14,B. Adebayo misses 2-pt layup from 6 ft (block by H. Whiteside),,1,14,11,3,380.0
5:36.0,Defensive rebound by R. O'Neale,11-14, ,,1,14,11,3,384.0
5:34.0,Turnover by R. O'Neale (bad pass; steal by B. Adebayo),11-14, ,,1,14,11,3,386.0
5:22.0, ,11-14,Shooting foul by H. Whiteside (drawn by J. Butler),,1,14,11,3,398.0
5:22.0, ,11-15,J. Butler makes free throw 1 of 2,,1,15,11,4,398.0
5:22.0, ,11-16,J. Butler makes free throw 2 of 2,,1,16,11,5,398.0
5:10.0,Shooting foul by T. Herro (drawn by B. Bogdanović),11-16, ,,1,16,11,5,410.0
5:10.0,B. Bogdanović makes free throw 1 of 2,12-16, ,,1,16,12,4,410.0
5:10.0,B. Bogdanović makes free throw 2 of 2,13-16, ,,1,16,13,3,410.0
4:57.0, ,13-19,T. Herro makes 3-pt jump shot from 26 ft (assist by J. Butler),,1,19,13,6,423.0
4:46.0,H. Whiteside makes 2-pt dunk from 2 ft (assist by D. Mitchell),15-19, ,,1,19,15,4,434.0
4:33.0, ,15-19,Turnover by T. Herro (bad pass),,1,19,15,4,447.0
4:23.0,J. Ingles misses 3-pt jump shot from 26 ft,15-19, ,,1,19,15,4,457.0
4:20.0,Offensive rebound by Team,15-19, ,,1,19,15,4,460.0
4:20.0, ,15-19,D. Dedmon enters the game for B. Adebayo,,1,19,15,4,460.0
4:06.0,D. Mitchell makes 3-pt jump shot from 27 ft,18-19, ,,1,19,18,1,474.0
3:51.0, ,18-19,D. Dedmon misses 2-pt hook shot from 7 ft,,1,19,18,1,489.0
3:48.0,Defensive rebound by B. Bogdanović,18-19, ,,1,19,18,1,492.0
3:43.0,B. Bogdanović makes 2-pt layup from 1 ft,20-19, ,Lead change,1,19,20,-1,497.0
3:26.0, ,20-21,T. Herro makes 2-pt layup from 5 ft,Lead change,1,21,20,1,514.0
3:15.0,D. Mitchell makes 2-pt layup from 1 ft,22-21, ,Lead change,1,21,22,-1,525.0
2:57.0, ,22-21,D. Robinson misses 3-pt jump shot from 24 ft,,1,21,22,-1,543.0
2:53.0,Defensive rebound by H. Whiteside,22-21, ,,1,21,22,-1,547.0
2:51.0,D. Mitchell misses 3-pt jump shot from 26 ft,22-21, ,,1,21,22,-1,549.0
2:46.0, ,22-21,Defensive rebound by T. Herro,,1,21,22,-1,554.0
2:44.0,Utah full timeout,22-21, ,,1,21,22,-1,556.0
2:44.0,J. Clarkson enters the game for B. Bogdanović,22-21, ,,1,21,22,-1,556.0
2:44.0,M. Conley enters the game for D. Mitchell,22-21, ,,1,21,22,-1,556.0
2:44.0,R. Gobert enters the game for R. O'Neale,22-21, ,,1,21,22,-1,556.0
2:44.0,E. Paschall enters the game for H. Whiteside,22-21, ,,1,21,22,-1,556.0
2:44.0, ,22-21,K. Lowry enters the game for D. Robinson,,1,21,22,-1,556.0
2:44.0, ,22-21,M. Morris enters the game for P. Tucker,,1,21,22,-1,556.0
2:35.0, ,22-23,J. Butler makes 2-pt jump shot from 7 ft,Lead change,1,23,22,1,565.0
2:14.0,M. Conley misses 3-pt jump shot from 23 ft,22-23, ,,1,23,22,1,586.0
2:10.0, ,22-23,Defensive rebound by K. Lowry,,1,23,22,1,590.0
1:55.0, ,22-23,J. Butler misses 2-pt layup from 5 ft,,1,23,22,1,605.0
1:53.0,Defensive rebound by E. Paschall,22-23, ,,1,23,22,1,607.0
1:41.0,J. Ingles misses 3-pt jump shot from 25 ft,22-23, ,,1,23,22,1,619.0
1:40.0, ,22-23,Defensive rebound by Team,,1,23,22,1,620.0
1:40.0,Loose ball foul by E. Paschall (drawn by J. Butler),22-23, ,,1,23,22,1,620.0
1:40.0, ,22-23,C. Martin enters the game for J. Butler,,1,23,22,1,620.0
1:25.0, ,22-23,Turnover by M. Morris (lost ball; steal by J. Clarkson),,1,23,22,1,635.0
1:16.0,J. Clarkson misses 2-pt layup from 4 ft,22-23, ,,1,23,22,1,644.0
1:13.0, ,22-23,Defensive rebound by M. Morris,,1,23,22,1,647.0
1:11.0, ,22-23,T. Herro misses 3-pt jump shot from 27 ft,,1,23,22,1,649.0
1:11.0, ,22-23,Offensive rebound by K. Lowry,,1,23,22,1,649.0
1:03.0, ,22-23,D. Dedmon misses 2-pt layup from 3 ft,,1,23,22,1,657.0
0:59.0, ,22-23,Offensive rebound by K. Lowry,,1,23,22,1,661.0
0:57.0, ,22-25,K. Lowry makes 2-pt jump shot from 3 ft,,1,25,22,3,663.0
0:48.0,M. Conley makes 2-pt layup from 2 ft,24-25, ,,1,25,24,1,672.0
0:27.0, ,24-27,C. Martin makes 2-pt jump shot from 16 ft (assist by M. Morris),,1,27,24,3,693.0
0:04.0,E. Paschall misses 3-pt jump shot from 23 ft,24-27, ,,1,27,24,3,716.0
0:00.0,Offensive rebound by R. Gobert,24-27, ,,1,27,24,3,720.0
0:00.0,End of 1st quarter,24-27,,,1,27,24,3,720.0
12:00.0,Start of 2nd quarter,24-27,,,2,27,24,3,720.0
11:47.0,M. Conley makes 2-pt jump shot from 14 ft (assist by J. Ingles),26-27, ,,2,27,26,1,733.0
11:47.0,Shooting foul by T. Herro (drawn by M. Conley),26-27, ,,2,27,26,1,733.0
11:47.0,M. Conley makes free throw 1 of 1,27-27, ,Tie,2,27,27,0,733.0
11:36.0, ,27-29,M. Morris makes 2-pt jump shot from 11 ft (assist by K. Lowry),,2,29,27,2,744.0
11:13.0,R. Gobert makes 2-pt layup from 2 ft (assist by J. Ingles),29-29, ,Tie,2,29,29,0,767.0
11:00.0, ,29-29,D. Dedmon misses 2-pt jump shot from 13 ft,,2,29,29,0,780.0
10:56.0,Defensive rebound by M. Conley,29-29, ,,2,29,29,0,784.0
10:45.0,J. Clarkson misses 3-pt jump shot from 26 ft,29-29, ,,2,29,29,0,795.0
10:41.0, ,29-29,Defensive rebound by K. Lowry,,2,29,29,0,799.0
10:37.0, ,29-29,Personal foul by E. Paschall (drawn by M. Morris),,2,29,29,0,803.0
10:37.0, ,29-29,B. Adebayo enters the game for D. Dedmon,,2,29,29,0,803.0
10:33.0, ,29-29,Personal foul by J. Clarkson (drawn by T. Herro),,2,29,29,0,807.0
10:27.0, ,29-29,T. Herro misses 2-pt layup from 6 ft (block by M. Conley),,2,29,29,0,813.0
10:26.0, ,29-29,Offensive rebound by Team,,2,29,29,0,814.0
10:22.0, ,29-31,T. Herro makes 2-pt jump shot from 11 ft,,2,31,29,2,818.0
10:07.0,Turnover by J. Clarkson (out of bounds lost ball),29-31, ,,2,31,29,2,833.0
9:58.0, ,29-31,T. Herro misses 2-pt jump shot from 12 ft,,2,31,29,2,842.0
9:55.0,Defensive rebound by J. Ingles,29-31, ,,2,31,29,2,845.0
9:54.0,M. Conley makes 3-pt jump shot from 26 ft (assist by J. Ingles),32-31, ,Lead change,2,31,32,-1,846.0
9:34.0, ,32-33,B. Adebayo makes 2-pt jump shot from 15 ft (assist by K. Lowry),Lead change,2,33,32,1,866.0
9:18.0,Personal foul by B. Adebayo (drawn by R. Gobert),32-33, ,,2,33,32,1,882.0
9:10.0,E. Paschall misses 3-pt jump shot from 26 ft,32-33, ,,2,33,32,1,890.0
9:06.0, ,32-33,Defensive rebound by C. Martin,,2,33,32,1,894.0
9:02.0, ,32-36,K. Lowry makes 3-pt jump shot from 25 ft (assist by B. Adebayo),,2,36,32,4,898.0
8:41.0,J. Ingles misses 3-pt jump shot from 25 ft,32-36, ,,2,36,32,4,919.0
8:38.0, ,32-36,Defensive rebound by K. Lowry,,2,36,32,4,922.0
8:28.0, ,32-36,M. Morris misses 3-pt jump shot from 23 ft,,2,36,32,4,932.0
8:24.0, ,32-36,Offensive rebound by B. Adebayo,,2,36,32,4,936.0
8:19.0, ,32-39,T. Herro makes 3-pt jump shot from 27 ft,,2,39,32,7,941.0
8:17.0,Utah full timeout,32-39, ,,2,39,32,7,943.0
8:17.0,B. Bogdanović enters the game for M. Conley,32-39, ,,2,39,32,7,943.0
8:17.0,D. Mitchell enters the game for R. Gobert,32-39, ,,2,39,32,7,943.0
8:17.0,H. Whiteside enters the game for E. Paschall,32-39, ,,2,39,32,7,943.0
8:08.0,J. Clarkson misses 3-pt jump shot from 27 ft,32-39, ,,2,39,32,7,952.0
8:04.0, ,32-39,Defensive rebound by K. Lowry,,2,39,32,7,956.0
7:54.0, ,32-39,T. Herro misses 2-pt jump shot from 15 ft,,2,39,32,7,966.0
7:48.0, ,32-39,Offensive rebound by C. Martin,,2,39,32,7,972.0
7:48.0, ,32-41,C. Martin makes 2-pt dunk at rim,,2,41,32,9,972.0
7:36.0,J. Clarkson misses 3-pt jump shot from 26 ft,32-41, ,,2,41,32,9,984.0
7:32.0, ,32-41,Defensive rebound by B. Adebayo,,2,41,32,9,988.0
7:26.0, ,32-43,K. Lowry makes 2-pt jump shot from 10 ft,,2,43,32,11,994.0
7:01.0,J. Clarkson makes 2-pt jump shot from 10 ft,34-43, ,,2,43,34,9,1019.0
6:51.0, ,34-43,Personal foul by J. Clarkson (drawn by T. Herro),,2,43,34,9,1029.0
6:51.0,R. O'Neale enters the game for J. Ingles,34-43, ,,2,43,34,9,1029.0
6:51.0, ,34-43,J. Butler enters the game for C. Martin,,2,43,34,9,1029.0
6:41.0, ,34-43,T. Herro misses 2-pt layup from 3 ft,,2,43,34,9,1039.0
6:38.0,Defensive rebound by H. Whiteside,34-43, ,,2,43,34,9,1042.0
6:32.0,D. Mitchell misses 3-pt jump shot from 26 ft,34-43, ,,2,43,34,9,1048.0
6:27.0,Offensive rebound by H. Whiteside,34-43, ,,2,43,34,9,1053.0
6:15.0,D. Mitchell misses 3-pt jump shot from 26 ft,34-43, ,,2,43,34,9,1065.0
6:14.0, ,34-43,Defensive rebound by Team,,2,43,34,9,1066.0
6:14.0,Loose ball foul by J. Clarkson (drawn by K. Lowry),34-43, ,,2,43,34,9,1066.0
6:14.0, ,34-43,Technical foul by K. Lowry,,2,43,34,9,1066.0
6:14.0,Technical foul by J. Clarkson,34-43, ,,2,43,34,9,1066.0
6:14.0,J. Ingles enters the game for J. Clarkson,34-43, ,,2,43,34,9,1066.0
6:14.0, ,34-43,C. Martin enters the game for K. Lowry,,2,43,34,9,1066.0
6:01.0, ,34-43,Turnover by M. Morris (bad pass; steal by D. Mitchell),,2,43,34,9,1079.0
5:57.0,Turnover by R. O'Neale (traveling),34-43, ,,2,43,34,9,1083.0
5:33.0, ,34-45,B. Adebayo makes 2-pt dunk from 1 ft (assist by T. Herro),,2,45,34,11,1107.0
5:32.0,Utah full timeout,34-45, ,,2,45,34,11,1108.0
5:32.0, ,34-45,D. Robinson enters the game for C. Martin,,2,45,34,11,1108.0
5:32.0, ,34-45,P. Tucker enters the game for M. Morris,,2,45,34,11,1108.0
5:14.0,D. Mitchell makes 2-pt layup from 6 ft (assist by B. Bogdanović),36-45, ,,2,45,36,9,1126.0
4:45.0, ,36-45,Shooting foul by H. Whiteside (drawn by B. Adebayo),,2,45,36,9,1155.0
4:45.0, ,36-46,B. Adebayo makes free throw 1 of 2,,2,46,36,10,1155.0
4:45.0,R. Gobert enters the game for H. Whiteside,36-46, ,,2,46,36,10,1155.0
4:45.0, ,36-47,B. Adebayo makes free throw 2 of 2,,2,47,36,11,1155.0
4:37.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by D. Mitchell),39-47, ,,2,47,39,8,1163.0
4:12.0, ,39-47,J. Butler misses 2-pt jump shot from 14 ft,,2,47,39,8,1188.0
4:08.0,Defensive rebound by B. Bogdanović,39-47, ,,2,47,39,8,1192.0
4:03.0,Shooting foul by P. Tucker (drawn by D. Mitchell),39-47, ,,2,47,39,8,1197.0
4:03.0,D. Mitchell makes free throw 1 of 2,40-47, ,,2,47,40,7,1197.0
4:03.0,M. Conley enters the game for J. Ingles,40-47, ,,2,47,40,7,1197.0
4:03.0, ,40-47,D. Dedmon enters the game for B. Adebayo,,2,47,40,7,1197.0
4:03.0,D. Mitchell misses free throw 2 of 2,40-47, ,,2,47,40,7,1197.0
4:02.0, ,40-47,Defensive rebound by Team,,2,47,40,7,1198.0
3:49.0, ,40-49,J. Butler makes 2-pt jump shot from 4 ft,,2,49,40,9,1211.0
3:35.0,B. Bogdanović makes 2-pt jump shot from 11 ft,42-49, ,,2,49,42,7,1225.0
3:12.0, ,42-51,J. Butler makes 2-pt jump shot from 8 ft (assist by T. Herro),,2,51,42,9,1248.0
3:12.0, ,42-51,K. Lowry enters the game for T. Herro,,2,51,42,9,1248.0
2:51.0,D. Mitchell makes 2-pt jump shot from 18 ft,44-51, ,,2,51,44,7,1269.0
2:40.0, ,44-51,K. Lowry misses 3-pt jump shot from 26 ft,,2,51,44,7,1280.0
2:37.0,Defensive rebound by R. Gobert,44-51, ,,2,51,44,7,1283.0
2:23.0,R. O'Neale makes 3-pt jump shot from 27 ft (assist by M. Conley),47-51, ,,2,51,47,4,1297.0
2:23.0, ,47-51,B. Adebayo enters the game for D. Dedmon,,2,51,47,4,1297.0
1:57.0, ,47-51,Turnover by B. Adebayo (bad pass; steal by R. O'Neale),,2,51,47,4,1323.0
1:52.0,Turnover by D. Mitchell (bad pass; steal by D. Robinson),47-51, ,,2,51,47,4,1328.0
1:51.0, ,47-51,Personal foul by D. Mitchell (drawn by P. Tucker),,2,51,47,4,1329.0
1:51.0, ,47-52,P. Tucker makes free throw 1 of 2,,2,52,47,5,1329.0
1:51.0, ,47-53,P. Tucker makes free throw 2 of 2,,2,53,47,6,1329.0
1:36.0,R. Gobert makes 2-pt layup from 1 ft (assist by M. Conley),49-53, ,,2,53,49,4,1344.0
1:11.0, ,49-55,P. Tucker makes 2-pt jump shot from 11 ft (assist by B. Adebayo),,2,55,49,6,1369.0
1:00.0,Personal foul by D. Robinson (drawn by R. Gobert),49-55, ,,2,55,49,6,1380.0
1:00.0, ,49-55,T. Herro enters the game for D. Robinson,,2,55,49,6,1380.0
0:51.0,D. Mitchell misses 3-pt jump shot from 26 ft,49-55, ,,2,55,49,6,1389.0
0:46.0, ,49-55,Defensive rebound by J. Butler,,2,55,49,6,1394.0
0:37.0, ,49-55,K. Lowry misses 2-pt jump shot from 19 ft,,2,55,49,6,1403.0
0:33.0,Defensive rebound by R. Gobert,49-55, ,,2,55,49,6,1407.0
0:26.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by D. Mitchell),52-55, ,,2,55,52,3,1414.0
0:03.0, ,52-55,Turnover by B. Adebayo (bad pass),,2,55,52,3,1437.0
0:00.0,End of 2nd quarter,52-55,,,2,55,52,3,1440.0
12:00.0,Start of 3rd quarter,52-55,,,3,55,52,3,1440.0
11:42.0,Personal foul by D. Robinson (drawn by D. Mitchell),52-55, ,,3,55,52,3,1458.0
11:40.0,D. Mitchell misses 2-pt jump shot from 17 ft,52-55, ,,3,55,52,3,1460.0
11:35.0, ,52-55,Defensive rebound by K. Lowry,,3,55,52,3,1465.0
11:27.0, ,52-57,K. Lowry makes 2-pt jump shot from 12 ft,,3,57,52,5,1473.0
11:14.0,Personal foul by B. Adebayo (drawn by R. Gobert),52-57, ,,3,57,52,5,1486.0
11:00.0,B. Bogdanović misses 2-pt layup from 5 ft,52-57, ,,3,57,52,5,1500.0
10:57.0, ,52-57,Defensive rebound by P. Tucker,,3,57,52,5,1503.0
10:55.0, ,52-59,J. Butler makes 2-pt layup from 1 ft (assist by K. Lowry),,3,59,52,7,1505.0
10:43.0,R. Gobert makes 2-pt dunk at rim (assist by D. Mitchell),54-59, ,,3,59,54,5,1517.0
10:21.0, ,54-61,P. Tucker makes 2-pt layup from 5 ft (assist by K. Lowry),,3,61,54,7,1539.0
10:03.0,D. Mitchell misses 3-pt jump shot from 23 ft,54-61, ,,3,61,54,7,1557.0
10:00.0, ,54-61,Defensive rebound by K. Lowry,,3,61,54,7,1560.0
9:54.0, ,54-61,Shooting foul by M. Conley (drawn by B. Adebayo),,3,61,54,7,1566.0
9:54.0, ,54-62,B. Adebayo makes free throw 1 of 2,,3,62,54,8,1566.0
9:54.0, ,54-62,B. Adebayo misses free throw 2 of 2,,3,62,54,8,1566.0
9:46.0,Defensive rebound by R. Gobert,54-62, ,,3,62,54,8,1574.0
9:40.0,R. O'Neale misses 2-pt layup from 1 ft,54-62, ,,3,62,54,8,1580.0
9:38.0,Offensive rebound by Team,54-62, ,,3,62,54,8,1582.0
9:38.0, ,54-62,Loose ball foul by K. Lowry (drawn by R. O'Neale),,3,62,54,8,1582.0
9:27.0,M. Conley misses 3-pt jump shot from 26 ft,54-62, ,,3,62,54,8,1593.0
9:24.0, ,54-62,Defensive rebound by Team,,3,62,54,8,1596.0
9:15.0, ,54-64,J. Butler makes 2-pt layup from 1 ft (assist by B. Adebayo),,3,64,54,10,1605.0
9:06.0,Personal take foul by K. Lowry (drawn by B. Bogdanović),54-64, ,,3,64,54,10,1614.0
8:52.0,D. Mitchell misses 2-pt jump shot from 13 ft,54-64, ,,3,64,54,10,1628.0
8:48.0, ,54-64,Defensive rebound by D. Robinson,,3,64,54,10,1632.0
8:44.0, ,54-64,D. Robinson misses 3-pt jump shot from 26 ft,,3,64,54,10,1636.0
8:38.0,Defensive rebound by R. Gobert,54-64, ,,3,64,54,10,1642.0
8:35.0,R. O'Neale makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),57-64, ,,3,64,57,7,1645.0
8:16.0, ,57-66,B. Adebayo makes 2-pt jump shot from 18 ft (assist by K. Lowry),,3,66,57,9,1664.0
7:57.0,R. Gobert misses 2-pt dunk from 3 ft,57-66, ,,3,66,57,9,1683.0
7:54.0, ,57-66,Defensive rebound by K. Lowry,,3,66,57,9,1686.0
7:45.0, ,57-66,J. Butler misses 2-pt dunk from 2 ft,,3,66,57,9,1695.0
7:40.0,Defensive rebound by B. Bogdanović,57-66, ,,3,66,57,9,1700.0
7:39.0,R. O'Neale misses 3-pt jump shot from 23 ft,57-66, ,,3,66,57,9,1701.0
7:35.0, ,57-66,Defensive rebound by K. Lowry,,3,66,57,9,1705.0
7:22.0, ,57-66,Turnover by J. Butler (bad pass; steal by R. O'Neale),,3,66,57,9,1718.0
7:18.0,Personal foul by B. Adebayo (drawn by D. Mitchell),57-66, ,,3,66,57,9,1722.0
7:18.0,D. Mitchell makes free throw 1 of 2,58-66, ,,3,66,58,8,1722.0
7:18.0,J. Ingles enters the game for M. Conley,58-66, ,,3,66,58,8,1722.0
7:18.0,H. Whiteside enters the game for R. Gobert,58-66, ,,3,66,58,8,1722.0
7:18.0,D. Mitchell makes free throw 2 of 2,59-66, ,,3,66,59,7,1722.0
7:05.0, ,59-66,Turnover by B. Adebayo (bad pass; steal by R. O'Neale),,3,66,59,7,1735.0
7:01.0,R. O'Neale makes 2-pt layup from 2 ft,61-66, ,,3,66,61,5,1739.0
6:45.0, ,61-66,D. Robinson misses 3-pt jump shot from 25 ft,,3,66,61,5,1755.0
6:39.0, ,61-66,Offensive rebound by B. Adebayo,,3,66,61,5,1761.0
6:39.0, ,61-68,B. Adebayo makes 2-pt dunk at rim,,3,68,61,7,1761.0
6:24.0,D. Mitchell makes 2-pt layup from 4 ft,63-68, ,,3,68,63,5,1776.0
6:03.0, ,63-70,J. Butler makes 2-pt layup from 1 ft (assist by K. Lowry),,3,70,63,7,1797.0
6:03.0,Utah full timeout,63-70, ,,3,70,63,7,1797.0
6:03.0, ,63-70,T. Herro enters the game for K. Lowry,,3,70,63,7,1797.0
5:47.0,D. Mitchell makes 2-pt layup from 2 ft (assist by H. Whiteside),65-70, ,,3,70,65,5,1813.0
5:29.0, ,65-72,J. Butler makes 2-pt dunk from 1 ft (assist by B. Adebayo),,3,72,65,7,1831.0
5:17.0,D. Mitchell makes 2-pt layup from 1 ft,67-72, ,,3,72,67,5,1843.0
4:53.0, ,67-72,Turnover by T. Herro (bad pass; steal by D. Mitchell),,3,72,67,5,1867.0
4:32.0,D. Mitchell makes 2-pt jump shot from 12 ft,69-72, ,,3,72,69,3,1888.0
4:32.0, ,69-72,Miami full timeout,,3,72,69,3,1888.0
4:32.0, ,69-72,D. Dedmon enters the game for B. Adebayo,,3,72,69,3,1888.0
4:11.0, ,69-72,D. Dedmon misses 2-pt hook shot from 5 ft,,3,72,69,3,1909.0
4:07.0,Defensive rebound by H. Whiteside,69-72, ,,3,72,69,3,1913.0
4:04.0,D. Mitchell misses 3-pt jump shot from 27 ft,69-72, ,,3,72,69,3,1916.0
3:58.0, ,69-72,Defensive rebound by T. Herro,,3,72,69,3,1922.0
3:51.0, ,69-74,T. Herro makes 2-pt jump shot from 18 ft,,3,74,69,5,1929.0
3:27.0,R. O'Neale makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),72-74, ,,3,74,72,2,1953.0
3:27.0,J. Clarkson enters the game for B. Bogdanović,72-74, ,,3,74,72,2,1953.0
3:27.0, ,72-74,C. Martin enters the game for D. Robinson,,3,74,72,2,1953.0
3:03.0, ,72-74,T. Herro misses 2-pt jump shot from 18 ft,,3,74,72,2,1977.0
2:58.0,Defensive rebound by H. Whiteside,72-74, ,,3,74,72,2,1982.0
2:50.0,D. Mitchell makes 2-pt jump shot from 8 ft (assist by J. Ingles),74-74, ,Tie,3,74,74,0,1990.0
2:35.0, ,74-76,D. Dedmon makes 2-pt layup from 2 ft (assist by J. Butler),,3,76,74,2,2005.0
2:35.0, ,74-76,Shooting foul by R. O'Neale (drawn by D. Dedmon),,3,76,74,2,2005.0
2:35.0,R. Gobert enters the game for R. O'Neale,74-76, ,,3,76,74,2,2005.0
2:35.0,E. Paschall enters the game for H. Whiteside,74-76, ,,3,76,74,2,2005.0
2:35.0, ,74-76,M. Morris enters the game for P. Tucker,,3,76,74,2,2005.0
2:35.0, ,74-77,D. Dedmon makes free throw 1 of 1,,3,77,74,3,2005.0
2:21.0,Personal foul by C. Martin (drawn by R. Gobert),74-77, ,,3,77,74,3,2019.0
2:21.0,R. Gobert misses free throw 1 of 2,74-77, ,,3,77,74,3,2019.0
2:21.0,Offensive rebound by Team,74-77, ,,3,77,74,3,2019.0
2:21.0,R. Gobert misses free throw 2 of 2,74-77, ,,3,77,74,3,2019.0
2:18.0, ,74-77,Defensive rebound by D. Dedmon,,3,77,74,3,2022.0
2:06.0, ,74-79,J. Butler makes 2-pt layup from 2 ft,,3,79,74,5,2034.0
1:42.0,D. Mitchell misses 3-pt jump shot from 24 ft,74-79, ,,3,79,74,5,2058.0
1:39.0, ,74-79,Defensive rebound by J. Butler,,3,79,74,5,2061.0
1:34.0, ,74-79,J. Butler misses 2-pt layup from 4 ft (block by R. Gobert),,3,79,74,5,2066.0
1:34.0, ,74-79,Offensive rebound by Team,,3,79,74,5,2066.0
1:34.0,M. Conley enters the game for D. Mitchell,74-79, ,,3,79,74,5,2066.0
1:34.0, ,74-79,K. Lowry enters the game for C. Martin,,3,79,74,5,2066.0
1:23.0, ,74-82,K. Lowry makes 3-pt jump shot from 23 ft (assist by J. Butler),,3,82,74,8,2077.0
1:06.0,Shooting foul by D. Dedmon (drawn by E. Paschall),74-82, ,,3,82,74,8,2094.0
1:06.0,E. Paschall makes free throw 1 of 2,75-82, ,,3,82,75,7,2094.0
1:06.0,E. Paschall makes free throw 2 of 2,76-82, ,,3,82,76,6,2094.0
0:42.0, ,76-84,J. Butler makes 2-pt jump shot from 20 ft,,3,84,76,8,2118.0
0:28.0,M. Conley makes 2-pt jump shot from 11 ft,78-84, ,,3,84,78,6,2132.0
0:05.0, ,78-87,T. Herro makes 3-pt jump shot from 26 ft (assist by J. Butler),,3,87,78,9,2155.0
0:00.0,End of 3rd quarter,78-87,,,3,87,78,9,2160.0
12:00.0,Start of 4th quarter,78-87,,,4,87,78,9,2160.0
