Time,Miami,Score,Oklahoma City,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
10:55.0, ,23-24,Offensive rebound by Team,,2,23,24,-1,785.0
10:55.0, ,23-25,K. Williams makes free throw 2 of 2,,2,23,25,-2,785.0
10:44.0,M. Strus makes 3-pt jump shot from 25 ft (assist by G. Vincent),26-25, ,Lead change,2,26,25,1,796.0
10:30.0, ,26-25,M. Muscala misses 3-pt jump shot from 27 ft,,2,26,25,1,810.0
10:25.0,Defensive rebound by G. Vincent,26-25, ,,2,26,25,1,815.0
10:16.0,D. Dedmon misses 2-pt hook shot from 4 ft,26-25, ,,2,26,25,1,824.0
10:15.0, ,26-25,Defensive rebound by T. Mann,,2,26,25,1,825.0
10:03.0, ,26-25,T. Jerome misses 3-pt jump shot from 30 ft,,2,26,25,1,837.0
9:58.0, ,26-25,Offensive rebound by T. Mann,,2,26,25,1,842.0
9:47.0, ,26-27,M. Muscala makes 2-pt layup from 2 ft (assist by K. Williams),Lead change,2,26,27,-1,853.0
9:31.0,Shooting foul by T. Mann (drawn by D. Dedmon),26-27, ,,2,26,27,-1,869.0
9:31.0,D. Dedmon misses free throw 1 of 2,26-27, ,,2,26,27,-1,869.0
9:31.0,Offensive rebound by Team,26-27, ,,2,26,27,-1,869.0
9:31.0,D. Dedmon makes free throw 2 of 2,27-27, ,Tie,2,27,27,0,869.0
9:15.0, ,27-27,T. Mann misses 3-pt jump shot from 25 ft,,2,27,27,0,885.0
9:13.0,Defensive rebound by Team,27-27, ,,2,27,27,0,887.0
9:13.0,K. Okpala enters the game for D. Dedmon,27-27, ,,2,27,27,0,887.0
9:04.0,Turnover by T. Herro (out of bounds lost ball),27-27, ,,2,27,27,0,896.0
8:39.0, ,27-27,T. Mann misses 2-pt layup from 2 ft,,2,27,27,0,921.0
8:37.0,Defensive rebound by K. Okpala,27-27, ,,2,27,27,0,923.0
8:23.0,M. Strus misses 2-pt layup from 7 ft (block by T. Jerome),27-27, ,,2,27,27,0,937.0
8:23.0,Offensive rebound by Team,27-27, ,,2,27,27,0,937.0
8:23.0, ,27-27,J. Giddey enters the game for A. Wiggins,,2,27,27,0,937.0
8:20.0,Personal foul by M. Muscala (drawn by T. Herro),27-27, ,,2,27,27,0,940.0
8:10.0,C. Martin misses 3-pt jump shot from 24 ft,27-27, ,,2,27,27,0,950.0
8:07.0, ,27-27,Defensive rebound by M. Muscala,,2,27,27,0,953.0
8:04.0, ,27-27,Offensive foul by K. Williams (drawn by M. Strus),,2,27,27,0,956.0
8:04.0, ,27-27,Turnover by K. Williams (offensive foul),,2,27,27,0,956.0
7:48.0,T. Herro misses 2-pt jump shot from 10 ft,27-27, ,,2,27,27,0,972.0
7:46.0, ,27-27,Defensive rebound by M. Muscala,,2,27,27,0,974.0
7:40.0, ,27-27,Oklahoma City full timeout,,2,27,27,0,980.0
7:40.0,K. Lowry enters the game for T. Herro,27-27, ,,2,27,27,0,980.0
7:34.0, ,27-27,M. Muscala misses 3-pt jump shot from 23 ft,,2,27,27,0,986.0
7:30.0,Defensive rebound by K. Okpala,27-27, ,,2,27,27,0,990.0
7:09.0,M. Strus misses 2-pt jump shot from 8 ft,27-27, ,,2,27,27,0,1011.0
7:06.0,Offensive rebound by M. Strus,27-27, ,,2,27,27,0,1014.0
7:03.0,C. Martin misses 3-pt jump shot from 26 ft,27-27, ,,2,27,27,0,1017.0
7:00.0, ,27-27,Defensive rebound by M. Muscala,,2,27,27,0,1020.0
6:56.0, ,27-30,T. Jerome makes 3-pt jump shot from 25 ft (assist by J. Giddey),,2,27,30,-3,1024.0
6:41.0,Personal foul by T. Mann (drawn by G. Vincent),27-30, ,,2,27,30,-3,1039.0
6:41.0,D. Robinson enters the game for C. Martin,27-30, ,,2,27,30,-3,1039.0
6:41.0,P. Tucker enters the game for M. Strus,27-30, ,,2,27,30,-3,1039.0
6:36.0,K. Okpala misses 3-pt jump shot from 23 ft,27-30, ,,2,27,30,-3,1044.0
6:31.0,Offensive rebound by G. Vincent,27-30, ,,2,27,30,-3,1049.0
6:31.0,G. Vincent makes 2-pt layup from 2 ft,29-30, ,,2,29,30,-1,1049.0
6:14.0, ,29-30,Turnover by M. Muscala (lost ball; steal by P. Tucker),,2,29,30,-1,1066.0
6:13.0,Shooting foul by T. Mann (drawn by K. Okpala),29-30, ,,2,29,30,-1,1067.0
6:13.0,K. Okpala makes free throw 1 of 2,30-30, ,Tie,2,30,30,0,1067.0
6:13.0, ,30-30,D. Bazley enters the game for T. Jerome,,2,30,30,0,1067.0
6:13.0, ,30-30,S. Gilgeous-Alexander enters the game for T. Mann,,2,30,30,0,1067.0
6:13.0,K. Okpala makes free throw 2 of 2,31-30, ,Lead change,2,31,30,1,1067.0
6:02.0, ,31-30,Turnover by J. Giddey (bad pass),,2,31,30,1,1078.0
5:52.0,Offensive foul by G. Vincent (drawn by S. Gilgeous-Alexander),31-30, ,,2,31,30,1,1088.0
5:52.0,Turnover by G. Vincent (offensive foul),31-30, ,,2,31,30,1,1088.0
5:52.0, ,31-30,L. Dort enters the game for M. Muscala,,2,31,30,1,1088.0
5:52.0, ,31-30,J. Robinson-Earl enters the game for K. Williams,,2,31,30,1,1088.0
5:42.0, ,31-30,D. Bazley misses 2-pt dunk from 1 ft,,2,31,30,1,1098.0
5:38.0,Defensive rebound by G. Vincent,31-30, ,,2,31,30,1,1102.0
5:29.0,G. Vincent misses 2-pt layup from 4 ft (block by J. Robinson-Earl),31-30, ,,2,31,30,1,1111.0
5:26.0, ,31-30,Defensive rebound by J. Robinson-Earl,,2,31,30,1,1114.0
5:21.0,Jump ball: K. Okpala vs. J. Robinson-Earl (P. Tucker gains possession),31-30,,,2,31,30,1,1119.0
5:21.0, ,31-30,Turnover by J. Robinson-Earl (lost ball; steal by K. Okpala),,2,31,30,1,1119.0
5:12.0,D. Robinson misses 3-pt jump shot from 24 ft,31-30, ,,2,31,30,1,1128.0
5:11.0,Offensive rebound by Team,31-30, ,,2,31,30,1,1129.0
5:01.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by K. Okpala),34-30, ,,2,34,30,4,1139.0
4:41.0, ,34-30,J. Giddey misses 3-pt jump shot from 26 ft,,2,34,30,4,1159.0
4:38.0,Defensive rebound by K. Okpala,34-30, ,,2,34,30,4,1162.0
4:34.0,D. Robinson makes 2-pt layup from 2 ft (assist by K. Lowry),36-30, ,,2,36,30,6,1166.0
4:17.0, ,36-30,J. Giddey misses 2-pt jump shot from 12 ft,,2,36,30,6,1183.0
4:15.0,Defensive rebound by D. Robinson,36-30, ,,2,36,30,6,1185.0
4:00.0,Turnover by D. Robinson (out of bounds lost ball),36-30, ,,2,36,30,6,1200.0
3:38.0, ,36-33,J. Robinson-Earl makes 3-pt jump shot from 23 ft (assist by J. Giddey),,2,36,33,3,1222.0
3:29.0,K. Okpala misses 2-pt layup from 3 ft,36-33, ,,2,36,33,3,1231.0
3:28.0,Offensive rebound by K. Okpala,36-33, ,,2,36,33,3,1232.0
3:26.0,K. Okpala misses 2-pt layup from 2 ft,36-33, ,,2,36,33,3,1234.0
3:26.0, ,36-33,Defensive rebound by S. Gilgeous-Alexander,,2,36,33,3,1234.0
3:13.0, ,36-33,Offensive foul by S. Gilgeous-Alexander (drawn by G. Vincent),,2,36,33,3,1247.0
3:13.0, ,36-33,Turnover by S. Gilgeous-Alexander (offensive foul),,2,36,33,3,1247.0
3:13.0,D. Dedmon enters the game for K. Okpala,36-33, ,,2,36,33,3,1247.0
3:13.0,T. Herro enters the game for G. Vincent,36-33, ,,2,36,33,3,1247.0
2:56.0,D. Dedmon misses 2-pt layup from 6 ft (block by D. Bazley),36-33, ,,2,36,33,3,1264.0
2:53.0, ,36-33,Defensive rebound by J. Giddey,,2,36,33,3,1267.0
2:48.0, ,36-36,S. Gilgeous-Alexander makes 3-pt jump shot from 25 ft (assist by J. Giddey),Tie,2,36,36,0,1272.0
2:25.0,P. Tucker misses 2-pt layup from 6 ft (block by J. Giddey),36-36, ,,2,36,36,0,1295.0
2:22.0, ,36-36,Defensive rebound by L. Dort,,2,36,36,0,1298.0
2:20.0, ,36-36,J. Giddey misses 3-pt jump shot from 25 ft,,2,36,36,0,1300.0
2:16.0,Defensive rebound by D. Dedmon,36-36, ,,2,36,36,0,1304.0
2:03.0,T. Herro misses 2-pt jump shot from 7 ft (block by D. Bazley),36-36, ,,2,36,36,0,1317.0
1:59.0, ,36-36,Defensive rebound by D. Bazley,,2,36,36,0,1321.0
1:55.0, ,36-39,L. Dort makes 3-pt jump shot from 25 ft (assist by S. Gilgeous-Alexander),Lead change,2,36,39,-3,1325.0
1:31.0,T. Herro makes 3-pt jump shot from 25 ft (assist by K. Lowry),39-39, ,Tie,2,39,39,0,1349.0
1:15.0, ,39-41,J. Robinson-Earl makes 2-pt layup from 4 ft (assist by S. Gilgeous-Alexander),,2,39,41,-2,1365.0
1:15.0,Miami full timeout,39-41, ,,2,39,41,-2,1365.0
1:07.0,Personal foul by L. Dort (drawn by K. Lowry),39-41, ,,2,39,41,-2,1373.0
1:07.0,K. Lowry makes free throw 1 of 2,40-41, ,,2,40,41,-1,1373.0
1:07.0,K. Lowry makes free throw 2 of 2,41-41, ,Tie,2,41,41,0,1373.0
0:58.0, ,41-43,J. Robinson-Earl makes 2-pt jump shot from 9 ft (assist by L. Dort),,2,41,43,-2,1382.0
0:35.0,K. Lowry misses 2-pt jump shot from 8 ft,41-43, ,,2,41,43,-2,1405.0
0:34.0,Offensive rebound by D. Dedmon,41-43, ,,2,41,43,-2,1406.0
0:34.0,Turnover by Team (shot clock),41-43, ,,2,41,43,-2,1406.0
0:26.0, ,41-43,J. Robinson-Earl misses 3-pt jump shot from 25 ft,,2,41,43,-2,1414.0
0:22.0,Defensive rebound by K. Lowry,41-43, ,,2,41,43,-2,1418.0
0:00.0,K. Lowry makes 2-pt jump shot from 23 ft (assist by T. Herro),43-43, ,Tie,2,43,43,0,1440.0
0:00.0,End of 2nd quarter,43-43,,,2,43,43,0,1440.0
12:00.0,Start of 3rd quarter,43-43,,,3,43,43,0,1440.0
11:44.0, ,43-45,L. Dort makes 2-pt layup from 1 ft (assist by D. Bazley),,3,43,45,-2,1456.0
11:19.0,D. Robinson makes 3-pt jump shot from 23 ft (assist by T. Herro),46-45, ,Lead change,3,46,45,1,1481.0
11:10.0, ,46-45,L. Dort misses 2-pt layup from 3 ft (block by D. Dedmon),,3,46,45,1,1490.0
11:06.0,Defensive rebound by T. Herro,46-45, ,,3,46,45,1,1494.0
11:02.0,T. Herro misses 3-pt jump shot from 25 ft,46-45, ,,3,46,45,1,1498.0
10:58.0, ,46-45,Defensive rebound by D. Bazley,,3,46,45,1,1502.0
10:42.0, ,46-45,Offensive foul by J. Giddey (drawn by K. Lowry),,3,46,45,1,1518.0
10:42.0, ,46-45,Turnover by J. Giddey (offensive foul),,3,46,45,1,1518.0
10:27.0,K. Lowry makes 2-pt jump shot from 15 ft,48-45, ,,3,48,45,3,1533.0
10:11.0, ,48-48,D. Bazley makes 3-pt jump shot from 26 ft (assist by J. Giddey),Tie,3,48,48,0,1549.0
9:58.0,Shooting foul by D. Bazley (drawn by T. Herro),48-48, ,,3,48,48,0,1562.0
9:58.0,T. Herro makes free throw 1 of 3,49-48, ,,3,49,48,1,1562.0
9:58.0,T. Herro makes free throw 2 of 3,50-48, ,,3,50,48,2,1562.0
9:58.0,T. Herro makes free throw 3 of 3,51-48, ,,3,51,48,3,1562.0
9:43.0, ,51-48,Turnover by J. Robinson-Earl (lost ball; steal by T. Herro),,3,51,48,3,1577.0
9:40.0,Personal take foul by S. Gilgeous-Alexander (drawn by P. Tucker),51-48, ,,3,51,48,3,1580.0
9:32.0,D. Robinson makes 3-pt jump shot from 28 ft (assist by K. Lowry),54-48, ,,3,54,48,6,1588.0
9:30.0, ,54-48,Oklahoma City full timeout,,3,54,48,6,1590.0
9:15.0, ,54-48,Turnover by L. Dort (bad pass; steal by T. Herro),,3,54,48,6,1605.0
9:10.0,D. Robinson makes 3-pt jump shot from 26 ft (assist by K. Lowry),57-48, ,,3,57,48,9,1610.0
8:54.0, ,57-51,D. Bazley makes 3-pt jump shot from 26 ft (assist by L. Dort),,3,57,51,6,1626.0
8:27.0,D. Dedmon makes 2-pt layup from 2 ft (assist by T. Herro),59-51, ,,3,59,51,8,1653.0
8:17.0, ,59-54,J. Robinson-Earl makes 3-pt jump shot from 27 ft (assist by J. Giddey),,3,59,54,5,1663.0
7:49.0,P. Tucker misses 3-pt jump shot from 23 ft,59-54, ,,3,59,54,5,1691.0
7:46.0,Offensive rebound by P. Tucker,59-54, ,,3,59,54,5,1694.0
7:41.0,D. Robinson misses 3-pt jump shot from 25 ft (block by D. Bazley),59-54, ,,3,59,54,5,1699.0
7:41.0, ,59-54,Defensive rebound by D. Bazley,,3,59,54,5,1699.0
7:33.0, ,59-54,L. Dort misses 2-pt layup from 1 ft,,3,59,54,5,1707.0
7:31.0,Defensive rebound by T. Herro,59-54, ,,3,59,54,5,1709.0
7:27.0,D. Robinson makes 2-pt layup from 1 ft (assist by K. Lowry),61-54, ,,3,61,54,7,1713.0
7:14.0, ,61-54,D. Bazley misses 2-pt layup from 2 ft,,3,61,54,7,1726.0
7:12.0,Defensive rebound by T. Herro,61-54, ,,3,61,54,7,1728.0
7:07.0,T. Herro misses 3-pt jump shot from 27 ft,61-54, ,,3,61,54,7,1733.0
7:04.0,Offensive rebound by K. Lowry,61-54, ,,3,61,54,7,1736.0
6:55.0,K. Lowry misses 3-pt jump shot from 32 ft,61-54, ,,3,61,54,7,1745.0
6:52.0, ,61-54,Defensive rebound by D. Bazley,,3,61,54,7,1748.0
6:45.0, ,61-54,J. Robinson-Earl misses 2-pt layup from 2 ft,,3,61,54,7,1755.0
6:37.0, ,61-54,Offensive rebound by J. Robinson-Earl,,3,61,54,7,1763.0
6:37.0, ,61-54,J. Robinson-Earl misses 2-pt layup at rim,,3,61,54,7,1763.0
6:37.0,Defensive rebound by D. Robinson,61-54, ,,3,61,54,7,1763.0
6:35.0,D. Dedmon makes 3-pt jump shot from 26 ft (assist by K. Lowry),64-54, ,,3,64,54,10,1765.0
6:14.0, ,64-54,L. Dort misses 3-pt jump shot from 29 ft,,3,64,54,10,1786.0
6:08.0, ,64-54,Offensive rebound by J. Giddey,,3,64,54,10,1792.0
6:08.0, ,64-56,J. Giddey makes 2-pt layup at rim,,3,64,56,8,1792.0
5:56.0,Turnover by D. Robinson (bad pass; steal by J. Giddey),64-56, ,,3,64,56,8,1804.0
5:54.0, ,64-56,Personal take foul by T. Herro (drawn by J. Giddey),,3,64,56,8,1806.0
5:54.0,K. Okpala enters the game for D. Dedmon,64-56, ,,3,64,56,8,1806.0
5:54.0, ,64-56,I. Roby enters the game for D. Bazley,,3,64,56,8,1806.0
5:54.0, ,64-56,A. Wiggins enters the game for J. Robinson-Earl,,3,64,56,8,1806.0
5:39.0, ,64-56,Turnover by J. Giddey (bad pass; steal by P. Tucker),,3,64,56,8,1821.0
5:20.0,T. Herro misses 2-pt layup from 4 ft (block by J. Giddey),64-56, ,,3,64,56,8,1840.0
5:17.0, ,64-56,Defensive rebound by I. Roby,,3,64,56,8,1843.0
5:03.0, ,64-56,J. Giddey misses 3-pt jump shot from 23 ft,,3,64,56,8,1857.0
5:00.0,Defensive rebound by T. Herro,64-56, ,,3,64,56,8,1860.0
4:40.0,T. Herro makes 2-pt jump shot from 14 ft,66-56, ,,3,66,56,10,1880.0
4:24.0, ,66-56,S. Gilgeous-Alexander misses 2-pt jump shot from 6 ft (block by P. Tucker),,3,66,56,10,1896.0
4:21.0, ,66-56,Offensive rebound by S. Gilgeous-Alexander,,3,66,56,10,1899.0
4:17.0, ,66-56,Turnover by L. Dort (bad pass; steal by P. Tucker),,3,66,56,10,1903.0
4:02.0,K. Okpala makes 2-pt jump shot from 10 ft (assist by K. Lowry),68-56, ,,3,68,56,12,1918.0
4:02.0, ,68-56,Oklahoma City full timeout,,3,68,56,12,1918.0
4:02.0,M. Strus enters the game for T. Herro,68-56, ,,3,68,56,12,1918.0
4:02.0, ,68-56,A. Pokusevski enters the game for L. Dort,,3,68,56,12,1918.0
