Time,Miami,Score,Orlando,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:01.0,Offensive rebound by O. Yurtseven,17-17, ,,1,17,17,0,419.0
5:00.0,O. Yurtseven makes 2-pt layup at rim,19-17, ,,1,19,17,2,420.0
4:38.0, ,19-20,M. Bamba makes 3-pt jump shot from 23 ft (assist by M. Fultz),Lead change,1,19,20,-1,442.0
4:25.0,Turnover by V. Oladipo (bad pass; steal by C. Okeke),19-20, ,,1,19,20,-1,455.0
4:19.0, ,19-22,C. Okeke makes 2-pt dunk at rim,,1,19,22,-3,461.0
4:12.0,O. Yurtseven misses 2-pt hook shot from 6 ft,19-22, ,,1,19,22,-3,468.0
4:11.0,Offensive rebound by H. Highsmith,19-22, ,,1,19,22,-3,469.0
4:10.0,H. Highsmith makes 2-pt layup at rim,21-22, ,,1,21,22,-1,470.0
3:55.0, ,21-22,Turnover by M. Wagner (bad pass),,1,21,22,-1,485.0
3:55.0,U. Haslem enters the game for H. Highsmith,21-22, ,,1,21,22,-1,485.0
3:55.0,J. Smart enters the game for D. Robinson,21-22, ,,1,21,22,-1,485.0
3:55.0, ,21-22,R. Hampton enters the game for M. Bamba,,1,21,22,-1,485.0
3:55.0, ,21-22,R. Lopez enters the game for M. Fultz,,1,21,22,-1,485.0
3:36.0,O. Yurtseven misses 2-pt jump shot from 14 ft,21-22, ,,1,21,22,-1,504.0
3:32.0, ,21-22,Defensive rebound by C. Okeke,,1,21,22,-1,508.0
3:28.0, ,21-24,R. Hampton makes 2-pt jump shot from 2 ft (assist by M. Wagner),,1,21,24,-3,512.0
3:28.0, ,21-24,Shooting foul by J. Smart (drawn by R. Hampton),,1,21,24,-3,512.0
3:28.0, ,21-25,R. Hampton makes free throw 1 of 1,,1,21,25,-4,512.0
3:18.0,O. Yurtseven makes 2-pt dunk from 2 ft (assist by V. Oladipo),23-25, ,,1,23,25,-2,522.0
3:07.0, ,23-25,D. Cannady misses 3-pt jump shot from 24 ft,,1,23,25,-2,533.0
3:03.0,Defensive rebound by V. Oladipo,23-25, ,,1,23,25,-2,537.0
3:01.0,V. Oladipo misses 3-pt jump shot from 28 ft,23-25, ,,1,23,25,-2,539.0
2:58.0, ,23-25,Defensive rebound by M. Wagner,,1,23,25,-2,542.0
2:52.0, ,23-25,R. Hampton misses 2-pt layup from 5 ft,,1,23,25,-2,548.0
2:50.0,Defensive rebound by Team,23-25, ,,1,23,25,-2,550.0
2:50.0, ,23-25,Loose ball foul by R. Lopez (drawn by U. Haslem),,1,23,25,-2,550.0
2:50.0,Miami full timeout,23-25, ,,1,23,25,-2,550.0
2:50.0,G. Vincent enters the game for V. Oladipo,23-25, ,,1,23,25,-2,550.0
2:50.0, ,23-25,I. Brazdeikis enters the game for C. Okeke,,1,23,25,-2,550.0
2:34.0,U. Haslem makes 2-pt jump shot from 15 ft,25-25, ,Tie,1,25,25,0,566.0
2:24.0, ,25-25,Turnover by R. Hampton (bad pass; steal by O. Yurtseven),,1,25,25,0,576.0
2:18.0,G. Vincent makes 3-pt jump shot from 27 ft,28-25, ,Lead change,1,28,25,3,582.0
2:02.0, ,28-25,M. Wagner misses 3-pt jump shot from 26 ft,,1,28,25,3,598.0
1:59.0,Defensive rebound by O. Yurtseven,28-25, ,,1,28,25,3,601.0
1:55.0,G. Vincent misses 3-pt jump shot from 28 ft,28-25, ,,1,28,25,3,605.0
1:51.0, ,28-25,Defensive rebound by M. Wagner,,1,28,25,3,609.0
1:40.0, ,28-25,R. Hampton misses 3-pt jump shot from 25 ft,,1,28,25,3,620.0
1:37.0, ,28-25,Offensive rebound by R. Lopez,,1,28,25,3,623.0
1:34.0, ,28-28,D. Cannady makes 3-pt jump shot from 25 ft (assist by R. Lopez),Tie,1,28,28,0,626.0
1:18.0,U. Haslem misses 3-pt jump shot from 28 ft,28-28, ,,1,28,28,0,642.0
1:14.0, ,28-28,Defensive rebound by M. Wagner,,1,28,28,0,646.0
1:05.0, ,28-28,M. Wagner misses 3-pt jump shot from 26 ft,,1,28,28,0,655.0
1:02.0,Defensive rebound by J. Smart,28-28, ,,1,28,28,0,658.0
0:55.0,O. Yurtseven misses 3-pt jump shot from 27 ft,28-28, ,,1,28,28,0,665.0
0:52.0, ,28-28,Defensive rebound by M. Wagner,,1,28,28,0,668.0
0:46.0, ,28-28,R. Hampton misses 2-pt layup from 4 ft (block by O. Yurtseven),,1,28,28,0,674.0
0:43.0,Defensive rebound by O. Yurtseven,28-28, ,,1,28,28,0,677.0
0:36.0,J. Smart misses 2-pt layup from 2 ft,28-28, ,,1,28,28,0,684.0
0:36.0,Offensive rebound by O. Yurtseven,28-28, ,,1,28,28,0,684.0
0:31.0,J. Smart makes 3-pt jump shot from 24 ft (assist by O. Yurtseven),31-28, ,,1,31,28,3,689.0
0:15.0, ,31-31,M. Wagner makes 3-pt jump shot from 25 ft (assist by R. Hampton),Tie,1,31,31,0,705.0
0:01.0,Turnover by J. Smart (bad pass),31-31, ,,1,31,31,0,719.0
0:01.0, ,31-31,A. Schofield enters the game for M. Wagner,,1,31,31,0,719.0
0:00.0, ,31-31,R. Lopez misses 3-pt jump shot from 44 ft,,1,31,31,0,720.0
0:00.0, ,31-31,Offensive rebound by Team,,1,31,31,0,720.0
0:00.0,End of 1st quarter,31-31,,,1,31,31,0,720.0
12:00.0,Start of 2nd quarter,31-31,,,2,31,31,0,720.0
11:47.0,U. Haslem misses 2-pt jump shot from 15 ft,31-31, ,,2,31,31,0,733.0
11:43.0, ,31-31,Defensive rebound by I. Brazdeikis,,2,31,31,0,737.0
11:35.0, ,31-31,Orlando full timeout,,2,31,31,0,745.0
11:35.0, ,31-31,Instant Replay (Challenge: Ruling Stands),,2,31,31,0,745.0
11:35.0, ,31-33,I. Brazdeikis makes 2-pt layup from 2 ft (assist by R. Lopez),Lead change,2,31,33,-2,745.0
11:35.0, ,31-33,Shooting foul by U. Haslem (drawn by I. Brazdeikis),,2,31,33,-2,745.0
11:35.0, ,31-33,I. Brazdeikis misses free throw 1 of 1,,2,31,33,-2,745.0
11:32.0,Defensive rebound by U. Haslem,31-33, ,,2,31,33,-2,748.0
11:19.0,J. Smart makes 3-pt jump shot from 27 ft (assist by D. Robinson),34-33, ,Lead change,2,34,33,1,761.0
10:54.0, ,34-35,I. Brazdeikis makes 2-pt layup from 2 ft,Lead change,2,34,35,-1,786.0
10:34.0,H. Highsmith makes 2-pt jump shot from 5 ft (assist by G. Vincent),36-35, ,Lead change,2,36,35,1,806.0
10:14.0, ,36-38,R. Hampton makes 3-pt jump shot from 25 ft (assist by I. Brazdeikis),Lead change,2,36,38,-2,826.0
9:56.0,U. Haslem misses 2-pt jump shot from 15 ft,36-38, ,,2,36,38,-2,844.0
9:49.0, ,36-38,Defensive rebound by R. Hampton,,2,36,38,-2,851.0
9:48.0, ,36-38,Shooting foul by G. Vincent (drawn by D. Cannady),,2,36,38,-2,852.0
9:48.0, ,36-39,D. Cannady makes free throw 1 of 3,,2,36,39,-3,852.0
9:48.0, ,36-40,D. Cannady makes free throw 2 of 3,,2,36,40,-4,852.0
9:48.0, ,36-41,D. Cannady makes free throw 3 of 3,,2,36,41,-5,852.0
9:38.0,Turnover by J. Smart (bad pass),36-41, ,,2,36,41,-5,862.0
9:26.0, ,36-41,R. Hampton misses 2-pt jump shot from 9 ft (block by H. Highsmith),,2,36,41,-5,874.0
9:25.0, ,36-41,Offensive rebound by R. Hampton,,2,36,41,-5,875.0
9:23.0, ,36-41,D. Cannady misses 2-pt jump shot from 1 ft,,2,36,41,-5,877.0
9:20.0,Defensive rebound by D. Robinson,36-41, ,,2,36,41,-5,880.0
9:08.0,D. Robinson misses 3-pt jump shot from 26 ft,36-41, ,,2,36,41,-5,892.0
9:07.0, ,36-41,Defensive rebound by I. Brazdeikis,,2,36,41,-5,893.0
9:07.0, ,36-41,Shooting foul by U. Haslem (drawn by I. Brazdeikis),,2,36,41,-5,893.0
9:07.0, ,36-42,I. Brazdeikis makes free throw 1 of 2,,2,36,42,-6,893.0
9:07.0, ,36-43,I. Brazdeikis makes free throw 2 of 2,,2,36,43,-7,893.0
8:57.0,Personal foul by A. Schofield (drawn by U. Haslem),36-43, ,,2,36,43,-7,903.0
8:49.0,H. Highsmith misses 3-pt jump shot from 28 ft,36-43, ,,2,36,43,-7,911.0
8:45.0, ,36-43,Defensive rebound by R. Lopez,,2,36,43,-7,915.0
8:37.0, ,36-45,I. Brazdeikis makes 2-pt jump shot from 15 ft (assist by D. Cannady),,2,36,45,-9,923.0
8:26.0,G. Vincent misses 2-pt jump shot from 15 ft,36-45, ,,2,36,45,-9,934.0
8:21.0, ,36-45,Defensive rebound by A. Schofield,,2,36,45,-9,939.0
8:09.0, ,36-45,R. Hampton misses 2-pt jump shot from 12 ft,,2,36,45,-9,951.0
8:05.0,Defensive rebound by U. Haslem,36-45, ,,2,36,45,-9,955.0
7:57.0,Offensive foul by U. Haslem (drawn by A. Schofield),36-45, ,,2,36,45,-9,963.0
7:57.0,Turnover by U. Haslem (offensive foul),36-45, ,,2,36,45,-9,963.0
7:57.0,M. Mulder enters the game for U. Haslem,36-45, ,,2,36,45,-9,963.0
7:57.0,V. Oladipo enters the game for D. Robinson,36-45, ,,2,36,45,-9,963.0
7:57.0,O. Yurtseven enters the game for G. Vincent,36-45, ,,2,36,45,-9,963.0
7:41.0, ,36-45,Shooting foul by O. Yurtseven (drawn by R. Lopez),,2,36,45,-9,979.0
7:41.0, ,36-46,R. Lopez makes free throw 1 of 2,,2,36,46,-10,979.0
7:41.0, ,36-47,R. Lopez makes free throw 2 of 2,,2,36,47,-11,979.0
7:28.0,H. Highsmith makes 2-pt hook shot from 9 ft (assist by J. Smart),38-47, ,,2,38,47,-9,992.0
7:28.0,Shooting foul by R. Hampton (drawn by H. Highsmith),38-47, ,,2,38,47,-9,992.0
7:28.0,H. Highsmith misses free throw 1 of 1,38-47, ,,2,38,47,-9,992.0
7:23.0, ,38-47,Defensive rebound by R. Lopez,,2,38,47,-9,997.0
7:10.0, ,38-47,D. Cannady misses 3-pt jump shot from 25 ft,,2,38,47,-9,1010.0
7:08.0, ,38-47,Offensive rebound by Team,,2,38,47,-9,1012.0
7:03.0, ,38-49,I. Brazdeikis makes 2-pt jump shot from 20 ft (assist by R. Hampton),,2,38,49,-11,1017.0
6:52.0,V. Oladipo misses 3-pt jump shot from 28 ft,38-49, ,,2,38,49,-11,1028.0
6:48.0, ,38-49,Defensive rebound by A. Schofield,,2,38,49,-11,1032.0
6:30.0, ,38-51,R. Lopez makes 2-pt hook shot from 7 ft,,2,38,51,-13,1050.0
6:28.0,Miami full timeout,38-51, ,,2,38,51,-13,1052.0
6:28.0, ,38-51,M. Bamba enters the game for R. Hampton,,2,38,51,-13,1052.0
6:28.0, ,38-51,M. Fultz enters the game for R. Lopez,,2,38,51,-13,1052.0
6:14.0,V. Oladipo makes 2-pt jump shot from 16 ft,40-51, ,,2,40,51,-11,1066.0
5:56.0, ,40-51,A. Schofield misses 3-pt jump shot from 23 ft,,2,40,51,-11,1084.0
5:53.0, ,40-51,Offensive rebound by M. Bamba,,2,40,51,-11,1087.0
5:51.0, ,40-53,A. Schofield makes 2-pt dunk from 2 ft (assist by M. Bamba),,2,40,53,-13,1089.0
5:43.0,V. Oladipo makes 3-pt jump shot from 27 ft,43-53, ,,2,43,53,-10,1097.0
5:18.0, ,43-53,Turnover by Team (shot clock),,2,43,53,-10,1122.0
5:05.0,H. Highsmith misses 2-pt jump shot from 9 ft,43-53, ,,2,43,53,-10,1135.0
5:02.0, ,43-53,Defensive rebound by I. Brazdeikis,,2,43,53,-10,1138.0
4:51.0, ,43-53,Turnover by M. Fultz (bad pass; steal by J. Smart),,2,43,53,-10,1149.0
4:37.0,Personal foul by A. Schofield (drawn by V. Oladipo),43-53, ,,2,43,53,-10,1163.0
4:37.0, ,43-53,C. Okeke enters the game for A. Schofield,,2,43,53,-10,1163.0
4:32.0,Shooting foul by I. Brazdeikis (drawn by M. Mulder),43-53, ,,2,43,53,-10,1168.0
4:32.0,M. Mulder makes free throw 1 of 2,44-53, ,,2,44,53,-9,1168.0
4:32.0,M. Mulder makes free throw 2 of 2,45-53, ,,2,45,53,-8,1168.0
4:10.0, ,45-55,M. Fultz makes 2-pt jump shot from 5 ft,,2,45,55,-10,1190.0
4:02.0,O. Yurtseven misses 2-pt jump shot from 14 ft,45-55, ,,2,45,55,-10,1198.0
3:56.0,Offensive rebound by H. Highsmith,45-55, ,,2,45,55,-10,1204.0
3:56.0,H. Highsmith misses 2-pt layup at rim,45-55, ,,2,45,55,-10,1204.0
3:54.0, ,45-55,Defensive rebound by M. Bamba,,2,45,55,-10,1206.0
3:48.0, ,45-58,I. Brazdeikis makes 3-pt jump shot from 24 ft (assist by M. Fultz),,2,45,58,-13,1212.0
3:35.0,V. Oladipo makes 3-pt jump shot from 27 ft,48-58, ,,2,48,58,-10,1225.0
3:23.0, ,48-61,M. Bamba makes 3-pt jump shot from 26 ft (assist by M. Fultz),,2,48,61,-13,1237.0
3:09.0,Personal foul by M. Fultz (drawn by V. Oladipo),48-61, ,,2,48,61,-13,1251.0
3:09.0,V. Oladipo misses free throw 1 of 2,48-61, ,,2,48,61,-13,1251.0
3:09.0,Offensive rebound by Team,48-61, ,,2,48,61,-13,1251.0
3:09.0, ,48-61,R. Hampton enters the game for D. Cannady,,2,48,61,-13,1251.0
3:09.0,V. Oladipo misses free throw 2 of 2,48-61, ,,2,48,61,-13,1251.0
3:06.0, ,48-61,Defensive rebound by M. Bamba,,2,48,61,-13,1254.0
2:53.0, ,48-61,M. Bamba misses 3-pt jump shot from 26 ft,,2,48,61,-13,1267.0
2:49.0,Defensive rebound by J. Smart,48-61, ,,2,48,61,-13,1271.0
2:44.0,O. Yurtseven misses 2-pt hook shot from 6 ft,48-61, ,,2,48,61,-13,1276.0
2:42.0, ,48-61,Defensive rebound by M. Bamba,,2,48,61,-13,1278.0
2:32.0, ,48-61,C. Okeke misses 3-pt jump shot from 22 ft,,2,48,61,-13,1288.0
2:26.0,Defensive rebound by O. Yurtseven,48-61, ,,2,48,61,-13,1294.0
2:25.0,V. Oladipo makes 2-pt layup from 3 ft,50-61, ,,2,50,61,-11,1295.0
2:25.0,Shooting foul by M. Fultz (drawn by V. Oladipo),50-61, ,,2,50,61,-11,1295.0
2:25.0,V. Oladipo makes free throw 1 of 1,51-61, ,,2,51,61,-10,1295.0
2:01.0, ,51-61,C. Okeke misses 3-pt jump shot from 24 ft,,2,51,61,-10,1319.0
1:57.0,Defensive rebound by M. Mulder,51-61, ,,2,51,61,-10,1323.0
1:56.0,Shooting foul by R. Hampton (drawn by V. Oladipo),51-61, ,,2,51,61,-10,1324.0
1:56.0,V. Oladipo makes free throw 1 of 2,52-61, ,,2,52,61,-9,1324.0
1:56.0, ,52-61,M. Wagner enters the game for I. Brazdeikis,,2,52,61,-9,1324.0
1:56.0,V. Oladipo makes free throw 2 of 2,53-61, ,,2,53,61,-8,1324.0
1:34.0, ,53-61,M. Wagner misses 3-pt jump shot from 25 ft,,2,53,61,-8,1346.0
1:29.0,Defensive rebound by O. Yurtseven,53-61, ,,2,53,61,-8,1351.0
1:21.0,V. Oladipo makes 3-pt jump shot from 29 ft,56-61, ,,2,56,61,-5,1359.0
1:03.0, ,56-64,C. Okeke makes 3-pt jump shot from 22 ft (assist by M. Wagner),,2,56,64,-8,1377.0
0:49.0,M. Mulder makes 3-pt jump shot from 26 ft (assist by V. Oladipo),59-64, ,,2,59,64,-5,1391.0
0:39.0, ,59-67,C. Okeke makes 3-pt jump shot from 25 ft (assist by M. Fultz),,2,59,67,-8,1401.0
0:32.0,V. Oladipo misses 3-pt jump shot from 32 ft,59-67, ,,2,59,67,-8,1408.0
0:31.0, ,59-67,Defensive rebound by Team,,2,59,67,-8,1409.0
0:09.0, ,59-67,Shooting foul by M. Mulder (drawn by M. Bamba),,2,59,67,-8,1431.0
0:09.0, ,59-67,M. Bamba misses free throw 1 of 2,,2,59,67,-8,1431.0
0:09.0, ,59-67,Offensive rebound by Team,,2,59,67,-8,1431.0
0:09.0, ,59-68,M. Bamba makes free throw 2 of 2,,2,59,68,-9,1431.0
0:02.0,V. Oladipo misses 2-pt layup from 4 ft (block by C. Okeke),59-68, ,,2,59,68,-9,1438.0
0:00.0, ,59-68,Defensive rebound by R. Hampton,,2,59,68,-9,1440.0
0:00.0,End of 2nd quarter,59-68,,,2,59,68,-9,1440.0
12:00.0,Start of 3rd quarter,59-68,,,3,59,68,-9,1440.0
11:43.0,M. Mulder makes 3-pt jump shot from 26 ft (assist by H. Highsmith),62-68, ,,3,62,68,-6,1457.0
11:23.0, ,62-68,C. Okeke misses 3-pt jump shot from 29 ft,,3,62,68,-6,1477.0
11:20.0,Defensive rebound by M. Mulder,62-68, ,,3,62,68,-6,1480.0
11:14.0,O. Yurtseven misses 2-pt jump shot from 13 ft,62-68, ,,3,62,68,-6,1486.0
11:11.0,Offensive rebound by V. Oladipo,62-68, ,,3,62,68,-6,1489.0
11:03.0,D. Robinson misses 3-pt jump shot from 26 ft,62-68, ,,3,62,68,-6,1497.0
10:59.0, ,62-68,Defensive rebound by C. Okeke,,3,62,68,-6,1501.0
10:52.0, ,62-68,Turnover by M. Fultz (bad pass; steal by V. Oladipo),,3,62,68,-6,1508.0
10:43.0,V. Oladipo misses 3-pt jump shot from 25 ft,62-68, ,,3,62,68,-6,1517.0
10:41.0, ,62-68,Defensive rebound by C. Okeke,,3,62,68,-6,1519.0
10:25.0, ,62-68,C. Okeke misses 3-pt jump shot from 23 ft,,3,62,68,-6,1535.0
10:21.0,Defensive rebound by D. Robinson,62-68, ,,3,62,68,-6,1539.0
10:15.0,Shooting foul by M. Fultz (drawn by V. Oladipo),62-68, ,,3,62,68,-6,1545.0
10:15.0,V. Oladipo makes free throw 1 of 2,63-68, ,,3,63,68,-5,1545.0
10:15.0,V. Oladipo makes free throw 2 of 2,64-68, ,,3,64,68,-4,1545.0
9:54.0, ,64-68,M. Fultz misses 3-pt jump shot from 24 ft (block by M. Mulder),,3,64,68,-4,1566.0
9:53.0, ,64-68,Offensive rebound by R. Hampton,,3,64,68,-4,1567.0
9:51.0, ,64-70,M. Fultz makes 2-pt layup from 2 ft (assist by R. Hampton),,3,64,70,-6,1569.0
9:39.0,V. Oladipo makes 3-pt jump shot from 28 ft,67-70, ,,3,67,70,-3,1581.0
9:19.0, ,67-73,M. Bamba makes 3-pt jump shot from 28 ft (assist by M. Fultz),,3,67,73,-6,1601.0
9:04.0,D. Robinson misses 3-pt jump shot from 25 ft,67-73, ,,3,67,73,-6,1616.0
9:00.0, ,67-73,Defensive rebound by M. Bamba,,3,67,73,-6,1620.0
8:47.0, ,67-73,M. Wagner misses 2-pt dunk from 2 ft,,3,67,73,-6,1633.0
8:46.0,Defensive rebound by D. Robinson,67-73, ,,3,67,73,-6,1634.0
8:39.0,H. Highsmith makes 3-pt jump shot from 26 ft (assist by D. Robinson),70-73, ,,3,70,73,-3,1641.0
8:23.0, ,70-76,R. Hampton makes 3-pt jump shot from 24 ft (assist by M. Fultz),,3,70,76,-6,1657.0
8:15.0,H. Highsmith misses 3-pt jump shot from 25 ft,70-76, ,,3,70,76,-6,1665.0
8:10.0, ,70-76,Defensive rebound by R. Hampton,,3,70,76,-6,1670.0
7:59.0, ,70-76,Personal foul by D. Robinson (drawn by M. Bamba),,3,70,76,-6,1681.0
7:52.0, ,70-79,R. Hampton makes 3-pt jump shot from 24 ft (assist by M. Wagner),,3,70,79,-9,1688.0
7:35.0,H. Highsmith misses 3-pt jump shot from 23 ft,70-79, ,,3,70,79,-9,1705.0
7:34.0,Offensive rebound by O. Yurtseven,70-79, ,,3,70,79,-9,1706.0
7:34.0,Personal foul by M. Bamba (drawn by O. Yurtseven),70-79, ,,3,70,79,-9,1706.0
7:20.0,Turnover by O. Yurtseven (lost ball; steal by M. Wagner),70-79, ,,3,70,79,-9,1720.0
6:58.0, ,70-81,M. Wagner makes 2-pt dunk from 2 ft,,3,70,81,-11,1742.0
6:48.0,V. Oladipo misses 2-pt layup from 5 ft (block by M. Bamba),70-81, ,,3,70,81,-11,1752.0
6:48.0,Offensive rebound by Team,70-81, ,,3,70,81,-11,1752.0
6:47.0, ,70-81,Orlando full timeout,,3,70,81,-11,1753.0
6:47.0, ,70-81,D. Cannady enters the game for R. Hampton,,3,70,81,-11,1753.0
6:38.0,D. Robinson misses 3-pt jump shot from 25 ft,70-81, ,,3,70,81,-11,1762.0
6:37.0,Offensive rebound by Team,70-81, ,,3,70,81,-11,1763.0
6:37.0, ,70-81,Loose ball foul by M. Bamba (drawn by O. Yurtseven),,3,70,81,-11,1763.0
6:29.0,H. Highsmith makes 3-pt jump shot from 27 ft (assist by M. Mulder),73-81, ,,3,73,81,-8,1771.0
6:14.0, ,73-81,M. Bamba misses 3-pt jump shot from 26 ft,,3,73,81,-8,1786.0
6:11.0,Defensive rebound by V. Oladipo,73-81, ,,3,73,81,-8,1789.0
6:04.0,H. Highsmith makes 2-pt layup at rim (assist by V. Oladipo),75-81, ,,3,75,81,-6,1796.0
5:48.0, ,75-83,M. Bamba makes 2-pt jump shot from 20 ft,,3,75,83,-8,1812.0
5:38.0,Personal foul by C. Okeke (drawn by V. Oladipo),75-83, ,,3,75,83,-8,1822.0
5:38.0,J. Smart enters the game for M. Mulder,75-83, ,,3,75,83,-8,1822.0
5:34.0,Personal foul by C. Okeke (drawn by V. Oladipo),75-83, ,,3,75,83,-8,1826.0
5:34.0,V. Oladipo makes free throw 1 of 2,76-83, ,,3,76,83,-7,1826.0
5:34.0,V. Oladipo makes free throw 2 of 2,77-83, ,,3,77,83,-6,1826.0
5:12.0, ,77-83,M. Wagner misses 3-pt jump shot from 23 ft,,3,77,83,-6,1848.0
5:10.0,Defensive rebound by O. Yurtseven,77-83, ,,3,77,83,-6,1850.0
5:06.0,Turnover by V. Oladipo (lost ball; steal by M. Wagner),77-83, ,,3,77,83,-6,1854.0
5:00.0, ,77-85,M. Fultz makes 2-pt layup from 2 ft,,3,77,85,-8,1860.0
4:49.0,D. Robinson makes 3-pt jump shot from 24 ft (assist by V. Oladipo),80-85, ,,3,80,85,-5,1871.0
4:31.0, ,80-88,C. Okeke makes 3-pt jump shot from 24 ft (assist by M. Fultz),,3,80,88,-8,1889.0
4:15.0,J. Smart misses 3-pt jump shot from 27 ft,80-88, ,,3,80,88,-8,1905.0
4:10.0,Offensive rebound by D. Robinson,80-88, ,,3,80,88,-8,1910.0
4:08.0,D. Robinson misses 3-pt jump shot from 24 ft,80-88, ,,3,80,88,-8,1912.0
4:05.0, ,80-88,Defensive rebound by M. Bamba,,3,80,88,-8,1915.0
3:50.0, ,80-88,Turnover by C. Okeke (step out of bounds),,3,80,88,-8,1930.0
3:50.0,U. Haslem enters the game for H. Highsmith,80-88, ,,3,80,88,-8,1930.0
