Time,New Orleans,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
7:57.0, ,17-6,Miami full timeout,,1,6,17,-11,243.0
7:37.0, ,17-8,J. Butler makes 2-pt jump shot from 5 ft (assist by D. Robinson),,1,8,17,-9,263.0
7:14.0,B. Ingram misses 2-pt jump shot from 13 ft,17-8, ,,1,8,17,-9,286.0
7:11.0, ,17-8,Defensive rebound by J. Butler,,1,8,17,-9,289.0
7:04.0, ,17-8,D. Robinson misses 3-pt jump shot from 25 ft,,1,8,17,-9,296.0
7:00.0,Defensive rebound by J. Hart,17-8, ,,1,8,17,-9,300.0
6:54.0,Personal foul by K. Okpala (drawn by J. Valančiūnas),17-8, ,,1,8,17,-9,306.0
6:44.0,D. Graham misses 3-pt jump shot from 25 ft,17-8, ,,1,8,17,-9,316.0
6:41.0, ,17-8,Defensive rebound by D. Dedmon,,1,8,17,-9,319.0
6:35.0, ,17-8,Personal foul by N. Alexander-Walker (drawn by J. Butler),,1,8,17,-9,325.0
6:35.0,H. Jones enters the game for N. Alexander-Walker,17-8, ,,1,8,17,-9,325.0
6:30.0, ,17-8,T. Herro misses 2-pt jump shot from 9 ft (block by H. Jones),,1,8,17,-9,330.0
6:30.0, ,17-8,Offensive rebound by K. Okpala,,1,8,17,-9,330.0
6:27.0, ,17-8,Personal foul by H. Jones (drawn by K. Okpala),,1,8,17,-9,333.0
6:16.0, ,17-11,D. Robinson makes 3-pt jump shot from 25 ft (assist by K. Okpala),,1,11,17,-6,344.0
5:57.0,J. Valančiūnas misses 3-pt jump shot from 27 ft,17-11, ,,1,11,17,-6,363.0
5:54.0, ,17-11,Defensive rebound by J. Butler,,1,11,17,-6,366.0
5:47.0, ,17-11,D. Robinson misses 3-pt jump shot from 24 ft,,1,11,17,-6,373.0
5:43.0, ,17-11,Offensive rebound by D. Dedmon,,1,11,17,-6,377.0
5:42.0, ,17-11,D. Dedmon misses 2-pt layup from 2 ft (block by J. Valančiūnas),,1,11,17,-6,378.0
5:37.0,Defensive rebound by B. Ingram,17-11, ,,1,11,17,-6,383.0
5:33.0,D. Graham makes 3-pt jump shot from 26 ft (assist by H. Jones),20-11, ,,1,11,20,-9,387.0
5:18.0, ,20-11,Shooting foul by H. Jones (drawn by J. Butler),,1,11,20,-9,402.0
5:18.0, ,20-12,J. Butler makes free throw 1 of 2,,1,12,20,-8,402.0
5:18.0,J. Hayes enters the game for J. Valančiūnas,20-12, ,,1,12,20,-8,402.0
5:18.0, ,20-12,C. Martin enters the game for D. Dedmon,,1,12,20,-8,402.0
5:18.0, ,20-12,G. Vincent enters the game for T. Herro,,1,12,20,-8,402.0
5:18.0, ,20-13,J. Butler makes free throw 2 of 2,,1,13,20,-7,402.0
5:01.0,D. Graham misses 3-pt jump shot from 25 ft,20-13, ,,1,13,20,-7,419.0
4:58.0, ,20-13,Defensive rebound by J. Butler,,1,13,20,-7,422.0
4:47.0, ,20-13,D. Robinson misses 2-pt jump shot from 5 ft,,1,13,20,-7,433.0
4:44.0,Defensive rebound by J. Hayes,20-13, ,,1,13,20,-7,436.0
4:35.0,Turnover by B. Ingram (lost ball; steal by D. Robinson),20-13, ,,1,13,20,-7,445.0
4:27.0, ,20-13,J. Butler misses 2-pt layup from 2 ft,,1,13,20,-7,453.0
4:24.0,Defensive rebound by J. Hart,20-13, ,,1,13,20,-7,456.0
4:20.0,J. Hayes makes 2-pt dunk from 1 ft (assist by D. Graham),22-13, ,,1,13,22,-9,460.0
3:59.0, ,22-13,C. Martin misses 2-pt jump shot from 10 ft,,1,13,22,-9,481.0
3:56.0,Defensive rebound by J. Hayes,22-13, ,,1,13,22,-9,484.0
3:53.0,Personal foul by D. Robinson (drawn by J. Hart),22-13, ,,1,13,22,-9,487.0
3:53.0,T. Satoranský enters the game for D. Graham,22-13, ,,1,13,22,-9,487.0
3:53.0,G. Temple enters the game for B. Ingram,22-13, ,,1,13,22,-9,487.0
3:37.0,H. Jones makes 2-pt jump shot from 8 ft,24-13, ,,1,13,24,-11,503.0
3:28.0, ,24-13,G. Vincent misses 2-pt layup from 1 ft,,1,13,24,-11,512.0
3:25.0, ,24-13,Offensive rebound by C. Martin,,1,13,24,-11,515.0
3:21.0, ,24-13,D. Robinson misses 3-pt jump shot from 28 ft,,1,13,24,-11,519.0
3:17.0,Defensive rebound by J. Hart,24-13, ,,1,13,24,-11,523.0
3:13.0,J. Hart makes 2-pt layup from 2 ft,26-13, ,,1,13,26,-13,527.0
3:13.0, ,26-13,Miami full timeout,,1,13,26,-13,527.0
3:13.0,N. Alexander-Walker enters the game for J. Hart,26-13, ,,1,13,26,-13,527.0
3:13.0, ,26-13,M. Strus enters the game for D. Robinson,,1,13,26,-13,527.0
2:55.0, ,26-13,K. Okpala misses 3-pt jump shot from 27 ft,,1,13,26,-13,545.0
2:51.0,Defensive rebound by T. Satoranský,26-13, ,,1,13,26,-13,549.0
2:41.0,H. Jones makes 2-pt layup from 1 ft,28-13, ,,1,13,28,-15,559.0
2:25.0, ,28-13,K. Okpala misses 3-pt jump shot from 26 ft,,1,13,28,-15,575.0
2:24.0, ,28-13,Offensive rebound by Team,,1,13,28,-15,576.0
2:23.0, ,28-13,Personal foul by N. Alexander-Walker (drawn by M. Strus),,1,13,28,-15,577.0
2:23.0, ,28-13,M. Strus misses free throw 1 of 2,,1,13,28,-15,577.0
2:23.0, ,28-13,Offensive rebound by Team,,1,13,28,-15,577.0
2:23.0, ,28-14,M. Strus makes free throw 2 of 2,,1,14,28,-14,577.0
2:00.0,N. Alexander-Walker misses 2-pt jump shot from 17 ft,28-14, ,,1,14,28,-14,600.0
1:56.0, ,28-14,Defensive rebound by J. Butler,,1,14,28,-14,604.0
1:44.0, ,28-17,J. Butler makes 3-pt jump shot from 23 ft (assist by C. Martin),,1,17,28,-11,616.0
1:30.0,Shooting foul by K. Okpala (drawn by J. Hayes),28-17, ,,1,17,28,-11,630.0
1:30.0,J. Hayes makes free throw 1 of 2,29-17, ,,1,17,29,-12,630.0
1:30.0, ,29-17,T. Herro enters the game for K. Okpala,,1,17,29,-12,630.0
1:30.0, ,29-17,O. Yurtseven enters the game for G. Vincent,,1,17,29,-12,630.0
1:30.0,J. Hayes makes free throw 2 of 2,30-17, ,,1,17,30,-13,630.0
1:17.0, ,30-19,M. Strus makes 2-pt jump shot from 13 ft (assist by J. Butler),,1,19,30,-11,643.0
0:58.0,N. Alexander-Walker misses 3-pt jump shot from 26 ft,30-19, ,,1,19,30,-11,662.0
0:54.0, ,30-19,Defensive rebound by T. Herro,,1,19,30,-11,666.0
0:49.0, ,30-19,Turnover by T. Herro (lost ball; steal by H. Jones),,1,19,30,-11,671.0
0:45.0,J. Hayes misses 2-pt layup from 1 ft (block by J. Butler),30-19, ,,1,19,30,-11,675.0
0:43.0,Offensive rebound by T. Satoranský,30-19, ,,1,19,30,-11,677.0
0:41.0,T. Satoranský makes 2-pt layup from 2 ft,32-19, ,,1,19,32,-13,679.0
0:40.0, ,32-19,Turnover by T. Herro (lost ball; steal by H. Jones),,1,19,32,-13,680.0
0:39.0, ,32-19,Violation by Team (kicked ball),,1,19,32,-13,681.0
0:31.0,N. Alexander-Walker misses 3-pt jump shot from 23 ft,32-19, ,,1,19,32,-13,689.0
0:27.0, ,32-19,Defensive rebound by M. Strus,,1,19,32,-13,693.0
0:11.0, ,32-21,J. Butler makes 2-pt jump shot from 7 ft,,1,21,32,-11,709.0
0:04.0,N. Alexander-Walker makes 2-pt layup from 2 ft (assist by T. Satoranský),34-21, ,,1,21,34,-13,716.0
0:02.0, ,34-21,T. Herro misses 3-pt jump shot from 45 ft,,1,21,34,-13,718.0
0:01.0, ,34-21,Offensive rebound by Team,,1,21,34,-13,719.0
0:00.0,End of 1st quarter,34-21,,,1,21,34,-13,720.0
12:00.0,Start of 2nd quarter,34-21,,,2,21,34,-13,720.0
11:43.0,J. Valančiūnas makes 2-pt hook shot from 5 ft (assist by N. Alexander-Walker),36-21, ,,2,21,36,-15,737.0
11:26.0, ,36-24,G. Vincent makes 3-pt jump shot from 23 ft (assist by T. Herro),,2,24,36,-12,754.0
11:07.0,J. Valančiūnas misses 3-pt jump shot from 26 ft,36-24, ,,2,24,36,-12,773.0
11:07.0,Offensive rebound by Team,36-24, ,,2,24,36,-12,773.0
11:07.0, ,36-24,Loose ball foul by G. Vincent (drawn by G. Temple),,2,24,36,-12,773.0
10:54.0,J. Hart makes 3-pt jump shot from 27 ft,39-24, ,,2,24,39,-15,786.0
10:40.0, ,39-24,Turnover by T. Herro (lost ball; steal by N. Alexander-Walker),,2,24,39,-15,800.0
10:36.0,T. Satoranský misses 2-pt dunk from 1 ft,39-24, ,,2,24,39,-15,804.0
10:33.0, ,39-24,Defensive rebound by M. Strus,,2,24,39,-15,807.0
10:29.0, ,39-27,M. Strus makes 3-pt jump shot from 26 ft (assist by T. Herro),,2,27,39,-12,811.0
10:10.0,N. Alexander-Walker misses 2-pt layup from 2 ft,39-27, ,,2,27,39,-12,830.0
10:06.0,Offensive rebound by J. Valančiūnas,39-27, ,,2,27,39,-12,834.0
10:06.0,J. Valančiūnas makes 2-pt layup at rim,41-27, ,,2,27,41,-14,834.0
9:56.0, ,41-27,T. Herro misses 2-pt jump shot from 16 ft (block by G. Temple),,2,27,41,-14,844.0
9:56.0,Defensive rebound by J. Hart,41-27, ,,2,27,41,-14,844.0
9:56.0,Personal foul by G. Vincent (drawn by J. Hart),41-27, ,,2,27,41,-14,844.0
9:42.0,Offensive foul by G. Temple (drawn by D. Dedmon),41-27, ,,2,27,41,-14,858.0
9:42.0,Turnover by G. Temple (offensive foul),41-27, ,,2,27,41,-14,858.0
9:21.0, ,41-27,G. Vincent misses 3-pt jump shot from 26 ft,,2,27,41,-14,879.0
9:16.0,Defensive rebound by T. Satoranský,41-27, ,,2,27,41,-14,884.0
9:13.0,Personal foul by D. Dedmon (drawn by J. Hart),41-27, ,,2,27,41,-14,887.0
9:05.0,G. Temple misses 3-pt jump shot from 30 ft,41-27, ,,2,27,41,-14,895.0
8:59.0, ,41-27,Defensive rebound by P. Tucker,,2,27,41,-14,901.0
8:56.0, ,41-27,Personal foul by N. Alexander-Walker (drawn by T. Herro),,2,27,41,-14,904.0
8:56.0,T. Murphy enters the game for N. Alexander-Walker,41-27, ,,2,27,41,-14,904.0
8:38.0, ,41-29,G. Vincent makes 2-pt layup from 1 ft,,2,29,41,-12,922.0
8:23.0,Offensive foul by J. Valančiūnas (drawn by G. Vincent),41-29, ,,2,29,41,-12,937.0
8:23.0,Turnover by J. Valančiūnas (offensive foul),41-29, ,,2,29,41,-12,937.0
8:23.0,B. Ingram enters the game for G. Temple,41-29, ,,2,29,41,-12,937.0
8:09.0, ,41-29,T. Herro misses 2-pt jump shot from 10 ft,,2,29,41,-12,951.0
8:06.0,Defensive rebound by J. Valančiūnas,41-29, ,,2,29,41,-12,954.0
7:53.0,Turnover by B. Ingram (traveling),41-29, ,,2,29,41,-12,967.0
7:41.0, ,41-31,P. Tucker makes 2-pt jump shot from 10 ft (assist by M. Strus),,2,31,41,-10,979.0
7:19.0,T. Satoranský misses 3-pt jump shot from 25 ft,41-31, ,,2,31,41,-10,1001.0
7:18.0, ,41-31,Defensive rebound by Team,,2,31,41,-10,1002.0
7:18.0,D. Graham enters the game for J. Hart,41-31, ,,2,31,41,-10,1002.0
7:18.0,J. Hayes enters the game for T. Satoranský,41-31, ,,2,31,41,-10,1002.0
7:18.0,H. Jones enters the game for J. Valančiūnas,41-31, ,,2,31,41,-10,1002.0
7:18.0, ,41-31,J. Butler enters the game for T. Herro,,2,31,41,-10,1002.0
7:05.0, ,41-31,Turnover by J. Butler (traveling),,2,31,41,-10,1015.0
7:05.0, ,41-31,C. Martin enters the game for D. Dedmon,,2,31,41,-10,1015.0
6:42.0,B. Ingram misses 2-pt jump shot from 13 ft,41-31, ,,2,31,41,-10,1038.0
6:38.0, ,41-31,Defensive rebound by C. Martin,,2,31,41,-10,1042.0
6:36.0, ,41-31,Miami full timeout,,2,31,41,-10,1044.0
6:33.0, ,41-31,M. Strus misses 3-pt jump shot from 24 ft,,2,31,41,-10,1047.0
6:30.0,Defensive rebound by B. Ingram,41-31, ,,2,31,41,-10,1050.0
6:16.0,T. Murphy misses 3-pt jump shot from 24 ft,41-31, ,,2,31,41,-10,1064.0
6:15.0, ,41-31,Defensive rebound by Team,,2,31,41,-10,1065.0
5:57.0, ,41-33,J. Butler makes 2-pt jump shot from 11 ft,,2,33,41,-8,1083.0
5:36.0,Shooting foul by P. Tucker (drawn by B. Ingram),41-33, ,,2,33,41,-8,1104.0
5:36.0,B. Ingram makes free throw 1 of 2,42-33, ,,2,33,42,-9,1104.0
5:36.0, ,42-33,K. Okpala enters the game for M. Strus,,2,33,42,-9,1104.0
5:36.0, ,42-33,D. Robinson enters the game for P. Tucker,,2,33,42,-9,1104.0
5:36.0,B. Ingram makes free throw 2 of 2,43-33, ,,2,33,43,-10,1104.0
5:12.0, ,43-33,Turnover by Team (shot clock),,2,33,43,-10,1128.0
5:12.0,J. Hart enters the game for T. Murphy,43-33, ,,2,33,43,-10,1128.0
4:56.0,D. Graham misses 3-pt jump shot from 26 ft,43-33, ,,2,33,43,-10,1144.0
4:52.0, ,43-33,Defensive rebound by J. Butler,,2,33,43,-10,1148.0
4:38.0, ,43-33,K. Okpala misses 3-pt jump shot from 23 ft,,2,33,43,-10,1162.0
4:36.0,Defensive rebound by B. Ingram,43-33, ,,2,33,43,-10,1164.0
4:32.0,Personal foul by G. Vincent (drawn by J. Hart),43-33, ,,2,33,43,-10,1168.0
4:32.0,J. Hart makes free throw 1 of 2,44-33, ,,2,33,44,-11,1168.0
4:32.0,J. Valančiūnas enters the game for J. Hayes,44-33, ,,2,33,44,-11,1168.0
4:32.0, ,44-33,D. Dedmon enters the game for K. Okpala,,2,33,44,-11,1168.0
4:32.0, ,44-33,T. Herro enters the game for G. Vincent,,2,33,44,-11,1168.0
4:32.0,J. Hart makes free throw 2 of 2,45-33, ,,2,33,45,-12,1168.0
4:18.0, ,45-35,J. Butler makes 2-pt jump shot from 10 ft,,2,35,45,-10,1182.0
4:12.0,B. Ingram misses 3-pt jump shot from 26 ft,45-35, ,,2,35,45,-10,1188.0
4:08.0, ,45-35,Defensive rebound by D. Dedmon,,2,35,45,-10,1192.0
3:55.0, ,45-35,J. Butler misses 2-pt jump shot from 11 ft,,2,35,45,-10,1205.0
3:51.0, ,45-35,Offensive rebound by D. Dedmon,,2,35,45,-10,1209.0
3:49.0, ,45-37,T. Herro makes 2-pt jump shot from 19 ft (assist by D. Dedmon),,2,37,45,-8,1211.0
3:39.0,Turnover by D. Graham (bad pass; steal by C. Martin),45-37, ,,2,37,45,-8,1221.0
3:37.0, ,45-37,Personal foul by D. Graham (drawn by C. Martin),,2,37,45,-8,1223.0
3:29.0, ,45-37,D. Dedmon misses 3-pt jump shot from 25 ft,,2,37,45,-8,1231.0
3:25.0,Defensive rebound by J. Valančiūnas,45-37, ,,2,37,45,-8,1235.0
3:11.0,J. Valančiūnas misses 2-pt jump shot from 11 ft,45-37, ,,2,37,45,-8,1249.0
3:07.0, ,45-37,Defensive rebound by C. Martin,,2,37,45,-8,1253.0
2:56.0, ,45-37,C. Martin misses 3-pt jump shot from 23 ft,,2,37,45,-8,1264.0
2:54.0,Defensive rebound by H. Jones,45-37, ,,2,37,45,-8,1266.0
2:51.0,Turnover by D. Graham (out of bounds lost ball),45-37, ,,2,37,45,-8,1269.0
2:51.0,New Orleans full timeout,45-37, ,,2,37,45,-8,1269.0
2:37.0, ,45-37,Shooting foul by H. Jones (drawn by J. Butler),,2,37,45,-8,1283.0
2:37.0, ,45-37,J. Butler misses free throw 1 of 2,,2,37,45,-8,1283.0
2:37.0, ,45-37,Offensive rebound by Team,,2,37,45,-8,1283.0
2:37.0,G. Temple enters the game for H. Jones,45-37, ,,2,37,45,-8,1283.0
2:37.0, ,45-38,J. Butler makes free throw 2 of 2,,2,38,45,-7,1283.0
2:18.0,J. Valančiūnas makes 2-pt hook shot from 8 ft (assist by G. Temple),47-38, ,,2,38,47,-9,1302.0
1:58.0, ,47-40,C. Martin makes 2-pt layup from 4 ft,,2,40,47,-7,1322.0
1:58.0, ,47-40,Shooting foul by J. Valančiūnas (drawn by C. Martin),,2,40,47,-7,1322.0
1:58.0, ,47-41,C. Martin makes free throw 1 of 1,,2,41,47,-6,1322.0
1:43.0,B. Ingram makes 2-pt jump shot from 17 ft,49-41, ,,2,41,49,-8,1337.0
1:30.0, ,49-41,J. Butler misses 2-pt layup from 2 ft,,2,41,49,-8,1350.0
1:27.0,Defensive rebound by J. Valančiūnas,49-41, ,,2,41,49,-8,1353.0
1:26.0,Turnover by G. Temple (step out of bounds),49-41, ,,2,41,49,-8,1354.0
1:11.0, ,49-43,J. Butler makes 2-pt layup from 6 ft,,2,43,49,-6,1369.0
1:00.0,Personal foul by D. Dedmon (drawn by J. Valančiūnas),49-43, ,,2,43,49,-6,1380.0
1:00.0,J. Valančiūnas misses free throw 1 of 2,49-43, ,,2,43,49,-6,1380.0
1:00.0,Offensive rebound by Team,49-43, ,,2,43,49,-6,1380.0
1:00.0, ,49-43,U. Haslem enters the game for D. Dedmon,,2,43,49,-6,1380.0
1:00.0,J. Valančiūnas makes free throw 2 of 2,50-43, ,,2,43,50,-7,1380.0
0:46.0, ,50-45,J. Butler makes 2-pt jump shot from 12 ft,,2,45,50,-5,1394.0
0:30.0,Turnover by G. Temple (bad pass; steal by C. Martin),50-45, ,,2,45,50,-5,1410.0
0:27.0, ,50-47,J. Butler makes 2-pt dunk from 2 ft (assist by C. Martin),,2,47,50,-3,1413.0
0:04.0,B. Ingram misses 2-pt jump shot from 18 ft,50-47, ,,2,47,50,-3,1436.0
0:02.0,Offensive rebound by G. Temple,50-47, ,,2,47,50,-3,1438.0
0:02.0,G. Temple makes 2-pt layup from 3 ft,52-47, ,,2,47,52,-5,1438.0
0:00.0, ,52-47,C. Martin misses 3-pt jump shot from 43 ft,,2,47,52,-5,1440.0
0:00.0, ,52-47,Offensive rebound by Team,,2,47,52,-5,1440.0
0:00.0,End of 2nd quarter,52-47,,,2,47,52,-5,1440.0
12:00.0,Start of 3rd quarter,52-47,,,3,47,52,-5,1440.0
11:34.0,J. Hart misses 3-pt jump shot from 26 ft,52-47, ,,3,47,52,-5,1466.0
11:30.0, ,52-47,Defensive rebound by D. Dedmon,,3,47,52,-5,1470.0
11:19.0, ,52-49,J. Butler makes 2-pt jump shot from 7 ft,,3,49,52,-3,1481.0
11:07.0,J. Valančiūnas makes 2-pt dunk from 1 ft (assist by B. Ingram),54-49, ,,3,49,54,-5,1493.0
10:48.0, ,54-52,T. Herro makes 3-pt jump shot from 26 ft (assist by J. Butler),,3,52,54,-2,1512.0
10:38.0,B. Ingram makes 2-pt jump shot from 12 ft,56-52, ,,3,52,56,-4,1522.0
10:20.0, ,56-54,P. Tucker makes 2-pt hook shot from 9 ft (assist by J. Butler),,3,54,56,-2,1540.0
10:11.0,D. Graham makes 2-pt jump shot from 17 ft,58-54, ,,3,54,58,-4,1549.0
9:58.0, ,58-54,Shooting foul by J. Valančiūnas (drawn by J. Butler),,3,54,58,-4,1562.0
9:58.0, ,58-55,J. Butler makes free throw 1 of 2,,3,55,58,-3,1562.0
9:58.0, ,58-56,J. Butler makes free throw 2 of 2,,3,56,58,-2,1562.0
9:49.0,Turnover by D. Graham (bad pass; steal by D. Dedmon),58-56, ,,3,56,58,-2,1571.0
9:43.0, ,58-56,Turnover by J. Butler (lost ball; steal by J. Hart),,3,56,58,-2,1577.0
9:35.0,J. Hart makes 2-pt layup from 2 ft (assist by D. Graham),60-56, ,,3,56,60,-4,1585.0
9:25.0, ,60-59,D. Robinson makes 3-pt jump shot from 24 ft (assist by T. Herro),,3,59,60,-1,1595.0
9:06.0,B. Ingram makes 2-pt jump shot from 8 ft,62-59, ,,3,59,62,-3,1614.0
8:48.0, ,62-61,T. Herro makes 2-pt jump shot from 19 ft,,3,61,62,-1,1632.0
8:26.0,J. Hart makes 2-pt jump shot from 9 ft,64-61, ,,3,61,64,-3,1654.0
8:07.0, ,64-63,T. Herro makes 2-pt jump shot from 18 ft (assist by D. Dedmon),,3,63,64,-1,1673.0
7:39.0,N. Alexander-Walker misses 2-pt layup from 7 ft,64-63, ,,3,63,64,-1,1701.0
7:36.0, ,64-63,Defensive rebound by P. Tucker,,3,63,64,-1,1704.0
7:28.0, ,64-65,P. Tucker makes 2-pt jump shot from 5 ft (assist by D. Robinson),Lead change,3,65,64,1,1712.0
7:22.0,New Orleans full timeout,64-65, ,,3,65,64,1,1718.0
7:09.0,J. Hart misses 2-pt layup from 2 ft,64-65, ,,3,65,64,1,1731.0
7:07.0, ,64-65,Defensive rebound by J. Butler,,3,65,64,1,1733.0
6:55.0, ,64-65,P. Tucker misses 3-pt jump shot from 24 ft,,3,65,64,1,1745.0
6:53.0,Defensive rebound by Team,64-65, ,,3,65,64,1,1747.0
6:42.0,Shooting foul by P. Tucker (drawn by B. Ingram),64-65, ,,3,65,64,1,1758.0
6:42.0,B. Ingram makes free throw 1 of 2,65-65, ,Tie,3,65,65,0,1758.0
6:42.0,H. Jones enters the game for N. Alexander-Walker,65-65, ,,3,65,65,0,1758.0
6:42.0,B. Ingram makes free throw 2 of 2,66-65, ,Lead change,3,65,66,-1,1758.0
6:21.0, ,66-65,Shooting foul by D. Graham (drawn by J. Butler),,3,65,66,-1,1779.0
6:21.0, ,66-66,J. Butler makes free throw 1 of 2,Tie,3,66,66,0,1779.0
6:21.0, ,66-66,U. Haslem enters the game for D. Dedmon,,3,66,66,0,1779.0
6:21.0, ,66-67,J. Butler makes free throw 2 of 2,Lead change,3,67,66,1,1779.0
6:03.0,Offensive foul by B. Ingram (drawn by U. Haslem),66-67, ,,3,67,66,1,1797.0
6:03.0,Turnover by B. Ingram (offensive foul),66-67, ,,3,67,66,1,1797.0
6:03.0, ,66-67,Miami full timeout,,3,67,66,1,1797.0
6:03.0, ,66-67,Instant Replay (Challenge: Ruling Stands),,3,67,66,1,1797.0
5:50.0, ,66-67,Turnover by T. Herro (step out of bounds),,3,67,66,1,1810.0
5:40.0,Personal foul by D. Robinson (drawn by J. Hart),66-67, ,,3,67,66,1,1820.0
5:31.0,Offensive foul by J. Valančiūnas (drawn by P. Tucker),66-67, ,,3,67,66,1,1829.0
5:31.0,Turnover by J. Valančiūnas (offensive foul),66-67, ,,3,67,66,1,1829.0
5:31.0,J. Hayes enters the game for J. Valančiūnas,66-67, ,,3,67,66,1,1829.0
5:14.0, ,66-67,J. Butler misses 2-pt jump shot from 8 ft,,3,67,66,1,1846.0
5:14.0, ,66-67,Offensive rebound by J. Butler,,3,67,66,1,1846.0
5:14.0,New Orleans full timeout,66-67, ,,3,67,66,1,1846.0
5:14.0,Instant Replay (Challenge: Ruling Stands),66-67, ,,3,67,66,1,1846.0
5:09.0, ,66-67,J. Butler misses 2-pt jump shot from 11 ft,,3,67,66,1,1851.0
5:09.0,Defensive rebound by Team,66-67, ,,3,67,66,1,1851.0
5:09.0,Jump ball: J. Hayes vs. J. Butler (J. Hart gains possession),66-67,,,3,67,66,1,1851.0
4:57.0,D. Graham misses 3-pt jump shot from 29 ft,66-67, ,,3,67,66,1,1863.0
4:50.0, ,66-67,Defensive rebound by U. Haslem,,3,67,66,1,1870.0
4:46.0, ,66-70,T. Herro makes 3-pt jump shot from 43 ft,,3,70,66,4,1874.0
4:42.0,Personal foul by P. Tucker (drawn by B. Ingram),66-70, ,,3,70,66,4,1878.0
4:42.0, ,66-70,C. Martin enters the game for P. Tucker,,3,70,66,4,1878.0
4:34.0,B. Ingram makes 2-pt jump shot from 12 ft,68-70, ,,3,70,68,2,1886.0
4:20.0, ,68-72,J. Butler makes 2-pt layup from 2 ft,,3,72,68,4,1900.0
4:14.0,Personal foul by C. Martin (drawn by J. Hayes),68-72, ,,3,72,68,4,1906.0
4:14.0,T. Murphy enters the game for J. Hart,68-72, ,,3,72,68,4,1906.0
4:08.0,B. Ingram misses 3-pt jump shot from 25 ft,68-72, ,,3,72,68,4,1912.0
4:05.0, ,68-72,Defensive rebound by C. Martin,,3,72,68,4,1915.0
3:57.0, ,68-72,J. Butler misses 3-pt jump shot from 24 ft,,3,72,68,4,1923.0
3:54.0,Defensive rebound by J. Hayes,68-72, ,,3,72,68,4,1926.0
3:52.0,Offensive foul by B. Ingram (drawn by D. Robinson),68-72, ,,3,72,68,4,1928.0
