Time,Boston,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:47.0,Turnover by D. White (step out of bounds),16-15, ,,1,15,16,-1,493.0
3:47.0,N. Vonleh enters the game for A. Horford,16-15, ,,1,15,16,-1,493.0
3:30.0, ,16-15,T. Herro misses 3-pt jump shot from 27 ft,,1,15,16,-1,510.0
3:29.0,Defensive rebound by N. Vonleh,16-15, ,,1,15,16,-1,511.0
3:18.0,J. Brown misses 2-pt jump shot from 19 ft,16-15, ,,1,15,16,-1,522.0
3:15.0, ,16-15,Defensive rebound by K. Lowry,,1,15,16,-1,525.0
3:04.0, ,16-15,K. Lowry misses 2-pt layup from 3 ft (block by N. Vonleh),,1,15,16,-1,536.0
3:03.0,Defensive rebound by D. White,16-15, ,,1,15,16,-1,537.0
2:59.0,Personal foul by D. Dedmon (drawn by D. White),16-15, ,,1,15,16,-1,541.0
2:59.0, ,16-15,Miami full timeout,,1,15,16,-1,541.0
2:59.0,S. Hauser enters the game for M. Smart,16-15, ,,1,15,16,-1,541.0
2:59.0, ,16-15,J. Butler enters the game for T. Herro,,1,15,16,-1,541.0
2:59.0, ,16-15,D. Robinson enters the game for K. Lowry,,1,15,16,-1,541.0
2:59.0, ,16-15,G. Vincent enters the game for C. Martin,,1,15,16,-1,541.0
2:59.0,D. White makes free throw 1 of 2,17-15, ,,1,15,17,-2,541.0
2:59.0,D. White makes free throw 2 of 2,18-15, ,,1,15,18,-3,541.0
2:36.0, ,18-18,G. Vincent makes 3-pt jump shot from 24 ft (assist by J. Butler),Tie,1,18,18,0,564.0
2:19.0,D. White makes 3-pt jump shot from 26 ft (assist by J. Brown),21-18, ,,1,18,21,-3,581.0
2:04.0, ,21-20,J. Butler makes 2-pt layup at rim (assist by G. Vincent),,1,20,21,-1,596.0
1:51.0,J. Brown makes 2-pt layup from 2 ft,23-20, ,,1,20,23,-3,609.0
1:42.0, ,23-20,M. Strus misses 3-pt jump shot from 26 ft,,1,20,23,-3,618.0
1:39.0,Defensive rebound by D. White,23-20, ,,1,20,23,-3,621.0
1:25.0,J. Brown makes 3-pt jump shot from 28 ft,26-20, ,,1,20,26,-6,635.0
1:04.0, ,26-22,D. Dedmon makes 2-pt hook shot from 6 ft (assist by D. Robinson),,1,22,26,-4,656.0
0:50.0,Personal foul by G. Vincent (drawn by D. White),26-22, ,,1,22,26,-4,670.0
0:50.0,D. White makes free throw 1 of 2,27-22, ,,1,22,27,-5,670.0
0:50.0,J. Tatum enters the game for J. Brown,27-22, ,,1,22,27,-5,670.0
0:50.0, ,27-22,H. Highsmith enters the game for D. Dedmon,,1,22,27,-5,670.0
0:50.0,D. White makes free throw 2 of 2,28-22, ,,1,22,28,-6,670.0
0:43.0, ,28-22,Offensive foul by G. Vincent (drawn by S. Hauser),,1,22,28,-6,677.0
0:43.0, ,28-22,Turnover by G. Vincent (offensive foul),,1,22,28,-6,677.0
0:43.0,M. Brogdon enters the game for D. White,28-22, ,,1,22,28,-6,677.0
0:26.0,G. Williams misses 3-pt jump shot from 29 ft,28-22, ,,1,22,28,-6,694.0
0:24.0,Offensive rebound by N. Vonleh,28-22, ,,1,22,28,-6,696.0
0:23.0,N. Vonleh makes 2-pt dunk from 1 ft,30-22, ,,1,22,30,-8,697.0
0:10.0, ,30-22,M. Strus misses 2-pt layup at rim (block by N. Vonleh),,1,22,30,-8,710.0
0:06.0, ,30-22,Offensive rebound by D. Robinson,,1,22,30,-8,714.0
0:02.0, ,30-22,Personal foul by S. Hauser (drawn by D. Robinson),,1,22,30,-8,718.0
0:00.0, ,30-22,H. Highsmith misses 3-pt jump shot from 26 ft (block by G. Williams),,1,22,30,-8,720.0
0:00.0, ,30-22,Offensive rebound by Team,,1,22,30,-8,720.0
0:00.0,End of 1st quarter,30-22,,,1,22,30,-8,720.0
12:00.0,Start of 2nd quarter,30-22,,,2,22,30,-8,720.0
11:36.0,Turnover by Team (shot clock),30-22, ,,2,22,30,-8,744.0
11:19.0, ,30-22,G. Vincent misses 3-pt jump shot from 30 ft,,2,22,30,-8,761.0
11:17.0,Defensive rebound by Team,30-22, ,,2,22,30,-8,763.0
11:10.0,S. Hauser makes 3-pt jump shot from 23 ft (assist by G. Williams),33-22, ,,2,22,33,-11,770.0
10:55.0, ,33-22,M. Strus misses 3-pt jump shot from 30 ft,,2,22,33,-11,785.0
10:51.0, ,33-22,Offensive rebound by B. Adebayo,,2,22,33,-11,789.0
10:44.0, ,33-22,G. Vincent misses 2-pt jump shot from 15 ft,,2,22,33,-11,796.0
10:41.0, ,33-22,Offensive rebound by J. Butler,,2,22,33,-11,799.0
10:40.0, ,33-24,B. Adebayo makes 2-pt dunk from 1 ft,,2,24,33,-9,800.0
10:21.0,J. Tatum misses 2-pt layup from 2 ft,33-24, ,,2,24,33,-9,819.0
10:17.0,Offensive rebound by N. Vonleh,33-24, ,,2,24,33,-9,823.0
10:17.0,N. Vonleh makes 2-pt dunk from 1 ft,35-24, ,,2,24,35,-11,823.0
10:07.0, ,35-26,M. Strus makes 2-pt layup from 2 ft (assist by J. Butler),,2,26,35,-9,833.0
9:53.0,Turnover by M. Brogdon (lost ball; steal by J. Butler),35-26, ,,2,26,35,-9,847.0
9:49.0, ,35-28,J. Butler makes 2-pt layup from 1 ft,,2,28,35,-7,851.0
9:34.0,Offensive foul by N. Vonleh (drawn by J. Butler),35-28, ,,2,28,35,-7,866.0
9:34.0,Turnover by N. Vonleh (offensive foul),35-28, ,,2,28,35,-7,866.0
9:20.0, ,35-30,J. Butler makes 2-pt jump shot from 13 ft,,2,30,35,-5,880.0
9:07.0,J. Tatum makes 3-pt jump shot from 26 ft,38-30, ,,2,30,38,-8,893.0
8:52.0, ,38-30,Miami full timeout,,2,30,38,-8,908.0
8:52.0, ,38-30,T. Herro enters the game for D. Robinson,,2,30,38,-8,908.0
8:39.0, ,38-32,B. Adebayo makes 2-pt jump shot from 7 ft,,2,32,38,-6,921.0
8:27.0,M. Brogdon makes 3-pt jump shot from 28 ft,41-32, ,,2,32,41,-9,933.0
8:16.0, ,41-32,Personal foul by S. Hauser (drawn by M. Strus),,2,32,41,-9,944.0
8:16.0,J. Brown enters the game for S. Hauser,41-32, ,,2,32,41,-9,944.0
8:06.0, ,41-35,T. Herro makes 3-pt jump shot from 25 ft,,2,35,41,-6,954.0
7:49.0,G. Williams makes 2-pt jump shot from 1 ft (assist by J. Tatum),43-35, ,,2,35,43,-8,971.0
7:37.0, ,43-37,B. Adebayo makes 2-pt jump shot from 18 ft,,2,37,43,-6,983.0
7:26.0,Turnover by M. Brogdon (bad pass; steal by G. Vincent),43-37, ,,2,37,43,-6,994.0
7:20.0, ,43-37,T. Herro misses 2-pt jump shot from 14 ft,,2,37,43,-6,1000.0
7:16.0,Defensive rebound by N. Vonleh,43-37, ,,2,37,43,-6,1004.0
7:09.0,J. Tatum misses 3-pt jump shot from 25 ft,43-37, ,,2,37,43,-6,1011.0
7:05.0, ,43-37,Defensive rebound by M. Strus,,2,37,43,-6,1015.0
6:50.0, ,43-37,B. Adebayo misses 2-pt jump shot from 19 ft,,2,37,43,-6,1030.0
6:48.0,Defensive rebound by G. Williams,43-37, ,,2,37,43,-6,1032.0
6:38.0,G. Williams misses 3-pt jump shot from 23 ft,43-37, ,,2,37,43,-6,1042.0
6:35.0,Offensive rebound by N. Vonleh,43-37, ,,2,37,43,-6,1045.0
6:34.0,Personal foul by G. Vincent (drawn by J. Brown),43-37, ,,2,37,43,-6,1046.0
6:34.0,A. Horford enters the game for N. Vonleh,43-37, ,,2,37,43,-6,1046.0
6:34.0,M. Smart enters the game for G. Williams,43-37, ,,2,37,43,-6,1046.0
6:34.0, ,43-37,K. Lowry enters the game for J. Butler,,2,37,43,-6,1046.0
6:34.0, ,43-37,C. Martin enters the game for G. Vincent,,2,37,43,-6,1046.0
6:21.0,A. Horford makes 3-pt jump shot from 23 ft (assist by M. Brogdon),46-37, ,,2,37,46,-9,1059.0
6:03.0, ,46-39,T. Herro makes 2-pt jump shot from 6 ft (assist by B. Adebayo),,2,39,46,-7,1077.0
5:53.0,J. Tatum makes 2-pt layup from 3 ft,48-39, ,,2,39,48,-9,1087.0
5:38.0, ,48-42,K. Lowry makes 3-pt jump shot from 24 ft,,2,42,48,-6,1102.0
5:31.0,Turnover by M. Smart (bad pass),48-42, ,,2,42,48,-6,1109.0
5:31.0,D. White enters the game for J. Tatum,48-42, ,,2,42,48,-6,1109.0
5:07.0, ,48-42,K. Lowry misses 2-pt layup from 1 ft,,2,42,48,-6,1133.0
5:07.0, ,48-42,Offensive rebound by Team,,2,42,48,-6,1133.0
5:07.0, ,48-42,Turnover by Team (shot clock),,2,42,48,-6,1133.0
5:07.0, ,48-42,H. Highsmith enters the game for B. Adebayo,,2,42,48,-6,1133.0
4:53.0,D. White misses 3-pt jump shot from 26 ft,48-42, ,,2,42,48,-6,1147.0
4:49.0, ,48-42,Defensive rebound by C. Martin,,2,42,48,-6,1151.0
4:42.0, ,48-44,T. Herro makes 2-pt layup from 2 ft,,2,44,48,-4,1158.0
4:30.0,J. Brown makes 3-pt jump shot from 26 ft (assist by D. White),51-44, ,,2,44,51,-7,1170.0
4:18.0, ,51-44,H. Highsmith misses 3-pt jump shot from 26 ft,,2,44,51,-7,1182.0
4:15.0,Defensive rebound by J. Brown,51-44, ,,2,44,51,-7,1185.0
4:12.0,Shooting foul by C. Martin (drawn by J. Brown),51-44, ,,2,44,51,-7,1188.0
4:12.0,J. Brown makes free throw 1 of 2,52-44, ,,2,44,52,-8,1188.0
4:12.0,J. Brown makes free throw 2 of 2,53-44, ,,2,44,53,-9,1188.0
4:01.0, ,53-44,Shooting foul by D. White (drawn by T. Herro),,2,44,53,-9,1199.0
4:01.0, ,53-45,T. Herro makes free throw 1 of 2,,2,45,53,-8,1199.0
4:01.0,J. Tatum enters the game for M. Brogdon,53-45, ,,2,45,53,-8,1199.0
4:01.0, ,53-45,B. Adebayo enters the game for H. Highsmith,,2,45,53,-8,1199.0
4:01.0, ,53-46,T. Herro makes free throw 2 of 2,,2,46,53,-7,1199.0
3:38.0,M. Smart makes 2-pt jump shot from 7 ft,55-46, ,,2,46,55,-9,1222.0
3:22.0, ,55-46,C. Martin misses 2-pt layup from 2 ft (block by J. Brown),,2,46,55,-9,1238.0
3:22.0, ,55-46,Offensive rebound by Team,,2,46,55,-9,1238.0
3:22.0, ,55-46,J. Butler enters the game for M. Strus,,2,46,55,-9,1238.0
3:19.0, ,55-48,T. Herro makes 2-pt layup from 2 ft (assist by K. Lowry),,2,48,55,-7,1241.0
2:55.0,A. Horford misses 3-pt jump shot from 23 ft,55-48, ,,2,48,55,-7,1265.0
2:52.0, ,55-48,Defensive rebound by T. Herro,,2,48,55,-7,1268.0
2:43.0, ,55-50,T. Herro makes 2-pt jump shot from 10 ft,,2,50,55,-5,1277.0
2:22.0,J. Brown misses 2-pt jump shot from 5 ft,55-50, ,,2,50,55,-5,1298.0
2:20.0, ,55-50,Defensive rebound by J. Butler,,2,50,55,-5,1300.0
2:11.0, ,55-50,T. Herro misses 3-pt jump shot from 25 ft,,2,50,55,-5,1309.0
2:08.0,Defensive rebound by A. Horford,55-50, ,,2,50,55,-5,1312.0
2:05.0,Boston full timeout,55-50, ,,2,50,55,-5,1315.0
1:47.0,J. Tatum makes 2-pt dunk from 1 ft (assist by M. Smart),57-50, ,,2,50,57,-7,1333.0
1:17.0, ,57-50,K. Lowry misses 3-pt jump shot from 32 ft,,2,50,57,-7,1363.0
1:15.0,Defensive rebound by A. Horford,57-50, ,,2,50,57,-7,1365.0
1:06.0,J. Tatum misses 2-pt jump shot from 19 ft,57-50, ,,2,50,57,-7,1374.0
1:03.0, ,57-50,Defensive rebound by J. Butler,,2,50,57,-7,1377.0
1:03.0, ,57-50,Personal foul by J. Brown (drawn by B. Adebayo),,2,50,57,-7,1377.0
0:53.0, ,57-50,T. Herro misses 2-pt jump shot from 11 ft,,2,50,57,-7,1387.0
0:51.0,Defensive rebound by A. Horford,57-50, ,,2,50,57,-7,1389.0
0:40.0,M. Smart makes 2-pt jump shot from 3 ft,59-50, ,,2,50,59,-9,1400.0
0:33.0, ,59-50,Personal foul by D. White (drawn by K. Lowry),,2,50,59,-9,1407.0
0:33.0, ,59-51,K. Lowry makes free throw 1 of 2,,2,51,59,-8,1407.0
0:33.0, ,59-51,H. Highsmith enters the game for B. Adebayo,,2,51,59,-8,1407.0
0:33.0, ,59-51,K. Lowry misses free throw 2 of 2,,2,51,59,-8,1407.0
0:30.0,Defensive rebound by M. Smart,59-51, ,,2,51,59,-8,1410.0
0:27.0,D. White misses 2-pt layup from 3 ft (block by T. Herro),59-51, ,,2,51,59,-8,1413.0
0:24.0, ,59-51,Defensive rebound by H. Highsmith,,2,51,59,-8,1416.0
0:04.0, ,59-51,J. Butler misses 3-pt jump shot from 23 ft,,2,51,59,-8,1436.0
0:01.0,Defensive rebound by Team,59-51, ,,2,51,59,-8,1439.0
0:00.0,End of 2nd quarter,59-51,,,2,51,59,-8,1440.0
12:00.0,Start of 3rd quarter,59-51,,,3,51,59,-8,1440.0
11:45.0,Personal foul by T. Herro (drawn by M. Smart),59-51, ,,3,51,59,-8,1455.0
11:31.0,J. Brown makes 2-pt jump shot from 10 ft (assist by M. Smart),61-51, ,,3,51,61,-10,1469.0
11:17.0, ,61-51,Personal foul by J. Brown (drawn by J. Butler),,3,51,61,-10,1483.0
11:15.0, ,61-51,Offensive foul by B. Adebayo (drawn by J. Brown),,3,51,61,-10,1485.0
11:15.0, ,61-51,Turnover by B. Adebayo (offensive foul),,3,51,61,-10,1485.0
10:54.0,J. Brown makes 2-pt layup from 2 ft,63-51, ,,3,51,63,-12,1506.0
10:46.0, ,63-51,J. Butler misses 2-pt layup from 3 ft,,3,51,63,-12,1514.0
10:45.0, ,63-51,Offensive rebound by J. Butler,,3,51,63,-12,1515.0
10:40.0, ,63-53,T. Herro makes 2-pt jump shot from 2 ft,,3,53,63,-10,1520.0
10:40.0, ,63-53,Shooting foul by D. White (drawn by T. Herro),,3,53,63,-10,1520.0
10:40.0, ,63-54,T. Herro makes free throw 1 of 1,,3,54,63,-9,1520.0
10:23.0,J. Tatum misses 2-pt jump shot from 12 ft,63-54, ,,3,54,63,-9,1537.0
10:21.0, ,63-54,Defensive rebound by B. Adebayo,,3,54,63,-9,1539.0
10:15.0, ,63-56,C. Martin makes 2-pt jump shot from 22 ft (assist by K. Lowry),,3,56,63,-7,1545.0
9:54.0,D. White misses 3-pt jump shot from 23 ft,63-56, ,,3,56,63,-7,1566.0
9:52.0, ,63-56,Defensive rebound by T. Herro,,3,56,63,-7,1568.0
9:47.0, ,63-56,Personal foul by M. Smart (drawn by B. Adebayo),,3,56,63,-7,1573.0
9:36.0, ,63-59,T. Herro makes 3-pt jump shot from 31 ft (assist by J. Butler),,3,59,63,-4,1584.0
9:23.0,Turnover by A. Horford (bad pass; steal by K. Lowry),63-59, ,,3,59,63,-4,1597.0
9:18.0, ,63-59,C. Martin misses 2-pt dunk from 2 ft,,3,59,63,-4,1602.0
9:16.0, ,63-59,Offensive rebound by B. Adebayo,,3,59,63,-4,1604.0
9:10.0, ,63-59,Turnover by B. Adebayo (lost ball; steal by J. Tatum),,3,59,63,-4,1610.0
9:06.0,Shooting foul by K. Lowry (drawn by J. Tatum),63-59, ,,3,59,63,-4,1614.0
9:06.0,J. Tatum makes free throw 1 of 2,64-59, ,,3,59,64,-5,1614.0
9:06.0,J. Tatum makes free throw 2 of 2,65-59, ,,3,59,65,-6,1614.0
8:50.0, ,65-61,J. Butler makes 2-pt jump shot from 10 ft,,3,61,65,-4,1630.0
8:36.0,J. Tatum makes 2-pt layup from 2 ft,67-61, ,,3,61,67,-6,1644.0
8:26.0, ,67-61,Personal foul by D. White (drawn by J. Butler),,3,61,67,-6,1654.0
8:26.0,M. Brogdon enters the game for D. White,67-61, ,,3,61,67,-6,1654.0
8:15.0, ,67-61,T. Herro misses 2-pt jump shot from 16 ft,,3,61,67,-6,1665.0
8:11.0, ,67-61,Offensive rebound by B. Adebayo,,3,61,67,-6,1669.0
8:11.0, ,67-61,Personal foul by M. Brogdon (drawn by K. Lowry),,3,61,67,-6,1669.0
8:11.0, ,67-61,K. Lowry misses free throw 1 of 2,,3,61,67,-6,1669.0
8:11.0, ,67-61,Offensive rebound by Team,,3,61,67,-6,1669.0
8:11.0, ,67-62,K. Lowry makes free throw 2 of 2,,3,62,67,-5,1669.0
7:56.0,J. Brown makes 2-pt layup from 1 ft (assist by M. Brogdon),69-62, ,,3,62,69,-7,1684.0
7:33.0, ,69-62,T. Herro misses 3-pt jump shot from 23 ft,,3,62,69,-7,1707.0
7:33.0, ,69-62,Offensive rebound by Team,,3,62,69,-7,1707.0
7:33.0,Loose ball foul by M. Brogdon (drawn by B. Adebayo),69-62, ,,3,62,69,-7,1707.0
7:33.0, ,69-63,B. Adebayo makes free throw 1 of 2,,3,63,69,-6,1707.0
7:33.0, ,69-64,B. Adebayo makes free throw 2 of 2,,3,64,69,-5,1707.0
7:15.0,Offensive foul by A. Horford (drawn by K. Lowry),69-64, ,,3,64,69,-5,1725.0
7:15.0,Turnover by A. Horford (offensive foul),69-64, ,,3,64,69,-5,1725.0
6:55.0, ,69-67,K. Lowry makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,3,67,69,-2,1745.0
6:43.0,Turnover by M. Smart (bad pass; steal by C. Martin),69-67, ,,3,67,69,-2,1757.0
6:39.0, ,69-69,B. Adebayo makes 2-pt dunk from 2 ft (assist by K. Lowry),Tie,3,69,69,0,1761.0
6:39.0,Boston full timeout,69-69, ,,3,69,69,0,1761.0
6:19.0,Turnover by M. Smart (bad pass; steal by K. Lowry),69-69, ,,3,69,69,0,1781.0
6:03.0, ,69-69,Shooting foul by M. Smart (drawn by K. Lowry),,3,69,69,0,1797.0
6:03.0, ,69-70,K. Lowry makes free throw 1 of 2,Lead change,3,70,69,1,1797.0
6:03.0, ,69-71,K. Lowry makes free throw 2 of 2,,3,71,69,2,1797.0
5:47.0,J. Brown misses 2-pt layup from 2 ft (block by K. Lowry),69-71, ,,3,71,69,2,1813.0
5:43.0,Offensive rebound by J. Brown,69-71, ,,3,71,69,2,1817.0
5:42.0,J. Brown misses 2-pt layup from 4 ft,69-71, ,,3,71,69,2,1818.0
5:40.0, ,69-71,Defensive rebound by C. Martin,,3,71,69,2,1820.0
5:39.0, ,69-71,C. Martin misses 2-pt jump shot from 5 ft (block by J. Tatum),,3,71,69,2,1821.0
5:39.0,Defensive rebound by Team,69-71, ,,3,71,69,2,1821.0
5:39.0, ,69-71,Loose ball foul by C. Martin (drawn by A. Horford),,3,71,69,2,1821.0
5:39.0, ,69-71,M. Strus enters the game for J. Butler,,3,71,69,2,1821.0
5:24.0,M. Brogdon misses 3-pt jump shot from 25 ft,69-71, ,,3,71,69,2,1836.0
5:21.0,Offensive rebound by J. Tatum,69-71, ,,3,71,69,2,1839.0
5:21.0,Turnover by J. Brown (step out of bounds),69-71, ,,3,71,69,2,1839.0
5:12.0, ,69-71,Offensive foul by B. Adebayo (drawn by M. Smart),,3,71,69,2,1848.0
5:12.0, ,69-71,Turnover by B. Adebayo (offensive foul),,3,71,69,2,1848.0
5:12.0, ,69-71,Technical foul by B. Adebayo,,3,71,69,2,1848.0
5:12.0,J. Tatum makes technical free throw,70-71, ,,3,71,70,1,1848.0
5:12.0, ,70-71,D. Dedmon enters the game for B. Adebayo,,3,71,70,1,1848.0
4:57.0,J. Tatum makes 2-pt hook shot from 5 ft,72-71, ,Lead change,3,71,72,-1,1863.0
4:38.0, ,72-71,K. Lowry misses 3-pt jump shot from 26 ft,,3,71,72,-1,1882.0
4:36.0,Defensive rebound by M. Brogdon,72-71, ,,3,71,72,-1,1884.0
4:25.0,J. Tatum makes 3-pt jump shot from 27 ft,75-71, ,,3,71,75,-4,1895.0
4:25.0, ,75-71,Miami full timeout,,3,71,75,-4,1895.0
4:25.0,N. Vonleh enters the game for A. Horford,75-71, ,,3,71,75,-4,1895.0
4:04.0, ,75-71,T. Herro misses 3-pt jump shot from 27 ft,,3,71,75,-4,1916.0
4:00.0,Defensive rebound by J. Tatum,75-71, ,,3,71,75,-4,1920.0
3:52.0,J. Brown makes 2-pt jump shot from 13 ft (assist by M. Smart),77-71, ,,3,71,77,-6,1928.0
3:41.0, ,77-71,Personal foul by N. Vonleh (drawn by K. Lowry),,3,71,77,-6,1939.0
3:41.0, ,77-72,K. Lowry makes free throw 1 of 2,,3,72,77,-5,1939.0
3:41.0,G. Williams enters the game for J. Brown,77-72, ,,3,72,77,-5,1939.0
3:41.0, ,77-72,J. Butler enters the game for T. Herro,,3,72,77,-5,1939.0
3:41.0, ,77-72,G. Vincent enters the game for C. Martin,,3,72,77,-5,1939.0
3:41.0, ,77-73,K. Lowry makes free throw 2 of 2,,3,73,77,-4,1939.0
3:27.0,J. Tatum misses 3-pt jump shot from 23 ft,77-73, ,,3,73,77,-4,1953.0
3:25.0, ,77-73,Defensive rebound by J. Butler,,3,73,77,-4,1955.0
3:18.0, ,77-73,D. Dedmon misses 3-pt jump shot from 26 ft,,3,73,77,-4,1962.0
3:15.0,Defensive rebound by G. Williams,77-73, ,,3,73,77,-4,1965.0
3:09.0,M. Brogdon misses 2-pt jump shot from 5 ft,77-73, ,,3,73,77,-4,1971.0
