Time,Miami,Score,Denver,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:30.0,M. Strus misses 2-pt layup from 4 ft,8-13, ,,1,8,13,-5,390.0
5:28.0,Offensive rebound by B. Adebayo,8-13, ,,1,8,13,-5,392.0
5:28.0,B. Adebayo makes 2-pt layup from 1 ft,10-13, ,,1,10,13,-3,392.0
5:10.0, ,10-15,M. Porter makes 2-pt jump shot from 21 ft (assist by B. Brown),,1,10,15,-5,410.0
4:43.0,B. Adebayo misses 2-pt jump shot from 18 ft,10-15, ,,1,10,15,-5,437.0
4:40.0, ,10-15,Defensive rebound by B. Brown,,1,10,15,-5,440.0
4:33.0, ,10-15,Turnover by A. Gordon (bad pass; steal by B. Adebayo),,1,10,15,-5,447.0
4:29.0,T. Herro misses 3-pt jump shot from 27 ft,10-15, ,,1,10,15,-5,451.0
4:25.0,Offensive rebound by K. Lowry,10-15, ,,1,10,15,-5,455.0
4:18.0,B. Adebayo misses 2-pt jump shot from 11 ft,10-15, ,,1,10,15,-5,462.0
4:14.0,Offensive rebound by M. Strus,10-15, ,,1,10,15,-5,466.0
4:11.0,Turnover by K. Lowry (step out of bounds),10-15, ,,1,10,15,-5,469.0
4:11.0, ,10-15,Denver full timeout,,1,10,15,-5,469.0
4:11.0,O. Robinson enters the game for B. Adebayo,10-15, ,,1,10,15,-5,469.0
4:11.0, ,10-15,V. Čančar enters the game for K. Caldwell-Pope,,1,10,15,-5,469.0
4:11.0, ,10-15,B. Hyland enters the game for A. Gordon,,1,10,15,-5,469.0
4:11.0, ,10-15,J. Murray enters the game for M. Porter,,1,10,15,-5,469.0
3:51.0, ,10-18,B. Brown makes 3-pt jump shot from 26 ft (assist by B. Hyland),,1,10,18,-8,489.0
3:33.0,K. Lowry misses 3-pt jump shot from 26 ft,10-18, ,,1,10,18,-8,507.0
3:31.0,Offensive rebound by H. Highsmith,10-18, ,,1,10,18,-8,509.0
3:31.0,Turnover by H. Highsmith (traveling),10-18, ,,1,10,18,-8,509.0
3:16.0, ,10-18,B. Brown misses 3-pt jump shot from 26 ft,,1,10,18,-8,524.0
3:12.0,Defensive rebound by M. Strus,10-18, ,,1,10,18,-8,528.0
2:53.0,H. Highsmith makes 2-pt jump shot from 5 ft,12-18, ,,1,12,18,-6,547.0
2:32.0, ,12-20,B. Brown makes 2-pt jump shot from 13 ft,,1,12,20,-8,568.0
2:19.0,M. Strus makes 3-pt jump shot from 25 ft (assist by K. Lowry),15-20, ,,1,15,20,-5,581.0
2:05.0, ,15-20,Turnover by J. Murray (traveling),,1,15,20,-5,595.0
2:05.0,J. Butler enters the game for T. Herro,15-20, ,,1,15,20,-5,595.0
2:05.0,D. Robinson enters the game for H. Highsmith,15-20, ,,1,15,20,-5,595.0
2:05.0,G. Vincent enters the game for K. Lowry,15-20, ,,1,15,20,-5,595.0
2:05.0, ,15-20,D. Jordan enters the game for N. Jokić,,1,15,20,-5,595.0
1:52.0,M. Strus misses 2-pt jump shot from 5 ft,15-20, ,,1,15,20,-5,608.0
1:51.0, ,15-20,Defensive rebound by Team,,1,15,20,-5,609.0
1:37.0, ,15-20,Turnover by B. Hyland (bad pass; steal by J. Butler),,1,15,20,-5,623.0
1:32.0,Shooting foul by D. Jordan (drawn by J. Butler),15-20, ,,1,15,20,-5,628.0
1:32.0,J. Butler makes free throw 1 of 2,16-20, ,,1,16,20,-4,628.0
1:32.0,J. Butler makes free throw 2 of 2,17-20, ,,1,17,20,-3,628.0
1:18.0, ,17-23,B. Brown makes 3-pt jump shot from 23 ft (assist by V. Čančar),,1,17,23,-6,642.0
1:05.0,J. Butler misses 2-pt jump shot from 7 ft,17-23, ,,1,17,23,-6,655.0
1:03.0,Offensive rebound by J. Butler,17-23, ,,1,17,23,-6,657.0
0:59.0,J. Butler misses 2-pt jump shot from 6 ft,17-23, ,,1,17,23,-6,661.0
0:59.0,Offensive rebound by Team,17-23, ,,1,17,23,-6,661.0
0:59.0, ,17-23,Loose ball foul by B. Brown (drawn by O. Robinson),,1,17,23,-6,661.0
0:59.0,O. Robinson makes free throw 1 of 2,18-23, ,,1,18,23,-5,661.0
0:59.0,O. Robinson makes free throw 2 of 2,19-23, ,,1,19,23,-4,661.0
0:41.0, ,19-23,Turnover by J. Murray (traveling),,1,19,23,-4,679.0
0:41.0, ,19-23,A. Gordon enters the game for V. Čančar,,1,19,23,-4,679.0
0:34.0,M. Strus misses 3-pt jump shot from 27 ft,19-23, ,,1,19,23,-4,686.0
0:31.0, ,19-23,Defensive rebound by D. Jordan,,1,19,23,-4,689.0
0:13.0, ,19-23,B. Hyland misses 3-pt jump shot from 23 ft,,1,19,23,-4,707.0
0:09.0,Defensive rebound by O. Robinson,19-23, ,,1,19,23,-4,711.0
0:02.0,G. Vincent misses 3-pt jump shot from 28 ft,19-23, ,,1,19,23,-4,718.0
0:02.0, ,19-23,Defensive rebound by J. Murray,,1,19,23,-4,718.0
0:00.0,End of 1st quarter,19-23,,,1,19,23,-4,720.0
12:00.0,Start of 2nd quarter,19-23,,,2,19,23,-4,720.0
11:39.0,D. Robinson makes 3-pt jump shot from 23 ft (assist by J. Butler),22-23, ,,2,22,23,-1,741.0
11:19.0, ,22-23,A. Gordon misses 2-pt hook shot from 7 ft,,2,22,23,-1,761.0
11:17.0,Defensive rebound by O. Robinson,22-23, ,,2,22,23,-1,763.0
11:13.0,D. Robinson makes 3-pt jump shot from 25 ft (assist by J. Butler),25-23, ,Lead change,2,25,23,2,767.0
10:46.0, ,25-26,B. Hyland makes 3-pt jump shot from 26 ft,Lead change,2,25,26,-1,794.0
10:41.0, ,25-26,Technical foul by A. Gordon,,2,25,26,-1,799.0
10:41.0,J. Butler misses technical free throw,25-26, ,,2,25,26,-1,799.0
10:41.0,Offensive rebound by Team,25-26, ,,2,25,26,-1,799.0
10:31.0,G. Vincent makes 3-pt jump shot from 27 ft (assist by J. Butler),28-26, ,Lead change,2,28,26,2,809.0
10:16.0, ,28-28,D. Jordan makes 2-pt dunk from 1 ft (assist by J. Murray),Tie,2,28,28,0,824.0
10:00.0,J. Butler makes 2-pt jump shot from 11 ft,30-28, ,,2,30,28,2,840.0
9:49.0, ,30-31,B. Hyland makes 3-pt jump shot from 27 ft,Lead change,2,30,31,-1,851.0
9:32.0,O. Robinson misses 2-pt jump shot from 6 ft,30-31, ,,2,30,31,-1,868.0
9:30.0, ,30-31,Defensive rebound by D. Jordan,,2,30,31,-1,870.0
9:24.0, ,30-34,B. Hyland makes 3-pt jump shot from 30 ft (assist by J. Murray),,2,30,34,-4,876.0
9:22.0,Miami full timeout,30-34, ,,2,30,34,-4,878.0
9:01.0,Shooting foul by D. Jordan (drawn by O. Robinson),30-34, ,,2,30,34,-4,899.0
9:01.0,O. Robinson makes free throw 1 of 2,31-34, ,,2,31,34,-3,899.0
9:01.0,O. Robinson makes free throw 2 of 2,32-34, ,,2,32,34,-2,899.0
8:43.0, ,32-34,Turnover by B. Hyland (bad pass; steal by D. Robinson),,2,32,34,-2,917.0
8:39.0,M. Strus makes 2-pt dunk from 2 ft,34-34, ,Tie,2,34,34,0,921.0
8:20.0, ,34-34,Shooting foul by G. Vincent (drawn by A. Gordon),,2,34,34,0,940.0
8:20.0, ,34-34,A. Gordon misses free throw 1 of 2,,2,34,34,0,940.0
8:20.0, ,34-34,Offensive rebound by Team,,2,34,34,0,940.0
8:20.0, ,34-34,K. Caldwell-Pope enters the game for J. Murray,,2,34,34,0,940.0
8:20.0, ,34-35,A. Gordon makes free throw 2 of 2,,2,34,35,-1,940.0
8:02.0,G. Vincent misses 3-pt jump shot from 23 ft,34-35, ,,2,34,35,-1,958.0
7:59.0,Offensive rebound by O. Robinson,34-35, ,,2,34,35,-1,961.0
7:58.0,O. Robinson makes 2-pt hook shot from 5 ft,36-35, ,Lead change,2,36,35,1,962.0
7:46.0, ,36-38,B. Hyland makes 3-pt jump shot from 30 ft,Lead change,2,36,38,-2,974.0
7:30.0,Shooting foul by A. Gordon (drawn by J. Butler),36-38, ,,2,36,38,-2,990.0
7:30.0,J. Butler makes free throw 1 of 2,37-38, ,,2,37,38,-1,990.0
7:30.0,B. Adebayo enters the game for O. Robinson,37-38, ,,2,37,38,-1,990.0
7:30.0, ,37-38,N. Jokić enters the game for B. Brown,,2,37,38,-1,990.0
7:30.0, ,37-38,M. Porter enters the game for D. Jordan,,2,37,38,-1,990.0
7:30.0,J. Butler makes free throw 2 of 2,38-38, ,Tie,2,38,38,0,990.0
7:09.0, ,38-38,N. Jokić misses 2-pt jump shot from 13 ft,,2,38,38,0,1011.0
7:06.0, ,38-38,Offensive rebound by A. Gordon,,2,38,38,0,1014.0
7:03.0, ,38-38,N. Jokić misses 2-pt layup from 6 ft (block by B. Adebayo),,2,38,38,0,1017.0
7:03.0, ,38-38,Offensive rebound by Team,,2,38,38,0,1017.0
6:58.0, ,38-40,A. Gordon makes 2-pt dunk from 2 ft (assist by N. Jokić),,2,38,40,-2,1022.0
6:44.0,Shooting foul by M. Porter (drawn by B. Adebayo),38-40, ,,2,38,40,-2,1036.0
6:44.0,B. Adebayo makes free throw 1 of 2,39-40, ,,2,39,40,-1,1036.0
6:44.0,T. Herro enters the game for J. Butler,39-40, ,,2,39,40,-1,1036.0
6:44.0,H. Highsmith enters the game for M. Strus,39-40, ,,2,39,40,-1,1036.0
6:44.0,K. Lowry enters the game for G. Vincent,39-40, ,,2,39,40,-1,1036.0
6:44.0, ,39-40,V. Čančar enters the game for A. Gordon,,2,39,40,-1,1036.0
6:44.0,B. Adebayo makes free throw 2 of 2,40-40, ,Tie,2,40,40,0,1036.0
6:25.0, ,40-42,V. Čančar makes 2-pt hook shot from 4 ft (assist by B. Hyland),,2,40,42,-2,1055.0
6:12.0,B. Adebayo makes 2-pt jump shot from 8 ft (assist by D. Robinson),42-42, ,Tie,2,42,42,0,1068.0
5:57.0, ,42-42,Personal foul by B. Adebayo (drawn by N. Jokić),,2,42,42,0,1083.0
5:50.0, ,42-45,V. Čančar makes 3-pt jump shot from 23 ft (assist by M. Porter),,2,42,45,-3,1090.0
5:34.0,H. Highsmith makes 2-pt jump shot from 21 ft (assist by T. Herro),44-45, ,,2,44,45,-1,1106.0
5:18.0, ,44-47,M. Porter makes 2-pt layup from 3 ft (assist by N. Jokić),,2,44,47,-3,1122.0
5:04.0,Turnover by T. Herro (bad pass; steal by M. Porter),44-47, ,,2,44,47,-3,1136.0
5:01.0, ,44-49,V. Čančar makes 2-pt dunk at rim (assist by M. Porter),,2,44,49,-5,1139.0
4:39.0,Shooting foul by V. Čančar (drawn by B. Adebayo),44-49, ,,2,44,49,-5,1161.0
4:39.0,B. Adebayo misses free throw 1 of 2,44-49, ,,2,44,49,-5,1161.0
4:39.0,Offensive rebound by Team,44-49, ,,2,44,49,-5,1161.0
4:39.0,B. Adebayo makes free throw 2 of 2,45-49, ,,2,45,49,-4,1161.0
4:19.0, ,45-49,Turnover by B. Hyland (bad pass; steal by T. Herro),,2,45,49,-4,1181.0
4:13.0,D. Robinson misses 3-pt jump shot from 28 ft,45-49, ,,2,45,49,-4,1187.0
4:10.0, ,45-49,Defensive rebound by K. Caldwell-Pope,,2,45,49,-4,1190.0
4:03.0, ,45-51,M. Porter makes 2-pt jump shot from 20 ft,,2,45,51,-6,1197.0
3:50.0,T. Herro misses 2-pt layup from 3 ft,45-51, ,,2,45,51,-6,1210.0
3:49.0, ,45-51,Defensive rebound by M. Porter,,2,45,51,-6,1211.0
3:44.0, ,45-51,Shooting foul by D. Robinson (drawn by M. Porter),,2,45,51,-6,1216.0
3:44.0, ,45-51,M. Porter misses free throw 1 of 2,,2,45,51,-6,1216.0
3:44.0, ,45-51,Offensive rebound by Team,,2,45,51,-6,1216.0
3:44.0,J. Butler enters the game for H. Highsmith,45-51, ,,2,45,51,-6,1216.0
3:44.0, ,45-51,A. Gordon enters the game for V. Čančar,,2,45,51,-6,1216.0
3:44.0, ,45-51,J. Murray enters the game for B. Hyland,,2,45,51,-6,1216.0
3:44.0, ,45-52,M. Porter makes free throw 2 of 2,,2,45,52,-7,1216.0
3:25.0,D. Robinson misses 3-pt jump shot from 25 ft,45-52, ,,2,45,52,-7,1235.0
3:22.0, ,45-52,Defensive rebound by K. Caldwell-Pope,,2,45,52,-7,1238.0
3:15.0, ,45-52,Turnover by K. Caldwell-Pope (bad pass; steal by B. Adebayo),,2,45,52,-7,1245.0
3:11.0,D. Robinson misses 3-pt jump shot from 25 ft,45-52, ,,2,45,52,-7,1249.0
3:07.0, ,45-52,Defensive rebound by M. Porter,,2,45,52,-7,1253.0
2:49.0, ,45-52,J. Murray misses 3-pt jump shot from 26 ft,,2,45,52,-7,1271.0
2:46.0,Defensive rebound by Team,45-52, ,,2,45,52,-7,1274.0
2:46.0, ,45-52,Denver full timeout,,2,45,52,-7,1274.0
2:46.0,M. Strus enters the game for D. Robinson,45-52, ,,2,45,52,-7,1274.0
2:25.0,M. Strus makes 2-pt layup from 3 ft (assist by J. Butler),47-52, ,,2,47,52,-5,1295.0
2:09.0, ,47-54,K. Caldwell-Pope makes 2-pt jump shot from 19 ft (assist by N. Jokić),,2,47,54,-7,1311.0
1:43.0,M. Strus makes 3-pt jump shot from 23 ft (assist by K. Lowry),50-54, ,,2,50,54,-4,1337.0
1:27.0, ,50-56,A. Gordon makes 2-pt layup from 2 ft (assist by N. Jokić),,2,50,56,-6,1353.0
1:15.0,B. Adebayo makes 2-pt jump shot from 6 ft (assist by J. Butler),52-56, ,,2,52,56,-4,1365.0
1:02.0, ,52-58,K. Caldwell-Pope makes 2-pt jump shot from 18 ft,,2,52,58,-6,1378.0
0:49.0,M. Strus makes 3-pt jump shot from 25 ft (assist by B. Adebayo),55-58, ,,2,55,58,-3,1391.0
0:34.0, ,55-58,N. Jokić misses 2-pt jump shot from 5 ft,,2,55,58,-3,1406.0
0:34.0,Defensive rebound by J. Butler,55-58, ,,2,55,58,-3,1406.0
0:29.0,J. Butler makes 2-pt layup from 5 ft,57-58, ,,2,57,58,-1,1411.0
0:05.0, ,57-60,J. Murray makes 2-pt jump shot from 12 ft,,2,57,60,-3,1435.0
0:00.0,K. Lowry misses 2-pt jump shot from 16 ft,57-60, ,,2,57,60,-3,1440.0
0:00.0,Offensive rebound by Team,57-60, ,,2,57,60,-3,1440.0
0:00.0,End of 2nd quarter,57-60,,,2,57,60,-3,1440.0
12:00.0,Start of 3rd quarter,57-60,,,3,57,60,-3,1440.0
11:43.0,B. Adebayo makes 2-pt jump shot from 6 ft (assist by T. Herro),59-60, ,,3,59,60,-1,1457.0
11:43.0,Shooting foul by J. Murray (drawn by B. Adebayo),59-60, ,,3,59,60,-1,1457.0
11:43.0,B. Adebayo makes free throw 1 of 1,60-60, ,Tie,3,60,60,0,1457.0
11:29.0, ,60-60,J. Murray misses 3-pt jump shot from 26 ft,,3,60,60,0,1471.0
11:26.0,Defensive rebound by J. Butler,60-60, ,,3,60,60,0,1474.0
11:18.0,T. Herro makes 3-pt jump shot from 23 ft (assist by J. Butler),63-60, ,Lead change,3,63,60,3,1482.0
11:03.0, ,63-60,M. Porter misses 2-pt jump shot from 18 ft,,3,63,60,3,1497.0
11:01.0,Defensive rebound by T. Herro,63-60, ,,3,63,60,3,1499.0
10:45.0,J. Butler misses 2-pt jump shot from 9 ft,63-60, ,,3,63,60,3,1515.0
10:42.0, ,63-60,Defensive rebound by M. Porter,,3,63,60,3,1518.0
10:37.0, ,63-60,Personal foul by H. Highsmith (drawn by M. Porter),,3,63,60,3,1523.0
10:29.0, ,63-60,Turnover by K. Caldwell-Pope (bad pass),,3,63,60,3,1531.0
10:16.0,K. Lowry misses 3-pt jump shot from 23 ft,63-60, ,,3,63,60,3,1544.0
10:13.0, ,63-60,Defensive rebound by N. Jokić,,3,63,60,3,1547.0
10:04.0, ,63-60,Turnover by N. Jokić (bad pass; steal by J. Butler),,3,63,60,3,1556.0
10:00.0,T. Herro makes 3-pt jump shot from 25 ft (assist by J. Butler),66-60, ,,3,66,60,6,1560.0
9:58.0, ,66-60,Denver full timeout,,3,66,60,6,1562.0
9:42.0, ,66-60,Turnover by J. Murray (bad pass; steal by B. Adebayo),,3,66,60,6,1578.0
9:29.0,J. Butler misses 2-pt jump shot from 5 ft,66-60, ,,3,66,60,6,1591.0
9:29.0, ,66-60,Defensive rebound by Team,,3,66,60,6,1591.0
9:16.0, ,66-62,A. Gordon makes 2-pt dunk from 1 ft (assist by K. Caldwell-Pope),,3,66,62,4,1604.0
8:58.0,B. Adebayo makes 2-pt jump shot from 11 ft (assist by J. Butler),68-62, ,,3,68,62,6,1622.0
8:45.0, ,68-65,N. Jokić makes 3-pt jump shot from 25 ft (assist by A. Gordon),,3,68,65,3,1635.0
8:31.0,B. Adebayo misses 2-pt jump shot from 8 ft,68-65, ,,3,68,65,3,1649.0
8:29.0, ,68-65,Defensive rebound by N. Jokić,,3,68,65,3,1651.0
8:23.0, ,68-65,J. Murray misses 2-pt layup from 2 ft,,3,68,65,3,1657.0
8:20.0, ,68-65,Offensive rebound by M. Porter,,3,68,65,3,1660.0
8:20.0, ,68-65,M. Porter misses 2-pt layup at rim (block by B. Adebayo),,3,68,65,3,1660.0
8:20.0,Defensive rebound by T. Herro,68-65, ,,3,68,65,3,1660.0
7:57.0,J. Butler misses 2-pt jump shot from 17 ft,68-65, ,,3,68,65,3,1683.0
7:55.0,Offensive rebound by B. Adebayo,68-65, ,,3,68,65,3,1685.0
7:55.0,Shooting foul by J. Murray (drawn by B. Adebayo),68-65, ,,3,68,65,3,1685.0
7:55.0,B. Adebayo makes free throw 1 of 2,69-65, ,,3,69,65,4,1685.0
7:55.0,B. Adebayo makes free throw 2 of 2,70-65, ,,3,70,65,5,1685.0
7:45.0, ,70-67,N. Jokić makes 2-pt hook shot from 6 ft (assist by J. Murray),,3,70,67,3,1695.0
7:36.0,T. Herro makes 2-pt jump shot from 19 ft,72-67, ,,3,72,67,5,1704.0
7:27.0, ,72-67,Turnover by N. Jokić (bad pass; steal by J. Butler),,3,72,67,5,1713.0
7:21.0,Shooting foul by N. Jokić (drawn by B. Adebayo),72-67, ,,3,72,67,5,1719.0
7:21.0,B. Adebayo makes free throw 1 of 2,73-67, ,,3,73,67,6,1719.0
7:21.0,B. Adebayo makes free throw 2 of 2,74-67, ,,3,74,67,7,1719.0
7:08.0, ,74-67,N. Jokić misses 2-pt jump shot from 4 ft,,3,74,67,7,1732.0
7:07.0, ,74-67,Offensive rebound by N. Jokić,,3,74,67,7,1733.0
7:07.0, ,74-67,N. Jokić misses 2-pt layup from 2 ft,,3,74,67,7,1733.0
7:06.0,Defensive rebound by K. Lowry,74-67, ,,3,74,67,7,1734.0
6:59.0,T. Herro misses 3-pt jump shot from 25 ft,74-67, ,,3,74,67,7,1741.0
6:56.0, ,74-67,Defensive rebound by N. Jokić,,3,74,67,7,1744.0
6:52.0, ,74-70,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by N. Jokić),,3,74,70,4,1748.0
6:43.0,Offensive foul by B. Adebayo (drawn by A. Gordon),74-70, ,,3,74,70,4,1757.0
6:43.0,Turnover by B. Adebayo (offensive foul),74-70, ,,3,74,70,4,1757.0
6:43.0,M. Strus enters the game for J. Butler,74-70, ,,3,74,70,4,1757.0
6:26.0, ,74-70,N. Jokić misses 3-pt jump shot from 25 ft,,3,74,70,4,1774.0
6:22.0,Defensive rebound by H. Highsmith,74-70, ,,3,74,70,4,1778.0
6:15.0,T. Herro makes 3-pt jump shot from 26 ft,77-70, ,,3,77,70,7,1785.0
6:04.0, ,77-70,A. Gordon misses 2-pt layup from 3 ft,,3,77,70,7,1796.0
6:03.0,Defensive rebound by T. Herro,77-70, ,,3,77,70,7,1797.0
5:55.0,Turnover by H. Highsmith (bad pass; steal by A. Gordon),77-70, ,,3,77,70,7,1805.0
5:52.0, ,77-70,M. Porter misses 3-pt jump shot from 26 ft,,3,77,70,7,1808.0
5:49.0,Defensive rebound by M. Strus,77-70, ,,3,77,70,7,1811.0
5:42.0,H. Highsmith misses 3-pt jump shot from 25 ft,77-70, ,,3,77,70,7,1818.0
5:40.0, ,77-70,Defensive rebound by A. Gordon,,3,77,70,7,1820.0
5:33.0, ,77-70,Offensive foul by N. Jokić (drawn by B. Adebayo),,3,77,70,7,1827.0
5:33.0, ,77-70,Turnover by N. Jokić (offensive foul),,3,77,70,7,1827.0
5:33.0, ,77-70,B. Brown enters the game for A. Gordon,,3,77,70,7,1827.0
5:33.0, ,77-70,V. Čančar enters the game for J. Murray,,3,77,70,7,1827.0
5:24.0,M. Strus misses 3-pt jump shot from 26 ft,77-70, ,,3,77,70,7,1836.0
5:22.0, ,77-70,Defensive rebound by B. Brown,,3,77,70,7,1838.0
5:12.0, ,77-70,Shooting foul by H. Highsmith (drawn by M. Porter),,3,77,70,7,1848.0
5:12.0, ,77-71,M. Porter makes free throw 1 of 2,,3,77,71,6,1848.0
5:12.0, ,77-71,M. Porter misses free throw 2 of 2,,3,77,71,6,1848.0
5:07.0,Defensive rebound by B. Adebayo,77-71, ,,3,77,71,6,1853.0
4:59.0,T. Herro makes 2-pt jump shot from 8 ft,79-71, ,,3,79,71,8,1861.0
4:59.0,Shooting foul by K. Caldwell-Pope (drawn by T. Herro),79-71, ,,3,79,71,8,1861.0
4:59.0, ,79-71,C. Braun enters the game for M. Porter,,3,79,71,8,1861.0
4:59.0,T. Herro makes free throw 1 of 1,80-71, ,,3,80,71,9,1861.0
4:46.0, ,80-74,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by N. Jokić),,3,80,74,6,1874.0
4:34.0,Turnover by B. Adebayo (lost ball; steal by N. Jokić),80-74, ,,3,80,74,6,1886.0
4:27.0, ,80-74,Turnover by B. Brown (lost ball; steal by K. Lowry),,3,80,74,6,1893.0
4:20.0,M. Strus makes 2-pt layup from 3 ft (assist by K. Lowry),82-74, ,,3,82,74,8,1900.0
