Time,Chicago,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
8:18.0,N. Vučević misses 3-pt jump shot from 25 ft,4-13, ,,1,13,4,9,222.0
8:15.0, ,4-13,Defensive rebound by B. Adebayo,,1,13,4,9,225.0
8:06.0, ,4-13,B. Adebayo misses 2-pt jump shot from 10 ft,,1,13,4,9,234.0
8:04.0,Defensive rebound by N. Vučević,4-13, ,,1,13,4,9,236.0
8:01.0,A. Dosunmu misses 2-pt layup from 3 ft (block by B. Adebayo),4-13, ,,1,13,4,9,239.0
8:01.0,Offensive rebound by N. Vučević,4-13, ,,1,13,4,9,239.0
7:54.0,A. Caruso misses 3-pt jump shot from 24 ft,4-13, ,,1,13,4,9,246.0
7:53.0,Offensive rebound by N. Vučević,4-13, ,,1,13,4,9,247.0
7:53.0,Shooting foul by T. Herro (drawn by N. Vučević),4-13, ,,1,13,4,9,247.0
7:53.0,N. Vučević makes free throw 1 of 2,5-13, ,,1,13,5,8,247.0
7:53.0,N. Vučević makes free throw 2 of 2,6-13, ,,1,13,6,7,247.0
7:42.0, ,6-13,Turnover by B. Adebayo (bad pass),,1,13,6,7,258.0
7:30.0,Shooting foul by K. Lowry (drawn by D. DeRozan),6-13, ,,1,13,6,7,270.0
7:30.0,D. DeRozan makes free throw 1 of 2,7-13, ,,1,13,7,6,270.0
7:30.0,J. Green enters the game for A. Caruso,7-13, ,,1,13,7,6,270.0
7:30.0,C. White enters the game for P. Williams,7-13, ,,1,13,7,6,270.0
7:30.0,D. DeRozan makes free throw 2 of 2,8-13, ,,1,13,8,5,270.0
7:16.0, ,8-16,T. Herro makes 3-pt jump shot from 26 ft (assist by C. Martin),,1,16,8,8,284.0
6:58.0,N. Vučević makes 2-pt dunk from 1 ft (assist by J. Green),10-16, ,,1,16,10,6,302.0
6:40.0, ,10-16,Personal foul by J. Green (drawn by J. Butler),,1,16,10,6,320.0
6:40.0, ,10-16,Miami full timeout,,1,16,10,6,320.0
6:32.0, ,10-16,B. Adebayo misses 2-pt jump shot from 9 ft,,1,16,10,6,328.0
6:30.0,Defensive rebound by D. DeRozan,10-16, ,,1,16,10,6,330.0
6:18.0,C. White misses 2-pt jump shot from 19 ft,10-16, ,,1,16,10,6,342.0
6:15.0, ,10-16,Defensive rebound by T. Herro,,1,16,10,6,345.0
6:05.0, ,10-16,B. Adebayo misses 2-pt hook shot from 7 ft,,1,16,10,6,355.0
6:00.0,Defensive rebound by J. Green,10-16, ,,1,16,10,6,360.0
5:57.0,N. Vučević misses 3-pt jump shot from 27 ft,10-16, ,,1,16,10,6,363.0
5:57.0, ,10-16,Defensive rebound by J. Butler,,1,16,10,6,363.0
5:43.0, ,10-18,C. Martin makes 2-pt dunk from 1 ft (assist by B. Adebayo),,1,18,10,8,377.0
5:29.0,J. Green makes 2-pt layup from 2 ft (assist by A. Dosunmu),12-18, ,,1,18,12,6,391.0
5:06.0, ,12-21,C. Martin makes 3-pt jump shot from 27 ft (assist by K. Lowry),,1,21,12,9,414.0
4:50.0,D. DeRozan makes 2-pt jump shot from 18 ft,14-21, ,,1,21,14,7,430.0
4:50.0,Shooting foul by C. Martin (drawn by D. DeRozan),14-21, ,,1,21,14,7,430.0
4:50.0, ,14-21,M. Strus enters the game for J. Butler,,1,21,14,7,430.0
4:50.0,D. DeRozan misses free throw 1 of 1,14-21, ,,1,21,14,7,430.0
4:46.0, ,14-21,Defensive rebound by T. Herro,,1,21,14,7,434.0
4:38.0, ,14-21,T. Herro misses 2-pt layup from 3 ft (block by N. Vučević),,1,21,14,7,442.0
4:37.0, ,14-21,Offensive rebound by Team,,1,21,14,7,443.0
4:35.0, ,14-21,T. Herro misses 3-pt jump shot from 23 ft,,1,21,14,7,445.0
4:32.0,Defensive rebound by C. White,14-21, ,,1,21,14,7,448.0
4:28.0,C. White misses 3-pt jump shot from 27 ft,14-21, ,,1,21,14,7,452.0
4:25.0, ,14-21,Defensive rebound by Team,,1,21,14,7,455.0
4:09.0, ,14-21,C. Martin misses 2-pt layup from 3 ft,,1,21,14,7,471.0
4:09.0,Defensive rebound by N. Vučević,14-21, ,,1,21,14,7,471.0
4:03.0,C. White misses 3-pt jump shot from 25 ft,14-21, ,,1,21,14,7,477.0
3:59.0, ,14-21,Defensive rebound by T. Herro,,1,21,14,7,481.0
3:48.0, ,14-21,B. Adebayo misses 2-pt hook shot from 2 ft,,1,21,14,7,492.0
3:45.0,Defensive rebound by N. Vučević,14-21, ,,1,21,14,7,495.0
3:40.0,A. Dosunmu makes 2-pt layup from 3 ft,16-21, ,,1,21,16,5,500.0
3:17.0, ,16-21,K. Lowry misses 3-pt jump shot from 27 ft,,1,21,16,5,523.0
3:13.0,Defensive rebound by N. Vučević,16-21, ,,1,21,16,5,527.0
3:04.0,A. Dosunmu makes 3-pt jump shot from 25 ft (assist by D. DeRozan),19-21, ,,1,21,19,2,536.0
2:38.0, ,19-23,C. Martin makes 2-pt jump shot from 21 ft,,1,23,19,4,562.0
2:38.0,Chicago full timeout,19-23, ,,1,23,19,4,562.0
2:38.0,A. Caruso enters the game for D. DeRozan,19-23, ,,1,23,19,4,562.0
2:38.0,G. Dragić enters the game for A. Dosunmu,19-23, ,,1,23,19,4,562.0
2:38.0,A. Drummond enters the game for N. Vučević,19-23, ,,1,23,19,4,562.0
2:38.0, ,19-23,J. Butler enters the game for B. Adebayo,,1,23,19,4,562.0
2:38.0, ,19-23,D. Dedmon enters the game for K. Lowry,,1,23,19,4,562.0
2:38.0, ,19-23,G. Vincent enters the game for C. Martin,,1,23,19,4,562.0
2:27.0,A. Drummond makes 2-pt dunk from 2 ft (assist by G. Dragić),21-23, ,,1,23,21,2,573.0
2:27.0,Shooting foul by D. Dedmon (drawn by A. Drummond),21-23, ,,1,23,21,2,573.0
2:27.0,A. Drummond makes free throw 1 of 1,22-23, ,,1,23,22,1,573.0
2:16.0, ,22-26,M. Strus makes 3-pt jump shot from 26 ft (assist by J. Butler),,1,26,22,4,584.0
1:54.0,C. White makes 3-pt jump shot from 26 ft (assist by G. Dragić),25-26, ,,1,26,25,1,606.0
1:54.0, ,25-26,D. Robinson enters the game for T. Herro,,1,26,25,1,606.0
1:27.0, ,25-26,Shooting foul by C. White (drawn by J. Butler),,1,26,25,1,633.0
1:27.0, ,25-27,J. Butler makes free throw 1 of 2,,1,27,25,2,633.0
1:27.0, ,25-28,J. Butler makes free throw 2 of 2,,1,28,25,3,633.0
1:13.0,G. Dragić misses 2-pt jump shot from 11 ft,25-28, ,,1,28,25,3,647.0
1:09.0, ,25-28,Defensive rebound by D. Robinson,,1,28,25,3,651.0
1:06.0, ,25-28,Shooting foul by A. Drummond (drawn by J. Butler),,1,28,25,3,654.0
1:06.0, ,25-29,J. Butler makes free throw 1 of 2,,1,29,25,4,654.0
1:06.0, ,25-30,J. Butler makes free throw 2 of 2,,1,30,25,5,654.0
0:54.0,G. Dragić makes 3-pt jump shot from 30 ft,28-30, ,,1,30,28,2,666.0
0:48.0, ,28-33,D. Dedmon makes 3-pt jump shot from 26 ft (assist by G. Vincent),,1,33,28,5,672.0
0:34.0,A. Drummond misses 3-pt jump shot from 26 ft,28-33, ,,1,33,28,5,686.0
0:31.0, ,28-33,Defensive rebound by J. Butler,,1,33,28,5,689.0
0:16.0, ,28-33,Turnover by G. Vincent (bad pass; steal by G. Dragić),,1,33,28,5,704.0
0:04.0,Turnover by C. White (step out of bounds),28-33, ,,1,33,28,5,716.0
0:00.0,End of 1st quarter,28-33,,,1,33,28,5,720.0
12:00.0,Start of 2nd quarter,28-33,,,2,33,28,5,720.0
11:45.0,P. Williams misses 2-pt jump shot from 17 ft,28-33, ,,2,33,28,5,735.0
11:41.0, ,28-33,Defensive rebound by J. Butler,,2,33,28,5,739.0
11:37.0, ,28-36,D. Robinson makes 3-pt jump shot from 26 ft (assist by J. Butler),,2,36,28,8,743.0
11:21.0,C. White misses 3-pt jump shot from 23 ft,28-36, ,,2,36,28,8,759.0
11:21.0,Offensive rebound by Team,28-36, ,,2,36,28,8,759.0
11:21.0, ,28-36,Loose ball foul by D. Dedmon (drawn by A. Drummond),,2,36,28,8,759.0
11:19.0,Shooting foul by G. Vincent (drawn by A. Caruso),28-36, ,,2,36,28,8,761.0
11:19.0,A. Caruso misses free throw 1 of 2,28-36, ,,2,36,28,8,761.0
11:19.0,Offensive rebound by Team,28-36, ,,2,36,28,8,761.0
11:19.0,A. Caruso makes free throw 2 of 2,29-36, ,,2,36,29,7,761.0
11:12.0, ,29-36,Offensive foul by J. Butler (drawn by G. Dragić),,2,36,29,7,768.0
11:12.0, ,29-36,Turnover by J. Butler (offensive foul),,2,36,29,7,768.0
10:54.0,A. Caruso misses 3-pt jump shot from 24 ft,29-36, ,,2,36,29,7,786.0
10:52.0, ,29-36,Defensive rebound by D. Robinson,,2,36,29,7,788.0
10:38.0,Jump ball: A. Caruso vs. G. Vincent (A. Drummond gains possession),29-36,,,2,36,29,7,802.0
10:38.0, ,29-36,Turnover by G. Vincent (lost ball; steal by A. Caruso),,2,36,29,7,802.0
10:26.0,G. Dragić misses 2-pt jump shot from 11 ft,29-36, ,,2,36,29,7,814.0
10:22.0, ,29-36,Defensive rebound by M. Strus,,2,36,29,7,818.0
10:11.0, ,29-36,D. Robinson misses 3-pt jump shot from 27 ft,,2,36,29,7,829.0
10:07.0,Defensive rebound by A. Caruso,29-36, ,,2,36,29,7,833.0
9:59.0,Turnover by A. Caruso (bad pass; steal by J. Butler),29-36, ,,2,36,29,7,841.0
9:55.0, ,29-36,Shooting foul by A. Caruso (drawn by J. Butler),,2,36,29,7,845.0
9:55.0, ,29-37,J. Butler makes free throw 1 of 2,,2,37,29,8,845.0
9:55.0,Chicago full timeout,29-37, ,,2,37,29,8,845.0
9:55.0, ,29-38,J. Butler makes free throw 2 of 2,,2,38,29,9,845.0
9:41.0,G. Dragić makes 3-pt jump shot from 27 ft (assist by A. Caruso),32-38, ,,2,38,32,6,859.0
9:26.0, ,32-38,G. Vincent misses 2-pt jump shot from 5 ft,,2,38,32,6,874.0
9:23.0, ,32-38,Offensive rebound by D. Dedmon,,2,38,32,6,877.0
9:22.0, ,32-40,D. Dedmon makes 2-pt layup from 4 ft,,2,40,32,8,878.0
8:59.0,Shooting foul by D. Dedmon (drawn by A. Drummond),32-40, ,,2,40,32,8,901.0
8:59.0,A. Drummond makes free throw 1 of 2,33-40, ,,2,40,33,7,901.0
8:59.0,A. Dosunmu enters the game for C. White,33-40, ,,2,40,33,7,901.0
8:59.0, ,33-40,B. Adebayo enters the game for D. Dedmon,,2,40,33,7,901.0
8:59.0,A. Drummond makes free throw 2 of 2,34-40, ,,2,40,34,6,901.0
8:45.0, ,34-40,G. Vincent misses 3-pt jump shot from 25 ft,,2,40,34,6,915.0
8:40.0, ,34-40,Offensive rebound by D. Robinson,,2,40,34,6,920.0
8:39.0, ,34-43,M. Strus makes 3-pt jump shot from 29 ft (assist by D. Robinson),,2,43,34,9,921.0
8:21.0,G. Dragić makes 3-pt jump shot from 27 ft (assist by A. Dosunmu),37-43, ,,2,43,37,6,939.0
8:07.0, ,37-43,D. Robinson misses 3-pt jump shot from 24 ft,,2,43,37,6,953.0
8:05.0,Defensive rebound by A. Caruso,37-43, ,,2,43,37,6,955.0
8:03.0,Turnover by A. Caruso (bad pass),37-43, ,,2,43,37,6,957.0
8:03.0,J. Green enters the game for A. Caruso,37-43, ,,2,43,37,6,957.0
8:03.0,Violation by Team (delay of game),37-43, ,,2,43,37,6,957.0
7:47.0, ,37-46,M. Strus makes 3-pt jump shot from 27 ft (assist by G. Vincent),,2,46,37,9,973.0
7:32.0,G. Dragić makes 3-pt jump shot from 27 ft (assist by A. Drummond),40-46, ,,2,46,40,6,988.0
7:15.0, ,40-46,Turnover by B. Adebayo (bad pass; steal by J. Green),,2,46,40,6,1005.0
7:11.0,A. Dosunmu makes 2-pt layup from 4 ft,42-46, ,,2,46,42,4,1009.0
7:11.0, ,42-46,Miami full timeout,,2,46,42,4,1009.0
7:11.0,D. DeRozan enters the game for G. Dragić,42-46, ,,2,46,42,4,1009.0
7:11.0, ,42-46,T. Herro enters the game for J. Butler,,2,46,42,4,1009.0
7:11.0, ,42-46,K. Lowry enters the game for D. Robinson,,2,46,42,4,1009.0
7:11.0, ,42-46,C. Martin enters the game for G. Vincent,,2,46,42,4,1009.0
6:57.0, ,42-46,M. Strus misses 3-pt jump shot from 26 ft,,2,46,42,4,1023.0
6:52.0,Defensive rebound by P. Williams,42-46, ,,2,46,42,4,1028.0
6:48.0,D. DeRozan misses 2-pt jump shot from 17 ft,42-46, ,,2,46,42,4,1032.0
6:46.0,Offensive rebound by Team,42-46, ,,2,46,42,4,1034.0
6:46.0,N. Vučević enters the game for A. Drummond,42-46, ,,2,46,42,4,1034.0
6:37.0,P. Williams misses 3-pt jump shot from 27 ft,42-46, ,,2,46,42,4,1043.0
6:33.0, ,42-46,Defensive rebound by B. Adebayo,,2,46,42,4,1047.0
6:21.0, ,42-46,B. Adebayo misses 2-pt dunk from 2 ft,,2,46,42,4,1059.0
6:20.0,Defensive rebound by Team,42-46, ,,2,46,42,4,1060.0
6:20.0, ,42-46,Loose ball foul by B. Adebayo (drawn by N. Vučević),,2,46,42,4,1060.0
6:08.0,D. DeRozan misses 2-pt jump shot from 16 ft,42-46, ,,2,46,42,4,1072.0
6:05.0, ,42-46,Defensive rebound by B. Adebayo,,2,46,42,4,1075.0
6:02.0, ,42-48,B. Adebayo makes 2-pt dunk from 1 ft,,2,48,42,6,1078.0
5:49.0,N. Vučević misses 3-pt jump shot from 25 ft,42-48, ,,2,48,42,6,1091.0
5:49.0, ,42-48,Defensive rebound by K. Lowry,,2,48,42,6,1091.0
5:33.0, ,42-48,C. Martin misses 3-pt jump shot from 25 ft,,2,48,42,6,1107.0
5:29.0,Defensive rebound by D. DeRozan,42-48, ,,2,48,42,6,1111.0
5:22.0,Shooting foul by M. Strus (drawn by D. DeRozan),42-48, ,,2,48,42,6,1118.0
5:22.0,D. DeRozan makes free throw 1 of 2,43-48, ,,2,48,43,5,1118.0
5:22.0,D. DeRozan misses free throw 2 of 2,43-48, ,,2,48,43,5,1118.0
5:19.0, ,43-48,Defensive rebound by C. Martin,,2,48,43,5,1121.0
5:04.0, ,43-48,B. Adebayo misses 2-pt jump shot from 14 ft,,2,48,43,5,1136.0
4:59.0,Defensive rebound by D. DeRozan,43-48, ,,2,48,43,5,1141.0
4:56.0,A. Dosunmu misses 3-pt jump shot from 26 ft,43-48, ,,2,48,43,5,1144.0
4:56.0, ,43-48,Defensive rebound by B. Adebayo,,2,48,43,5,1144.0
4:45.0, ,43-50,T. Herro makes 2-pt layup from 2 ft,,2,50,43,7,1155.0
4:31.0,D. DeRozan makes 2-pt jump shot from 16 ft,45-50, ,,2,50,45,5,1169.0
4:19.0, ,45-50,T. Herro misses 2-pt jump shot from 13 ft,,2,50,45,5,1181.0
4:14.0,Defensive rebound by A. Dosunmu,45-50, ,,2,50,45,5,1186.0
4:10.0,N. Vučević misses 2-pt jump shot from 12 ft,45-50, ,,2,50,45,5,1190.0
4:06.0, ,45-50,Defensive rebound by T. Herro,,2,50,45,5,1194.0
4:06.0,A. Caruso enters the game for J. Green,45-50, ,,2,50,45,5,1194.0
4:06.0,C. White enters the game for P. Williams,45-50, ,,2,50,45,5,1194.0
4:06.0, ,45-50,J. Butler enters the game for M. Strus,,2,50,45,5,1194.0
3:50.0, ,45-50,Shooting foul by C. White (drawn by T. Herro),,2,50,45,5,1210.0
3:50.0, ,45-50,T. Herro misses free throw 1 of 2,,2,50,45,5,1210.0
3:50.0, ,45-50,Offensive rebound by Team,,2,50,45,5,1210.0
3:50.0, ,45-51,T. Herro makes free throw 2 of 2,,2,51,45,6,1210.0
3:37.0,A. Caruso misses 3-pt jump shot from 24 ft,45-51, ,,2,51,45,6,1223.0
3:33.0, ,45-51,Defensive rebound by K. Lowry,,2,51,45,6,1227.0
3:27.0, ,45-51,B. Adebayo misses 2-pt layup from 3 ft (block by N. Vučević),,2,51,45,6,1233.0
3:26.0,Defensive rebound by Team,45-51, ,,2,51,45,6,1234.0
3:26.0, ,45-51,Loose ball foul by B. Adebayo (drawn by N. Vučević),,2,51,45,6,1234.0
3:26.0,N. Vučević makes free throw 1 of 2,46-51, ,,2,51,46,5,1234.0
3:26.0,N. Vučević makes free throw 2 of 2,47-51, ,,2,51,47,4,1234.0
3:10.0, ,47-51,C. Martin misses 2-pt jump shot from 12 ft (block by D. DeRozan),,2,51,47,4,1250.0
3:08.0, ,47-51,Offensive rebound by J. Butler,,2,51,47,4,1252.0
3:05.0, ,47-53,J. Butler makes 2-pt jump shot from 7 ft,,2,53,47,6,1255.0
2:50.0,C. White makes 3-pt jump shot from 25 ft (assist by A. Caruso),50-53, ,,2,53,50,3,1270.0
2:36.0, ,50-53,Turnover by J. Butler (bad pass; steal by C. White),,2,53,50,3,1284.0
2:31.0,C. White misses 2-pt layup from 2 ft,50-53, ,,2,53,50,3,1289.0
2:29.0,Offensive rebound by Team,50-53, ,,2,53,50,3,1291.0
2:22.0,A. Caruso makes 3-pt jump shot from 26 ft (assist by D. DeRozan),53-53, ,Tie,2,53,53,0,1298.0
1:57.0, ,53-53,Shooting foul by C. White (drawn by J. Butler),,2,53,53,0,1323.0
1:57.0, ,53-54,J. Butler makes free throw 1 of 2,,2,54,53,1,1323.0
1:57.0, ,53-55,J. Butler makes free throw 2 of 2,,2,55,53,2,1323.0
1:36.0,A. Dosunmu misses 2-pt jump shot from 10 ft,53-55, ,,2,55,53,2,1344.0
1:32.0, ,53-55,Defensive rebound by B. Adebayo,,2,55,53,2,1348.0
1:21.0, ,53-55,C. Martin misses 3-pt jump shot from 23 ft,,2,55,53,2,1359.0
1:18.0,Defensive rebound by D. DeRozan,53-55, ,,2,55,53,2,1362.0
1:10.0,A. Dosunmu makes 3-pt jump shot from 25 ft (assist by D. DeRozan),56-55, ,Lead change,2,55,56,-1,1370.0
0:59.0, ,56-57,T. Herro makes 2-pt layup from 1 ft,Lead change,2,57,56,1,1381.0
0:48.0,C. White misses 3-pt jump shot from 23 ft,56-57, ,,2,57,56,1,1392.0
0:45.0,Offensive rebound by A. Caruso,56-57, ,,2,57,56,1,1395.0
0:44.0,A. Dosunmu makes 3-pt jump shot from 26 ft (assist by A. Caruso),59-57, ,Lead change,2,57,59,-2,1396.0
0:32.0, ,59-57,B. Adebayo misses 2-pt jump shot from 12 ft,,2,57,59,-2,1408.0
0:28.0, ,59-57,Offensive rebound by C. Martin,,2,57,59,-2,1412.0
0:28.0,G. Dragić enters the game for C. White,59-57, ,,2,57,59,-2,1412.0
0:28.0, ,59-57,H. Highsmith enters the game for B. Adebayo,,2,57,59,-2,1412.0
0:16.0, ,59-59,J. Butler makes 2-pt layup from 4 ft,Tie,2,59,59,0,1424.0
0:00.0,N. Vučević misses 2-pt layup from 3 ft,59-59, ,,2,59,59,0,1440.0
0:00.0,Offensive rebound by Team,59-59, ,,2,59,59,0,1440.0
0:00.0,End of 2nd quarter,59-59,,,2,59,59,0,1440.0
12:00.0,Start of 3rd quarter,59-59,,,3,59,59,0,1440.0
12:00.0,Violation by Team (delay of game),59-59, ,,3,59,59,0,1440.0
12:00.0, ,59-59,Violation by Team (delay of game),,3,59,59,0,1440.0
11:41.0,D. DeRozan makes 2-pt jump shot from 6 ft,61-59, ,,3,59,61,-2,1459.0
11:29.0, ,61-59,Personal foul by A. Caruso (drawn by T. Herro),,3,59,61,-2,1471.0
11:14.0, ,61-59,T. Herro misses 3-pt jump shot from 28 ft,,3,59,61,-2,1486.0
11:10.0,Defensive rebound by N. Vučević,61-59, ,,3,59,61,-2,1490.0
11:07.0,Personal foul by K. Lowry (drawn by A. Dosunmu),61-59, ,,3,59,61,-2,1493.0
10:52.0,A. Dosunmu makes 2-pt layup from 6 ft (assist by D. DeRozan),63-59, ,,3,59,63,-4,1508.0
10:41.0, ,63-59,Shooting foul by D. DeRozan (drawn by T. Herro),,3,59,63,-4,1519.0
10:41.0, ,63-60,T. Herro makes free throw 1 of 2,,3,60,63,-3,1519.0
10:41.0, ,63-61,T. Herro makes free throw 2 of 2,,3,61,63,-2,1519.0
10:27.0,D. DeRozan makes 2-pt jump shot from 7 ft,65-61, ,,3,61,65,-4,1533.0
10:27.0,Shooting foul by T. Herro (drawn by D. DeRozan),65-61, ,,3,61,65,-4,1533.0
10:27.0,D. DeRozan misses free throw 1 of 1,65-61, ,,3,61,65,-4,1533.0
10:25.0, ,65-61,Defensive rebound by K. Lowry,,3,61,65,-4,1535.0
10:20.0, ,65-61,Personal foul by A. Dosunmu (drawn by J. Butler),,3,61,65,-4,1540.0
10:09.0, ,65-61,C. Martin misses 2-pt jump shot from 21 ft,,3,61,65,-4,1551.0
10:05.0,Defensive rebound by N. Vučević,65-61, ,,3,61,65,-4,1555.0
10:00.0,N. Vučević misses 3-pt jump shot from 27 ft,65-61, ,,3,61,65,-4,1560.0
9:58.0, ,65-61,Defensive rebound by T. Herro,,3,61,65,-4,1562.0
9:52.0, ,65-64,T. Herro makes 3-pt jump shot from 24 ft,,3,64,65,-1,1568.0
9:32.0,P. Williams makes 2-pt jump shot from 15 ft,67-64, ,,3,64,67,-3,1588.0
9:12.0, ,67-64,T. Herro misses 3-pt jump shot from 28 ft,,3,64,67,-3,1608.0
9:09.0,Defensive rebound by A. Dosunmu,67-64, ,,3,64,67,-3,1611.0
9:04.0,N. Vučević makes 2-pt layup from 1 ft (assist by A. Dosunmu),69-64, ,,3,64,69,-5,1616.0
8:50.0, ,69-66,B. Adebayo makes 2-pt jump shot from 15 ft (assist by K. Lowry),,3,66,69,-3,1630.0
8:34.0,Turnover by A. Dosunmu (lost ball; steal by T. Herro),69-66, ,,3,66,69,-3,1646.0
8:29.0, ,69-68,K. Lowry makes 2-pt layup from 2 ft,,3,68,69,-1,1651.0
8:21.0,P. Williams makes 2-pt layup from 2 ft (assist by A. Caruso),71-68, ,,3,68,71,-3,1659.0
8:08.0, ,71-68,J. Butler misses 2-pt layup from 2 ft,,3,68,71,-3,1672.0
8:08.0,Defensive rebound by A. Dosunmu,71-68, ,,3,68,71,-3,1672.0
7:56.0,D. DeRozan makes 2-pt jump shot from 13 ft,73-68, ,,3,68,73,-5,1684.0
7:56.0,Shooting foul by C. Martin (drawn by D. DeRozan),73-68, ,,3,68,73,-5,1684.0
7:56.0,D. DeRozan makes free throw 1 of 1,74-68, ,,3,68,74,-6,1684.0
7:41.0,Violation by Team (kicked ball),74-68, ,,3,68,74,-6,1699.0
7:32.0, ,74-68,T. Herro misses 3-pt jump shot from 24 ft,,3,68,74,-6,1708.0
7:28.0,Defensive rebound by N. Vučević,74-68, ,,3,68,74,-6,1712.0
7:21.0,N. Vučević makes 2-pt layup from 2 ft (assist by D. DeRozan),76-68, ,,3,68,76,-8,1719.0
7:21.0, ,76-68,Miami full timeout,,3,68,76,-8,1719.0
6:57.0, ,76-68,B. Adebayo misses 2-pt jump shot from 7 ft,,3,68,76,-8,1743.0
6:53.0,Defensive rebound by A. Dosunmu,76-68, ,,3,68,76,-8,1747.0
6:43.0,D. DeRozan makes 3-pt jump shot from 24 ft (assist by N. Vučević),79-68, ,,3,68,79,-11,1757.0
6:26.0, ,79-68,J. Butler misses 2-pt jump shot from 17 ft,,3,68,79,-11,1774.0
6:23.0,Defensive rebound by N. Vučević,79-68, ,,3,68,79,-11,1777.0
6:10.0,Turnover by D. DeRozan (bad pass; steal by K. Lowry),79-68, ,,3,68,79,-11,1790.0
6:10.0, ,79-68,Turnover by B. Adebayo (bad pass),,3,68,79,-11,1790.0
6:10.0,C. White enters the game for A. Caruso,79-68, ,,3,68,79,-11,1790.0
5:54.0,Shooting foul by B. Adebayo (drawn by D. DeRozan),79-68, ,,3,68,79,-11,1806.0
5:54.0,D. DeRozan makes free throw 1 of 2,80-68, ,,3,68,80,-12,1806.0
5:54.0, ,80-68,M. Strus enters the game for C. Martin,,3,68,80,-12,1806.0
5:54.0,D. DeRozan makes free throw 2 of 2,81-68, ,,3,68,81,-13,1806.0
5:37.0, ,81-68,J. Butler misses 2-pt layup from 2 ft,,3,68,81,-13,1823.0
5:32.0, ,81-68,Offensive rebound by B. Adebayo,,3,68,81,-13,1828.0
5:32.0, ,81-70,B. Adebayo makes 2-pt dunk at rim,,3,70,81,-11,1828.0
5:28.0,Offensive foul by A. Dosunmu (drawn by M. Strus),81-70, ,,3,70,81,-11,1832.0
5:28.0,Turnover by A. Dosunmu (offensive foul),81-70, ,,3,70,81,-11,1832.0
5:28.0,J. Green enters the game for P. Williams,81-70, ,,3,70,81,-11,1832.0
5:21.0, ,81-70,Personal foul by D. DeRozan (drawn by M. Strus),,3,70,81,-11,1839.0
5:14.0, ,81-70,Turnover by B. Adebayo (bad pass; steal by D. DeRozan),,3,70,81,-11,1846.0
