Time,Toronto,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:29.0,T. Young enters the game for P. Achiuwa,44-52, ,,2,52,44,8,1111.0
5:15.0,S. Barnes makes 2-pt layup from 1 ft,46-52, ,,2,52,46,6,1125.0
5:15.0,Shooting foul by T. Herro (drawn by S. Barnes),46-52, ,,2,52,46,6,1125.0
5:15.0,Toronto full timeout,46-52, ,,2,52,46,6,1125.0
5:15.0, ,46-52,C. Martin enters the game for T. Herro,,2,52,46,6,1125.0
5:15.0,S. Barnes misses free throw 1 of 1,46-52, ,,2,52,46,6,1125.0
5:12.0, ,46-52,Defensive rebound by B. Adebayo,,2,52,46,6,1128.0
5:12.0, ,46-52,Personal foul by T. Young (drawn by B. Adebayo),,2,52,46,6,1128.0
5:12.0,G. Trent enters the game for S. Barnes,46-52, ,,2,52,46,6,1128.0
4:55.0, ,46-55,K. Lowry makes 3-pt jump shot from 25 ft (assist by M. Strus),,2,55,46,9,1145.0
4:55.0, ,46-55,Shooting foul by P. Siakam (drawn by K. Lowry),,2,55,46,9,1145.0
4:55.0, ,46-56,K. Lowry makes free throw 1 of 1,,2,56,46,10,1145.0
4:40.0,P. Siakam misses 2-pt jump shot from 13 ft,46-56, ,,2,56,46,10,1160.0
4:37.0, ,46-56,Defensive rebound by J. Butler,,2,56,46,10,1163.0
4:26.0, ,46-58,J. Butler makes 2-pt jump shot from 11 ft,,2,58,46,12,1174.0
4:15.0,Offensive foul by T. Young (drawn by M. Strus),46-58, ,,2,58,46,12,1185.0
4:15.0,Turnover by T. Young (offensive foul),46-58, ,,2,58,46,12,1185.0
4:15.0,F. VanVleet enters the game for D. Banton,46-58, ,,2,58,46,12,1185.0
3:57.0, ,46-58,J. Butler misses 2-pt layup from 6 ft,,2,58,46,12,1203.0
3:57.0,Defensive rebound by G. Trent,46-58, ,,2,58,46,12,1203.0
3:46.0,P. Siakam makes 2-pt hook shot from 10 ft,48-58, ,,2,58,48,10,1214.0
3:31.0, ,48-58,Turnover by B. Adebayo (lost ball; steal by T. Young),,2,58,48,10,1229.0
3:24.0,P. Siakam misses 3-pt jump shot from 24 ft,48-58, ,,2,58,48,10,1236.0
3:24.0, ,48-58,Defensive rebound by B. Adebayo,,2,58,48,10,1236.0
3:20.0, ,48-60,M. Strus makes 2-pt layup from 2 ft (assist by J. Butler),,2,60,48,12,1240.0
3:20.0, ,48-60,Shooting foul by F. VanVleet (drawn by M. Strus),,2,60,48,12,1240.0
3:20.0, ,48-61,M. Strus makes free throw 1 of 1,,2,61,48,13,1240.0
3:07.0,Offensive foul by P. Siakam (drawn by M. Strus),48-61, ,,2,61,48,13,1253.0
3:07.0,Turnover by P. Siakam (offensive foul),48-61, ,,2,61,48,13,1253.0
2:43.0, ,48-61,J. Butler misses 2-pt layup from 3 ft,,2,61,48,13,1277.0
2:42.0, ,48-61,Offensive rebound by J. Butler,,2,61,48,13,1278.0
2:31.0, ,48-61,Shooting foul by O. Anunoby (drawn by J. Butler),,2,61,48,13,1289.0
2:31.0, ,48-62,J. Butler makes free throw 1 of 2,,2,62,48,14,1289.0
2:31.0, ,48-63,J. Butler makes free throw 2 of 2,,2,63,48,15,1289.0
2:15.0,G. Trent misses 3-pt jump shot from 26 ft,48-63, ,,2,63,48,15,1305.0
2:09.0, ,48-63,Defensive rebound by M. Strus,,2,63,48,15,1311.0
2:04.0, ,48-66,M. Strus makes 3-pt jump shot from 26 ft (assist by J. Butler),,2,66,48,18,1316.0
2:04.0,Toronto full timeout,48-66, ,,2,66,48,18,1316.0
1:43.0,T. Young misses 3-pt jump shot from 23 ft,48-66, ,,2,66,48,18,1337.0
1:39.0, ,48-66,Defensive rebound by K. Lowry,,2,66,48,18,1341.0
1:28.0, ,48-66,Personal foul by T. Young (drawn by J. Butler),,2,66,48,18,1352.0
1:28.0, ,48-67,J. Butler makes free throw 1 of 2,,2,67,48,19,1352.0
1:28.0, ,48-67,J. Butler misses free throw 2 of 2,,2,67,48,19,1352.0
1:26.0,Defensive rebound by P. Siakam,48-67, ,,2,67,48,19,1354.0
1:06.0,F. VanVleet misses 2-pt hook shot from 5 ft,48-67, ,,2,67,48,19,1374.0
1:06.0, ,48-67,Defensive rebound by J. Butler,,2,67,48,19,1374.0
1:06.0, ,48-67,Personal foul by F. VanVleet (drawn by J. Butler),,2,67,48,19,1374.0
1:06.0, ,48-68,J. Butler makes free throw 1 of 2,,2,68,48,20,1374.0
1:06.0, ,48-69,J. Butler makes free throw 2 of 2,,2,69,48,21,1374.0
1:06.0,D. Banton enters the game for F. VanVleet,48-69, ,,2,69,48,21,1374.0
1:06.0, ,48-69,D. Dedmon enters the game for B. Adebayo,,2,69,48,21,1374.0
1:06.0, ,48-69,G. Vincent enters the game for C. Martin,,2,69,48,21,1374.0
0:53.0,O. Anunoby makes 2-pt jump shot from 10 ft,50-69, ,,2,69,50,19,1387.0
0:34.0, ,50-69,G. Vincent misses 3-pt jump shot from 22 ft,,2,69,50,19,1406.0
0:29.0,Defensive rebound by O. Anunoby,50-69, ,,2,69,50,19,1411.0
0:13.0,P. Siakam misses 2-pt jump shot from 16 ft,50-69, ,,2,69,50,19,1427.0
0:11.0, ,50-69,Defensive rebound by D. Dedmon,,2,69,50,19,1429.0
0:04.0, ,50-71,J. Butler makes 2-pt dunk from 1 ft,,2,71,50,21,1436.0
0:00.0,D. Banton misses 3-pt jump shot from 33 ft,50-71, ,,2,71,50,21,1440.0
0:00.0,Offensive rebound by Team,50-71, ,,2,71,50,21,1440.0
0:00.0,End of 2nd quarter,50-71,,,2,71,50,21,1440.0
12:00.0,Start of 3rd quarter,50-71,,,3,71,50,21,1440.0
11:40.0, ,50-71,Shooting foul by F. VanVleet (drawn by K. Lowry),,3,71,50,21,1460.0
11:40.0,Toronto full timeout,50-71, ,,3,71,50,21,1460.0
11:40.0,Instant Replay (Challenge: Stands),50-71, ,,3,71,50,21,1460.0
11:40.0, ,50-72,K. Lowry makes free throw 1 of 3,,3,72,50,22,1460.0
11:40.0, ,50-73,K. Lowry makes free throw 2 of 3,,3,73,50,23,1460.0
11:40.0, ,50-74,K. Lowry makes free throw 3 of 3,,3,74,50,24,1460.0
11:26.0,Personal foul by K. Lowry (drawn by G. Trent),50-74, ,,3,74,50,24,1474.0
11:10.0,P. Siakam misses 2-pt jump shot from 16 ft,50-74, ,,3,74,50,24,1490.0
11:07.0, ,50-74,Defensive rebound by B. Adebayo,,3,74,50,24,1493.0
10:53.0, ,50-74,Turnover by J. Butler (bad pass; steal by F. VanVleet),,3,74,50,24,1507.0
10:48.0,G. Trent misses 3-pt jump shot from 24 ft,50-74, ,,3,74,50,24,1512.0
10:47.0, ,50-74,Defensive rebound by Team,,3,74,50,24,1513.0
10:29.0, ,50-74,C. Martin misses 2-pt layup from 2 ft (block by P. Siakam),,3,74,50,24,1531.0
10:25.0, ,50-74,Offensive rebound by C. Martin,,3,74,50,24,1535.0
10:23.0, ,50-74,C. Martin misses 3-pt jump shot from 24 ft,,3,74,50,24,1537.0
10:23.0,Defensive rebound by C. Koloko,50-74, ,,3,74,50,24,1537.0
10:14.0,G. Trent makes 2-pt layup from 2 ft (assist by P. Siakam),52-74, ,,3,74,52,22,1546.0
9:59.0, ,52-76,B. Adebayo makes 2-pt dunk from 2 ft (assist by T. Herro),,3,76,52,24,1561.0
9:47.0,P. Siakam makes 2-pt jump shot from 13 ft (assist by F. VanVleet),54-76, ,,3,76,54,22,1573.0
9:33.0, ,54-76,Turnover by K. Lowry (bad pass; steal by G. Trent),,3,76,54,22,1587.0
9:31.0,Shooting foul by C. Martin (drawn by G. Trent),54-76, ,,3,76,54,22,1589.0
9:31.0,G. Trent misses free throw 1 of 2,54-76, ,,3,76,54,22,1589.0
9:31.0,Offensive rebound by Team,54-76, ,,3,76,54,22,1589.0
9:31.0,G. Trent makes free throw 2 of 2,55-76, ,,3,76,55,21,1589.0
9:14.0, ,55-79,J. Butler makes 3-pt jump shot from 24 ft (assist by T. Herro),,3,79,55,24,1606.0
8:53.0,O. Anunoby makes 2-pt layup from 2 ft (assist by G. Trent),57-79, ,,3,79,57,22,1627.0
8:29.0, ,57-79,K. Lowry misses 3-pt jump shot from 25 ft,,3,79,57,22,1651.0
8:26.0,Defensive rebound by O. Anunoby,57-79, ,,3,79,57,22,1654.0
8:08.0,G. Trent misses 3-pt jump shot from 27 ft,57-79, ,,3,79,57,22,1672.0
8:06.0, ,57-79,Defensive rebound by C. Martin,,3,79,57,22,1674.0
8:02.0, ,57-81,J. Butler makes 2-pt layup from 2 ft (assist by C. Martin),,3,81,57,24,1678.0
7:58.0,Personal foul by K. Lowry (drawn by P. Siakam),57-81, ,,3,81,57,24,1682.0
7:58.0,F. VanVleet makes free throw 1 of 1,58-81, ,,3,81,58,23,1682.0
7:55.0, ,58-81,Technical foul by K. Lowry,,3,81,58,23,1685.0
7:55.0,F. VanVleet makes technical free throw,59-81, ,,3,81,59,22,1685.0
7:47.0,P. Siakam misses 3-pt jump shot from 24 ft,59-81, ,,3,81,59,22,1693.0
7:46.0,Offensive rebound by Team,59-81, ,,3,81,59,22,1694.0
7:46.0, ,59-81,Loose ball foul by C. Martin (drawn by C. Koloko),,3,81,59,22,1694.0
7:46.0, ,59-81,Technical foul by C. Martin,,3,81,59,22,1694.0
7:46.0,Technical foul by C. Koloko,59-81, ,,3,81,59,22,1694.0
7:46.0,C. Koloko ejected from game,59-81, ,,3,81,59,22,1694.0
7:46.0, ,59-81,C. Martin ejected from game,,3,81,59,22,1694.0
7:46.0,P. Achiuwa enters the game for C. Koloko,59-81, ,,3,81,59,22,1694.0
7:46.0, ,59-81,M. Strus enters the game for C. Martin,,3,81,59,22,1694.0
7:35.0,F. VanVleet makes 3-pt jump shot from 26 ft (assist by P. Siakam),62-81, ,,3,81,62,19,1705.0
7:10.0, ,62-81,Turnover by Team (shot clock),,3,81,62,19,1730.0
6:55.0,F. VanVleet misses 3-pt jump shot from 26 ft,62-81, ,,3,81,62,19,1745.0
6:53.0, ,62-81,Defensive rebound by M. Strus,,3,81,62,19,1747.0
6:38.0, ,62-81,K. Lowry misses 3-pt jump shot from 26 ft,,3,81,62,19,1762.0
6:33.0,Defensive rebound by O. Anunoby,62-81, ,,3,81,62,19,1767.0
6:30.0,G. Trent makes 3-pt jump shot from 24 ft (assist by P. Siakam),65-81, ,,3,81,65,16,1770.0
6:28.0, ,65-81,Miami full timeout,,3,81,65,16,1772.0
6:13.0, ,65-81,T. Herro misses 2-pt jump shot from 10 ft (block by O. Anunoby),,3,81,65,16,1787.0
6:13.0, ,65-81,Offensive rebound by T. Herro,,3,81,65,16,1787.0
6:13.0, ,65-81,Personal foul by G. Trent (drawn by T. Herro),,3,81,65,16,1787.0
