Time,Chicago,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
7:09.0,D. DeRozan makes free throw 1 of 2,9-7, ,,1,7,9,-2,291.0
7:09.0,D. DeRozan makes free throw 2 of 2,10-7, ,,1,7,10,-3,291.0
6:49.0, ,10-9,V. Oladipo makes 2-pt layup from 2 ft (assist by H. Highsmith),,1,9,10,-1,311.0
6:31.0,D. DeRozan makes 2-pt jump shot from 9 ft,12-9, ,,1,9,12,-3,329.0
6:22.0, ,12-9,Shooting foul by D. DeRozan (drawn by M. Strus),,1,9,12,-3,338.0
6:22.0, ,12-9,Miami full timeout,,1,9,12,-3,338.0
6:22.0, ,12-9,Instant Replay (Request: Ruling Stands),,1,9,12,-3,338.0
6:22.0,D. Jones enters the game for A. Caruso,12-9, ,,1,9,12,-3,338.0
6:22.0,C. White enters the game for P. Williams,12-9, ,,1,9,12,-3,338.0
6:22.0, ,12-9,D. Robinson enters the game for V. Oladipo,,1,9,12,-3,338.0
6:22.0, ,12-10,M. Strus makes free throw 1 of 2,,1,10,12,-2,338.0
6:22.0, ,12-10,M. Strus misses free throw 2 of 2,,1,10,12,-2,338.0
6:20.0,Defensive rebound by N. Vučević,12-10, ,,1,10,12,-2,340.0
5:56.0,D. DeRozan misses 2-pt jump shot from 18 ft,12-10, ,,1,10,12,-2,364.0
5:53.0, ,12-10,Defensive rebound by T. Herro,,1,10,12,-2,367.0
5:49.0, ,12-12,B. Adebayo makes 2-pt dunk from 1 ft (assist by T. Herro),Tie,1,12,12,0,371.0
5:28.0,C. White makes 3-pt jump shot from 27 ft (assist by N. Vučević),15-12, ,,1,12,15,-3,392.0
5:12.0, ,15-12,M. Strus misses 3-pt jump shot from 22 ft,,1,12,15,-3,408.0
5:10.0,Defensive rebound by N. Vučević,15-12, ,,1,12,15,-3,410.0
5:00.0,D. Jones misses 3-pt jump shot from 23 ft,15-12, ,,1,12,15,-3,420.0
4:57.0, ,15-12,Defensive rebound by B. Adebayo,,1,12,15,-3,423.0
4:51.0, ,15-14,B. Adebayo makes 2-pt jump shot from 13 ft,,1,14,15,-1,429.0
4:36.0,Z. LaVine makes 3-pt jump shot from 27 ft (assist by D. Jones),18-14, ,,1,14,18,-4,444.0
4:19.0, ,18-14,Turnover by T. Herro (bad pass),,1,14,18,-4,461.0
4:19.0,G. Dragić enters the game for D. DeRozan,18-14, ,,1,14,18,-4,461.0
4:19.0,P. Williams enters the game for N. Vučević,18-14, ,,1,14,18,-4,461.0
4:03.0,G. Dragić makes 2-pt hook shot from 6 ft (assist by Z. LaVine),20-14, ,,1,14,20,-6,477.0
3:48.0, ,20-17,D. Robinson makes 3-pt jump shot from 24 ft (assist by T. Herro),,1,17,20,-3,492.0
3:32.0,Z. LaVine makes 3-pt jump shot from 27 ft,23-17, ,,1,17,23,-6,508.0
3:16.0, ,23-19,B. Adebayo makes 2-pt layup from 3 ft (assist by M. Strus),,1,19,23,-4,524.0
3:05.0,Z. LaVine makes 3-pt jump shot from 28 ft (assist by P. Williams),26-19, ,,1,19,26,-7,535.0
2:55.0, ,26-19,Turnover by D. Robinson (traveling),,1,19,26,-7,545.0
2:55.0,Chicago full timeout,26-19, ,,1,19,26,-7,545.0
2:55.0, ,26-19,J. Cain enters the game for B. Adebayo,,1,19,26,-7,545.0
2:55.0, ,26-19,D. Dedmon enters the game for H. Highsmith,,1,19,26,-7,545.0
2:55.0, ,26-19,V. Oladipo enters the game for M. Strus,,1,19,26,-7,545.0
2:44.0,Z. LaVine makes 2-pt jump shot from 18 ft,28-19, ,,1,19,28,-9,556.0
2:28.0, ,28-19,D. Robinson misses 3-pt jump shot from 26 ft,,1,19,28,-9,572.0
2:25.0, ,28-19,Offensive rebound by D. Dedmon,,1,19,28,-9,575.0
2:24.0, ,28-21,D. Dedmon makes 2-pt layup from 2 ft,,1,21,28,-7,576.0
2:09.0,Turnover by D. Jones (lost ball; steal by V. Oladipo),28-21, ,,1,21,28,-7,591.0
2:04.0, ,28-21,T. Herro misses 3-pt jump shot from 25 ft,,1,21,28,-7,596.0
2:00.0,Defensive rebound by C. White,28-21, ,,1,21,28,-7,600.0
1:59.0,Turnover by P. Williams (lost ball; steal by D. Dedmon),28-21, ,,1,21,28,-7,601.0
1:51.0, ,28-21,J. Cain misses 2-pt layup from 3 ft,,1,21,28,-7,609.0
1:46.0,Defensive rebound by D. Jones,28-21, ,,1,21,28,-7,614.0
1:44.0,Shooting foul by D. Dedmon (drawn by C. White),28-21, ,,1,21,28,-7,616.0
1:44.0,C. White makes free throw 1 of 3,29-21, ,,1,21,29,-8,616.0
1:44.0,C. White makes free throw 2 of 3,30-21, ,,1,21,30,-9,616.0
1:44.0,N. Vučević enters the game for P. Williams,30-21, ,,1,21,30,-9,616.0
1:44.0,C. White makes free throw 3 of 3,31-21, ,,1,21,31,-10,616.0
1:31.0, ,31-21,T. Herro misses 2-pt jump shot from 10 ft,,1,21,31,-10,629.0
1:26.0,Defensive rebound by N. Vučević,31-21, ,,1,21,31,-10,634.0
1:21.0,Z. LaVine misses 3-pt jump shot from 25 ft,31-21, ,,1,21,31,-10,639.0
1:17.0, ,31-21,Defensive rebound by J. Cain,,1,21,31,-10,643.0
1:02.0, ,31-21,D. Dedmon misses 3-pt jump shot from 25 ft,,1,21,31,-10,658.0
1:00.0,Defensive rebound by Z. LaVine,31-21, ,,1,21,31,-10,660.0
0:56.0,Turnover by N. Vučević (step out of bounds),31-21, ,,1,21,31,-10,664.0
0:56.0, ,31-21,M. Strus enters the game for T. Herro,,1,21,31,-10,664.0
0:45.0, ,31-21,D. Robinson misses 3-pt jump shot from 25 ft,,1,21,31,-10,675.0
0:41.0,Defensive rebound by N. Vučević,31-21, ,,1,21,31,-10,679.0
0:32.0,Z. LaVine misses 3-pt jump shot from 26 ft,31-21, ,,1,21,31,-10,688.0
0:30.0,Offensive rebound by N. Vučević,31-21, ,,1,21,31,-10,690.0
0:21.0,G. Dragić misses 3-pt jump shot from 25 ft,31-21, ,,1,21,31,-10,699.0
0:18.0, ,31-21,Defensive rebound by J. Cain,,1,21,31,-10,702.0
0:08.0, ,31-21,Turnover by D. Dedmon (traveling),,1,21,31,-10,712.0
0:02.0,C. White misses 3-pt jump shot from 26 ft,31-21, ,,1,21,31,-10,718.0
0:02.0,Offensive rebound by Team,31-21, ,,1,21,31,-10,718.0
0:00.0,End of 1st quarter,31-21,,,1,21,31,-10,720.0
12:00.0,Start of 2nd quarter,31-21,,,2,21,31,-10,720.0
11:37.0, ,31-21,Shooting foul by G. Dragić (drawn by D. Dedmon),,2,21,31,-10,743.0
11:37.0, ,31-22,D. Dedmon makes free throw 1 of 2,,2,22,31,-9,743.0
11:37.0, ,31-22,D. Dedmon misses free throw 2 of 2,,2,22,31,-9,743.0
11:35.0,Defensive rebound by A. Caruso,31-22, ,,2,22,31,-9,745.0
11:28.0,G. Dragić misses 2-pt jump shot from 12 ft,31-22, ,,2,22,31,-9,752.0
11:26.0, ,31-22,Defensive rebound by D. Robinson,,2,22,31,-9,754.0
11:20.0, ,31-22,D. Robinson misses 3-pt jump shot from 24 ft,,2,22,31,-9,760.0
11:17.0,Defensive rebound by G. Dragić,31-22, ,,2,22,31,-9,763.0
11:13.0,G. Dragić misses 2-pt layup from 2 ft,31-22, ,,2,22,31,-9,767.0
11:13.0, ,31-22,Defensive rebound by D. Dedmon,,2,22,31,-9,767.0
11:06.0, ,31-22,M. Strus misses 3-pt jump shot from 24 ft,,2,22,31,-9,774.0
11:06.0, ,31-22,Offensive rebound by V. Oladipo,,2,22,31,-9,774.0
10:59.0, ,31-22,V. Oladipo misses 2-pt layup from 2 ft,,2,22,31,-9,781.0
10:58.0, ,31-22,Offensive rebound by V. Oladipo,,2,22,31,-9,782.0
10:56.0, ,31-22,D. Robinson misses 3-pt jump shot from 29 ft,,2,22,31,-9,784.0
10:51.0,Defensive rebound by A. Caruso,31-22, ,,2,22,31,-9,789.0
10:47.0,Turnover by A. Caruso (bad pass),31-22, ,,2,22,31,-9,793.0
10:30.0, ,31-25,V. Oladipo makes 3-pt jump shot from 26 ft (assist by M. Strus),,2,25,31,-6,810.0
10:29.0,Chicago full timeout,31-25, ,,2,25,31,-6,811.0
10:15.0,C. White misses 3-pt jump shot from 27 ft,31-25, ,,2,25,31,-6,825.0
10:11.0, ,31-25,Defensive rebound by M. Strus,,2,25,31,-6,829.0
9:51.0, ,31-27,V. Oladipo makes 2-pt jump shot from 18 ft,,2,27,31,-4,849.0
9:51.0, ,31-27,Violation by Team (delay of game),,2,27,31,-4,849.0
9:37.0,Offensive foul by N. Vučević (drawn by H. Highsmith),31-27, ,,2,27,31,-4,863.0
9:37.0,Turnover by N. Vučević (offensive foul),31-27, ,,2,27,31,-4,863.0
9:37.0,D. DeRozan enters the game for G. Dragić,31-27, ,,2,27,31,-4,863.0
9:37.0,P. Williams enters the game for D. Jones,31-27, ,,2,27,31,-4,863.0
9:23.0, ,31-27,M. Strus misses 3-pt jump shot from 26 ft,,2,27,31,-4,877.0
9:20.0,Defensive rebound by A. Caruso,31-27, ,,2,27,31,-4,880.0
9:07.0,P. Williams misses 3-pt jump shot from 24 ft,31-27, ,,2,27,31,-4,893.0
9:04.0, ,31-27,Defensive rebound by V. Oladipo,,2,27,31,-4,896.0
8:57.0, ,31-27,Personal foul by A. Caruso (drawn by D. Robinson),,2,27,31,-4,903.0
8:57.0,A. Dosunmu enters the game for C. White,31-27, ,,2,27,31,-4,903.0
8:57.0, ,31-27,B. Adebayo enters the game for D. Dedmon,,2,27,31,-4,903.0
8:44.0, ,31-27,V. Oladipo misses 3-pt jump shot from 24 ft,,2,27,31,-4,916.0
8:40.0,Defensive rebound by P. Williams,31-27, ,,2,27,31,-4,920.0
8:36.0, ,31-27,Violation by Team (kicked ball),,2,27,31,-4,924.0
8:36.0, ,31-27,T. Herro enters the game for V. Oladipo,,2,27,31,-4,924.0
8:30.0,N. Vučević misses 3-pt jump shot from 26 ft,31-27, ,,2,27,31,-4,930.0
8:27.0, ,31-27,Defensive rebound by B. Adebayo,,2,27,31,-4,933.0
8:19.0, ,31-29,T. Herro makes 2-pt jump shot from 15 ft (assist by B. Adebayo),,2,29,31,-2,941.0
8:02.0,D. DeRozan makes 2-pt jump shot from 13 ft,33-29, ,,2,29,33,-4,958.0
7:38.0, ,33-29,Turnover by D. Robinson (bad pass; steal by A. Dosunmu),,2,29,33,-4,982.0
7:22.0,N. Vučević makes 2-pt hook shot from 4 ft,35-29, ,,2,29,35,-6,998.0
7:03.0, ,35-31,H. Highsmith makes 2-pt layup from 4 ft (assist by B. Adebayo),,2,31,35,-4,1017.0
6:42.0,Turnover by P. Williams (lost ball; steal by H. Highsmith),35-31, ,,2,31,35,-4,1038.0
6:32.0, ,35-34,D. Robinson makes 3-pt jump shot from 23 ft (assist by M. Strus),,2,34,35,-1,1048.0
6:11.0,Turnover by N. Vučević (lost ball; steal by T. Herro),35-34, ,,2,34,35,-1,1069.0
6:05.0, ,35-36,T. Herro makes 2-pt layup from 3 ft,Lead change,2,36,35,1,1075.0
5:44.0,P. Williams misses 3-pt jump shot from 26 ft,35-36, ,,2,36,35,1,1096.0
5:41.0, ,35-36,Defensive rebound by M. Strus,,2,36,35,1,1099.0
5:35.0, ,35-38,B. Adebayo makes 2-pt jump shot from 6 ft (assist by M. Strus),,2,38,35,3,1105.0
5:35.0,Chicago full timeout,35-38, ,,2,38,35,3,1105.0
5:35.0,D. Jones enters the game for A. Caruso,35-38, ,,2,38,35,3,1105.0
5:35.0,Z. LaVine enters the game for A. Dosunmu,35-38, ,,2,38,35,3,1105.0
5:35.0,C. White enters the game for P. Williams,35-38, ,,2,38,35,3,1105.0
5:20.0,D. DeRozan misses 2-pt jump shot from 17 ft,35-38, ,,2,38,35,3,1120.0
5:16.0, ,35-38,Defensive rebound by B. Adebayo,,2,38,35,3,1124.0
5:08.0, ,35-41,D. Robinson makes 3-pt jump shot from 25 ft (assist by B. Adebayo),,2,41,35,6,1132.0
4:53.0,N. Vučević misses 2-pt hook shot from 2 ft,35-41, ,,2,41,35,6,1147.0
4:49.0,Offensive rebound by N. Vučević,35-41, ,,2,41,35,6,1151.0
4:47.0,N. Vučević makes 2-pt layup from 2 ft,37-41, ,,2,41,37,4,1153.0
4:34.0, ,37-43,H. Highsmith makes 2-pt dunk from 1 ft (assist by B. Adebayo),,2,43,37,6,1166.0
4:15.0,C. White makes 3-pt jump shot from 26 ft (assist by Z. LaVine),40-43, ,,2,43,40,3,1185.0
3:53.0, ,40-45,B. Adebayo makes 2-pt jump shot from 13 ft,,2,45,40,5,1207.0
3:44.0,Shooting foul by H. Highsmith (drawn by Z. LaVine),40-45, ,,2,45,40,5,1216.0
3:44.0,Z. LaVine makes free throw 1 of 2,41-45, ,,2,45,41,4,1216.0
3:44.0, ,41-45,V. Oladipo enters the game for M. Strus,,2,45,41,4,1216.0
3:44.0,Z. LaVine makes free throw 2 of 2,42-45, ,,2,45,42,3,1216.0
3:19.0, ,42-48,T. Herro makes 3-pt jump shot from 26 ft,,2,48,42,6,1241.0
3:02.0,Shooting foul by D. Robinson (drawn by C. White),42-48, ,,2,48,42,6,1258.0
3:02.0,C. White makes free throw 1 of 2,43-48, ,,2,48,43,5,1258.0
3:02.0,C. White makes free throw 2 of 2,44-48, ,,2,48,44,4,1258.0
2:48.0, ,44-48,Turnover by B. Adebayo (bad pass),,2,48,44,4,1272.0
2:44.0,Shooting foul by H. Highsmith (drawn by D. DeRozan),44-48, ,,2,48,44,4,1276.0
2:44.0,D. DeRozan makes free throw 1 of 2,45-48, ,,2,48,45,3,1276.0
2:44.0,D. DeRozan makes free throw 2 of 2,46-48, ,,2,48,46,2,1276.0
2:27.0, ,46-48,V. Oladipo misses 3-pt jump shot from 25 ft,,2,48,46,2,1293.0
2:24.0,Defensive rebound by C. White,46-48, ,,2,48,46,2,1296.0
2:05.0,D. Jones makes 2-pt dunk at rim (assist by Z. LaVine),48-48, ,Tie,2,48,48,0,1315.0
1:46.0, ,48-51,T. Herro makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,2,51,48,3,1334.0
1:27.0,Turnover by Z. LaVine (lost ball; steal by T. Herro),48-51, ,,2,51,48,3,1353.0
1:22.0, ,48-53,B. Adebayo makes 2-pt dunk from 3 ft (assist by D. Robinson),,2,53,48,5,1358.0
1:00.0,C. White makes 3-pt jump shot from 26 ft (assist by D. Jones),51-53, ,,2,53,51,2,1380.0
0:51.0, ,51-53,Def 3 sec tech foul by Team,,2,53,51,2,1389.0
0:51.0, ,51-54,T. Herro makes technical free throw,,2,54,51,3,1389.0
0:51.0, ,51-54,M. Strus enters the game for H. Highsmith,,2,54,51,3,1389.0
0:37.0, ,51-54,V. Oladipo misses 3-pt jump shot from 23 ft,,2,54,51,3,1403.0
0:34.0,Defensive rebound by D. DeRozan,51-54, ,,2,54,51,3,1406.0
0:29.0,Turnover by D. DeRozan (out of bounds lost ball),51-54, ,,2,54,51,3,1411.0
0:06.0, ,51-57,D. Robinson makes 3-pt jump shot from 26 ft (assist by T. Herro),,2,57,51,6,1434.0
0:01.0,Shooting foul by D. Robinson (drawn by Z. LaVine),51-57, ,,2,57,51,6,1439.0
0:01.0,Z. LaVine misses free throw 1 of 2,51-57, ,,2,57,51,6,1439.0
0:01.0,Offensive rebound by Team,51-57, ,,2,57,51,6,1439.0
0:01.0,Z. LaVine makes free throw 2 of 2,52-57, ,,2,57,52,5,1439.0
0:00.0,End of 2nd quarter,52-57,,,2,57,52,5,1440.0
12:00.0,Start of 3rd quarter,52-57,,,3,57,52,5,1440.0
11:47.0, ,52-57,Personal foul by P. Williams (drawn by B. Adebayo),,3,57,52,5,1453.0
11:35.0, ,52-60,T. Herro makes 3-pt jump shot from 25 ft (assist by V. Oladipo),,3,60,52,8,1465.0
11:23.0,Z. LaVine makes 2-pt layup from 2 ft (assist by N. Vučević),54-60, ,,3,60,54,6,1477.0
11:23.0,Shooting foul by T. Herro (drawn by Z. LaVine),54-60, ,,3,60,54,6,1477.0
11:23.0,Z. LaVine makes free throw 1 of 1,55-60, ,,3,60,55,5,1477.0
11:12.0, ,55-60,Turnover by V. Oladipo (bad pass; steal by A. Caruso),,3,60,55,5,1488.0
11:10.0,Shooting foul by V. Oladipo (drawn by A. Caruso),55-60, ,,3,60,55,5,1490.0
11:10.0,A. Caruso makes free throw 1 of 2,56-60, ,,3,60,56,4,1490.0
11:10.0,A. Caruso makes free throw 2 of 2,57-60, ,,3,60,57,3,1490.0
10:46.0, ,57-60,V. Oladipo misses 2-pt jump shot from 14 ft,,3,60,57,3,1514.0
10:45.0,Defensive rebound by N. Vučević,57-60, ,,3,60,57,3,1515.0
10:45.0,Personal foul by V. Oladipo (drawn by N. Vučević),57-60, ,,3,60,57,3,1515.0
10:29.0,D. DeRozan makes 2-pt layup from 2 ft,59-60, ,,3,60,59,1,1531.0
10:04.0, ,59-62,B. Adebayo makes 2-pt jump shot from 16 ft,,3,62,59,3,1556.0
9:48.0,D. DeRozan makes 2-pt jump shot from 19 ft,61-62, ,,3,62,61,1,1572.0
9:30.0, ,61-65,H. Highsmith makes 3-pt jump shot from 26 ft (assist by T. Herro),,3,65,61,4,1590.0
9:18.0,Z. LaVine misses 3-pt jump shot from 25 ft,61-65, ,,3,65,61,4,1602.0
9:15.0,Offensive rebound by D. DeRozan,61-65, ,,3,65,61,4,1605.0
9:13.0,N. Vučević makes 2-pt layup from 3 ft (assist by D. DeRozan),63-65, ,,3,65,63,2,1607.0
8:58.0, ,63-65,V. Oladipo misses 3-pt jump shot from 25 ft,,3,65,63,2,1622.0
8:58.0,Defensive rebound by N. Vučević,63-65, ,,3,65,63,2,1622.0
8:47.0,D. DeRozan misses 2-pt jump shot from 16 ft,63-65, ,,3,65,63,2,1633.0
8:43.0, ,63-65,Defensive rebound by B. Adebayo,,3,65,63,2,1637.0
8:40.0, ,63-65,Turnover by B. Adebayo (lost ball; steal by A. Caruso),,3,65,63,2,1640.0
8:35.0,D. DeRozan makes 2-pt layup from 1 ft (assist by A. Caruso),65-65, ,Tie,3,65,65,0,1645.0
8:19.0, ,65-65,T. Herro misses 3-pt jump shot from 22 ft,,3,65,65,0,1661.0
8:15.0,Defensive rebound by N. Vučević,65-65, ,,3,65,65,0,1665.0
8:08.0,N. Vučević makes 3-pt jump shot from 27 ft (assist by D. DeRozan),68-65, ,Lead change,3,65,68,-3,1672.0
7:51.0, ,68-65,Turnover by T. Herro (bad pass; steal by N. Vučević),,3,65,68,-3,1689.0
7:38.0,Personal foul by H. Highsmith (drawn by N. Vučević),68-65, ,,3,65,68,-3,1702.0
7:28.0,A. Caruso makes 3-pt jump shot from 26 ft (assist by D. DeRozan),71-65, ,,3,65,71,-6,1712.0
7:28.0, ,71-65,Miami full timeout,,3,65,71,-6,1712.0
7:13.0, ,71-65,M. Strus misses 3-pt jump shot from 27 ft,,3,65,71,-6,1727.0
7:08.0,Defensive rebound by N. Vučević,71-65, ,,3,65,71,-6,1732.0
7:01.0,D. DeRozan makes 2-pt layup from 2 ft,73-65, ,,3,65,73,-8,1739.0
6:45.0, ,73-65,V. Oladipo misses 3-pt jump shot from 25 ft,,3,65,73,-8,1755.0
6:43.0,Defensive rebound by A. Caruso,73-65, ,,3,65,73,-8,1757.0
6:26.0,P. Williams misses 3-pt jump shot from 24 ft,73-65, ,,3,65,73,-8,1774.0
6:24.0,Offensive rebound by A. Caruso,73-65, ,,3,65,73,-8,1776.0
6:21.0,N. Vučević makes 2-pt hook shot from 5 ft (assist by A. Caruso),75-65, ,,3,65,75,-10,1779.0
6:09.0, ,75-67,B. Adebayo makes 2-pt layup from 2 ft (assist by M. Strus),,3,67,75,-8,1791.0
5:53.0,Shooting foul by M. Strus (drawn by D. DeRozan),75-67, ,,3,67,75,-8,1807.0
5:53.0,D. DeRozan makes free throw 1 of 2,76-67, ,,3,67,76,-9,1807.0
5:53.0,C. White enters the game for A. Caruso,76-67, ,,3,67,76,-9,1807.0
5:53.0, ,76-67,D. Robinson enters the game for V. Oladipo,,3,67,76,-9,1807.0
5:53.0,D. DeRozan makes free throw 2 of 2,77-67, ,,3,67,77,-10,1807.0
5:32.0, ,77-67,T. Herro misses 3-pt jump shot from 26 ft,,3,67,77,-10,1828.0
5:28.0,Defensive rebound by P. Williams,77-67, ,,3,67,77,-10,1832.0
5:16.0,N. Vučević makes 2-pt jump shot from 15 ft,79-67, ,,3,67,79,-12,1844.0
5:08.0, ,79-67,Turnover by D. Robinson (bad pass),,3,67,79,-12,1852.0
4:47.0,C. White misses 3-pt jump shot from 28 ft,79-67, ,,3,67,79,-12,1873.0
4:43.0, ,79-67,Defensive rebound by B. Adebayo,,3,67,79,-12,1877.0
4:35.0, ,79-67,M. Strus misses 3-pt jump shot from 23 ft,,3,67,79,-12,1885.0
4:33.0,Defensive rebound by Z. LaVine,79-67, ,,3,67,79,-12,1887.0
4:14.0,P. Williams makes 3-pt jump shot from 24 ft (assist by C. White),82-67, ,,3,67,82,-15,1906.0
4:14.0, ,82-67,Miami full timeout,,3,67,82,-15,1906.0
3:56.0, ,82-70,H. Highsmith makes 3-pt jump shot from 25 ft (assist by M. Strus),,3,70,82,-12,1924.0
3:34.0,C. White misses 2-pt jump shot from 19 ft,82-70, ,,3,70,82,-12,1946.0
3:34.0, ,82-70,Defensive rebound by B. Adebayo,,3,70,82,-12,1946.0
3:34.0, ,82-70,Personal foul by P. Williams (drawn by B. Adebayo),,3,70,82,-12,1946.0
3:10.0, ,82-70,B. Adebayo misses 2-pt jump shot from 13 ft,,3,70,82,-12,1970.0
3:06.0, ,82-70,Offensive rebound by H. Highsmith,,3,70,82,-12,1974.0
3:06.0, ,82-70,H. Highsmith misses 2-pt layup at rim,,3,70,82,-12,1974.0
3:06.0,Defensive rebound by Z. LaVine,82-70, ,,3,70,82,-12,1974.0
2:52.0,N. Vučević misses 3-pt jump shot from 24 ft,82-70, ,,3,70,82,-12,1988.0
2:49.0, ,82-70,Defensive rebound by H. Highsmith,,3,70,82,-12,1991.0
2:42.0, ,82-70,Turnover by T. Herro (bad pass),,3,70,82,-12,1998.0
2:17.0,N. Vučević makes 2-pt jump shot from 7 ft (assist by P. Williams),84-70, ,,3,70,84,-14,2023.0
2:07.0, ,84-72,T. Herro makes 2-pt layup from 5 ft,,3,72,84,-12,2033.0
1:52.0,C. White misses 3-pt jump shot from 27 ft,84-72, ,,3,72,84,-12,2048.0
1:52.0, ,84-72,Defensive rebound by B. Adebayo,,3,72,84,-12,2048.0
1:47.0, ,84-72,Personal foul by P. Williams (drawn by B. Adebayo),,3,72,84,-12,2053.0
1:47.0,G. Dragić enters the game for D. DeRozan,84-72, ,,3,72,84,-12,2053.0
1:47.0,D. Jones enters the game for N. Vučević,84-72, ,,3,72,84,-12,2053.0
1:47.0, ,84-72,D. Dedmon enters the game for B. Adebayo,,3,72,84,-12,2053.0
1:47.0, ,84-72,V. Oladipo enters the game for M. Strus,,3,72,84,-12,2053.0
1:35.0, ,84-72,D. Robinson misses 3-pt jump shot from 25 ft,,3,72,84,-12,2065.0
1:31.0,Defensive rebound by D. Jones,84-72, ,,3,72,84,-12,2069.0
1:29.0,Turnover by D. Jones (lost ball; steal by H. Highsmith),84-72, ,,3,72,84,-12,2071.0
1:25.0, ,84-75,T. Herro makes 3-pt jump shot from 25 ft (assist by H. Highsmith),,3,75,84,-9,2075.0
1:01.0,C. White misses 2-pt layup from 1 ft,84-75, ,,3,75,84,-9,2099.0
0:59.0, ,84-75,Defensive rebound by D. Robinson,,3,75,84,-9,2101.0
0:52.0, ,84-75,Turnover by H. Highsmith (bad pass; steal by Z. LaVine),,3,75,84,-9,2108.0
0:41.0,Shooting foul by V. Oladipo (drawn by P. Williams),84-75, ,,3,75,84,-9,2119.0
0:41.0,P. Williams makes free throw 1 of 2,85-75, ,,3,75,85,-10,2119.0
0:41.0,A. Drummond enters the game for D. Jones,85-75, ,,3,75,85,-10,2119.0
0:41.0, ,85-75,J. Cain enters the game for H. Highsmith,,3,75,85,-10,2119.0
0:41.0,P. Williams misses free throw 2 of 2,85-75, ,,3,75,85,-10,2119.0
0:38.0, ,85-75,Defensive rebound by T. Herro,,3,75,85,-10,2122.0
0:32.0, ,85-75,T. Herro misses 3-pt jump shot from 26 ft,,3,75,85,-10,2128.0
