Time,Miami,Score,Toronto,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
1:40.0,C. Zeller enters the game for V. Oladipo,65-79, ,,3,65,79,-14,2060.0
1:40.0, ,65-79,O. Anunoby enters the game for P. Siakam,,3,65,79,-14,2060.0
1:20.0, ,65-81,P. Achiuwa makes 2-pt dunk from 2 ft (assist by O. Anunoby),,3,65,81,-16,2080.0
1:02.0,Offensive foul by M. Strus (drawn by S. Barnes),65-81, ,,3,65,81,-16,2098.0
1:02.0,Turnover by M. Strus (offensive foul),65-81, ,,3,65,81,-16,2098.0
0:50.0, ,65-84,O. Anunoby makes 3-pt jump shot from 27 ft (assist by S. Barnes),,3,65,84,-19,2110.0
0:41.0,Turnover by C. Martin (traveling),65-84, ,,3,65,84,-19,2119.0
0:26.0, ,65-84,O. Anunoby misses 3-pt jump shot from 25 ft,,3,65,84,-19,2134.0
0:26.0, ,65-84,Offensive rebound by C. Boucher,,3,65,84,-19,2134.0
0:25.0, ,65-84,C. Boucher misses 2-pt layup from 1 ft,,3,65,84,-19,2135.0
0:24.0,Defensive rebound by C. Zeller,65-84, ,,3,65,84,-19,2136.0
0:03.0,Shooting foul by P. Achiuwa (drawn by K. Lowry),65-84, ,,3,65,84,-19,2157.0
0:03.0,K. Lowry makes free throw 1 of 2,66-84, ,,3,66,84,-18,2157.0
0:03.0,V. Oladipo enters the game for T. Herro,66-84, ,,3,66,84,-18,2157.0
0:03.0,K. Lowry makes free throw 2 of 2,67-84, ,,3,67,84,-17,2157.0
0:00.0, ,67-84,F. VanVleet misses 3-pt jump shot from 51 ft,,3,67,84,-17,2160.0
0:00.0, ,67-84,Offensive rebound by Team,,3,67,84,-17,2160.0
0:00.0,End of 3rd quarter,67-84,,,3,67,84,-17,2160.0
12:00.0,Start of 4th quarter,67-84,,,4,67,84,-17,2160.0
11:36.0,C. Martin makes 2-pt jump shot from 16 ft,69-84, ,,4,69,84,-15,2184.0
11:36.0,Shooting foul by S. Barnes (drawn by C. Martin),69-84, ,,4,69,84,-15,2184.0
11:36.0,C. Martin makes free throw 1 of 1,70-84, ,,4,70,84,-14,2184.0
11:13.0, ,70-84,J. Dowtin misses 3-pt jump shot from 27 ft,,4,70,84,-14,2207.0
11:10.0,Defensive rebound by C. Zeller,70-84, ,,4,70,84,-14,2210.0
11:03.0,Turnover by K. Lowry (bad pass; steal by S. Barnes),70-84, ,,4,70,84,-14,2217.0
10:58.0, ,70-87,P. Achiuwa makes 3-pt jump shot from 26 ft (assist by S. Barnes),,4,70,87,-17,2222.0
10:36.0,Shooting foul by C. Boucher (drawn by C. Zeller),70-87, ,,4,70,87,-17,2244.0
10:36.0, ,70-87,Technical foul by C. Boucher,,4,70,87,-17,2244.0
10:36.0,D. Robinson makes technical free throw,71-87, ,,4,71,87,-16,2244.0
10:36.0,C. Zeller makes free throw 1 of 2,72-87, ,,4,72,87,-15,2244.0
10:36.0,C. Zeller makes free throw 2 of 2,73-87, ,,4,73,87,-14,2244.0
10:12.0, ,73-87,P. Achiuwa misses 3-pt jump shot from 28 ft,,4,73,87,-14,2268.0
10:09.0,Defensive rebound by K. Lowry,73-87, ,,4,73,87,-14,2271.0
10:00.0,D. Robinson misses 3-pt jump shot from 27 ft,73-87, ,,4,73,87,-14,2280.0
9:57.0, ,73-87,Defensive rebound by P. Achiuwa,,4,73,87,-14,2283.0
9:48.0, ,73-89,P. Achiuwa makes 2-pt layup from 1 ft (assist by S. Barnes),,4,73,89,-16,2292.0
9:33.0,D. Robinson makes 3-pt jump shot from 23 ft (assist by K. Lowry),76-89, ,,4,76,89,-13,2307.0
9:11.0, ,76-89,C. Boucher misses 2-pt dunk from 2 ft,,4,76,89,-13,2329.0
9:08.0,Defensive rebound by Team,76-89, ,,4,76,89,-13,2332.0
9:08.0,Jump ball: C. Zeller vs. P. Achiuwa (D. Robinson gains possession),76-89,,,4,76,89,-13,2332.0
8:53.0,K. Lowry misses 2-pt layup from 6 ft,76-89, ,,4,76,89,-13,2347.0
8:53.0, ,76-89,Defensive rebound by Team,,4,76,89,-13,2347.0
8:33.0, ,76-92,O. Anunoby makes 3-pt jump shot from 23 ft (assist by J. Dowtin),,4,76,92,-16,2367.0
8:11.0,C. Martin misses 2-pt layup from 1 ft (block by C. Boucher),76-92, ,,4,76,92,-16,2389.0
8:08.0, ,76-92,Defensive rebound by C. Boucher,,4,76,92,-16,2392.0
7:55.0, ,76-92,P. Achiuwa misses 2-pt layup from 4 ft,,4,76,92,-16,2405.0
7:53.0,Defensive rebound by C. Zeller,76-92, ,,4,76,92,-16,2407.0
7:52.0,Turnover by C. Zeller (bad pass; steal by J. Dowtin),76-92, ,,4,76,92,-16,2408.0
7:47.0, ,76-92,P. Achiuwa misses 2-pt layup from 4 ft,,4,76,92,-16,2413.0
7:45.0, ,76-92,Offensive rebound by P. Achiuwa,,4,76,92,-16,2415.0
7:43.0, ,76-92,C. Boucher misses 2-pt jump shot from 5 ft,,4,76,92,-16,2417.0
7:41.0,Defensive rebound by C. Zeller,76-92, ,,4,76,92,-16,2419.0
7:35.0,K. Lowry misses 3-pt jump shot from 28 ft,76-92, ,,4,76,92,-16,2425.0
7:33.0, ,76-92,Defensive rebound by S. Barnes,,4,76,92,-16,2427.0
7:15.0, ,76-95,P. Achiuwa makes 3-pt jump shot from 26 ft (assist by O. Anunoby),,4,76,95,-19,2445.0
7:15.0,Miami full timeout,76-95, ,,4,76,95,-19,2445.0
7:15.0,B. Adebayo enters the game for M. Strus,76-95, ,,4,76,95,-19,2445.0
7:15.0,T. Herro enters the game for C. Zeller,76-95, ,,4,76,95,-19,2445.0
7:15.0, ,76-95,P. Siakam enters the game for S. Barnes,,4,76,95,-19,2445.0
6:52.0,D. Robinson misses 3-pt jump shot from 26 ft,76-95, ,,4,76,95,-19,2468.0
6:49.0,Offensive rebound by B. Adebayo,76-95, ,,4,76,95,-19,2471.0
6:47.0,D. Robinson misses 3-pt jump shot from 24 ft,76-95, ,,4,76,95,-19,2473.0
6:43.0,Offensive rebound by B. Adebayo,76-95, ,,4,76,95,-19,2477.0
6:35.0,Turnover by C. Martin (bad pass; steal by P. Achiuwa),76-95, ,,4,76,95,-19,2485.0
6:28.0, ,76-95,C. Boucher misses 3-pt jump shot from 23 ft,,4,76,95,-19,2492.0
6:26.0, ,76-95,Offensive rebound by P. Achiuwa,,4,76,95,-19,2494.0
6:25.0, ,76-95,Turnover by P. Achiuwa (out of bounds lost ball),,4,76,95,-19,2495.0
6:10.0,B. Adebayo misses 2-pt jump shot from 9 ft,76-95, ,,4,76,95,-19,2510.0
6:07.0, ,76-95,Defensive rebound by P. Achiuwa,,4,76,95,-19,2513.0
5:47.0, ,76-95,C. Boucher misses 3-pt jump shot from 22 ft,,4,76,95,-19,2533.0
5:45.0,Defensive rebound by B. Adebayo,76-95, ,,4,76,95,-19,2535.0
5:38.0,C. Martin makes 2-pt layup from 3 ft (assist by B. Adebayo),78-95, ,,4,78,95,-17,2542.0
5:38.0, ,78-95,S. Barnes enters the game for O. Anunoby,,4,78,95,-17,2542.0
5:38.0, ,78-95,F. VanVleet enters the game for J. Dowtin,,4,78,95,-17,2542.0
5:15.0, ,78-95,F. VanVleet misses 3-pt jump shot from 26 ft,,4,78,95,-17,2565.0
5:11.0,Defensive rebound by B. Adebayo,78-95, ,,4,78,95,-17,2569.0
5:02.0,B. Adebayo makes 2-pt layup from 4 ft (assist by T. Herro),80-95, ,,4,80,95,-15,2578.0
4:42.0, ,80-97,P. Siakam makes 2-pt jump shot from 19 ft (assist by S. Barnes),,4,80,97,-17,2598.0
4:27.0,T. Herro makes 3-pt jump shot from 29 ft (assist by K. Lowry),83-97, ,,4,83,97,-14,2613.0
4:04.0, ,83-97,P. Siakam misses 2-pt jump shot from 15 ft,,4,83,97,-14,2636.0
4:02.0,Defensive rebound by B. Adebayo,83-97, ,,4,83,97,-14,2638.0
3:56.0,B. Adebayo makes 2-pt dunk at rim (assist by T. Herro),85-97, ,,4,85,97,-12,2644.0
3:56.0, ,85-97,Toronto full timeout,,4,85,97,-12,2644.0
3:56.0, ,85-97,O. Anunoby enters the game for P. Achiuwa,,4,85,97,-12,2644.0
3:37.0, ,85-97,O. Anunoby misses 3-pt jump shot from 23 ft,,4,85,97,-12,2663.0
3:34.0,Defensive rebound by C. Martin,85-97, ,,4,85,97,-12,2666.0
3:25.0,T. Herro makes 2-pt jump shot from 11 ft (assist by D. Robinson),87-97, ,,4,87,97,-10,2675.0
3:13.0, ,87-97,Offensive foul by O. Anunoby (drawn by C. Martin),,4,87,97,-10,2687.0
3:13.0, ,87-97,Turnover by O. Anunoby (offensive foul),,4,87,97,-10,2687.0
3:13.0,Miami full timeout,87-97, ,,4,87,97,-10,2687.0
3:13.0, ,87-97,J. Poeltl enters the game for C. Boucher,,4,87,97,-10,2687.0
2:52.0,T. Herro misses 2-pt jump shot from 22 ft,87-97, ,,4,87,97,-10,2708.0
2:50.0,Offensive rebound by C. Martin,87-97, ,,4,87,97,-10,2710.0
2:39.0,T. Herro misses 3-pt jump shot from 28 ft,87-97, ,,4,87,97,-10,2721.0
2:36.0,Offensive rebound by K. Lowry,87-97, ,,4,87,97,-10,2724.0
2:34.0,C. Martin misses 3-pt jump shot from 27 ft,87-97, ,,4,87,97,-10,2726.0
2:31.0,Offensive rebound by C. Martin,87-97, ,,4,87,97,-10,2729.0
2:30.0,K. Lowry misses 3-pt jump shot from 24 ft,87-97, ,,4,87,97,-10,2730.0
2:27.0, ,87-97,Defensive rebound by F. VanVleet,,4,87,97,-10,2733.0
2:08.0, ,87-99,J. Poeltl makes 2-pt layup from 2 ft (assist by O. Anunoby),,4,87,99,-12,2752.0
1:49.0,C. Martin misses 2-pt layup from 2 ft,87-99, ,,4,87,99,-12,2771.0
1:47.0,Offensive rebound by B. Adebayo,87-99, ,,4,87,99,-12,2773.0
1:47.0,B. Adebayo makes 2-pt layup at rim,89-99, ,,4,89,99,-10,2773.0
1:31.0, ,89-102,F. VanVleet makes 3-pt jump shot from 24 ft (assist by O. Anunoby),,4,89,102,-13,2789.0
1:11.0,Shooting foul by P. Siakam (drawn by B. Adebayo),89-102, ,,4,89,102,-13,2809.0
1:11.0,B. Adebayo misses free throw 1 of 2,89-102, ,,4,89,102,-13,2809.0
1:11.0,Offensive rebound by Team,89-102, ,,4,89,102,-13,2809.0
1:11.0,H. Highsmith enters the game for K. Lowry,89-102, ,,4,89,102,-13,2809.0
1:11.0,B. Adebayo makes free throw 2 of 2,90-102, ,,4,90,102,-12,2809.0
0:49.0, ,90-104,O. Anunoby makes 2-pt dunk from 2 ft (assist by S. Barnes),,4,90,104,-14,2831.0
0:35.0,B. Adebayo makes 2-pt jump shot from 8 ft,92-104, ,,4,92,104,-12,2845.0
0:17.0, ,92-106,S. Barnes makes 2-pt dunk from 1 ft (assist by F. VanVleet),,4,92,106,-14,2863.0
0:00.0,End of 4th quarter,92-106,,,4,92,106,-14,2880.0
