Time,Cleveland,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
6:22.0, ,15-12,Turnover by B. Adebayo (traveling),,1,12,15,-3,338.0
6:22.0, ,15-12,Miami full timeout,,1,12,15,-3,338.0
6:09.0,D. Mitchell misses 3-pt jump shot from 25 ft,15-12, ,,1,12,15,-3,351.0
6:07.0, ,15-12,Defensive rebound by T. Herro,,1,12,15,-3,353.0
5:57.0, ,15-12,J. Butler misses 2-pt layup from 3 ft,,1,12,15,-3,363.0
5:51.0, ,15-12,Offensive rebound by J. Butler,,1,12,15,-3,369.0
5:48.0, ,15-14,T. Herro makes 2-pt layup from 4 ft,,1,14,15,-1,372.0
5:31.0,Shooting foul by T. Herro (drawn by I. Okoro),15-14, ,,1,14,15,-1,389.0
5:31.0,C. Osman enters the game for C. LeVert,15-14, ,,1,14,15,-1,389.0
5:31.0,L. Stevens enters the game for E. Mobley,15-14, ,,1,14,15,-1,389.0
5:31.0,I. Okoro makes free throw 1 of 2,16-14, ,,1,14,16,-2,389.0
5:31.0,I. Okoro makes free throw 2 of 2,17-14, ,,1,14,17,-3,389.0
5:10.0, ,17-16,T. Herro makes 2-pt layup from 2 ft,,1,16,17,-1,410.0
4:56.0,Turnover by D. Mitchell (bad pass),17-16, ,,1,16,17,-1,424.0
4:56.0, ,17-16,V. Oladipo enters the game for B. Adebayo,,1,16,17,-1,424.0
4:56.0, ,17-16,C. Zeller enters the game for T. Herro,,1,16,17,-1,424.0
4:39.0, ,17-16,G. Vincent misses 3-pt jump shot from 25 ft,,1,16,17,-1,441.0
4:34.0, ,17-16,Offensive rebound by K. Love,,1,16,17,-1,446.0
4:34.0, ,17-16,Turnover by K. Love (bad pass; steal by D. Mitchell),,1,16,17,-1,446.0
4:19.0,I. Okoro makes 2-pt layup from 2 ft (assist by J. Allen),19-16, ,,1,16,19,-3,461.0
4:08.0, ,19-19,V. Oladipo makes 3-pt jump shot from 26 ft (assist by G. Vincent),Tie,1,19,19,0,472.0
3:56.0,Turnover by D. Mitchell (bad pass; steal by V. Oladipo),19-19, ,,1,19,19,0,484.0
3:52.0, ,19-19,Shooting foul by L. Stevens (drawn by J. Butler),,1,19,19,0,488.0
3:52.0, ,19-20,J. Butler makes free throw 1 of 2,Lead change,1,20,19,1,488.0
3:52.0, ,19-21,J. Butler makes free throw 2 of 2,,1,21,19,2,488.0
3:34.0,L. Stevens makes 3-pt jump shot from 28 ft (assist by D. Mitchell),22-21, ,Lead change,1,21,22,-1,506.0
3:17.0, ,22-21,G. Vincent misses 3-pt jump shot from 25 ft,,1,21,22,-1,523.0
3:17.0, ,22-21,Offensive rebound by Team,,1,21,22,-1,523.0
3:17.0,Loose ball foul by I. Okoro (drawn by K. Love),22-21, ,,1,21,22,-1,523.0
3:17.0,C. LeVert enters the game for J. Allen,22-21, ,,1,21,22,-1,523.0
3:17.0,E. Mobley enters the game for D. Mitchell,22-21, ,,1,21,22,-1,523.0
3:17.0,R. Rubio enters the game for I. Okoro,22-21, ,,1,21,22,-1,523.0
3:17.0, ,22-21,C. Martin enters the game for K. Love,,1,21,22,-1,523.0
3:02.0, ,22-21,V. Oladipo misses 2-pt layup from 4 ft,,1,21,22,-1,538.0
2:59.0, ,22-21,Offensive rebound by C. Zeller,,1,21,22,-1,541.0
2:59.0, ,22-21,C. Zeller misses 2-pt layup at rim,,1,21,22,-1,541.0
2:58.0, ,22-21,Offensive rebound by J. Butler,,1,21,22,-1,542.0
2:56.0, ,22-21,Shooting foul by E. Mobley (drawn by J. Butler),,1,21,22,-1,544.0
2:56.0,Cleveland full timeout,22-21, ,,1,21,22,-1,544.0
2:56.0, ,22-22,J. Butler makes free throw 1 of 2,Tie,1,22,22,0,544.0
2:56.0, ,22-23,J. Butler makes free throw 2 of 2,Lead change,1,23,22,1,544.0
2:40.0,C. Osman misses 3-pt jump shot from 26 ft,22-23, ,,1,23,22,1,560.0
2:36.0, ,22-23,Defensive rebound by J. Butler,,1,23,22,1,564.0
2:29.0, ,22-25,J. Butler makes 2-pt jump shot from 6 ft,,1,25,22,3,571.0
2:22.0,Personal foul by G. Vincent (drawn by R. Rubio),22-25, ,,1,25,22,3,578.0
2:22.0, ,22-25,B. Adebayo enters the game for J. Butler,,1,25,22,3,578.0
2:22.0, ,22-25,T. Herro enters the game for G. Vincent,,1,25,22,3,578.0
2:22.0, ,22-25,M. Strus enters the game for C. Zeller,,1,25,22,3,578.0
2:14.0,C. Osman misses 3-pt jump shot from 25 ft,22-25, ,,1,25,22,3,586.0
2:10.0, ,22-25,Defensive rebound by B. Adebayo,,1,25,22,3,590.0
1:55.0, ,22-25,B. Adebayo misses 2-pt layup from 9 ft (block by E. Mobley),,1,25,22,3,605.0
1:52.0,Defensive rebound by E. Mobley,22-25, ,,1,25,22,3,608.0
1:52.0,Offensive foul by C. Osman (drawn by V. Oladipo),22-25, ,,1,25,22,3,608.0
1:52.0,Turnover by C. Osman (offensive foul),22-25, ,,1,25,22,3,608.0
1:30.0, ,22-25,T. Herro misses 2-pt jump shot from 9 ft,,1,25,22,3,630.0
1:28.0,Defensive rebound by L. Stevens,22-25, ,,1,25,22,3,632.0
1:14.0,E. Mobley misses 2-pt jump shot from 10 ft,22-25, ,,1,25,22,3,646.0
1:11.0, ,22-25,Defensive rebound by T. Herro,,1,25,22,3,649.0
0:53.0, ,22-27,B. Adebayo makes 2-pt jump shot from 11 ft (assist by T. Herro),,1,27,22,5,667.0
0:36.0,C. Osman makes 2-pt layup from 1 ft (assist by E. Mobley),24-27, ,,1,27,24,3,684.0
0:26.0, ,24-27,M. Strus misses 3-pt jump shot from 26 ft,,1,27,24,3,694.0
0:23.0,Defensive rebound by E. Mobley,24-27, ,,1,27,24,3,697.0
0:06.0,Shooting foul by M. Strus (drawn by L. Stevens),24-27, ,,1,27,24,3,714.0
0:06.0,L. Stevens makes free throw 1 of 2,25-27, ,,1,27,25,2,714.0
0:06.0,J. Allen enters the game for C. Osman,25-27, ,,1,27,25,2,714.0
0:06.0,I. Okoro enters the game for R. Rubio,25-27, ,,1,27,25,2,714.0
0:06.0,L. Stevens makes free throw 2 of 2,26-27, ,,1,27,26,1,714.0
0:01.0, ,26-27,T. Herro misses 3-pt jump shot from 25 ft,,1,27,26,1,719.0
0:00.0, ,26-27,Offensive rebound by Team,,1,27,26,1,720.0
0:00.0,End of 1st quarter,26-27,,,1,27,26,1,720.0
12:00.0,Start of 2nd quarter,26-27,,,2,27,26,1,720.0
11:42.0, ,26-27,B. Adebayo misses 2-pt jump shot from 6 ft,,2,27,26,1,738.0
11:40.0,Defensive rebound by L. Stevens,26-27, ,,2,27,26,1,740.0
11:29.0,E. Mobley makes 2-pt jump shot from 5 ft (assist by R. Rubio),28-27, ,Lead change,2,27,28,-1,751.0
11:10.0, ,28-29,T. Herro makes 2-pt jump shot from 10 ft,Lead change,2,29,28,1,770.0
10:56.0,R. Rubio misses 3-pt jump shot from 25 ft,28-29, ,,2,29,28,1,784.0
10:56.0,Offensive rebound by L. Stevens,28-29, ,,2,29,28,1,784.0
10:50.0,D. Mitchell makes 3-pt jump shot from 27 ft (assist by R. Rubio),31-29, ,Lead change,2,29,31,-2,790.0
10:36.0, ,31-32,C. Martin makes 3-pt jump shot from 23 ft (assist by T. Herro),Lead change,2,32,31,1,804.0
10:21.0,L. Stevens misses 2-pt jump shot from 11 ft,31-32, ,,2,32,31,1,819.0
10:18.0, ,31-32,Defensive rebound by C. Martin,,2,32,31,1,822.0
10:16.0, ,31-34,C. Martin makes 2-pt layup from 5 ft,,2,34,31,3,824.0
10:14.0,Cleveland full timeout,31-34, ,,2,34,31,3,826.0
9:52.0,E. Mobley misses 2-pt hook shot from 7 ft,31-34, ,,2,34,31,3,848.0
9:49.0, ,31-34,Defensive rebound by T. Herro,,2,34,31,3,851.0
9:32.0, ,31-34,T. Herro misses 2-pt jump shot from 14 ft,,2,34,31,3,868.0
9:29.0,Defensive rebound by C. LeVert,31-34, ,,2,34,31,3,871.0
9:19.0,C. LeVert makes 2-pt jump shot from 12 ft,33-34, ,,2,34,33,1,881.0
8:54.0, ,33-37,V. Oladipo makes 3-pt jump shot from 25 ft (assist by M. Strus),,2,37,33,4,906.0
8:37.0,E. Mobley misses 2-pt hook shot from 9 ft,33-37, ,,2,37,33,4,923.0
8:35.0, ,33-37,Defensive rebound by B. Adebayo,,2,37,33,4,925.0
8:31.0, ,33-37,Shooting foul by E. Mobley (drawn by B. Adebayo),,2,37,33,4,929.0
8:31.0, ,33-38,B. Adebayo makes free throw 1 of 2,,2,38,33,5,929.0
8:31.0,J. Allen enters the game for C. LeVert,33-38, ,,2,38,33,5,929.0
8:31.0,I. Okoro enters the game for E. Mobley,33-38, ,,2,38,33,5,929.0
8:31.0, ,33-38,B. Adebayo misses free throw 2 of 2,,2,38,33,5,929.0
8:29.0,Defensive rebound by J. Allen,33-38, ,,2,38,33,5,931.0
8:08.0,D. Mitchell makes 3-pt jump shot from 26 ft,36-38, ,,2,38,36,2,952.0
8:01.0, ,36-38,Turnover by V. Oladipo (out of bounds lost ball),,2,38,36,2,959.0
7:50.0,Turnover by R. Rubio (bad pass),36-38, ,,2,38,36,2,970.0
7:50.0,C. Osman enters the game for L. Stevens,36-38, ,,2,38,36,2,970.0
7:38.0, ,36-38,Personal foul by R. Rubio (drawn by C. Martin),,2,38,36,2,982.0
7:27.0, ,36-40,B. Adebayo makes 2-pt dunk from 2 ft (assist by T. Herro),,2,40,36,4,993.0
6:58.0,I. Okoro misses 2-pt hook shot from 6 ft,36-40, ,,2,40,36,4,1022.0
6:55.0, ,36-40,Defensive rebound by V. Oladipo,,2,40,36,4,1025.0
6:44.0, ,36-40,Turnover by T. Herro (bad pass; steal by J. Allen),,2,40,36,4,1036.0
6:38.0,D. Mitchell misses 3-pt jump shot from 27 ft,36-40, ,,2,40,36,4,1042.0
6:34.0,Offensive rebound by I. Okoro,36-40, ,,2,40,36,4,1046.0
6:32.0,D. Mitchell makes 2-pt layup from 2 ft (assist by I. Okoro),38-40, ,,2,40,38,2,1048.0
6:28.0, ,38-40,Miami full timeout,,2,40,38,2,1052.0
6:28.0,C. LeVert enters the game for R. Rubio,38-40, ,,2,40,38,2,1052.0
6:28.0, ,38-40,J. Butler enters the game for B. Adebayo,,2,40,38,2,1052.0
6:28.0, ,38-40,G. Vincent enters the game for T. Herro,,2,40,38,2,1052.0
6:28.0, ,38-40,C. Zeller enters the game for V. Oladipo,,2,40,38,2,1052.0
6:12.0, ,38-40,Turnover by G. Vincent (traveling),,2,40,38,2,1068.0
5:57.0,C. LeVert makes 3-pt jump shot from 24 ft (assist by D. Mitchell),41-40, ,Lead change,2,40,41,-1,1083.0
5:47.0, ,41-40,Offensive foul by C. Zeller (drawn by C. Osman),,2,40,41,-1,1093.0
5:47.0, ,41-40,Turnover by C. Zeller (offensive foul),,2,40,41,-1,1093.0
5:30.0,C. Osman makes 3-pt jump shot from 26 ft (assist by C. LeVert),44-40, ,,2,40,44,-4,1110.0
5:04.0, ,44-40,C. Martin misses 3-pt jump shot from 26 ft,,2,40,44,-4,1136.0
5:01.0,Defensive rebound by J. Allen,44-40, ,,2,40,44,-4,1139.0
4:52.0,C. LeVert misses 3-pt jump shot from 26 ft,44-40, ,,2,40,44,-4,1148.0
4:48.0, ,44-40,Defensive rebound by C. Zeller,,2,40,44,-4,1152.0
4:46.0, ,44-40,Personal foul by J. Allen (drawn by G. Vincent),,2,40,44,-4,1154.0
4:46.0,E. Mobley enters the game for I. Okoro,44-40, ,,2,40,44,-4,1154.0
4:46.0, ,44-40,T. Herro enters the game for M. Strus,,2,40,44,-4,1154.0
4:33.0, ,44-40,Shooting foul by D. Mitchell (drawn by T. Herro),,2,40,44,-4,1167.0
4:33.0, ,44-41,T. Herro makes free throw 1 of 2,,2,41,44,-3,1167.0
4:33.0, ,44-41,K. Love enters the game for C. Martin,,2,41,44,-3,1167.0
4:33.0, ,44-42,T. Herro makes free throw 2 of 2,,2,42,44,-2,1167.0
4:16.0,D. Mitchell makes 3-pt jump shot from 26 ft,47-42, ,,2,42,47,-5,1184.0
4:04.0, ,47-42,Def 3 sec tech foul by Team,,2,42,47,-5,1196.0
4:04.0, ,47-42,J. Butler misses technical free throw,,2,42,47,-5,1196.0
4:04.0, ,47-42,Offensive rebound by Team,,2,42,47,-5,1196.0
3:55.0, ,47-42,Shooting foul by C. Osman (drawn by G. Vincent),,2,42,47,-5,1205.0
3:55.0, ,47-43,G. Vincent makes free throw 1 of 2,,2,43,47,-4,1205.0
3:55.0, ,47-44,G. Vincent makes free throw 2 of 2,,2,44,47,-3,1205.0
3:41.0,Shooting foul by C. Zeller (drawn by J. Allen),47-44, ,,2,44,47,-3,1219.0
3:41.0,J. Allen makes free throw 1 of 2,48-44, ,,2,44,48,-4,1219.0
3:41.0,J. Allen makes free throw 2 of 2,49-44, ,,2,44,49,-5,1219.0
3:33.0, ,49-44,G. Vincent misses 2-pt layup from 4 ft (block by J. Allen),,2,44,49,-5,1227.0
3:32.0, ,49-44,Offensive rebound by G. Vincent,,2,44,49,-5,1228.0
3:22.0, ,49-44,J. Butler misses 2-pt layup from 4 ft,,2,44,49,-5,1238.0
3:21.0, ,49-44,Offensive rebound by C. Zeller,,2,44,49,-5,1239.0
3:21.0, ,49-44,C. Zeller misses 2-pt layup from 1 ft,,2,44,49,-5,1239.0
3:20.0, ,49-44,Offensive rebound by C. Zeller,,2,44,49,-5,1240.0
3:20.0, ,49-44,C. Zeller misses 2-pt layup at rim,,2,44,49,-5,1240.0
3:20.0, ,49-44,Offensive rebound by K. Love,,2,44,49,-5,1240.0
3:20.0, ,49-44,Shooting foul by E. Mobley (drawn by K. Love),,2,44,49,-5,1240.0
3:20.0, ,49-45,K. Love makes free throw 1 of 2,,2,45,49,-4,1240.0
3:20.0,I. Okoro enters the game for E. Mobley,49-45, ,,2,45,49,-4,1240.0
3:20.0, ,49-45,B. Adebayo enters the game for C. Zeller,,2,45,49,-4,1240.0
3:20.0, ,49-46,K. Love makes free throw 2 of 2,,2,46,49,-3,1240.0
3:01.0,C. Osman misses 2-pt jump shot from 6 ft,49-46, ,,2,46,49,-3,1259.0
2:59.0, ,49-46,Defensive rebound by T. Herro,,2,46,49,-3,1261.0
2:58.0, ,49-46,Turnover by T. Herro (bad pass),,2,46,49,-3,1262.0
2:46.0,C. Osman misses 3-pt jump shot from 24 ft,49-46, ,,2,46,49,-3,1274.0
2:43.0, ,49-46,Defensive rebound by T. Herro,,2,46,49,-3,1277.0
2:36.0, ,49-46,Turnover by T. Herro (bad pass; steal by I. Okoro),,2,46,49,-3,1284.0
2:29.0,J. Allen makes 2-pt dunk from 2 ft,51-46, ,,2,46,51,-5,1291.0
2:12.0, ,51-48,K. Love makes 2-pt jump shot from 11 ft,,2,48,51,-3,1308.0
1:54.0,C. LeVert misses 3-pt jump shot from 26 ft,51-48, ,,2,48,51,-3,1326.0
1:51.0, ,51-48,Defensive rebound by B. Adebayo,,2,48,51,-3,1329.0
1:44.0, ,51-48,K. Love misses 2-pt hook shot from 4 ft,,2,48,51,-3,1336.0
1:43.0, ,51-48,Offensive rebound by K. Love,,2,48,51,-3,1337.0
1:42.0, ,51-48,T. Herro misses 3-pt jump shot from 24 ft,,2,48,51,-3,1338.0
1:40.0,Defensive rebound by C. Osman,51-48, ,,2,48,51,-3,1340.0
1:37.0,Shooting foul by G. Vincent (drawn by C. Osman),51-48, ,,2,48,51,-3,1343.0
1:37.0,C. Osman makes free throw 1 of 2,52-48, ,,2,48,52,-4,1343.0
1:37.0, ,52-48,V. Oladipo enters the game for G. Vincent,,2,48,52,-4,1343.0
1:37.0,C. Osman makes free throw 2 of 2,53-48, ,,2,48,53,-5,1343.0
1:20.0, ,53-48,T. Herro misses 2-pt layup from 5 ft,,2,48,53,-5,1360.0
1:18.0,Defensive rebound by J. Allen,53-48, ,,2,48,53,-5,1362.0
1:18.0,Turnover by J. Allen (bad pass),53-48, ,,2,48,53,-5,1362.0
1:14.0, ,53-48,Turnover by B. Adebayo (bad pass),,2,48,53,-5,1366.0
1:01.0,D. Mitchell makes 2-pt layup from 2 ft,55-48, ,,2,48,55,-7,1379.0
0:45.0, ,55-50,B. Adebayo makes 2-pt dunk from 1 ft (assist by V. Oladipo),,2,50,55,-5,1395.0
0:35.0,Personal foul by V. Oladipo (drawn by D. Mitchell),55-50, ,,2,50,55,-5,1405.0
0:35.0,D. Mitchell makes free throw 1 of 2,56-50, ,,2,50,56,-6,1405.0
0:35.0, ,56-50,Defensive rebound by K. Love,,2,50,56,-6,1405.0
0:35.0,L. Stevens enters the game for C. Osman,56-50, ,,2,50,56,-6,1405.0
0:35.0,D. Mitchell misses free throw 2 of 2,56-50, ,,2,50,56,-6,1405.0
0:23.0, ,56-50,B. Adebayo misses 2-pt hook shot from 4 ft,,2,50,56,-6,1417.0
0:20.0,Defensive rebound by D. Mitchell,56-50, ,,2,50,56,-6,1420.0
0:02.0,D. Mitchell makes 3-pt jump shot from 27 ft,59-50, ,,2,50,59,-9,1438.0
0:00.0,End of 2nd quarter,59-50,,,2,50,59,-9,1440.0
12:00.0,Start of 3rd quarter,59-50,,,3,50,59,-9,1440.0
11:45.0, ,59-50,J. Butler misses 2-pt jump shot from 13 ft,,3,50,59,-9,1455.0
11:43.0,Defensive rebound by J. Allen,59-50, ,,3,50,59,-9,1457.0
11:29.0,C. LeVert misses 3-pt jump shot from 24 ft,59-50, ,,3,50,59,-9,1471.0
11:26.0, ,59-50,Defensive rebound by B. Adebayo,,3,50,59,-9,1474.0
11:19.0, ,59-52,J. Butler makes 2-pt jump shot from 6 ft,,3,52,59,-7,1481.0
11:06.0,D. Mitchell makes 2-pt layup from 2 ft,61-52, ,,3,52,61,-9,1494.0
10:54.0, ,61-52,K. Love misses 3-pt jump shot from 24 ft,,3,52,61,-9,1506.0
10:51.0,Defensive rebound by J. Allen,61-52, ,,3,52,61,-9,1509.0
10:42.0,E. Mobley misses 3-pt jump shot from 24 ft,61-52, ,,3,52,61,-9,1518.0
10:39.0, ,61-52,Defensive rebound by T. Herro,,3,52,61,-9,1521.0
10:29.0, ,61-55,K. Love makes 3-pt jump shot from 24 ft (assist by G. Vincent),,3,55,61,-6,1531.0
10:08.0,D. Mitchell misses 2-pt jump shot from 7 ft,61-55, ,,3,55,61,-6,1552.0
10:04.0, ,61-55,Defensive rebound by B. Adebayo,,3,55,61,-6,1556.0
9:50.0, ,61-57,J. Butler makes 2-pt layup from 2 ft (assist by K. Love),,3,57,61,-4,1570.0
9:28.0,Turnover by D. Mitchell (bad pass; steal by G. Vincent),61-57, ,,3,57,61,-4,1592.0
9:26.0, ,61-60,T. Herro makes 3-pt jump shot from 26 ft (assist by G. Vincent),,3,60,61,-1,1594.0
9:23.0,Cleveland full timeout,61-60, ,,3,60,61,-1,1597.0
9:06.0,Shooting foul by B. Adebayo (drawn by E. Mobley),61-60, ,,3,60,61,-1,1614.0
9:06.0,E. Mobley makes free throw 1 of 2,62-60, ,,3,60,62,-2,1614.0
9:06.0,E. Mobley makes free throw 2 of 2,63-60, ,,3,60,63,-3,1614.0
8:45.0, ,63-60,G. Vincent misses 2-pt layup from 2 ft,,3,60,63,-3,1635.0
8:43.0,Defensive rebound by J. Allen,63-60, ,,3,60,63,-3,1637.0
8:37.0,I. Okoro misses 3-pt jump shot from 23 ft,63-60, ,,3,60,63,-3,1643.0
8:33.0,Offensive rebound by J. Allen,63-60, ,,3,60,63,-3,1647.0
8:29.0,E. Mobley makes 2-pt dunk from 2 ft (assist by C. LeVert),65-60, ,,3,60,65,-5,1651.0
8:17.0, ,65-60,Personal foul by E. Mobley (drawn by J. Butler),,3,60,65,-5,1663.0
8:17.0,L. Stevens enters the game for E. Mobley,65-60, ,,3,60,65,-5,1663.0
8:01.0, ,65-60,J. Butler misses 2-pt jump shot from 13 ft,,3,60,65,-5,1679.0
7:59.0,Defensive rebound by J. Allen,65-60, ,,3,60,65,-5,1681.0
7:47.0,J. Allen misses 2-pt jump shot from 10 ft,65-60, ,,3,60,65,-5,1693.0
7:43.0,Offensive rebound by I. Okoro,65-60, ,,3,60,65,-5,1697.0
7:43.0,I. Okoro makes 2-pt layup at rim,67-60, ,,3,60,67,-7,1697.0
7:33.0, ,67-62,B. Adebayo makes 2-pt hook shot from 6 ft (assist by T. Herro),,3,62,67,-5,1707.0
7:15.0,L. Stevens misses 3-pt jump shot from 26 ft,67-62, ,,3,62,67,-5,1725.0
7:12.0, ,67-62,Defensive rebound by B. Adebayo,,3,62,67,-5,1728.0
6:59.0, ,67-62,K. Love misses 3-pt jump shot from 26 ft,,3,62,67,-5,1741.0
6:57.0,Defensive rebound by L. Stevens,67-62, ,,3,62,67,-5,1743.0
6:51.0,C. LeVert misses 2-pt layup from 3 ft,67-62, ,,3,62,67,-5,1749.0
6:50.0, ,67-62,Defensive rebound by Team,,3,62,67,-5,1750.0
6:35.0, ,67-65,T. Herro makes 3-pt jump shot from 24 ft (assist by B. Adebayo),,3,65,67,-2,1765.0
6:17.0,C. LeVert makes 3-pt jump shot from 26 ft,70-65, ,,3,65,70,-5,1783.0
6:05.0, ,70-65,K. Love misses 3-pt jump shot from 27 ft,,3,65,70,-5,1795.0
6:03.0,Defensive rebound by C. LeVert,70-65, ,,3,65,70,-5,1797.0
5:57.0,I. Okoro makes 2-pt layup from 1 ft (assist by C. LeVert),72-65, ,,3,65,72,-7,1803.0
5:57.0, ,72-65,Miami full timeout,,3,65,72,-7,1803.0
5:57.0,R. Rubio enters the game for C. LeVert,72-65, ,,3,65,72,-7,1803.0
5:32.0, ,72-67,G. Vincent makes 2-pt layup from 1 ft (assist by J. Butler),,3,67,72,-5,1828.0
5:14.0,D. Mitchell misses 3-pt jump shot from 25 ft,72-67, ,,3,67,72,-5,1846.0
5:13.0,Offensive rebound by J. Allen,72-67, ,,3,67,72,-5,1847.0
5:09.0,D. Mitchell makes 3-pt jump shot from 26 ft (assist by J. Allen),75-67, ,,3,67,75,-8,1851.0
4:59.0, ,75-67,Offensive foul by G. Vincent (drawn by R. Rubio),,3,67,75,-8,1861.0
4:59.0, ,75-67,Turnover by G. Vincent (offensive foul),,3,67,75,-8,1861.0
4:59.0, ,75-67,V. Oladipo enters the game for B. Adebayo,,3,67,75,-8,1861.0
4:59.0, ,75-67,C. Zeller enters the game for T. Herro,,3,67,75,-8,1861.0
4:43.0,D. Mitchell misses 2-pt jump shot from 14 ft,75-67, ,,3,67,75,-8,1877.0
4:42.0,Offensive rebound by Team,75-67, ,,3,67,75,-8,1878.0
4:37.0,I. Okoro makes 2-pt layup from 2 ft (assist by D. Mitchell),77-67, ,,3,67,77,-10,1883.0
4:37.0,Shooting foul by C. Zeller (drawn by I. Okoro),77-67, ,,3,67,77,-10,1883.0
4:37.0,I. Okoro makes free throw 1 of 1,78-67, ,,3,67,78,-11,1883.0
4:27.0, ,78-67,G. Vincent misses 3-pt jump shot from 26 ft,,3,67,78,-11,1893.0
4:24.0,Defensive rebound by J. Allen,78-67, ,,3,67,78,-11,1896.0
4:18.0,R. Rubio makes 3-pt jump shot from 24 ft (assist by D. Mitchell),81-67, ,,3,67,81,-14,1902.0
4:18.0, ,81-67,Miami full timeout,,3,67,81,-14,1902.0
4:18.0, ,81-67,C. Martin enters the game for K. Love,,3,67,81,-14,1902.0
4:18.0, ,81-67,M. Strus enters the game for G. Vincent,,3,67,81,-14,1902.0
4:15.0, ,81-67,Personal foul by R. Rubio (drawn by C. Martin),,3,67,81,-14,1905.0
4:00.0, ,81-67,C. Zeller misses 2-pt dunk from 2 ft (block by J. Allen),,3,67,81,-14,1920.0
3:57.0,Defensive rebound by R. Rubio,81-67, ,,3,67,81,-14,1923.0
3:53.0,D. Mitchell misses 2-pt layup from 7 ft,81-67, ,,3,67,81,-14,1927.0
3:51.0, ,81-67,Defensive rebound by V. Oladipo,,3,67,81,-14,1929.0
