Time,Washington,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:18.0, ,29-24,Offensive rebound by Team,,1,24,29,-5,522.0
3:18.0, ,29-24,H. Highsmith misses free throw 2 of 3,,1,24,29,-5,522.0
3:18.0,J. Goodwin enters the game for K. Kuzma,29-24, ,,1,24,29,-5,522.0
3:18.0, ,29-24,H. Highsmith misses free throw 3 of 3,,1,24,29,-5,522.0
3:16.0,Defensive rebound by D. Avdija,29-24, ,,1,24,29,-5,524.0
3:03.0,J. Goodwin makes 3-pt jump shot from 25 ft (assist by B. Beal),32-24, ,,1,24,32,-8,537.0
2:53.0, ,32-26,B. Adebayo makes 2-pt dunk from 2 ft (assist by K. Lowry),,1,26,32,-6,547.0
2:33.0,K. Porziņģis makes 2-pt dunk from 1 ft (assist by W. Barton),34-26, ,,1,26,34,-8,567.0
2:12.0, ,34-26,Turnover by H. Highsmith (lost ball; steal by J. Goodwin),,1,26,34,-8,588.0
2:08.0,Shooting foul by D. Smith (drawn by D. Avdija),34-26, ,,1,26,34,-8,592.0
2:08.0, ,34-26,Miami full timeout,,1,26,34,-8,592.0
2:08.0, ,34-26,D. Dedmon enters the game for B. Adebayo,,1,26,34,-8,592.0
2:08.0, ,34-26,T. Herro enters the game for D. Smith,,1,26,34,-8,592.0
2:08.0,D. Avdija misses free throw 1 of 2,34-26, ,,1,26,34,-8,592.0
2:08.0,Offensive rebound by Team,34-26, ,,1,26,34,-8,592.0
2:08.0,D. Avdija makes free throw 2 of 2,35-26, ,,1,26,35,-9,592.0
1:50.0, ,35-26,K. Lowry misses 3-pt jump shot from 26 ft,,1,26,35,-9,610.0
1:46.0, ,35-26,Offensive rebound by D. Dedmon,,1,26,35,-9,614.0
1:32.0, ,35-26,Turnover by Team (shot clock),,1,26,35,-9,628.0
1:32.0,A. Gill enters the game for D. Avdija,35-26, ,,1,26,35,-9,628.0
1:21.0,W. Barton makes 3-pt jump shot from 23 ft (assist by A. Gill),38-26, ,,1,26,38,-12,639.0
1:10.0, ,38-26,H. Highsmith misses 2-pt jump shot from 4 ft (block by K. Porziņģis),,1,26,38,-12,650.0
1:10.0,Defensive rebound by J. Goodwin,38-26, ,,1,26,38,-12,650.0
0:54.0,K. Porziņģis misses 2-pt jump shot from 14 ft,38-26, ,,1,26,38,-12,666.0
0:50.0, ,38-26,Defensive rebound by H. Highsmith,,1,26,38,-12,670.0
0:38.0, ,38-26,T. Herro misses 2-pt jump shot from 3 ft (block by B. Beal),,1,26,38,-12,682.0
0:38.0, ,38-26,Offensive rebound by Team,,1,26,38,-12,682.0
0:38.0, ,38-26,C. Martin enters the game for J. Cain,,1,26,38,-12,682.0
0:38.0, ,38-26,D. Smith enters the game for K. Lowry,,1,26,38,-12,682.0
0:36.0, ,38-28,T. Herro makes 2-pt jump shot from 17 ft (assist by D. Smith),,1,28,38,-10,684.0
0:26.0,W. Barton misses 3-pt jump shot from 25 ft,38-28, ,,1,28,38,-10,694.0
0:22.0, ,38-28,Defensive rebound by H. Highsmith,,1,28,38,-10,698.0
0:03.0, ,38-28,T. Herro misses 3-pt jump shot from 28 ft,,1,28,38,-10,717.0
0:02.0,Defensive rebound by K. Porziņģis,38-28, ,,1,28,38,-10,718.0
0:00.0,End of 1st quarter,38-28,,,1,28,38,-10,720.0
12:00.0,Start of 2nd quarter,38-28,,,2,28,38,-10,720.0
11:45.0, ,38-28,D. Smith misses 2-pt layup from 7 ft,,2,28,38,-10,735.0
11:44.0, ,38-28,Offensive rebound by D. Dedmon,,2,28,38,-10,736.0
11:43.0, ,38-28,D. Dedmon misses 2-pt dunk from 2 ft,,2,28,38,-10,737.0
11:42.0,Defensive rebound by W. Barton,38-28, ,,2,28,38,-10,738.0
11:31.0,C. Kispert misses 3-pt jump shot from 26 ft,38-28, ,,2,28,38,-10,749.0
11:31.0, ,38-28,Defensive rebound by T. Herro,,2,28,38,-10,749.0
11:26.0, ,38-30,T. Herro makes 2-pt jump shot from 13 ft,,2,30,38,-8,754.0
11:09.0,Turnover by J. Goodwin (bad pass; steal by D. Smith),38-30, ,,2,30,38,-8,771.0
11:05.0, ,38-32,D. Smith makes 2-pt layup from 3 ft,,2,32,38,-6,775.0
10:46.0,K. Kuzma makes 2-pt jump shot from 16 ft (assist by C. Kispert),40-32, ,,2,32,40,-8,794.0
10:29.0, ,40-34,D. Dedmon makes 2-pt layup from 2 ft (assist by T. Herro),,2,34,40,-6,811.0
10:14.0,W. Barton misses 3-pt jump shot from 24 ft,40-34, ,,2,34,40,-6,826.0
10:12.0, ,40-34,Defensive rebound by D. Smith,,2,34,40,-6,828.0
10:07.0, ,40-34,T. Herro misses 3-pt jump shot from 25 ft,,2,34,40,-6,833.0
10:05.0,Defensive rebound by A. Gill,40-34, ,,2,34,40,-6,835.0
9:56.0,K. Kuzma misses 2-pt jump shot from 19 ft,40-34, ,,2,34,40,-6,844.0
9:54.0, ,40-34,Defensive rebound by D. Smith,,2,34,40,-6,846.0
9:46.0, ,40-34,Turnover by T. Herro (bad pass; steal by K. Kuzma),,2,34,40,-6,854.0
9:42.0,W. Barton misses 2-pt layup from 4 ft (block by D. Smith),40-34, ,,2,34,40,-6,858.0
9:42.0,Offensive rebound by Team,40-34, ,,2,34,40,-6,858.0
9:35.0,A. Gill makes 2-pt layup from 2 ft (assist by W. Barton),42-34, ,,2,34,42,-8,865.0
9:22.0, ,42-34,D. Smith misses 2-pt jump shot from 7 ft,,2,34,42,-8,878.0
9:20.0,Defensive rebound by K. Kuzma,42-34, ,,2,34,42,-8,880.0
9:10.0,W. Barton misses 3-pt jump shot from 25 ft,42-34, ,,2,34,42,-8,890.0
9:06.0, ,42-34,Defensive rebound by C. Martin,,2,34,42,-8,894.0
8:54.0, ,42-36,C. Martin makes 2-pt layup from 3 ft,,2,36,42,-6,906.0
8:41.0,W. Barton misses 2-pt layup from 4 ft,42-36, ,,2,36,42,-6,919.0
8:39.0,Offensive rebound by A. Gill,42-36, ,,2,36,42,-6,921.0
8:38.0,C. Kispert misses 3-pt jump shot from 26 ft,42-36, ,,2,36,42,-6,922.0
8:38.0,Offensive rebound by J. Goodwin,42-36, ,,2,36,42,-6,922.0
8:32.0,Turnover by J. Goodwin (bad pass; steal by C. Martin),42-36, ,,2,36,42,-6,928.0
8:32.0, ,42-38,D. Dedmon makes 2-pt layup from 3 ft (assist by C. Martin),,2,38,42,-4,928.0
8:32.0, ,42-38,Shooting foul by C. Kispert (drawn by D. Dedmon),,2,38,42,-4,928.0
8:32.0, ,42-39,D. Dedmon makes free throw 1 of 1,,2,39,42,-3,928.0
8:15.0,J. Goodwin misses 2-pt jump shot from 14 ft,42-39, ,,2,39,42,-3,945.0
8:11.0, ,42-39,Defensive rebound by D. Dedmon,,2,39,42,-3,949.0
8:03.0, ,42-39,D. Dedmon misses 2-pt dunk from 2 ft (block by A. Gill),,2,39,42,-3,957.0
8:00.0,Defensive rebound by J. Goodwin,42-39, ,,2,39,42,-3,960.0
7:58.0,Shooting foul by D. Smith (drawn by W. Barton),42-39, ,,2,39,42,-3,962.0
7:58.0,W. Barton makes free throw 1 of 2,43-39, ,,2,39,43,-4,962.0
7:58.0,D. Gafford enters the game for A. Gill,43-39, ,,2,39,43,-4,962.0
7:58.0, ,43-39,K. Lowry enters the game for D. Smith,,2,39,43,-4,962.0
7:58.0,W. Barton makes free throw 2 of 2,44-39, ,,2,39,44,-5,962.0
7:50.0, ,44-39,T. Herro misses 2-pt layup from 2 ft,,2,39,44,-5,970.0
7:48.0,Defensive rebound by J. Goodwin,44-39, ,,2,39,44,-5,972.0
7:43.0,J. Goodwin makes 2-pt jump shot from 10 ft (assist by W. Barton),46-39, ,,2,39,46,-7,977.0
7:17.0, ,46-39,D. Dedmon misses 2-pt jump shot from 8 ft (block by D. Gafford),,2,39,46,-7,1003.0
7:14.0, ,46-39,Offensive rebound by K. Lowry,,2,39,46,-7,1006.0
7:14.0, ,46-39,K. Lowry misses 2-pt layup from 2 ft,,2,39,46,-7,1006.0
7:13.0,Defensive rebound by W. Barton,46-39, ,,2,39,46,-7,1007.0
7:13.0,Turnover by W. Barton (out of bounds lost ball),46-39, ,,2,39,46,-7,1007.0
7:13.0,D. Avdija enters the game for W. Barton,46-39, ,,2,39,46,-7,1007.0
7:13.0, ,46-39,B. Adebayo enters the game for D. Dedmon,,2,39,46,-7,1007.0
7:13.0, ,46-39,J. Cain enters the game for C. Martin,,2,39,46,-7,1007.0
6:57.0, ,46-39,Personal foul by D. Avdija (drawn by B. Adebayo),,2,39,46,-7,1023.0
6:57.0, ,46-39,Miami full timeout,,2,39,46,-7,1023.0
6:43.0,Violation by Team (kicked ball),46-39, ,,2,39,46,-7,1037.0
6:34.0, ,46-39,Turnover by T. Herro (bad pass; steal by D. Avdija),,2,39,46,-7,1046.0
6:30.0,D. Gafford makes 2-pt dunk from 1 ft (assist by J. Goodwin),48-39, ,,2,39,48,-9,1050.0
6:08.0, ,48-39,T. Herro misses 3-pt jump shot from 24 ft,,2,39,48,-9,1072.0
6:06.0,Defensive rebound by K. Kuzma,48-39, ,,2,39,48,-9,1074.0
5:48.0,C. Kispert misses 3-pt jump shot from 25 ft,48-39, ,,2,39,48,-9,1092.0
5:46.0, ,48-39,Defensive rebound by T. Herro,,2,39,48,-9,1094.0
5:39.0, ,48-39,Shooting foul by D. Gafford (drawn by B. Adebayo),,2,39,48,-9,1101.0
5:39.0, ,48-40,B. Adebayo makes free throw 1 of 2,,2,40,48,-8,1101.0
5:39.0,B. Beal enters the game for D. Gafford,48-40, ,,2,40,48,-8,1101.0
5:39.0,K. Porziņģis enters the game for C. Kispert,48-40, ,,2,40,48,-8,1101.0
5:39.0, ,48-40,C. Martin enters the game for T. Herro,,2,40,48,-8,1101.0
5:39.0, ,48-41,B. Adebayo makes free throw 2 of 2,,2,41,48,-7,1101.0
5:24.0,K. Porziņģis misses 2-pt jump shot from 16 ft,48-41, ,,2,41,48,-7,1116.0
5:21.0, ,48-41,Defensive rebound by B. Adebayo,,2,41,48,-7,1119.0
5:15.0, ,48-41,K. Lowry misses 3-pt jump shot from 30 ft,,2,41,48,-7,1125.0
5:11.0,Defensive rebound by J. Goodwin,48-41, ,,2,41,48,-7,1129.0
4:59.0,K. Kuzma misses 3-pt jump shot from 24 ft,48-41, ,,2,41,48,-7,1141.0
4:57.0,Offensive rebound by Team,48-41, ,,2,41,48,-7,1143.0
4:57.0, ,48-41,Loose ball foul by B. Adebayo (drawn by K. Porziņģis),,2,41,48,-7,1143.0
4:45.0,K. Kuzma makes 2-pt layup from 2 ft (assist by J. Goodwin),50-41, ,,2,41,50,-9,1155.0
4:25.0, ,50-43,J. Cain makes 2-pt jump shot from 11 ft,,2,43,50,-7,1175.0
4:07.0,B. Beal misses 2-pt jump shot from 15 ft,50-43, ,,2,43,50,-7,1193.0
4:04.0, ,50-43,Defensive rebound by H. Highsmith,,2,43,50,-7,1196.0
3:42.0, ,50-43,Turnover by Team (shot clock),,2,43,50,-7,1218.0
3:42.0, ,50-43,T. Herro enters the game for J. Cain,,2,43,50,-7,1218.0
3:31.0,D. Avdija misses 3-pt jump shot from 25 ft,50-43, ,,2,43,50,-7,1229.0
3:27.0, ,50-43,Defensive rebound by T. Herro,,2,43,50,-7,1233.0
3:14.0, ,50-43,T. Herro misses 2-pt jump shot from 11 ft,,2,43,50,-7,1246.0
3:12.0,Defensive rebound by K. Porziņģis,50-43, ,,2,43,50,-7,1248.0
3:08.0,Offensive foul by K. Kuzma (drawn by C. Martin),50-43, ,,2,43,50,-7,1252.0
3:08.0,Turnover by K. Kuzma (offensive foul),50-43, ,,2,43,50,-7,1252.0
3:08.0,C. Kispert enters the game for J. Goodwin,50-43, ,,2,43,50,-7,1252.0
2:58.0, ,50-46,H. Highsmith makes 3-pt jump shot from 23 ft (assist by K. Lowry),,2,46,50,-4,1262.0
2:35.0,C. Kispert misses 3-pt jump shot from 28 ft,50-46, ,,2,46,50,-4,1285.0
2:31.0, ,50-46,Defensive rebound by K. Lowry,,2,46,50,-4,1289.0
2:24.0, ,50-48,C. Martin makes 2-pt layup from 3 ft,,2,48,50,-2,1296.0
2:24.0, ,50-48,Shooting foul by B. Beal (drawn by C. Martin),,2,48,50,-2,1296.0
2:24.0,Washington full timeout,50-48, ,,2,48,50,-2,1296.0
2:24.0, ,50-49,C. Martin makes free throw 1 of 1,,2,49,50,-1,1296.0
2:14.0,K. Porziņģis misses 2-pt jump shot from 7 ft,50-49, ,,2,49,50,-1,1306.0
2:11.0, ,50-49,Defensive rebound by B. Adebayo,,2,49,50,-1,1309.0
2:07.0, ,50-52,K. Lowry makes 3-pt jump shot from 27 ft (assist by T. Herro),Lead change,2,52,50,2,1313.0
1:50.0,K. Porziņģis makes 3-pt jump shot from 24 ft (assist by B. Beal),53-52, ,Lead change,2,52,53,-1,1330.0
1:31.0, ,53-52,K. Lowry misses 2-pt jump shot from 15 ft,,2,52,53,-1,1349.0
1:31.0, ,53-52,Offensive rebound by Team,,2,52,53,-1,1349.0
1:22.0, ,53-54,B. Adebayo makes 2-pt jump shot from 6 ft,Lead change,2,54,53,1,1358.0
1:07.0,B. Beal misses 3-pt jump shot from 25 ft,53-54, ,,2,54,53,1,1373.0
1:02.0,Offensive rebound by K. Kuzma,53-54, ,,2,54,53,1,1378.0
1:01.0,B. Beal makes 3-pt jump shot from 26 ft,56-54, ,Lead change,2,54,56,-2,1379.0
0:41.0, ,56-56,C. Martin makes 2-pt jump shot from 10 ft,Tie,2,56,56,0,1399.0
0:33.0,K. Kuzma misses 2-pt jump shot from 10 ft,56-56, ,,2,56,56,0,1407.0
0:31.0,Offensive rebound by C. Kispert,56-56, ,,2,56,56,0,1409.0
0:30.0,C. Kispert misses 2-pt layup from 4 ft (block by T. Herro),56-56, ,,2,56,56,0,1410.0
0:28.0,Offensive rebound by C. Kispert,56-56, ,,2,56,56,0,1412.0
0:25.0,C. Kispert makes 3-pt jump shot from 23 ft (assist by D. Avdija),59-56, ,,2,56,59,-3,1415.0
0:01.0, ,59-56,Turnover by Team (shot clock),,2,56,59,-3,1439.0
0:01.0, ,59-56,D. Dedmon enters the game for B. Adebayo,,2,56,59,-3,1439.0
0:00.0,K. Kuzma misses 3-pt jump shot from 32 ft,59-56, ,,2,56,59,-3,1440.0
0:00.0,Offensive rebound by Team,59-56, ,,2,56,59,-3,1440.0
0:00.0,End of 2nd quarter,59-56,,,2,56,59,-3,1440.0
12:00.0,Start of 3rd quarter,59-56,,,3,56,59,-3,1440.0
11:43.0, ,59-56,K. Lowry misses 3-pt jump shot from 26 ft,,3,56,59,-3,1457.0
11:42.0,Defensive rebound by Team,59-56, ,,3,56,59,-3,1458.0
11:28.0,C. Kispert misses 3-pt jump shot from 26 ft,59-56, ,,3,56,59,-3,1472.0
11:24.0,Offensive rebound by B. Beal,59-56, ,,3,56,59,-3,1476.0
11:21.0,B. Beal makes 2-pt jump shot from 16 ft,61-56, ,,3,56,61,-5,1479.0
11:02.0, ,61-56,B. Adebayo misses 2-pt jump shot from 4 ft,,3,56,61,-5,1498.0
11:00.0,Defensive rebound by K. Kuzma,61-56, ,,3,56,61,-5,1500.0
10:56.0,K. Porziņģis misses 3-pt jump shot from 27 ft,61-56, ,,3,56,61,-5,1504.0
10:51.0, ,61-56,Defensive rebound by B. Adebayo,,3,56,61,-5,1509.0
10:46.0, ,61-58,N. Jović makes 2-pt jump shot from 23 ft (assist by B. Adebayo),,3,58,61,-3,1514.0
10:31.0,Turnover by D. Avdija (bad pass; steal by N. Jović),61-58, ,,3,58,61,-3,1529.0
10:21.0, ,61-58,N. Jović misses 3-pt jump shot from 24 ft,,3,58,61,-3,1539.0
10:18.0,Defensive rebound by D. Avdija,61-58, ,,3,58,61,-3,1542.0
10:01.0,K. Kuzma makes 3-pt jump shot from 23 ft (assist by C. Kispert),64-58, ,,3,58,64,-6,1559.0
9:47.0, ,64-58,B. Adebayo misses 3-pt jump shot from 25 ft,,3,58,64,-6,1573.0
9:47.0,Defensive rebound by K. Porziņģis,64-58, ,,3,58,64,-6,1573.0
9:36.0,D. Avdija misses 3-pt jump shot from 24 ft,64-58, ,,3,58,64,-6,1584.0
9:34.0, ,64-58,Defensive rebound by T. Herro,,3,58,64,-6,1586.0
9:32.0, ,64-60,C. Martin makes 2-pt layup from 2 ft (assist by T. Herro),,3,60,64,-4,1588.0
9:18.0,B. Beal misses 2-pt layup from 4 ft,64-60, ,,3,60,64,-4,1602.0
9:16.0, ,64-60,Defensive rebound by K. Lowry,,3,60,64,-4,1604.0
9:04.0, ,64-63,C. Martin makes 3-pt jump shot from 25 ft,,3,63,64,-1,1616.0
8:45.0,Shooting foul by N. Jović (drawn by D. Avdija),64-63, ,,3,63,64,-1,1635.0
8:45.0,D. Avdija makes free throw 1 of 2,65-63, ,,3,63,65,-2,1635.0
8:45.0,D. Avdija makes free throw 2 of 2,66-63, ,,3,63,66,-3,1635.0
8:35.0, ,66-63,Turnover by T. Herro (bad pass),,3,63,66,-3,1645.0
8:22.0,Turnover by K. Kuzma (step out of bounds),66-63, ,,3,63,66,-3,1658.0
8:08.0, ,66-63,N. Jović misses 3-pt jump shot from 24 ft,,3,63,66,-3,1672.0
8:04.0,Defensive rebound by D. Avdija,66-63, ,,3,63,66,-3,1676.0
7:51.0,K. Porziņģis makes 2-pt jump shot from 7 ft (assist by C. Kispert),68-63, ,,3,63,68,-5,1689.0
7:44.0, ,68-63,Personal foul by D. Avdija (drawn by B. Adebayo),,3,63,68,-5,1696.0
7:31.0, ,68-63,Turnover by C. Martin (lost ball; steal by B. Beal),,3,63,68,-5,1709.0
7:24.0,B. Beal makes 2-pt jump shot from 17 ft (assist by K. Kuzma),70-63, ,,3,63,70,-7,1716.0
7:11.0, ,70-63,Shooting foul by K. Porziņģis (drawn by B. Adebayo),,3,63,70,-7,1729.0
7:11.0, ,70-64,B. Adebayo makes free throw 1 of 2,,3,64,70,-6,1729.0
7:11.0, ,70-65,B. Adebayo makes free throw 2 of 2,,3,65,70,-5,1729.0
6:56.0,B. Beal misses 2-pt jump shot from 10 ft,70-65, ,,3,65,70,-5,1744.0
6:53.0,Offensive rebound by B. Beal,70-65, ,,3,65,70,-5,1747.0
6:45.0,D. Avdija misses 3-pt jump shot from 26 ft,70-65, ,,3,65,70,-5,1755.0
6:42.0, ,70-65,Defensive rebound by N. Jović,,3,65,70,-5,1758.0
6:39.0, ,70-65,Shooting foul by K. Kuzma (drawn by K. Lowry),,3,65,70,-5,1761.0
6:39.0, ,70-65,Miami full timeout,,3,65,70,-5,1761.0
6:39.0,W. Barton enters the game for K. Kuzma,70-65, ,,3,65,70,-5,1761.0
6:39.0, ,70-66,K. Lowry makes free throw 1 of 2,,3,66,70,-4,1761.0
6:39.0, ,70-67,K. Lowry makes free throw 2 of 2,,3,67,70,-3,1761.0
6:18.0,D. Avdija misses 2-pt jump shot from 19 ft,70-67, ,,3,67,70,-3,1782.0
6:14.0,Offensive rebound by K. Porziņģis,70-67, ,,3,67,70,-3,1786.0
6:12.0,K. Porziņģis makes 2-pt layup from 2 ft,72-67, ,,3,67,72,-5,1788.0
6:07.0,Violation by Team (kicked ball),72-67, ,,3,67,72,-5,1793.0
5:58.0, ,72-69,B. Adebayo makes 2-pt dunk from 2 ft (assist by T. Herro),,3,69,72,-3,1802.0
5:45.0,B. Beal makes 3-pt jump shot from 25 ft (assist by K. Porziņģis),75-69, ,,3,69,75,-6,1815.0
5:26.0, ,75-71,N. Jović makes 2-pt layup from 1 ft (assist by B. Adebayo),,3,71,75,-4,1834.0
5:13.0,W. Barton misses 3-pt jump shot from 26 ft,75-71, ,,3,71,75,-4,1847.0
5:09.0, ,75-71,Defensive rebound by B. Adebayo,,3,71,75,-4,1851.0
5:04.0, ,75-71,B. Adebayo misses 2-pt layup from 7 ft (block by B. Beal),,3,71,75,-4,1856.0
5:02.0,Defensive rebound by B. Beal,75-71, ,,3,71,75,-4,1858.0
4:49.0,Personal foul by K. Lowry (drawn by B. Beal),75-71, ,,3,71,75,-4,1871.0
4:49.0, ,75-71,H. Highsmith enters the game for T. Herro,,3,71,75,-4,1871.0
4:49.0, ,75-71,D. Smith enters the game for N. Jović,,3,71,75,-4,1871.0
4:43.0,B. Beal makes 3-pt jump shot from 23 ft (assist by W. Barton),78-71, ,,3,71,78,-7,1877.0
