Time,Boston,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
8:54.0, ,37-37,Defensive rebound by H. Highsmith,,2,37,37,0,906.0
8:43.0, ,37-39,B. Adebayo makes 2-pt jump shot from 11 ft (assist by T. Herro),Lead change,2,39,37,2,917.0
8:29.0,P. Pritchard misses 3-pt jump shot from 26 ft,37-39, ,,2,39,37,2,931.0
8:27.0, ,37-39,Defensive rebound by B. Adebayo,,2,39,37,2,933.0
8:22.0, ,37-39,B. Adebayo misses 2-pt layup from 2 ft,,2,39,37,2,938.0
8:20.0,Defensive rebound by P. Pritchard,37-39, ,,2,39,37,2,940.0
8:20.0,L. Kornet enters the game for G. Williams,37-39, ,,2,39,37,2,940.0
8:20.0,J. Tatum enters the game for R. Williams,37-39, ,,2,39,37,2,940.0
8:06.0,S. Hauser misses 3-pt jump shot from 26 ft,37-39, ,,2,39,37,2,954.0
8:04.0, ,37-39,Defensive rebound by M. Strus,,2,39,37,2,956.0
7:55.0, ,37-41,B. Adebayo makes 2-pt jump shot from 13 ft,,2,41,37,4,965.0
7:35.0,J. Tatum makes 2-pt layup from 1 ft (assist by S. Hauser),39-41, ,,2,41,39,2,985.0
7:24.0, ,39-41,B. Adebayo misses 2-pt jump shot from 8 ft,,2,41,39,2,996.0
7:21.0,Defensive rebound by J. Jackson,39-41, ,,2,41,39,2,999.0
7:17.0,Turnover by J. Tatum (lost ball; steal by B. Adebayo),39-41, ,,2,41,39,2,1003.0
7:16.0, ,39-41,Personal foul by J. Tatum (drawn by B. Adebayo),,2,41,39,2,1004.0
6:57.0, ,39-44,G. Vincent makes 3-pt jump shot from 23 ft (assist by M. Strus),,2,44,39,5,1023.0
6:45.0,J. Tatum misses 3-pt jump shot from 27 ft,39-44, ,,2,44,39,5,1035.0
6:44.0, ,39-44,Defensive rebound by B. Adebayo,,2,44,39,5,1036.0
6:43.0, ,39-44,Turnover by B. Adebayo (bad pass; steal by L. Kornet),,2,44,39,5,1037.0
6:41.0,Shooting foul by M. Strus (drawn by L. Kornet),39-44, ,,2,44,39,5,1039.0
6:41.0, ,39-44,Miami full timeout,,2,44,39,5,1039.0
6:41.0, ,39-44,K. Lowry enters the game for B. Adebayo,,2,44,39,5,1039.0
6:41.0, ,39-44,V. Oladipo enters the game for M. Strus,,2,44,39,5,1039.0
6:41.0, ,39-44,O. Robinson enters the game for G. Vincent,,2,44,39,5,1039.0
6:41.0,L. Kornet misses free throw 1 of 2,39-44, ,,2,44,39,5,1039.0
6:41.0,Offensive rebound by Team,39-44, ,,2,44,39,5,1039.0
6:41.0,L. Kornet makes free throw 2 of 2,40-44, ,,2,44,40,4,1039.0
6:19.0, ,40-44,K. Lowry misses 2-pt jump shot from 12 ft,,2,44,40,4,1061.0
6:18.0,Defensive rebound by J. Tatum,40-44, ,,2,44,40,4,1062.0
6:11.0,J. Jackson makes 3-pt jump shot from 23 ft (assist by J. Tatum),43-44, ,,2,44,43,1,1069.0
5:55.0, ,43-44,T. Herro misses 3-pt jump shot from 27 ft,,2,44,43,1,1085.0
5:52.0, ,43-44,Offensive rebound by V. Oladipo,,2,44,43,1,1088.0
5:46.0, ,43-44,V. Oladipo misses 3-pt jump shot from 24 ft,,2,44,43,1,1094.0
5:43.0,Defensive rebound by P. Pritchard,43-44, ,,2,44,43,1,1097.0
5:23.0,P. Pritchard makes 2-pt jump shot from 8 ft,45-44, ,Lead change,2,44,45,-1,1117.0
5:08.0, ,45-44,T. Herro misses 2-pt jump shot from 5 ft (block by L. Kornet),,2,44,45,-1,1132.0
5:06.0, ,45-44,Offensive rebound by O. Robinson,,2,44,45,-1,1134.0
5:06.0, ,45-46,O. Robinson makes 2-pt layup from 2 ft,Lead change,2,46,45,1,1134.0
4:47.0,L. Kornet misses 2-pt jump shot from 4 ft,45-46, ,,2,46,45,1,1153.0
4:43.0, ,45-46,Defensive rebound by O. Robinson,,2,46,45,1,1157.0
4:33.0, ,45-46,K. Lowry misses 3-pt jump shot from 24 ft,,2,46,45,1,1167.0
4:30.0,Defensive rebound by J. Jackson,45-46, ,,2,46,45,1,1170.0
4:15.0,P. Pritchard misses 2-pt layup from 2 ft (block by O. Robinson),45-46, ,,2,46,45,1,1185.0
4:13.0, ,45-46,Defensive rebound by H. Highsmith,,2,46,45,1,1187.0
4:07.0, ,45-46,V. Oladipo misses 3-pt jump shot from 24 ft,,2,46,45,1,1193.0
4:05.0,Defensive rebound by S. Hauser,45-46, ,,2,46,45,1,1195.0
3:53.0,L. Kornet makes 2-pt layup from 2 ft (assist by J. Tatum),47-46, ,Lead change,2,46,47,-1,1207.0
3:31.0, ,47-46,T. Herro misses 3-pt jump shot from 27 ft,,2,46,47,-1,1229.0
3:29.0,Defensive rebound by P. Pritchard,47-46, ,,2,46,47,-1,1231.0
3:10.0,S. Hauser misses 3-pt jump shot from 23 ft,47-46, ,,2,46,47,-1,1250.0
3:08.0, ,47-46,Defensive rebound by O. Robinson,,2,46,47,-1,1252.0
2:51.0, ,47-46,K. Lowry misses 3-pt jump shot from 26 ft,,2,46,47,-1,1269.0
2:47.0,Defensive rebound by J. Jackson,47-46, ,,2,46,47,-1,1273.0
2:44.0,P. Pritchard misses 2-pt layup from 2 ft,47-46, ,,2,46,47,-1,1276.0
2:42.0, ,47-46,Defensive rebound by V. Oladipo,,2,46,47,-1,1278.0
2:41.0, ,47-46,Shooting foul by L. Kornet (drawn by O. Robinson),,2,46,47,-1,1279.0
2:41.0,Boston full timeout,47-46, ,,2,46,47,-1,1279.0
2:41.0,G. Williams enters the game for J. Jackson,47-46, ,,2,46,47,-1,1279.0
2:41.0,R. Williams enters the game for L. Kornet,47-46, ,,2,46,47,-1,1279.0
2:41.0, ,47-46,C. Martin enters the game for T. Herro,,2,46,47,-1,1279.0
2:41.0, ,47-46,M. Strus enters the game for H. Highsmith,,2,46,47,-1,1279.0
2:41.0, ,47-47,O. Robinson makes free throw 1 of 2,Tie,2,47,47,0,1279.0
2:41.0, ,47-48,O. Robinson makes free throw 2 of 2,Lead change,2,48,47,1,1279.0
2:25.0,Turnover by J. Tatum (bad pass),47-48, ,,2,48,47,1,1295.0
2:25.0, ,47-48,B. Adebayo enters the game for O. Robinson,,2,48,47,1,1295.0
2:12.0, ,47-50,V. Oladipo makes 2-pt layup from 5 ft,,2,50,47,3,1308.0
1:54.0,P. Pritchard makes 3-pt jump shot from 26 ft (assist by S. Hauser),50-50, ,Tie,2,50,50,0,1326.0
1:43.0, ,50-50,M. Strus misses 3-pt jump shot from 24 ft,,2,50,50,0,1337.0
1:40.0,Defensive rebound by J. Tatum,50-50, ,,2,50,50,0,1340.0
1:22.0,J. Tatum makes 3-pt jump shot from 30 ft,53-50, ,Lead change,2,50,53,-3,1358.0
1:05.0, ,53-50,C. Martin misses 2-pt layup from 3 ft (block by S. Hauser),,2,50,53,-3,1375.0
1:04.0,Defensive rebound by R. Williams,53-50, ,,2,50,53,-3,1376.0
1:03.0,Turnover by R. Williams (bad pass; steal by M. Strus),53-50, ,,2,50,53,-3,1377.0
1:02.0, ,53-50,M. Strus misses 2-pt layup from 4 ft (block by R. Williams),,2,50,53,-3,1378.0
1:00.0, ,53-50,Offensive rebound by M. Strus,,2,50,53,-3,1380.0
0:57.0, ,53-50,Turnover by C. Martin (bad pass; steal by S. Hauser),,2,50,53,-3,1383.0
0:37.0,J. Tatum makes 2-pt layup from 3 ft,55-50, ,,2,50,55,-5,1403.0
0:37.0,Shooting foul by C. Martin (drawn by J. Tatum),55-50, ,,2,50,55,-5,1403.0
0:37.0,L. Kornet enters the game for R. Williams,55-50, ,,2,50,55,-5,1403.0
0:37.0, ,55-50,H. Highsmith enters the game for C. Martin,,2,50,55,-5,1403.0
0:37.0,J. Tatum makes free throw 1 of 1,56-50, ,,2,50,56,-6,1403.0
0:30.0, ,56-50,H. Highsmith misses 2-pt layup from 2 ft,,2,50,56,-6,1410.0
0:28.0, ,56-50,Offensive rebound by H. Highsmith,,2,50,56,-6,1412.0
0:27.0, ,56-50,H. Highsmith misses 2-pt layup at rim,,2,50,56,-6,1413.0
0:25.0,Defensive rebound by S. Hauser,56-50, ,,2,50,56,-6,1415.0
0:02.0,L. Kornet makes 2-pt dunk from 1 ft (assist by J. Tatum),58-50, ,,2,50,58,-8,1438.0
0:00.0, ,58-50,K. Lowry misses 3-pt jump shot from 42 ft,,2,50,58,-8,1440.0
0:00.0, ,58-50,Offensive rebound by Team,,2,50,58,-8,1440.0
0:00.0,End of 2nd quarter,58-50,,,2,50,58,-8,1440.0
12:00.0,Start of 3rd quarter,58-50,,,3,50,58,-8,1440.0
11:44.0,D. White misses 3-pt jump shot from 27 ft,58-50, ,,3,50,58,-8,1456.0
11:39.0,Offensive rebound by G. Williams,58-50, ,,3,50,58,-8,1461.0
11:31.0,R. Williams makes 2-pt dunk from 2 ft (assist by G. Williams),60-50, ,,3,50,60,-10,1469.0
11:31.0,Shooting foul by K. Lowry (drawn by R. Williams),60-50, ,,3,50,60,-10,1469.0
11:31.0,Instant Replay (Request: Ruling Stands),60-50, ,,3,50,60,-10,1469.0
11:31.0,R. Williams makes free throw 1 of 1,61-50, ,,3,50,61,-11,1469.0
11:15.0, ,61-50,T. Herro misses 2-pt jump shot from 10 ft,,3,50,61,-11,1485.0
11:12.0,Defensive rebound by J. Tatum,61-50, ,,3,50,61,-11,1488.0
10:57.0,Shooting foul by C. Martin (drawn by J. Tatum),61-50, ,,3,50,61,-11,1503.0
10:57.0,J. Tatum makes free throw 1 of 2,62-50, ,,3,50,62,-12,1503.0
10:57.0,J. Tatum makes free throw 2 of 2,63-50, ,,3,50,63,-13,1503.0
10:37.0, ,63-50,C. Martin misses 2-pt jump shot from 6 ft,,3,50,63,-13,1523.0
10:35.0, ,63-50,Offensive rebound by B. Adebayo,,3,50,63,-13,1525.0
10:35.0, ,63-50,B. Adebayo misses 2-pt layup at rim,,3,50,63,-13,1525.0
10:34.0, ,63-50,Offensive rebound by B. Adebayo,,3,50,63,-13,1526.0
10:34.0, ,63-50,B. Adebayo misses 2-pt layup at rim,,3,50,63,-13,1526.0
10:33.0,Defensive rebound by P. Pritchard,63-50, ,,3,50,63,-13,1527.0
10:19.0,Offensive foul by J. Tatum (drawn by C. Martin),63-50, ,,3,50,63,-13,1541.0
10:19.0,Turnover by J. Tatum (offensive foul),63-50, ,,3,50,63,-13,1541.0
10:03.0, ,63-50,Shooting foul by P. Pritchard (drawn by C. Martin),,3,50,63,-13,1557.0
10:03.0, ,63-51,C. Martin makes free throw 1 of 2,,3,51,63,-12,1557.0
10:03.0, ,63-52,C. Martin makes free throw 2 of 2,,3,52,63,-11,1557.0
9:46.0,Offensive foul by G. Williams (drawn by C. Martin),63-52, ,,3,52,63,-11,1574.0
9:46.0,Turnover by G. Williams (offensive foul),63-52, ,,3,52,63,-11,1574.0
9:32.0, ,63-52,T. Herro misses 2-pt jump shot from 22 ft,,3,52,63,-11,1588.0
9:29.0,Defensive rebound by J. Tatum,63-52, ,,3,52,63,-11,1591.0
9:12.0,D. White makes 3-pt jump shot from 25 ft (assist by J. Tatum),66-52, ,,3,52,66,-14,1608.0
9:03.0, ,66-54,B. Adebayo makes 2-pt hook shot from 7 ft,,3,54,66,-12,1617.0
8:42.0,Turnover by R. Williams (out of bounds lost ball),66-54, ,,3,54,66,-12,1638.0
8:31.0, ,66-54,C. Martin misses 3-pt jump shot from 24 ft,,3,54,66,-12,1649.0
8:29.0,Defensive rebound by J. Tatum,66-54, ,,3,54,66,-12,1651.0
8:19.0,Shooting foul by B. Adebayo (drawn by J. Tatum),66-54, ,,3,54,66,-12,1661.0
8:19.0,J. Tatum makes free throw 1 of 3,67-54, ,,3,54,67,-13,1661.0
8:19.0,J. Tatum misses free throw 2 of 3,67-54, ,,3,54,67,-13,1661.0
8:19.0,Offensive rebound by Team,67-54, ,,3,54,67,-13,1661.0
8:19.0,J. Tatum misses free throw 3 of 3,67-54, ,,3,54,67,-13,1661.0
8:16.0, ,67-54,Defensive rebound by B. Adebayo,,3,54,67,-13,1664.0
8:12.0, ,67-54,Shooting foul by R. Williams (drawn by B. Adebayo),,3,54,67,-13,1668.0
8:12.0, ,67-55,B. Adebayo makes free throw 1 of 2,,3,55,67,-12,1668.0
8:12.0, ,67-56,B. Adebayo makes free throw 2 of 2,,3,56,67,-11,1668.0
7:51.0,D. White misses 3-pt jump shot from 24 ft,67-56, ,,3,56,67,-11,1689.0
7:51.0,Offensive rebound by R. Williams,67-56, ,,3,56,67,-11,1689.0
7:50.0,Turnover by R. Williams (bad pass; steal by T. Herro),67-56, ,,3,56,67,-11,1690.0
7:40.0, ,67-56,Turnover by K. Lowry (step out of bounds),,3,56,67,-11,1700.0
7:23.0,Personal foul by C. Martin (drawn by J. Tatum),67-56, ,,3,56,67,-11,1717.0
7:23.0, ,67-56,H. Highsmith enters the game for C. Martin,,3,56,67,-11,1717.0
7:16.0,Turnover by P. Pritchard (traveling),67-56, ,,3,56,67,-11,1724.0
6:57.0, ,67-58,B. Adebayo makes 2-pt dunk from 1 ft (assist by H. Highsmith),,3,58,67,-9,1743.0
6:40.0,R. Williams makes 2-pt dunk from 2 ft (assist by D. White),69-58, ,,3,58,69,-11,1760.0
6:29.0, ,69-58,Turnover by B. Adebayo (lost ball; steal by D. White),,3,58,69,-11,1771.0
6:22.0,Turnover by J. Tatum (back court),69-58, ,,3,58,69,-11,1778.0
6:22.0, ,69-58,Miami full timeout,,3,58,69,-11,1778.0
6:22.0,L. Kornet enters the game for R. Williams,69-58, ,,3,58,69,-11,1778.0
6:05.0, ,69-60,B. Adebayo makes 2-pt jump shot from 13 ft (assist by K. Lowry),,3,60,69,-9,1795.0
5:43.0,G. Williams misses 2-pt layup from 3 ft,69-60, ,,3,60,69,-9,1817.0
5:41.0, ,69-60,Defensive rebound by M. Strus,,3,60,69,-9,1819.0
