Time,Miami,Score,Boston,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
8:35.0, ,7-6,D. White makes free throw 2 of 2,,1,7,6,1,205.0
8:25.0,B. Adebayo misses 2-pt layup from 3 ft,7-6, ,,1,7,6,1,215.0
8:22.0,Offensive rebound by J. Butler,7-6, ,,1,7,6,1,218.0
8:21.0,J. Butler makes 2-pt layup from 2 ft,9-6, ,,1,9,6,3,219.0
8:10.0, ,9-9,J. Brown makes 3-pt jump shot from 25 ft (assist by M. Smart),Tie,1,9,9,0,230.0
7:46.0,T. Herro makes 2-pt jump shot from 20 ft (assist by J. Butler),11-9, ,,1,11,9,2,254.0
7:31.0, ,11-11,M. Smart makes 2-pt layup from 2 ft (assist by J. Brown),Tie,1,11,11,0,269.0
7:20.0,B. Adebayo misses 2-pt jump shot from 13 ft,11-11, ,,1,11,11,0,280.0
7:20.0,Offensive rebound by J. Butler,11-11, ,,1,11,11,0,280.0
7:20.0,J. Butler makes 2-pt layup from 3 ft,13-11, ,,1,13,11,2,280.0
7:20.0,Shooting foul by J. Tatum (drawn by J. Butler),13-11, ,,1,13,11,2,280.0
7:20.0,J. Butler misses free throw 1 of 1,13-11, ,,1,13,11,2,280.0
7:16.0, ,13-11,Defensive rebound by J. Brown,,1,13,11,2,284.0
7:12.0, ,13-11,Violation by Team (kicked ball),,1,13,11,2,288.0
7:12.0, ,13-11,M. Brogdon enters the game for J. Tatum,,1,13,11,2,288.0
7:05.0,B. Adebayo misses 2-pt layup from 3 ft,13-11, ,,1,13,11,2,295.0
7:01.0, ,13-11,Defensive rebound by A. Horford,,1,13,11,2,299.0
6:59.0, ,13-13,M. Smart makes 2-pt layup from 1 ft,Tie,1,13,13,0,301.0
6:43.0,K. Lowry makes 2-pt layup from 3 ft,15-13, ,,1,15,13,2,317.0
6:32.0, ,15-13,D. White misses 3-pt jump shot from 23 ft,,1,15,13,2,328.0
6:28.0,Defensive rebound by B. Adebayo,15-13, ,,1,15,13,2,332.0
6:21.0,Turnover by J. Butler (bad pass; steal by M. Brogdon),15-13, ,,1,15,13,2,339.0
6:16.0, ,15-13,M. Brogdon misses 2-pt layup from 4 ft (block by B. Adebayo),,1,15,13,2,344.0
6:16.0, ,15-13,Offensive rebound by D. White,,1,15,13,2,344.0
6:16.0, ,15-15,D. White makes 2-pt layup from 2 ft,Tie,1,15,15,0,344.0
6:16.0, ,15-15,Shooting foul by J. Butler (drawn by D. White),,1,15,15,0,344.0
6:16.0, ,15-15,Boston full timeout,,1,15,15,0,344.0
6:16.0,M. Strus enters the game for T. Herro,15-15, ,,1,15,15,0,344.0
6:16.0, ,15-16,D. White makes free throw 1 of 1,Lead change,1,15,16,-1,344.0
6:04.0,Shooting foul by A. Horford (drawn by C. Martin),15-16, ,,1,15,16,-1,356.0
6:04.0,C. Martin makes free throw 1 of 2,16-16, ,Tie,1,16,16,0,356.0
6:04.0,D. Dedmon enters the game for B. Adebayo,16-16, ,,1,16,16,0,356.0
6:04.0, ,16-16,L. Kornet enters the game for A. Horford,,1,16,16,0,356.0
6:04.0, ,16-16,G. Williams enters the game for D. White,,1,16,16,0,356.0
6:04.0,C. Martin misses free throw 2 of 2,16-16, ,,1,16,16,0,356.0
6:04.0, ,16-16,Defensive rebound by J. Brown,,1,16,16,0,356.0
5:42.0, ,16-16,J. Brown misses 3-pt jump shot from 24 ft,,1,16,16,0,378.0
5:39.0, ,16-16,Offensive rebound by M. Smart,,1,16,16,0,381.0
5:36.0, ,16-16,Turnover by M. Smart (bad pass; steal by M. Strus),,1,16,16,0,384.0
5:33.0,C. Martin misses 2-pt layup from 11 ft,16-16, ,,1,16,16,0,387.0
5:33.0,Offensive rebound by Team,16-16, ,,1,16,16,0,387.0
5:28.0,C. Martin makes 2-pt jump shot from 16 ft (assist by M. Strus),18-16, ,Lead change,1,18,16,2,392.0
5:18.0, ,18-16,Offensive foul by M. Smart (drawn by C. Martin),,1,18,16,2,402.0
5:18.0, ,18-16,Turnover by M. Smart (offensive foul),,1,18,16,2,402.0
4:59.0,C. Martin makes 3-pt jump shot from 27 ft,21-16, ,,1,21,16,5,421.0
4:49.0, ,21-16,M. Brogdon misses 2-pt layup from 4 ft,,1,21,16,5,431.0
4:47.0,Defensive rebound by D. Dedmon,21-16, ,,1,21,16,5,433.0
4:40.0,C. Martin misses 3-pt jump shot from 24 ft,21-16, ,,1,21,16,5,440.0
4:36.0, ,21-16,Defensive rebound by M. Brogdon,,1,21,16,5,444.0
4:28.0, ,21-18,M. Smart makes 2-pt jump shot from 6 ft,,1,21,18,3,452.0
4:13.0,D. Dedmon misses 3-pt jump shot from 28 ft,21-18, ,,1,21,18,3,467.0
4:09.0, ,21-18,Defensive rebound by L. Kornet,,1,21,18,3,471.0
4:08.0, ,21-18,Shooting foul by D. Dedmon (drawn by J. Brown),,1,21,18,3,472.0
4:08.0, ,21-19,J. Brown makes free throw 1 of 2,,1,21,19,2,472.0
4:08.0,G. Vincent enters the game for J. Butler,21-19, ,,1,21,19,2,472.0
4:08.0, ,21-19,D. White enters the game for M. Smart,,1,21,19,2,472.0
4:08.0, ,21-20,J. Brown makes free throw 2 of 2,,1,21,20,1,472.0
3:58.0,M. Strus makes 3-pt jump shot from 28 ft (assist by K. Lowry),24-20, ,,1,24,20,4,482.0
3:37.0, ,24-20,Turnover by J. Brown (lost ball; steal by G. Vincent),,1,24,20,4,503.0
3:26.0,Turnover by G. Vincent (bad pass; steal by L. Kornet),24-20, ,,1,24,20,4,514.0
3:22.0, ,24-20,Turnover by G. Williams (step out of bounds),,1,24,20,4,518.0
3:04.0,G. Vincent misses 3-pt jump shot from 24 ft,24-20, ,,1,24,20,4,536.0
3:00.0, ,24-20,Defensive rebound by D. White,,1,24,20,4,540.0
2:52.0, ,24-20,Personal foul by M. Strus (drawn by J. Brown),,1,24,20,4,548.0
2:52.0,Miami full timeout,24-20, ,,1,24,20,4,548.0
2:52.0,T. Herro enters the game for K. Lowry,24-20, ,,1,24,20,4,548.0
2:52.0,H. Highsmith enters the game for C. Martin,24-20, ,,1,24,20,4,548.0
2:52.0, ,24-21,J. Brown makes free throw 1 of 2,,1,24,21,3,548.0
2:52.0, ,24-22,J. Brown makes free throw 2 of 2,,1,24,22,2,548.0
2:29.0,G. Vincent misses 3-pt jump shot from 26 ft,24-22, ,,1,24,22,2,571.0
2:27.0,Offensive rebound by M. Strus,24-22, ,,1,24,22,2,573.0
2:27.0,Turnover by Team (shot clock),24-22, ,,1,24,22,2,573.0
2:10.0, ,24-22,D. White misses 2-pt layup from 5 ft,,1,24,22,2,590.0
2:09.0,Defensive rebound by D. Dedmon,24-22, ,,1,24,22,2,591.0
2:09.0,B. Adebayo enters the game for D. Dedmon,24-22, ,,1,24,22,2,591.0
1:53.0,H. Highsmith misses 2-pt jump shot from 14 ft,24-22, ,,1,24,22,2,607.0
1:50.0, ,24-22,Defensive rebound by M. Brogdon,,1,24,22,2,610.0
1:34.0, ,24-22,D. White misses 2-pt jump shot from 3 ft,,1,24,22,2,626.0
1:31.0,Defensive rebound by H. Highsmith,24-22, ,,1,24,22,2,629.0
1:24.0,T. Herro misses 3-pt jump shot from 27 ft,24-22, ,,1,24,22,2,636.0
1:21.0,Offensive rebound by G. Vincent,24-22, ,,1,24,22,2,639.0
1:19.0,T. Herro makes 2-pt layup from 9 ft (assist by G. Vincent),26-22, ,,1,26,22,4,641.0
1:03.0, ,26-24,M. Brogdon makes 2-pt layup from 2 ft (assist by J. Brown),,1,26,24,2,657.0
0:52.0,B. Adebayo misses 2-pt jump shot from 11 ft,26-24, ,,1,26,24,2,668.0
0:49.0, ,26-24,Defensive rebound by G. Williams,,1,26,24,2,671.0
0:45.0, ,26-27,M. Brogdon makes 3-pt jump shot from 27 ft (assist by G. Williams),Lead change,1,26,27,-1,675.0
0:31.0,Personal foul by D. White (drawn by M. Strus),26-27, ,,1,26,27,-1,689.0
0:31.0,M. Strus misses free throw 1 of 2,26-27, ,,1,26,27,-1,689.0
0:31.0,Offensive rebound by Team,26-27, ,,1,26,27,-1,689.0
0:31.0,M. Strus makes free throw 2 of 2,27-27, ,Tie,1,27,27,0,689.0
0:06.0, ,27-27,G. Williams misses 3-pt jump shot from 26 ft,,1,27,27,0,714.0
0:03.0,Defensive rebound by M. Strus,27-27, ,,1,27,27,0,717.0
0:00.0,M. Strus misses 3-pt jump shot from 28 ft,27-27, ,,1,27,27,0,720.0
0:00.0,Offensive rebound by Team,27-27, ,,1,27,27,0,720.0
0:00.0,End of 1st quarter,27-27,,,1,27,27,0,720.0
12:00.0,Start of 2nd quarter,27-27,,,2,27,27,0,720.0
11:35.0,B. Adebayo makes 2-pt jump shot from 6 ft (assist by H. Highsmith),29-27, ,Lead change,2,29,27,2,745.0
11:18.0, ,29-27,J. Tatum misses 3-pt jump shot from 27 ft,,2,29,27,2,762.0
11:15.0,Defensive rebound by M. Strus,29-27, ,,2,29,27,2,765.0
11:10.0,Offensive foul by B. Adebayo (drawn by M. Brogdon),29-27, ,,2,29,27,2,770.0
11:10.0,Turnover by B. Adebayo (offensive foul),29-27, ,,2,29,27,2,770.0
10:57.0, ,29-27,Turnover by J. Tatum (traveling),,2,29,27,2,783.0
10:44.0,T. Herro misses 3-pt jump shot from 26 ft,29-27, ,,2,29,27,2,796.0
10:42.0, ,29-27,Defensive rebound by J. Tatum,,2,29,27,2,798.0
10:38.0, ,29-27,Personal foul by B. Adebayo (drawn by J. Tatum),,2,29,27,2,802.0
10:38.0,D. Dedmon enters the game for B. Adebayo,29-27, ,,2,29,27,2,802.0
10:28.0, ,29-27,Turnover by M. Brogdon (out of bounds lost ball),,2,29,27,2,812.0
10:15.0,T. Herro makes 2-pt jump shot from 5 ft,31-27, ,,2,31,27,4,825.0
9:56.0, ,31-27,Turnover by J. Tatum (bad pass; steal by M. Strus),,2,31,27,4,844.0
9:56.0,Turnover by T. Herro (step out of bounds),31-27, ,,2,31,27,4,844.0
9:56.0, ,31-27,M. Smart enters the game for L. Kornet,,2,31,27,4,844.0
9:45.0, ,31-27,J. Tatum misses 3-pt jump shot from 23 ft,,2,31,27,4,855.0
9:44.0, ,31-27,Offensive rebound by G. Williams,,2,31,27,4,856.0
9:44.0, ,31-27,Shooting foul by D. Dedmon (drawn by G. Williams),,2,31,27,4,856.0
9:44.0, ,31-28,G. Williams makes free throw 1 of 2,,2,31,28,3,856.0
9:44.0, ,31-29,G. Williams makes free throw 2 of 2,,2,31,29,2,856.0
9:31.0,G. Vincent makes 3-pt jump shot from 27 ft,34-29, ,,2,34,29,5,869.0
9:27.0, ,34-29,Turnover by M. Smart (traveling),,2,34,29,5,873.0
9:15.0,D. Dedmon makes 2-pt hook shot from 9 ft (assist by T. Herro),36-29, ,,2,36,29,7,885.0
8:57.0, ,36-29,S. Hauser misses 3-pt jump shot from 24 ft,,2,36,29,7,903.0
8:54.0, ,36-29,Offensive rebound by J. Tatum,,2,36,29,7,906.0
8:52.0, ,36-29,M. Brogdon misses 3-pt jump shot from 30 ft,,2,36,29,7,908.0
8:49.0,Defensive rebound by D. Dedmon,36-29, ,,2,36,29,7,911.0
8:37.0,G. Vincent misses 3-pt jump shot from 28 ft,36-29, ,,2,36,29,7,923.0
8:37.0, ,36-29,Defensive rebound by S. Hauser,,2,36,29,7,923.0
8:28.0, ,36-29,Turnover by M. Smart (lost ball; steal by T. Herro),,2,36,29,7,932.0
8:23.0,T. Herro misses 2-pt layup from 3 ft,36-29, ,,2,36,29,7,937.0
8:21.0, ,36-29,Defensive rebound by G. Williams,,2,36,29,7,939.0
8:17.0, ,36-31,G. Williams makes 2-pt layup from 2 ft (assist by M. Smart),,2,36,31,5,943.0
7:58.0,M. Strus misses 3-pt jump shot from 26 ft,36-31, ,,2,36,31,5,962.0
7:58.0,Offensive rebound by Team,36-31, ,,2,36,31,5,962.0
7:58.0, ,36-31,Loose ball foul by G. Williams (drawn by D. Dedmon),,2,36,31,5,962.0
7:58.0, ,36-31,J. Brown enters the game for M. Brogdon,,2,36,31,5,962.0
7:58.0, ,36-31,A. Horford enters the game for S. Hauser,,2,36,31,5,962.0
7:58.0, ,36-31,D. White enters the game for G. Williams,,2,36,31,5,962.0
7:53.0,Turnover by T. Herro (traveling),36-31, ,,2,36,31,5,967.0
7:40.0, ,36-31,J. Tatum misses 2-pt hook shot from 4 ft,,2,36,31,5,980.0
7:38.0,Defensive rebound by D. Dedmon,36-31, ,,2,36,31,5,982.0
7:26.0,D. Dedmon misses 3-pt jump shot from 28 ft,36-31, ,,2,36,31,5,994.0
7:23.0, ,36-31,Defensive rebound by D. White,,2,36,31,5,997.0
7:15.0, ,36-34,A. Horford makes 3-pt jump shot from 24 ft (assist by J. Tatum),,2,36,34,2,1005.0
7:04.0,T. Herro makes 3-pt jump shot from 26 ft (assist by G. Vincent),39-34, ,,2,39,34,5,1016.0
6:56.0, ,39-37,M. Smart makes 3-pt jump shot from 27 ft (assist by D. White),,2,39,37,2,1024.0
6:27.0,G. Vincent misses 2-pt jump shot from 20 ft,39-37, ,,2,39,37,2,1053.0
6:26.0, ,39-37,Defensive rebound by J. Tatum,,2,39,37,2,1054.0
6:24.0, ,39-37,Turnover by J. Tatum (bad pass; steal by M. Strus),,2,39,37,2,1056.0
6:21.0,M. Strus misses 3-pt jump shot from 28 ft,39-37, ,,2,39,37,2,1059.0
6:19.0, ,39-37,Defensive rebound by J. Tatum,,2,39,37,2,1061.0
6:14.0, ,39-40,D. White makes 3-pt jump shot from 26 ft (assist by A. Horford),Lead change,2,39,40,-1,1066.0
6:12.0,Miami full timeout,39-40, ,,2,39,40,-1,1068.0
6:12.0,J. Butler enters the game for T. Herro,39-40, ,,2,39,40,-1,1068.0
6:12.0,K. Lowry enters the game for H. Highsmith,39-40, ,,2,39,40,-1,1068.0
6:12.0,C. Martin enters the game for M. Strus,39-40, ,,2,39,40,-1,1068.0
5:52.0,Offensive foul by D. Dedmon (drawn by M. Smart),39-40, ,,2,39,40,-1,1088.0
5:52.0,Turnover by D. Dedmon (offensive foul),39-40, ,,2,39,40,-1,1088.0
5:52.0,U. Haslem enters the game for D. Dedmon,39-40, ,,2,39,40,-1,1088.0
5:52.0,Violation by Team (delay of game),39-40, ,,2,39,40,-1,1088.0
5:52.0, ,39-41,J. Tatum makes technical free throw,,2,39,41,-2,1088.0
5:40.0, ,39-41,Offensive foul by A. Horford (drawn by C. Martin),,2,39,41,-2,1100.0
5:40.0, ,39-41,Turnover by A. Horford (offensive foul),,2,39,41,-2,1100.0
5:40.0, ,39-41,G. Williams enters the game for A. Horford,,2,39,41,-2,1100.0
5:22.0,J. Butler misses 2-pt layup from 3 ft,39-41, ,,2,39,41,-2,1118.0
5:22.0, ,39-41,Defensive rebound by Team,,2,39,41,-2,1118.0
5:22.0, ,39-41,Personal foul by U. Haslem (drawn by G. Williams),,2,39,41,-2,1118.0
5:11.0, ,39-41,J. Brown misses 2-pt layup from 2 ft,,2,39,41,-2,1129.0
5:09.0,Defensive rebound by J. Butler,39-41, ,,2,39,41,-2,1131.0
4:59.0,U. Haslem misses 2-pt layup from 2 ft,39-41, ,,2,39,41,-2,1141.0
4:58.0, ,39-41,Defensive rebound by M. Smart,,2,39,41,-2,1142.0
4:54.0, ,39-43,J. Brown makes 2-pt layup from 2 ft (assist by M. Smart),,2,39,43,-4,1146.0
4:34.0,C. Martin misses 2-pt jump shot from 20 ft,39-43, ,,2,39,43,-4,1166.0
4:34.0,Offensive rebound by U. Haslem,39-43, ,,2,39,43,-4,1166.0
4:28.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by G. Vincent),42-43, ,,2,42,43,-1,1172.0
4:06.0, ,42-46,J. Brown makes 3-pt jump shot from 29 ft (assist by J. Tatum),,2,42,46,-4,1194.0
3:55.0,Turnover by K. Lowry (lost ball; steal by D. White),42-46, ,,2,42,46,-4,1205.0
3:54.0, ,42-46,Shooting foul by U. Haslem (drawn by D. White),,2,42,46,-4,1206.0
3:54.0, ,42-46,Instant Replay (Request: Ruling Stands),,2,42,46,-4,1206.0
3:54.0, ,42-47,D. White makes free throw 1 of 2,,2,42,47,-5,1206.0
3:54.0,T. Herro enters the game for G. Vincent,42-47, ,,2,42,47,-5,1206.0
3:54.0, ,42-48,D. White makes free throw 2 of 2,,2,42,48,-6,1206.0
3:31.0,J. Butler makes 2-pt jump shot from 20 ft,44-48, ,,2,44,48,-4,1229.0
3:17.0, ,44-48,Shooting foul by J. Butler (drawn by J. Tatum),,2,44,48,-4,1243.0
3:17.0, ,44-49,J. Tatum makes free throw 1 of 2,,2,44,49,-5,1243.0
3:17.0, ,44-50,J. Tatum makes free throw 2 of 2,,2,44,50,-6,1243.0
3:05.0,T. Herro makes 3-pt jump shot from 28 ft,47-50, ,,2,47,50,-3,1255.0
2:50.0, ,47-53,G. Williams makes 3-pt jump shot from 27 ft,,2,47,53,-6,1270.0
2:36.0,J. Butler misses 2-pt layup from 3 ft,47-53, ,,2,47,53,-6,1284.0
2:34.0,Offensive rebound by J. Butler,47-53, ,,2,47,53,-6,1286.0
2:34.0,J. Butler makes 2-pt layup from 2 ft,49-53, ,,2,49,53,-4,1286.0
2:23.0, ,49-53,Offensive foul by J. Tatum (drawn by U. Haslem),,2,49,53,-4,1297.0
2:23.0, ,49-53,Turnover by J. Tatum (offensive foul),,2,49,53,-4,1297.0
2:23.0, ,49-53,Boston full timeout,,2,49,53,-4,1297.0
2:23.0, ,49-53,M. Brogdon enters the game for J. Tatum,,2,49,53,-4,1297.0
2:06.0,J. Butler makes 2-pt layup from 3 ft,51-53, ,,2,51,53,-2,1314.0
2:06.0,Shooting foul by D. White (drawn by J. Butler),51-53, ,,2,51,53,-2,1314.0
2:06.0,J. Butler makes free throw 1 of 1,52-53, ,,2,52,53,-1,1314.0
1:51.0, ,52-55,J. Brown makes 2-pt jump shot from 15 ft,,2,52,55,-3,1329.0
1:34.0,T. Herro makes 3-pt jump shot from 29 ft,55-55, ,Tie,2,55,55,0,1346.0
1:24.0, ,55-55,Personal foul by U. Haslem (drawn by M. Smart),,2,55,55,0,1356.0
1:24.0, ,55-55,M. Smart misses free throw 1 of 2,,2,55,55,0,1356.0
1:24.0, ,55-55,Offensive rebound by Team,,2,55,55,0,1356.0
1:24.0,M. Strus enters the game for U. Haslem,55-55, ,,2,55,55,0,1356.0
1:24.0, ,55-56,M. Smart makes free throw 2 of 2,,2,55,56,-1,1356.0
1:05.0,T. Herro misses 2-pt layup from 3 ft,55-56, ,,2,55,56,-1,1375.0
1:03.0,Offensive rebound by J. Butler,55-56, ,,2,55,56,-1,1377.0
1:01.0,J. Butler makes 2-pt layup from 3 ft,57-56, ,Lead change,2,57,56,1,1379.0
0:47.0, ,57-59,D. White makes 3-pt jump shot from 24 ft (assist by J. Brown),Lead change,2,57,59,-2,1393.0
0:42.0,J. Butler makes 2-pt layup from 3 ft,59-59, ,Tie,2,59,59,0,1398.0
0:42.0,Shooting foul by D. White (drawn by J. Butler),59-59, ,,2,59,59,0,1398.0
0:42.0, ,59-59,S. Hauser enters the game for D. White,,2,59,59,0,1398.0
0:42.0,J. Butler misses free throw 1 of 1,59-59, ,,2,59,59,0,1398.0
0:42.0, ,59-59,Defensive rebound by J. Brown,,2,59,59,0,1398.0
0:33.0, ,59-59,Shooting foul by M. Strus (drawn by M. Smart),,2,59,59,0,1407.0
0:33.0, ,59-59,M. Smart misses free throw 1 of 2,,2,59,59,0,1407.0
0:33.0, ,59-59,Offensive rebound by Team,,2,59,59,0,1407.0
0:33.0, ,59-59,M. Smart misses free throw 2 of 2,,2,59,59,0,1407.0
0:33.0, ,59-59,Offensive rebound by M. Smart,,2,59,59,0,1407.0
0:27.0, ,59-62,S. Hauser makes 3-pt jump shot from 25 ft (assist by J. Brown),,2,59,62,-3,1413.0
0:07.0,Turnover by K. Lowry (bad pass),59-62, ,,2,59,62,-3,1433.0
0:07.0,H. Highsmith enters the game for T. Herro,59-62, ,,2,59,62,-3,1433.0
0:03.0, ,59-62,Turnover by J. Brown (traveling),,2,59,62,-3,1437.0
0:00.0,End of 2nd quarter,59-62,,,2,59,62,-3,1440.0
12:00.0,Start of 3rd quarter,59-62,,,3,59,62,-3,1440.0
11:39.0,K. Lowry misses 3-pt jump shot from 26 ft,59-62, ,,3,59,62,-3,1461.0
11:36.0, ,59-62,Defensive rebound by J. Tatum,,3,59,62,-3,1464.0
11:26.0, ,59-62,J. Tatum misses 2-pt layup from 8 ft,,3,59,62,-3,1474.0
11:23.0, ,59-62,Offensive rebound by J. Tatum,,3,59,62,-3,1477.0
11:17.0, ,59-62,Turnover by D. White (bad pass; steal by T. Herro),,3,59,62,-3,1483.0
11:11.0,T. Herro misses 3-pt jump shot from 26 ft,59-62, ,,3,59,62,-3,1489.0
11:08.0, ,59-62,Defensive rebound by J. Brown,,3,59,62,-3,1492.0
11:04.0, ,59-64,J. Brown makes 2-pt layup from 3 ft (assist by M. Smart),,3,59,64,-5,1496.0
11:04.0, ,59-64,Shooting foul by C. Martin (drawn by J. Brown),,3,59,64,-5,1496.0
11:04.0, ,59-64,J. Brown misses free throw 1 of 1,,3,59,64,-5,1496.0
11:04.0,Defensive rebound by C. Martin,59-64, ,,3,59,64,-5,1496.0
10:51.0,B. Adebayo makes 2-pt jump shot from 14 ft,61-64, ,,3,61,64,-3,1509.0
10:41.0, ,61-66,M. Smart makes 2-pt jump shot from 4 ft,,3,61,66,-5,1519.0
10:24.0,C. Martin makes 2-pt layup from 3 ft (assist by B. Adebayo),63-66, ,,3,63,66,-3,1536.0
10:09.0, ,63-66,A. Horford misses 3-pt jump shot from 23 ft,,3,63,66,-3,1551.0
10:04.0,Defensive rebound by J. Butler,63-66, ,,3,63,66,-3,1556.0
9:51.0,B. Adebayo misses 2-pt jump shot from 8 ft,63-66, ,,3,63,66,-3,1569.0
9:50.0,Offensive rebound by K. Lowry,63-66, ,,3,63,66,-3,1570.0
9:50.0,K. Lowry makes 2-pt layup from 1 ft,65-66, ,,3,65,66,-1,1570.0
9:50.0,Shooting foul by J. Tatum (drawn by K. Lowry),65-66, ,,3,65,66,-1,1570.0
9:50.0,K. Lowry makes free throw 1 of 1,66-66, ,Tie,3,66,66,0,1570.0
9:37.0, ,66-66,J. Brown misses 2-pt layup from 6 ft,,3,66,66,0,1583.0
9:35.0,Defensive rebound by J. Butler,66-66, ,,3,66,66,0,1585.0
9:30.0,B. Adebayo makes 2-pt jump shot from 3 ft (assist by J. Butler),68-66, ,Lead change,3,68,66,2,1590.0
9:08.0, ,68-69,J. Brown makes 3-pt jump shot from 27 ft (assist by D. White),Lead change,3,68,69,-1,1612.0
8:46.0,J. Butler misses 2-pt jump shot from 6 ft,68-69, ,,3,68,69,-1,1634.0
8:44.0, ,68-69,Defensive rebound by A. Horford,,3,68,69,-1,1636.0
8:38.0, ,68-69,Personal foul by K. Lowry (drawn by J. Brown),,3,68,69,-1,1642.0
8:31.0, ,68-69,D. White misses 3-pt jump shot from 25 ft,,3,68,69,-1,1649.0
8:29.0,Defensive rebound by J. Butler,68-69, ,,3,68,69,-1,1651.0
8:18.0,B. Adebayo misses 2-pt jump shot from 11 ft,68-69, ,,3,68,69,-1,1662.0
8:16.0, ,68-69,Defensive rebound by J. Tatum,,3,68,69,-1,1664.0
8:10.0, ,68-69,J. Brown misses 3-pt jump shot from 27 ft,,3,68,69,-1,1670.0
8:08.0, ,68-69,Offensive rebound by Team,,3,68,69,-1,1672.0
8:08.0,Loose ball foul by K. Lowry (drawn by D. White),68-69, ,,3,68,69,-1,1672.0
7:57.0, ,68-69,J. Tatum misses 3-pt jump shot from 27 ft,,3,68,69,-1,1683.0
7:55.0,Defensive rebound by B. Adebayo,68-69, ,,3,68,69,-1,1685.0
7:43.0,T. Herro misses 2-pt jump shot from 15 ft,68-69, ,,3,68,69,-1,1697.0
7:41.0, ,68-69,Defensive rebound by A. Horford,,3,68,69,-1,1699.0
7:26.0, ,68-69,Shooting foul by K. Lowry (drawn by J. Brown),,3,68,69,-1,1714.0
7:26.0, ,68-70,J. Brown makes free throw 1 of 2,,3,68,70,-2,1714.0
7:26.0,G. Vincent enters the game for K. Lowry,68-70, ,,3,68,70,-2,1714.0
7:26.0, ,68-71,J. Brown makes free throw 2 of 2,,3,68,71,-3,1714.0
7:14.0,J. Butler misses 2-pt jump shot from 13 ft,68-71, ,,3,68,71,-3,1726.0
7:12.0,Offensive rebound by J. Butler,68-71, ,,3,68,71,-3,1728.0
7:10.0,G. Vincent misses 3-pt jump shot from 24 ft,68-71, ,,3,68,71,-3,1730.0
7:08.0, ,68-71,Defensive rebound by J. Brown,,3,68,71,-3,1732.0
6:59.0, ,68-73,J. Brown makes 2-pt layup from 4 ft (assist by M. Smart),,3,68,73,-5,1741.0
6:45.0,C. Martin makes 2-pt dunk from 2 ft (assist by J. Butler),70-73, ,,3,70,73,-3,1755.0
6:21.0, ,70-73,J. Brown misses 3-pt jump shot from 26 ft,,3,70,73,-3,1779.0
