Time,Atlanta,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
9:25.0, ,4-7,J. Butler makes free throw 2 of 2,,1,7,4,3,155.0
9:10.0,T. Young makes 2-pt jump shot from 2 ft,6-7, ,,1,7,6,1,170.0
8:58.0, ,6-7,Turnover by G. Vincent (bad pass; steal by T. Young),,1,7,6,1,182.0
8:51.0,Shooting foul by B. Adebayo (drawn by D. Hunter),6-7, ,,1,7,6,1,189.0
8:51.0,D. Hunter makes free throw 1 of 2,7-7, ,Tie,1,7,7,0,189.0
8:51.0,D. Hunter makes free throw 2 of 2,8-7, ,Lead change,1,7,8,-1,189.0
8:41.0, ,8-10,K. Love makes 3-pt jump shot from 25 ft (assist by T. Herro),Lead change,1,10,8,2,199.0
8:25.0,T. Young misses 2-pt jump shot from 22 ft,8-10, ,,1,10,8,2,215.0
8:22.0, ,8-10,Defensive rebound by B. Adebayo,,1,10,8,2,218.0
8:16.0, ,8-12,J. Butler makes 2-pt layup from 2 ft (assist by B. Adebayo),,1,12,8,4,224.0
7:56.0,Shooting foul by J. Butler (drawn by J. Collins),8-12, ,,1,12,8,4,244.0
7:56.0,J. Collins makes free throw 1 of 2,9-12, ,,1,12,9,3,244.0
7:56.0,J. Collins misses free throw 2 of 2,9-12, ,,1,12,9,3,244.0
7:54.0, ,9-12,Defensive rebound by B. Adebayo,,1,12,9,3,246.0
7:39.0, ,9-12,G. Vincent misses 3-pt jump shot from 23 ft,,1,12,9,3,261.0
7:37.0, ,9-12,Offensive rebound by T. Herro,,1,12,9,3,263.0
7:30.0, ,9-14,B. Adebayo makes 2-pt jump shot from 10 ft (assist by J. Butler),,1,14,9,5,270.0
7:20.0,Shooting foul by G. Vincent (drawn by T. Young),9-14, ,,1,14,9,5,280.0
7:20.0,T. Young misses free throw 1 of 2,9-14, ,,1,14,9,5,280.0
7:20.0,Offensive rebound by Team,9-14, ,,1,14,9,5,280.0
7:20.0,T. Young makes free throw 2 of 2,10-14, ,,1,14,10,4,280.0
7:11.0, ,10-14,Turnover by B. Adebayo (bad pass; steal by C. Capela),,1,14,10,4,289.0
7:07.0,J. Collins misses 2-pt layup from 2 ft,10-14, ,,1,14,10,4,293.0
6:59.0, ,10-14,Defensive rebound by B. Adebayo,,1,14,10,4,301.0
6:52.0, ,10-14,G. Vincent misses 3-pt jump shot from 25 ft,,1,14,10,4,308.0
6:52.0, ,10-14,Offensive rebound by Team,,1,14,10,4,308.0
6:52.0,Loose ball foul by D. Murray (drawn by B. Adebayo),10-14, ,,1,14,10,4,308.0
6:52.0, ,10-14,Miami full timeout,,1,14,10,4,308.0
6:52.0,B. Bogdanović enters the game for T. Young,10-14, ,,1,14,10,4,308.0
6:48.0, ,10-14,Personal foul by D. Hunter (drawn by J. Butler),,1,14,10,4,312.0
6:42.0, ,10-17,K. Love makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,1,17,10,7,318.0
6:25.0,D. Hunter misses 3-pt jump shot from 25 ft,10-17, ,,1,17,10,7,335.0
6:23.0, ,10-17,Defensive rebound by B. Adebayo,,1,17,10,7,337.0
6:16.0, ,10-17,K. Love misses 3-pt jump shot from 26 ft,,1,17,10,7,344.0
6:16.0,Defensive rebound by Team,10-17, ,,1,17,10,7,344.0
6:03.0,Offensive foul by J. Collins (drawn by K. Love),10-17, ,,1,17,10,7,357.0
6:03.0,Turnover by J. Collins (offensive foul),10-17, ,,1,17,10,7,357.0
6:03.0,S. Bey enters the game for J. Collins,10-17, ,,1,17,10,7,357.0
5:47.0, ,10-17,T. Herro misses 3-pt jump shot from 26 ft,,1,17,10,7,373.0
5:45.0, ,10-17,Offensive rebound by J. Butler,,1,17,10,7,375.0
5:38.0, ,10-17,T. Herro misses 3-pt jump shot from 26 ft,,1,17,10,7,382.0
5:36.0,Defensive rebound by S. Bey,10-17, ,,1,17,10,7,384.0
5:30.0,D. Murray misses 3-pt jump shot from 26 ft,10-17, ,,1,17,10,7,390.0
5:26.0, ,10-17,Defensive rebound by K. Love,,1,17,10,7,394.0
5:18.0, ,10-17,J. Butler misses 2-pt layup from 2 ft,,1,17,10,7,402.0
5:14.0,Defensive rebound by C. Capela,10-17, ,,1,17,10,7,406.0
5:14.0, ,10-17,V. Oladipo enters the game for B. Adebayo,,1,17,10,7,406.0
5:14.0, ,10-17,C. Zeller enters the game for G. Vincent,,1,17,10,7,406.0
4:56.0,B. Bogdanović misses 2-pt jump shot from 3 ft,10-17, ,,1,17,10,7,424.0
4:52.0,Offensive rebound by C. Capela,10-17, ,,1,17,10,7,428.0
4:51.0,C. Capela makes 2-pt layup from 2 ft,12-17, ,,1,17,12,5,429.0
4:41.0, ,12-17,Turnover by C. Zeller (bad pass; steal by D. Murray),,1,17,12,5,439.0
4:24.0,S. Bey misses 3-pt jump shot from 24 ft,12-17, ,,1,17,12,5,456.0
4:18.0, ,12-17,Defensive rebound by J. Butler,,1,17,12,5,462.0
4:11.0, ,12-17,Turnover by T. Herro (step out of bounds),,1,17,12,5,469.0
4:11.0,O. Okongwu enters the game for C. Capela,12-17, ,,1,17,12,5,469.0
4:11.0,T. Young enters the game for D. Murray,12-17, ,,1,17,12,5,469.0
4:11.0, ,12-17,G. Vincent enters the game for T. Herro,,1,17,12,5,469.0
3:50.0,S. Bey makes 2-pt jump shot from 15 ft (assist by D. Hunter),14-17, ,,1,17,14,3,490.0
3:35.0, ,14-17,V. Oladipo misses 2-pt layup from 3 ft,,1,17,14,3,505.0
3:33.0,Defensive rebound by O. Okongwu,14-17, ,,1,17,14,3,507.0
3:25.0,O. Okongwu makes 2-pt dunk from 1 ft (assist by T. Young),16-17, ,,1,17,16,1,515.0
3:11.0, ,16-20,V. Oladipo makes 3-pt jump shot from 23 ft,,1,20,16,4,529.0
2:49.0,D. Hunter makes 3-pt jump shot from 23 ft (assist by O. Okongwu),19-20, ,,1,20,19,1,551.0
2:40.0, ,19-20,V. Oladipo misses 3-pt jump shot from 25 ft,,1,20,19,1,560.0
2:37.0,Defensive rebound by D. Hunter,19-20, ,,1,20,19,1,563.0
2:25.0,O. Okongwu makes 2-pt hook shot from 3 ft (assist by S. Bey),21-20, ,Lead change,1,20,21,-1,575.0
2:14.0, ,21-22,J. Butler makes 2-pt dunk from 2 ft (assist by V. Oladipo),Lead change,1,22,21,1,586.0
1:59.0,Turnover by T. Young (bad pass; steal by K. Love),21-22, ,,1,22,21,1,601.0
1:54.0, ,21-24,C. Zeller makes 2-pt layup from 1 ft (assist by V. Oladipo),,1,24,21,3,606.0
1:42.0,Atlanta full timeout,21-24, ,,1,24,21,3,618.0
1:42.0,J. Johnson enters the game for D. Hunter,21-24, ,,1,24,21,3,618.0
1:42.0, ,21-24,T. Herro enters the game for J. Butler,,1,24,21,3,618.0
1:42.0, ,21-24,C. Martin enters the game for K. Love,,1,24,21,3,618.0
1:42.0, ,21-24,M. Strus enters the game for G. Vincent,,1,24,21,3,618.0
1:29.0,B. Bogdanović misses 2-pt jump shot from 14 ft,21-24, ,,1,24,21,3,631.0
1:27.0, ,21-24,Defensive rebound by C. Martin,,1,24,21,3,633.0
1:12.0, ,21-24,T. Herro misses 2-pt jump shot from 14 ft,,1,24,21,3,648.0
1:10.0, ,21-24,Offensive rebound by C. Zeller,,1,24,21,3,650.0
1:07.0, ,21-24,Personal foul by B. Bogdanović (drawn by C. Zeller),,1,24,21,3,653.0
0:58.0, ,21-27,C. Martin makes 3-pt jump shot from 26 ft (assist by T. Herro),,1,27,21,6,662.0
0:47.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by T. Young),24-27, ,,1,27,24,3,673.0
0:40.0, ,24-27,Turnover by V. Oladipo (lost ball; steal by B. Bogdanović),,1,27,24,3,680.0
0:35.0,Turnover by B. Bogdanović (bad pass; steal by C. Martin),24-27, ,,1,27,24,3,685.0
0:34.0, ,24-27,Turnover by C. Martin (bad pass),,1,27,24,3,686.0
0:27.0,T. Young misses 2-pt jump shot from 16 ft,24-27, ,,1,27,24,3,693.0
0:27.0, ,24-27,Defensive rebound by Team,,1,27,24,3,693.0
0:27.0,Loose ball foul by O. Okongwu (drawn by C. Zeller),24-27, ,,1,27,24,3,693.0
0:27.0, ,24-28,C. Zeller makes free throw 1 of 2,,1,28,24,4,693.0
0:27.0, ,24-29,C. Zeller makes free throw 2 of 2,,1,29,24,5,693.0
0:10.0,Shooting foul by C. Zeller (drawn by O. Okongwu),24-29, ,,1,29,24,5,710.0
0:10.0,O. Okongwu makes free throw 1 of 2,25-29, ,,1,29,25,4,710.0
0:10.0,O. Okongwu makes free throw 2 of 2,26-29, ,,1,29,26,3,710.0
0:00.0, ,26-29,Turnover by T. Herro (lost ball; steal by T. Young),,1,29,26,3,720.0
0:00.0,End of 1st quarter,26-29,,,1,29,26,3,720.0
12:00.0,Start of 2nd quarter,26-29,,,2,29,26,3,720.0
12:00.0, ,26-29,Violation by Team (delay of game),,2,29,26,3,720.0
11:49.0, ,26-29,Shooting foul by O. Okongwu (drawn by B. Adebayo),,2,29,26,3,731.0
11:49.0, ,26-29,B. Adebayo misses free throw 1 of 2,,2,29,26,3,731.0
11:49.0, ,26-29,Offensive rebound by Team,,2,29,26,3,731.0
11:49.0, ,26-30,B. Adebayo makes free throw 2 of 2,,2,30,26,4,731.0
11:32.0,B. Bogdanović misses 2-pt layup from 2 ft,26-30, ,,2,30,26,4,748.0
11:29.0, ,26-30,Defensive rebound by M. Strus,,2,30,26,4,751.0
11:27.0, ,26-32,B. Adebayo makes 2-pt jump shot from 6 ft (assist by M. Strus),,2,32,26,6,753.0
11:27.0, ,26-32,Shooting foul by B. Bogdanović (drawn by B. Adebayo),,2,32,26,6,753.0
11:27.0, ,26-33,B. Adebayo makes free throw 1 of 1,,2,33,26,7,753.0
11:15.0,Turnover by S. Bey (traveling),26-33, ,,2,33,26,7,765.0
11:00.0, ,26-35,B. Adebayo makes 2-pt jump shot from 13 ft (assist by V. Oladipo),,2,35,26,9,780.0
10:50.0,D. Murray misses 2-pt jump shot from 16 ft,26-35, ,,2,35,26,9,790.0
10:46.0, ,26-35,Defensive rebound by M. Strus,,2,35,26,9,794.0
10:40.0, ,26-37,C. Martin makes 2-pt layup from 1 ft (assist by V. Oladipo),,2,37,26,11,800.0
10:25.0,J. Johnson makes 3-pt jump shot from 22 ft (assist by D. Murray),29-37, ,,2,37,29,8,815.0
10:10.0, ,29-37,C. Martin misses 3-pt jump shot from 23 ft,,2,37,29,8,830.0
10:07.0,Defensive rebound by D. Murray,29-37, ,,2,37,29,8,833.0
10:01.0,S. Bey makes 3-pt jump shot from 26 ft (assist by D. Murray),32-37, ,,2,37,32,5,839.0
9:48.0, ,32-37,Def 3 sec tech foul by Team,,2,37,32,5,852.0
9:48.0, ,32-38,T. Herro makes technical free throw,,2,38,32,6,852.0
9:33.0, ,32-41,T. Herro makes 3-pt jump shot from 25 ft (assist by B. Adebayo),,2,41,32,9,867.0
9:18.0,D. Murray makes 2-pt jump shot from 8 ft,34-41, ,,2,41,34,7,882.0
9:02.0, ,34-41,Turnover by V. Oladipo (traveling),,2,41,34,7,898.0
8:45.0,Turnover by B. Bogdanović (traveling),34-41, ,,2,41,34,7,915.0
8:27.0, ,34-43,M. Strus makes 2-pt layup at rim (assist by T. Herro),,2,43,34,9,933.0
8:10.0,O. Okongwu makes 2-pt dunk from 1 ft (assist by J. Johnson),36-43, ,,2,43,36,7,950.0
8:01.0, ,36-43,T. Herro misses 2-pt jump shot from 4 ft,,2,43,36,7,959.0
7:58.0,Defensive rebound by J. Johnson,36-43, ,,2,43,36,7,962.0
7:50.0,O. Okongwu misses 2-pt hook shot from 6 ft,36-43, ,,2,43,36,7,970.0
7:50.0, ,36-43,Defensive rebound by B. Adebayo,,2,43,36,7,970.0
7:34.0, ,36-45,B. Adebayo makes 2-pt jump shot from 12 ft,,2,45,36,9,986.0
7:34.0, ,36-45,Shooting foul by O. Okongwu (drawn by B. Adebayo),,2,45,36,9,986.0
7:34.0,C. Capela enters the game for O. Okongwu,36-45, ,,2,45,36,9,986.0
7:34.0, ,36-46,B. Adebayo makes free throw 1 of 1,,2,46,36,10,986.0
7:19.0,Personal foul by V. Oladipo (drawn by S. Bey),36-46, ,,2,46,36,10,1001.0
7:09.0,S. Bey misses 3-pt jump shot from 22 ft,36-46, ,,2,46,36,10,1011.0
7:09.0, ,36-46,Defensive rebound by Team,,2,46,36,10,1011.0
7:09.0,Loose ball foul by C. Capela (drawn by B. Adebayo),36-46, ,,2,46,36,10,1011.0
6:55.0, ,36-46,B. Adebayo misses 2-pt layup from 2 ft (block by C. Capela),,2,46,36,10,1025.0
6:51.0,Defensive rebound by J. Johnson,36-46, ,,2,46,36,10,1029.0
6:51.0,Offensive foul by J. Johnson (drawn by V. Oladipo),36-46, ,,2,46,36,10,1029.0
6:51.0,Turnover by J. Johnson (offensive foul),36-46, ,,2,46,36,10,1029.0
6:51.0, ,36-46,Miami full timeout,,2,46,36,10,1029.0
6:51.0,J. Collins enters the game for J. Johnson,36-46, ,,2,46,36,10,1029.0
6:51.0,T. Young enters the game for D. Murray,36-46, ,,2,46,36,10,1029.0
6:51.0, ,36-46,J. Butler enters the game for B. Adebayo,,2,46,36,10,1029.0
6:51.0, ,36-46,C. Zeller enters the game for T. Herro,,2,46,36,10,1029.0
6:27.0, ,36-49,J. Butler makes 3-pt jump shot from 24 ft (assist by V. Oladipo),,2,49,36,13,1053.0
6:12.0,B. Bogdanović misses 3-pt jump shot from 23 ft,36-49, ,,2,49,36,13,1068.0
6:09.0,Offensive rebound by C. Capela,36-49, ,,2,49,36,13,1071.0
6:06.0,C. Capela makes 2-pt layup from 1 ft (assist by B. Bogdanović),38-49, ,,2,49,38,11,1074.0
5:48.0, ,38-51,C. Zeller makes 2-pt jump shot from 13 ft (assist by V. Oladipo),,2,51,38,13,1092.0
5:29.0,Turnover by B. Bogdanović (bad pass; steal by J. Butler),38-51, ,,2,51,38,13,1111.0
5:25.0, ,38-51,Shooting foul by B. Bogdanović (drawn by C. Zeller),,2,51,38,13,1115.0
5:25.0, ,38-52,C. Zeller makes free throw 1 of 2,,2,52,38,14,1115.0
5:25.0,D. Hunter enters the game for B. Bogdanović,38-52, ,,2,52,38,14,1115.0
5:25.0, ,38-52,G. Vincent enters the game for V. Oladipo,,2,52,38,14,1115.0
5:25.0, ,38-52,C. Zeller misses free throw 2 of 2,,2,52,38,14,1115.0
5:22.0,Defensive rebound by C. Capela,38-52, ,,2,52,38,14,1118.0
5:14.0,J. Collins makes 2-pt dunk at rim (assist by T. Young),40-52, ,,2,52,40,12,1126.0
4:52.0, ,40-54,C. Zeller makes 2-pt layup from 2 ft (assist by J. Butler),,2,54,40,14,1148.0
4:37.0,C. Capela makes 2-pt layup from 2 ft (assist by T. Young),42-54, ,,2,54,42,12,1163.0
4:08.0, ,42-56,C. Zeller makes 2-pt jump shot from 4 ft (assist by J. Butler),,2,56,42,14,1192.0
3:55.0,C. Capela makes 2-pt dunk from 1 ft (assist by T. Young),44-56, ,,2,56,44,12,1205.0
3:50.0, ,44-56,Offensive foul by C. Martin (drawn by J. Collins),,2,56,44,12,1210.0
3:50.0, ,44-56,Turnover by C. Martin (offensive foul),,2,56,44,12,1210.0
3:50.0,D. Murray enters the game for S. Bey,44-56, ,,2,56,44,12,1210.0
3:31.0,Turnover by T. Young (bad pass),44-56, ,,2,56,44,12,1229.0
3:07.0, ,44-58,M. Strus makes 2-pt jump shot from 8 ft (assist by J. Butler),,2,58,44,14,1253.0
2:58.0,J. Collins misses 3-pt jump shot from 26 ft,44-58, ,,2,58,44,14,1262.0
2:55.0, ,44-58,Defensive rebound by J. Butler,,2,58,44,14,1265.0
2:48.0, ,44-58,G. Vincent misses 2-pt layup from 4 ft,,2,58,44,14,1272.0
2:48.0, ,44-58,Offensive rebound by C. Zeller,,2,58,44,14,1272.0
2:48.0, ,44-58,Shooting foul by J. Collins (drawn by C. Zeller),,2,58,44,14,1272.0
2:48.0,Atlanta full timeout,44-58, ,,2,58,44,14,1272.0
2:48.0, ,44-59,C. Zeller makes free throw 1 of 2,,2,59,44,15,1272.0
2:48.0, ,44-60,C. Zeller makes free throw 2 of 2,,2,60,44,16,1272.0
2:33.0,C. Capela misses 2-pt hook shot from 3 ft,44-60, ,,2,60,44,16,1287.0
2:29.0, ,44-60,Defensive rebound by M. Strus,,2,60,44,16,1291.0
2:20.0, ,44-60,M. Strus misses 3-pt jump shot from 25 ft,,2,60,44,16,1300.0
2:16.0,Defensive rebound by J. Collins,44-60, ,,2,60,44,16,1304.0
2:07.0,D. Murray misses 2-pt layup from 2 ft,44-60, ,,2,60,44,16,1313.0
2:07.0,Offensive rebound by D. Murray,44-60, ,,2,60,44,16,1313.0
2:07.0,D. Murray makes 2-pt layup from 1 ft,46-60, ,,2,60,46,14,1313.0
2:07.0,Shooting foul by C. Zeller (drawn by D. Murray),46-60, ,,2,60,46,14,1313.0
2:07.0,S. Bey enters the game for J. Collins,46-60, ,,2,60,46,14,1313.0
2:07.0, ,46-60,B. Adebayo enters the game for M. Strus,,2,60,46,14,1313.0
2:07.0, ,46-60,T. Herro enters the game for C. Zeller,,2,60,46,14,1313.0
2:07.0,D. Murray misses free throw 1 of 1,46-60, ,,2,60,46,14,1313.0
2:02.0, ,46-60,Defensive rebound by T. Herro,,2,60,46,14,1318.0
1:47.0, ,46-62,T. Herro makes 2-pt layup from 2 ft,,2,62,46,16,1333.0
1:38.0,Turnover by T. Young (bad pass; steal by B. Adebayo),46-62, ,,2,62,46,16,1342.0
1:16.0, ,46-62,G. Vincent misses 2-pt layup from 2 ft,,2,62,46,16,1364.0
1:13.0,Defensive rebound by C. Capela,46-62, ,,2,62,46,16,1367.0
1:09.0,S. Bey makes 3-pt jump shot from 23 ft (assist by T. Young),49-62, ,,2,62,49,13,1371.0
0:50.0, ,49-62,Shooting foul by D. Hunter (drawn by B. Adebayo),,2,62,49,13,1390.0
0:50.0, ,49-63,B. Adebayo makes free throw 1 of 2,,2,63,49,14,1390.0
0:50.0, ,49-64,B. Adebayo makes free throw 2 of 2,,2,64,49,15,1390.0
0:39.0,T. Young misses 2-pt jump shot from 3 ft (block by C. Martin),49-64, ,,2,64,49,15,1401.0
0:36.0, ,49-64,Defensive rebound by G. Vincent,,2,64,49,15,1404.0
0:32.0, ,49-64,T. Herro misses 3-pt jump shot from 24 ft,,2,64,49,15,1408.0
0:28.0,Defensive rebound by T. Young,49-64, ,,2,64,49,15,1412.0
0:18.0,D. Murray misses 3-pt jump shot from 25 ft,49-64, ,,2,64,49,15,1422.0
0:16.0, ,49-64,Defensive rebound by C. Martin,,2,64,49,15,1424.0
0:00.0, ,49-66,B. Adebayo makes 2-pt jump shot from 20 ft (assist by J. Butler),,2,66,49,17,1440.0
0:00.0,End of 2nd quarter,49-66,,,2,66,49,17,1440.0
12:00.0,Start of 3rd quarter,49-66,,,3,66,49,17,1440.0
11:45.0, ,49-66,K. Love misses 3-pt jump shot from 26 ft,,3,66,49,17,1455.0
11:41.0,Defensive rebound by D. Murray,49-66, ,,3,66,49,17,1459.0
11:20.0,D. Murray misses 3-pt jump shot from 26 ft,49-66, ,,3,66,49,17,1480.0
11:18.0,Offensive rebound by C. Capela,49-66, ,,3,66,49,17,1482.0
11:16.0,C. Capela makes 2-pt hook shot from 3 ft,51-66, ,,3,66,51,15,1484.0
10:59.0, ,51-66,K. Love misses 3-pt jump shot from 24 ft,,3,66,51,15,1501.0
10:57.0,Defensive rebound by C. Capela,51-66, ,,3,66,51,15,1503.0
10:52.0,D. Hunter misses 3-pt jump shot from 25 ft,51-66, ,,3,66,51,15,1508.0
10:50.0, ,51-66,Defensive rebound by J. Butler,,3,66,51,15,1510.0
10:28.0, ,51-66,J. Butler misses 2-pt layup from 2 ft,,3,66,51,15,1532.0
10:26.0,Defensive rebound by C. Capela,51-66, ,,3,66,51,15,1534.0
10:22.0,Personal foul by T. Herro (drawn by D. Murray),51-66, ,,3,66,51,15,1538.0
10:13.0,T. Young misses 2-pt jump shot from 8 ft,51-66, ,,3,66,51,15,1547.0
10:13.0, ,51-66,Defensive rebound by K. Love,,3,66,51,15,1547.0
10:07.0, ,51-68,J. Butler makes 2-pt layup from 2 ft,,3,68,51,17,1553.0
9:59.0,Personal foul by K. Love (drawn by J. Collins),51-68, ,,3,68,51,17,1561.0
9:49.0,D. Murray misses 2-pt jump shot from 6 ft,51-68, ,,3,68,51,17,1571.0
9:46.0, ,51-68,Defensive rebound by K. Love,,3,68,51,17,1574.0
9:44.0, ,51-68,Turnover by K. Love (bad pass; steal by T. Young),,3,68,51,17,1576.0
9:41.0,Shooting foul by K. Love (drawn by D. Murray),51-68, ,,3,68,51,17,1579.0
9:41.0,D. Murray makes free throw 1 of 2,52-68, ,,3,68,52,16,1579.0
9:41.0,D. Murray makes free throw 2 of 2,53-68, ,,3,68,53,15,1579.0
9:16.0, ,53-70,B. Adebayo makes 2-pt jump shot from 13 ft (assist by K. Love),,3,70,53,17,1604.0
8:55.0,D. Murray misses 2-pt layup from 16 ft (block by B. Adebayo),53-70, ,,3,70,53,17,1625.0
8:50.0, ,53-70,Defensive rebound by T. Herro,,3,70,53,17,1630.0
8:38.0, ,53-72,T. Herro makes 2-pt hook shot from 5 ft,,3,72,53,19,1642.0
8:26.0,T. Young misses 3-pt jump shot from 26 ft,53-72, ,,3,72,53,19,1654.0
8:26.0, ,53-72,Defensive rebound by K. Love,,3,72,53,19,1654.0
8:17.0, ,53-72,T. Herro misses 3-pt jump shot from 26 ft,,3,72,53,19,1663.0
8:13.0,Defensive rebound by C. Capela,53-72, ,,3,72,53,19,1667.0
8:08.0,Turnover by T. Young (bad pass),53-72, ,,3,72,53,19,1672.0
8:08.0,Loose ball foul by C. Capela (drawn by G. Vincent),53-72, ,,3,72,53,19,1672.0
7:51.0, ,53-72,Personal foul by T. Young (drawn by J. Butler),,3,72,53,19,1689.0
7:38.0, ,53-72,T. Herro misses 2-pt layup from 2 ft,,3,72,53,19,1702.0
7:34.0, ,53-72,Offensive rebound by B. Adebayo,,3,72,53,19,1706.0
7:32.0, ,53-72,T. Herro misses 2-pt jump shot from 10 ft,,3,72,53,19,1708.0
7:29.0, ,53-72,Offensive rebound by T. Herro,,3,72,53,19,1711.0
7:27.0, ,53-72,T. Herro misses 2-pt layup from 3 ft,,3,72,53,19,1713.0
7:27.0,Defensive rebound by C. Capela,53-72, ,,3,72,53,19,1713.0
7:19.0,D. Hunter makes 2-pt jump shot from 17 ft (assist by T. Young),55-72, ,,3,72,55,17,1721.0
7:13.0, ,55-72,Shooting foul by C. Capela (drawn by B. Adebayo),,3,72,55,17,1727.0
7:13.0, ,55-73,B. Adebayo makes free throw 1 of 2,,3,73,55,18,1727.0
7:13.0, ,55-73,B. Adebayo misses free throw 2 of 2,,3,73,55,18,1727.0
7:11.0,Defensive rebound by C. Capela,55-73, ,,3,73,55,18,1729.0
7:02.0,T. Young misses 3-pt jump shot from 26 ft,55-73, ,,3,73,55,18,1738.0
6:59.0,Offensive rebound by D. Hunter,55-73, ,,3,73,55,18,1741.0
6:56.0,T. Young misses 3-pt jump shot from 26 ft,55-73, ,,3,73,55,18,1744.0
6:54.0,Offensive rebound by C. Capela,55-73, ,,3,73,55,18,1746.0
6:49.0,Turnover by D. Murray (out of bounds lost ball),55-73, ,,3,73,55,18,1751.0
6:49.0, ,55-73,Miami full timeout,,3,73,55,18,1751.0
6:49.0,Technical foul by D. Murray,55-73, ,,3,73,55,18,1751.0
6:49.0,B. Bogdanović enters the game for T. Young,55-73, ,,3,73,55,18,1751.0
6:49.0, ,55-74,J. Butler makes technical free throw,,3,74,55,19,1751.0
6:28.0, ,55-74,Personal foul by J. Collins (drawn by K. Love),,3,74,55,19,1772.0
6:28.0,S. Bey enters the game for J. Collins,55-74, ,,3,74,55,19,1772.0
6:14.0, ,55-74,Turnover by Team (shot clock),,3,74,55,19,1786.0
5:53.0,D. Hunter makes 2-pt layup from 3 ft (assist by S. Bey),57-74, ,,3,74,57,17,1807.0
5:38.0, ,57-74,Turnover by J. Butler (bad pass; steal by D. Murray),,3,74,57,17,1822.0
5:34.0,D. Murray makes 2-pt layup from 1 ft,59-74, ,,3,74,59,15,1826.0
5:21.0, ,59-77,G. Vincent makes 3-pt jump shot from 23 ft (assist by J. Butler),,3,77,59,18,1839.0
5:03.0,S. Bey misses 2-pt layup from 2 ft (block by B. Adebayo),59-77, ,,3,77,59,18,1857.0
4:58.0, ,59-77,Defensive rebound by J. Butler,,3,77,59,18,1862.0
4:52.0, ,59-77,K. Love misses 3-pt jump shot from 27 ft,,3,77,59,18,1868.0
4:49.0, ,59-77,Offensive rebound by T. Herro,,3,77,59,18,1871.0
4:46.0, ,59-80,G. Vincent makes 3-pt jump shot from 26 ft (assist by T. Herro),,3,80,59,21,1874.0
4:46.0,Atlanta full timeout,59-80, ,,3,80,59,21,1874.0
4:46.0,O. Okongwu enters the game for C. Capela,59-80, ,,3,80,59,21,1874.0
4:46.0,T. Young enters the game for D. Murray,59-80, ,,3,80,59,21,1874.0
4:46.0, ,59-80,V. Oladipo enters the game for B. Adebayo,,3,80,59,21,1874.0
4:46.0, ,59-80,C. Zeller enters the game for T. Herro,,3,80,59,21,1874.0
4:36.0,Shooting foul by G. Vincent (drawn by T. Young),59-80, ,,3,80,59,21,1884.0
4:36.0,T. Young makes free throw 1 of 3,60-80, ,,3,80,60,20,1884.0
4:36.0,T. Young makes free throw 2 of 3,61-80, ,,3,80,61,19,1884.0
4:36.0,T. Young makes free throw 3 of 3,62-80, ,,3,80,62,18,1884.0
