Time,Indiana,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:53.0,T. McConnell enters the game for A. Nembhard,11-23, ,,1,23,11,12,367.0
5:53.0,D. Theis enters the game for M. Turner,11-23, ,,1,23,11,12,367.0
5:53.0, ,11-23,H. Highsmith enters the game for B. Adebayo,,1,23,11,12,367.0
5:53.0, ,11-23,O. Robinson enters the game for T. Herro,,1,23,11,12,367.0
5:53.0, ,11-23,M. Strus enters the game for G. Vincent,,1,23,11,12,367.0
5:37.0,Turnover by B. Mathurin (lost ball; steal by C. Martin),11-23, ,,1,23,11,12,383.0
5:34.0, ,11-25,C. Martin makes 2-pt layup from 2 ft,,1,25,11,14,386.0
5:34.0, ,11-25,Miami full timeout,,1,25,11,14,386.0
5:14.0,T. McConnell makes 2-pt layup from 2 ft,13-25, ,,1,25,13,12,406.0
5:14.0,Shooting foul by M. Strus (drawn by T. McConnell),13-25, ,,1,25,13,12,406.0
5:14.0,T. McConnell misses free throw 1 of 1,13-25, ,,1,25,13,12,406.0
5:10.0, ,13-25,Defensive rebound by M. Strus,,1,25,13,12,410.0
4:49.0, ,13-25,Turnover by Team (shot clock),,1,25,13,12,431.0
4:35.0,B. Mathurin misses 2-pt jump shot from 10 ft,13-25, ,,1,25,13,12,445.0
4:28.0, ,13-25,Defensive rebound by H. Highsmith,,1,25,13,12,452.0
4:23.0, ,13-27,J. Butler makes 2-pt jump shot from 4 ft,,1,27,13,14,457.0
4:09.0,Turnover by T. Haliburton (lost ball; steal by C. Martin),13-27, ,,1,27,13,14,471.0
4:03.0, ,13-29,J. Butler makes 2-pt layup from 3 ft (assist by C. Martin),,1,29,13,16,477.0
3:41.0,T. McConnell makes 2-pt jump shot from 12 ft (assist by B. Mathurin),15-29, ,,1,29,15,14,499.0
3:28.0, ,15-29,C. Martin misses 2-pt jump shot from 18 ft,,1,29,15,14,512.0
3:28.0,Defensive rebound by Team,15-29, ,,1,29,15,14,512.0
3:28.0,C. Duarte enters the game for A. Nesmith,15-29, ,,1,29,15,14,512.0
3:12.0,T. McConnell makes 3-pt jump shot from 23 ft (assist by T. Haliburton),18-29, ,,1,29,18,11,528.0
2:57.0, ,18-31,H. Highsmith makes 2-pt dunk from 1 ft (assist by J. Butler),,1,31,18,13,543.0
2:51.0,Shooting foul by J. Butler (drawn by T. Haliburton),18-31, ,,1,31,18,13,549.0
2:51.0,T. Haliburton makes free throw 1 of 2,19-31, ,,1,31,19,12,549.0
2:51.0,B. Hield enters the game for B. Mathurin,19-31, ,,1,31,19,12,549.0
2:51.0, ,19-31,B. Adebayo enters the game for J. Butler,,1,31,19,12,549.0
2:51.0, ,19-31,T. Herro enters the game for O. Robinson,,1,31,19,12,549.0
2:51.0,T. Haliburton misses free throw 2 of 2,19-31, ,,1,31,19,12,549.0
2:46.0, ,19-31,Defensive rebound by M. Strus,,1,31,19,12,554.0
2:34.0, ,19-33,H. Highsmith makes 2-pt jump shot from 5 ft (assist by M. Strus),,1,33,19,14,566.0
2:24.0,D. Theis makes 2-pt layup from 2 ft (assist by T. Haliburton),21-33, ,,1,33,21,12,576.0
2:09.0, ,21-33,Shooting foul by T. McConnell (drawn by T. Herro),,1,33,21,12,591.0
2:09.0, ,21-34,T. Herro makes free throw 1 of 2,,1,34,21,13,591.0
2:09.0, ,21-35,T. Herro makes free throw 2 of 2,,1,35,21,14,591.0
1:53.0,Personal foul by T. Herro (drawn by C. Duarte),21-35, ,,1,35,21,14,607.0
1:38.0,T. Haliburton makes 2-pt jump shot from 8 ft (assist by B. Hield),23-35, ,,1,35,23,12,622.0
1:22.0, ,23-35,T. Herro misses 2-pt jump shot from 7 ft,,1,35,23,12,638.0
1:19.0,Defensive rebound by T. Haliburton,23-35, ,,1,35,23,12,641.0
1:10.0,T. McConnell makes 2-pt jump shot from 10 ft,25-35, ,,1,35,25,10,650.0
0:55.0, ,25-35,M. Strus misses 3-pt jump shot from 27 ft,,1,35,25,10,665.0
0:53.0,Defensive rebound by D. Theis,25-35, ,,1,35,25,10,667.0
0:45.0,B. Hield makes 2-pt jump shot from 14 ft (assist by T. McConnell),27-35, ,,1,35,27,8,675.0
0:26.0, ,27-37,T. Herro makes 2-pt layup from 2 ft (assist by B. Adebayo),,1,37,27,10,694.0
0:05.0,B. Hield makes 3-pt jump shot from 25 ft (assist by T. Haliburton),30-37, ,,1,37,30,7,715.0
0:00.0, ,30-39,B. Adebayo makes 2-pt jump shot from 18 ft,,1,39,30,9,720.0
0:00.0, ,30-39,Instant Replay (Request: Ruling Stands),,1,39,30,9,720.0
0:00.0,End of 1st quarter,30-39,,,1,39,30,9,720.0
12:00.0,Start of 2nd quarter,30-39,,,2,39,30,9,720.0
11:47.0,B. Hield misses 3-pt jump shot from 25 ft,30-39, ,,2,39,30,9,733.0
11:47.0, ,30-39,Defensive rebound by Team,,2,39,30,9,733.0
11:30.0, ,30-39,B. Adebayo misses 2-pt jump shot from 12 ft,,2,39,30,9,750.0
11:26.0,Defensive rebound by B. Hield,30-39, ,,2,39,30,9,754.0
11:11.0,T. McConnell misses 2-pt jump shot from 9 ft,30-39, ,,2,39,30,9,769.0
11:08.0, ,30-39,Defensive rebound by H. Highsmith,,2,39,30,9,772.0
10:59.0, ,30-39,H. Highsmith misses 3-pt jump shot from 24 ft,,2,39,30,9,781.0
10:57.0, ,30-39,Offensive rebound by M. Strus,,2,39,30,9,783.0
10:45.0, ,30-41,B. Adebayo makes 2-pt jump shot from 19 ft (assist by G. Vincent),,2,41,30,11,795.0
10:32.0,M. Turner misses 2-pt hook shot from 6 ft,30-41, ,,2,41,30,11,808.0
10:26.0, ,30-41,Defensive rebound by H. Highsmith,,2,41,30,11,814.0
10:15.0, ,30-41,Turnover by G. Vincent (step out of bounds),,2,41,30,11,825.0
10:05.0,T. McConnell makes 2-pt layup from 2 ft (assist by B. Mathurin),32-41, ,,2,41,32,9,835.0
9:43.0, ,32-41,T. Herro misses 2-pt layup from 2 ft,,2,41,32,9,857.0
9:41.0,Defensive rebound by M. Turner,32-41, ,,2,41,32,9,859.0
9:36.0,Shooting foul by B. Adebayo (drawn by M. Turner),32-41, ,,2,41,32,9,864.0
9:36.0,M. Turner makes free throw 1 of 2,33-41, ,,2,41,33,8,864.0
9:36.0,M. Turner makes free throw 2 of 2,34-41, ,,2,41,34,7,864.0
9:22.0, ,34-41,H. Highsmith misses 3-pt jump shot from 24 ft,,2,41,34,7,878.0
9:19.0,Defensive rebound by B. Hield,34-41, ,,2,41,34,7,881.0
9:12.0,Shooting foul by M. Strus (drawn by B. Mathurin),34-41, ,,2,41,34,7,888.0
9:12.0,B. Mathurin makes free throw 1 of 2,35-41, ,,2,41,35,6,888.0
9:12.0,B. Mathurin makes free throw 2 of 2,36-41, ,,2,41,36,5,888.0
8:54.0, ,36-41,G. Vincent misses 2-pt jump shot from 8 ft,,2,41,36,5,906.0
8:53.0,Defensive rebound by Team,36-41, ,,2,41,36,5,907.0
8:45.0,T. McConnell makes 3-pt jump shot from 25 ft (assist by B. Hield),39-41, ,,2,41,39,2,915.0
8:44.0, ,39-41,Miami full timeout,,2,41,39,2,916.0
8:22.0, ,39-43,B. Adebayo makes 2-pt jump shot from 14 ft,,2,43,39,4,938.0
8:11.0,Personal foul by M. Strus (drawn by M. Turner),39-43, ,,2,43,39,4,949.0
8:11.0, ,39-43,C. Martin enters the game for M. Strus,,2,43,39,4,949.0
7:55.0,C. Duarte misses 2-pt jump shot from 10 ft,39-43, ,,2,43,39,4,965.0
7:52.0, ,39-43,Defensive rebound by B. Adebayo,,2,43,39,4,968.0
7:52.0, ,39-43,Shooting foul by M. Turner (drawn by B. Adebayo),,2,43,39,4,968.0
7:52.0, ,39-44,B. Adebayo makes free throw 1 of 2,,2,44,39,5,968.0
7:52.0,D. Theis enters the game for M. Turner,39-44, ,,2,44,39,5,968.0
7:52.0, ,39-45,B. Adebayo makes free throw 2 of 2,,2,45,39,6,968.0
7:29.0,T. McConnell makes 2-pt jump shot from 9 ft,41-45, ,,2,45,41,4,991.0
7:09.0, ,41-45,Shooting foul by B. Hield (drawn by B. Adebayo),,2,45,41,4,1011.0
7:09.0, ,41-46,B. Adebayo makes free throw 1 of 2,,2,46,41,5,1011.0
7:09.0,A. Nembhard enters the game for B. Hield,41-46, ,,2,46,41,5,1011.0
7:09.0,A. Nesmith enters the game for B. Mathurin,41-46, ,,2,46,41,5,1011.0
7:09.0, ,41-46,J. Butler enters the game for T. Herro,,2,46,41,5,1011.0
7:09.0, ,41-47,B. Adebayo makes free throw 2 of 2,,2,47,41,6,1011.0
6:53.0,A. Nembhard makes 3-pt jump shot from 26 ft (assist by C. Duarte),44-47, ,,2,47,44,3,1027.0
6:38.0, ,44-47,Personal foul by A. Nembhard (drawn by J. Butler),,2,47,44,3,1042.0
6:38.0, ,44-47,O. Robinson enters the game for B. Adebayo,,2,47,44,3,1042.0
6:22.0, ,44-49,C. Martin makes 2-pt jump shot from 14 ft,,2,49,44,5,1058.0
6:10.0,A. Nembhard makes 2-pt jump shot from 19 ft,46-49, ,,2,49,46,3,1070.0
5:56.0, ,46-49,Turnover by C. Martin (traveling),,2,49,46,3,1084.0
5:47.0,T. McConnell misses 2-pt layup from 5 ft,46-49, ,,2,49,46,3,1093.0
5:44.0, ,46-49,Defensive rebound by G. Vincent,,2,49,46,3,1096.0
5:29.0, ,46-49,J. Butler misses 2-pt hook shot from 7 ft,,2,49,46,3,1111.0
5:26.0,Defensive rebound by T. McConnell,46-49, ,,2,49,46,3,1114.0
5:23.0,C. Duarte makes 2-pt layup from 3 ft,48-49, ,,2,49,48,1,1117.0
5:04.0, ,48-49,G. Vincent misses 2-pt jump shot from 8 ft,,2,49,48,1,1136.0
5:03.0, ,48-49,Offensive rebound by J. Butler,,2,49,48,1,1137.0
5:01.0, ,48-51,J. Butler makes 2-pt layup from 4 ft,,2,51,48,3,1139.0
4:48.0,D. Theis makes 2-pt layup from 2 ft (assist by T. McConnell),50-51, ,,2,51,50,1,1152.0
4:30.0, ,50-51,C. Martin misses 3-pt jump shot from 24 ft,,2,51,50,1,1170.0
4:27.0,Defensive rebound by C. Duarte,50-51, ,,2,51,50,1,1173.0
4:22.0,C. Duarte makes 2-pt layup from 2 ft,52-51, ,Lead change,2,51,52,-1,1178.0
4:22.0,Shooting foul by C. Martin (drawn by C. Duarte),52-51, ,,2,51,52,-1,1178.0
4:22.0,T. Haliburton enters the game for T. McConnell,52-51, ,,2,51,52,-1,1178.0
4:22.0, ,52-51,T. Herro enters the game for H. Highsmith,,2,51,52,-1,1178.0
4:22.0,C. Duarte misses free throw 1 of 1,52-51, ,,2,51,52,-1,1178.0
4:18.0, ,52-51,Defensive rebound by C. Martin,,2,51,52,-1,1182.0
3:59.0, ,52-51,Turnover by J. Butler (lost ball; steal by A. Nesmith),,2,51,52,-1,1201.0
3:54.0,D. Theis makes 2-pt layup from 1 ft (assist by T. Haliburton),54-51, ,,2,51,54,-3,1206.0
3:54.0, ,54-51,Miami full timeout,,2,51,54,-3,1206.0
3:54.0, ,54-51,B. Adebayo enters the game for O. Robinson,,2,51,54,-3,1206.0
3:34.0, ,54-51,J. Butler misses 2-pt layup from 3 ft (block by A. Nembhard),,2,51,54,-3,1226.0
3:32.0,Defensive rebound by D. Theis,54-51, ,,2,51,54,-3,1228.0
3:18.0,A. Nembhard makes 2-pt jump shot from 8 ft (assist by T. Haliburton),56-51, ,,2,51,56,-5,1242.0
3:07.0, ,56-53,J. Butler makes 2-pt jump shot from 11 ft (assist by C. Martin),,2,53,56,-3,1253.0
3:07.0, ,56-53,Shooting foul by C. Duarte (drawn by J. Butler),,2,53,56,-3,1253.0
3:07.0, ,56-54,J. Butler makes free throw 1 of 1,,2,54,56,-2,1253.0
2:43.0,D. Theis misses 2-pt layup from 2 ft,56-54, ,,2,54,56,-2,1277.0
2:43.0, ,56-54,Defensive rebound by Team,,2,54,56,-2,1277.0
2:43.0, ,56-54,H. Highsmith enters the game for C. Martin,,2,54,56,-2,1277.0
2:31.0, ,56-56,B. Adebayo makes 2-pt jump shot from 7 ft (assist by T. Herro),Tie,2,56,56,0,1289.0
2:31.0,Indiana full timeout,56-56, ,,2,56,56,0,1289.0
2:31.0,B. Hield enters the game for C. Duarte,56-56, ,,2,56,56,0,1289.0
2:31.0,M. Turner enters the game for D. Theis,56-56, ,,2,56,56,0,1289.0
2:14.0,Personal foul by H. Highsmith (drawn by M. Turner),56-56, ,,2,56,56,0,1306.0
2:14.0,M. Turner makes free throw 1 of 2,57-56, ,,2,56,57,-1,1306.0
2:14.0,M. Turner makes free throw 2 of 2,58-56, ,,2,56,58,-2,1306.0
2:02.0, ,58-58,B. Adebayo makes 2-pt jump shot from 13 ft (assist by G. Vincent),Tie,2,58,58,0,1318.0
1:49.0,A. Nembhard makes 2-pt layup from 2 ft (assist by T. Haliburton),60-58, ,,2,58,60,-2,1331.0
1:33.0, ,60-60,B. Adebayo makes 2-pt jump shot from 15 ft (assist by J. Butler),Tie,2,60,60,0,1347.0
1:23.0,M. Turner misses 2-pt layup from 1 ft (block by H. Highsmith),60-60, ,,2,60,60,0,1357.0
1:23.0,Offensive rebound by Team,60-60, ,,2,60,60,0,1357.0
1:23.0, ,60-60,C. Martin enters the game for G. Vincent,,2,60,60,0,1357.0
1:14.0,Shooting foul by H. Highsmith (drawn by A. Nembhard),60-60, ,,2,60,60,0,1366.0
1:14.0,A. Nembhard makes free throw 1 of 2,61-60, ,,2,60,61,-1,1366.0
1:14.0,A. Nembhard misses free throw 2 of 2,61-60, ,,2,60,61,-1,1366.0
1:11.0, ,61-60,Defensive rebound by B. Adebayo,,2,60,61,-1,1369.0
0:56.0, ,61-60,B. Adebayo misses 2-pt jump shot from 11 ft,,2,60,61,-1,1384.0
0:53.0,Defensive rebound by M. Turner,61-60, ,,2,60,61,-1,1387.0
0:35.0,B. Hield makes 2-pt layup from 2 ft,63-60, ,,2,60,63,-3,1405.0
0:26.0, ,63-60,T. Herro misses 2-pt layup from 3 ft (block by M. Turner),,2,60,63,-3,1414.0
0:22.0, ,63-60,Offensive rebound by C. Martin,,2,60,63,-3,1418.0
0:21.0, ,63-60,C. Martin misses 2-pt jump shot from 12 ft,,2,60,63,-3,1419.0
0:20.0, ,63-60,Offensive rebound by C. Martin,,2,60,63,-3,1420.0
0:20.0, ,63-60,C. Martin misses 2-pt layup from 4 ft,,2,60,63,-3,1420.0
0:18.0,Defensive rebound by M. Turner,63-60, ,,2,60,63,-3,1422.0
0:02.0,A. Nembhard misses 2-pt jump shot from 6 ft,63-60, ,,2,60,63,-3,1438.0
0:01.0, ,63-60,Defensive rebound by H. Highsmith,,2,60,63,-3,1439.0
0:00.0,End of 2nd quarter,63-60,,,2,60,63,-3,1440.0
12:00.0,Start of 3rd quarter,63-60,,,3,60,63,-3,1440.0
11:36.0,A. Nesmith makes 2-pt jump shot from 13 ft,65-60, ,,3,60,65,-5,1464.0
11:23.0, ,65-60,Turnover by G. Vincent (lost ball),,3,60,65,-5,1477.0
11:23.0, ,65-60,Loose ball foul by G. Vincent (drawn by A. Nesmith),,3,60,65,-5,1477.0
11:03.0,M. Turner misses 2-pt layup from 2 ft,65-60, ,,3,60,65,-5,1497.0
11:02.0,Offensive rebound by B. Hield,65-60, ,,3,60,65,-5,1498.0
10:59.0,B. Hield makes 3-pt jump shot from 24 ft,68-60, ,,3,60,68,-8,1501.0
10:35.0, ,68-60,T. Herro misses 2-pt jump shot from 10 ft,,3,60,68,-8,1525.0
10:33.0,Defensive rebound by A. Nesmith,68-60, ,,3,60,68,-8,1527.0
10:27.0,Personal foul by C. Martin (drawn by A. Nesmith),68-60, ,,3,60,68,-8,1533.0
10:17.0,B. Hield misses 2-pt jump shot from 10 ft,68-60, ,,3,60,68,-8,1543.0
10:13.0, ,68-60,Defensive rebound by T. Herro,,3,60,68,-8,1547.0
10:11.0, ,68-60,G. Vincent misses 3-pt jump shot from 24 ft,,3,60,68,-8,1549.0
10:08.0,Defensive rebound by A. Nesmith,68-60, ,,3,60,68,-8,1552.0
10:06.0,Turnover by A. Nesmith (traveling),68-60, ,,3,60,68,-8,1554.0
9:47.0, ,68-60,C. Martin misses 3-pt jump shot from 24 ft,,3,60,68,-8,1573.0
9:44.0, ,68-60,Offensive rebound by J. Butler,,3,60,68,-8,1576.0
9:43.0, ,68-60,J. Butler misses 2-pt layup from 4 ft,,3,60,68,-8,1577.0
9:43.0,Defensive rebound by M. Turner,68-60, ,,3,60,68,-8,1577.0
9:29.0,A. Nesmith misses 2-pt jump shot from 6 ft,68-60, ,,3,60,68,-8,1591.0
9:28.0, ,68-60,Defensive rebound by C. Martin,,3,60,68,-8,1592.0
9:27.0, ,68-60,Personal foul by T. Haliburton (drawn by J. Butler),,3,60,68,-8,1593.0
9:14.0, ,68-60,Shooting foul by M. Turner (drawn by B. Adebayo),,3,60,68,-8,1606.0
9:14.0, ,68-61,B. Adebayo makes free throw 1 of 2,,3,61,68,-7,1606.0
9:14.0, ,68-62,B. Adebayo makes free throw 2 of 2,,3,62,68,-6,1606.0
8:49.0,M. Turner makes 3-pt jump shot from 26 ft (assist by A. Nembhard),71-62, ,,3,62,71,-9,1631.0
8:34.0, ,71-62,Def 3 sec tech foul by Team,,3,62,71,-9,1646.0
8:34.0, ,71-63,J. Butler makes technical free throw,,3,63,71,-8,1646.0
8:19.0, ,71-65,J. Butler makes 2-pt jump shot from 11 ft,,3,65,71,-6,1661.0
8:10.0,Turnover by T. Haliburton (lost ball; steal by J. Butler),71-65, ,,3,65,71,-6,1670.0
8:02.0, ,71-67,J. Butler makes 2-pt layup from 5 ft,,3,67,71,-4,1678.0
7:44.0,Shooting foul by B. Adebayo (drawn by M. Turner),71-67, ,,3,67,71,-4,1696.0
7:44.0,M. Turner makes free throw 1 of 3,72-67, ,,3,67,72,-5,1696.0
7:44.0,M. Turner misses free throw 2 of 3,72-67, ,,3,67,72,-5,1696.0
7:44.0,Offensive rebound by Team,72-67, ,,3,67,72,-5,1696.0
7:44.0,M. Turner makes free throw 3 of 3,73-67, ,,3,67,73,-6,1696.0
7:31.0, ,73-67,Turnover by J. Butler (traveling),,3,67,73,-6,1709.0
7:17.0,B. Hield misses 3-pt jump shot from 25 ft,73-67, ,,3,67,73,-6,1723.0
7:14.0,Offensive rebound by M. Turner,73-67, ,,3,67,73,-6,1726.0
7:12.0,M. Turner makes 2-pt layup from 3 ft,75-67, ,,3,67,75,-8,1728.0
6:53.0, ,75-67,B. Adebayo misses 2-pt jump shot from 9 ft,,3,67,75,-8,1747.0
6:51.0, ,75-67,Offensive rebound by J. Butler,,3,67,75,-8,1749.0
6:51.0, ,75-67,Shooting foul by A. Nesmith (drawn by B. Adebayo),,3,67,75,-8,1749.0
6:51.0, ,75-67,Miami full timeout,,3,67,75,-8,1749.0
6:51.0,D. Theis enters the game for M. Turner,75-67, ,,3,67,75,-8,1749.0
6:51.0, ,75-68,B. Adebayo makes free throw 1 of 2,,3,68,75,-7,1749.0
6:51.0, ,75-69,B. Adebayo makes free throw 2 of 2,,3,69,75,-6,1749.0
6:51.0,M. Turner enters the game for D. Theis,75-69, ,,3,69,75,-6,1749.0
6:51.0, ,75-69,Instant Replay,,3,69,75,-6,1749.0
6:51.0,D. Theis enters the game for M. Turner,75-69, ,,3,69,75,-6,1749.0
6:29.0,A. Nembhard misses 2-pt jump shot from 6 ft (block by T. Herro),75-69, ,,3,69,75,-6,1771.0
6:28.0,Offensive rebound by A. Nembhard,75-69, ,,3,69,75,-6,1772.0
6:27.0,Turnover by A. Nembhard (bad pass),75-69, ,,3,69,75,-6,1773.0
6:18.0, ,75-69,G. Vincent misses 3-pt jump shot from 25 ft,,3,69,75,-6,1782.0
6:15.0,Defensive rebound by D. Theis,75-69, ,,3,69,75,-6,1785.0
5:59.0,D. Theis misses 2-pt jump shot from 9 ft,75-69, ,,3,69,75,-6,1801.0
5:57.0, ,75-69,Defensive rebound by B. Adebayo,,3,69,75,-6,1803.0
5:51.0, ,75-71,J. Butler makes 2-pt jump shot from 8 ft,,3,71,75,-4,1809.0
5:51.0, ,75-71,Shooting foul by A. Nesmith (drawn by J. Butler),,3,71,75,-4,1809.0
5:51.0,B. Mathurin enters the game for B. Hield,75-71, ,,3,71,75,-4,1809.0
5:51.0, ,75-71,O. Robinson enters the game for B. Adebayo,,3,71,75,-4,1809.0
5:51.0, ,75-71,M. Strus enters the game for T. Herro,,3,71,75,-4,1809.0
5:51.0, ,75-72,J. Butler makes free throw 1 of 1,,3,72,75,-3,1809.0
5:37.0,T. Haliburton misses 2-pt jump shot from 11 ft,75-72, ,,3,72,75,-3,1823.0
5:33.0, ,75-72,Defensive rebound by C. Martin,,3,72,75,-3,1827.0
5:22.0, ,75-72,J. Butler misses 2-pt layup from 3 ft,,3,72,75,-3,1838.0
5:21.0, ,75-72,Offensive rebound by J. Butler,,3,72,75,-3,1839.0
5:19.0, ,75-74,J. Butler makes 2-pt layup from 5 ft,,3,74,75,-1,1841.0
5:19.0, ,75-74,Shooting foul by A. Nesmith (drawn by J. Butler),,3,74,75,-1,1841.0
5:19.0,Indiana full timeout,75-74, ,,3,74,75,-1,1841.0
5:19.0,B. Hield enters the game for A. Nesmith,75-74, ,,3,74,75,-1,1841.0
5:19.0, ,75-75,J. Butler makes free throw 1 of 1,Tie,3,75,75,0,1841.0
5:19.0,T. McConnell enters the game for A. Nembhard,75-75, ,,3,75,75,0,1841.0
5:01.0,Turnover by T. Haliburton (bad pass; steal by C. Martin),75-75, ,,3,75,75,0,1859.0
4:57.0, ,75-77,C. Martin makes 2-pt layup from 2 ft,Lead change,3,77,75,2,1863.0
4:50.0,T. Haliburton makes 3-pt jump shot from 23 ft (assist by T. McConnell),78-77, ,Lead change,3,77,78,-1,1870.0
4:39.0, ,78-77,Personal foul by T. McConnell (drawn by J. Butler),,3,77,78,-1,1881.0
4:39.0, ,78-77,J. Butler misses free throw 1 of 2,,3,77,78,-1,1881.0
4:39.0, ,78-77,Offensive rebound by Team,,3,77,78,-1,1881.0
4:39.0, ,78-78,J. Butler makes free throw 2 of 2,Tie,3,78,78,0,1881.0
4:29.0,Shooting foul by O. Robinson (drawn by D. Theis),78-78, ,,3,78,78,0,1891.0
4:29.0,D. Theis makes free throw 1 of 2,79-78, ,,3,78,79,-1,1891.0
4:29.0,D. Theis misses free throw 2 of 2,79-78, ,,3,78,79,-1,1891.0
4:26.0, ,79-78,Defensive rebound by C. Martin,,3,78,79,-1,1894.0
4:13.0, ,79-81,M. Strus makes 3-pt jump shot from 24 ft (assist by G. Vincent),Lead change,3,81,79,2,1907.0
4:02.0,T. Haliburton misses 3-pt jump shot from 26 ft,79-81, ,,3,81,79,2,1918.0
4:01.0, ,79-81,Defensive rebound by Team,,3,81,79,2,1919.0
4:01.0, ,79-81,T. Herro enters the game for C. Martin,,3,81,79,2,1919.0
4:01.0, ,79-81,H. Highsmith enters the game for G. Vincent,,3,81,79,2,1919.0
3:46.0, ,79-81,H. Highsmith misses 3-pt jump shot from 24 ft,,3,81,79,2,1934.0
3:41.0,Defensive rebound by D. Theis,79-81, ,,3,81,79,2,1939.0
3:35.0,Shooting foul by M. Strus (drawn by T. Haliburton),79-81, ,,3,81,79,2,1945.0
