Time,Philadelphia,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
8:18.0, ,49-43,Turnover by C. Martin (bad pass; steal by D. Melton),,2,43,49,-6,942.0
8:16.0,P. Reed makes 2-pt dunk from 1 ft (assist by D. Melton),51-43, ,,2,43,51,-8,944.0
8:16.0, ,51-43,Miami full timeout,,2,43,51,-8,944.0
8:16.0, ,51-43,G. Vincent enters the game for T. Herro,,2,43,51,-8,944.0
8:01.0, ,51-43,V. Oladipo misses 3-pt jump shot from 26 ft,,2,43,51,-8,959.0
7:57.0,Defensive rebound by P. Reed,51-43, ,,2,43,51,-8,963.0
7:43.0,S. Milton misses 3-pt jump shot from 27 ft,51-43, ,,2,43,51,-8,977.0
7:40.0, ,51-43,Defensive rebound by M. Strus,,2,43,51,-8,980.0
7:28.0, ,51-43,Shooting foul by S. Milton (drawn by B. Adebayo),,2,43,51,-8,992.0
7:28.0, ,51-44,B. Adebayo makes free throw 1 of 2,,2,44,51,-7,992.0
7:28.0,T. Harris enters the game for J. McDaniels,51-44, ,,2,44,51,-7,992.0
7:28.0,T. Maxey enters the game for S. Milton,51-44, ,,2,44,51,-7,992.0
7:28.0, ,51-44,J. Butler enters the game for V. Oladipo,,2,44,51,-7,992.0
7:28.0, ,51-45,B. Adebayo makes free throw 2 of 2,,2,45,51,-6,992.0
7:08.0,T. Maxey misses 2-pt jump shot from 9 ft,51-45, ,,2,45,51,-6,1012.0
7:06.0,Offensive rebound by P. Reed,51-45, ,,2,45,51,-6,1014.0
7:06.0,P. Reed misses 2-pt layup at rim,51-45, ,,2,45,51,-6,1014.0
7:04.0,Offensive rebound by P. Reed,51-45, ,,2,45,51,-6,1016.0
7:03.0,P. Reed makes 2-pt layup from 2 ft,53-45, ,,2,45,53,-8,1017.0
6:54.0, ,53-45,G. Vincent misses 3-pt jump shot from 26 ft,,2,45,53,-8,1026.0
6:49.0,Defensive rebound by D. Melton,53-45, ,,2,45,53,-8,1031.0
6:40.0,Shooting foul by G. Vincent (drawn by P. Reed),53-45, ,,2,45,53,-8,1040.0
6:40.0,P. Reed makes free throw 1 of 2,54-45, ,,2,45,54,-9,1040.0
6:40.0,P. Reed makes free throw 2 of 2,55-45, ,,2,45,55,-10,1040.0
6:29.0, ,55-45,G. Vincent misses 2-pt jump shot from 10 ft,,2,45,55,-10,1051.0
6:27.0, ,55-45,Offensive rebound by J. Butler,,2,45,55,-10,1053.0
6:24.0,Violation by Team (kicked ball),55-45, ,,2,45,55,-10,1056.0
6:09.0, ,55-45,G. Vincent misses 3-pt jump shot from 25 ft,,2,45,55,-10,1071.0
6:07.0,Defensive rebound by J. Harden,55-45, ,,2,45,55,-10,1073.0
6:02.0,D. Melton makes 3-pt jump shot from 24 ft (assist by T. Maxey),58-45, ,,2,45,58,-13,1078.0
5:42.0, ,58-45,Shooting foul by P. Reed (drawn by B. Adebayo),,2,45,58,-13,1098.0
5:42.0, ,58-46,B. Adebayo makes free throw 1 of 2,,2,46,58,-12,1098.0
5:42.0, ,58-46,K. Love enters the game for M. Strus,,2,46,58,-12,1098.0
5:42.0, ,58-47,B. Adebayo makes free throw 2 of 2,,2,47,58,-11,1098.0
5:31.0,Shooting foul by G. Vincent (drawn by T. Maxey),58-47, ,,2,47,58,-11,1109.0
5:31.0,T. Maxey makes free throw 1 of 2,59-47, ,,2,47,59,-12,1109.0
5:31.0,T. Maxey makes free throw 2 of 2,60-47, ,,2,47,60,-13,1109.0
5:20.0, ,60-47,K. Love misses 3-pt jump shot from 26 ft,,2,47,60,-13,1120.0
5:14.0, ,60-47,Offensive rebound by J. Butler,,2,47,60,-13,1126.0
5:14.0,Violation by Team (kicked ball),60-47, ,,2,47,60,-13,1126.0
5:00.0, ,60-47,Turnover by Team (shot clock),,2,47,60,-13,1140.0
4:44.0,T. Maxey misses 2-pt jump shot from 21 ft,60-47, ,,2,47,60,-13,1156.0
4:39.0, ,60-47,Defensive rebound by B. Adebayo,,2,47,60,-13,1161.0
4:31.0, ,60-49,B. Adebayo makes 2-pt jump shot from 9 ft,,2,49,60,-11,1169.0
4:09.0,J. Harden misses 2-pt jump shot from 12 ft,60-49, ,,2,49,60,-11,1191.0
4:09.0,Offensive rebound by J. Harden,60-49, ,,2,49,60,-11,1191.0
4:09.0,Shooting foul by J. Butler (drawn by J. Harden),60-49, ,,2,49,60,-11,1191.0
4:09.0,J. Harden makes free throw 1 of 2,61-49, ,,2,49,61,-12,1191.0
4:09.0,P. Tucker enters the game for P. Reed,61-49, ,,2,49,61,-12,1191.0
4:09.0,J. Harden makes free throw 2 of 2,62-49, ,,2,49,62,-13,1191.0
3:48.0, ,62-49,G. Vincent misses 3-pt jump shot from 24 ft,,2,49,62,-13,1212.0
3:44.0,Defensive rebound by J. Harden,62-49, ,,2,49,62,-13,1216.0
3:35.0,J. Harden misses 3-pt jump shot from 24 ft,62-49, ,,2,49,62,-13,1225.0
3:31.0,Offensive rebound by P. Tucker,62-49, ,,2,49,62,-13,1229.0
3:30.0,D. Melton makes 3-pt jump shot from 26 ft (assist by T. Maxey),65-49, ,,2,49,65,-16,1230.0
3:28.0, ,65-49,Miami full timeout,,2,49,65,-16,1232.0
3:28.0, ,65-49,T. Herro enters the game for C. Martin,,2,49,65,-16,1232.0
3:01.0, ,65-51,K. Love makes 2-pt jump shot from 8 ft,,2,51,65,-14,1259.0
2:42.0,T. Harris misses 2-pt jump shot from 10 ft,65-51, ,,2,51,65,-14,1278.0
2:39.0, ,65-51,Defensive rebound by B. Adebayo,,2,51,65,-14,1281.0
2:36.0, ,65-51,Personal foul by T. Maxey (drawn by J. Butler),,2,51,65,-14,1284.0
2:33.0, ,65-51,B. Adebayo misses 2-pt jump shot from 10 ft,,2,51,65,-14,1287.0
2:29.0, ,65-51,Offensive rebound by B. Adebayo,,2,51,65,-14,1291.0
2:23.0, ,65-51,T. Herro misses 2-pt layup from 2 ft,,2,51,65,-14,1297.0
2:20.0,Defensive rebound by P. Tucker,65-51, ,,2,51,65,-14,1300.0
2:12.0,J. Harden makes 3-pt jump shot from 26 ft,68-51, ,,2,51,68,-17,1308.0
2:08.0, ,68-51,Personal foul by J. Harden (drawn by B. Adebayo),,2,51,68,-17,1312.0
1:58.0, ,68-51,B. Adebayo misses 2-pt jump shot from 11 ft (block by T. Harris),,2,51,68,-17,1322.0
1:58.0,Defensive rebound by T. Harris,68-51, ,,2,51,68,-17,1322.0
1:48.0,T. Harris makes 3-pt jump shot from 26 ft (assist by J. Harden),71-51, ,,2,51,71,-20,1332.0
1:27.0, ,71-53,B. Adebayo makes 2-pt jump shot from 13 ft (assist by T. Herro),,2,53,71,-18,1353.0
1:27.0,S. Milton enters the game for T. Maxey,71-53, ,,2,53,71,-18,1353.0
1:27.0, ,71-53,V. Oladipo enters the game for K. Love,,2,53,71,-18,1353.0
0:57.0,D. Melton misses 3-pt jump shot from 23 ft,71-53, ,,2,53,71,-18,1383.0
0:54.0, ,71-53,Defensive rebound by V. Oladipo,,2,53,71,-18,1386.0
0:53.0, ,71-53,Turnover by J. Butler (out of bounds lost ball),,2,53,71,-18,1387.0
0:29.0,J. Harden misses 3-pt jump shot from 23 ft,71-53, ,,2,53,71,-18,1411.0
0:26.0,Offensive rebound by J. Harden,71-53, ,,2,53,71,-18,1414.0
0:25.0,S. Milton misses 2-pt layup from 3 ft,71-53, ,,2,53,71,-18,1415.0
0:21.0, ,71-53,Defensive rebound by V. Oladipo,,2,53,71,-18,1419.0
0:01.0, ,71-53,T. Herro misses 3-pt jump shot from 27 ft,,2,53,71,-18,1439.0
0:00.0, ,71-53,Offensive rebound by Team,,2,53,71,-18,1440.0
0:00.0,End of 2nd quarter,71-53,,,2,53,71,-18,1440.0
12:00.0,Start of 3rd quarter,71-53,,,3,53,71,-18,1440.0
11:49.0,D. Melton misses 3-pt jump shot from 25 ft,71-53, ,,3,53,71,-18,1451.0
11:46.0, ,71-53,Defensive rebound by B. Adebayo,,3,53,71,-18,1454.0
11:37.0, ,71-55,B. Adebayo makes 2-pt jump shot from 12 ft,,3,55,71,-16,1463.0
11:11.0,P. Tucker makes 2-pt jump shot from 6 ft (assist by J. Harden),73-55, ,,3,55,73,-18,1489.0
10:57.0, ,73-55,Personal foul by T. Maxey (drawn by G. Vincent),,3,55,73,-18,1503.0
10:42.0, ,73-55,G. Vincent misses 3-pt jump shot from 25 ft,,3,55,73,-18,1518.0
10:37.0,Defensive rebound by T. Harris,73-55, ,,3,55,73,-18,1523.0
10:32.0,P. Tucker misses 3-pt jump shot from 23 ft,73-55, ,,3,55,73,-18,1528.0
10:29.0, ,73-55,Defensive rebound by K. Love,,3,55,73,-18,1531.0
10:18.0, ,73-55,Shooting foul by P. Tucker (drawn by T. Herro),,3,55,73,-18,1542.0
10:18.0, ,73-56,T. Herro makes free throw 1 of 2,,3,56,73,-17,1542.0
10:18.0, ,73-57,T. Herro makes free throw 2 of 2,,3,57,73,-16,1542.0
10:08.0,J. Harden makes 3-pt jump shot from 28 ft (assist by T. Harris),76-57, ,,3,57,76,-19,1552.0
9:50.0, ,76-57,Turnover by T. Herro (lost ball; steal by D. Melton),,3,57,76,-19,1570.0
9:45.0,T. Harris makes 2-pt dunk from 1 ft (assist by J. Harden),78-57, ,,3,57,78,-21,1575.0
9:23.0, ,78-57,Shooting foul by T. Harris (drawn by J. Butler),,3,57,78,-21,1597.0
9:23.0, ,78-58,J. Butler makes free throw 1 of 2,,3,58,78,-20,1597.0
9:23.0, ,78-59,J. Butler makes free throw 2 of 2,,3,59,78,-19,1597.0
9:05.0,Offensive foul by D. Melton (drawn by K. Love),78-59, ,,3,59,78,-19,1615.0
9:05.0,Turnover by D. Melton (offensive foul),78-59, ,,3,59,78,-19,1615.0
8:44.0, ,78-59,G. Vincent misses 2-pt layup from 5 ft,,3,59,78,-19,1636.0
8:43.0,Defensive rebound by D. Melton,78-59, ,,3,59,78,-19,1637.0
8:37.0,J. Harden makes 2-pt layup from 4 ft,80-59, ,,3,59,80,-21,1643.0
8:15.0, ,80-61,T. Herro makes 2-pt jump shot from 12 ft,,3,61,80,-19,1665.0
8:09.0,T. Maxey makes 2-pt jump shot from 5 ft,82-61, ,,3,61,82,-21,1671.0
7:58.0, ,82-63,B. Adebayo makes 2-pt jump shot from 8 ft,,3,63,82,-19,1682.0
7:37.0,T. Maxey misses 2-pt jump shot from 20 ft,82-63, ,,3,63,82,-19,1703.0
7:33.0, ,82-63,Defensive rebound by G. Vincent,,3,63,82,-19,1707.0
7:19.0, ,82-63,Turnover by B. Adebayo (out of bounds lost ball),,3,63,82,-19,1721.0
7:11.0,P. Tucker misses 3-pt jump shot from 23 ft,82-63, ,,3,63,82,-19,1729.0
7:07.0, ,82-63,Defensive rebound by B. Adebayo,,3,63,82,-19,1733.0
6:56.0, ,82-63,T. Herro misses 2-pt jump shot from 10 ft,,3,63,82,-19,1744.0
6:50.0,Defensive rebound by D. Melton,82-63, ,,3,63,82,-19,1750.0
6:47.0,Shooting foul by K. Love (drawn by T. Harris),82-63, ,,3,63,82,-19,1753.0
6:47.0, ,82-63,Miami full timeout,,3,63,82,-19,1753.0
6:47.0, ,82-63,M. Strus enters the game for T. Herro,,3,63,82,-19,1753.0
6:47.0,T. Harris makes free throw 1 of 2,83-63, ,,3,63,83,-20,1753.0
6:47.0,T. Harris makes free throw 2 of 2,84-63, ,,3,63,84,-21,1753.0
6:27.0, ,84-65,J. Butler makes 2-pt jump shot from 8 ft,,3,65,84,-19,1773.0
6:00.0,J. Harden misses 3-pt jump shot from 26 ft,84-65, ,,3,65,84,-19,1800.0
6:00.0, ,84-65,Defensive rebound by M. Strus,,3,65,84,-19,1800.0
5:45.0, ,84-67,B. Adebayo makes 2-pt jump shot from 8 ft (assist by G. Vincent),,3,67,84,-17,1815.0
5:20.0,P. Tucker misses 3-pt jump shot from 23 ft,84-67, ,,3,67,84,-17,1840.0
5:17.0, ,84-67,Defensive rebound by B. Adebayo,,3,67,84,-17,1843.0
5:10.0, ,84-69,J. Butler makes 2-pt layup from 4 ft (assist by B. Adebayo),,3,69,84,-15,1850.0
5:10.0,Philadelphia full timeout,84-69, ,,3,69,84,-15,1850.0
5:10.0,D. House enters the game for D. Melton,84-69, ,,3,69,84,-15,1850.0
4:52.0,T. Maxey misses 2-pt layup from 3 ft,84-69, ,,3,69,84,-15,1868.0
4:51.0, ,84-69,Defensive rebound by Team,,3,69,84,-15,1869.0
4:51.0,Loose ball foul by P. Tucker (drawn by K. Love),84-69, ,,3,69,84,-15,1869.0
4:37.0, ,84-69,Shooting foul by P. Tucker (drawn by K. Love),,3,69,84,-15,1883.0
4:37.0, ,84-70,K. Love makes free throw 1 of 2,,3,70,84,-14,1883.0
4:37.0,S. Milton enters the game for J. Harden,84-70, ,,3,70,84,-14,1883.0
4:37.0,P. Reed enters the game for P. Tucker,84-70, ,,3,70,84,-14,1883.0
4:37.0, ,84-71,K. Love makes free throw 2 of 2,,3,71,84,-13,1883.0
4:25.0,Turnover by S. Milton (traveling),84-71, ,,3,71,84,-13,1895.0
4:25.0,Violation by Team (delay of game),84-71, ,,3,71,84,-13,1895.0
4:01.0, ,84-73,G. Vincent makes 2-pt jump shot from 16 ft (assist by J. Butler),,3,73,84,-11,1919.0
3:48.0,T. Harris misses 3-pt jump shot from 25 ft,84-73, ,,3,73,84,-11,1932.0
3:45.0, ,84-73,Defensive rebound by M. Strus,,3,73,84,-11,1935.0
3:41.0, ,84-73,Offensive foul by K. Love (drawn by D. House),,3,73,84,-11,1939.0
3:41.0, ,84-73,Turnover by K. Love (offensive foul),,3,73,84,-11,1939.0
3:33.0,D. House makes 2-pt jump shot from 16 ft (assist by T. Maxey),86-73, ,,3,73,86,-13,1947.0
3:11.0, ,86-73,J. Butler misses 2-pt jump shot from 7 ft,,3,73,86,-13,1969.0
3:07.0,Defensive rebound by P. Reed,86-73, ,,3,73,86,-13,1973.0
3:03.0,S. Milton misses 3-pt jump shot from 23 ft,86-73, ,,3,73,86,-13,1977.0
2:59.0,Offensive rebound by S. Milton,86-73, ,,3,73,86,-13,1981.0
2:51.0,T. Harris makes 2-pt layup from 2 ft (assist by S. Milton),88-73, ,,3,73,88,-15,1989.0
2:33.0, ,88-73,B. Adebayo misses 2-pt hook shot from 5 ft,,3,73,88,-15,2007.0
2:29.0,Defensive rebound by P. Reed,88-73, ,,3,73,88,-15,2011.0
2:20.0,D. House misses 3-pt jump shot from 23 ft,88-73, ,,3,73,88,-15,2020.0
2:15.0, ,88-73,Defensive rebound by K. Love,,3,73,88,-15,2025.0
2:03.0, ,88-73,G. Vincent misses 3-pt jump shot from 29 ft,,3,73,88,-15,2037.0
1:58.0,Defensive rebound by T. Maxey,88-73, ,,3,73,88,-15,2042.0
1:57.0,T. Maxey makes 2-pt jump shot from 7 ft,90-73, ,,3,73,90,-17,2043.0
1:57.0, ,90-73,Violation by Team (def goaltending),,3,73,90,-17,2043.0
1:39.0, ,90-73,G. Vincent misses 3-pt jump shot from 23 ft,,3,73,90,-17,2061.0
1:37.0,Defensive rebound by T. Maxey,90-73, ,,3,73,90,-17,2063.0
1:31.0,T. Maxey makes 2-pt layup from 4 ft,92-73, ,,3,73,92,-19,2069.0
