Time,Miami,Score,Milwaukee,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
9:03.0, ,7-6,Personal foul by J. Butler (drawn by G. Antetokounmpo),,1,7,6,1,177.0
8:55.0, ,7-6,B. Lopez misses 2-pt hook shot from 5 ft (block by K. Love),,1,7,6,1,185.0
8:50.0, ,7-6,Offensive rebound by B. Lopez,,1,7,6,1,190.0
8:49.0, ,7-8,B. Lopez makes 2-pt dunk from 2 ft,Lead change,1,7,8,-1,191.0
8:39.0,B. Adebayo makes 2-pt jump shot from 12 ft,9-8, ,Lead change,1,9,8,1,201.0
8:26.0, ,9-10,J. Holiday makes 2-pt hook shot from 6 ft (assist by J. Carter),Lead change,1,9,10,-1,214.0
8:12.0,Shooting foul by J. Holiday (drawn by J. Butler),9-10, ,,1,9,10,-1,228.0
8:12.0,J. Butler makes free throw 1 of 2,10-10, ,Tie,1,10,10,0,228.0
8:12.0,J. Butler makes free throw 2 of 2,11-10, ,Lead change,1,11,10,1,228.0
7:59.0, ,11-12,G. Antetokounmpo makes 2-pt layup from 2 ft,Lead change,1,11,12,-1,241.0
7:51.0,B. Adebayo misses 2-pt layup from 9 ft,11-12, ,,1,11,12,-1,249.0
7:49.0, ,11-12,Defensive rebound by G. Antetokounmpo,,1,11,12,-1,251.0
7:44.0, ,11-14,G. Antetokounmpo makes 2-pt layup from 4 ft,,1,11,14,-3,256.0
7:24.0,B. Adebayo misses 2-pt jump shot from 12 ft,11-14, ,,1,11,14,-3,276.0
7:21.0, ,11-14,Defensive rebound by J. Holiday,,1,11,14,-3,279.0
7:13.0, ,11-17,J. Holiday makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,1,11,17,-6,287.0
6:52.0,J. Butler makes 3-pt jump shot from 27 ft,14-17, ,,1,14,17,-3,308.0
6:47.0, ,14-17,Milwaukee full timeout,,1,14,17,-3,313.0
6:47.0, ,14-17,Instant Replay,,1,14,17,-3,313.0
6:47.0, ,14-17,J. Ingles enters the game for J. Holiday,,1,14,17,-3,313.0
6:47.0, ,14-17,B. Portis enters the game for B. Lopez,,1,14,17,-3,313.0
6:37.0, ,14-20,G. Allen makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),,1,14,20,-6,323.0
6:15.0,T. Herro makes 2-pt jump shot from 2 ft (assist by K. Love),16-20, ,,1,16,20,-4,345.0
6:02.0, ,16-22,B. Portis makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,1,16,22,-6,358.0
6:02.0, ,16-22,Shooting foul by K. Love (drawn by B. Portis),,1,16,22,-6,358.0
6:02.0,C. Zeller enters the game for B. Adebayo,16-22, ,,1,16,22,-6,358.0
6:02.0, ,16-22,J. Holiday enters the game for G. Antetokounmpo,,1,16,22,-6,358.0
6:02.0, ,16-22,B. Lopez enters the game for J. Carter,,1,16,22,-6,358.0
6:02.0, ,16-23,B. Portis makes free throw 1 of 1,,1,16,23,-7,358.0
5:53.0,T. Herro misses 2-pt jump shot from 5 ft,16-23, ,,1,16,23,-7,367.0
5:48.0,Offensive rebound by C. Zeller,16-23, ,,1,16,23,-7,372.0
5:48.0,C. Zeller makes 2-pt layup at rim,18-23, ,,1,18,23,-5,372.0
5:38.0, ,18-23,G. Allen misses 3-pt jump shot from 28 ft,,1,18,23,-5,382.0
5:35.0,Defensive rebound by J. Butler,18-23, ,,1,18,23,-5,385.0
5:17.0,J. Butler misses 2-pt jump shot from 14 ft (block by J. Holiday),18-23, ,,1,18,23,-5,403.0
5:13.0, ,18-23,Defensive rebound by J. Holiday,,1,18,23,-5,407.0
5:11.0, ,18-23,J. Holiday misses 3-pt jump shot from 28 ft,,1,18,23,-5,409.0
5:07.0,Defensive rebound by K. Love,18-23, ,,1,18,23,-5,413.0
4:53.0,T. Herro misses 3-pt jump shot from 26 ft,18-23, ,,1,18,23,-5,427.0
4:50.0, ,18-23,Defensive rebound by B. Portis,,1,18,23,-5,430.0
4:44.0, ,18-23,J. Ingles misses 3-pt jump shot from 25 ft,,1,18,23,-5,436.0
4:41.0,Defensive rebound by T. Herro,18-23, ,,1,18,23,-5,439.0
4:30.0,Personal foul by G. Allen (drawn by J. Butler),18-23, ,,1,18,23,-5,450.0
4:30.0,V. Oladipo enters the game for J. Butler,18-23, ,,1,18,23,-5,450.0
4:30.0,M. Strus enters the game for G. Vincent,18-23, ,,1,18,23,-5,450.0
4:30.0, ,18-23,J. Crowder enters the game for G. Allen,,1,18,23,-5,450.0
4:30.0, ,18-23,K. Middleton enters the game for B. Lopez,,1,18,23,-5,450.0
4:15.0,V. Oladipo makes 2-pt jump shot from 16 ft (assist by C. Zeller),20-23, ,,1,20,23,-3,465.0
3:57.0, ,20-25,B. Portis makes 2-pt jump shot from 15 ft (assist by J. Holiday),,1,20,25,-5,483.0
3:42.0,M. Strus misses 2-pt jump shot from 6 ft,20-25, ,,1,20,25,-5,498.0
3:38.0,Offensive rebound by C. Zeller,20-25, ,,1,20,25,-5,502.0
3:38.0,C. Zeller makes 2-pt layup at rim,22-25, ,,1,22,25,-3,502.0
3:29.0, ,22-27,K. Middleton makes 2-pt layup from 2 ft (assist by J. Holiday),,1,22,27,-5,511.0
3:13.0,T. Herro makes 3-pt jump shot from 27 ft,25-27, ,,1,25,27,-2,527.0
3:00.0, ,25-30,B. Portis makes 3-pt jump shot from 28 ft (assist by K. Middleton),,1,25,30,-5,540.0
3:00.0,Miami full timeout,25-30, ,,1,25,30,-5,540.0
3:00.0,C. Martin enters the game for K. Love,25-30, ,,1,25,30,-5,540.0
2:36.0,T. Herro misses 2-pt jump shot from 14 ft,25-30, ,,1,25,30,-5,564.0
2:33.0,Offensive rebound by C. Zeller,25-30, ,,1,25,30,-5,567.0
2:27.0,V. Oladipo misses 2-pt jump shot from 15 ft,25-30, ,,1,25,30,-5,573.0
2:24.0, ,25-30,Defensive rebound by J. Crowder,,1,25,30,-5,576.0
2:20.0, ,25-33,K. Middleton makes 3-pt jump shot from 27 ft,,1,25,33,-8,580.0
2:10.0,M. Strus misses 3-pt jump shot from 27 ft,25-33, ,,1,25,33,-8,590.0
2:07.0, ,25-33,Defensive rebound by B. Portis,,1,25,33,-8,593.0
1:58.0, ,25-33,J. Holiday misses 3-pt jump shot from 26 ft,,1,25,33,-8,602.0
1:55.0,Defensive rebound by V. Oladipo,25-33, ,,1,25,33,-8,605.0
1:51.0,V. Oladipo misses 2-pt jump shot from 10 ft,25-33, ,,1,25,33,-8,609.0
1:49.0, ,25-33,Defensive rebound by J. Ingles,,1,25,33,-8,611.0
1:43.0, ,25-33,Shooting foul by C. Zeller (drawn by B. Portis),,1,25,33,-8,617.0
1:43.0, ,25-34,B. Portis makes free throw 1 of 2,,1,25,34,-9,617.0
1:43.0,B. Adebayo enters the game for T. Herro,25-34, ,,1,25,34,-9,617.0
1:43.0,D. Robinson enters the game for C. Zeller,25-34, ,,1,25,34,-9,617.0
1:43.0, ,25-34,G. Antetokounmpo enters the game for J. Holiday,,1,25,34,-9,617.0
1:43.0, ,25-34,J. Carter enters the game for J. Ingles,,1,25,34,-9,617.0
1:43.0, ,25-35,B. Portis makes free throw 2 of 2,,1,25,35,-10,617.0
1:31.0,B. Adebayo makes 2-pt layup from 1 ft (assist by M. Strus),27-35, ,,1,27,35,-8,629.0
1:31.0, ,27-35,A. Green enters the game for B. Portis,,1,27,35,-8,629.0
1:13.0, ,27-35,Milwaukee full timeout,,1,27,35,-8,647.0
1:13.0, ,27-35,B. Lopez enters the game for G. Antetokounmpo,,1,27,35,-8,647.0
1:09.0, ,27-38,J. Crowder makes 3-pt jump shot from 26 ft (assist by K. Middleton),,1,27,38,-11,651.0
0:52.0,B. Adebayo makes 2-pt jump shot from 15 ft (assist by V. Oladipo),29-38, ,,1,29,38,-9,668.0
0:47.0, ,29-38,Shooting foul by M. Strus (drawn by J. Crowder),,1,29,38,-9,673.0
0:47.0, ,29-38,J. Crowder misses free throw 1 of 2,,1,29,38,-9,673.0
0:47.0, ,29-38,Offensive rebound by Team,,1,29,38,-9,673.0
0:47.0, ,29-39,J. Crowder makes free throw 2 of 2,,1,29,39,-10,673.0
0:38.0,Shooting foul by B. Lopez (drawn by B. Adebayo),29-39, ,,1,29,39,-10,682.0
0:38.0,B. Adebayo misses free throw 1 of 2,29-39, ,,1,29,39,-10,682.0
0:38.0,Offensive rebound by Team,29-39, ,,1,29,39,-10,682.0
0:38.0,B. Adebayo makes free throw 2 of 2,30-39, ,,1,30,39,-9,682.0
0:30.0, ,30-39,Turnover by K. Middleton (bad pass; steal by B. Adebayo),,1,30,39,-9,690.0
0:27.0,Shooting foul by A. Green (drawn by C. Martin),30-39, ,,1,30,39,-9,693.0
0:27.0,C. Martin makes free throw 1 of 2,31-39, ,,1,31,39,-8,693.0
0:27.0,C. Martin makes free throw 2 of 2,32-39, ,,1,32,39,-7,693.0
0:09.0, ,32-41,B. Lopez makes 2-pt layup from 1 ft,,1,32,41,-9,711.0
0:09.0, ,32-41,Shooting foul by D. Robinson (drawn by B. Lopez),,1,32,41,-9,711.0
0:09.0, ,32-41,M. Beauchamp enters the game for K. Middleton,,1,32,41,-9,711.0
0:09.0, ,32-42,B. Lopez makes free throw 1 of 1,,1,32,42,-10,711.0
0:02.0,D. Robinson misses 3-pt jump shot from 27 ft,32-42, ,,1,32,42,-10,718.0
0:02.0, ,32-42,Defensive rebound by M. Beauchamp,,1,32,42,-10,718.0
0:00.0,End of 1st quarter,32-42,,,1,32,42,-10,720.0
12:00.0,Start of 2nd quarter,32-42,,,2,32,42,-10,720.0
11:46.0, ,32-42,J. Carter misses 3-pt jump shot from 27 ft,,2,32,42,-10,734.0
11:42.0,Defensive rebound by B. Adebayo,32-42, ,,2,32,42,-10,738.0
11:30.0,D. Robinson misses 3-pt jump shot from 24 ft,32-42, ,,2,32,42,-10,750.0
11:27.0, ,32-42,Defensive rebound by B. Portis,,2,32,42,-10,753.0
11:21.0, ,32-42,Shooting foul by M. Strus (drawn by J. Carter),,2,32,42,-10,759.0
11:21.0, ,32-43,J. Carter makes free throw 1 of 2,,2,32,43,-11,759.0
11:21.0, ,32-44,J. Carter makes free throw 2 of 2,,2,32,44,-12,759.0
11:10.0,M. Strus misses 2-pt jump shot from 5 ft,32-44, ,,2,32,44,-12,770.0
11:06.0, ,32-44,Defensive rebound by B. Portis,,2,32,44,-12,774.0
11:00.0, ,32-46,J. Carter makes 2-pt jump shot from 19 ft,,2,32,46,-14,780.0
10:43.0,C. Martin misses 3-pt jump shot from 26 ft,32-46, ,,2,32,46,-14,797.0
10:39.0, ,32-46,Defensive rebound by B. Lopez,,2,32,46,-14,801.0
10:31.0, ,32-46,Personal foul by C. Martin (drawn by B. Portis),,2,32,46,-14,809.0
10:23.0, ,32-46,A. Green misses 3-pt jump shot from 26 ft,,2,32,46,-14,817.0
10:19.0,Defensive rebound by C. Martin,32-46, ,,2,32,46,-14,821.0
10:15.0,C. Martin makes 2-pt layup from 2 ft,34-46, ,,2,34,46,-12,825.0
10:06.0, ,34-46,J. Carter misses 3-pt jump shot from 26 ft,,2,34,46,-12,834.0
10:02.0,Defensive rebound by B. Adebayo,34-46, ,,2,34,46,-12,838.0
9:55.0,B. Adebayo misses 2-pt jump shot from 12 ft,34-46, ,,2,34,46,-12,845.0
9:51.0, ,34-46,Defensive rebound by J. Carter,,2,34,46,-12,849.0
9:38.0, ,34-48,B. Lopez makes 2-pt jump shot from 13 ft (assist by A. Green),,2,34,48,-14,862.0
9:19.0,B. Adebayo makes 2-pt jump shot from 10 ft (assist by M. Strus),36-48, ,,2,36,48,-12,881.0
9:08.0, ,36-48,Turnover by G. Allen (bad pass; steal by D. Robinson),,2,36,48,-12,892.0
9:04.0,C. Martin makes 2-pt dunk from 1 ft (assist by D. Robinson),38-48, ,,2,38,48,-10,896.0
8:44.0, ,38-48,B. Lopez misses 2-pt layup from 4 ft,,2,38,48,-10,916.0
8:41.0,Defensive rebound by D. Robinson,38-48, ,,2,38,48,-10,919.0
8:31.0,M. Strus misses 2-pt layup from 8 ft,38-48, ,,2,38,48,-10,929.0
8:28.0,Offensive rebound by B. Adebayo,38-48, ,,2,38,48,-10,932.0
8:27.0,B. Adebayo misses 2-pt jump shot from 6 ft,38-48, ,,2,38,48,-10,933.0
8:27.0, ,38-48,Defensive rebound by J. Carter,,2,38,48,-10,933.0
8:18.0, ,38-51,G. Allen makes 3-pt jump shot from 26 ft (assist by A. Green),,2,38,51,-13,942.0
7:55.0,Turnover by B. Adebayo (lost ball; steal by J. Carter),38-51, ,,2,38,51,-13,965.0
7:52.0, ,38-51,J. Carter misses 2-pt layup from 3 ft,,2,38,51,-13,968.0
7:51.0, ,38-51,Offensive rebound by B. Portis,,2,38,51,-13,969.0
7:51.0, ,38-53,B. Portis makes 2-pt dunk at rim,,2,38,53,-15,969.0
7:51.0,Miami full timeout,38-53, ,,2,38,53,-15,969.0
7:51.0,T. Herro enters the game for V. Oladipo,38-53, ,,2,38,53,-15,969.0
7:51.0,G. Vincent enters the game for D. Robinson,38-53, ,,2,38,53,-15,969.0
7:51.0, ,38-53,J. Holiday enters the game for J. Carter,,2,38,53,-15,969.0
7:51.0, ,38-53,J. Ingles enters the game for A. Green,,2,38,53,-15,969.0
7:51.0, ,38-53,M. Leonard enters the game for B. Lopez,,2,38,53,-15,969.0
7:29.0,Turnover by B. Adebayo (traveling),38-53, ,,2,38,53,-15,991.0
7:18.0, ,38-56,J. Holiday makes 3-pt jump shot from 27 ft,,2,38,56,-18,1002.0
7:07.0,T. Herro makes 2-pt jump shot from 2 ft,40-56, ,,2,40,56,-16,1013.0
6:57.0, ,40-58,B. Portis makes 2-pt layup from 3 ft,,2,40,58,-18,1023.0
6:40.0,T. Herro misses 2-pt jump shot from 11 ft,40-58, ,,2,40,58,-18,1040.0
6:38.0, ,40-58,Defensive rebound by B. Portis,,2,40,58,-18,1042.0
6:28.0, ,40-58,G. Allen misses 2-pt jump shot from 11 ft,,2,40,58,-18,1052.0
6:25.0,Defensive rebound by M. Strus,40-58, ,,2,40,58,-18,1055.0
6:21.0,B. Adebayo makes 2-pt layup from 1 ft,42-58, ,,2,42,58,-16,1059.0
6:13.0, ,42-58,G. Allen misses 2-pt layup from 2 ft,,2,42,58,-16,1067.0
6:10.0,Defensive rebound by G. Vincent,42-58, ,,2,42,58,-16,1070.0
6:10.0,Shooting foul by M. Leonard (drawn by B. Adebayo),42-58, ,,2,42,58,-16,1070.0
6:10.0,B. Adebayo misses free throw 1 of 2,42-58, ,,2,42,58,-16,1070.0
6:10.0,Offensive rebound by Team,42-58, ,,2,42,58,-16,1070.0
6:10.0,J. Butler enters the game for M. Strus,42-58, ,,2,42,58,-16,1070.0
6:10.0, ,42-58,K. Middleton enters the game for B. Portis,,2,42,58,-16,1070.0
6:10.0,B. Adebayo makes free throw 2 of 2,43-58, ,,2,43,58,-15,1070.0
5:56.0, ,43-60,J. Ingles makes 2-pt jump shot from 23 ft,,2,43,60,-17,1084.0
5:45.0,B. Adebayo misses 2-pt jump shot from 8 ft,43-60, ,,2,43,60,-17,1095.0
5:42.0, ,43-60,Defensive rebound by J. Ingles,,2,43,60,-17,1098.0
5:35.0, ,43-60,Turnover by J. Ingles (out of bounds lost ball),,2,43,60,-17,1105.0
5:35.0,C. Zeller enters the game for B. Adebayo,43-60, ,,2,43,60,-17,1105.0
5:20.0,Shooting foul by J. Holiday (drawn by J. Butler),43-60, ,,2,43,60,-17,1120.0
5:20.0,J. Butler makes free throw 1 of 2,44-60, ,,2,44,60,-16,1120.0
5:20.0,J. Butler makes free throw 2 of 2,45-60, ,,2,45,60,-15,1120.0
5:05.0, ,45-62,J. Ingles makes 2-pt layup from 1 ft,,2,45,62,-17,1135.0
4:58.0,T. Herro misses 2-pt layup from 3 ft,45-62, ,,2,45,62,-17,1142.0
4:56.0, ,45-62,Defensive rebound by J. Ingles,,2,45,62,-17,1144.0
4:50.0, ,45-64,J. Holiday makes 2-pt layup from 2 ft (assist by G. Allen),,2,45,64,-19,1150.0
4:50.0,Miami full timeout,45-64, ,,2,45,64,-19,1150.0
4:50.0,K. Love enters the game for C. Martin,45-64, ,,2,45,64,-19,1150.0
4:50.0, ,45-64,J. Carter enters the game for G. Allen,,2,45,64,-19,1150.0
4:33.0,J. Butler makes 2-pt jump shot from 12 ft,47-64, ,,2,47,64,-17,1167.0
4:20.0, ,47-67,K. Middleton makes 3-pt jump shot from 24 ft (assist by J. Holiday),,2,47,67,-20,1180.0
4:09.0,T. Herro makes 3-pt jump shot from 23 ft (assist by G. Vincent),50-67, ,,2,50,67,-17,1191.0
3:55.0, ,50-69,J. Holiday makes 2-pt jump shot from 11 ft,,2,50,69,-19,1205.0
3:38.0,J. Butler makes 2-pt layup from 1 ft,52-69, ,,2,52,69,-17,1222.0
3:28.0, ,52-69,Shooting foul by T. Herro (drawn by K. Middleton),,2,52,69,-17,1232.0
3:28.0, ,52-70,K. Middleton makes free throw 1 of 2,,2,52,70,-18,1232.0
3:28.0, ,52-70,J. Crowder enters the game for J. Carter,,2,52,70,-18,1232.0
3:28.0, ,52-70,B. Lopez enters the game for M. Leonard,,2,52,70,-18,1232.0
3:28.0, ,52-71,K. Middleton makes free throw 2 of 2,,2,52,71,-19,1232.0
3:15.0,Shooting foul by K. Middleton (drawn by J. Butler),52-71, ,,2,52,71,-19,1245.0
3:15.0,J. Butler misses free throw 1 of 2,52-71, ,,2,52,71,-19,1245.0
3:15.0,Offensive rebound by Team,52-71, ,,2,52,71,-19,1245.0
3:15.0,B. Adebayo enters the game for C. Zeller,52-71, ,,2,52,71,-19,1245.0
3:15.0, ,52-71,J. Carter enters the game for J. Holiday,,2,52,71,-19,1245.0
3:15.0,J. Butler misses free throw 2 of 2,52-71, ,,2,52,71,-19,1245.0
3:13.0, ,52-71,Defensive rebound by J. Crowder,,2,52,71,-19,1247.0
2:49.0, ,52-71,K. Middleton misses 2-pt jump shot from 10 ft,,2,52,71,-19,1271.0
2:49.0, ,52-71,Offensive rebound by Team,,2,52,71,-19,1271.0
2:49.0, ,52-71,Turnover by Team (shot clock),,2,52,71,-19,1271.0
2:35.0,Turnover by J. Butler (bad pass; steal by J. Ingles),52-71, ,,2,52,71,-19,1285.0
2:24.0, ,52-71,B. Lopez misses 2-pt jump shot from 10 ft,,2,52,71,-19,1296.0
2:21.0,Defensive rebound by B. Adebayo,52-71, ,,2,52,71,-19,1299.0
2:11.0,Shooting foul by B. Lopez (drawn by J. Butler),52-71, ,,2,52,71,-19,1309.0
2:11.0,J. Butler makes free throw 1 of 2,53-71, ,,2,53,71,-18,1309.0
2:11.0, ,53-71,J. Holiday enters the game for J. Ingles,,2,53,71,-18,1309.0
2:11.0,J. Butler makes free throw 2 of 2,54-71, ,,2,54,71,-17,1309.0
2:00.0, ,54-71,Turnover by K. Middleton (lost ball; steal by K. Love),,2,54,71,-17,1320.0
1:48.0,Jump ball: B. Lopez vs. B. Adebayo (J. Holiday gains possession),54-71,,,2,54,71,-17,1332.0
1:48.0,Turnover by J. Butler (bad pass),54-71, ,,2,54,71,-17,1332.0
1:34.0, ,54-71,J. Carter misses 3-pt jump shot from 24 ft,,2,54,71,-17,1346.0
1:29.0,Defensive rebound by T. Herro,54-71, ,,2,54,71,-17,1351.0
1:23.0,K. Love misses 3-pt jump shot from 28 ft,54-71, ,,2,54,71,-17,1357.0
1:20.0, ,54-71,Defensive rebound by J. Holiday,,2,54,71,-17,1360.0
1:13.0, ,54-71,J. Crowder misses 2-pt jump shot from 6 ft,,2,54,71,-17,1367.0
1:08.0,Defensive rebound by B. Adebayo,54-71, ,,2,54,71,-17,1372.0
1:04.0,T. Herro misses 3-pt jump shot from 28 ft,54-71, ,,2,54,71,-17,1376.0
0:59.0,Offensive rebound by K. Love,54-71, ,,2,54,71,-17,1381.0
0:56.0,J. Butler makes 2-pt jump shot from 4 ft,56-71, ,,2,56,71,-15,1384.0
0:39.0, ,56-71,J. Crowder misses 2-pt jump shot from 13 ft,,2,56,71,-15,1401.0
0:39.0, ,56-71,Offensive rebound by B. Lopez,,2,56,71,-15,1401.0
0:39.0, ,56-73,B. Lopez makes 2-pt layup at rim,,2,56,73,-17,1401.0
0:27.0,G. Vincent misses 3-pt jump shot from 27 ft,56-73, ,,2,56,73,-17,1413.0
0:25.0, ,56-73,Defensive rebound by K. Middleton,,2,56,73,-17,1415.0
0:04.0, ,56-73,J. Carter misses 3-pt jump shot from 28 ft,,2,56,73,-17,1436.0
0:03.0,Defensive rebound by B. Adebayo,56-73, ,,2,56,73,-17,1437.0
0:01.0,B. Adebayo misses 3-pt jump shot from 34 ft,56-73, ,,2,56,73,-17,1439.0
0:01.0,Offensive rebound by Team,56-73, ,,2,56,73,-17,1439.0
0:00.0,End of 2nd quarter,56-73,,,2,56,73,-17,1440.0
12:00.0,Start of 3rd quarter,56-73,,,3,56,73,-17,1440.0
11:44.0, ,56-73,B. Portis misses 3-pt jump shot from 26 ft,,3,56,73,-17,1456.0
11:41.0,Defensive rebound by K. Love,56-73, ,,3,56,73,-17,1459.0
11:36.0,Personal foul by G. Allen (drawn by G. Vincent),56-73, ,,3,56,73,-17,1464.0
11:19.0,K. Love misses 3-pt jump shot from 27 ft,56-73, ,,3,56,73,-17,1481.0
11:16.0, ,56-73,Defensive rebound by J. Carter,,3,56,73,-17,1484.0
11:03.0, ,56-73,Personal foul by T. Herro (drawn by J. Carter),,3,56,73,-17,1497.0
10:56.0, ,56-73,J. Holiday misses 3-pt jump shot from 26 ft,,3,56,73,-17,1504.0
10:53.0,Defensive rebound by K. Love,56-73, ,,3,56,73,-17,1507.0
10:36.0,B. Adebayo makes 2-pt jump shot from 13 ft,58-73, ,,3,58,73,-15,1524.0
10:23.0, ,58-75,J. Carter makes 2-pt layup from 2 ft (assist by J. Holiday),,3,58,75,-17,1537.0
10:10.0,B. Adebayo makes 2-pt jump shot from 13 ft (assist by T. Herro),60-75, ,,3,60,75,-15,1550.0
9:48.0, ,60-75,J. Carter misses 2-pt layup from 1 ft,,3,60,75,-15,1572.0
9:45.0,Defensive rebound by T. Herro,60-75, ,,3,60,75,-15,1575.0
9:42.0,T. Herro misses 3-pt jump shot from 28 ft,60-75, ,,3,60,75,-15,1578.0
9:38.0, ,60-75,Defensive rebound by J. Carter,,3,60,75,-15,1582.0
9:32.0, ,60-75,Shooting foul by B. Adebayo (drawn by J. Holiday),,3,60,75,-15,1588.0
9:32.0, ,60-75,J. Holiday misses free throw 1 of 2,,3,60,75,-15,1588.0
9:32.0, ,60-75,Offensive rebound by Team,,3,60,75,-15,1588.0
9:32.0, ,60-76,J. Holiday makes free throw 2 of 2,,3,60,76,-16,1588.0
9:15.0,K. Love misses 3-pt jump shot from 27 ft,60-76, ,,3,60,76,-16,1605.0
9:11.0, ,60-76,Defensive rebound by B. Lopez,,3,60,76,-16,1609.0
9:01.0, ,60-78,J. Holiday makes 2-pt layup at rim,,3,60,78,-18,1619.0
8:46.0,K. Love misses 3-pt jump shot from 23 ft,60-78, ,,3,60,78,-18,1634.0
8:43.0, ,60-78,Defensive rebound by B. Portis,,3,60,78,-18,1637.0
8:35.0, ,60-80,B. Lopez makes 2-pt dunk from 1 ft (assist by J. Holiday),,3,60,80,-20,1645.0
8:22.0,T. Herro makes 3-pt jump shot from 27 ft (assist by K. Love),63-80, ,,3,63,80,-17,1658.0
8:04.0, ,63-80,B. Lopez misses 2-pt hook shot from 9 ft,,3,63,80,-17,1676.0
8:02.0, ,63-80,Offensive rebound by B. Lopez,,3,63,80,-17,1678.0
8:02.0, ,63-80,Offensive foul by B. Lopez (drawn by K. Love),,3,63,80,-17,1678.0
8:02.0, ,63-80,Turnover by B. Lopez (offensive foul),,3,63,80,-17,1678.0
8:02.0, ,63-80,J. Crowder enters the game for B. Lopez,,3,63,80,-17,1678.0
7:52.0,G. Vincent makes 2-pt layup from 3 ft (assist by B. Adebayo),65-80, ,,3,65,80,-15,1688.0
7:35.0, ,65-82,B. Portis makes 2-pt jump shot from 15 ft,,3,65,82,-17,1705.0
7:24.0,B. Adebayo misses 2-pt jump shot from 15 ft,65-82, ,,3,65,82,-17,1716.0
7:21.0, ,65-82,Defensive rebound by B. Portis,,3,65,82,-17,1719.0
7:06.0, ,65-84,B. Portis makes 2-pt jump shot from 9 ft (assist by J. Holiday),,3,65,84,-19,1734.0
6:46.0,G. Vincent misses 3-pt jump shot from 27 ft,65-84, ,,3,65,84,-19,1754.0
6:43.0, ,65-84,Defensive rebound by J. Holiday,,3,65,84,-19,1757.0
6:38.0, ,65-84,J. Carter misses 3-pt jump shot from 23 ft,,3,65,84,-19,1762.0
6:35.0,Defensive rebound by T. Herro,65-84, ,,3,65,84,-19,1765.0
6:31.0,G. Vincent misses 3-pt jump shot from 27 ft,65-84, ,,3,65,84,-19,1769.0
6:28.0, ,65-84,Defensive rebound by J. Crowder,,3,65,84,-19,1772.0
6:25.0, ,65-84,Milwaukee full timeout,,3,65,84,-19,1775.0
6:25.0, ,65-84,J. Ingles enters the game for J. Carter,,3,65,84,-19,1775.0
6:25.0, ,65-84,M. Leonard enters the game for B. Portis,,3,65,84,-19,1775.0
