Time,Milwaukee,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
0:06.0,A. Green makes 3-pt jump shot from 27 ft (assist by J. Carter),23-14, ,,1,14,23,-9,714.0
0:06.0,P. Connaughton enters the game for S. Mamukelashvili,23-14, ,,1,14,23,-9,714.0
0:00.0, ,23-14,Turnover by V. Oladipo (traveling),,1,14,23,-9,720.0
0:00.0,End of 1st quarter,23-14,,,1,14,23,-9,720.0
12:00.0,Start of 2nd quarter,23-14,,,2,14,23,-9,720.0
11:42.0, ,23-14,B. Adebayo misses 2-pt jump shot from 11 ft,,2,14,23,-9,738.0
11:37.0,Defensive rebound by J. Nwora,23-14, ,,2,14,23,-9,743.0
11:26.0,Personal foul by M. Strus (drawn by P. Connaughton),23-14, ,,2,14,23,-9,754.0
11:22.0,A. Green makes 3-pt jump shot from 27 ft (assist by B. Lopez),26-14, ,,2,14,26,-12,758.0
11:05.0, ,26-17,G. Vincent makes 3-pt jump shot from 26 ft,,2,17,26,-9,775.0
10:45.0,J. Nwora misses 3-pt jump shot from 27 ft,26-17, ,,2,17,26,-9,795.0
10:40.0, ,26-17,Defensive rebound by M. Strus,,2,17,26,-9,800.0
10:37.0, ,26-17,V. Oladipo misses 3-pt jump shot from 26 ft,,2,17,26,-9,803.0
10:33.0,Defensive rebound by J. Carter,26-17, ,,2,17,26,-9,807.0
10:28.0,B. Lopez misses 3-pt jump shot from 27 ft,26-17, ,,2,17,26,-9,812.0
10:25.0, ,26-17,Defensive rebound by M. Strus,,2,17,26,-9,815.0
10:15.0, ,26-17,M. Strus misses 3-pt jump shot from 26 ft,,2,17,26,-9,825.0
10:11.0,Defensive rebound by J. Carter,26-17, ,,2,17,26,-9,829.0
10:07.0,J. Carter makes 3-pt jump shot from 27 ft,29-17, ,,2,17,29,-12,833.0
9:51.0, ,29-17,G. Vincent misses 3-pt jump shot from 26 ft,,2,17,29,-12,849.0
9:48.0,Defensive rebound by P. Connaughton,29-17, ,,2,17,29,-12,852.0
9:43.0,A. Green misses 3-pt jump shot from 23 ft,29-17, ,,2,17,29,-12,857.0
9:40.0, ,29-17,Defensive rebound by V. Oladipo,,2,17,29,-12,860.0
9:35.0, ,29-17,Turnover by V. Oladipo (lost ball; steal by J. Carter),,2,17,29,-12,865.0
9:31.0,J. Carter misses 3-pt jump shot from 26 ft,29-17, ,,2,17,29,-12,869.0
9:26.0, ,29-17,Defensive rebound by M. Strus,,2,17,29,-12,874.0
9:16.0, ,29-17,Turnover by G. Vincent (lost ball; steal by J. Carter),,2,17,29,-12,884.0
9:05.0,J. Carter makes 3-pt jump shot from 27 ft,32-17, ,,2,17,32,-15,895.0
9:04.0, ,32-17,Miami full timeout,,2,17,32,-15,896.0
8:48.0, ,32-19,B. Adebayo makes 2-pt hook shot from 5 ft (assist by V. Oladipo),,2,19,32,-13,912.0
8:36.0,A. Green misses 3-pt jump shot from 25 ft,32-19, ,,2,19,32,-13,924.0
8:34.0, ,32-19,Defensive rebound by B. Adebayo,,2,19,32,-13,926.0
8:16.0, ,32-22,V. Oladipo makes 3-pt jump shot from 25 ft,,2,22,32,-10,944.0
7:56.0,J. Nwora misses 3-pt jump shot from 27 ft,32-22, ,,2,22,32,-10,964.0
7:51.0, ,32-22,Defensive rebound by H. Highsmith,,2,22,32,-10,969.0
7:38.0, ,32-22,B. Adebayo misses 2-pt jump shot from 6 ft,,2,22,32,-10,982.0
7:34.0,Defensive rebound by J. Nwora,32-22, ,,2,22,32,-10,986.0
7:31.0,B. Lopez makes 3-pt jump shot from 27 ft (assist by J. Carter),35-22, ,,2,22,35,-13,989.0
7:13.0, ,35-24,M. Strus makes 2-pt jump shot from 14 ft,,2,24,35,-11,1007.0
6:54.0,A. Green misses 3-pt jump shot from 26 ft,35-24, ,,2,24,35,-11,1026.0
6:51.0, ,35-24,Defensive rebound by B. Adebayo,,2,24,35,-11,1029.0
6:39.0, ,35-26,B. Adebayo makes 2-pt jump shot from 11 ft (assist by G. Vincent),,2,26,35,-9,1041.0
6:33.0,Milwaukee full timeout,35-26, ,,2,26,35,-9,1047.0
6:33.0,J. Holiday enters the game for J. Carter,35-26, ,,2,26,35,-9,1047.0
6:33.0,B. Portis enters the game for J. Nwora,35-26, ,,2,26,35,-9,1047.0
6:33.0, ,35-26,J. Butler enters the game for B. Adebayo,,2,26,35,-9,1047.0
6:33.0, ,35-26,O. Robinson enters the game for V. Oladipo,,2,26,35,-9,1047.0
6:20.0,B. Lopez misses 2-pt jump shot from 11 ft,35-26, ,,2,26,35,-9,1060.0
6:15.0, ,35-26,Defensive rebound by H. Highsmith,,2,26,35,-9,1065.0
5:58.0, ,35-26,O. Robinson misses 2-pt jump shot from 7 ft,,2,26,35,-9,1082.0
5:52.0, ,35-26,Offensive rebound by J. Butler,,2,26,35,-9,1088.0
5:51.0, ,35-26,J. Butler misses 2-pt layup from 3 ft (block by J. Holiday),,2,26,35,-9,1089.0
5:51.0,Defensive rebound by A. Green,35-26, ,,2,26,35,-9,1089.0
5:46.0,B. Lopez misses 3-pt jump shot from 27 ft,35-26, ,,2,26,35,-9,1094.0
5:42.0,Offensive rebound by J. Holiday,35-26, ,,2,26,35,-9,1098.0
5:40.0,A. Green makes 3-pt jump shot from 27 ft (assist by J. Holiday),38-26, ,,2,26,38,-12,1100.0
5:23.0, ,38-26,M. Strus misses 2-pt layup from 6 ft,,2,26,38,-12,1117.0
5:21.0, ,38-26,Offensive rebound by M. Strus,,2,26,38,-12,1119.0
5:19.0, ,38-29,G. Vincent makes 3-pt jump shot from 27 ft (assist by H. Highsmith),,2,29,38,-9,1121.0
5:09.0,P. Connaughton misses 3-pt jump shot from 28 ft,38-29, ,,2,29,38,-9,1131.0
5:05.0, ,38-29,Defensive rebound by M. Strus,,2,29,38,-9,1135.0
4:55.0, ,38-31,G. Vincent makes 2-pt jump shot from 12 ft,,2,31,38,-7,1145.0
4:36.0,B. Lopez misses 2-pt jump shot from 10 ft,38-31, ,,2,31,38,-7,1164.0
4:32.0,Offensive rebound by J. Holiday,38-31, ,,2,31,38,-7,1168.0
4:28.0,J. Holiday makes 3-pt jump shot from 27 ft,41-31, ,,2,31,41,-10,1172.0
4:13.0, ,41-33,G. Vincent makes 2-pt jump shot from 23 ft,,2,33,41,-8,1187.0
4:13.0, ,41-33,Shooting foul by A. Green (drawn by G. Vincent),,2,33,41,-8,1187.0
4:13.0,M. Beauchamp enters the game for P. Connaughton,41-33, ,,2,33,41,-8,1187.0
4:13.0,J. Carter enters the game for A. Green,41-33, ,,2,33,41,-8,1187.0
4:13.0,S. Mamukelashvili enters the game for B. Lopez,41-33, ,,2,33,41,-8,1187.0
4:13.0, ,41-33,V. Oladipo enters the game for M. Strus,,2,33,41,-8,1187.0
4:13.0, ,41-34,G. Vincent makes free throw 1 of 1,,2,34,41,-7,1187.0
4:04.0,Turnover by J. Holiday (step out of bounds),41-34, ,,2,34,41,-7,1196.0
4:04.0, ,41-34,M. Strus enters the game for H. Highsmith,,2,34,41,-7,1196.0
3:47.0, ,41-34,J. Butler misses 2-pt jump shot from 14 ft,,2,34,41,-7,1213.0
3:43.0,Defensive rebound by B. Portis,41-34, ,,2,34,41,-7,1217.0
3:31.0,B. Portis misses 3-pt jump shot from 27 ft,41-34, ,,2,34,41,-7,1229.0
3:31.0, ,41-34,Defensive rebound by J. Butler,,2,34,41,-7,1229.0
3:22.0, ,41-34,Turnover by M. Strus (bad pass; steal by M. Beauchamp),,2,34,41,-7,1238.0
3:18.0,Turnover by M. Beauchamp (bad pass; steal by O. Robinson),41-34, ,,2,34,41,-7,1242.0
3:10.0, ,41-34,M. Strus misses 3-pt jump shot from 24 ft,,2,34,41,-7,1250.0
3:07.0, ,41-34,Offensive rebound by O. Robinson,,2,34,41,-7,1253.0
3:06.0, ,41-36,O. Robinson makes 2-pt dunk from 2 ft,,2,36,41,-5,1254.0
2:52.0,Turnover by B. Portis (lost ball; steal by G. Vincent),41-36, ,,2,36,41,-5,1268.0
2:47.0, ,41-36,G. Vincent misses 3-pt jump shot from 26 ft,,2,36,41,-5,1273.0
2:43.0,Defensive rebound by J. Carter,41-36, ,,2,36,41,-5,1277.0
2:38.0,M. Beauchamp misses 3-pt jump shot from 25 ft,41-36, ,,2,36,41,-5,1282.0
2:33.0, ,41-36,Defensive rebound by V. Oladipo,,2,36,41,-5,1287.0
2:27.0, ,41-36,V. Oladipo misses 2-pt layup from 6 ft,,2,36,41,-5,1293.0
2:27.0, ,41-36,Offensive rebound by J. Butler,,2,36,41,-5,1293.0
2:27.0, ,41-36,Shooting foul by J. Holiday (drawn by J. Butler),,2,36,41,-5,1293.0
2:27.0, ,41-37,J. Butler makes free throw 1 of 2,,2,37,41,-4,1293.0
2:27.0,J. Nwora enters the game for S. Mamukelashvili,41-37, ,,2,37,41,-4,1293.0
2:27.0, ,41-37,B. Adebayo enters the game for O. Robinson,,2,37,41,-4,1293.0
2:27.0, ,41-37,J. Cain enters the game for G. Vincent,,2,37,41,-4,1293.0
2:27.0, ,41-38,J. Butler makes free throw 2 of 2,,2,38,41,-3,1293.0
2:12.0,Shooting foul by B. Adebayo (drawn by J. Holiday),41-38, ,,2,38,41,-3,1308.0
2:12.0,J. Holiday makes free throw 1 of 2,42-38, ,,2,38,42,-4,1308.0
2:12.0,J. Holiday makes free throw 2 of 2,43-38, ,,2,38,43,-5,1308.0
1:58.0, ,43-38,J. Cain misses 3-pt jump shot from 23 ft,,2,38,43,-5,1322.0
1:57.0, ,43-38,Offensive rebound by Team,,2,38,43,-5,1323.0
1:43.0, ,43-41,M. Strus makes 3-pt jump shot from 30 ft,,2,41,43,-2,1337.0
1:27.0,Turnover by J. Holiday (bad pass; steal by J. Cain),43-41, ,,2,41,43,-2,1353.0
1:20.0, ,43-43,J. Cain makes 2-pt layup from 3 ft (assist by V. Oladipo),Tie,2,43,43,0,1360.0
0:57.0,J. Nwora misses 2-pt jump shot from 18 ft,43-43, ,,2,43,43,0,1383.0
0:55.0, ,43-43,Defensive rebound by J. Cain,,2,43,43,0,1385.0
0:45.0, ,43-43,Shooting foul by J. Carter (drawn by J. Butler),,2,43,43,0,1395.0
0:45.0, ,43-44,J. Butler makes free throw 1 of 2,Lead change,2,44,43,1,1395.0
0:45.0,P. Connaughton enters the game for M. Beauchamp,43-44, ,,2,44,43,1,1395.0
0:45.0,B. Lopez enters the game for J. Nwora,43-44, ,,2,44,43,1,1395.0
0:45.0, ,43-45,J. Butler makes free throw 2 of 2,,2,45,43,2,1395.0
0:33.0,B. Portis makes 2-pt layup from 5 ft (assist by J. Holiday),45-45, ,Tie,2,45,45,0,1407.0
0:11.0, ,45-45,M. Strus misses 2-pt layup from 4 ft,,2,45,45,0,1429.0
0:07.0, ,45-45,Offensive rebound by J. Butler,,2,45,45,0,1433.0
0:02.0, ,45-45,B. Adebayo misses 2-pt jump shot from 15 ft,,2,45,45,0,1438.0
0:02.0,Defensive rebound by B. Portis,45-45, ,,2,45,45,0,1438.0
0:00.0,End of 2nd quarter,45-45,,,2,45,45,0,1440.0
12:00.0,Start of 3rd quarter,45-45,,,3,45,45,0,1440.0
11:47.0, ,45-45,Turnover by J. Butler (bad pass; steal by B. Portis),,3,45,45,0,1453.0
11:39.0,M. Beauchamp misses 3-pt jump shot from 24 ft,45-45, ,,3,45,45,0,1461.0
11:35.0, ,45-45,Defensive rebound by M. Strus,,3,45,45,0,1465.0
11:26.0, ,45-47,B. Adebayo makes 2-pt jump shot from 9 ft (assist by J. Butler),,3,47,45,2,1474.0
11:09.0,J. Holiday misses 2-pt jump shot from 5 ft,45-47, ,,3,47,45,2,1491.0
11:06.0, ,45-47,Defensive rebound by J. Butler,,3,47,45,2,1494.0
11:03.0, ,45-49,J. Butler makes 2-pt jump shot from 15 ft (assist by G. Vincent),,3,49,45,4,1497.0
10:37.0,J. Holiday makes 3-pt jump shot from 26 ft,48-49, ,,3,49,48,1,1523.0
10:22.0, ,48-49,H. Highsmith misses 2-pt jump shot from 6 ft (block by B. Portis),,3,49,48,1,1538.0
10:19.0, ,48-49,Offensive rebound by H. Highsmith,,3,49,48,1,1541.0
10:17.0, ,48-49,H. Highsmith misses 3-pt jump shot from 27 ft,,3,49,48,1,1543.0
10:14.0,Defensive rebound by P. Connaughton,48-49, ,,3,49,48,1,1546.0
10:02.0,J. Holiday misses 3-pt jump shot from 23 ft,48-49, ,,3,49,48,1,1558.0
9:59.0, ,48-49,Defensive rebound by B. Adebayo,,3,49,48,1,1561.0
9:52.0, ,48-49,B. Adebayo misses 2-pt jump shot from 11 ft,,3,49,48,1,1568.0
9:48.0,Defensive rebound by B. Portis,48-49, ,,3,49,48,1,1572.0
9:42.0,B. Lopez makes 3-pt jump shot from 25 ft (assist by J. Holiday),51-49, ,Lead change,3,49,51,-2,1578.0
9:30.0, ,51-52,G. Vincent makes 3-pt jump shot from 27 ft,Lead change,3,52,51,1,1590.0
9:15.0,Shooting foul by H. Highsmith (drawn by J. Holiday),51-52, ,,3,52,51,1,1605.0
9:15.0,J. Holiday makes free throw 1 of 2,52-52, ,Tie,3,52,52,0,1605.0
9:15.0,J. Holiday misses free throw 2 of 2,52-52, ,,3,52,52,0,1605.0
9:11.0,Offensive rebound by B. Portis,52-52, ,,3,52,52,0,1609.0
9:09.0,B. Lopez misses 3-pt jump shot from 26 ft,52-52, ,,3,52,52,0,1611.0
9:05.0,Offensive rebound by M. Beauchamp,52-52, ,,3,52,52,0,1615.0
9:00.0,J. Holiday misses 2-pt jump shot from 12 ft,52-52, ,,3,52,52,0,1620.0
8:55.0, ,52-52,Defensive rebound by M. Strus,,3,52,52,0,1625.0
8:42.0, ,52-52,J. Butler misses 2-pt layup from 5 ft,,3,52,52,0,1638.0
8:39.0, ,52-52,Offensive rebound by B. Adebayo,,3,52,52,0,1641.0
8:39.0, ,52-52,B. Adebayo misses 2-pt layup at rim,,3,52,52,0,1641.0
8:39.0, ,52-52,Offensive rebound by J. Butler,,3,52,52,0,1641.0
8:39.0, ,52-52,Personal foul by B. Portis (drawn by B. Adebayo),,3,52,52,0,1641.0
8:30.0, ,52-52,J. Butler misses 3-pt jump shot from 27 ft,,3,52,52,0,1650.0
8:27.0,Defensive rebound by P. Connaughton,52-52, ,,3,52,52,0,1653.0
8:05.0,P. Connaughton misses 3-pt jump shot from 27 ft,52-52, ,,3,52,52,0,1675.0
8:00.0,Offensive rebound by B. Lopez,52-52, ,,3,52,52,0,1680.0
8:00.0,B. Lopez misses 2-pt layup at rim,52-52, ,,3,52,52,0,1680.0
7:59.0, ,52-52,Defensive rebound by B. Adebayo,,3,52,52,0,1681.0
7:57.0, ,52-52,J. Butler misses 2-pt layup from 6 ft,,3,52,52,0,1683.0
7:54.0,Defensive rebound by M. Beauchamp,52-52, ,,3,52,52,0,1686.0
7:47.0,P. Connaughton misses 3-pt jump shot from 24 ft,52-52, ,,3,52,52,0,1693.0
7:44.0, ,52-52,Defensive rebound by G. Vincent,,3,52,52,0,1696.0
7:41.0, ,52-52,G. Vincent misses 3-pt jump shot from 27 ft,,3,52,52,0,1699.0
7:41.0,Defensive rebound by J. Holiday,52-52, ,,3,52,52,0,1699.0
7:35.0,Shooting foul by G. Vincent (drawn by J. Holiday),52-52, ,,3,52,52,0,1705.0
7:35.0,J. Holiday makes free throw 1 of 2,53-52, ,Lead change,3,52,53,-1,1705.0
7:35.0,J. Carter enters the game for M. Beauchamp,53-52, ,,3,52,53,-1,1705.0
7:35.0,S. Mamukelashvili enters the game for B. Portis,53-52, ,,3,52,53,-1,1705.0
7:35.0,J. Holiday makes free throw 2 of 2,54-52, ,,3,52,54,-2,1705.0
7:20.0, ,54-54,G. Vincent makes 2-pt jump shot from 14 ft,Tie,3,54,54,0,1720.0
7:07.0,J. Holiday makes 2-pt layup from 4 ft,56-54, ,,3,54,56,-2,1733.0
6:46.0, ,56-54,H. Highsmith misses 3-pt jump shot from 23 ft,,3,54,56,-2,1754.0
6:46.0, ,56-54,Offensive rebound by G. Vincent,,3,54,56,-2,1754.0
6:39.0, ,56-56,B. Adebayo makes 2-pt dunk from 5 ft (assist by G. Vincent),Tie,3,56,56,0,1761.0
6:28.0,J. Carter misses 2-pt jump shot from 14 ft,56-56, ,,3,56,56,0,1772.0
6:25.0, ,56-56,Defensive rebound by B. Adebayo,,3,56,56,0,1775.0
6:21.0, ,56-58,B. Adebayo makes 2-pt jump shot from 10 ft (assist by J. Butler),Lead change,3,58,56,2,1779.0
6:13.0,Milwaukee full timeout,56-58, ,,3,58,56,2,1787.0
6:13.0,M. Beauchamp enters the game for P. Connaughton,56-58, ,,3,58,56,2,1787.0
6:13.0, ,56-58,V. Oladipo enters the game for M. Strus,,3,58,56,2,1787.0
6:04.0,Shooting foul by G. Vincent (drawn by J. Holiday),56-58, ,,3,58,56,2,1796.0
6:04.0,J. Holiday makes free throw 1 of 2,57-58, ,,3,58,57,1,1796.0
6:04.0,J. Holiday makes free throw 2 of 2,58-58, ,Tie,3,58,58,0,1796.0
5:44.0, ,58-61,G. Vincent makes 3-pt jump shot from 26 ft,,3,61,58,3,1816.0
5:23.0,J. Carter makes 3-pt jump shot from 28 ft (assist by J. Holiday),61-61, ,Tie,3,61,61,0,1837.0
5:12.0, ,61-61,G. Vincent misses 3-pt jump shot from 26 ft,,3,61,61,0,1848.0
5:10.0,Defensive rebound by S. Mamukelashvili,61-61, ,,3,61,61,0,1850.0
4:57.0,S. Mamukelashvili misses 3-pt jump shot from 28 ft,61-61, ,,3,61,61,0,1863.0
4:52.0, ,61-61,Defensive rebound by H. Highsmith,,3,61,61,0,1868.0
4:48.0, ,61-64,H. Highsmith makes 3-pt jump shot from 26 ft (assist by V. Oladipo),,3,64,61,3,1872.0
4:28.0,Turnover by M. Beauchamp (out of bounds lost ball),61-64, ,,3,64,61,3,1892.0
4:28.0,J. Nwora enters the game for M. Beauchamp,61-64, ,,3,64,61,3,1892.0
4:28.0, ,61-64,J. Cain enters the game for B. Adebayo,,3,64,61,3,1892.0
4:28.0, ,61-64,O. Robinson enters the game for H. Highsmith,,3,64,61,3,1892.0
4:28.0, ,61-64,M. Strus enters the game for G. Vincent,,3,64,61,3,1892.0
4:11.0, ,61-66,V. Oladipo makes 2-pt layup from 6 ft,,3,66,61,5,1909.0
4:11.0,B. Portis enters the game for B. Lopez,61-66, ,,3,66,61,5,1909.0
