Time,Memphis,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
6:27.0,Technical foul by T. Jenkins,11-10, ,,1,10,11,-1,333.0
6:27.0,S. Aldama enters the game for X. Tillman,11-10, ,,1,10,11,-1,333.0
6:27.0, ,11-11,J. Butler makes technical free throw,Tie,1,11,11,0,333.0
6:08.0,J. Jackson makes 2-pt layup from 3 ft (assist by S. Aldama),13-11, ,,1,11,13,-2,352.0
5:54.0, ,13-11,B. Adebayo misses 2-pt jump shot from 11 ft,,1,11,13,-2,366.0
5:52.0,Defensive rebound by J. Jackson,13-11, ,,1,11,13,-2,368.0
5:52.0,J. Konchar enters the game for D. Bane,13-11, ,,1,11,13,-2,368.0
5:52.0, ,13-11,M. Strus enters the game for B. Adebayo,,1,11,13,-2,368.0
5:52.0, ,13-11,O. Yurtseven enters the game for T. Herro,,1,11,13,-2,368.0
5:48.0,Jump ball: J. Jackson vs. K. Love (D. Brooks gains possession),13-11,,,1,11,13,-2,372.0
5:46.0,Personal foul by O. Yurtseven (drawn by J. Jackson),13-11, ,,1,11,13,-2,374.0
5:37.0,J. Jackson makes 2-pt hook shot from 6 ft,15-11, ,,1,11,15,-4,383.0
5:18.0, ,15-11,K. Love misses 3-pt jump shot from 27 ft,,1,11,15,-4,402.0
5:15.0,Defensive rebound by J. Jackson,15-11, ,,1,11,15,-4,405.0
5:11.0,Turnover by D. Brooks (discontinued dribble),15-11, ,,1,11,15,-4,409.0
4:54.0, ,15-14,K. Love makes 3-pt jump shot from 25 ft (assist by J. Butler),,1,14,15,-1,426.0
4:43.0,Personal foul by O. Yurtseven (drawn by J. Jackson),15-14, ,,1,14,15,-1,437.0
4:34.0,T. Jones makes 2-pt layup from 2 ft,17-14, ,,1,14,17,-3,446.0
4:34.0, ,17-14,Miami full timeout,,1,14,17,-3,446.0
4:11.0, ,17-16,J. Butler makes 2-pt jump shot from 12 ft,,1,16,17,-1,469.0
3:57.0,J. Jackson makes 3-pt jump shot from 28 ft (assist by T. Jones),20-16, ,,1,16,20,-4,483.0
3:41.0, ,20-16,Turnover by G. Vincent (lost ball; steal by J. Jackson),,1,16,20,-4,499.0
3:41.0,Personal foul by O. Yurtseven (drawn by D. Brooks),20-16, ,,1,16,20,-4,499.0
3:41.0, ,20-16,B. Adebayo enters the game for K. Love,,1,16,20,-4,499.0
3:41.0, ,20-16,C. Martin enters the game for O. Yurtseven,,1,16,20,-4,499.0
3:27.0,S. Aldama misses 3-pt jump shot from 25 ft,20-16, ,,1,16,20,-4,513.0
3:24.0, ,20-16,Defensive rebound by J. Butler,,1,16,20,-4,516.0
3:11.0, ,20-16,J. Butler misses 2-pt jump shot from 10 ft,,1,16,20,-4,529.0
3:08.0,Defensive rebound by J. Jackson,20-16, ,,1,16,20,-4,532.0
3:04.0,J. Jackson misses 3-pt jump shot from 25 ft,20-16, ,,1,16,20,-4,536.0
3:00.0,Offensive rebound by J. Konchar,20-16, ,,1,16,20,-4,540.0
2:58.0,T. Jones misses 3-pt jump shot from 26 ft,20-16, ,,1,16,20,-4,542.0
2:54.0, ,20-16,Defensive rebound by G. Vincent,,1,16,20,-4,546.0
2:54.0,D. Bane enters the game for J. Jackson,20-16, ,,1,16,20,-4,546.0
2:54.0,X. Tillman enters the game for T. Jones,20-16, ,,1,16,20,-4,546.0
2:54.0, ,20-16,T. Herro enters the game for G. Vincent,,1,16,20,-4,546.0
2:34.0, ,20-19,C. Martin makes 3-pt jump shot from 24 ft (assist by T. Herro),,1,19,20,-1,566.0
2:15.0,S. Aldama misses 3-pt jump shot from 26 ft,20-19, ,,1,19,20,-1,585.0
2:11.0,Offensive rebound by X. Tillman,20-19, ,,1,19,20,-1,589.0
2:10.0,X. Tillman makes 2-pt layup from 2 ft,22-19, ,,1,19,22,-3,590.0
1:59.0, ,22-21,B. Adebayo makes 2-pt jump shot from 10 ft,,1,21,22,-1,601.0
1:47.0,J. Konchar makes 3-pt jump shot from 23 ft (assist by X. Tillman),25-21, ,,1,21,25,-4,613.0
1:31.0, ,25-21,M. Strus misses 3-pt jump shot from 24 ft,,1,21,25,-4,629.0
1:28.0,Defensive rebound by D. Brooks,25-21, ,,1,21,25,-4,632.0
1:24.0,J. Konchar misses 3-pt jump shot from 23 ft,25-21, ,,1,21,25,-4,636.0
1:21.0, ,25-21,Defensive rebound by C. Martin,,1,21,25,-4,639.0
1:13.0, ,25-23,T. Herro makes 2-pt jump shot from 7 ft,,1,23,25,-2,647.0
1:01.0,D. Brooks misses 3-pt jump shot from 25 ft,25-23, ,,1,23,25,-2,659.0
0:58.0, ,25-23,Defensive rebound by B. Adebayo,,1,23,25,-2,662.0
0:50.0, ,25-23,Shooting foul by D. Brooks (drawn by J. Butler),,1,23,25,-2,670.0
0:50.0, ,25-24,J. Butler makes free throw 1 of 2,,1,24,25,-1,670.0
0:50.0, ,25-25,J. Butler makes free throw 2 of 2,Tie,1,25,25,0,670.0
0:33.0,D. Bane makes 2-pt jump shot from 9 ft,27-25, ,,1,25,27,-2,687.0
0:28.0, ,27-25,Personal foul by J. Konchar (drawn by J. Butler),,1,25,27,-2,692.0
0:28.0, ,27-26,J. Butler makes free throw 1 of 2,,1,26,27,-1,692.0
0:28.0, ,27-27,J. Butler makes free throw 2 of 2,Tie,1,27,27,0,692.0
0:10.0,Turnover by D. Bane (bad pass; steal by J. Butler),27-27, ,,1,27,27,0,710.0
0:06.0, ,27-27,Shooting foul by D. Bane (drawn by J. Butler),,1,27,27,0,714.0
0:06.0, ,27-28,J. Butler makes free throw 1 of 2,Lead change,1,28,27,1,714.0
0:06.0, ,27-29,J. Butler makes free throw 2 of 2,,1,29,27,2,714.0
0:06.0,T. Jones enters the game for X. Tillman,27-29, ,,1,29,27,2,714.0
0:00.0,T. Jones misses 2-pt jump shot from 12 ft,27-29, ,,1,29,27,2,720.0
0:00.0,Offensive rebound by Team,27-29, ,,1,29,27,2,720.0
0:00.0,End of 1st quarter,27-29,,,1,29,27,2,720.0
12:00.0,Start of 2nd quarter,27-29,,,2,29,27,2,720.0
11:45.0, ,27-31,B. Adebayo makes 2-pt dunk from 1 ft (assist by T. Herro),,2,31,27,4,735.0
11:20.0,D. Roddy misses 2-pt jump shot from 17 ft,27-31, ,,2,31,27,4,760.0
11:16.0, ,27-31,Defensive rebound by T. Herro,,2,31,27,4,764.0
11:00.0, ,27-31,K. Lowry misses 3-pt jump shot from 25 ft,,2,31,27,4,780.0
10:56.0,Defensive rebound by D. Bane,27-31, ,,2,31,27,4,784.0
10:53.0,D. Bane misses 3-pt jump shot from 29 ft,27-31, ,,2,31,27,4,787.0
10:49.0,Offensive rebound by S. Aldama,27-31, ,,2,31,27,4,791.0
10:48.0,S. Aldama makes 2-pt layup from 2 ft,29-31, ,,2,31,29,2,792.0
10:37.0, ,29-33,M. Strus makes 2-pt layup from 2 ft (assist by K. Lowry),,2,33,29,4,803.0
10:15.0,D. Bane misses 3-pt jump shot from 26 ft,29-33, ,,2,33,29,4,825.0
10:11.0, ,29-33,Defensive rebound by B. Adebayo,,2,33,29,4,829.0
10:04.0, ,29-33,B. Adebayo misses 2-pt jump shot from 5 ft,,2,33,29,4,836.0
10:01.0,Defensive rebound by D. Bane,29-33, ,,2,33,29,4,839.0
9:58.0,D. Roddy makes 3-pt jump shot from 28 ft (assist by D. Bane),32-33, ,,2,33,32,1,842.0
9:34.0, ,32-35,T. Herro makes 2-pt layup from 2 ft (assist by M. Strus),,2,35,32,3,866.0
9:18.0,X. Tillman makes 2-pt dunk from 1 ft (assist by D. Bane),34-35, ,,2,35,34,1,882.0
9:02.0, ,34-38,C. Martin makes 3-pt jump shot from 23 ft (assist by T. Herro),,2,38,34,4,898.0
8:49.0,D. Roddy makes 3-pt jump shot from 26 ft (assist by L. Kennard),37-38, ,,2,38,37,1,911.0
8:34.0, ,37-38,Shooting foul by L. Kennard (drawn by T. Herro),,2,38,37,1,926.0
8:34.0, ,37-39,T. Herro makes free throw 1 of 3,,2,39,37,2,926.0
8:34.0, ,37-40,T. Herro makes free throw 2 of 3,,2,40,37,3,926.0
8:34.0, ,37-40,H. Highsmith enters the game for B. Adebayo,,2,40,37,3,926.0
8:34.0, ,37-41,T. Herro makes free throw 3 of 3,,2,41,37,4,926.0
8:17.0,X. Tillman makes 2-pt dunk from 1 ft (assist by D. Roddy),39-41, ,,2,41,39,2,943.0
8:01.0, ,39-41,Turnover by C. Martin (bad pass; steal by L. Kennard),,2,41,39,2,959.0
7:40.0,S. Aldama misses 3-pt jump shot from 25 ft,39-41, ,,2,41,39,2,980.0
7:39.0, ,39-41,Defensive rebound by Team,,2,41,39,2,981.0
7:29.0, ,39-41,T. Herro misses 2-pt jump shot from 2 ft,,2,41,39,2,991.0
7:26.0,Defensive rebound by X. Tillman,39-41, ,,2,41,39,2,994.0
7:20.0,S. Aldama misses 3-pt jump shot from 25 ft,39-41, ,,2,41,39,2,1000.0
7:18.0, ,39-41,Defensive rebound by H. Highsmith,,2,41,39,2,1002.0
7:10.0, ,39-43,T. Herro makes 2-pt jump shot from 14 ft,,2,43,39,4,1010.0
6:55.0,D. Bane makes 3-pt jump shot from 28 ft,42-43, ,,2,43,42,1,1025.0
6:54.0, ,42-43,Miami full timeout,,2,43,42,1,1026.0
6:54.0,J. Jackson enters the game for S. Aldama,42-43, ,,2,43,42,1,1026.0
6:54.0,T. Jones enters the game for D. Bane,42-43, ,,2,43,42,1,1026.0
6:54.0,J. Konchar enters the game for X. Tillman,42-43, ,,2,43,42,1,1026.0
6:28.0, ,42-46,K. Lowry makes 3-pt jump shot from 23 ft (assist by T. Herro),,2,46,42,4,1052.0
6:09.0,L. Kennard misses 3-pt jump shot from 25 ft,42-46, ,,2,46,42,4,1071.0
6:08.0,Offensive rebound by D. Roddy,42-46, ,,2,46,42,4,1072.0
6:08.0,Shooting foul by H. Highsmith (drawn by D. Roddy),42-46, ,,2,46,42,4,1072.0
6:08.0,D. Roddy makes free throw 1 of 2,43-46, ,,2,46,43,3,1072.0
6:08.0,D. Roddy makes free throw 2 of 2,44-46, ,,2,46,44,2,1072.0
5:56.0, ,44-46,Shooting foul by D. Roddy (drawn by M. Strus),,2,46,44,2,1084.0
5:56.0, ,44-47,M. Strus makes free throw 1 of 2,,2,47,44,3,1084.0
5:56.0,D. Brooks enters the game for L. Kennard,44-47, ,,2,47,44,3,1084.0
5:56.0, ,44-47,J. Butler enters the game for T. Herro,,2,47,44,3,1084.0
5:56.0, ,44-48,M. Strus makes free throw 2 of 2,,2,48,44,4,1084.0
5:39.0,D. Roddy misses 2-pt layup from 4 ft,44-48, ,,2,48,44,4,1101.0
5:35.0, ,44-48,Defensive rebound by M. Strus,,2,48,44,4,1105.0
5:32.0, ,44-48,M. Strus misses 3-pt jump shot from 26 ft,,2,48,44,4,1108.0
5:29.0,Defensive rebound by D. Roddy,44-48, ,,2,48,44,4,1111.0
5:23.0,Turnover by D. Brooks (traveling),44-48, ,,2,48,44,4,1117.0
4:57.0, ,44-50,K. Lowry makes 2-pt layup from 3 ft (assist by M. Strus),,2,50,44,6,1143.0
4:37.0,J. Konchar misses 3-pt jump shot from 24 ft,44-50, ,,2,50,44,6,1163.0
4:33.0, ,44-50,Defensive rebound by J. Butler,,2,50,44,6,1167.0
4:21.0, ,44-50,J. Butler misses 2-pt jump shot from 13 ft,,2,50,44,6,1179.0
4:18.0, ,44-50,Offensive rebound by H. Highsmith,,2,50,44,6,1182.0
4:16.0, ,44-53,M. Strus makes 3-pt jump shot from 26 ft (assist by K. Lowry),,2,53,44,9,1184.0
4:16.0,Memphis full timeout,44-53, ,,2,53,44,9,1184.0
4:16.0, ,44-53,B. Adebayo enters the game for H. Highsmith,,2,53,44,9,1184.0
3:51.0,J. Jackson makes 2-pt jump shot from 8 ft,46-53, ,,2,53,46,7,1209.0
3:34.0, ,46-53,Shooting foul by D. Brooks (drawn by J. Butler),,2,53,46,7,1226.0
3:34.0, ,46-54,J. Butler makes free throw 1 of 2,,2,54,46,8,1226.0
3:34.0, ,46-55,J. Butler makes free throw 2 of 2,,2,55,46,9,1226.0
3:19.0,D. Roddy misses 3-pt jump shot from 23 ft,46-55, ,,2,55,46,9,1241.0
3:17.0, ,46-55,Defensive rebound by B. Adebayo,,2,55,46,9,1243.0
3:09.0, ,46-55,B. Adebayo misses 2-pt layup from 1 ft,,2,55,46,9,1251.0
3:08.0, ,46-55,Offensive rebound by J. Butler,,2,55,46,9,1252.0
3:06.0, ,46-57,J. Butler makes 2-pt layup from 1 ft,,2,57,46,11,1254.0
2:44.0,D. Brooks misses 3-pt jump shot from 27 ft,46-57, ,,2,57,46,11,1276.0
2:40.0,Offensive rebound by J. Konchar,46-57, ,,2,57,46,11,1280.0
2:40.0,Turnover by J. Konchar (bad pass),46-57, ,,2,57,46,11,1280.0
2:40.0,D. Bane enters the game for J. Konchar,46-57, ,,2,57,46,11,1280.0
2:40.0,X. Tillman enters the game for D. Roddy,46-57, ,,2,57,46,11,1280.0
2:40.0, ,46-57,G. Vincent enters the game for K. Lowry,,2,57,46,11,1280.0
2:25.0, ,46-57,B. Adebayo misses 2-pt layup from 2 ft,,2,57,46,11,1295.0
2:24.0, ,46-57,Offensive rebound by B. Adebayo,,2,57,46,11,1296.0
2:24.0, ,46-59,B. Adebayo makes 2-pt layup at rim,,2,59,46,13,1296.0
2:24.0,Memphis full timeout,46-59, ,,2,59,46,13,1296.0
2:24.0, ,46-59,T. Herro enters the game for M. Strus,,2,59,46,13,1296.0
2:06.0,D. Bane makes 3-pt jump shot from 25 ft (assist by D. Brooks),49-59, ,,2,59,49,10,1314.0
1:47.0, ,49-59,Shooting foul by D. Brooks (drawn by B. Adebayo),,2,59,49,10,1333.0
1:47.0, ,49-60,B. Adebayo makes free throw 1 of 2,,2,60,49,11,1333.0
1:47.0,D. Roddy enters the game for D. Brooks,49-60, ,,2,60,49,11,1333.0
1:47.0, ,49-61,B. Adebayo makes free throw 2 of 2,,2,61,49,12,1333.0
1:34.0,D. Roddy misses 3-pt jump shot from 28 ft,49-61, ,,2,61,49,12,1346.0
1:34.0, ,49-61,Defensive rebound by Team,,2,61,49,12,1346.0
1:11.0, ,49-61,B. Adebayo misses 2-pt jump shot from 18 ft,,2,61,49,12,1369.0
1:09.0,Defensive rebound by D. Bane,49-61, ,,2,61,49,12,1371.0
0:59.0,X. Tillman makes 2-pt jump shot from 7 ft (assist by T. Jones),51-61, ,,2,61,51,10,1381.0
0:55.0,Violation by Team (kicked ball),51-61, ,,2,61,51,10,1385.0
0:46.0, ,51-61,T. Herro misses 3-pt jump shot from 25 ft,,2,61,51,10,1394.0
0:44.0,Defensive rebound by J. Jackson,51-61, ,,2,61,51,10,1396.0
0:31.0,D. Bane misses 3-pt jump shot from 24 ft,51-61, ,,2,61,51,10,1409.0
0:28.0,Offensive rebound by J. Jackson,51-61, ,,2,61,51,10,1412.0
0:26.0,T. Jones misses 3-pt jump shot from 24 ft,51-61, ,,2,61,51,10,1414.0
0:24.0, ,51-61,Defensive rebound by J. Butler,,2,61,51,10,1416.0
0:21.0, ,51-63,B. Adebayo makes 2-pt dunk at rim (assist by J. Butler),,2,63,51,12,1419.0
0:21.0, ,51-63,Shooting foul by D. Bane (drawn by B. Adebayo),,2,63,51,12,1419.0
0:21.0, ,51-63,B. Adebayo misses free throw 1 of 1,,2,63,51,12,1419.0
0:18.0,Defensive rebound by D. Bane,51-63, ,,2,63,51,12,1422.0
0:02.0,Turnover by T. Jones (bad pass),51-63, ,,2,63,51,12,1438.0
0:00.0,End of 2nd quarter,51-63,,,2,63,51,12,1440.0
12:00.0,Start of 3rd quarter,51-63,,,3,63,51,12,1440.0
12:00.0, ,51-63,Violation by Team (delay of game),,3,63,51,12,1440.0
11:41.0, ,51-63,J. Butler misses 2-pt layup from 4 ft (block by J. Jackson),,3,63,51,12,1459.0
11:37.0, ,51-63,Offensive rebound by J. Butler,,3,63,51,12,1463.0
11:36.0, ,51-65,J. Butler makes 2-pt layup from 4 ft,,3,65,51,14,1464.0
11:20.0,J. Jackson makes 2-pt layup from 3 ft,53-65, ,,3,65,53,12,1480.0
10:56.0, ,53-67,T. Herro makes 2-pt jump shot from 15 ft,,3,67,53,14,1504.0
10:48.0,Personal foul by T. Herro (drawn by D. Brooks),53-67, ,,3,67,53,14,1512.0
10:48.0, ,53-67,Technical foul by T. Herro,,3,67,53,14,1512.0
10:48.0,D. Bane makes technical free throw,54-67, ,,3,67,54,13,1512.0
10:39.0,D. Bane misses 2-pt layup from 2 ft (block by J. Butler),54-67, ,,3,67,54,13,1521.0
10:34.0, ,54-67,Defensive rebound by T. Herro,,3,67,54,13,1526.0
10:31.0, ,54-67,Turnover by J. Butler (bad pass; steal by D. Bane),,3,67,54,13,1529.0
10:26.0,Turnover by D. Bane (bad pass; steal by G. Vincent),54-67, ,,3,67,54,13,1534.0
10:16.0, ,54-70,K. Love makes 3-pt jump shot from 25 ft (assist by J. Butler),,3,70,54,16,1544.0
10:00.0,D. Bane misses 3-pt jump shot from 24 ft,54-70, ,,3,70,54,16,1560.0
9:56.0, ,54-70,Defensive rebound by K. Love,,3,70,54,16,1564.0
9:49.0, ,54-70,T. Herro misses 3-pt jump shot from 26 ft,,3,70,54,16,1571.0
9:45.0,Defensive rebound by J. Jackson,54-70, ,,3,70,54,16,1575.0
9:31.0,D. Brooks makes 3-pt jump shot from 27 ft (assist by D. Bane),57-70, ,,3,70,57,13,1589.0
9:14.0, ,57-73,T. Herro makes 3-pt jump shot from 23 ft (assist by K. Love),,3,73,57,16,1606.0
8:55.0,J. Jackson makes 3-pt jump shot from 24 ft (assist by T. Jones),60-73, ,,3,73,60,13,1625.0
8:44.0, ,60-73,K. Love misses 3-pt jump shot from 26 ft,,3,73,60,13,1636.0
8:41.0,Defensive rebound by T. Jones,60-73, ,,3,73,60,13,1639.0
8:36.0,D. Bane misses 3-pt jump shot from 27 ft,60-73, ,,3,73,60,13,1644.0
8:32.0, ,60-73,Defensive rebound by B. Adebayo,,3,73,60,13,1648.0
8:16.0, ,60-75,G. Vincent makes 2-pt jump shot from 19 ft,,3,75,60,15,1664.0
8:05.0,T. Jones makes 2-pt layup from 1 ft (assist by X. Tillman),62-75, ,,3,75,62,13,1675.0
7:48.0, ,62-77,B. Adebayo makes 2-pt jump shot from 11 ft (assist by K. Love),,3,77,62,15,1692.0
7:36.0,T. Jones makes 2-pt jump shot from 1 ft,64-77, ,,3,77,64,13,1704.0
7:33.0, ,64-79,J. Butler makes 2-pt layup from 2 ft (assist by T. Herro),,3,79,64,15,1707.0
7:33.0, ,64-79,Shooting foul by X. Tillman (drawn by J. Butler),,3,79,64,15,1707.0
7:33.0,Memphis full timeout,64-79, ,,3,79,64,15,1707.0
7:33.0, ,64-80,J. Butler makes free throw 1 of 1,,3,80,64,16,1707.0
7:15.0,J. Jackson makes 2-pt layup from 1 ft,66-80, ,,3,80,66,14,1725.0
7:15.0,Shooting foul by K. Love (drawn by J. Jackson),66-80, ,,3,80,66,14,1725.0
7:15.0,J. Jackson misses free throw 1 of 1,66-80, ,,3,80,66,14,1725.0
7:13.0, ,66-80,Defensive rebound by Team,,3,80,66,14,1727.0
7:12.0,Loose ball foul by J. Jackson (drawn by B. Adebayo),66-80, ,,3,80,66,14,1728.0
6:59.0, ,66-80,Violation by Team (kicked ball),,3,80,66,14,1741.0
6:44.0, ,66-80,Flagrant foul type 2 by D. Bane (drawn by K. Love),,3,80,66,14,1756.0
6:44.0,Turnover by D. Bane (offensive foul),66-80, ,,3,80,66,14,1756.0
6:44.0,Instant Replay (Request: Ruling Stands),66-80, ,,3,80,66,14,1756.0
6:44.0,D. Bane ejected from game,66-80, ,,3,80,66,14,1756.0
6:44.0, ,66-80,K. Love misses flagrant free throw 1 of 2,,3,80,66,14,1756.0
6:44.0, ,66-80,Offensive rebound by Team,,3,80,66,14,1756.0
6:44.0, ,66-81,K. Love makes flagrant free throw 2 of 2,,3,81,66,15,1756.0
6:44.0,D. Roddy enters the game for D. Bane,66-81, ,,3,81,66,15,1756.0
6:35.0, ,66-83,T. Herro makes 2-pt jump shot from 12 ft (assist by B. Adebayo),,3,83,66,17,1765.0
6:21.0,J. Jackson makes 3-pt jump shot from 26 ft (assist by T. Jones),69-83, ,,3,83,69,14,1779.0
6:02.0, ,69-83,Turnover by T. Herro (out of bounds lost ball),,3,83,69,14,1798.0
5:51.0,X. Tillman misses 2-pt hook shot from 5 ft,69-83, ,,3,83,69,14,1809.0
5:48.0, ,69-83,Defensive rebound by K. Love,,3,83,69,14,1812.0
5:47.0, ,69-83,Turnover by G. Vincent (step out of bounds),,3,83,69,14,1813.0
5:34.0,J. Jackson misses 3-pt jump shot from 26 ft,69-83, ,,3,83,69,14,1826.0
5:31.0, ,69-83,Defensive rebound by T. Herro,,3,83,69,14,1829.0
5:19.0, ,69-86,G. Vincent makes 3-pt jump shot from 24 ft (assist by J. Butler),,3,86,69,17,1841.0
5:06.0,Shooting foul by K. Love (drawn by J. Jackson),69-86, ,,3,86,69,17,1854.0
5:06.0,J. Jackson makes free throw 1 of 2,70-86, ,,3,86,70,16,1854.0
5:06.0,S. Aldama enters the game for X. Tillman,70-86, ,,3,86,70,16,1854.0
5:06.0, ,70-86,H. Highsmith enters the game for B. Adebayo,,3,86,70,16,1854.0
5:06.0, ,70-86,M. Strus enters the game for T. Herro,,3,86,70,16,1854.0
5:06.0,J. Jackson misses free throw 2 of 2,70-86, ,,3,86,70,16,1854.0
5:02.0, ,70-86,Defensive rebound by H. Highsmith,,3,86,70,16,1858.0
4:51.0, ,70-88,G. Vincent makes 2-pt jump shot from 18 ft,,3,88,70,18,1869.0
4:32.0,D. Brooks makes 2-pt jump shot from 16 ft,72-88, ,,3,88,72,16,1888.0
4:16.0, ,72-91,K. Love makes 3-pt jump shot from 25 ft (assist by J. Butler),,3,91,72,19,1904.0
4:16.0,Memphis full timeout,72-91, ,,3,91,72,19,1904.0
3:52.0,S. Aldama makes 2-pt jump shot from 6 ft (assist by J. Jackson),74-91, ,,3,91,74,17,1928.0
3:25.0, ,74-91,Turnover by K. Love (lost ball; steal by J. Jackson),,3,91,74,17,1955.0
3:18.0,T. Jones makes 3-pt jump shot from 26 ft (assist by S. Aldama),77-91, ,,3,91,77,14,1962.0
3:15.0, ,77-91,Miami full timeout,,3,91,77,14,1965.0
3:00.0, ,77-91,H. Highsmith misses 3-pt jump shot from 24 ft,,3,91,77,14,1980.0
2:56.0,Defensive rebound by S. Aldama,77-91, ,,3,91,77,14,1984.0
2:51.0,S. Aldama misses 3-pt jump shot from 26 ft,77-91, ,,3,91,77,14,1989.0
2:46.0, ,77-91,Defensive rebound by J. Butler,,3,91,77,14,1994.0
2:42.0, ,77-94,M. Strus makes 3-pt jump shot from 23 ft (assist by H. Highsmith),,3,94,77,17,1998.0
