Time,Miami,Score,Indiana,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:50.0, ,70-73,Indiana full timeout,,3,70,73,-3,1810.0
5:50.0, ,70-73,T. McConnell enters the game for J. Smith,,3,70,73,-3,1810.0
5:32.0, ,70-75,T. Haliburton makes 2-pt jump shot from 12 ft (assist by T. McConnell),,3,70,75,-5,1828.0
5:05.0,C. Martin makes 2-pt jump shot from 12 ft,72-75, ,,3,72,75,-3,1855.0
4:54.0, ,72-75,T. Haliburton misses 3-pt jump shot from 34 ft,,3,72,75,-3,1866.0
4:51.0,Defensive rebound by K. Lowry,72-75, ,,3,72,75,-3,1869.0
4:36.0,T. Herro makes 2-pt jump shot from 8 ft,74-75, ,,3,74,75,-1,1884.0
4:21.0, ,74-78,T. Haliburton makes 3-pt jump shot from 26 ft (assist by T. McConnell),,3,74,78,-4,1899.0
4:06.0,K. Lowry misses 3-pt jump shot from 26 ft,74-78, ,,3,74,78,-4,1914.0
4:05.0, ,74-78,Defensive rebound by T. McConnell,,3,74,78,-4,1915.0
4:01.0, ,74-78,B. Mathurin misses 3-pt jump shot from 27 ft,,3,74,78,-4,1919.0
3:56.0,Defensive rebound by T. Herro,74-78, ,,3,74,78,-4,1924.0
3:50.0,Turnover by B. Adebayo (lost ball; steal by T. McConnell),74-78, ,,3,74,78,-4,1930.0
3:46.0, ,74-78,B. Hield misses 3-pt jump shot from 27 ft,,3,74,78,-4,1934.0
3:43.0,Defensive rebound by T. Herro,74-78, ,,3,74,78,-4,1937.0
3:30.0,M. Strus misses 3-pt jump shot from 28 ft,74-78, ,,3,74,78,-4,1950.0
3:28.0, ,74-78,Defensive rebound by B. Hield,,3,74,78,-4,1952.0
3:11.0, ,74-80,B. Mathurin makes 2-pt layup from 1 ft (assist by M. Turner),,3,74,80,-6,1969.0
3:11.0,Miami full timeout,74-80, ,,3,74,80,-6,1969.0
3:11.0,D. Dedmon enters the game for B. Adebayo,74-80, ,,3,74,80,-6,1969.0
3:11.0,D. Robinson enters the game for K. Lowry,74-80, ,,3,74,80,-6,1969.0
3:11.0,G. Vincent enters the game for M. Strus,74-80, ,,3,74,80,-6,1969.0
3:11.0, ,74-80,I. Jackson enters the game for M. Turner,,3,74,80,-6,1969.0
2:53.0,T. Herro misses 2-pt jump shot from 16 ft,74-80, ,,3,74,80,-6,1987.0
2:50.0, ,74-80,Defensive rebound by T. Haliburton,,3,74,80,-6,1990.0
2:43.0, ,74-80,Turnover by B. Mathurin (bad pass),,3,74,80,-6,1997.0
2:43.0, ,74-80,A. Nembhard enters the game for B. Mathurin,,3,74,80,-6,1997.0
2:23.0,D. Robinson misses 3-pt jump shot from 28 ft,74-80, ,,3,74,80,-6,2017.0
2:19.0, ,74-80,Defensive rebound by I. Jackson,,3,74,80,-6,2021.0
2:05.0, ,74-80,Turnover by B. Hield (bad pass),,3,74,80,-6,2035.0
1:45.0,T. Herro misses 2-pt layup from 1 ft,74-80, ,,3,74,80,-6,2055.0
1:43.0, ,74-80,Defensive rebound by I. Jackson,,3,74,80,-6,2057.0
1:38.0, ,74-80,T. Haliburton misses 3-pt jump shot from 27 ft,,3,74,80,-6,2062.0
1:34.0,Defensive rebound by C. Martin,74-80, ,,3,74,80,-6,2066.0
1:24.0,Turnover by C. Martin (bad pass; steal by T. Haliburton),74-80, ,,3,74,80,-6,2076.0
1:20.0, ,74-80,Turnover by B. Hield (traveling),,3,74,80,-6,2080.0
1:20.0,K. Lowry enters the game for T. Herro,74-80, ,,3,74,80,-6,2080.0
1:20.0,M. Strus enters the game for C. Martin,74-80, ,,3,74,80,-6,2080.0
0:58.0,G. Vincent makes 3-pt jump shot from 27 ft (assist by M. Strus),77-80, ,,3,77,80,-3,2102.0
0:42.0, ,77-80,B. Hield misses 3-pt jump shot from 27 ft,,3,77,80,-3,2118.0
0:39.0,Defensive rebound by D. Dedmon,77-80, ,,3,77,80,-3,2121.0
0:33.0,K. Lowry misses 3-pt jump shot from 26 ft,77-80, ,,3,77,80,-3,2127.0
0:30.0, ,77-80,Defensive rebound by T. McConnell,,3,77,80,-3,2130.0
0:13.0, ,77-80,Personal foul by D. Dedmon (drawn by I. Jackson),,3,77,80,-3,2147.0
0:13.0, ,77-80,Instant Replay (Request: Ruling Stands),,3,77,80,-3,2147.0
0:13.0,C. Martin enters the game for D. Robinson,77-80, ,,3,77,80,-3,2147.0
0:10.0, ,77-80,B. Hield misses 3-pt jump shot from 27 ft,,3,77,80,-3,2150.0
0:06.0,Defensive rebound by M. Strus,77-80, ,,3,77,80,-3,2154.0
0:01.0,Personal foul by B. Hield (drawn by D. Dedmon),77-80, ,,3,77,80,-3,2159.0
0:01.0,B. Adebayo enters the game for D. Dedmon,77-80, ,,3,77,80,-3,2159.0
0:01.0,D. Robinson enters the game for C. Martin,77-80, ,,3,77,80,-3,2159.0
0:01.0, ,77-80,O. Brissett enters the game for T. Haliburton,,3,77,80,-3,2159.0
0:01.0, ,77-80,B. Mathurin enters the game for B. Hield,,3,77,80,-3,2159.0
0:00.0,D. Robinson misses 3-pt jump shot from 27 ft,77-80, ,,3,77,80,-3,2160.0
0:00.0,Offensive rebound by Team,77-80, ,,3,77,80,-3,2160.0
0:00.0,End of 3rd quarter,77-80,,,3,77,80,-3,2160.0
12:00.0,Start of 4th quarter,77-80,,,4,77,80,-3,2160.0
11:39.0, ,77-80,O. Brissett misses 3-pt jump shot from 23 ft,,4,77,80,-3,2181.0
11:35.0,Defensive rebound by B. Adebayo,77-80, ,,4,77,80,-3,2185.0
11:23.0,B. Adebayo makes 2-pt hook shot from 4 ft,79-80, ,,4,79,80,-1,2197.0
11:09.0, ,79-83,B. Mathurin makes 3-pt jump shot from 26 ft (assist by T. McConnell),,4,79,83,-4,2211.0
10:52.0,M. Strus makes 3-pt jump shot from 26 ft (assist by B. Adebayo),82-83, ,,4,82,83,-1,2228.0
10:37.0, ,82-83,A. Nembhard misses 2-pt jump shot from 11 ft,,4,82,83,-1,2243.0
10:37.0, ,82-83,Offensive rebound by Team,,4,82,83,-1,2243.0
10:37.0,Loose ball foul by K. Lowry (drawn by I. Jackson),82-83, ,,4,82,83,-1,2243.0
10:28.0, ,82-83,Turnover by T. McConnell (lost ball; steal by G. Vincent),,4,82,83,-1,2252.0
10:24.0,Turnover by M. Strus (bad pass; steal by T. McConnell),82-83, ,,4,82,83,-1,2256.0
10:14.0, ,82-85,I. Jackson makes 2-pt dunk from 2 ft (assist by A. Nembhard),,4,82,85,-3,2266.0
9:58.0,Shooting foul by I. Jackson (drawn by B. Adebayo),82-85, ,,4,82,85,-3,2282.0
9:58.0,B. Adebayo makes free throw 1 of 2,83-85, ,,4,83,85,-2,2282.0
9:58.0,B. Adebayo makes free throw 2 of 2,84-85, ,,4,84,85,-1,2282.0
9:37.0, ,84-85,I. Jackson misses 2-pt layup at rim,,4,84,85,-1,2303.0
9:33.0, ,84-85,Offensive rebound by I. Jackson,,4,84,85,-1,2307.0
9:33.0, ,84-87,I. Jackson makes 2-pt dunk at rim,,4,84,87,-3,2307.0
9:25.0,Offensive foul by B. Adebayo (drawn by T. McConnell),84-87, ,,4,84,87,-3,2315.0
9:25.0,Turnover by B. Adebayo (offensive foul),84-87, ,,4,84,87,-3,2315.0
9:09.0, ,84-87,A. Nembhard misses 2-pt jump shot from 11 ft,,4,84,87,-3,2331.0
9:07.0, ,84-87,Offensive rebound by Team,,4,84,87,-3,2333.0
9:03.0, ,84-87,A. Nembhard misses 3-pt jump shot from 28 ft,,4,84,87,-3,2337.0
9:00.0,Defensive rebound by M. Strus,84-87, ,,4,84,87,-3,2340.0
8:51.0,D. Robinson misses 2-pt layup from 2 ft (block by I. Jackson),84-87, ,,4,84,87,-3,2349.0
8:48.0, ,84-87,Defensive rebound by A. Nembhard,,4,84,87,-3,2352.0
8:47.0, ,84-90,B. Mathurin makes 3-pt jump shot from 31 ft (assist by A. Nembhard),,4,84,90,-6,2353.0
8:45.0,Miami full timeout,84-90, ,,4,84,90,-6,2355.0
8:45.0,T. Herro enters the game for K. Lowry,84-90, ,,4,84,90,-6,2355.0
8:45.0,C. Martin enters the game for D. Robinson,84-90, ,,4,84,90,-6,2355.0
8:37.0,Turnover by B. Adebayo (dbl dribble),84-90, ,,4,84,90,-6,2363.0
8:17.0, ,84-90,Personal foul by G. Vincent (drawn by A. Nembhard),,4,84,90,-6,2383.0
8:14.0, ,84-90,B. Mathurin misses 3-pt jump shot from 27 ft,,4,84,90,-6,2386.0
8:11.0,Defensive rebound by G. Vincent,84-90, ,,4,84,90,-6,2389.0
8:01.0,Turnover by T. Herro (lost ball; steal by O. Brissett),84-90, ,,4,84,90,-6,2399.0
7:58.0, ,84-92,A. Nembhard makes 2-pt layup from 2 ft (assist by O. Brissett),,4,84,92,-8,2402.0
7:45.0,B. Adebayo makes 2-pt jump shot from 8 ft,86-92, ,,4,86,92,-6,2415.0
7:26.0, ,86-92,I. Jackson misses 2-pt jump shot from 18 ft,,4,86,92,-6,2434.0
7:23.0,Defensive rebound by G. Vincent,86-92, ,,4,86,92,-6,2437.0
7:12.0,Personal foul by B. Mathurin (drawn by B. Adebayo),86-92, ,,4,86,92,-6,2448.0
7:00.0,B. Adebayo makes 2-pt layup from 2 ft (assist by M. Strus),88-92, ,,4,88,92,-4,2460.0
7:00.0,Shooting foul by A. Nembhard (drawn by B. Adebayo),88-92, ,,4,88,92,-4,2460.0
7:00.0, ,88-92,T. Haliburton enters the game for O. Brissett,,4,88,92,-4,2460.0
7:00.0, ,88-92,B. Hield enters the game for I. Jackson,,4,88,92,-4,2460.0
7:00.0, ,88-92,M. Turner enters the game for T. McConnell,,4,88,92,-4,2460.0
7:00.0,B. Adebayo makes free throw 1 of 1,89-92, ,,4,89,92,-3,2460.0
6:44.0, ,89-94,A. Nembhard makes 2-pt jump shot from 14 ft (assist by T. Haliburton),,4,89,94,-5,2476.0
6:22.0,G. Vincent makes 2-pt layup from 2 ft (assist by T. Herro),91-94, ,,4,91,94,-3,2498.0
5:54.0, ,91-94,B. Hield misses 2-pt jump shot from 12 ft,,4,91,94,-3,2526.0
5:50.0,Defensive rebound by T. Herro,91-94, ,,4,91,94,-3,2530.0
5:35.0,G. Vincent makes 3-pt jump shot from 24 ft (assist by T. Herro),94-94, ,Tie,4,94,94,0,2545.0
5:09.0, ,94-94,Turnover by A. Nembhard (lost ball; steal by T. Herro),,4,94,94,0,2571.0
4:52.0,Turnover by B. Adebayo (bad pass),94-94, ,,4,94,94,0,2588.0
4:39.0, ,94-94,B. Hield misses 3-pt jump shot from 26 ft,,4,94,94,0,2601.0
4:36.0,Defensive rebound by B. Adebayo,94-94, ,,4,94,94,0,2604.0
4:14.0,Turnover by C. Martin (lost ball; steal by B. Hield),94-94, ,,4,94,94,0,2626.0
4:10.0, ,94-94,A. Nembhard misses 3-pt jump shot from 30 ft,,4,94,94,0,2630.0
4:06.0,Defensive rebound by M. Strus,94-94, ,,4,94,94,0,2634.0
4:03.0,Miami full timeout,94-94, ,,4,94,94,0,2637.0
4:03.0,K. Lowry enters the game for C. Martin,94-94, ,,4,94,94,0,2637.0
3:44.0,B. Adebayo misses 2-pt jump shot from 14 ft,94-94, ,,4,94,94,0,2656.0
3:40.0, ,94-94,Defensive rebound by T. Haliburton,,4,94,94,0,2660.0
3:22.0, ,94-97,B. Hield makes 3-pt jump shot from 29 ft (assist by T. Haliburton),,4,94,97,-3,2678.0
3:00.0,T. Herro misses 2-pt jump shot from 21 ft,94-97, ,,4,94,97,-3,2700.0
2:57.0, ,94-97,Defensive rebound by T. Haliburton,,4,94,97,-3,2703.0
2:47.0, ,94-97,B. Mathurin misses 2-pt layup at rim (block by K. Lowry),,4,94,97,-3,2713.0
2:47.0,Defensive rebound by Team,94-97, ,,4,94,97,-3,2713.0
2:26.0,M. Strus misses 3-pt jump shot from 28 ft,94-97, ,,4,94,97,-3,2734.0
2:23.0, ,94-97,Defensive rebound by M. Turner,,4,94,97,-3,2737.0
2:01.0, ,94-97,Turnover by M. Turner (3 sec),,4,94,97,-3,2759.0
1:40.0,T. Herro misses 2-pt layup at rim,94-97, ,,4,94,97,-3,2780.0
1:39.0,Offensive rebound by M. Strus,94-97, ,,4,94,97,-3,2781.0
1:39.0,M. Strus misses 2-pt layup at rim,94-97, ,,4,94,97,-3,2781.0
1:39.0, ,94-97,Defensive rebound by Team,,4,94,97,-3,2781.0
1:23.0, ,94-99,T. Haliburton makes 2-pt layup from 2 ft,,4,94,99,-5,2797.0
1:20.0,Shooting foul by M. Turner (drawn by T. Herro),94-99, ,,4,94,99,-5,2800.0
1:20.0,T. Herro makes free throw 1 of 3,95-99, ,,4,95,99,-4,2800.0
1:20.0,T. Herro makes free throw 2 of 3,96-99, ,,4,96,99,-3,2800.0
1:20.0,T. Herro makes free throw 3 of 3,97-99, ,,4,97,99,-2,2800.0
0:59.0, ,97-99,Shooting foul by G. Vincent (drawn by T. Haliburton),,4,97,99,-2,2821.0
0:59.0, ,97-99,T. Haliburton misses free throw 1 of 2,,4,97,99,-2,2821.0
0:59.0, ,97-99,Offensive rebound by Team,,4,97,99,-2,2821.0
0:59.0, ,97-100,T. Haliburton makes free throw 2 of 2,,4,97,100,-3,2821.0
0:49.0,B. Adebayo misses 2-pt jump shot from 15 ft,97-100, ,,4,97,100,-3,2831.0
0:46.0, ,97-100,Defensive rebound by T. Haliburton,,4,97,100,-3,2834.0
0:28.0, ,97-100,T. Haliburton misses 3-pt jump shot from 30 ft,,4,97,100,-3,2852.0
0:25.0, ,97-100,Offensive rebound by B. Hield,,4,97,100,-3,2855.0
0:23.0,Jump ball: G. Vincent vs. B. Hield (M. Strus gains possession),97-100,,,4,97,100,-3,2857.0
0:23.0, ,97-100,Turnover by B. Hield (lost ball; steal by G. Vincent),,4,97,100,-3,2857.0
0:21.0,Miami full timeout,97-100, ,,4,97,100,-3,2859.0
0:21.0, ,97-100,T. McConnell enters the game for T. Haliburton,,4,97,100,-3,2859.0
0:10.0,M. Strus misses 2-pt layup from 1 ft (block by M. Turner),97-100, ,,4,97,100,-3,2870.0
0:10.0,Offensive rebound by K. Lowry,97-100, ,,4,97,100,-3,2870.0
0:10.0,Instant Replay (Request: Ruling Stands),97-100, ,,4,97,100,-3,2870.0
0:10.0, ,97-100,T. Haliburton enters the game for T. McConnell,,4,97,100,-3,2870.0
0:08.0,Personal foul by A. Nembhard (drawn by T. Herro),97-100, ,,4,97,100,-3,2872.0
0:08.0,T. Herro makes free throw 1 of 2,98-100, ,,4,98,100,-2,2872.0
0:08.0,T. Herro makes free throw 2 of 2,99-100, ,,4,99,100,-1,2872.0
0:08.0, ,99-100,Indiana full timeout,,4,99,100,-1,2872.0
0:08.0,C. Martin enters the game for T. Herro,99-100, ,,4,99,100,-1,2872.0
0:08.0, ,99-100,T. McConnell enters the game for M. Turner,,4,99,100,-1,2872.0
0:07.0, ,99-100,Personal foul by M. Strus (drawn by B. Mathurin),,4,99,100,-1,2873.0
0:07.0, ,99-100,B. Mathurin misses free throw 1 of 2,,4,99,100,-1,2873.0
0:07.0, ,99-100,Offensive rebound by Team,,4,99,100,-1,2873.0
0:07.0,D. Dedmon enters the game for G. Vincent,99-100, ,,4,99,100,-1,2873.0
0:07.0, ,99-100,M. Turner enters the game for T. Haliburton,,4,99,100,-1,2873.0
0:07.0, ,99-101,B. Mathurin makes free throw 2 of 2,,4,99,101,-2,2873.0
0:07.0,Miami full timeout,99-101, ,,4,99,101,-2,2873.0
0:07.0,T. Herro enters the game for D. Dedmon,99-101, ,,4,99,101,-2,2873.0
0:07.0,G. Vincent enters the game for C. Martin,99-101, ,,4,99,101,-2,2873.0
0:01.0,T. Herro misses 3-pt jump shot from 28 ft,99-101, ,,4,99,101,-2,2879.0
0:01.0,Offensive rebound by Team,99-101, ,,4,99,101,-2,2879.0
0:00.0,End of 4th quarter,99-101,,,4,99,101,-2,2880.0
