Time,Brooklyn,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:47.0,Defensive rebound by Team,18-13, ,,1,13,18,-5,373.0
5:47.0, ,18-13,V. Oladipo enters the game for T. Herro,,1,13,18,-5,373.0
5:34.0,K. Durant makes 2-pt jump shot from 8 ft (assist by K. Irving),20-13, ,,1,13,20,-7,386.0
5:32.0, ,20-13,Miami full timeout,,1,13,20,-7,388.0
5:32.0, ,20-13,O. Robinson enters the game for B. Adebayo,,1,13,20,-7,388.0
5:32.0, ,20-13,M. Strus enters the game for H. Highsmith,,1,13,20,-7,388.0
5:17.0, ,20-15,J. Butler makes 2-pt jump shot from 18 ft,,1,15,20,-5,403.0
4:49.0,K. Irving misses 3-pt jump shot from 24 ft,20-15, ,,1,15,20,-5,431.0
4:47.0, ,20-15,Defensive rebound by K. Lowry,,1,15,20,-5,433.0
4:39.0, ,20-18,V. Oladipo makes 3-pt jump shot from 25 ft (assist by K. Lowry),,1,18,20,-2,441.0
4:12.0,T. Warren misses 2-pt jump shot from 15 ft,20-18, ,,1,18,20,-2,468.0
4:10.0, ,20-18,Defensive rebound by J. Butler,,1,18,20,-2,470.0
3:57.0, ,20-20,J. Butler makes 2-pt jump shot from 10 ft,Tie,1,20,20,0,483.0
3:41.0,B. Simmons misses 2-pt hook shot from 10 ft,20-20, ,,1,20,20,0,499.0
3:38.0, ,20-20,Defensive rebound by K. Lowry,,1,20,20,0,502.0
3:25.0, ,20-20,J. Butler misses 2-pt hook shot from 5 ft (block by N. Claxton),,1,20,20,0,515.0
3:21.0, ,20-20,Offensive rebound by J. Butler,,1,20,20,0,519.0
3:19.0, ,20-20,J. Butler misses 2-pt jump shot from 16 ft,,1,20,20,0,521.0
3:16.0,Defensive rebound by B. Simmons,20-20, ,,1,20,20,0,524.0
3:11.0,T. Warren makes 2-pt jump shot from 3 ft (assist by B. Simmons),22-20, ,,1,20,22,-2,529.0
2:50.0, ,22-20,K. Lowry misses 3-pt jump shot from 29 ft,,1,20,22,-2,550.0
2:47.0,Defensive rebound by N. Claxton,22-20, ,,1,20,22,-2,553.0
2:39.0,Turnover by K. Durant (bad pass; steal by V. Oladipo),22-20, ,,1,20,22,-2,561.0
2:34.0, ,22-20,J. Butler misses 3-pt jump shot from 25 ft,,1,20,22,-2,566.0
2:28.0,Defensive rebound by K. Durant,22-20, ,,1,20,22,-2,572.0
2:16.0,T. Warren misses 2-pt jump shot from 9 ft,22-20, ,,1,20,22,-2,584.0
2:14.0, ,22-20,Defensive rebound by O. Robinson,,1,20,22,-2,586.0
2:08.0, ,22-23,V. Oladipo makes 3-pt jump shot from 26 ft,Lead change,1,23,22,1,592.0
1:40.0,K. Irving misses 2-pt jump shot from 2 ft,22-23, ,,1,23,22,1,620.0
1:36.0, ,22-23,Defensive rebound by O. Robinson,,1,23,22,1,624.0
1:34.0, ,22-23,J. Butler misses 2-pt layup from 4 ft,,1,23,22,1,626.0
1:31.0,Defensive rebound by K. Durant,22-23, ,,1,23,22,1,629.0
1:27.0,K. Irving makes 3-pt jump shot from 25 ft (assist by K. Durant),25-23, ,Lead change,1,23,25,-2,633.0
1:12.0, ,25-23,V. Oladipo misses 2-pt jump shot from 18 ft,,1,23,25,-2,648.0
1:12.0, ,25-23,Offensive rebound by J. Butler,,1,23,25,-2,648.0
1:10.0, ,25-23,Shooting foul by N. Claxton (drawn by J. Butler),,1,23,25,-2,650.0
1:10.0, ,25-24,J. Butler makes free throw 1 of 2,,1,24,25,-1,650.0
1:10.0,S. Curry enters the game for N. Claxton,25-24, ,,1,24,25,-1,650.0
1:10.0,Y. Watanabe enters the game for K. Irving,25-24, ,,1,24,25,-1,650.0
1:10.0, ,25-24,B. Adebayo enters the game for K. Lowry,,1,24,25,-1,650.0
1:10.0, ,25-24,G. Vincent enters the game for O. Robinson,,1,24,25,-1,650.0
1:10.0, ,25-25,J. Butler makes free throw 2 of 2,Tie,1,25,25,0,650.0
0:50.0,Turnover by Y. Watanabe (lost ball; steal by J. Butler),25-25, ,,1,25,25,0,670.0
0:41.0, ,25-25,V. Oladipo misses 3-pt jump shot from 25 ft,,1,25,25,0,679.0
0:38.0,Defensive rebound by B. Simmons,25-25, ,,1,25,25,0,682.0
0:23.0,T. Warren makes 3-pt jump shot from 25 ft (assist by K. Durant),28-25, ,,1,25,28,-3,697.0
0:06.0, ,28-27,J. Butler makes 2-pt dunk from 1 ft (assist by V. Oladipo),,1,27,28,-1,714.0
0:01.0,T. Warren makes 3-pt jump shot from 25 ft,31-27, ,,1,27,31,-4,719.0
0:00.0, ,31-30,G. Vincent makes 3-pt jump shot from 24 ft (assist by V. Oladipo),,1,30,31,-1,720.0
0:00.0, ,31-30,Instant Replay (Request: Ruling Stands),,1,30,31,-1,720.0
0:00.0,End of 1st quarter,31-30,,,1,30,31,-1,720.0
12:00.0,Start of 2nd quarter,31-30,,,2,30,31,-1,720.0
11:35.0,S. Curry makes 2-pt jump shot from 10 ft (assist by R. O'Neale),33-30, ,,2,30,33,-3,745.0
11:18.0, ,33-30,Personal foul by J. Harris (drawn by B. Adebayo),,2,30,33,-3,762.0
11:04.0, ,33-30,T. Herro misses 2-pt jump shot from 10 ft,,2,30,33,-3,776.0
11:02.0,Defensive rebound by N. Claxton,33-30, ,,2,30,33,-3,778.0
10:46.0,J. Harris makes 2-pt jump shot from 19 ft (assist by R. O'Neale),35-30, ,,2,30,35,-5,794.0
10:33.0, ,35-33,M. Strus makes 3-pt jump shot from 26 ft (assist by G. Vincent),,2,33,35,-2,807.0
10:13.0,K. Irving makes 2-pt jump shot from 17 ft (assist by R. O'Neale),37-33, ,,2,33,37,-4,827.0
9:55.0, ,37-35,M. Strus makes 2-pt jump shot from 11 ft,,2,35,37,-2,845.0
9:37.0,K. Irving misses 3-pt jump shot from 26 ft,37-35, ,,2,35,37,-2,863.0
9:35.0, ,37-35,Defensive rebound by B. Adebayo,,2,35,37,-2,865.0
9:31.0, ,37-35,Personal foul by N. Claxton (drawn by B. Adebayo),,2,35,37,-2,869.0
9:31.0,B. Simmons enters the game for N. Claxton,37-35, ,,2,35,37,-2,869.0
9:20.0, ,37-35,B. Adebayo misses 2-pt hook shot from 10 ft,,2,35,37,-2,880.0
9:18.0,Defensive rebound by J. Harris,37-35, ,,2,35,37,-2,882.0
9:11.0,J. Harris makes 2-pt layup from 2 ft,39-35, ,,2,35,39,-4,889.0
9:10.0, ,39-35,Turnover by G. Vincent (bad pass; steal by S. Curry),,2,35,39,-4,890.0
9:10.0,S. Curry misses 2-pt jump shot from 13 ft,39-35, ,,2,35,39,-4,890.0
9:08.0, ,39-35,Defensive rebound by M. Strus,,2,35,39,-4,892.0
9:03.0, ,39-35,V. Oladipo misses 2-pt layup from 1 ft,,2,35,39,-4,897.0
9:02.0, ,39-35,Offensive rebound by B. Adebayo,,2,35,39,-4,898.0
9:02.0, ,39-37,B. Adebayo makes 2-pt layup at rim,,2,37,39,-2,898.0
8:55.0,K. Irving makes 3-pt jump shot from 27 ft (assist by B. Simmons),42-37, ,,2,37,42,-5,905.0
8:36.0, ,42-37,Turnover by T. Herro (traveling),,2,37,42,-5,924.0
8:17.0,K. Irving misses 3-pt jump shot from 27 ft,42-37, ,,2,37,42,-5,943.0
8:15.0, ,42-37,Defensive rebound by T. Herro,,2,37,42,-5,945.0
8:02.0, ,42-39,B. Adebayo makes 2-pt hook shot from 7 ft (assist by T. Herro),,2,39,42,-3,958.0
7:55.0,Personal foul by G. Vincent (drawn by B. Simmons),42-39, ,,2,39,42,-3,965.0
7:47.0,Shooting foul by B. Adebayo (drawn by K. Irving),42-39, ,,2,39,42,-3,973.0
7:47.0,K. Irving misses free throw 1 of 2,42-39, ,,2,39,42,-3,973.0
7:47.0,Offensive rebound by Team,42-39, ,,2,39,42,-3,973.0
7:47.0,K. Irving makes free throw 2 of 2,43-39, ,,2,39,43,-4,973.0
7:37.0, ,43-42,T. Herro makes 3-pt jump shot from 24 ft (assist by G. Vincent),,2,42,43,-1,983.0
7:24.0,R. O'Neale makes 2-pt layup from 1 ft,45-42, ,,2,42,45,-3,996.0
7:24.0,Shooting foul by T. Herro (drawn by R. O'Neale),45-42, ,,2,42,45,-3,996.0
7:24.0,R. O'Neale makes free throw 1 of 1,46-42, ,,2,42,46,-4,996.0
7:21.0, ,46-42,Personal foul by S. Curry (drawn by G. Vincent),,2,42,46,-4,999.0
7:10.0, ,46-44,T. Herro makes 2-pt jump shot from 9 ft (assist by M. Strus),,2,44,46,-2,1010.0
6:46.0,Turnover by Team (shot clock),46-44, ,,2,44,46,-2,1034.0
6:46.0, ,46-44,Miami full timeout,,2,44,46,-2,1034.0
6:46.0,K. Durant enters the game for K. Irving,46-44, ,,2,44,46,-2,1034.0
6:28.0, ,46-44,Shooting foul by B. Simmons (drawn by B. Adebayo),,2,44,46,-2,1052.0
6:28.0, ,46-44,B. Adebayo misses free throw 1 of 2,,2,44,46,-2,1052.0
6:28.0, ,46-44,Offensive rebound by Team,,2,44,46,-2,1052.0
6:28.0, ,46-44,B. Adebayo misses free throw 2 of 2,,2,44,46,-2,1052.0
6:25.0,Defensive rebound by B. Simmons,46-44, ,,2,44,46,-2,1055.0
6:04.0,K. Durant misses 2-pt jump shot from 16 ft (block by B. Adebayo),46-44, ,,2,44,46,-2,1076.0
6:01.0, ,46-44,Defensive rebound by T. Herro,,2,44,46,-2,1079.0
5:55.0, ,46-44,B. Adebayo misses 2-pt jump shot from 8 ft (block by B. Simmons),,2,44,46,-2,1085.0
5:53.0,Defensive rebound by R. O'Neale,46-44, ,,2,44,46,-2,1087.0
5:43.0,K. Durant makes 2-pt jump shot from 16 ft,48-44, ,,2,44,48,-4,1097.0
5:32.0, ,48-47,T. Herro makes 3-pt jump shot from 25 ft (assist by B. Adebayo),,2,47,48,-1,1108.0
5:19.0,S. Curry makes 3-pt jump shot from 26 ft,51-47, ,,2,47,51,-4,1121.0
5:09.0, ,51-49,B. Adebayo makes 2-pt dunk from 1 ft (assist by V. Oladipo),,2,49,51,-2,1131.0
5:09.0, ,51-49,Shooting foul by J. Harris (drawn by B. Adebayo),,2,49,51,-2,1131.0
5:09.0, ,51-49,J. Butler enters the game for T. Herro,,2,49,51,-2,1131.0
5:09.0, ,51-49,K. Lowry enters the game for V. Oladipo,,2,49,51,-2,1131.0
5:09.0, ,51-49,B. Adebayo misses free throw 1 of 1,,2,49,51,-2,1131.0
5:09.0,Defensive rebound by B. Simmons,51-49, ,,2,49,51,-2,1131.0
4:55.0,Shooting foul by J. Butler (drawn by K. Durant),51-49, ,,2,49,51,-2,1145.0
4:55.0,K. Durant makes free throw 1 of 2,52-49, ,,2,49,52,-3,1145.0
4:55.0,T. Warren enters the game for J. Harris,52-49, ,,2,49,52,-3,1145.0
4:55.0,Y. Watanabe enters the game for B. Simmons,52-49, ,,2,49,52,-3,1145.0
4:55.0, ,52-49,O. Robinson enters the game for B. Adebayo,,2,49,52,-3,1145.0
4:55.0,K. Durant makes free throw 2 of 2,53-49, ,,2,49,53,-4,1145.0
4:43.0, ,53-51,O. Robinson makes 2-pt layup from 2 ft (assist by K. Lowry),,2,51,53,-2,1157.0
4:24.0,T. Warren misses 3-pt jump shot from 26 ft,53-51, ,,2,51,53,-2,1176.0
4:21.0, ,53-51,Defensive rebound by O. Robinson,,2,51,53,-2,1179.0
4:17.0, ,53-53,M. Strus makes 2-pt layup from 2 ft (assist by K. Lowry),Tie,2,53,53,0,1183.0
4:05.0,Personal foul by K. Lowry (drawn by K. Durant),53-53, ,,2,53,53,0,1195.0
4:05.0,K. Durant makes free throw 1 of 2,54-53, ,,2,53,54,-1,1195.0
4:05.0, ,54-53,T. Herro enters the game for M. Strus,,2,53,54,-1,1195.0
4:05.0, ,54-53,V. Oladipo enters the game for G. Vincent,,2,53,54,-1,1195.0
4:05.0,K. Durant misses free throw 2 of 2,54-53, ,,2,53,54,-1,1195.0
4:02.0, ,54-53,Defensive rebound by O. Robinson,,2,53,54,-1,1198.0
3:54.0, ,54-55,O. Robinson makes 2-pt jump shot from 6 ft (assist by K. Lowry),Lead change,2,55,54,1,1206.0
3:35.0,Personal foul by V. Oladipo (drawn by K. Durant),54-55, ,,2,55,54,1,1225.0
3:35.0,K. Durant makes free throw 1 of 2,55-55, ,Tie,2,55,55,0,1225.0
3:35.0,K. Durant makes free throw 2 of 2,56-55, ,Lead change,2,55,56,-1,1225.0
3:22.0, ,56-57,K. Lowry makes 2-pt jump shot from 13 ft,Lead change,2,57,56,1,1238.0
3:02.0,S. Curry misses 3-pt jump shot from 25 ft,56-57, ,,2,57,56,1,1258.0
3:00.0, ,56-57,Defensive rebound by K. Lowry,,2,57,56,1,1260.0
2:55.0, ,56-57,K. Lowry misses 2-pt jump shot from 2 ft,,2,57,56,1,1265.0
2:53.0, ,56-57,Offensive rebound by J. Butler,,2,57,56,1,1267.0
2:44.0, ,56-59,J. Butler makes 2-pt layup from 1 ft,,2,59,56,3,1276.0
2:44.0,Brooklyn full timeout,56-59, ,,2,59,56,3,1276.0
2:44.0,J. Harris enters the game for S. Curry,56-59, ,,2,59,56,3,1276.0
2:44.0,K. Irving enters the game for R. O'Neale,56-59, ,,2,59,56,3,1276.0
2:28.0,Turnover by K. Irving (bad pass; steal by K. Lowry),56-59, ,,2,59,56,3,1292.0
2:24.0, ,56-59,T. Herro misses 3-pt jump shot from 29 ft,,2,59,56,3,1296.0
2:24.0, ,56-59,Offensive rebound by Team,,2,59,56,3,1296.0
2:24.0,Loose ball foul by J. Harris (drawn by J. Butler),56-59, ,,2,59,56,3,1296.0
2:24.0, ,56-60,J. Butler makes free throw 1 of 2,,2,60,56,4,1296.0
2:24.0, ,56-60,J. Butler misses free throw 2 of 2,,2,60,56,4,1296.0
2:21.0,Defensive rebound by T. Warren,56-60, ,,2,60,56,4,1299.0
2:08.0,Y. Watanabe makes 3-pt jump shot from 24 ft (assist by T. Warren),59-60, ,,2,60,59,1,1312.0
1:52.0, ,59-60,T. Herro misses 3-pt jump shot from 25 ft,,2,60,59,1,1328.0
1:52.0,Defensive rebound by Team,59-60, ,,2,60,59,1,1328.0
1:52.0, ,59-60,B. Adebayo enters the game for O. Robinson,,2,60,59,1,1328.0
1:35.0,K. Irving makes 2-pt layup from 2 ft,61-60, ,Lead change,2,60,61,-1,1345.0
1:11.0, ,61-62,T. Herro makes 2-pt jump shot from 5 ft (assist by J. Butler),Lead change,2,62,61,1,1369.0
0:50.0,T. Warren misses 2-pt jump shot from 10 ft,61-62, ,,2,62,61,1,1390.0
0:47.0, ,61-62,Defensive rebound by K. Lowry,,2,62,61,1,1393.0
0:44.0, ,61-62,K. Lowry misses 3-pt jump shot from 25 ft,,2,62,61,1,1396.0
0:39.0,Defensive rebound by T. Warren,61-62, ,,2,62,61,1,1401.0
0:38.0,Personal foul by K. Lowry (drawn by K. Irving),61-62, ,,2,62,61,1,1402.0
0:38.0,K. Irving makes free throw 1 of 2,62-62, ,Tie,2,62,62,0,1402.0
0:38.0, ,62-62,G. Vincent enters the game for K. Lowry,,2,62,62,0,1402.0
0:38.0,K. Irving makes free throw 2 of 2,63-62, ,Lead change,2,62,63,-1,1402.0
0:24.0, ,63-62,Turnover by J. Butler (bad pass),,2,62,63,-1,1416.0
0:04.0,K. Irving makes 3-pt jump shot from 26 ft,66-62, ,,2,62,66,-4,1436.0
0:01.0, ,66-62,Personal foul by T. Warren (drawn by V. Oladipo),,2,62,66,-4,1439.0
0:01.0, ,66-63,V. Oladipo makes free throw 1 of 2,,2,63,66,-3,1439.0
0:01.0,N. Claxton enters the game for J. Harris,66-63, ,,2,63,66,-3,1439.0
0:01.0, ,66-63,H. Highsmith enters the game for T. Herro,,2,63,66,-3,1439.0
0:01.0, ,66-64,V. Oladipo makes free throw 2 of 2,,2,64,66,-2,1439.0
0:00.0,End of 2nd quarter,66-64,,,2,64,66,-2,1440.0
12:00.0,Start of 3rd quarter,66-64,,,3,64,66,-2,1440.0
11:38.0,K. Durant misses 3-pt jump shot from 27 ft,66-64, ,,3,64,66,-2,1462.0
11:35.0, ,66-64,Defensive rebound by H. Highsmith,,3,64,66,-2,1465.0
11:15.0, ,66-64,K. Lowry misses 3-pt jump shot from 26 ft,,3,64,66,-2,1485.0
11:13.0,Defensive rebound by N. Claxton,66-64, ,,3,64,66,-2,1487.0
10:56.0,R. O'Neale misses 3-pt jump shot from 26 ft,66-64, ,,3,64,66,-2,1504.0
10:52.0, ,66-64,Defensive rebound by B. Adebayo,,3,64,66,-2,1508.0
10:44.0, ,66-64,Personal foul by B. Simmons (drawn by B. Adebayo),,3,64,66,-2,1516.0
10:32.0, ,66-64,B. Adebayo misses 2-pt jump shot from 5 ft,,3,64,66,-2,1528.0
10:29.0,Defensive rebound by B. Simmons,66-64, ,,3,64,66,-2,1531.0
10:28.0,Personal foul by H. Highsmith (drawn by K. Irving),66-64, ,,3,64,66,-2,1532.0
10:09.0,N. Claxton misses 2-pt jump shot from 14 ft,66-64, ,,3,64,66,-2,1551.0
10:09.0,Offensive rebound by Team,66-64, ,,3,64,66,-2,1551.0
10:09.0,Turnover by Team (shot clock),66-64, ,,3,64,66,-2,1551.0
10:04.0, ,66-64,T. Herro misses 3-pt jump shot from 26 ft,,3,64,66,-2,1556.0
10:01.0,Defensive rebound by N. Claxton,66-64, ,,3,64,66,-2,1559.0
9:55.0,N. Claxton makes 2-pt layup from 1 ft (assist by B. Simmons),68-64, ,,3,64,68,-4,1565.0
9:39.0, ,68-64,Turnover by H. Highsmith (bad pass; steal by K. Durant),,3,64,68,-4,1581.0
9:26.0,B. Simmons makes 2-pt hook shot from 10 ft,70-64, ,,3,64,70,-6,1594.0
9:19.0, ,70-66,J. Butler makes 2-pt jump shot from 5 ft,,3,66,70,-4,1601.0
9:19.0, ,70-66,Shooting foul by K. Irving (drawn by J. Butler),,3,66,70,-4,1601.0
9:19.0, ,70-67,J. Butler makes free throw 1 of 1,,3,67,70,-3,1601.0
9:01.0,K. Irving makes 3-pt jump shot from 26 ft (assist by R. O'Neale),73-67, ,,3,67,73,-6,1619.0
8:41.0, ,73-70,J. Butler makes 3-pt jump shot from 24 ft (assist by B. Adebayo),,3,70,73,-3,1639.0
8:29.0,K. Irving misses 3-pt jump shot from 25 ft,73-70, ,,3,70,73,-3,1651.0
8:29.0, ,73-70,Defensive rebound by B. Adebayo,,3,70,73,-3,1651.0
8:18.0, ,73-70,Personal foul by R. O'Neale (drawn by T. Herro),,3,70,73,-3,1662.0
8:10.0, ,73-70,T. Herro misses 3-pt jump shot from 24 ft,,3,70,73,-3,1670.0
8:07.0,Defensive rebound by N. Claxton,73-70, ,,3,70,73,-3,1673.0
7:57.0,Offensive foul by K. Durant (drawn by K. Lowry),73-70, ,,3,70,73,-3,1683.0
7:57.0,Turnover by K. Durant (offensive foul),73-70, ,,3,70,73,-3,1683.0
7:35.0, ,73-70,T. Herro misses 2-pt jump shot from 11 ft,,3,70,73,-3,1705.0
7:32.0,Defensive rebound by N. Claxton,73-70, ,,3,70,73,-3,1708.0
7:14.0,R. O'Neale makes 3-pt jump shot from 24 ft (assist by K. Irving),76-70, ,,3,70,76,-6,1726.0
6:59.0, ,76-70,B. Adebayo misses 2-pt jump shot from 10 ft,,3,70,76,-6,1741.0
6:56.0, ,76-70,Offensive rebound by J. Butler,,3,70,76,-6,1744.0
6:50.0, ,76-72,J. Butler makes 2-pt jump shot from 9 ft,,3,72,76,-4,1750.0
6:35.0,Turnover by K. Durant (lost ball; steal by K. Lowry),76-72, ,,3,72,76,-4,1765.0
6:31.0, ,76-72,K. Lowry misses 2-pt jump shot from 2 ft,,3,72,76,-4,1769.0
6:30.0, ,76-72,Offensive rebound by H. Highsmith,,3,72,76,-4,1770.0
6:29.0, ,76-72,Personal foul by R. O'Neale (drawn by H. Highsmith),,3,72,76,-4,1771.0
6:29.0, ,76-72,Miami full timeout,,3,72,76,-4,1771.0
6:29.0,S. Curry enters the game for B. Simmons,76-72, ,,3,72,76,-4,1771.0
6:17.0, ,76-72,J. Butler misses 2-pt jump shot from 13 ft,,3,72,76,-4,1783.0
6:13.0,Defensive rebound by R. O'Neale,76-72, ,,3,72,76,-4,1787.0
5:55.0,K. Durant misses 2-pt jump shot from 11 ft,76-72, ,,3,72,76,-4,1805.0
5:54.0, ,76-72,Defensive rebound by J. Butler,,3,72,76,-4,1806.0
5:35.0, ,76-72,J. Butler misses 2-pt jump shot from 4 ft (block by N. Claxton),,3,72,76,-4,1825.0
5:32.0, ,76-72,Offensive rebound by B. Adebayo,,3,72,76,-4,1828.0
5:31.0, ,76-72,B. Adebayo misses 2-pt layup from 2 ft (block by R. O'Neale),,3,72,76,-4,1829.0
5:26.0,Defensive rebound by S. Curry,76-72, ,,3,72,76,-4,1834.0
5:08.0,N. Claxton misses 2-pt hook shot from 7 ft,76-72, ,,3,72,76,-4,1852.0
5:05.0, ,76-72,Defensive rebound by B. Adebayo,,3,72,76,-4,1855.0
4:53.0, ,76-72,B. Adebayo misses 2-pt dunk at rim,,3,72,76,-4,1867.0
4:51.0,Defensive rebound by S. Curry,76-72, ,,3,72,76,-4,1869.0
4:48.0,S. Curry misses 3-pt jump shot from 26 ft,76-72, ,,3,72,76,-4,1872.0
4:44.0,Offensive rebound by K. Durant,76-72, ,,3,72,76,-4,1876.0
4:44.0, ,76-72,V. Oladipo enters the game for B. Adebayo,,3,72,76,-4,1876.0
4:44.0, ,76-72,O. Robinson enters the game for T. Herro,,3,72,76,-4,1876.0
4:44.0, ,76-72,M. Strus enters the game for H. Highsmith,,3,72,76,-4,1876.0
4:33.0,R. O'Neale misses 3-pt jump shot from 25 ft,76-72, ,,3,72,76,-4,1887.0
4:32.0,Offensive rebound by Team,76-72, ,,3,72,76,-4,1888.0
4:31.0,Turnover by Team (shot clock),76-72, ,,3,72,76,-4,1889.0
4:09.0, ,76-72,V. Oladipo misses 3-pt jump shot from 24 ft,,3,72,76,-4,1911.0
4:07.0,Defensive rebound by Team,76-72, ,,3,72,76,-4,1913.0
4:07.0, ,76-72,Loose ball foul by V. Oladipo (drawn by S. Curry),,3,72,76,-4,1913.0
4:07.0,Violation by Team (delay of game),76-72, ,,3,72,76,-4,1913.0
4:07.0,T. Warren enters the game for R. O'Neale,76-72, ,,3,72,76,-4,1913.0
3:59.0,Turnover by N. Claxton (traveling),76-72, ,,3,72,76,-4,1921.0
3:50.0, ,76-75,M. Strus makes 3-pt jump shot from 24 ft (assist by O. Robinson),,3,75,76,-1,1930.0
3:39.0,Personal foul by V. Oladipo (drawn by K. Durant),76-75, ,,3,75,76,-1,1941.0
3:39.0,B. Simmons enters the game for N. Claxton,76-75, ,,3,75,76,-1,1941.0
3:30.0,K. Irving misses 3-pt jump shot from 26 ft,76-75, ,,3,75,76,-1,1950.0
3:27.0, ,76-75,Defensive rebound by V. Oladipo,,3,75,76,-1,1953.0
