Time,Miami,Score,Indiana,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
6:32.0, ,14-11,A. Nembhard misses 3-pt jump shot from 26 ft,,1,14,11,3,328.0
6:29.0,Defensive rebound by J. Butler,14-11, ,,1,14,11,3,331.0
6:14.0,Turnover by B. Adebayo (bad pass; steal by A. Nembhard),14-11, ,,1,14,11,3,346.0
6:02.0, ,14-11,T. Haliburton misses 2-pt layup from 3 ft,,1,14,11,3,358.0
5:59.0,Defensive rebound by J. Butler,14-11, ,,1,14,11,3,361.0
5:50.0,J. Butler misses 2-pt jump shot from 5 ft,14-11, ,,1,14,11,3,370.0
5:48.0, ,14-11,Defensive rebound by A. Nesmith,,1,14,11,3,372.0
5:44.0, ,14-11,T. Haliburton misses 3-pt jump shot from 26 ft,,1,14,11,3,376.0
5:40.0,Defensive rebound by J. Butler,14-11, ,,1,14,11,3,380.0
5:27.0,Shooting foul by A. Nesmith (drawn by J. Butler),14-11, ,,1,14,11,3,393.0
5:27.0,J. Butler makes free throw 1 of 2,15-11, ,,1,15,11,4,393.0
5:27.0,V. Oladipo enters the game for T. Herro,15-11, ,,1,15,11,4,393.0
5:27.0,M. Strus enters the game for C. Martin,15-11, ,,1,15,11,4,393.0
5:27.0,J. Butler misses free throw 2 of 2,15-11, ,,1,15,11,4,393.0
5:25.0, ,15-11,Defensive rebound by A. Nesmith,,1,15,11,4,395.0
5:02.0, ,15-11,T. Haliburton misses 2-pt jump shot from 9 ft,,1,15,11,4,418.0
5:01.0, ,15-11,Offensive rebound by Team,,1,15,11,4,419.0
5:01.0, ,15-11,Turnover by Team (shot clock),,1,15,11,4,419.0
4:48.0,B. Adebayo makes 2-pt dunk from 2 ft (assist by J. Butler),17-11, ,,1,17,11,6,432.0
4:30.0, ,17-11,A. Nesmith misses 3-pt jump shot from 26 ft,,1,17,11,6,450.0
4:27.0,Defensive rebound by B. Adebayo,17-11, ,,1,17,11,6,453.0
4:18.0,Offensive foul by B. Adebayo (drawn by B. Mathurin),17-11, ,,1,17,11,6,462.0
4:18.0,Turnover by B. Adebayo (offensive foul),17-11, ,,1,17,11,6,462.0
4:18.0,D. Dedmon enters the game for B. Adebayo,17-11, ,,1,17,11,6,462.0
4:18.0, ,17-11,J. Smith enters the game for M. Turner,,1,17,11,6,462.0
4:04.0, ,17-11,B. Mathurin misses 3-pt jump shot from 23 ft,,1,17,11,6,476.0
4:00.0, ,17-11,Offensive rebound by J. Smith,,1,17,11,6,480.0
3:58.0, ,17-11,J. Smith misses 3-pt jump shot from 22 ft,,1,17,11,6,482.0
3:55.0, ,17-11,Offensive rebound by A. Nesmith,,1,17,11,6,485.0
3:55.0, ,17-13,A. Nesmith makes 2-pt layup from 2 ft,,1,17,13,4,485.0
3:39.0,K. Lowry misses 3-pt jump shot from 25 ft,17-13, ,,1,17,13,4,501.0
3:36.0, ,17-13,Defensive rebound by A. Nembhard,,1,17,13,4,504.0
3:25.0, ,17-13,Offensive foul by A. Nesmith (drawn by J. Butler),,1,17,13,4,515.0
3:25.0, ,17-13,Turnover by A. Nesmith (offensive foul),,1,17,13,4,515.0
3:25.0, ,17-13,O. Brissett enters the game for T. Haliburton,,1,17,13,4,515.0
3:25.0, ,17-13,B. Hield enters the game for A. Nembhard,,1,17,13,4,515.0
3:25.0, ,17-13,T. McConnell enters the game for A. Nesmith,,1,17,13,4,515.0
3:07.0,J. Butler makes 2-pt jump shot from 7 ft,19-13, ,,1,19,13,6,533.0
2:41.0, ,19-13,Turnover by B. Hield (lost ball; steal by V. Oladipo),,1,19,13,6,559.0
2:38.0,K. Lowry makes 2-pt layup from 2 ft (assist by V. Oladipo),21-13, ,,1,21,13,8,562.0
2:38.0, ,21-13,Indiana full timeout,,1,21,13,8,562.0
2:38.0,T. Herro enters the game for J. Butler,21-13, ,,1,21,13,8,562.0
2:38.0,C. Martin enters the game for K. Lowry,21-13, ,,1,21,13,8,562.0
2:21.0, ,21-13,B. Hield misses 3-pt jump shot from 24 ft,,1,21,13,8,579.0
2:18.0,Defensive rebound by D. Dedmon,21-13, ,,1,21,13,8,582.0
2:00.0,Turnover by T. Herro (bad pass; steal by J. Smith),21-13, ,,1,21,13,8,600.0
1:55.0, ,21-13,Turnover by B. Hield (bad pass; steal by T. Herro),,1,21,13,8,605.0
1:42.0,T. Herro misses 3-pt jump shot from 26 ft,21-13, ,,1,21,13,8,618.0
1:39.0, ,21-13,Defensive rebound by B. Hield,,1,21,13,8,621.0
1:22.0, ,21-13,B. Mathurin misses 3-pt jump shot from 29 ft,,1,21,13,8,638.0
1:18.0,Defensive rebound by C. Martin,21-13, ,,1,21,13,8,642.0
1:01.0,C. Martin makes 3-pt jump shot from 23 ft (assist by V. Oladipo),24-13, ,,1,24,13,11,659.0
0:41.0, ,24-16,B. Hield makes 3-pt jump shot from 24 ft (assist by T. McConnell),,1,24,16,8,679.0
0:23.0,D. Dedmon makes 2-pt layup from 2 ft (assist by M. Strus),26-16, ,,1,26,16,10,697.0
0:01.0, ,26-19,B. Hield makes 3-pt jump shot from 26 ft (assist by T. McConnell),,1,26,19,7,719.0
0:00.0,End of 1st quarter,26-19,,,1,26,19,7,720.0
12:00.0,Start of 2nd quarter,26-19,,,2,26,19,7,720.0
11:47.0, ,26-22,B. Mathurin makes 3-pt jump shot from 26 ft (assist by T. McConnell),,2,26,22,4,733.0
11:22.0,V. Oladipo misses 3-pt jump shot from 26 ft,26-22, ,,2,26,22,4,758.0
11:19.0,Offensive rebound by D. Dedmon,26-22, ,,2,26,22,4,761.0
11:19.0,Shooting foul by T. McConnell (drawn by D. Dedmon),26-22, ,,2,26,22,4,761.0
11:19.0,D. Dedmon makes free throw 1 of 2,27-22, ,,2,27,22,5,761.0
11:19.0,D. Dedmon makes free throw 2 of 2,28-22, ,,2,28,22,6,761.0
10:57.0, ,28-22,O. Brissett misses 2-pt layup from 3 ft,,2,28,22,6,783.0
10:54.0,Defensive rebound by V. Oladipo,28-22, ,,2,28,22,6,786.0
10:37.0,T. Herro misses 3-pt jump shot from 30 ft,28-22, ,,2,28,22,6,803.0
10:36.0, ,28-22,Defensive rebound by Team,,2,28,22,6,804.0
10:36.0,Loose ball foul by D. Dedmon (drawn by J. Smith),28-22, ,,2,28,22,6,804.0
10:27.0, ,28-24,T. McConnell makes 2-pt layup from 2 ft,,2,28,24,4,813.0
10:27.0, ,28-24,Shooting foul by T. Herro (drawn by T. McConnell),,2,28,24,4,813.0
10:27.0, ,28-24,T. McConnell misses free throw 1 of 1,,2,28,24,4,813.0
10:26.0,Defensive rebound by M. Strus,28-24, ,,2,28,24,4,814.0
10:14.0,Turnover by V. Oladipo (traveling),28-24, ,,2,28,24,4,826.0
10:09.0, ,28-24,Turnover by B. Hield (traveling),,2,28,24,4,831.0
9:52.0,M. Strus misses 3-pt jump shot from 25 ft,28-24, ,,2,28,24,4,848.0
9:48.0,Offensive rebound by D. Dedmon,28-24, ,,2,28,24,4,852.0
9:42.0,D. Dedmon makes 2-pt layup from 2 ft (assist by V. Oladipo),30-24, ,,2,30,24,6,858.0
9:23.0, ,30-24,J. Smith misses 2-pt jump shot from 10 ft,,2,30,24,6,877.0
9:18.0,Defensive rebound by M. Strus,30-24, ,,2,30,24,6,882.0
9:07.0,V. Oladipo misses 3-pt jump shot from 24 ft,30-24, ,,2,30,24,6,893.0
9:05.0,Offensive rebound by D. Dedmon,30-24, ,,2,30,24,6,895.0
9:04.0,D. Dedmon misses 2-pt layup from 3 ft (block by J. Smith),30-24, ,,2,30,24,6,896.0
9:04.0,Offensive rebound by C. Martin,30-24, ,,2,30,24,6,896.0
9:01.0,C. Martin misses 3-pt jump shot from 25 ft,30-24, ,,2,30,24,6,899.0
8:56.0, ,30-24,Defensive rebound by J. Smith,,2,30,24,6,904.0
8:40.0, ,30-24,Shooting foul by D. Dedmon (drawn by J. Smith),,2,30,24,6,920.0
8:40.0, ,30-24,J. Smith misses free throw 1 of 2,,2,30,24,6,920.0
8:40.0, ,30-24,Offensive rebound by Team,,2,30,24,6,920.0
8:40.0,B. Adebayo enters the game for D. Dedmon,30-24, ,,2,30,24,6,920.0
8:40.0, ,30-24,J. Smith misses free throw 2 of 2,,2,30,24,6,920.0
8:39.0,Defensive rebound by B. Adebayo,30-24, ,,2,30,24,6,921.0
8:27.0,B. Adebayo makes 2-pt layup from 2 ft (assist by T. Herro),32-24, ,,2,32,24,8,933.0
8:08.0, ,32-24,O. Brissett misses 3-pt jump shot from 27 ft,,2,32,24,8,952.0
8:05.0,Defensive rebound by B. Adebayo,32-24, ,,2,32,24,8,955.0
8:05.0,K. Lowry enters the game for V. Oladipo,32-24, ,,2,32,24,8,955.0
8:05.0, ,32-24,M. Turner enters the game for J. Smith,,2,32,24,8,955.0
7:50.0,M. Strus makes 3-pt jump shot from 28 ft (assist by B. Adebayo),35-24, ,,2,35,24,11,970.0
7:40.0, ,35-24,Indiana full timeout,,2,35,24,11,980.0
7:40.0,J. Butler enters the game for C. Martin,35-24, ,,2,35,24,11,980.0
7:40.0, ,35-24,T. Haliburton enters the game for B. Hield,,2,35,24,11,980.0
7:40.0, ,35-24,A. Nembhard enters the game for B. Mathurin,,2,35,24,11,980.0
7:40.0, ,35-24,A. Nesmith enters the game for T. McConnell,,2,35,24,11,980.0
7:23.0, ,35-24,M. Turner misses 2-pt jump shot from 15 ft,,2,35,24,11,997.0
7:22.0, ,35-24,Offensive rebound by Team,,2,35,24,11,998.0
7:22.0, ,35-24,Turnover by Team (shot clock),,2,35,24,11,998.0
6:59.0,B. Adebayo makes 2-pt jump shot from 13 ft (assist by J. Butler),37-24, ,,2,37,24,13,1021.0
6:58.0,Violation by Team (delay of game),37-24, ,,2,37,24,13,1022.0
6:37.0,Jump ball: M. Turner vs. K. Lowry (O. Brissett gains possession),37-24,,,2,37,24,13,1043.0
6:36.0, ,37-24,O. Brissett misses 2-pt jump shot from 18 ft,,2,37,24,13,1044.0
6:33.0,Defensive rebound by B. Adebayo,37-24, ,,2,37,24,13,1047.0
6:26.0,B. Adebayo makes 2-pt layup from 3 ft (assist by T. Herro),39-24, ,,2,39,24,15,1054.0
6:26.0,Shooting foul by O. Brissett (drawn by B. Adebayo),39-24, ,,2,39,24,15,1054.0
6:26.0,B. Adebayo makes free throw 1 of 1,40-24, ,,2,40,24,16,1054.0
6:19.0, ,40-24,A. Nesmith misses 3-pt jump shot from 26 ft,,2,40,24,16,1061.0
6:15.0,Defensive rebound by B. Adebayo,40-24, ,,2,40,24,16,1065.0
6:07.0,M. Strus makes 3-pt jump shot from 26 ft (assist by K. Lowry),43-24, ,,2,43,24,19,1073.0
5:47.0, ,43-24,O. Brissett misses 2-pt layup from 3 ft,,2,43,24,19,1093.0
5:45.0,Defensive rebound by B. Adebayo,43-24, ,,2,43,24,19,1095.0
5:43.0,M. Strus misses 3-pt jump shot from 25 ft,43-24, ,,2,43,24,19,1097.0
5:40.0, ,43-24,Defensive rebound by M. Turner,,2,43,24,19,1100.0
5:29.0, ,43-26,A. Nembhard makes 2-pt jump shot from 5 ft,,2,43,26,17,1111.0
5:14.0,K. Lowry misses 3-pt jump shot from 27 ft,43-26, ,,2,43,26,17,1126.0
5:10.0, ,43-26,Defensive rebound by T. Haliburton,,2,43,26,17,1130.0
4:58.0, ,43-26,A. Nesmith misses 2-pt layup from 4 ft (block by B. Adebayo),,2,43,26,17,1142.0
4:58.0, ,43-26,Offensive rebound by Team,,2,43,26,17,1142.0
4:58.0, ,43-26,B. Hield enters the game for O. Brissett,,2,43,26,17,1142.0
4:51.0, ,43-29,A. Nesmith makes 3-pt jump shot from 24 ft (assist by A. Nembhard),,2,43,29,14,1149.0
4:29.0,B. Adebayo makes 2-pt jump shot from 8 ft,45-29, ,,2,45,29,16,1171.0
4:15.0, ,45-29,Shooting foul by T. Herro (drawn by M. Turner),,2,45,29,16,1185.0
4:15.0, ,45-30,M. Turner makes free throw 1 of 2,,2,45,30,15,1185.0
4:15.0,C. Martin enters the game for T. Herro,45-30, ,,2,45,30,15,1185.0
4:15.0, ,45-30,M. Turner misses free throw 2 of 2,,2,45,30,15,1185.0
4:13.0,Defensive rebound by B. Adebayo,45-30, ,,2,45,30,15,1187.0
4:01.0,K. Lowry misses 3-pt jump shot from 25 ft,45-30, ,,2,45,30,15,1199.0
3:59.0,Offensive rebound by Team,45-30, ,,2,45,30,15,1201.0
3:59.0, ,45-30,Loose ball foul by A. Nembhard (drawn by J. Butler),,2,45,30,15,1201.0
3:49.0,B. Adebayo misses 2-pt jump shot from 18 ft,45-30, ,,2,45,30,15,1211.0
3:45.0, ,45-30,Defensive rebound by A. Nembhard,,2,45,30,15,1215.0
3:40.0, ,45-30,T. Haliburton misses 3-pt jump shot from 27 ft,,2,45,30,15,1220.0
3:36.0,Defensive rebound by B. Adebayo,45-30, ,,2,45,30,15,1224.0
3:35.0,Turnover by B. Adebayo (bad pass; steal by A. Nesmith),45-30, ,,2,45,30,15,1225.0
3:31.0, ,45-30,A. Nesmith misses 2-pt layup from 3 ft,,2,45,30,15,1229.0
3:29.0,Defensive rebound by B. Adebayo,45-30, ,,2,45,30,15,1231.0
3:20.0,Offensive foul by M. Strus (drawn by A. Nembhard),45-30, ,,2,45,30,15,1240.0
3:20.0,Turnover by M. Strus (offensive foul),45-30, ,,2,45,30,15,1240.0
3:20.0, ,45-30,B. Mathurin enters the game for A. Nesmith,,2,45,30,15,1240.0
3:11.0, ,45-30,B. Hield misses 2-pt jump shot from 16 ft,,2,45,30,15,1249.0
3:06.0,Defensive rebound by J. Butler,45-30, ,,2,45,30,15,1254.0
2:59.0,M. Strus misses 3-pt jump shot from 26 ft,45-30, ,,2,45,30,15,1261.0
2:56.0, ,45-30,Defensive rebound by M. Turner,,2,45,30,15,1264.0
2:52.0, ,45-33,M. Turner makes 3-pt jump shot from 27 ft (assist by B. Hield),,2,45,33,12,1268.0
2:50.0,Miami full timeout,45-33, ,,2,45,33,12,1270.0
2:26.0,K. Lowry misses 3-pt jump shot from 24 ft,45-33, ,,2,45,33,12,1294.0
2:22.0, ,45-33,Defensive rebound by B. Hield,,2,45,33,12,1298.0
2:14.0, ,45-36,A. Nembhard makes 3-pt jump shot from 23 ft (assist by T. Haliburton),,2,45,36,9,1306.0
1:56.0,B. Adebayo misses 2-pt dunk from 2 ft (block by M. Turner),45-36, ,,2,45,36,9,1324.0
1:52.0,Offensive rebound by B. Adebayo,45-36, ,,2,45,36,9,1328.0
1:51.0,B. Adebayo misses 2-pt hook shot from 2 ft,45-36, ,,2,45,36,9,1329.0
1:51.0,Offensive rebound by K. Lowry,45-36, ,,2,45,36,9,1329.0
1:51.0,K. Lowry misses 2-pt layup from 2 ft,45-36, ,,2,45,36,9,1329.0
1:51.0, ,45-36,Defensive rebound by M. Turner,,2,45,36,9,1329.0
1:36.0, ,45-38,B. Mathurin makes 2-pt layup from 1 ft,,2,45,38,7,1344.0
1:18.0,J. Butler misses 2-pt jump shot from 10 ft,45-38, ,,2,45,38,7,1362.0
1:15.0, ,45-38,Defensive rebound by M. Turner,,2,45,38,7,1365.0
1:04.0, ,45-38,Shooting foul by J. Butler (drawn by B. Mathurin),,2,45,38,7,1376.0
1:04.0, ,45-39,B. Mathurin makes free throw 1 of 2,,2,45,39,6,1376.0
1:04.0, ,45-40,B. Mathurin makes free throw 2 of 2,,2,45,40,5,1376.0
0:44.0,J. Butler misses 2-pt layup from 6 ft (block by A. Nembhard),45-40, ,,2,45,40,5,1396.0
0:42.0, ,45-40,Defensive rebound by A. Nembhard,,2,45,40,5,1398.0
0:28.0, ,45-40,A. Nembhard misses 3-pt jump shot from 24 ft,,2,45,40,5,1412.0
0:26.0, ,45-40,Offensive rebound by Team,,2,45,40,5,1414.0
0:26.0,Loose ball foul by K. Lowry (drawn by M. Turner),45-40, ,,2,45,40,5,1414.0
0:26.0, ,45-41,M. Turner makes free throw 1 of 2,,2,45,41,4,1414.0
0:26.0, ,45-41,T. McConnell enters the game for T. Haliburton,,2,45,41,4,1414.0
0:26.0, ,45-42,M. Turner makes free throw 2 of 2,,2,45,42,3,1414.0
0:03.0,J. Butler makes 2-pt jump shot from 17 ft (assist by C. Martin),47-42, ,,2,47,42,5,1437.0
0:00.0,End of 2nd quarter,47-42,,,2,47,42,5,1440.0
12:00.0,Start of 3rd quarter,47-42,,,3,47,42,5,1440.0
11:38.0, ,47-42,Turnover by A. Nembhard (lost ball; steal by J. Butler),,3,47,42,5,1462.0
11:24.0,B. Adebayo misses 2-pt jump shot from 13 ft,47-42, ,,3,47,42,5,1476.0
11:22.0, ,47-42,Defensive rebound by M. Turner,,3,47,42,5,1478.0
11:15.0, ,47-42,T. Haliburton misses 2-pt layup from 2 ft,,3,47,42,5,1485.0
11:13.0,Defensive rebound by J. Butler,47-42, ,,3,47,42,5,1487.0
11:08.0,C. Martin makes 2-pt layup from 11 ft (assist by J. Butler),49-42, ,,3,49,42,7,1492.0
10:51.0, ,49-42,A. Nembhard misses 3-pt jump shot from 26 ft,,3,49,42,7,1509.0
10:49.0,Defensive rebound by B. Adebayo,49-42, ,,3,49,42,7,1511.0
10:33.0,T. Herro misses 3-pt jump shot from 23 ft,49-42, ,,3,49,42,7,1527.0
10:30.0, ,49-42,Defensive rebound by B. Hield,,3,49,42,7,1530.0
10:25.0, ,49-44,A. Nembhard makes 2-pt layup from 1 ft,,3,49,44,5,1535.0
10:03.0,T. Herro misses 3-pt jump shot from 27 ft (block by A. Nesmith),49-44, ,,3,49,44,5,1557.0
10:00.0, ,49-44,Defensive rebound by T. Haliburton,,3,49,44,5,1560.0
9:51.0, ,49-44,Personal foul by C. Martin (drawn by A. Nembhard),,3,49,44,5,1569.0
9:41.0, ,49-44,A. Nesmith misses 3-pt jump shot from 25 ft,,3,49,44,5,1579.0
9:39.0, ,49-44,Offensive rebound by M. Turner,,3,49,44,5,1581.0
9:38.0, ,49-46,M. Turner makes 2-pt layup from 2 ft,,3,49,46,3,1582.0
9:25.0,C. Martin misses 3-pt jump shot from 25 ft (block by T. Haliburton),49-46, ,,3,49,46,3,1595.0
9:25.0, ,49-46,Defensive rebound by B. Hield,,3,49,46,3,1595.0
9:25.0, ,49-46,Indiana full timeout,,3,49,46,3,1595.0
9:25.0, ,49-46,Instant Replay (Challenge: Ruling Stands),,3,49,46,3,1595.0
9:04.0, ,49-46,A. Nesmith misses 2-pt layup from 7 ft,,3,49,46,3,1616.0
9:02.0, ,49-46,Offensive rebound by B. Hield,,3,49,46,3,1618.0
9:01.0, ,49-46,Turnover by B. Hield (traveling),,3,49,46,3,1619.0
8:39.0,B. Adebayo misses 2-pt layup from 3 ft (block by M. Turner),49-46, ,,3,49,46,3,1641.0
8:37.0,Offensive rebound by C. Martin,49-46, ,,3,49,46,3,1643.0
8:37.0,Turnover by Team (shot clock),49-46, ,,3,49,46,3,1643.0
8:15.0, ,49-46,B. Hield misses 2-pt layup from 2 ft (block by T. Herro),,3,49,46,3,1665.0
8:12.0,Defensive rebound by C. Martin,49-46, ,,3,49,46,3,1668.0
8:09.0,T. Herro misses 3-pt jump shot from 26 ft,49-46, ,,3,49,46,3,1671.0
8:04.0,Offensive rebound by B. Adebayo,49-46, ,,3,49,46,3,1676.0
8:04.0,B. Adebayo makes 2-pt layup at rim,51-46, ,,3,51,46,5,1676.0
7:56.0, ,51-46,T. Haliburton misses 3-pt jump shot from 28 ft,,3,51,46,5,1684.0
7:53.0, ,51-46,Offensive rebound by A. Nesmith,,3,51,46,5,1687.0
7:50.0, ,51-49,A. Nembhard makes 3-pt jump shot from 27 ft (assist by T. Haliburton),,3,51,49,2,1690.0
7:34.0,T. Herro makes 2-pt jump shot from 9 ft (assist by B. Adebayo),53-49, ,,3,53,49,4,1706.0
7:25.0, ,53-52,M. Turner makes 3-pt jump shot from 27 ft (assist by B. Hield),,3,53,52,1,1715.0
7:11.0, ,53-52,Violation by Team (kicked ball),,3,53,52,1,1729.0
7:02.0,J. Butler makes 2-pt layup from 2 ft (assist by K. Lowry),55-52, ,,3,55,52,3,1738.0
6:49.0, ,55-54,B. Hield makes 2-pt layup from 3 ft (assist by T. Haliburton),,3,55,54,1,1751.0
6:44.0,Shooting foul by M. Turner (drawn by B. Adebayo),55-54, ,,3,55,54,1,1756.0
6:44.0,B. Adebayo makes free throw 1 of 2,56-54, ,,3,56,54,2,1756.0
6:44.0,B. Adebayo makes free throw 2 of 2,57-54, ,,3,57,54,3,1756.0
6:44.0,M. Strus enters the game for T. Herro,57-54, ,,3,57,54,3,1756.0
6:22.0, ,57-56,A. Nesmith makes 2-pt jump shot from 10 ft (assist by M. Turner),,3,57,56,1,1778.0
5:57.0,C. Martin misses 2-pt layup from 5 ft,57-56, ,,3,57,56,1,1803.0
5:54.0, ,57-56,Defensive rebound by M. Turner,,3,57,56,1,1806.0
5:51.0, ,57-56,B. Hield misses 3-pt jump shot from 25 ft,,3,57,56,1,1809.0
5:50.0,Defensive rebound by Team,57-56, ,,3,57,56,1,1810.0
5:50.0, ,57-56,Loose ball foul by A. Nesmith (drawn by K. Lowry),,3,57,56,1,1810.0
5:50.0, ,57-56,B. Mathurin enters the game for B. Hield,,3,57,56,1,1810.0
5:38.0,Turnover by K. Lowry (bad pass; steal by A. Nesmith),57-56, ,,3,57,56,1,1822.0
5:34.0, ,57-56,Shooting foul by J. Butler (drawn by M. Turner),,3,57,56,1,1826.0
5:34.0, ,57-57,M. Turner makes free throw 1 of 2,Tie,3,57,57,0,1826.0
5:34.0, ,57-58,M. Turner makes free throw 2 of 2,Lead change,3,57,58,-1,1826.0
5:28.0,B. Adebayo misses 2-pt jump shot from 9 ft,57-58, ,,3,57,58,-1,1832.0
5:24.0, ,57-58,Defensive rebound by A. Nesmith,,3,57,58,-1,1836.0
5:13.0, ,57-61,A. Nembhard makes 3-pt jump shot from 26 ft (assist by T. Haliburton),,3,57,61,-4,1847.0
4:55.0,K. Lowry misses 3-pt jump shot from 28 ft,57-61, ,,3,57,61,-4,1865.0
4:51.0, ,57-61,Defensive rebound by M. Turner,,3,57,61,-4,1869.0
4:46.0, ,57-61,A. Nembhard misses 3-pt jump shot from 25 ft,,3,57,61,-4,1874.0
4:44.0,Defensive rebound by K. Lowry,57-61, ,,3,57,61,-4,1876.0
4:44.0,Personal foul by A. Nembhard (drawn by K. Lowry),57-61, ,,3,57,61,-4,1876.0
4:44.0,V. Oladipo enters the game for C. Martin,57-61, ,,3,57,61,-4,1876.0
4:44.0,Technical foul by K. Lowry,57-61, ,,3,57,61,-4,1876.0
4:44.0, ,57-62,T. Haliburton makes technical free throw,,3,57,62,-5,1876.0
4:32.0,J. Butler makes 2-pt layup from 2 ft,59-62, ,,3,59,62,-3,1888.0
4:10.0, ,59-62,M. Turner misses 2-pt jump shot from 9 ft,,3,59,62,-3,1910.0
4:06.0,Defensive rebound by V. Oladipo,59-62, ,,3,59,62,-3,1914.0
4:02.0,Personal foul by M. Turner (drawn by B. Adebayo),59-62, ,,3,59,62,-3,1918.0
3:51.0,J. Butler misses 2-pt jump shot from 3 ft (block by A. Nesmith),59-62, ,,3,59,62,-3,1929.0
3:49.0,Offensive rebound by Team,59-62, ,,3,59,62,-3,1931.0
3:48.0,M. Strus misses 3-pt jump shot from 27 ft,59-62, ,,3,59,62,-3,1932.0
3:43.0,Offensive rebound by V. Oladipo,59-62, ,,3,59,62,-3,1937.0
3:34.0,J. Butler misses 3-pt jump shot from 25 ft,59-62, ,,3,59,62,-3,1946.0
3:32.0, ,59-62,Defensive rebound by A. Nembhard,,3,59,62,-3,1948.0
3:24.0, ,59-62,T. Haliburton misses 3-pt jump shot from 26 ft,,3,59,62,-3,1956.0
3:21.0,Defensive rebound by B. Adebayo,59-62, ,,3,59,62,-3,1959.0
