Time,Miami,Score,Detroit,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
8:31.0,Defensive rebound by T. Herro,10-8, ,,1,10,8,2,209.0
8:20.0,G. Vincent misses 3-pt jump shot from 24 ft,10-8, ,,1,10,8,2,220.0
8:18.0, ,10-8,Defensive rebound by J. Ivey,,1,10,8,2,222.0
8:07.0, ,10-10,J. Wiseman makes 2-pt layup from 2 ft,Tie,1,10,10,0,233.0
7:54.0,B. Adebayo misses 2-pt jump shot from 6 ft,10-10, ,,1,10,10,0,246.0
7:52.0, ,10-10,Defensive rebound by I. Livers,,1,10,10,0,248.0
7:37.0, ,10-10,Shooting foul by T. Herro (drawn by J. Wiseman),,1,10,10,0,263.0
7:37.0, ,10-10,J. Wiseman misses free throw 1 of 2,,1,10,10,0,263.0
7:37.0, ,10-10,Offensive rebound by Team,,1,10,10,0,263.0
7:37.0, ,10-11,J. Wiseman makes free throw 2 of 2,Lead change,1,10,11,-1,263.0
7:24.0,T. Herro misses 2-pt layup from 2 ft,10-11, ,,1,10,11,-1,276.0
7:23.0, ,10-11,Defensive rebound by Team,,1,10,11,-1,277.0
7:05.0, ,10-11,J. Wiseman misses 2-pt hook shot from 7 ft,,1,10,11,-1,295.0
7:03.0,Defensive rebound by M. Strus,10-11, ,,1,10,11,-1,297.0
6:56.0,G. Vincent makes 3-pt jump shot from 23 ft (assist by M. Strus),13-11, ,Lead change,1,13,11,2,304.0
6:47.0, ,13-14,J. Ivey makes 3-pt jump shot from 27 ft,Lead change,1,13,14,-1,313.0
6:27.0,G. Vincent makes 2-pt jump shot from 9 ft (assist by M. Strus),15-14, ,Lead change,1,15,14,1,333.0
6:15.0, ,15-17,J. Ivey makes 3-pt jump shot from 25 ft,Lead change,1,15,17,-2,345.0
5:52.0,B. Adebayo makes 2-pt jump shot from 7 ft,17-17, ,Tie,1,17,17,0,368.0
5:34.0, ,17-17,Turnover by J. Ivey (bad pass; steal by B. Adebayo),,1,17,17,0,386.0
5:26.0,Offensive foul by B. Adebayo (drawn by I. Livers),17-17, ,,1,17,17,0,394.0
5:26.0,Turnover by B. Adebayo (offensive foul),17-17, ,,1,17,17,0,394.0
5:26.0, ,17-17,Detroit full timeout,,1,17,17,0,394.0
5:26.0,K. Love enters the game for B. Adebayo,17-17, ,,1,17,17,0,394.0
5:26.0,K. Lowry enters the game for T. Herro,17-17, ,,1,17,17,0,394.0
5:26.0, ,17-17,E. Omoruyi enters the game for J. Duren,,1,17,17,0,394.0
5:06.0, ,17-17,Turnover by K. Hayes (bad pass; steal by J. Butler),,1,17,17,0,414.0
4:54.0,K. Love misses 3-pt jump shot from 25 ft,17-17, ,,1,17,17,0,426.0
4:50.0, ,17-17,Defensive rebound by J. Ivey,,1,17,17,0,430.0
4:47.0, ,17-17,J. Wiseman misses 2-pt layup from 1 ft (block by K. Lowry),,1,17,17,0,433.0
4:46.0, ,17-17,Offensive rebound by Team,,1,17,17,0,434.0
4:35.0, ,17-17,I. Livers misses 2-pt jump shot from 9 ft,,1,17,17,0,445.0
4:33.0,Defensive rebound by K. Love,17-17, ,,1,17,17,0,447.0
4:16.0,G. Vincent makes 3-pt jump shot from 23 ft (assist by J. Butler),20-17, ,Lead change,1,20,17,3,464.0
4:01.0, ,20-20,I. Livers makes 3-pt jump shot from 24 ft (assist by K. Hayes),Tie,1,20,20,0,479.0
3:40.0,M. Strus makes 3-pt jump shot from 23 ft (assist by G. Vincent),23-20, ,,1,23,20,3,500.0
3:26.0, ,23-20,J. Wiseman misses 2-pt hook shot from 2 ft,,1,23,20,3,514.0
3:24.0,Defensive rebound by K. Love,23-20, ,,1,23,20,3,516.0
3:15.0,M. Strus misses 3-pt jump shot from 23 ft,23-20, ,,1,23,20,3,525.0
3:12.0, ,23-20,Defensive rebound by J. Ivey,,1,23,20,3,528.0
3:09.0, ,23-20,Shooting foul by G. Vincent (drawn by I. Livers),,1,23,20,3,531.0
3:09.0, ,23-20,Instant Replay (Request: Stands),,1,23,20,3,531.0
3:09.0, ,23-21,I. Livers makes free throw 1 of 3,,1,23,21,2,531.0
3:09.0, ,23-22,I. Livers makes free throw 2 of 3,,1,23,22,1,531.0
3:09.0,C. Martin enters the game for G. Vincent,23-22, ,,1,23,22,1,531.0
3:09.0, ,23-22,R. Hampton enters the game for J. Wiseman,,1,23,22,1,531.0
3:09.0, ,23-23,I. Livers makes free throw 3 of 3,Tie,1,23,23,0,531.0
3:08.0,Personal take foul by R. Hampton (drawn by K. Lowry),23-23, ,,1,23,23,0,532.0
3:08.0, ,23-23,J. Duren enters the game for I. Livers,,1,23,23,0,532.0
2:57.0,Def 3 sec tech foul by Team,23-23, ,,1,23,23,0,543.0
2:57.0,Miami full timeout,23-23, ,,1,23,23,0,543.0
2:57.0,J. Butler makes technical free throw,24-23, ,,1,24,23,1,543.0
2:44.0,C. Martin misses 3-pt jump shot from 26 ft,24-23, ,,1,24,23,1,556.0
2:40.0, ,24-23,Defensive rebound by J. Duren,,1,24,23,1,560.0
2:18.0, ,24-23,Turnover by K. Hayes (bad pass; steal by C. Martin),,1,24,23,1,582.0
2:18.0, ,24-23,C. Joseph enters the game for K. Hayes,,1,24,23,1,582.0
2:13.0, ,24-23,Violation by Team (kicked ball),,1,24,23,1,587.0
2:09.0,K. Love misses 3-pt jump shot from 28 ft,24-23, ,,1,24,23,1,591.0
2:06.0, ,24-23,Defensive rebound by J. Duren,,1,24,23,1,594.0
1:50.0, ,24-23,Shooting foul by K. Lowry (drawn by J. Duren),,1,24,23,1,610.0
1:50.0, ,24-24,J. Duren makes free throw 1 of 2,Tie,1,24,24,0,610.0
1:50.0, ,24-25,J. Duren makes free throw 2 of 2,Lead change,1,24,25,-1,610.0
1:36.0,K. Lowry makes 2-pt jump shot from 5 ft,26-25, ,Lead change,1,26,25,1,624.0
1:36.0,Shooting foul by J. Duren (drawn by K. Lowry),26-25, ,,1,26,25,1,624.0
1:36.0,T. Herro enters the game for J. Butler,26-25, ,,1,26,25,1,624.0
1:36.0,K. Lowry makes free throw 1 of 1,27-25, ,,1,27,25,2,624.0
1:16.0, ,27-25,E. Omoruyi misses 3-pt jump shot from 26 ft,,1,27,25,2,644.0
1:13.0,Defensive rebound by T. Herro,27-25, ,,1,27,25,2,647.0
1:03.0,K. Love misses 3-pt jump shot from 25 ft,27-25, ,,1,27,25,2,657.0
0:59.0, ,27-25,Defensive rebound by R. Hampton,,1,27,25,2,661.0
0:56.0, ,27-27,J. Ivey makes 2-pt layup from 3 ft,Tie,1,27,27,0,664.0
0:41.0,T. Herro makes 2-pt jump shot from 6 ft,29-27, ,,1,29,27,2,679.0
0:32.0, ,29-27,C. Joseph misses 2-pt jump shot from 20 ft,,1,29,27,2,688.0
0:30.0,Defensive rebound by Team,29-27, ,,1,29,27,2,690.0
0:26.0,Personal foul by J. Duren (drawn by C. Martin),29-27, ,,1,29,27,2,694.0
0:26.0,C. Martin makes free throw 1 of 2,30-27, ,,1,30,27,3,694.0
0:26.0,G. Vincent enters the game for M. Strus,30-27, ,,1,30,27,3,694.0
0:26.0,C. Martin makes free throw 2 of 2,31-27, ,,1,31,27,4,694.0
0:04.0, ,31-27,R. Hampton misses 3-pt jump shot from 23 ft,,1,31,27,4,716.0
0:02.0,Defensive rebound by K. Love,31-27, ,,1,31,27,4,718.0
0:01.0,G. Vincent misses 3-pt jump shot from 35 ft,31-27, ,,1,31,27,4,719.0
0:01.0,Offensive rebound by Team,31-27, ,,1,31,27,4,719.0
0:00.0,End of 1st quarter,31-27,,,1,31,27,4,720.0
12:00.0,Start of 2nd quarter,31-27,,,2,31,27,4,720.0
11:42.0, ,31-27,Offensive foul by J. Rhoden (drawn by K. Love),,2,31,27,4,738.0
11:42.0, ,31-27,Turnover by J. Rhoden (offensive foul),,2,31,27,4,738.0
11:29.0,K. Love makes 2-pt layup from 1 ft (assist by K. Lowry),33-27, ,,2,33,27,6,751.0
11:14.0, ,33-27,J. Wiseman misses 2-pt hook shot from 4 ft,,2,33,27,6,766.0
11:12.0,Defensive rebound by T. Herro,33-27, ,,2,33,27,6,768.0
11:05.0,T. Herro misses 2-pt layup from 6 ft (block by R. Hampton),33-27, ,,2,33,27,6,775.0
11:05.0,Offensive rebound by C. Martin,33-27, ,,2,33,27,6,775.0
11:00.0,C. Martin misses 2-pt jump shot from 20 ft,33-27, ,,2,33,27,6,780.0
10:57.0, ,33-27,Defensive rebound by E. Omoruyi,,2,33,27,6,783.0
10:43.0, ,33-27,Turnover by J. Wiseman (lost ball; steal by K. Lowry),,2,33,27,6,797.0
10:33.0,T. Herro makes 3-pt jump shot from 26 ft (assist by K. Love),36-27, ,,2,36,27,9,807.0
10:06.0, ,36-27,C. Joseph misses 3-pt jump shot from 29 ft,,2,36,27,9,834.0
10:06.0,Defensive rebound by Team,36-27, ,,2,36,27,9,834.0
10:06.0, ,36-27,Loose ball foul by J. Wiseman (drawn by K. Love),,2,36,27,9,834.0
9:44.0,T. Herro makes 3-pt jump shot from 26 ft (assist by K. Lowry),39-27, ,,2,39,27,12,856.0
9:26.0, ,39-27,J. Rhoden misses 3-pt jump shot from 24 ft,,2,39,27,12,874.0
9:23.0,Defensive rebound by T. Herro,39-27, ,,2,39,27,12,877.0
9:16.0,K. Love makes 3-pt jump shot from 25 ft,42-27, ,,2,42,27,15,884.0
9:15.0, ,42-27,Detroit full timeout,,2,42,27,15,885.0
9:15.0,B. Adebayo enters the game for K. Love,42-27, ,,2,42,27,15,885.0
9:15.0, ,42-27,K. Hayes enters the game for J. Rhoden,,2,42,27,15,885.0
8:58.0, ,42-27,Shooting foul by K. Lowry (drawn by E. Omoruyi),,2,42,27,15,902.0
8:58.0, ,42-28,E. Omoruyi makes free throw 1 of 3,,2,42,28,14,902.0
8:58.0, ,42-28,E. Omoruyi misses free throw 2 of 3,,2,42,28,14,902.0
8:58.0, ,42-28,Offensive rebound by Team,,2,42,28,14,902.0
8:58.0, ,42-29,E. Omoruyi makes free throw 3 of 3,,2,42,29,13,902.0
8:42.0,T. Herro misses 3-pt jump shot from 25 ft,42-29, ,,2,42,29,13,918.0
8:40.0, ,42-29,Defensive rebound by R. Hampton,,2,42,29,13,920.0
8:27.0, ,42-29,R. Hampton misses 3-pt jump shot from 26 ft,,2,42,29,13,933.0
8:24.0,Defensive rebound by K. Lowry,42-29, ,,2,42,29,13,936.0
8:20.0,Shooting foul by J. Wiseman (drawn by B. Adebayo),42-29, ,,2,42,29,13,940.0
8:20.0,B. Adebayo makes free throw 1 of 2,43-29, ,,2,43,29,14,940.0
8:20.0,B. Adebayo makes free throw 2 of 2,44-29, ,,2,44,29,15,940.0
8:04.0, ,44-31,J. Wiseman makes 2-pt hook shot from 8 ft (assist by K. Hayes),,2,44,31,13,956.0
7:43.0,G. Vincent makes 3-pt jump shot from 23 ft (assist by K. Lowry),47-31, ,,2,47,31,16,977.0
7:27.0, ,47-33,R. Hampton makes 2-pt jump shot from 10 ft (assist by J. Wiseman),,2,47,33,14,993.0
7:18.0,Turnover by K. Lowry (lost ball; steal by E. Omoruyi),47-33, ,,2,47,33,14,1002.0
7:07.0, ,47-33,Personal foul by K. Lowry (drawn by R. Hampton),,2,47,33,14,1013.0
7:07.0,J. Butler enters the game for K. Lowry,47-33, ,,2,47,33,14,1013.0
7:07.0, ,47-33,J. Duren enters the game for E. Omoruyi,,2,47,33,14,1013.0
7:07.0, ,47-33,J. Ivey enters the game for J. Wiseman,,2,47,33,14,1013.0
7:02.0, ,47-35,J. Duren makes 2-pt layup from 3 ft (assist by J. Ivey),,2,47,35,12,1018.0
6:47.0,Personal foul by J. Ivey (drawn by T. Herro),47-35, ,,2,47,35,12,1033.0
6:34.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by T. Herro),49-35, ,,2,49,35,14,1046.0
6:22.0, ,49-35,Turnover by K. Hayes (lost ball; steal by C. Martin),,2,49,35,14,1058.0
6:19.0,G. Vincent makes 3-pt jump shot from 26 ft (assist by C. Martin),52-35, ,,2,52,35,17,1061.0
6:07.0, ,52-35,Turnover by J. Ivey (bad pass; steal by C. Martin),,2,52,35,17,1073.0
6:02.0,G. Vincent misses 3-pt jump shot from 26 ft,52-35, ,,2,52,35,17,1078.0
5:58.0, ,52-35,Defensive rebound by R. Hampton,,2,52,35,17,1082.0
5:48.0, ,52-35,Shooting foul by C. Martin (drawn by J. Duren),,2,52,35,17,1092.0
5:48.0, ,52-36,J. Duren makes free throw 1 of 2,,2,52,36,16,1092.0
5:48.0,M. Strus enters the game for G. Vincent,52-36, ,,2,52,36,16,1092.0
5:48.0, ,52-36,I. Livers enters the game for R. Hampton,,2,52,36,16,1092.0
5:48.0, ,52-37,J. Duren makes free throw 2 of 2,,2,52,37,15,1092.0
5:30.0,T. Herro misses 2-pt layup from 3 ft,52-37, ,,2,52,37,15,1110.0
5:29.0, ,52-37,Defensive rebound by J. Duren,,2,52,37,15,1111.0
5:23.0, ,52-37,C. Joseph misses 3-pt jump shot from 25 ft,,2,52,37,15,1117.0
5:19.0,Defensive rebound by J. Butler,52-37, ,,2,52,37,15,1121.0
5:08.0,B. Adebayo misses 2-pt hook shot from 4 ft,52-37, ,,2,52,37,15,1132.0
5:06.0, ,52-37,Defensive rebound by I. Livers,,2,52,37,15,1134.0
4:53.0, ,52-37,Personal foul by M. Strus (drawn by I. Livers),,2,52,37,15,1147.0
4:39.0, ,52-37,J. Duren misses 2-pt jump shot from 5 ft,,2,52,37,15,1161.0
4:37.0,Defensive rebound by J. Butler,52-37, ,,2,52,37,15,1163.0
4:28.0,B. Adebayo makes 2-pt jump shot from 5 ft,54-37, ,,2,54,37,17,1172.0
4:21.0, ,54-39,J. Duren makes 2-pt dunk from 2 ft (assist by J. Ivey),,2,54,39,15,1179.0
4:11.0, ,54-39,Violation by Team (kicked ball),,2,54,39,15,1189.0
4:02.0,C. Martin misses 2-pt layup from 1 ft,54-39, ,,2,54,39,15,1198.0
3:59.0,Offensive rebound by C. Martin,54-39, ,,2,54,39,15,1201.0
3:59.0,C. Martin makes 2-pt layup at rim,56-39, ,,2,56,39,17,1201.0
3:46.0, ,56-41,J. Duren makes 2-pt dunk from 3 ft (assist by J. Ivey),,2,56,41,15,1214.0
3:16.0,T. Herro misses 3-pt jump shot from 25 ft,56-41, ,,2,56,41,15,1244.0
3:14.0, ,56-41,Defensive rebound by J. Duren,,2,56,41,15,1246.0
3:12.0, ,56-41,Shooting foul by C. Martin (drawn by J. Ivey),,2,56,41,15,1248.0
3:12.0, ,56-42,J. Ivey makes free throw 1 of 2,,2,56,42,14,1248.0
3:12.0,K. Love enters the game for B. Adebayo,56-42, ,,2,56,42,14,1248.0
3:12.0,K. Lowry enters the game for T. Herro,56-42, ,,2,56,42,14,1248.0
3:12.0, ,56-43,J. Ivey makes free throw 2 of 2,,2,56,43,13,1248.0
2:49.0,K. Love makes 2-pt hook shot from 2 ft (assist by C. Martin),58-43, ,,2,58,43,15,1271.0
2:36.0, ,58-43,Shooting foul by K. Love (drawn by J. Ivey),,2,58,43,15,1284.0
2:36.0, ,58-45,J. Ivey makes 2-pt layup from 5 ft,,2,58,45,13,1284.0
2:36.0,Miami full timeout,58-45, ,,2,58,45,13,1284.0
2:36.0,Instant Replay (Challenge: Ruling Stands),58-45, ,,2,58,45,13,1284.0
2:36.0, ,58-45,J. Wiseman enters the game for C. Joseph,,2,58,45,13,1284.0
2:36.0, ,58-46,J. Ivey makes free throw 1 of 1,,2,58,46,12,1284.0
2:15.0,M. Strus misses 2-pt jump shot from 6 ft (block by J. Duren),58-46, ,,2,58,46,12,1305.0
2:12.0, ,58-46,Defensive rebound by J. Duren,,2,58,46,12,1308.0
1:59.0, ,58-49,I. Livers makes 3-pt jump shot from 23 ft (assist by J. Ivey),,2,58,49,9,1321.0
1:41.0,J. Butler misses 2-pt layup from 5 ft,58-49, ,,2,58,49,9,1339.0
1:38.0, ,58-49,Defensive rebound by K. Hayes,,2,58,49,9,1342.0
1:32.0, ,58-49,I. Livers misses 3-pt jump shot from 26 ft,,2,58,49,9,1348.0
1:30.0,Defensive rebound by J. Butler,58-49, ,,2,58,49,9,1350.0
1:21.0,K. Lowry misses 3-pt jump shot from 26 ft,58-49, ,,2,58,49,9,1359.0
1:19.0,Offensive rebound by Team,58-49, ,,2,58,49,9,1361.0
1:19.0, ,58-49,Loose ball foul by I. Livers (drawn by K. Love),,2,58,49,9,1361.0
1:19.0,B. Adebayo enters the game for K. Love,58-49, ,,2,58,49,9,1361.0
1:19.0,T. Herro enters the game for K. Lowry,58-49, ,,2,58,49,9,1361.0
1:19.0,G. Vincent enters the game for C. Martin,58-49, ,,2,58,49,9,1361.0
1:04.0,T. Herro misses 2-pt jump shot from 10 ft,58-49, ,,2,58,49,9,1376.0
1:02.0, ,58-49,Defensive rebound by J. Ivey,,2,58,49,9,1378.0
0:54.0, ,58-52,I. Livers makes 3-pt jump shot from 27 ft (assist by J. Ivey),,2,58,52,6,1386.0
0:44.0,Turnover by J. Butler (bad pass),58-52, ,,2,58,52,6,1396.0
0:32.0, ,58-52,J. Ivey misses 2-pt jump shot from 20 ft,,2,58,52,6,1408.0
0:29.0,Defensive rebound by J. Butler,58-52, ,,2,58,52,6,1411.0
0:19.0,Personal foul by J. Ivey (drawn by J. Butler),58-52, ,,2,58,52,6,1421.0
0:19.0,J. Butler misses free throw 1 of 2,58-52, ,,2,58,52,6,1421.0
0:19.0,Offensive rebound by Team,58-52, ,,2,58,52,6,1421.0
0:19.0,J. Butler makes free throw 2 of 2,59-52, ,,2,59,52,7,1421.0
0:01.0, ,59-52,I. Livers misses 3-pt jump shot from 27 ft,,2,59,52,7,1439.0
0:00.0, ,59-52,Offensive rebound by Team,,2,59,52,7,1440.0
0:00.0,End of 2nd quarter,59-52,,,2,59,52,7,1440.0
12:00.0,Start of 3rd quarter,59-52,,,3,59,52,7,1440.0
11:42.0, ,59-52,I. Livers misses 2-pt layup from 3 ft,,3,59,52,7,1458.0
11:38.0,Defensive rebound by J. Butler,59-52, ,,3,59,52,7,1462.0
11:30.0,G. Vincent misses 3-pt jump shot from 26 ft,59-52, ,,3,59,52,7,1470.0
11:26.0, ,59-52,Defensive rebound by J. Duren,,3,59,52,7,1474.0
11:17.0, ,59-52,Personal foul by B. Adebayo (drawn by J. Wiseman),,3,59,52,7,1483.0
11:08.0, ,59-54,K. Hayes makes 2-pt jump shot from 9 ft,,3,59,54,5,1492.0
10:42.0,G. Vincent misses 3-pt jump shot from 23 ft,59-54, ,,3,59,54,5,1518.0
10:42.0,Offensive rebound by Team,59-54, ,,3,59,54,5,1518.0
10:42.0,Turnover by Team (shot clock),59-54, ,,3,59,54,5,1518.0
10:29.0, ,59-56,J. Wiseman makes 2-pt layup from 2 ft (assist by J. Ivey),,3,59,56,3,1531.0
10:07.0,M. Strus misses 3-pt jump shot from 24 ft,59-56, ,,3,59,56,3,1553.0
10:03.0,Offensive rebound by B. Adebayo,59-56, ,,3,59,56,3,1557.0
9:57.0,T. Herro misses 3-pt jump shot from 26 ft,59-56, ,,3,59,56,3,1563.0
9:57.0, ,59-56,Defensive rebound by J. Duren,,3,59,56,3,1563.0
9:40.0, ,59-58,J. Ivey makes 2-pt layup from 1 ft,,3,59,58,1,1580.0
9:19.0,M. Strus misses 3-pt jump shot from 26 ft,59-58, ,,3,59,58,1,1601.0
9:16.0,Offensive rebound by B. Adebayo,59-58, ,,3,59,58,1,1604.0
9:04.0,B. Adebayo misses 2-pt layup from 5 ft,59-58, ,,3,59,58,1,1616.0
9:00.0, ,59-58,Defensive rebound by J. Wiseman,,3,59,58,1,1620.0
8:51.0, ,59-60,J. Duren makes 2-pt dunk from 2 ft (assist by K. Hayes),Lead change,3,59,60,-1,1629.0
8:35.0,J. Butler makes 2-pt layup from 3 ft,61-60, ,Lead change,3,61,60,1,1645.0
8:26.0, ,61-60,Turnover by J. Ivey (bad pass; steal by J. Butler),,3,61,60,1,1654.0
8:21.0,G. Vincent makes 2-pt layup at rim (assist by J. Butler),63-60, ,,3,63,60,3,1659.0
7:54.0, ,63-60,I. Livers misses 2-pt jump shot from 17 ft,,3,63,60,3,1686.0
7:51.0,Defensive rebound by M. Strus,63-60, ,,3,63,60,3,1689.0
7:38.0,B. Adebayo makes 2-pt hook shot from 5 ft (assist by J. Butler),65-60, ,,3,65,60,5,1702.0
7:21.0, ,65-60,J. Wiseman misses 2-pt jump shot from 5 ft,,3,65,60,5,1719.0
7:19.0,Defensive rebound by G. Vincent,65-60, ,,3,65,60,5,1721.0
7:11.0,B. Adebayo makes 2-pt dunk from 2 ft (assist by J. Butler),67-60, ,,3,67,60,7,1729.0
7:11.0, ,67-60,Detroit full timeout,,3,67,60,7,1729.0
7:02.0, ,67-60,K. Hayes misses 2-pt jump shot from 8 ft,,3,67,60,7,1738.0
6:58.0,Defensive rebound by M. Strus,67-60, ,,3,67,60,7,1742.0
6:42.0,Shooting foul by I. Livers (drawn by T. Herro),67-60, ,,3,67,60,7,1758.0
6:42.0,T. Herro makes free throw 1 of 2,68-60, ,,3,68,60,8,1758.0
6:42.0,T. Herro makes free throw 2 of 2,69-60, ,,3,69,60,9,1758.0
6:28.0, ,69-60,J. Ivey misses 3-pt jump shot from 23 ft,,3,69,60,9,1772.0
6:26.0,Defensive rebound by T. Herro,69-60, ,,3,69,60,9,1774.0
6:13.0,G. Vincent makes 3-pt jump shot from 26 ft (assist by B. Adebayo),72-60, ,,3,72,60,12,1787.0
6:02.0, ,72-60,Personal foul by G. Vincent (drawn by K. Hayes),,3,72,60,12,1798.0
6:02.0, ,72-60,E. Omoruyi enters the game for J. Duren,,3,72,60,12,1798.0
5:53.0, ,72-63,I. Livers makes 3-pt jump shot from 27 ft (assist by K. Hayes),,3,72,63,9,1807.0
5:41.0,Shooting foul by E. Omoruyi (drawn by J. Butler),72-63, ,,3,72,63,9,1819.0
5:41.0,J. Butler misses free throw 1 of 2,72-63, ,,3,72,63,9,1819.0
5:41.0,Offensive rebound by Team,72-63, ,,3,72,63,9,1819.0
5:41.0,J. Butler makes free throw 2 of 2,73-63, ,,3,73,63,10,1819.0
5:25.0, ,73-66,J. Ivey makes 3-pt jump shot from 26 ft (assist by K. Hayes),,3,73,66,7,1835.0
5:04.0,M. Strus misses 3-pt jump shot from 24 ft,73-66, ,,3,73,66,7,1856.0
5:02.0, ,73-66,Defensive rebound by J. Wiseman,,3,73,66,7,1858.0
4:54.0, ,73-69,J. Ivey makes 3-pt jump shot from 29 ft (assist by I. Livers),,3,73,69,4,1866.0
4:31.0,G. Vincent misses 2-pt jump shot from 12 ft,73-69, ,,3,73,69,4,1889.0
4:31.0,Offensive rebound by Team,73-69, ,,3,73,69,4,1889.0
4:31.0, ,73-69,Loose ball foul by J. Ivey (drawn by B. Adebayo),,3,73,69,4,1889.0
4:31.0,K. Love enters the game for B. Adebayo,73-69, ,,3,73,69,4,1889.0
4:31.0,K. Lowry enters the game for T. Herro,73-69, ,,3,73,69,4,1889.0
4:15.0,M. Strus makes 2-pt layup from 3 ft (assist by J. Butler),75-69, ,,3,75,69,6,1905.0
3:58.0, ,75-69,Turnover by K. Hayes (bad pass; steal by G. Vincent),,3,75,69,6,1922.0
3:58.0,Personal foul by I. Livers (drawn by G. Vincent),75-69, ,,3,75,69,6,1922.0
3:58.0,C. Martin enters the game for G. Vincent,75-69, ,,3,75,69,6,1922.0
3:58.0, ,75-69,C. Joseph enters the game for K. Hayes,,3,75,69,6,1922.0
3:38.0,J. Butler makes 2-pt jump shot from 9 ft,77-69, ,,3,77,69,8,1942.0
3:26.0, ,77-69,J. Ivey misses 2-pt jump shot from 9 ft,,3,77,69,8,1954.0
3:23.0, ,77-69,Offensive rebound by J. Wiseman,,3,77,69,8,1957.0
3:23.0, ,77-69,Shooting foul by M. Strus (drawn by J. Wiseman),,3,77,69,8,1957.0
3:23.0, ,77-69,J. Wiseman misses free throw 1 of 2,,3,77,69,8,1957.0
3:23.0, ,77-69,Offensive rebound by Team,,3,77,69,8,1957.0
3:23.0, ,77-70,J. Wiseman makes free throw 2 of 2,,3,77,70,7,1957.0
3:10.0,Turnover by J. Butler (bad pass; steal by E. Omoruyi),77-70, ,,3,77,70,7,1970.0
3:10.0, ,77-70,K. Hayes enters the game for I. Livers,,3,77,70,7,1970.0
2:56.0, ,77-72,J. Wiseman makes 2-pt dunk from 2 ft (assist by J. Ivey),,3,77,72,5,1984.0
2:38.0,J. Butler misses 2-pt layup from 5 ft,77-72, ,,3,77,72,5,2002.0
2:37.0,Offensive rebound by K. Love,77-72, ,,3,77,72,5,2003.0
2:36.0,K. Love misses 2-pt layup from 3 ft,77-72, ,,3,77,72,5,2004.0
2:36.0, ,77-72,Defensive rebound by E. Omoruyi,,3,77,72,5,2004.0
2:27.0, ,77-75,E. Omoruyi makes 3-pt jump shot from 23 ft (assist by K. Hayes),,3,77,75,2,2013.0
2:25.0,Miami full timeout,77-75, ,,3,77,75,2,2015.0
2:12.0,Personal foul by K. Hayes (drawn by J. Butler),77-75, ,,3,77,75,2,2028.0
2:12.0,J. Butler makes free throw 1 of 2,78-75, ,,3,78,75,3,2028.0
2:12.0,J. Butler makes free throw 2 of 2,79-75, ,,3,79,75,4,2028.0
2:00.0, ,79-75,C. Joseph misses 3-pt jump shot from 23 ft,,3,79,75,4,2040.0
